"received_date","animal_type","source","primary_breed","colour","age","gender","fsa"
"2013-01-01T00:00:00.000","Cat","Agency","Domestic Medium Hair Mix","Grey Tabby / White","9 Years 5 Months 3 Weeks","Female",
"2013-01-01T00:00:00.000","Cat","Agency","Domestic Medium Hair Mix","Black / White","9 Years 5 Months 3 Weeks","Female","T5C"
"2013-01-01T00:00:00.000","Cat","Agency","Domestic Short Hair Mix","Black / White","8 Years 5 Months 3 Weeks","Male","T6E"
"2013-01-01T00:00:00.000","Cat","Agency","Domestic Medium Hair Mix","Black","9 Years 5 Months 3 Weeks","Male","T6X"
"2013-01-01T00:00:00.000","Cat","Agency","Domestic Medium Hair Mix","Grey Tabby","12 Years 5 Months 3 Weeks","Male","T6X"
"2013-01-01T00:00:00.000","Cat","Agency","Siamese Mix","Lynx Point","9 Years 5 Months 3 Weeks","Male","T6V"
"2013-01-01T00:00:00.000","Dog","Agency","Alaskan Malamute Mix","Black / White","11 Years 6 Months 2 Weeks","Male","T5G"
"2013-01-01T00:00:00.000","Dog","Agency","Labrador Retriever Mix","Black / White","14 Years 5 Months 3 Weeks","Male","T6K"
"2013-01-01T00:00:00.000","Dog","Agency","Boxer Mix","Fawn / White","18 Years 5 Months 3 Weeks","Male","T5W"
"2013-01-01T00:00:00.000","Dog","Agency","Papillon","White / Black","11 Years 5 Months 3 Weeks","Male","T6A"
"2013-01-01T00:00:00.000","Dog","Agency","Australian Cattledog Mix","Red Merle","25 Years 5 Months 3 Weeks","Female","T6W"
"2013-01-01T00:00:00.000","Dog","Agency","Siberian Husky Mix","Black / Tan","11 Years 5 Months 3 Weeks","Female","T5L"
"2013-01-02T00:00:00.000","Cat","Public","Domestic Short Hair Mix","Torbie / White","7 Years 11 Months 3 Weeks (approx)","Female","T5A"
"2013-01-02T00:00:00.000","Cat","Public","Domestic Medium Hair Mix","Torbie / White","8 Years 10 Months 3 Weeks (approx)","Female","T5A"
"2013-01-02T00:00:00.000","Cat","Public","Siamese / Domestic Short Hair","Lynx Point","8 Years 8 Months 3 Weeks (approx)","Female","T5R"
"2013-01-02T00:00:00.000","Cat","Public","Domestic Short Hair Mix","Black / White","4 Years 2 Weeks (approx)","Male","T5X"
"2013-01-02T00:00:00.000","Cat","Public","Domestic Short Hair Mix","White / Grey Tabby","9 Years 3 Months 3 Weeks (approx)","Male","T5X"
"2013-01-02T00:00:00.000","Cat","Public","Domestic Short Hair Mix","Black / White","9 Years 5 Months 3 Weeks (approx)","Female","T5T"
"2013-01-02T00:00:00.000","Dog","Public","American Staffy Mix","Fawn Brindle / White","8 Years 5 Months 3 Weeks (approx)","Female","T5M"
"2013-01-02T00:00:00.000","Kitten","Public","Domestic Short Hair Mix","Torbie / White","10 Years (approx)","Female","T5A"
"2013-01-02T00:00:00.000","Kitten","Public","Domestic Short Hair Mix","Orange Tabby / White","7 Years 6 Months (approx)","Male","T5A"
"2013-01-02T00:00:00.000","Kitten","Public","Domestic Short Hair Mix","Brown Tabby / White","7 Years 6 Months (approx)","Male","T5A"
"2013-01-02T00:00:00.000","Kitten","Public","Domestic Short Hair Mix","Torbie / White","7 Years 6 Months (approx)","Female","T5A"
"2013-01-02T00:00:00.000","Kitten","Public","Domestic Short Hair Mix","Black / White","7 Years 7 Months 3 Weeks","Unknown","T0B"
"2013-01-02T00:00:00.000","Kitten","Public","Domestic Short Hair Mix","Black","7 Years 7 Months 3 Weeks","Unknown","T0B"
"2013-01-02T00:00:00.000","Kitten","Public","Domestic Short Hair Mix","Black","7 Years 7 Months 3 Weeks","Unknown","T0B"
"2013-01-02T00:00:00.000","Kitten","Public","Domestic Short Hair Mix","Black / White","7 Years 11 Months 1 Week (approx)","Female","T5A"
"2013-01-02T00:00:00.000","Kitten","Public","Domestic Short Hair Mix","Brown Tabby / White","7 Years 11 Months 1 Week (approx)","Male","T5A"
"2013-01-02T00:00:00.000","Kitten","Public","Domestic Short Hair Mix","Torbie / White","7 Years 8 Months 3 Weeks (approx)","Female","T5L"
"2013-01-02T00:00:00.000","Kitten","Public","Domestic Short Hair Mix","Smoke Tabby / White","7 Years 10 Months 3 Weeks (approx)","Male","T5L"
"2013-01-02T00:00:00.000","Kitten","Public","Domestic Short Hair Mix","Brown Tabby / White","7 Years 7 Months 4 Weeks (approx)","Female","T5R"
"2013-01-02T00:00:00.000","Cat","Agency","Domestic Short Hair Mix","White / Black","6 Months 1 Week (approx)","Unknown","T5A"
"2013-01-02T00:00:00.000","Dog","Agency","Jack Russell Terrier Mix","White / Brown","12 Years 5 Months 3 Weeks (approx)","Female","T6N"
"2013-01-02T00:00:00.000","Dog","Agency","Shih Tzu Mix","Tan / White","16 Years 5 Months 3 Weeks (approx)","Male","T6J"
"2013-01-02T00:00:00.000","Dog","Agency","Rottweiler Mix","Black / Brown","11 Years 5 Months 3 Weeks (approx)","Male","T6S"
"2013-01-02T00:00:00.000","Dog","Agency","Rottweiler Mix","Black / Brown","10 Years 5 Months 3 Weeks (approx)","Female","T6S"
"2013-01-02T00:00:00.000","Dog","Agency","Siberian Husky Mix","Red / White","8 Years 5 Months 3 Weeks","Male","T5X"
"2013-01-02T00:00:00.000","Dog","Agency","Rottweiler Mix","Black / Tan","9 Years 5 Months 3 Weeks (approx)","Male","T6L"
"2013-01-02T00:00:00.000","Dog","Agency","Labrador Retriever Mix","Black","14 Years 1 Month (approx)","Male","T5L"
"2013-01-02T00:00:00.000","Dog","Agency","Shih Tzu Mix","White / Tan","12 Years 5 Months 3 Weeks (approx)","Male","T5H"
"2013-01-02T00:00:00.000","Kitten","Agency","Domestic Short Hair Mix","Orange Tabby","7 Years 10 Months (approx)","Male","T5T"
"2013-01-02T00:00:00.000","Puppy","Agency","Labrador Mix","Brown / Black","7 Years 9 Months 3 Weeks (approx)","Male","T5E"
"2013-01-03T00:00:00.000","Cat","Public","Domestic Medium Hair Mix","Grey Tabby / White","1 Year 1 Month 1 Week (approx)","Male","T5B"
"2013-01-03T00:00:00.000","Cat","Public","Domestic Short Hair Mix","Tortoiseshell / White","9 Years 5 Months 3 Weeks (approx)","Female","T5X"
"2013-01-03T00:00:00.000","Cat","Public","Domestic Short Hair / Domestic Medium Hair","Black / White","8 Years 5 Months 3 Weeks","Female","T5E"
"2013-01-03T00:00:00.000","Kitten","Public","Domestic Short Hair Mix","Grey Tabby / White","7 Years 8 Months 1 Week (approx)","Male","T5A"
"2013-01-03T00:00:00.000","Kitten","Public","Domestic Short Hair Mix","Grey Tabby","7 Years 10 Months 3 Weeks","Male","T6H"
"2013-01-03T00:00:00.000","Puppy","Public","German Shepherd / Alaskan Malamute","Tan / Black","7 Years 7 Months 1 Week (approx)","Male","T6K"
"2013-01-03T00:00:00.000","Puppy","Public","Labrador Retriever / American Staffy","Black / White","7 Years 8 Months 3 Weeks (approx)","Male","T5E"
"2013-01-03T00:00:00.000","Cat","Agency","Domestic Short Hair Mix","Black / White","8 Years 3 Weeks (approx)","Male","T5K"
"2013-01-03T00:00:00.000","Dog","Agency","German Shepherd Mix","Tan / Black","1 Year 1 Week (approx)","Female","T6K"
"2013-01-03T00:00:00.000","Dog","Agency","German Shepherd Mix","Tan / Black","8 Years 3 Weeks","Female","T5G"
"2013-01-03T00:00:00.000","Dog","Agency","Siberian Husky Mix","Tan / Black","14 Years 5 Months 3 Weeks","Male","T6T"
"2013-01-03T00:00:00.000","Puppy","Agency","German Shepherd Mix","Black / Tan","5 Months 1 Week (approx)","Female","T6K"
"2013-01-04T00:00:00.000","Kitten","Public","Domestic Short Hair Mix","Smoke Tabby","7 Years 6 Months 1 Week","Male",
"2013-01-04T00:00:00.000","Cat","Public","Domestic Short Hair Mix","Brown Tabby","1 Year","Male","T5X"
"2013-01-04T00:00:00.000","Cat","Public","Domestic Short Hair Mix","Brown Tabby / White","13 Years 5 Months 2 Weeks (approx)","Male","T5Y"
"2013-01-04T00:00:00.000","Cat","Public","Domestic Short Hair / Domestic Medium Hair","Grey / White","8 Years 3 Months 2 Weeks (approx)","Male","T5A"
"2013-01-04T00:00:00.000","Cat","Public","Domestic Short Hair Mix","Black / White","1 Year (approx)","Female","T5A"
"2013-01-04T00:00:00.000","Cat","Public","Domestic Short Hair Mix","Orange Tabby","2 Years (approx)","Female","T5Y"
"2013-01-04T00:00:00.000","Cat","Public","Domestic Medium Hair Mix","Grey","8 Years 5 Months 2 Weeks","Female","T5J"
"2013-01-04T00:00:00.000","Cat","Public","Domestic Medium Hair Mix","Orange Tabby / White","1 Year (approx)","Male","T5L"
"2013-01-04T00:00:00.000","Cat","Public","Domestic Short Hair Mix","Torbie / White","8 Years 5 Months 2 Weeks (approx)","Female","T6L"
"2013-01-04T00:00:00.000","Dog","Public","Shih Tzu Mix","White / Black","12 Years 5 Months 2 Weeks (approx)","Female","T5Z"
"2013-01-04T00:00:00.000","Kitten","Public","Domestic Short Hair Mix","Black","7 Years 6 Months 1 Week","Female","T5J"
"2013-01-04T00:00:00.000","Kitten","Public","Domestic Short Hair Mix","Smoke Tabby / White","7 Years 6 Months 1 Week","Male","T5J"
"2013-01-04T00:00:00.000","Kitten","Public","Domestic Short Hair Mix","Awaiting AHT","7 Years 6 Months 1 Week","Female","T5J"
"2013-01-04T00:00:00.000","Cat","Agency","Himalayan / Domestic Medium Hair","Blue Point","11 Years 5 Months 2 Weeks (approx)","Female","T5B"
"2013-01-04T00:00:00.000","Dog","Agency","Jack Russell Terrier Mix","White / Tan","14 Years 5 Months 2 Weeks (approx)","Male","T5Z"
"2013-01-04T00:00:00.000","Kitten","Agency","Domestic Medium Hair Mix","Grey Tabby","7 Years 11 Months 2 Weeks","Female","T5L"
"2013-01-04T00:00:00.000","Puppy","Agency","Chow Chow / Collie Rough","Black / White","7 Years 8 Months 2 Weeks (approx)","Male","T5E"
"2013-01-05T00:00:00.000","Cat","Public","Domestic Medium Hair Mix","Black / White","9 Years 5 Months 2 Weeks (approx)","Male","T5B"
"2013-01-05T00:00:00.000","Cat","Public","Domestic Short Hair Mix","Black / White","1 Year (approx)","Male","T5J"
"2013-01-05T00:00:00.000","Cat","Public","Domestic Short Hair Mix","Grey / White","4 Years (approx)","Male","T5P"
"2013-01-05T00:00:00.000","Cat","Public","Domestic Short Hair Mix","Brown Tabby","9 Years 2 Months 2 Weeks (approx)","Male","T5B"
"2013-01-05T00:00:00.000","Kitten","Public","Domestic Short Hair Mix","Grey Tabby","7 Years 8 Months 2 Weeks (approx)","Female","T5W"
"2013-01-05T00:00:00.000","Cat","Agency","Domestic Short Hair Mix","Grey Tabby","9 Years 2 Months 2 Weeks (approx)","Female","T5E"
"2013-01-05T00:00:00.000","Dog","Agency","Cocker Spaniel Mix","Black","8 Years 5 Months 2 Weeks (approx)","Male","T6L"
"2013-01-05T00:00:00.000","Dog","Agency","Labrador Retriever Mix","Black / White","8 Years 9 Months 4 Weeks","Female","T5B"
"2013-01-05T00:00:00.000","Dog","Agency","Mastiff Mix","Brown / Black","8 Years 2 Weeks (approx)","Female","T5G"
"2013-01-06T00:00:00.000","Cat","Agency","Domestic Short Hair Mix","Calico","1 Year (approx)","Female","T5P"
"2013-01-06T00:00:00.000","Cat","Agency","Domestic Medium Hair Mix","White / Brown Tabby","10 Years 10 Months 2 Weeks (approx)","Female","T6J"
"2013-01-06T00:00:00.000","Cat","Agency","Domestic Short Hair Mix","Orange Tabby / White","11 Months (approx)","Unknown","T5C"
"2013-01-06T00:00:00.000","Cat","Agency","Domestic Short Hair Mix","Brown Tabby","2 Years (approx)","Male","T6R"
"2013-01-06T00:00:00.000","Dog","Agency","Poodle Miniature Mix","Apricot","12 Years 2 Weeks (approx)","Male","T5W"
"2013-01-06T00:00:00.000","Dog","Agency","Bullmastiff / American Staffy","Red","8 Years 4 Months 3 Weeks","Male","T5X"
"2013-01-06T00:00:00.000","Dog","Agency","Shih Tzu / Terrier","White / Brown","9 Years 5 Months 2 Weeks (approx)","Female","T5B"
"2013-01-06T00:00:00.000","Dog","Agency","American Staffy Mix","Brindle / White","8 Years 5 Months 2 Weeks (approx)","Female","T5G"
"2013-01-06T00:00:00.000","Puppy","Agency","German Shepherd / Siberian Husky","Black / Tan","7 Years 8 Months 2 Weeks (approx)","Male","T5T"
"2013-01-07T00:00:00.000","Cat","Public","Domestic Short Hair Mix","Orange Tabby / White","14 Years 5 Months 2 Weeks (approx)","Male","T5J"
"2013-01-07T00:00:00.000","Cat","Public","Domestic Longhair Mix","Grey","1 Year (approx)","Male","T5P"
"2013-01-07T00:00:00.000","Cat","Public","Domestic Short Hair Mix","Torbie / White","5 Years 1 Week (approx)","Female","T6H"
"2013-01-07T00:00:00.000","Dog","Public","Shepherd Mix","Black / Brown","18 Years 5 Months 2 Weeks (approx)","Female","T5J"
"2013-01-07T00:00:00.000","Kitten","Public","Domestic Short Hair Mix","Black / White","7 Years 9 Months 2 Weeks (approx)","Female","T5P"
"2013-01-07T00:00:00.000","Dog","Agency","Irish Wolfhound Mix","Brindle / White","8 Years 5 Months 2 Weeks (approx)","Male","T5W"
"2013-01-07T00:00:00.000","Dog","Agency","German Shepherd / Labrador Retriever","Black / Tan","8 Years 5 Months 2 Weeks (approx)","Female","T5W"
"2013-01-07T00:00:00.000","Dog","Agency","Rottweiler / Labrador","Black / White","9 Years 5 Months 2 Weeks (approx)","Male","T6G"
"2013-01-07T00:00:00.000","Puppy","Agency","Border Collie Mix","Black / White","7 Years 8 Months 2 Weeks (approx)","Female","T6B"
"2013-01-07T00:00:00.000","Rabbit","Agency","Flemish Giant Mix","Grey","1 Year (approx)","Female","T5E"
"2013-01-08T00:00:00.000","Cat","Public","Domestic Short Hair Mix",,"8 Years 2 Weeks (approx)","Female",
