"row_id","site_id","location_description","direction","speed_limit","speed_unit_of_measure","minimum_speed_detection_setting","maximum_speed_detection_setting","log_timestamp","vehicle_count_for_log_interval","speed_range_for_bin","bin_number","minimum_speed_for_bin_number","maximum_speed_for_bin_number","bin_over_speed_limit_flag","vehicle_count_at_slowest_speed_detected","vehicle_count_at_highest_speed_detected"
"DFS110-2017031612:49:06-01","DFS110","62 Av east of Getty Gate","WB","60","KPH","40","90","2017-03-16T12:49:00.000","59","39","1","6","44","0","19","4"
"DFS110-2017031612:49:06-02","DFS110","62 Av east of Getty Gate","WB","60","KPH","40","90","2017-03-16T12:49:00.000","59","5","2","45","49","0","14","7"
"DFS110-2017031612:49:06-03","DFS110","62 Av east of Getty Gate","WB","60","KPH","40","90","2017-03-16T12:49:00.000","59","5","3","50","54","0","13","11"
"DFS110-2017031612:49:06-04","DFS110","62 Av east of Getty Gate","WB","60","KPH","40","90","2017-03-16T12:49:00.000","59","5","4","55","59","0","10","19"
"DFS110-2017031612:49:06-05","DFS110","62 Av east of Getty Gate","WB","60","KPH","40","90","2017-03-16T12:49:00.000","59","5","5","60","64","1","1","15"
"DFS110-2017031612:49:06-06","DFS110","62 Av east of Getty Gate","WB","60","KPH","40","90","2017-03-16T12:49:00.000","59","5","6","65","69","2","2","2"
"DFS110-2017031612:49:06-07","DFS110","62 Av east of Getty Gate","WB","60","KPH","40","90","2017-03-16T12:49:00.000","59","5","7","70","74","2","0","0"
"DFS110-2017031612:49:06-08","DFS110","62 Av east of Getty Gate","WB","60","KPH","40","90","2017-03-16T12:49:00.000","59","5","8","75","79","2","0","1"
"DFS110-2017031612:49:06-09","DFS110","62 Av east of Getty Gate","WB","60","KPH","40","90","2017-03-16T12:49:00.000","59","5","9","80","84","2","0","0"
"DFS110-2017031612:49:06-10","DFS110","62 Av east of Getty Gate","WB","60","KPH","40","90","2017-03-16T12:49:00.000","59","141","10","85","225","2","0","0"
"DFS110-2017031613:04:06-01","DFS110","62 Av east of Getty Gate","WB","60","KPH","40","90","2017-03-16T13:04:00.000","62","39","1","6","44","0","10","0"
"DFS110-2017031613:04:06-02","DFS110","62 Av east of Getty Gate","WB","60","KPH","40","90","2017-03-16T13:04:00.000","62","5","2","45","49","0","18","4"
"DFS110-2017031613:04:06-03","DFS110","62 Av east of Getty Gate","WB","60","KPH","40","90","2017-03-16T13:04:00.000","62","5","3","50","54","0","20","7"
"DFS110-2017031613:04:06-04","DFS110","62 Av east of Getty Gate","WB","60","KPH","40","90","2017-03-16T13:04:00.000","62","5","4","55","59","0","6","20"
"DFS110-2017031613:04:06-05","DFS110","62 Av east of Getty Gate","WB","60","KPH","40","90","2017-03-16T13:04:00.000","62","5","5","60","64","1","8","19"
"DFS110-2017031613:04:06-06","DFS110","62 Av east of Getty Gate","WB","60","KPH","40","90","2017-03-16T13:04:00.000","62","5","6","65","69","2","0","7"
"DFS110-2017031613:04:06-07","DFS110","62 Av east of Getty Gate","WB","60","KPH","40","90","2017-03-16T13:04:00.000","62","5","7","70","74","2","0","5"
"DFS110-2017031613:04:06-08","DFS110","62 Av east of Getty Gate","WB","60","KPH","40","90","2017-03-16T13:04:00.000","62","5","8","75","79","2","0","0"
"DFS110-2017031613:04:06-09","DFS110","62 Av east of Getty Gate","WB","60","KPH","40","90","2017-03-16T13:04:00.000","62","5","9","80","84","2","0","0"
"DFS110-2017031613:04:06-10","DFS110","62 Av east of Getty Gate","WB","60","KPH","40","90","2017-03-16T13:04:00.000","62","141","10","85","225","2","0","0"
"DFS110-2017031613:21:06-01","DFS110","62 Av east of Getty Gate","WB","60","KPH","40","90","2017-03-16T13:21:00.000","54","39","1","6","44","0","6","0"
"DFS110-2017031613:21:06-02","DFS110","62 Av east of Getty Gate","WB","60","KPH","40","90","2017-03-16T13:21:00.000","54","5","2","45","49","0","6","2"
"DFS110-2017031613:21:06-03","DFS110","62 Av east of Getty Gate","WB","60","KPH","40","90","2017-03-16T13:21:00.000","54","5","3","50","54","0","21","1"
"DFS110-2017031613:21:06-04","DFS110","62 Av east of Getty Gate","WB","60","KPH","40","90","2017-03-16T13:21:00.000","54","5","4","55","59","0","8","15"
"DFS110-2017031613:21:06-05","DFS110","62 Av east of Getty Gate","WB","60","KPH","40","90","2017-03-16T13:21:00.000","54","5","5","60","64","1","10","21"
"DFS110-2017031613:21:06-06","DFS110","62 Av east of Getty Gate","WB","60","KPH","40","90","2017-03-16T13:21:00.000","54","5","6","65","69","2","1","11"
"DFS110-2017031613:21:06-07","DFS110","62 Av east of Getty Gate","WB","60","KPH","40","90","2017-03-16T13:21:00.000","54","5","7","70","74","2","2","3"
"DFS110-2017031613:21:06-08","DFS110","62 Av east of Getty Gate","WB","60","KPH","40","90","2017-03-16T13:21:00.000","54","5","8","75","79","2","0","1"
"DFS110-2017031613:21:06-09","DFS110","62 Av east of Getty Gate","WB","60","KPH","40","90","2017-03-16T13:21:00.000","54","5","9","80","84","2","0","0"
"DFS110-2017031613:21:06-10","DFS110","62 Av east of Getty Gate","WB","60","KPH","40","90","2017-03-16T13:21:00.000","54","141","10","85","225","2","0","0"
"DFS110-2017031613:36:06-01","DFS110","62 Av east of Getty Gate","WB","60","KPH","40","90","2017-03-16T13:36:00.000","56","39","1","6","44","0","12","4"
"DFS110-2017031613:36:06-02","DFS110","62 Av east of Getty Gate","WB","60","KPH","40","90","2017-03-16T13:36:00.000","56","5","2","45","49","0","11","4"
"DFS110-2017031613:36:06-03","DFS110","62 Av east of Getty Gate","WB","60","KPH","40","90","2017-03-16T13:36:00.000","56","5","3","50","54","0","15","5"
"DFS110-2017031613:36:06-04","DFS110","62 Av east of Getty Gate","WB","60","KPH","40","90","2017-03-16T13:36:00.000","56","5","4","55","59","0","12","18"
"DFS110-2017031613:36:06-05","DFS110","62 Av east of Getty Gate","WB","60","KPH","40","90","2017-03-16T13:36:00.000","56","5","5","60","64","1","5","18"
"DFS110-2017031613:36:06-06","DFS110","62 Av east of Getty Gate","WB","60","KPH","40","90","2017-03-16T13:36:00.000","56","5","6","65","69","2","0","4"
"DFS110-2017031613:36:06-07","DFS110","62 Av east of Getty Gate","WB","60","KPH","40","90","2017-03-16T13:36:00.000","56","5","7","70","74","2","0","2"
"DFS110-2017031613:36:06-08","DFS110","62 Av east of Getty Gate","WB","60","KPH","40","90","2017-03-16T13:36:00.000","56","5","8","75","79","2","1","0"
"DFS110-2017031613:36:06-09","DFS110","62 Av east of Getty Gate","WB","60","KPH","40","90","2017-03-16T13:36:00.000","56","5","9","80","84","2","0","0"
"DFS110-2017031613:36:06-10","DFS110","62 Av east of Getty Gate","WB","60","KPH","40","90","2017-03-16T13:36:00.000","56","141","10","85","225","2","0","1"
"DFS110-2017031613:51:06-01","DFS110","62 Av east of Getty Gate","WB","60","KPH","40","90","2017-03-16T13:51:00.000","47","39","1","6","44","0","5","1"
"DFS110-2017031613:51:06-02","DFS110","62 Av east of Getty Gate","WB","60","KPH","40","90","2017-03-16T13:51:00.000","47","5","2","45","49","0","8","1"
"DFS110-2017031613:51:06-03","DFS110","62 Av east of Getty Gate","WB","60","KPH","40","90","2017-03-16T13:51:00.000","47","5","3","50","54","0","11","2"
"DFS110-2017031613:51:06-04","DFS110","62 Av east of Getty Gate","WB","60","KPH","40","90","2017-03-16T13:51:00.000","47","5","4","55","59","0","14","12"
"DFS110-2017031613:51:06-05","DFS110","62 Av east of Getty Gate","WB","60","KPH","40","90","2017-03-16T13:51:00.000","47","5","5","60","64","1","9","23"
"DFS110-2017031613:51:06-06","DFS110","62 Av east of Getty Gate","WB","60","KPH","40","90","2017-03-16T13:51:00.000","47","5","6","65","69","2","0","7"
"DFS110-2017031613:51:06-07","DFS110","62 Av east of Getty Gate","WB","60","KPH","40","90","2017-03-16T13:51:00.000","47","5","7","70","74","2","0","1"
"DFS110-2017031613:51:06-08","DFS110","62 Av east of Getty Gate","WB","60","KPH","40","90","2017-03-16T13:51:00.000","47","5","8","75","79","2","0","0"
"DFS110-2017031613:51:06-09","DFS110","62 Av east of Getty Gate","WB","60","KPH","40","90","2017-03-16T13:51:00.000","47","5","9","80","84","2","0","0"
"DFS110-2017031613:51:06-10","DFS110","62 Av east of Getty Gate","WB","60","KPH","40","90","2017-03-16T13:51:00.000","47","141","10","85","225","2","0","0"
"DFS110-2017031614:06:06-01","DFS110","62 Av east of Getty Gate","WB","60","KPH","40","90","2017-03-16T14:06:00.000","51","39","1","6","44","0","13","7"
"DFS110-2017031614:06:06-02","DFS110","62 Av east of Getty Gate","WB","60","KPH","40","90","2017-03-16T14:06:00.000","51","5","2","45","49","0","5","0"
"DFS110-2017031614:06:06-03","DFS110","62 Av east of Getty Gate","WB","60","KPH","40","90","2017-03-16T14:06:00.000","51","5","3","50","54","0","19","4"
"DFS110-2017031614:06:06-04","DFS110","62 Av east of Getty Gate","WB","60","KPH","40","90","2017-03-16T14:06:00.000","51","5","4","55","59","0","11","11"
"DFS110-2017031614:06:06-05","DFS110","62 Av east of Getty Gate","WB","60","KPH","40","90","2017-03-16T14:06:00.000","51","5","5","60","64","1","2","14"
"DFS110-2017031614:06:06-06","DFS110","62 Av east of Getty Gate","WB","60","KPH","40","90","2017-03-16T14:06:00.000","51","5","6","65","69","2","1","8"
"DFS110-2017031614:06:06-07","DFS110","62 Av east of Getty Gate","WB","60","KPH","40","90","2017-03-16T14:06:00.000","51","5","7","70","74","2","0","4"
"DFS110-2017031614:06:06-08","DFS110","62 Av east of Getty Gate","WB","60","KPH","40","90","2017-03-16T14:06:00.000","51","5","8","75","79","2","0","3"
"DFS110-2017031614:06:06-09","DFS110","62 Av east of Getty Gate","WB","60","KPH","40","90","2017-03-16T14:06:00.000","51","5","9","80","84","2","0","0"
"DFS110-2017031614:06:06-10","DFS110","62 Av east of Getty Gate","WB","60","KPH","40","90","2017-03-16T14:06:00.000","51","141","10","85","225","2","0","0"
"DFS110-2017031614:21:06-01","DFS110","62 Av east of Getty Gate","WB","60","KPH","40","90","2017-03-16T14:21:00.000","56","39","1","6","44","0","10","8"
"DFS110-2017031614:21:06-02","DFS110","62 Av east of Getty Gate","WB","60","KPH","40","90","2017-03-16T14:21:00.000","56","5","2","45","49","0","11","0"
"DFS110-2017031614:21:06-03","DFS110","62 Av east of Getty Gate","WB","60","KPH","40","90","2017-03-16T14:21:00.000","56","5","3","50","54","0","13","3"
"DFS110-2017031614:21:06-04","DFS110","62 Av east of Getty Gate","WB","60","KPH","40","90","2017-03-16T14:21:00.000","56","5","4","55","59","0","13","14"
"DFS110-2017031614:21:06-05","DFS110","62 Av east of Getty Gate","WB","60","KPH","40","90","2017-03-16T14:21:00.000","56","5","5","60","64","1","6","23"
"DFS110-2017031614:21:06-06","DFS110","62 Av east of Getty Gate","WB","60","KPH","40","90","2017-03-16T14:21:00.000","56","5","6","65","69","2","3","3"
"DFS110-2017031614:21:06-07","DFS110","62 Av east of Getty Gate","WB","60","KPH","40","90","2017-03-16T14:21:00.000","56","5","7","70","74","2","0","2"
