"row_id","track_id","date_and_time_of_reading","number_of_satellites","dop","elevation_above_sea_level","ground_speed_km_h","heading_degrees_off_north","latitude","longitude","geocoded_column"
"HELICOPTER-TM52180:06-04--20200604073023","TM52180:06-04","2020-06-04T07:30:23.000","19","1","689","41.349999999999994","86.85","53.69329755","-113.4763101","POINT (-113.4763101 53.69329755)"
"HELICOPTER-TM52180:05-28--20200528080103","TM52180:05-28","2020-05-28T08:01:03.000","19","1","753","25.8","115.6","53.43724281","-113.3796311","POINT (-113.3796311 53.43724281)"
"HELICOPTER-TM52178:07-06--20200706155536","TM52178:07-06","2020-07-06T15:55:36.000","19","1","731","29","311.4","53.40178882","-113.449496","POINT (-113.449496 53.40178882)"
"HELICOPTER-TM52178:04-30--20200430073414","TM52178:04-30","2020-04-30T07:34:14.000","17","1.2","681","39.5","92","53.58042842","-113.7934505","POINT (-113.7934505 53.58042842)"
"HELICOPTER-TM52180:apr 24--20200425074238","TM52180:apr 24","2020-04-25T07:42:38.000","18","1","702","42.1","242.4","53.63497412","-113.5487737","POINT (-113.5487737 53.63497412)"
"HELICOPTER-TM52178:06-04--20200604050313","TM52178:06-04","2020-06-04T05:03:13.000","16","1.2","697","34.5","268.9","53.67832664","-113.4335497","POINT (-113.4335497 53.67832664)"
"HELICOPTER-TM52178:05-12--20200512081948","TM52178:05-12","2020-05-12T08:19:48.000","18","1.1","670","24.3","167.2","53.70474863","-113.3073904","POINT (-113.3073904 53.70474863)"
"HELICOPTER-TM52180:05-05--20200505085424","TM52180:05-05","2020-05-05T08:54:24.000","19","1.3","716","35.3","270.1","53.39554556","-113.4378831","POINT (-113.4378831 53.39554556)"
"HELICOPTER-TM52178:04-27--20200427074252","TM52178:04-27","2020-04-27T07:42:52.000","17","1.1","711","31.1","201.8","53.60159503","-113.621743","POINT (-113.621743 53.60159503)"
"HELICOPTER-TM52684:06-04--20200604090229","TM52684:06-04","2020-06-04T09:02:29.000","16","1.3","685","32.95","6.6","53.71477649","-113.45375485","POINT (-113.45375485 53.71477649)"
"HELICOPTER-TM52178:07-05--20200705212002","TM52178:07-05","2020-07-05T21:20:02.000","19","1","763","37.4","119.8","53.42693693","-113.347805","POINT (-113.347805 53.42693693)"
"HELICOPTER-TM52180:05-28--20200428063346","TM52180:05-28","2020-04-28T06:33:46.000","18","1.1","766","42.8","359.7","53.41663797","-113.4022815","POINT (-113.4022815 53.41663797)"
"HELICOPTER-TM52178:04-29--20200429073104","TM52178:04-29","2020-04-29T07:31:04.000","17","1.2","685","34.5","224.4","53.65233749","-113.4341242","POINT (-113.4341242 53.65233749)"
"HELICOPTER-TM52180:06-02--20200602104039","TM52180:06-02","2020-06-02T10:40:39.000","17","1.1","690","34.9","315.7","53.68825252","-113.476262","POINT (-113.476262 53.68825252)"
"HELICOPTER-TM52180:05-29--20200529065132","TM52180:05-29","2020-05-29T06:51:32.000","16","1.3","696","36.9","175.9","53.63217428","-113.5505785","POINT (-113.5505785 53.63217428)"
"HELICOPTER-TM52179:04-25--20200425071010","TM52179:04-25","2020-04-25T07:10:10.000","19","1","770","48.3","218.65","53.44974372","-113.35491765","POINT (-113.35491765 53.44974372)"
"HELICOPTER-TM52180:05-07--20200507100504","TM52180:05-07","2020-05-07T10:05:04.000","19","1.1","688","35.6","270.5","53.69619731","-113.463971","POINT (-113.463971 53.69619731)"
"HELICOPTER-TM52178:05-12--20200512071407","TM52178:05-12","2020-05-12T07:14:07.000","18","1.2","680","37.7","4.8","53.67465317","-113.3296235","POINT (-113.3296235 53.67465317)"
"HELICOPTER-TM52178:06-02--20200602095134","TM52178:06-02","2020-06-02T09:51:34.000","16","1.2","695","26.2","276.65","53.684936050000005","-113.4175692","POINT (-113.4175692 53.684936050000005)"
"HELICOPTER-TM52180:05-05--20200505102231","TM52180:05-05","2020-05-05T10:22:31.000","19","1.1","726","38.6","181.9","53.38848156","-113.4380967","POINT (-113.4380967 53.38848156)"
"HELICOPTER-TM52178:07-05--20200705210840","TM52178:07-05","2020-07-05T21:08:40.000","19","1.1","780","43","232.5","53.44060258","-113.351281","POINT (-113.351281 53.44060258)"
"HELICOPTER-TM52178:07-05--20200705203136","TM52178:07-05","2020-07-05T20:31:36.000","18","1.4","760","40.7","105.1","53.43672373","-113.346347","POINT (-113.346347 53.43672373)"
"HELICOPTER-TM52178:06-05--20200605061406","TM52178:06-05","2020-06-05T06:14:06.000","19","1","710","35.7","199.7","53.40528822","-113.4933485","POINT (-113.4933485 53.40528822)"
"HELICOPTER-TM52180:05-28--20200428062105","TM52180:05-28","2020-04-28T06:21:05.000","20","1","767","36.6","87.5","53.41353825","-113.4079071","POINT (-113.4079071 53.41353825)"
"HELICOPTER-TM52684:06-05--20200605070559","TM52684:06-05","2020-06-05T07:05:59.000","16","1.2","710","43.5","269","53.45462724","-113.650541","POINT (-113.650541 53.45462724)"
"HELICOPTER-TM52178:05-02--20200502090335","TM52178:05-02","2020-05-02T09:03:35.000","17","1.2","727","34","86.4","53.40481639","-113.6822939","POINT (-113.6822939 53.40481639)"
"HELICOPTER-TM52684:06-04--20200604074002","TM52684:06-04","2020-06-04T07:40:02.000","15","1.6","687","41.7","180.7","53.71087278","-113.4766322","POINT (-113.4766322 53.71087278)"
"HELICOPTER-TM52180:06-02--20200602095759","TM52180:06-02","2020-06-02T09:57:59.000","19","1.1","679","44.7","6.2","53.69532224","-113.4477641","POINT (-113.4477641 53.69532224)"
"HELICOPTER-TM52178:05-10--20200510104421","TM52178:05-10","2020-05-10T10:44:21.000","19","1.1","722","33.1","2.5","53.47265968","-113.7814055","POINT (-113.7814055 53.47265968)"
"HELICOPTER-TM52178:05-07--20200507062007","TM52178:05-07","2020-05-07T06:20:07.000","16","1","683","39","181.2","53.69541833","-113.418333","POINT (-113.418333 53.69541833)"
"HELICOPTER-TM52180:06-01--20200601200213","TM52180:06-01","2020-06-01T20:02:13.000","19.5","1","676","41.3","61.15","53.63863781","-113.4010411","POINT (-113.4010411 53.63863781)"
"HELICOPTER-TM52179:04-27--20200427135434","TM52179:04-27","2020-04-27T13:54:34.000","19","0.9","764","34.5","126.8","53.42317589","-113.4054871","POINT (-113.4054871 53.42317589)"
"HELICOPTER-TM52178:05-05--20200505103402","TM52178:05-05","2020-05-05T10:34:02.000","19","1.1","720","35","89.6","53.46237706","-113.730931","POINT (-113.730931 53.46237706)"
"HELICOPTER-TM52178:05-01--20200501060757","TM52178:05-01","2020-05-01T06:07:57.000","19","1","708","33","169.2","53.451922999999994","-113.6691083","POINT (-113.6691083 53.451922999999994)"
"HELICOPTER-TM52178:06-01--20200601200512","TM52178:06-01","2020-06-01T20:05:12.000","19","1","665","37.6","98","53.58171199","-113.7652873","POINT (-113.7652873 53.58171199)"
"HELICOPTER-TM52178:07-05--20200705213032","TM52178:07-05","2020-07-05T21:30:32.000","19","1.1","773","40.3","359.7","53.41876755","-113.3471039","POINT (-113.3471039 53.41876755)"
"HELICOPTER-TM52178:06-05--20200605043708","TM52178:06-05","2020-06-05T04:37:08.000","16","1","707","41.5","358.7","53.41672877","-113.5518159","POINT (-113.5518159 53.41672877)"
"HELICOPTER-TM52684:06-02--20200602104917","TM52684:06-02","2020-06-02T10:49:17.000","19","1.1","687","41.8","178.7","53.7059932","-113.4816155","POINT (-113.4816155 53.7059932)"
"HELICOPTER-TM52179:04-27--20200427061335","TM52179:04-27","2020-04-27T06:13:35.000","19","1.2","660","39.9","222.1","53.61601391","-113.3372759","POINT (-113.3372759 53.61601391)"
"HELICOPTER-TM52180:06-05--20200605102829","TM52180:06-05","2020-06-05T10:28:29.000","17","1.1","751","30.2","137.5","53.43124154","-113.3680435","POINT (-113.3680435 53.43124154)"
"HELICOPTER-TM52178:06-05--20200605092217","TM52178:06-05","2020-06-05T09:22:17.000","17","1.2","728","39","0.4","53.40197062","-113.4188702","POINT (-113.4188702 53.40197062)"
"HELICOPTER-TM52179:04-30--20200430074123","TM52179:04-30","2020-04-30T07:41:23.000","14","1.3","712","38.6","2.8","53.38172277","-113.5649953","POINT (-113.5649953 53.38172277)"
"HELICOPTER-TM52180:07-09--20200709093603","TM52180:07-09","2020-07-09T09:36:03.000","17","1.2","695","42.4","220.7","53.65437938","-113.4335558","POINT (-113.4335558 53.65437938)"
"HELICOPTER-TM52178:05-02--20200502065926","TM52178:05-02","2020-05-02T06:59:26.000","18","1","695","8","144.9","53.43083482","-113.6849502","POINT (-113.6849502 53.43083482)"
"HELICOPTER-TM52180:apr 26--20200427142900","TM52180:apr 26","2020-04-27T14:29:00.000","17","1","707","36","189.7","53.69547102","-113.5200686","POINT (-113.5200686 53.69547102)"
"HELICOPTER-TM52178:04-29--20200429084957","TM52178:04-29","2020-04-29T08:49:57.000","19","1","693","33.1","272.6","53.67745843","-113.4357969","POINT (-113.4357969 53.67745843)"
"HELICOPTER-TM52180:05-28--20200528101549","TM52180:05-28","2020-05-28T10:15:49.000","19","1.1","710","30.299999999999997","355.9","53.43570125","-113.46931255","POINT (-113.46931255 53.43570125)"
"HELICOPTER-TM52180:apr 24--20200425075111","TM52180:apr 24","2020-04-25T07:51:11.000","18","1","696","35.6","233.5","53.63240945","-113.5497598","POINT (-113.5497598 53.63240945)"
"HELICOPTER-TM52178:05-12--20200512071330","TM52178:05-12","2020-05-12T07:13:30.000","18","1.2","681","37.1","182.8","53.67387599","-113.3299963","POINT (-113.3299963 53.67387599)"
"HELICOPTER-TM52178:04-28--20200428081839","TM52178:04-28","2020-04-28T08:18:39.000","19","1.3","721","34.7","1.9","53.51398463","-113.7206858","POINT (-113.7206858 53.51398463)"
"HELICOPTER-TM52178:05-12--20200512194042","TM52178:05-12","2020-05-12T19:40:42.000","20","1","738","33.6","90.6","53.38933822","-113.3426214","POINT (-113.3426214 53.38933822)"
"HELICOPTER-TM52178:05-07--20200507103057","TM52178:05-07","2020-05-07T10:30:57.000","19","1.1","684","43.3","52.9","53.66175823","-113.3548108","POINT (-113.3548108 53.66175823)"
"HELICOPTER-TM52178:05-10--20200510082806","TM52178:05-10","2020-05-10T08:28:06.000","17","1.2","730","36.6","89.8","53.45998959","-113.7638049","POINT (-113.7638049 53.45998959)"
"HELICOPTER-TM52178:05-13--20200513094509","TM52178:05-13","2020-05-13T09:45:09.000","19","1.1","779","26.9","81","53.38179219","-113.2986082","POINT (-113.2986082 53.38179219)"
"HELICOPTER-TM52178:06-04--20200604063636","TM52178:06-04","2020-06-04T06:36:36.000","18","1","679","34","182","53.68364333","-113.4280508","POINT (-113.4280508 53.68364333)"
"HELICOPTER-TM52180:05-29--20200429073037","TM52180:05-29","2020-04-29T07:30:37.000","19","1","632","36","81","53.64400182","-113.3031767","POINT (-113.3031767 53.64400182)"
"HELICOPTER-TM52180:05-28--20200528064301","TM52180:05-28","2020-05-28T06:43:01.000","17","1.1","735","36.4","263.6","53.43526007","-113.5340774","POINT (-113.5340774 53.43526007)"
"HELICOPTER-TM52179:04-29--20200429085833","TM52179:04-29","2020-04-29T08:58:33.000","18","1.1","700","35.1","88.8","53.65384684","-113.475745","POINT (-113.475745 53.65384684)"
"HELICOPTER-TM52684:06-04--20200604075049","TM52684:06-04","2020-06-04T07:50:49.000","18","1.2","691","46","179.3","53.71337885","-113.4766116","POINT (-113.4766116 53.71337885)"
"HELICOPTER-TM52180:05-28--20200528085140","TM52180:05-28","2020-05-28T08:51:40.000","19","1.1","743","32.4","115.7","53.45613868","-113.3464444","POINT (-113.3464444 53.45613868)"
"HELICOPTER-TM52178:04-28--20200428054557","TM52178:04-28","2020-04-28T05:45:57.000","19","1","718","30","280.2","53.51988594","-113.6682869","POINT (-113.6682869 53.51988594)"
"HELICOPTER-TM52180:05-28--20200528104519","TM52180:05-28","2020-05-28T10:45:19.000","19","1.1","708.5","38.05","11.8","53.429063005","-113.4911096","POINT (-113.4911096 53.429063005)"
"HELICOPTER-TM52180:06-04--20200604054613","TM52180:06-04","2020-06-04T05:46:13.000","17","1","697","44.5","359.9","53.68379393","-113.4542577","POINT (-113.4542577 53.68379393)"
"HELICOPTER-TM52178:07-06--20200706083851","TM52178:07-06","2020-07-06T08:38:51.000","17","1.2","738","45.4","90.6","53.42274815","-113.313603","POINT (-113.313603 53.42274815)"
"HELICOPTER-TM52179:04-29--20200429072951","TM52179:04-29","2020-04-29T07:29:51.000","19","1","711","36.9","77.1","53.40824214","-113.5569326","POINT (-113.5569326 53.40824214)"
"HELICOPTER-TM52180:04-30--20200430090102","TM52180:04-30","2020-04-30T09:01:02.000","19","1","644","41.2","5.1","53.66125976","-113.2756652","POINT (-113.2756652 53.66125976)"
"HELICOPTER-TM52180:06-02--20200602054647","TM52180:06-02","2020-06-02T05:46:47.000","18","1","709","41.2","90.3","53.65368855","-113.4690626","POINT (-113.4690626 53.65368855)"
"HELICOPTER-TM52178:04-27--20200427091856","TM52178:04-27","2020-04-27T09:18:56.000","18","1.1","710","36.2","270.2","53.6078649","-113.5761041","POINT (-113.5761041 53.6078649)"
"HELICOPTER-TM52179:04-25--20200425100733","TM52179:04-25","2020-04-25T10:07:33.000","19","1","688","42.1","221.1","53.64070403","-113.3496803","POINT (-113.3496803 53.64070403)"
"HELICOPTER-TM52178:06-02--20200602083601","TM52178:06-02","2020-06-02T08:36:01.000","18","1.2","665","31.1","203.6","53.66688615","-113.4043626","POINT (-113.4043626 53.66688615)"
"HELICOPTER-TM52180:05-10--20200510064422","TM52180:05-10","2020-05-10T06:44:22.000","19","0.9","736","20.9","325.2","53.39719005","-113.3707876","POINT (-113.3707876 53.39719005)"
"HELICOPTER-TM52178:05-28--20200528150036","TM52178:05-28","2020-05-28T15:00:36.000","18","1.1","713","28.6","47.7","53.61061171","-113.6171288","POINT (-113.6171288 53.61061171)"
"HELICOPTER-TM52684:06-04--20200604091142","TM52684:06-04","2020-06-04T09:11:42.000","18","1.1","687","44.7","90","53.71089496","-113.4477908","POINT (-113.4477908 53.71089496)"
"HELICOPTER-TM52180:05-07--20200507064612","TM52180:05-07","2020-05-07T06:46:12.000","20","0.9","697","36.8","267.5","53.68389623","-113.4627209","POINT (-113.4627209 53.68389623)"
"HELICOPTER-TM52180:05-07--20200507094104","TM52180:05-07","2020-05-07T09:41:04.000","18","1.1","696","38","92","53.69871862","-113.4560249","POINT (-113.4560249 53.69871862)"
"HELICOPTER-TM52178:05-10--20200510094309","TM52178:05-10","2020-05-10T09:43:09.000","18","1.1","731","44.55","236.8","53.46906825","-113.77094355","POINT (-113.77094355 53.46906825)"
"HELICOPTER-TM52178:05-07--20200507060356","TM52178:05-07","2020-05-07T06:03:56.000","17","1","687","26.9","177.6","53.7011162","-113.4297906","POINT (-113.4297906 53.7011162)"
"HELICOPTER-TM52180:05-07--20200507055425","TM52180:05-07","2020-05-07T05:54:25.000","18","1.2","689","34.2","0.7","53.66980717","-113.4438521","POINT (-113.4438521 53.66980717)"
"HELICOPTER-TM52178:07-06--20200706113152","TM52178:07-06","2020-07-06T11:31:52.000","17","1.1","754","42","214.1","53.41450621","-113.3850866","POINT (-113.3850866 53.41450621)"
"HELICOPTER-TM52178:05-07--20200507090646","TM52178:05-07","2020-05-07T09:06:46.000","19","1.1","678","36.3","340.8","53.65985851","-113.4100741","POINT (-113.4100741 53.65985851)"
"HELICOPTER-TM52180:05-28--20200528084235","TM52180:05-28","2020-05-28T08:42:35.000","19","1.1","743","38.8","0.2","53.45227057","-113.3522739","POINT (-113.3522739 53.45227057)"
"HELICOPTER-TM52180:06-02--20200602093309","TM52180:06-02","2020-06-02T09:33:09.000","18","1.2","681","40.2","1.6","53.67809781","-113.4469426","POINT (-113.4469426 53.67809781)"
"HELICOPTER-TM52178:06-04--20200604055135","TM52178:06-04","2020-06-04T05:51:35.000","18","1.2","681","36","0.8","53.68184201","-113.4419758","POINT (-113.4419758 53.68184201)"
"HELICOPTER-TM52178:05-05--20200505054144","TM52178:05-05","2020-05-05T05:41:44.000","19","0.9","726","29.3","10.8","53.42195619","-113.6963621","POINT (-113.6963621 53.42195619)"
"HELICOPTER-TM52179:04-25--20200425070807","TM52179:04-25","2020-04-25T07:08:07.000","19","1","743","37.4","185.9","53.44987804","-113.3674664","POINT (-113.3674664 53.44987804)"
"HELICOPTER-TM52178:05-05--20200505121950","TM52178:05-05","2020-05-05T12:19:50.000","19","0.9","763","48.6","88.6","53.46135659","-113.7457089","POINT (-113.7457089 53.46135659)"
"HELICOPTER-TM52178:04-27--20200427052109","TM52178:04-27","2020-04-27T05:21:09.000","20","1","699","25.9","110.1","53.55168416","-113.6428564","POINT (-113.6428564 53.55168416)"
"HELICOPTER-TM52180:07-09--20200709061220","TM52180:07-09","2020-07-09T06:12:20.000","20","1","713","48.4","271","53.65876343","-113.4878759","POINT (-113.4878759 53.65876343)"
"HELICOPTER-TM52180:06-04--20200604082648","TM52180:06-04","2020-06-04T08:26:48.000","18","1.1","683","34.6","358.4","53.71011544","-113.4173652","POINT (-113.4173652 53.71011544)"
"HELICOPTER-TM52180:apr 26--20200427130233","TM52180:apr 26","2020-04-27T13:02:33.000","19","1.1","699","39.1","12.2","53.68273283","-113.5046974","POINT (-113.5046974 53.68273283)"
"HELICOPTER-TM52180:06-02--20200602084038","TM52180:06-02","2020-06-02T08:40:38.000","19","1","693","43.4","182.8","53.68395392","-113.4429027","POINT (-113.4429027 53.68395392)"
"HELICOPTER-TM52684:06-05--20200605071555","TM52684:06-05","2020-06-05T07:15:55.000","16","1.2","735.5","45.1","305.54999999999995","53.448851129999994","-113.65172915","POINT (-113.65172915 53.448851129999994)"
"HELICOPTER-TM52180:07-06--20200706101202","TM52180:07-06","2020-07-06T10:12:02.000","19","1.1","713","40.7","359.6","53.61015645","-113.5776227","POINT (-113.5776227 53.61015645)"
"HELICOPTER-TM52179:04-27--20200427095859","TM52179:04-27","2020-04-27T09:58:59.000","19","1","767","45.4","95.7","53.49029785","-113.3340884","POINT (-113.3340884 53.49029785)"
"HELICOPTER-TM52180:05-07--20200507084218","TM52180:05-07","2020-05-07T08:42:18.000","19","1.3","689","35.5","273.1","53.69892699","-113.4828338","POINT (-113.4828338 53.69892699)"
"HELICOPTER-TM52178:05-02--20200502091946","TM52178:05-02","2020-05-02T09:19:46.000","18","1.1","728","35.4","93.4","53.40961709","-113.6936045","POINT (-113.6936045 53.40961709)"
"HELICOPTER-TM52180:05-28--20200528054325","TM52180:05-28","2020-05-28T05:43:25.000","16","1","729","35.6","359.5","53.41829439","-113.7011438","POINT (-113.7011438 53.41829439)"
"HELICOPTER-TM52178:07-06--20200706115534","TM52178:07-06","2020-07-06T11:55:34.000","18","1","782","37.6","359.2","53.42094231","-113.3816868","POINT (-113.3816868 53.42094231)"
"HELICOPTER-TM52180:05-10--20200510060737","TM52180:05-10","2020-05-10T06:07:37.000","19","1","730","34.4","273.2","53.3836494","-113.383015","POINT (-113.383015 53.3836494)"
"HELICOPTER-TM52180:05-05--20200505110416","TM52180:05-05","2020-05-05T11:04:16.000","18","1.1","721","45.2","179.7","53.38736102","-113.4420655","POINT (-113.4420655 53.38736102)"
"HELICOPTER-TM52180:05-28--20200528153603","TM52180:05-28","2020-05-28T15:36:03.000","16","1.2","714","35.8","48.9","53.40436098","-113.5929891","POINT (-113.5929891 53.40436098)"
"HELICOPTER-TM52178:04-28--20200428055903","TM52178:04-28","2020-04-28T05:59:03.000","19","1","714","27.4","320.4","53.52108763","-113.6611004","POINT (-113.6611004 53.52108763)"
"HELICOPTER-TM52180:05-07--20200507075258","TM52180:05-07","2020-05-07T07:52:58.000","17","1.1","694","43.4","135.9","53.69125406","-113.4844215","POINT (-113.4844215 53.69125406)"
"HELICOPTER-TM52180:apr 24--20200425105114","TM52180:apr 24","2020-04-25T10:51:14.000","17","1.2","705","38.3","270.5","53.63671732","-113.5628231","POINT (-113.5628231 53.63671732)"
"HELICOPTER-TM52180:06-04--20200604093459","TM52180:06-04","2020-06-04T09:34:59.000","18","1.1","683","38.8","269.9","53.71250943","-113.4070647","POINT (-113.4070647 53.71250943)"
"HELICOPTER-TM52178:05-30--20200530074940","TM52178:05-30","2020-05-30T07:49:40.000","19","1.1","735","45.5","270.9","53.55099944","-113.7202301","POINT (-113.7202301 53.55099944)"
"HELICOPTER-TM52178:05-13--20200513090213","TM52178:05-13","2020-05-13T09:02:13.000","19","1.1","771","40.5","88.6","53.36835845","-113.3057043","POINT (-113.3057043 53.36835845)"
"HELICOPTER-TM52180:05-28--20200528094816","TM52180:05-28","2020-05-28T09:48:16.000","17","1.2","706","39.7","353.9","53.42729052","-113.5528948","POINT (-113.5528948 53.42729052)"
"HELICOPTER-TM52684:06-01--20200601220652","TM52684:06-01","2020-06-01T22:06:52.000","19","0.9","730","37","272.8","53.64734869","-113.5537718","POINT (-113.5537718 53.64734869)"
"HELICOPTER-TM52178:06-02--20200602041150","TM52178:06-02","2020-06-02T04:11:50.000","19","0.9","683","40.7","0.3","53.6569383","-113.4364762","POINT (-113.4364762 53.6569383)"
"HELICOPTER-TM52180:05-06--20200506063354","TM52180:05-06","2020-05-06T06:33:54.000","19","1","734","39.9","359.4","53.42267017","-113.3253683","POINT (-113.3253683 53.42267017)"
"HELICOPTER-TM52180:05-12--20200512082843","TM52180:05-12","2020-05-12T08:28:43.000","19","1","671","37","31.8","53.69204969","-113.3602271","POINT (-113.3602271 53.69204969)"
"HELICOPTER-TM52178:06-04--20200604092114","TM52178:06-04","2020-06-04T09:21:14.000","19","1.1","681","41.8","359.8","53.69764292","-113.4165897","POINT (-113.4165897 53.69764292)"
"HELICOPTER-TM52178:06-04--20200604093926","TM52178:06-04","2020-06-04T09:39:26.000","17","1.3","677","40.5","268.5","53.69724149","-113.4030354","POINT (-113.4030354 53.69724149)"
"HELICOPTER-TM52684:06-04--20200604085857","TM52684:06-04","2020-06-04T08:58:57.000","17","1.2","703","50.8","182.5","53.71124732","-113.4545248","POINT (-113.4545248 53.71124732)"
"HELICOPTER-TM52180:04-30--20200430063503","TM52180:04-30","2020-04-30T06:35:03.000","20","1","672","33.7","204.7","53.6140515","-113.2649409","POINT (-113.2649409 53.6140515)"
"HELICOPTER-TM52180:05-05--20200505080450","TM52180:05-05","2020-05-05T08:04:50.000","18","1.1","720","13.5","174","53.38804553","-113.4627562","POINT (-113.4627562 53.38804553)"
"HELICOPTER-TM52178:04-27--20200427084453","TM52178:04-27","2020-04-27T08:44:53.000","19","1.1","706","46.4","130.8","53.58386336","-113.5999606","POINT (-113.5999606 53.58386336)"
"HELICOPTER-TM52180:06-05--20200605081242","TM52180:06-05","2020-06-05T08:12:42.000","19","1.1","735","38.2","91.5","53.49716443","-113.347","POINT (-113.347 53.49716443)"
"HELICOPTER-TM52178:05-05--20200505132732","TM52178:05-05","2020-05-05T13:27:32.000","19","1.1","731","31.7","115.2","53.46693221","-113.7515125","POINT (-113.7515125 53.46693221)"
"HELICOPTER-TM52180:05-28--20200528082851","TM52180:05-28","2020-05-28T08:28:51.000","17","1.2","741","32.8","293.3","53.4441138","-113.356394","POINT (-113.356394 53.4441138)"
"HELICOPTER-TM52179:04-27--20200427112319","TM52179:04-27","2020-04-27T11:23:19.000","19","1","750","43.8","98.3","53.4720869","-113.3272271","POINT (-113.3272271 53.4720869)"
"HELICOPTER-TM52178:05-10--20200510082550","TM52178:05-10","2020-05-10T08:25:50.000","17","1.2","730","47","273.1","53.45954628","-113.7675345","POINT (-113.7675345 53.45954628)"
"HELICOPTER-TM52178:05-09--20200509065425","TM52178:05-09","2020-05-09T06:54:25.000","17","1.2","765","33.95","201.05","53.406834055000004","-113.3195203","POINT (-113.3195203 53.406834055000004)"
"HELICOPTER-TM52178:07-06--20200706062459","TM52178:07-06","2020-07-06T06:24:59.000","19","1","753","43","301","53.45614934","-113.3560564","POINT (-113.3560564 53.45614934)"
"HELICOPTER-TM52179:04-28--20200428091006","TM52179:04-28","2020-04-28T09:10:06.000","17","1.3","715","43.8","179.2","53.42014669","-113.5426256","POINT (-113.5426256 53.42014669)"
"HELICOPTER-TM52178:05-12--20200512175054","TM52178:05-12","2020-05-12T17:50:54.000","16","1.2","686","32","211.7","53.71150057","-113.3207508","POINT (-113.3207508 53.71150057)"
"HELICOPTER-TM52180:05-29--20200429121036","TM52180:05-29","2020-04-29T12:10:36.000","19","1","692","40.7","145.1","53.70892948","-113.4154727","POINT (-113.4154727 53.70892948)"
"HELICOPTER-TM52178:04-27--20200427122200","TM52178:04-27","2020-04-27T12:22:00.000","17","1.2","718","39.1","91.9","53.55604353","-113.7055845","POINT (-113.7055845 53.55604353)"
"HELICOPTER-TM52180:07-09--20200709085537","TM52180:07-09","2020-07-09T08:55:37.000","20","0.9","705","47.6","89.4","53.67212168","-113.4405583","POINT (-113.4405583 53.67212168)"
"HELICOPTER-TM52180:apr 26--20200427141854","TM52180:apr 26","2020-04-27T14:18:54.000","20","0.9","709","50.3","126.5","53.711293805","-113.5246408","POINT (-113.5246408 53.711293805)"
"HELICOPTER-TM52180:05-09--20200509063653","TM52180:05-09","2020-05-09T06:36:53.000","19","0.9","727","40.099999999999994","123.3","53.36102887","-113.5462193","POINT (-113.5462193 53.36102887)"
"HELICOPTER-TM52180:05-07--20200507122901","TM52180:05-07","2020-05-07T12:29:01.000","18","1.1","712","34.6","90.5","53.37253591","-113.5720255","POINT (-113.5720255 53.37253591)"
"HELICOPTER-TM52180:04-30--20200430085115","TM52180:04-30","2020-04-30T08:51:15.000","17","1.1","637","33.2","4.2","53.65101188","-113.2804357","POINT (-113.2804357 53.65101188)"
"HELICOPTER-TM52179:04-25--20200425094344","TM52179:04-25","2020-04-25T09:43:44.000","19","1.2","684","47.7","234.4","53.63780341","-113.3486964","POINT (-113.3486964 53.63780341)"
"HELICOPTER-TM52178:05-07--20200507094905","TM52178:05-07","2020-05-07T09:49:05.000","19","1","677","32.8","37.3","53.6701139","-113.3572459","POINT (-113.3572459 53.6701139)"
"HELICOPTER-TM52180:05-05--20200505133517","TM52180:05-05","2020-05-05T13:35:17.000","17","1","728","33.8","165.6","53.39169467","-113.3939969","POINT (-113.3939969 53.39169467)"
"HELICOPTER-TM52178:05-05--20200505050630","TM52178:05-05","2020-05-05T05:06:30.000","18","1.1","737","44.1","179.3","53.40426108","-113.7134621","POINT (-113.7134621 53.40426108)"
"HELICOPTER-TM52180:05-13--20200513070307","TM52180:05-13","2020-05-13T07:03:07.000","18","0.9","752","35.1","86.1","53.37559287","-113.3498656","POINT (-113.3498656 53.37559287)"
"HELICOPTER-TM52178:04-27--20200427124806","TM52178:04-27","2020-04-27T12:48:06.000","18","1","720","31.9","292.5","53.54216719","-113.7083927","POINT (-113.7083927 53.54216719)"
"HELICOPTER-TM52179:04-29--20200429103911","TM52179:04-29","2020-04-29T10:39:11.000","19","1.1","693","42.05","133.64999999999998","53.670578795","-113.4617941","POINT (-113.4617941 53.670578795)"
"HELICOPTER-TM52179:04-29--20200429094202","TM52179:04-29","2020-04-29T09:42:02.000","19","1","696","36.8","269.2","53.65618443","-113.4428381","POINT (-113.4428381 53.65618443)"
"HELICOPTER-TM52178:06-04--20200604065402","TM52178:06-04","2020-06-04T06:54:02.000","18","1.1","680","38.9","180.2","53.69840895","-113.4320796","POINT (-113.4320796 53.69840895)"
"HELICOPTER-TM52684:06-02--20200602075314","TM52684:06-02","2020-06-02T07:53:14.000","18","1.2","703","37.9","178.5","53.69357768","-113.4962237","POINT (-113.4962237 53.69357768)"
"HELICOPTER-TM52180:05-01--20200501064910","TM52180:05-01","2020-05-01T06:49:10.000","19","1","702","37.2","204.8","53.40365558","-113.4961113","POINT (-113.4961113 53.40365558)"
"HELICOPTER-TM52180:05-05--20200505054415","TM52180:05-05","2020-05-05T05:44:15.000","20","1","703","41.7","20.2","53.38419555","-113.5169716","POINT (-113.5169716 53.38419555)"
