"day","date","arena","address","start","end","type","title","latitude","longitude","location","geometry_point"
"Sat","2019-08-31T00:00:00.000","The Meadows Arena","2704 17 Street NW","04:30 PM","05:30 PM","Public Skate","Drop In Public Skating","53.4577352","-113.37183","
,  
(53.4577352, -113.37183)",
"Sat","2019-08-31T00:00:00.000","Clareview Arena","3804 139 Avenue NW","09:00 PM","10:00 PM","Shinny Hockey","Drop In Shinny - Adult","53.6029488","-113.40316","
,  
(53.6029488, -113.40316)",
"Sat","2019-08-31T00:00:00.000","Clareview Arena","3804 139 Avenue NW","12:45 PM","01:45 PM","Public Skate","Drop In Public Skating","53.6029488","-113.40316","
,  
(53.6029488, -113.40316)",
