"row_id","date_closed","date_created","year","month_number","month","request_status","status_detail","service_category","service_description","interaction_channel","service_area","referral_type","neighbourhood_id","neighbourhood","ward","service_category_service_area","service_area_service_category","service_area_service_description","nbhd_latitude","nbhd_longitude","nbhd_location","ward_latitude","ward_longitude","ward_location","count"
"50592337562763","2015-12-31T23:59:50.000","2015-12-31T23:59:50.000","2015","12","December","Closed",,"Routes  and  Schedules","Bus Information","Phone Call","Transit","Full Service",,,,"Routes  and  Schedules  (Transit)","(Transit)  Routes  and  Schedules","(Transit)  Bus Information",,,,,,,"1"
"37592337562762","2015-12-31T23:59:38.000","2015-12-31T23:59:37.000","2015","12","December","Closed",,"Routes  and  Schedules","Trip Plan Edmonton","Phone Call","Transit","Full Service",,,,"Routes  and  Schedules  (Transit)","(Transit)  Routes  and  Schedules","(Transit)  Trip Plan Edmonton",,,,,,,"1"
"53562337562761","2015-12-31T23:56:54.000","2015-12-31T23:56:53.000","2015","12","December","Closed",,"General Inquiry","Non City Service General Info","Phone Call","Dropped/Non Service Calls","Full Service",,,,"General Inquiry  (Dropped/Non Service Calls)","(Dropped/Non Service Calls)  General Inquiry","(Dropped/Non Service Calls)  Non City Service General Info",,,,,,,"1"
"35562337562760","2015-12-31T23:56:35.000","2015-12-31T23:56:35.000","2015","12","December","Closed",,"Routes  and  Schedules","Bus Information","Phone Call","Transit","Full Service",,,,"Routes  and  Schedules  (Transit)","(Transit)  Routes  and  Schedules","(Transit)  Bus Information",,,,,,,"1"
"25562337562759","2015-12-31T23:56:25.000","2015-12-31T23:56:25.000","2015","12","December","Closed",,"Routes  and  Schedules","Bus Information","Phone Call","Transit","Full Service",,,,"Routes  and  Schedules  (Transit)","(Transit)  Routes  and  Schedules","(Transit)  Bus Information",,,,,,,"1"
"9562337562757","2015-12-31T23:56:09.000","2015-12-31T23:56:09.000","2015","12","December","Closed",,"Routes  and  Schedules","Bus Information","Phone Call","Transit","Full Service",,,,"Routes  and  Schedules  (Transit)","(Transit)  Routes  and  Schedules","(Transit)  Bus Information",,,,,,,"1"
"20552337562756","2015-12-31T23:55:21.000","2015-12-31T23:55:20.000","2015","12","December","Closed",,"Routes  and  Schedules","Bus Information","Phone Call","Transit","Full Service",,,,"Routes  and  Schedules  (Transit)","(Transit)  Routes  and  Schedules","(Transit)  Bus Information",,,,,,,"1"
"56542337562755","2015-12-31T23:54:56.000","2015-12-31T23:54:56.000","2015","12","December","Closed",,"General Information","Non City Service General Info","Phone Call","Non Municipal Services","Full Service",,,,"General Information  (Non Municipal Services)","(Non Municipal Services)  General Information","(Non Municipal Services)  Non City Service General Info",,,,,,,"1"
"21522337562754","2015-12-31T23:52:21.000","2015-12-31T23:52:21.000","2015","12","December","Closed",,"Routes  and  Schedules","Bus Information","Phone Call","Transit","Full Service",,,,"Routes  and  Schedules  (Transit)","(Transit)  Routes  and  Schedules","(Transit)  Bus Information",,,,,,,"1"
"19522337562753","2015-12-31T23:52:20.000","2015-12-31T23:52:19.000","2015","12","December","Closed",,"Parking Services","ePark Parking","Phone Call","Traffic","Full Service",,,,"Parking Services  (Traffic)","(Traffic)  Parking Services","(Traffic)  ePark Parking",,,,,,,"1"
"2522337562752","2015-12-31T23:52:03.000","2015-12-31T23:52:02.000","2015","12","December","Closed",,"Routes  and  Schedules","Trip Plan Edmonton","Phone Call","Transit","Full Service",,,,"Routes  and  Schedules  (Transit)","(Transit)  Routes  and  Schedules","(Transit)  Trip Plan Edmonton",,,,,,,"1"
