"row_id","site_id","location_description","direction","speed_limit","speed_unit_of_measure","minimum_speed_detection_setting","maximum_speed_detection_setting","log_timestamp","vehicle_count_for_log_interval","speed_range_for_bin","bin_number","minimum_speed_for_bin_number","maximum_speed_for_bin_number","bin_over_speed_limit_flag","vehicle_count_at_slowest_speed_detected","vehicle_count_at_highest_speed_detected"
"DFS066-2016100315:16:49-01","DFS066","82 Ave EO 99 St EB","EB","50","KPH","15","75","2016-10-03T15:16:00.000","82","15","1","6","20","0","15","1"
"DFS066-2016100315:16:49-02","DFS066","82 Ave EO 99 St EB","EB","50","KPH","15","75","2016-10-03T15:16:00.000","82","6","2","21","26","0","7","3"
"DFS066-2016100315:16:49-03","DFS066","82 Ave EO 99 St EB","EB","50","KPH","15","75","2016-10-03T15:16:00.000","82","6","3","27","32","0","21","0"
"DFS066-2016100315:16:49-04","DFS066","82 Ave EO 99 St EB","EB","50","KPH","15","75","2016-10-03T15:16:00.000","82","6","4","33","38","0","30","5"
"DFS066-2016100315:16:49-05","DFS066","82 Ave EO 99 St EB","EB","50","KPH","15","75","2016-10-03T15:16:00.000","82","6","5","39","44","0","7","30"
"DFS066-2016100315:16:49-06","DFS066","82 Ave EO 99 St EB","EB","50","KPH","15","75","2016-10-03T15:16:00.000","82","6","6","45","50","1","2","38"
"DFS066-2016100315:16:49-07","DFS066","82 Ave EO 99 St EB","EB","50","KPH","15","75","2016-10-03T15:16:00.000","82","6","7","51","56","2","0","2"
"DFS066-2016100315:16:49-08","DFS066","82 Ave EO 99 St EB","EB","50","KPH","15","75","2016-10-03T15:16:00.000","82","6","8","57","62","2","0","3"
"DFS066-2016100315:16:49-09","DFS066","82 Ave EO 99 St EB","EB","50","KPH","15","75","2016-10-03T15:16:00.000","82","6","9","63","68","2","0","0"
"DFS066-2016100315:16:49-10","DFS066","82 Ave EO 99 St EB","EB","50","KPH","15","75","2016-10-03T15:16:00.000","82","157","10","69","225","2","0","0"
"DFS066-2016100315:31:49-01","DFS066","82 Ave EO 99 St EB","EB","50","KPH","15","75","2016-10-03T15:31:00.000","87","15","1","6","20","0","26","3"
"DFS066-2016100315:31:49-02","DFS066","82 Ave EO 99 St EB","EB","50","KPH","15","75","2016-10-03T15:31:00.000","87","6","2","21","26","0","16","3"
"DFS066-2016100315:31:49-03","DFS066","82 Ave EO 99 St EB","EB","50","KPH","15","75","2016-10-03T15:31:00.000","87","6","3","27","32","0","22","8"
"DFS066-2016100315:31:49-04","DFS066","82 Ave EO 99 St EB","EB","50","KPH","15","75","2016-10-03T15:31:00.000","87","6","4","33","38","0","17","3"
"DFS066-2016100315:31:49-05","DFS066","82 Ave EO 99 St EB","EB","50","KPH","15","75","2016-10-03T15:31:00.000","87","6","5","39","44","0","5","23"
