"row_id","site_id","location_description","direction","speed_limit","speed_unit_of_measure","minimum_speed_detection_setting","maximum_speed_detection_setting","log_timestamp","vehicle_count_for_log_interval","speed_range_for_bin","bin_number","minimum_speed_for_bin_number","maximum_speed_for_bin_number","bin_over_speed_limit_flag","vehicle_count_at_slowest_speed_detected","vehicle_count_at_highest_speed_detected"
"DFS201-2018091013:45:01-01","DFS201","Grandview Heights - 127 St (6225 127 St)","NB","25","KPH","15","75","2018-09-10T13:45:01.000","41","15","1","6","20","0","13","1"
"DFS201-2018091013:45:01-02","DFS201","Grandview Heights - 127 St (6225 127 St)","NB","25","KPH","15","75","2018-09-10T13:45:01.000","41","6","2","21","26","1","10","4"
"DFS201-2018091013:45:01-03","DFS201","Grandview Heights - 127 St (6225 127 St)","NB","25","KPH","15","75","2018-09-10T13:45:01.000","41","6","3","27","32","2","9","12"
"DFS201-2018091013:45:01-04","DFS201","Grandview Heights - 127 St (6225 127 St)","NB","25","KPH","15","75","2018-09-10T13:45:01.000","41","6","4","33","38","2","5","7"
"DFS201-2018091013:45:01-05","DFS201","Grandview Heights - 127 St (6225 127 St)","NB","25","KPH","15","75","2018-09-10T13:45:01.000","41","6","5","39","44","2","1","10"
"DFS201-2018091013:45:01-06","DFS201","Grandview Heights - 127 St (6225 127 St)","NB","25","KPH","15","75","2018-09-10T13:45:01.000","41","6","6","45","50","2","3","6"
"DFS201-2018091013:45:01-07","DFS201","Grandview Heights - 127 St (6225 127 St)","NB","25","KPH","15","75","2018-09-10T13:45:01.000","41","6","7","51","56","2","0","1"
"DFS201-2018091013:45:01-08","DFS201","Grandview Heights - 127 St (6225 127 St)","NB","25","KPH","15","75","2018-09-10T13:45:01.000","41","6","8","57","62","2","0","0"
"DFS201-2018091013:45:01-09","DFS201","Grandview Heights - 127 St (6225 127 St)","NB","25","KPH","15","75","2018-09-10T13:45:01.000","41","6","9","63","68","2","0","0"
"DFS201-2018091013:45:01-10","DFS201","Grandview Heights - 127 St (6225 127 St)","NB","25","KPH","15","75","2018-09-10T13:45:01.000","41","157","10","69","225","2","0","0"
"DFS201-2018091014:00:00-01","DFS201","Grandview Heights - 127 St (6225 127 St)","NB","25","KPH","15","75","2018-09-10T14:00:00.000","37","15","1","6","20","0","10","0"
"DFS201-2018091014:00:00-02","DFS201","Grandview Heights - 127 St (6225 127 St)","NB","25","KPH","15","75","2018-09-10T14:00:00.000","37","6","2","21","26","1","7","2"
"DFS201-2018091014:00:00-03","DFS201","Grandview Heights - 127 St (6225 127 St)","NB","25","KPH","15","75","2018-09-10T14:00:00.000","37","6","3","27","32","2","5","9"
"DFS201-2018091014:00:00-04","DFS201","Grandview Heights - 127 St (6225 127 St)","NB","25","KPH","15","75","2018-09-10T14:00:00.000","37","6","4","33","38","2","7","11"
