"responsedate","completiondate","q01","q02","q1ai","q1b","q2","q3_purchased_local_food","q3_visited_a_farmers_market","q3_planted_a_food_garden","q3_supported_a_community_food_garden","q3_purchased_food_directly_from_a_local_producer","q3_supported_a_community_supported_agriculture_program","q3_pursued_new_cooking_skills","q3_foraged_hunted_or_fished","q3_raised_bees_or_hens","q3_redistributed_surplus_food","q3_learned_how_to_manage_household_food_waste","q4_there_are_more_opportunities_to_buy_local_food_now_compared_to_12_months_ago","q4_there_are_more_places_to_buy_local_food_now_compared_to_12_months_ago","q4_more_people_are_producing_their_own_food_in_edmonton_now_compared_to_12_months_ago","q4_more_variety_of_local_food_products_is_available_in_edmonton_now_compared_with_12_months_ago","q4_more_people_are_employed_in_the_local_food_system_now_than_compared_to_12_months_ago","q5","q6","q7","q7b_because_of_health_reasons","q7b_because_i_want_to_support_the_local_economy","q7b_because_of_environmental_reasons","q7b_because_of_community_cultural_or_recreational_reasons","q7b_because_of_personal_economic_reasons","q7b_other_please_specify","q8","q9a_diverse_cultural_preferences","q9a_diverse_dietary_needs","q10a","q11a_local_food_contributes_to_healthier_ecosystems","q11a_local_food_contributes_to_more_vibrant_attractive_and_unique_places","q11a_local_food_contributes_to_a_stronger_more_vibrant_local_economy","q11a_local_food_contributes_to_a_healthier_and_more_food_secure_community","q11a_local_food_contributes_to_reducing_energy_emissions_and_waste","gender","age","education","employment_status","fsa","ostype","devicetype","browsertype","q3_own_rent_study_profiling_questionnaire_2014","q7_children_study_profiling_questionnaire_2014","q8_born_canada_study_profiling_questionnaire_2014","q9a_edmonton_study_profiling_questionnaire_2014","q10_own_business_study_profiling_questionnaire_2014","q11_home_language_study_profiling_questionnaire_2014","q13_volunteer_study_profiling_questionnaire_2014","q14a_primary_transportation_study_profiling_questionnaire_2014","q14b_secondary_transportation_study_profiling_questionnaire_2014","q15_household_income_study_profiling_questionnaire_2014","q17_city_employee_study_profiling_questionnaire_2014"
"2017-03-28T10:23:00.000","2017-03-28T10:28:00.000","Yes","No","Agree","Somewhat familiar","Stayed about the same in the last 12 months","3 Did about the same","4 Did it more","Not applicable","1 Didn't do it","3 Did about the same","1 Didn't do it","4 Did it more","1 Didn't do it","1 Didn't do it","3 Did about the same","3 Did about the same","Don't know","Don't know","Don't know","4 Somewhat Agree","Don't know","Become MORE knowledgeable about where your food comes from","I don’t know","About the same",,,,,,,"I don't know","3 Neither Agree nor Disagree","5 Strongly Agree","Fewer barriers","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","Female","""30-34""","Post-graduate degree","Employed part-time (0-30 hours a week)","T5J","Windows","Desktop","Google Chrome","Own","No","Yes","Greater than 5 years","No","English","No","Car/truck/Van as DRIVER","Walk","$100,000 to $149,000","No"
"2017-03-27T11:07:00.000","2017-03-27T11:14:00.000","Yes","No","Agree","Somewhat familiar","Improved in the last 12 months","4 Did it more","3 Did about the same","3 Did about the same","1 Didn't do it","4 Did it more","1 Didn't do it","3 Did about the same","1 Didn't do it","1 Didn't do it","3 Did about the same","3 Did about the same","4 Somewhat Agree","4 Somewhat Agree","4 Somewhat Agree","4 Somewhat Agree","4 Somewhat Agree","Become MORE knowledgeable about where your food comes from","Remained as knowledgeable now as they were 12 months ago about where your food comes from","More","0","1","1","0","0","0","About the same","3 Neither Agree nor Disagree","4 Somewhat Agree","Fewer barriers","4 Somewhat Agree","3 Neither Agree nor Disagree","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","Female","""35-39""","Post-graduate degree","Employed full-time (30+ hours a week)","T5E","Windows","Desktop","Google Chrome","Own","No","Yes","Greater than 5 years","No","English","Yes","Bicycle","Car/truck/Van as DRIVER","$60,000 to $79,999","No"
"2017-03-27T16:53:00.000","2017-03-27T17:01:00.000","Yes","No","Agree","Somewhat familiar","Stayed about the same in the last 12 months","3 Did about the same","2 Did less of it","1 Didn't do it","1 Didn't do it","3 Did about the same","1 Didn't do it","4 Did it more","1 Didn't do it","1 Didn't do it","Not applicable","3 Did about the same","3 Neither Agree nor Disagree","3 Neither Agree nor Disagree","1 Strongly Disagree","3 Neither Agree nor Disagree","1 Strongly Disagree","Remained as knowledgeable now as you were 12 months ago about where your food comes from","Become LESS knowledgeable about where their food comes from","About the same",,,,,,,"I don't know","4 Somewhat Agree","4 Somewhat Agree","The same","4 Somewhat Agree","4 Somewhat Agree","2 Somewhat Disagree","4 Somewhat Agree","2 Somewhat Disagree","Male","""40-44""","High school graduate","Homemaker","T5M","iOS","Phone","Safari","Own","Yes","No","Greater than 5 years","No","English","No","Car/truck/Van as DRIVER","Bicycle","$80,000 to $99,999","No"
"2017-03-30T20:33:00.000","2017-03-30T20:37:00.000","Yes","Yes","Agree","Extremely familiar","Improved in the last 12 months","4 Did it more","4 Did it more","3 Did about the same","4 Did it more","4 Did it more","3 Did about the same","4 Did it more","3 Did about the same","1 Didn't do it","Not applicable","3 Did about the same","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","Become MORE knowledgeable about where your food comes from","Become MORE knowledgeable about where their food comes from","More","0","1","1","1","1","1","More","4 Somewhat Agree","4 Somewhat Agree","I don't know","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","Female","""50-54""","Post-graduate degree","Employed full-time (30+ hours a week)","T5M","Mac (OS X)","Desktop","Google Chrome","Rent","No","Yes","Between 3 to 5 years","No","English","Yes","Car/truck/Van as DRIVER","Public Transit","$80,000 to $99,999","No"
"2017-03-27T11:11:00.000","2017-03-27T11:27:00.000","Yes","No","Disagree","Moderately familiar","I don’t know","3 Did about the same","3 Did about the same","3 Did about the same","3 Did about the same","3 Did about the same","3 Did about the same","3 Did about the same","1 Didn't do it","1 Didn't do it","1 Didn't do it","3 Did about the same","Don't know","Don't know","4 Somewhat Agree","Don't know","Don't know","Remained as knowledgeable now as you were 12 months ago about where your food comes from","I don’t know","About the same",,,,,,,"I don't know","I don't know","I don't know","The same","5 Strongly Agree","4 Somewhat Agree","5 Strongly Agree","5 Strongly Agree","4 Somewhat Agree","Female","""70-74""","University undergraduate degree","Retired","T6H","Windows","Desktop","Google Chrome","Own","No","No","Greater than 5 years","No","English","No","Car/truck/Van as DRIVER","Walk","$60,000 to $79,999",
"2017-03-27T18:29:00.000","2017-03-27T18:41:00.000","Yes","Yes","Agree","Somewhat familiar","Stayed about the same in the last 12 months","3 Did about the same","3 Did about the same","3 Did about the same","1 Didn't do it","3 Did about the same","1 Didn't do it","4 Did it more","1 Didn't do it","1 Didn't do it","1 Didn't do it","3 Did about the same","3 Neither Agree nor Disagree","Don't know","Don't know","4 Somewhat Agree","Don't know","Remained as knowledgeable now as you were 12 months ago about where your food comes from","I don’t know","About the same",,,,,,,"I don't know","4 Somewhat Agree","3 Neither Agree nor Disagree","The same","4 Somewhat Agree","3 Neither Agree nor Disagree","3 Neither Agree nor Disagree","4 Somewhat Agree","4 Somewhat Agree","Male","""65-69""","College / technical school graduate","Retired","T6R","iOS","Tablet","Safari","Own","No","Yes","Greater than 5 years","No","English","Yes","Car/truck/Van as DRIVER","Walk","$150,000 and over",
"2017-03-29T16:21:00.000","2017-03-29T16:26:00.000","Yes","Yes","Agree","Extremely familiar","Stayed about the same in the last 12 months","4 Did it more","4 Did it more","Not applicable","Not applicable","4 Did it more","Not applicable","3 Did about the same","Not applicable","Not applicable","Not applicable","4 Did it more","4 Somewhat Agree","4 Somewhat Agree","4 Somewhat Agree","3 Neither Agree nor Disagree","4 Somewhat Agree","Become MORE knowledgeable about where your food comes from","Become MORE knowledgeable about where their food comes from","About the same",,,,,,,"About the same","4 Somewhat Agree","4 Somewhat Agree","The same","4 Somewhat Agree","4 Somewhat Agree","4 Somewhat Agree","4 Somewhat Agree","4 Somewhat Agree","Male","""65-69""","College / technical school graduate","Employed full-time (30+ hours a week)","T6L","Windows","Desktop","Internet Explorer","Rent","No","Yes","Greater than 5 years","No","English","Yes","Car/truck/Van as DRIVER","Public Transit","$100,000 to $149,000","No"
"2017-03-29T09:04:00.000","2017-03-29T09:08:00.000","Yes","Yes","Agree","Somewhat familiar","Stayed about the same in the last 12 months","3 Did about the same","3 Did about the same","4 Did it more","1 Didn't do it","3 Did about the same","1 Didn't do it","3 Did about the same","1 Didn't do it","1 Didn't do it","Not applicable","Not applicable","3 Neither Agree nor Disagree","3 Neither Agree nor Disagree","Don't know","4 Somewhat Agree","Don't know","Remained as knowledgeable now as you were 12 months ago about where your food comes from","I don’t know","About the same",,,,,,,"I don't know","4 Somewhat Agree","4 Somewhat Agree","Fewer barriers","2 Somewhat Disagree","4 Somewhat Agree","4 Somewhat Agree","4 Somewhat Agree","2 Somewhat Disagree","Female","""30-34""","Post-graduate degree","Employed full-time (30+ hours a week)","T5G","Windows","Desktop","Google Chrome","Own","No","Yes","Between 3 to 5 years","No","English","Yes","Walk","Car/truck/Van as DRIVER","$100,000 to $149,000","Yes"
"2017-04-30T19:29:00.000","2017-04-30T20:03:00.000","Yes","Yes","Agree","Slightly familiar","Improved in the last 12 months","3 Did about the same","3 Did about the same","1 Didn't do it","1 Didn't do it","3 Did about the same","1 Didn't do it","1 Didn't do it","1 Didn't do it","1 Didn't do it","1 Didn't do it","1 Didn't do it","5 Strongly Agree","4 Somewhat Agree","5 Strongly Agree","4 Somewhat Agree","4 Somewhat Agree","Remained as knowledgeable now as you were 12 months ago about where your food comes from","Become MORE knowledgeable about where their food comes from","More","0","1","0","0","0","1","More","3 Neither Agree nor Disagree","3 Neither Agree nor Disagree","The same","5 Strongly Agree","4 Somewhat Agree","5 Strongly Agree","5 Strongly Agree","4 Somewhat Agree","Male","""50-54""","High school graduate","Employed part-time (0-30 hours a week)","T5Y","Windows","Desktop","Firefox","Rent","No","No","Greater than 5 years","No","English","Yes","Car/truck/Van as DRIVER","Public Transit","$50,000 to $59,999","No"
"2017-03-27T11:08:00.000","2017-03-27T11:13:00.000","Yes","Yes","Agree","Moderately familiar","Improved in the last 12 months","4 Did it more","4 Did it more","Not applicable","Not applicable","4 Did it more","Not applicable","3 Did about the same","Not applicable","Not applicable","Not applicable","4 Did it more","5 Strongly Agree","5 Strongly Agree","4 Somewhat Agree","4 Somewhat Agree","5 Strongly Agree","Become MORE knowledgeable about where your food comes from","Remained as knowledgeable now as they were 12 months ago about where your food comes from","More","0","1","1","0","0","0","About the same","3 Neither Agree nor Disagree","4 Somewhat Agree","Fewer barriers","5 Strongly Agree","4 Somewhat Agree","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","Female","""40-44""","University undergraduate degree","Employed full-time (30+ hours a week)","T6J","Windows","Desktop","Google Chrome","Own","No","Yes","Greater than 5 years","No","English","Yes","Public Transit","Car/truck/van as PASSENGER","Prefer not to answer","Yes"
"2017-03-28T14:38:00.000","2017-03-28T14:44:00.000","Yes","No","Agree","Moderately familiar","Improved in the last 12 months","4 Did it more","4 Did it more","1 Didn't do it","1 Didn't do it","4 Did it more","1 Didn't do it","4 Did it more","1 Didn't do it","1 Didn't do it","1 Didn't do it","4 Did it more","4 Somewhat Agree","4 Somewhat Agree","3 Neither Agree nor Disagree","4 Somewhat Agree","Don't know","Remained as knowledgeable now as you were 12 months ago about where your food comes from","I don’t know","About the same",,,,,,,"About the same","4 Somewhat Agree","4 Somewhat Agree","The same","5 Strongly Agree","4 Somewhat Agree","4 Somewhat Agree","5 Strongly Agree","4 Somewhat Agree","Female","""40-44""","University undergraduate degree","Employed full-time (30+ hours a week)","T6E","Windows","Desktop","Google Chrome","Own","Yes","Yes","Greater than 5 years","No","English","No","Car/truck/Van as DRIVER","Public Transit","$100,000 to $149,000","Yes"
"2017-03-27T11:07:00.000","2017-03-27T11:12:00.000","No","Yes","Disagree","Not at all familiar","I don’t know","1 Didn't do it","1 Didn't do it","1 Didn't do it","1 Didn't do it","1 Didn't do it","1 Didn't do it","1 Didn't do it","1 Didn't do it","1 Didn't do it","1 Didn't do it","1 Didn't do it","Don't know","Don't know","Don't know","Don't know","Don't know","Remained as knowledgeable now as you were 12 months ago about where your food comes from","I don’t know","About the same",,,,,,,"I don't know","I don't know","I don't know","I don't know","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","Female","""45-49""","High school graduate","Employed full-time (30+ hours a week)","T5Y","Windows","Desktop","Google Chrome","Rent","No","No","Greater than 5 years","No","English","Yes","Public Transit","Car/truck/Van as DRIVER","$50,000 to $59,999","Yes"
"2017-03-27T16:30:00.000","2017-03-27T16:38:00.000","No","No","Disagree","Slightly familiar","Stayed about the same in the last 12 months","3 Did about the same","3 Did about the same","3 Did about the same","1 Didn't do it","3 Did about the same","1 Didn't do it","3 Did about the same","1 Didn't do it","1 Didn't do it","1 Didn't do it","3 Did about the same","3 Neither Agree nor Disagree","3 Neither Agree nor Disagree","3 Neither Agree nor Disagree","4 Somewhat Agree","Don't know","Remained as knowledgeable now as you were 12 months ago about where your food comes from","Remained as knowledgeable now as they were 12 months ago about where your food comes from","About the same",,,,,,,"About the same","2 Somewhat Disagree","4 Somewhat Agree","The same","3 Neither Agree nor Disagree","4 Somewhat Agree","4 Somewhat Agree","4 Somewhat Agree","5 Strongly Agree","Female","Prefer not to answer","Post-graduate degree","Retired","prefer not to say","Windows","Desktop","Internet Explorer","Own","No","Yes","Greater than 5 years","No","English","No","Car/truck/Van as DRIVER","Public Transit","Prefer not to answer","No"
"2017-03-27T11:46:00.000","2017-03-27T11:52:00.000","Yes","No","Agree","Moderately familiar","Stayed about the same in the last 12 months","3 Did about the same","3 Did about the same","2 Did less of it","1 Didn't do it","3 Did about the same","3 Did about the same","3 Did about the same","3 Did about the same","1 Didn't do it","3 Did about the same","1 Didn't do it","3 Neither Agree nor Disagree","3 Neither Agree nor Disagree","3 Neither Agree nor Disagree","3 Neither Agree nor Disagree","3 Neither Agree nor Disagree","Remained as knowledgeable now as you were 12 months ago about where your food comes from","Remained as knowledgeable now as they were 12 months ago about where your food comes from","About the same",,,,,,,"About the same","4 Somewhat Agree","4 Somewhat Agree","The same","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","Female","""30-34""","Post-graduate degree","Post-secondary student","T6E","Windows","Desktop","Google Chrome","Rent","Yes","Yes","Greater than 5 years","No","English","Yes","Car/truck/Van as DRIVER","Public Transit","$50,000 to $59,999",
"2017-03-27T11:08:00.000","2017-03-27T11:11:00.000","Yes","No","Agree","Not at all familiar","Stayed about the same in the last 12 months","1 Didn't do it","1 Didn't do it","2 Did less of it","1 Didn't do it","1 Didn't do it","1 Didn't do it","1 Didn't do it","1 Didn't do it","1 Didn't do it","1 Didn't do it","1 Didn't do it","3 Neither Agree nor Disagree","3 Neither Agree nor Disagree","3 Neither Agree nor Disagree","3 Neither Agree nor Disagree","3 Neither Agree nor Disagree","Remained as knowledgeable now as you were 12 months ago about where your food comes from","Remained as knowledgeable now as they were 12 months ago about where your food comes from","About the same",,,,,,,"Less","3 Neither Agree nor Disagree","3 Neither Agree nor Disagree","The same","3 Neither Agree nor Disagree","4 Somewhat Agree","4 Somewhat Agree","4 Somewhat Agree","4 Somewhat Agree","Male","""25-29""","University undergraduate degree","Post-secondary student","T6T","iOS","Phone","Safari","Own","No","Yes","Greater than 5 years","No","English","Yes","Car/truck/Van as DRIVER","Public Transit","$80,000 to $99,999",
"2017-04-01T19:39:00.000","2017-04-01T19:45:00.000","Yes","Yes","Agree","Moderately familiar","Stayed about the same in the last 12 months","3 Did about the same","3 Did about the same","1 Didn't do it","3 Did about the same","3 Did about the same","1 Didn't do it","4 Did it more","1 Didn't do it","1 Didn't do it","1 Didn't do it","3 Did about the same","3 Neither Agree nor Disagree","3 Neither Agree nor Disagree","3 Neither Agree nor Disagree","3 Neither Agree nor Disagree","3 Neither Agree nor Disagree","Remained as knowledgeable now as you were 12 months ago about where your food comes from","Remained as knowledgeable now as they were 12 months ago about where your food comes from","About the same",,,,,,,"About the same","4 Somewhat Agree","4 Somewhat Agree","The same","4 Somewhat Agree","4 Somewhat Agree","5 Strongly Agree","5 Strongly Agree","5 Strongly Agree","Male","""35-39""","College / technical school graduate","Employed full-time (30+ hours a week)","T6E","Mac (OS X)","Desktop","Firefox","Own","No","Yes","Greater than 5 years","No","English","Yes","Public Transit","Walk","$80,000 to $99,999","No"
