"row_id","date_and_time_of_reading","gps_quality","ground_speed_km_h","heading_degrees_off_north","latitude","longitude","geocoded_column"
"Y4746-2018-05-02-16-01-00","2018-05-02T16:01:00.000","GQ:2","4.6302050963331265","96.37","53.435872","-113.452412","(53.435872, -113.452412)"
"Y4746-2018-05-02-16-19-51","2018-05-02T16:19:51.000","GQ:2","3.5860783095090114","198.39","53.43629","-113.442125","(53.43629, -113.442125)"
"Y4746-2018-05-02-15-17-03","2018-05-02T15:17:03.000","GQ:2","5.655686761963953","144.54","53.436155","-113.594512","(53.436155, -113.594512)"
"Y4746-2018-05-02-17-05-36","2018-05-02T17:05:36.000","GQ:2","3.8533250466128033","288.77","53.429577","-113.577162","(53.429577, -113.577162)"
"Y4746-2018-05-02-16-37-31","2018-05-02T16:37:31.000","GQ:2","3.6544437538844003","265.5","53.436197","-113.504883","(53.436197, -113.504883)"
"Y4746-2018-05-02-16-04-42","2018-05-02T16:04:42.000","GQ:2","3.331261653200746","99.75","53.435055","-113.446105","(53.435055, -113.446105)"
"Y4746-2018-05-02-17-07-43","2018-05-02T17:07:43.000","GQ:2","2.802983219390926","238.48","53.430528","-113.579658","(53.430528, -113.579658)"
"Y4746-2018-05-02-16-00-44","2018-05-02T16:00:44.000","GQ:2","4.878806712243629","105.42","53.43596","-113.453323","(53.43596, -113.453323)"
"Y4746-2018-05-02-16-30-08","2018-05-02T16:30:08.000","GQ:2","2.9770043505282784","254.82","53.43788","-113.465383","(53.43788, -113.465383)"
"Y4746-2018-05-02-15-42-21","2018-05-02T15:42:21.000","GQ:2","4.59291485394655","85.31","53.43472","-113.508282","(53.43472, -113.508282)"
"Y4746-2018-05-02-17-09-15","2018-05-02T17:09:15.000","GQ:2","3.6606587942821625","303.69","53.431715","-113.584728","(53.431715, -113.584728)"
"Y4746-2018-05-02-15-33-54","2018-05-02T15:33:54.000","GQ:2","3.3001864512119328","92.59","53.4345","-113.523622","(53.4345, -113.523622)"
"Y4746-2018-05-02-16-55-14","2018-05-02T16:55:14.000","GQ:2","3.194530764449969","240.65","53.43212","-113.548775","(53.43212, -113.548775)"
"Y4746-2018-05-02-16-53-23","2018-05-02T16:53:23.000","GQ:1","2.0820385332504663","245.92","53.434825","-113.541353","(53.434825, -113.541353)"
"Y4746-2018-05-02-16-03-03","2018-05-02T16:03:03.000","GQ:2","4.201367308887508","92.81","53.435322","-113.445682","(53.435322, -113.445682)"
"Y4746-2018-05-02-15-27-28","2018-05-02T15:27:28.000","GQ:2","5.015537600994406","62.26","53.430442","-113.551953","(53.430442, -113.551953)"
"Y4746-2018-05-02-15-58-14","2018-05-02T15:58:14.000","GQ:2","3.7787445618396522","65.17","53.43639","-113.461837","(53.43639, -113.461837)"
"Y4746-2018-05-02-16-48-42","2018-05-02T16:48:42.000","GQ:2","2.3741454319453075","246.32","53.435437","-113.523723","(53.435437, -113.523723)"
"Y4746-2018-05-02-15-42-03","2018-05-02T15:42:03.000","GQ:2","4.5680546923555","82.16","53.434648","-113.509263","(53.434648, -113.509263)"
"Y4746-2018-05-02-16-57-34","2018-05-02T16:57:34.000","GQ:2","3.4244872591671847","244.9","53.429778","-113.558005","(53.429778, -113.558005)"
"Y4746-2018-05-02-16-05-19","2018-05-02T16:05:19.000","GQ:2","3.6295835922933497","90.48","53.434935","-113.444522","(53.434935, -113.444522)"
"Y4746-2018-05-02-16-20-08","2018-05-02T16:20:08.000","GQ:2","3.791174642635177","273.11","53.436102","-113.442695","(53.436102, -113.442695)"
"Y4746-2018-05-02-15-41-49","2018-05-02T15:41:49.000","GQ:2","4.530764449968925","85.36","53.434612","-113.510055","(53.434612, -113.510055)"
"Y4746-2018-05-02-16-00-43","2018-05-02T16:00:43.000","GQ:2","4.729645742697328","107.87","53.43597","-113.45338","(53.43597, -113.45338)"
"Y4746-2018-05-02-16-30-15","2018-05-02T16:30:15.000","GQ:2","3.610938471100062","263.06","53.437857","-113.465682","(53.437857, -113.465682)"
"Y4746-2018-05-02-15-36-08","2018-05-02T15:36:08.000","GQ:2","3.7165941578620263","94.44","53.434458","-113.522732","(53.434458, -113.522732)"
"Y4746-2018-05-02-16-19-52","2018-05-02T16:19:52.000","GQ:2","3.474207582349285","199.66","53.436265","-113.44214","(53.436265, -113.44214)"
"Y4746-2018-05-02-17-03-57","2018-05-02T17:03:57.000","GQ:2","2.939714108141703","331.33","53.430915","-113.578147","(53.430915, -113.578147)"
"Y4746-2018-05-02-15-58-53","2018-05-02T15:58:53.000","GQ:2","4.431323803604723","90.62","53.436603","-113.459972","(53.436603, -113.459972)"
"Y4746-2018-05-02-16-38-23","2018-05-02T16:38:23.000","GQ:1","3.032939714108142","256.55","53.435885","-113.50697","(53.435885, -113.50697)"
"Y4746-2018-05-02-16-24-39","2018-05-02T16:24:39.000","GQ:2","4.151646985705407","322.12","53.43864","-113.462347","(53.43864, -113.462347)"
"Y4746-2018-05-02-15-58-03","2018-05-02T15:58:03.000","GQ:2","3.8906152889993786","58.13","53.436243","-113.46234","(53.436243, -113.46234)"
"Y4746-2018-05-02-15-35-53","2018-05-02T15:35:53.000","GQ:2","3.4369173399627098","93.78","53.43448","-113.52338","(53.43448, -113.52338)"
"Y4746-2018-05-02-16-24-03","2018-05-02T16:24:03.000","GQ:2","4.748290863890615","304.3","53.438033","-113.461287","(53.438033, -113.461287)"
"Y4746-2018-05-02-15-06-23","2018-05-02T15:06:23.000","GQ:2","3.6357986326911123","21.43","53.4378","-113.611705","(53.4378, -113.611705)"
"Y4746-2018-05-02-16-53-34","2018-05-02T16:53:34.000","GQ:1","2.1939092604101926","245","53.434732","-113.541612","(53.434732, -113.541612)"
"Y4746-2018-05-02-16-04-10","2018-05-02T16:04:10.000","GQ:2","3.1137352392790554","54.86","53.43487","-113.447405","(53.43487, -113.447405)"
"Y4746-2018-05-02-15-59-30","2018-05-02T15:59:30.000","GQ:2","4.990677439403356","97.16","53.436487","-113.457812","(53.436487, -113.457812)"
"Y4746-2018-05-02-16-01-21","2018-05-02T16:01:21.000","GQ:2","4.673710379117464","97.99","53.435753","-113.451218","(53.435753, -113.451218)"
"Y4746-2018-05-02-17-02-26","2018-05-02T17:02:26.000","GQ:2","3.194530764449969","277.82","53.42916","-113.573847","(53.42916, -113.573847)"
"Y4746-2018-05-02-15-27-15","2018-05-02T15:27:15.000","GQ:2","5.823492852703542","64.54","53.430247","-113.552603","(53.430247, -113.552603)"
"Y4746-2018-05-02-16-48-47","2018-05-02T16:48:47.000","GQ:2","0.733374766935985","248.64","53.435407","-113.523835","(53.435407, -113.523835)"
"Y4746-2018-05-02-15-58-16","2018-05-02T15:58:16.000","GQ:2","3.8036047234307024","69.98","53.43641","-113.461752","(53.43641, -113.461752)"
"Y4746-2018-05-02-15-42-08","2018-05-02T15:42:08.000","GQ:2","4.499689247980112","79.62","53.434673","-113.508985","(53.434673, -113.508985)"
"Y4746-2018-05-02-16-56-57","2018-05-02T16:56:57.000","GQ:2","2.8837787445618397","231.5","53.430175","-113.556455","(53.430175, -113.556455)"
"Y4746-2018-05-02-15-54-00","2018-05-02T15:54:00.000","GQ:1","4.039776258545681","144.79","53.436577","-113.464665","(53.436577, -113.464665)"
"Y4746-2018-05-02-16-24-59","2018-05-02T16:24:59.000","GQ:2","3.934120571783717","326.1","53.439152","-113.462977","(53.439152, -113.462977)"
"Y4746-2018-05-02-15-34-30","2018-05-02T15:34:30.000","GQ:2","2.802983219390926","197.79","53.434333","-113.522162","(53.434333, -113.522162)"
"Y4746-2018-05-02-16-57-08","2018-05-02T16:57:08.000","GQ:2","4.0149160969546305","252.87","53.430063","-113.556825","(53.430063, -113.556825)"
"Y4746-2018-05-02-15-58-58","2018-05-02T15:58:58.000","GQ:2","4.394033561218148","91.32","53.436598","-113.459698","(53.436598, -113.459698)"
"Y4746-2018-05-02-16-51-41","2018-05-02T16:51:41.000","GQ:1","3.6420136730888752","259.55","53.43493","-113.535702","(53.43493, -113.535702)"
"Y4746-2018-05-02-15-59-57","2018-05-02T15:59:57.000","GQ:2","5.009322560596644","102.58","53.436313","-113.456128","(53.436313, -113.456128)"
"Y4746-2018-05-02-16-03-05","2018-05-02T16:03:05.000","GQ:2","4.381603480422623","95.65","53.435315","-113.445577","(53.435315, -113.445577)"
"Y4746-2018-05-02-16-26-15","2018-05-02T16:26:15.000","GQ:2","4.282162834058421","247.3","53.438398","-113.462892","(53.438398, -113.462892)"
"Y4746-2018-05-02-15-29-48","2018-05-02T15:29:48.000","GQ:2","3.1572405220633937","81.8","53.433298","-113.541117","(53.433298, -113.541117)"
"Y4746-2018-05-02-16-01-46","2018-05-02T16:01:46.000","GQ:2","3.542573026724674","129.18","53.435645","-113.449795","(53.435645, -113.449795)"
"Y4746-2018-05-02-16-02-33","2018-05-02T16:02:33.000","GQ:2","5.009322560596644","94.82","53.435403","-113.447253","(53.435403, -113.447253)"
"Y4746-2018-05-02-17-02-21","2018-05-02T17:02:21.000","GQ:2","3.9465506525792415","281.62","53.429135","-113.573632","(53.429135, -113.573632)"
"Y4746-2018-05-02-15-35-23","2018-05-02T15:35:23.000","GQ:2","2.8899937849596027","296.32","53.434352","-113.523593","(53.434352, -113.523593)"
"Y4746-2018-05-02-15-37-02","2018-05-02T15:37:02.000","GQ:2","2.678682411435674","94.65","53.434358","-113.52042","(53.434358, -113.52042)"
"Y4746-2018-05-02-16-38-08","2018-05-02T16:38:08.000","GQ:1","3.82224984462399","255.94","53.43599","-113.506207","(53.43599, -113.506207)"
"Y4746-2018-05-02-16-25-50","2018-05-02T16:25:50.000","GQ:2","3.1572405220633937","141.29","53.438878","-113.463147","(53.438878, -113.463147)"
"Y4746-2018-05-02-17-11-31","2018-05-02T17:11:31.000","GQ:2","4.307022995649471","314.49","53.434897","-113.591147","(53.434897, -113.591147)"
"Y4746-2018-05-02-15-41-24","2018-05-02T15:41:24.000","GQ:2","2.473586078309509","89.94","53.43458","-113.511025","(53.43458, -113.511025)"
"Y4746-2018-05-02-16-02-44","2018-05-02T16:02:44.000","GQ:2","4.5742697327532635","94.09","53.43536","-113.446585","(53.43536, -113.446585)"
"Y4746-2018-05-02-16-38-13","2018-05-02T16:38:13.000","GQ:1","4.35052827843381","256.35","53.435953","-113.506458","(53.435953, -113.506458)"
"Y4746-2018-05-02-15-06-30","2018-05-02T15:06:30.000","GQ:2","2.697327532628962","335.37","53.43789","-113.611685","(53.43789, -113.611685)"
"Y4746-2018-05-02-16-05-46","2018-05-02T16:05:46.000","GQ:2","3.8036047234307024","72.74","53.435037","-113.443305","(53.435037, -113.443305)"
"Y4746-2018-05-02-16-57-02","2018-05-02T16:57:02.000","GQ:2","2.90863890615289","234.42","53.430117","-113.556578","(53.430117, -113.556578)"
"Y4746-2018-05-02-15-55-17","2018-05-02T15:55:17.000","GQ:2","3.008079552517091","21.65","53.435872","-113.46599","(53.435872, -113.46599)"
"Y4746-2018-05-02-15-31-39","2018-05-02T15:31:39.000","GQ:2","5.400870105655686","82.06","53.434402","-113.533312","(53.434402, -113.533312)"
"Y4746-2018-05-02-15-36-06","2018-05-02T15:36:06.000","GQ:2","3.3685518955873213","87.13","53.43446","-113.522818","(53.43446, -113.522818)"
"Y4746-2018-05-02-16-51-20","2018-05-02T16:51:20.000","GQ:1","3.6295835922933497","255.22","53.435015","-113.53458","(53.435015, -113.53458)"
"Y4746-2018-05-02-15-53-21","2018-05-02T15:53:21.000","GQ:1","1.6718458669981355","163.08","53.436873","-113.465782","(53.436873, -113.465782)"
