"received_date","animal_type","source","primary_breed","colour","age","gender","fsa"
"2012-01-05T00:00:00.000","Cat","Agency","Domestic Short Hair Mix","Black","2 Years (approx)","Unknown","T6C"
"2012-01-05T00:00:00.000","Cat","Agency","Domestic Short Hair Mix","Brown Tabby / White","2 Years","Male","T5B"
"2012-01-05T00:00:00.000","Dog","Agency","American Staffy Mix","Black / White","10 Years 5 Months 2 Weeks","Female","T5E"
"2012-01-05T00:00:00.000","Dog","Agency","Shih Tzu Mix","Black","13 Years 5 Months 2 Weeks","Female","T6J"
"2012-01-05T00:00:00.000","Dog","Agency","Australian Shepherd Mix","Tri Color / White","8 Years 5 Months (approx)","Female","T6G"
"2012-01-05T00:00:00.000","Dog","Agency","Siberian Husky Mix","Black / White","9 Years 5 Months 2 Weeks","Female","T5E"
"2012-01-05T00:00:00.000","Dog","Agency","Pomeranian / Terrier","Black / Grey","20 Years 5 Months 2 Weeks","Female","T6B"
"2012-01-05T00:00:00.000","Dog","Agency","Labrador Retriever","Black","11 Years 5 Months 2 Weeks","Male","T5X"
"2012-01-06T00:00:00.000","Cat","Public","Domestic Short Hair Mix","Grey / White",,"Unknown","T6H"
"2012-01-06T00:00:00.000","Cat","Public","Domestic Medium Hair Mix","Grey Tabby","10 Years 5 Months 2 Weeks","Female","T5X"
"2012-01-06T00:00:00.000","Cat","Public","Domestic Medium Hair Mix","Cream Ginger Tabby","Senior","Male","T5S"
"2012-01-06T00:00:00.000","Dog","Public","Siberian Husky","Awaiting AHT","7 Years 11 Months 1 Week (approx)","Female","T5A"
"2012-01-06T00:00:00.000","Dog","Public","Siberian Husky Mix","White / Black","11 Years 5 Months 2 Weeks","Male","1V6"
"2012-01-06T00:00:00.000","Kitten","Public","Domestic Medium Hair Mix","Ginger Tabby / White","8 Years 7 Months 1 Week","Female","1B7"
"2012-01-06T00:00:00.000","Cat","Agency","Siamese Mix","Seal Point / White","9 Years 2 Weeks (approx)","Male","T6J"
"2012-01-06T00:00:00.000","Cat","Agency","Domestic Short Hair Mix","Orange Tabby / White","2 Years 3 Weeks (approx)","Male","T6E"
"2012-01-06T00:00:00.000","Dog","Agency","Poodle Miniature / Terrier","Roan / White","10 Years 5 Months 2 Weeks (approx)","Male","T5W"
"2012-01-06T00:00:00.000","Dog","Agency","German Wirehaired Pointer Mix","Black / White","13 Years 5 Months 2 Weeks (approx)","Female","T5H"
"2012-01-06T00:00:00.000","Dog","Agency","German Wirehaired Pointer","Red Roan / White","13 Years 5 Months 2 Weeks","Female","T5H"
"2012-01-06T00:00:00.000","Dog","Agency","German Wirehaired Pointer","Liver / White",,"Female","T5X"
"2012-01-06T00:00:00.000","Mammal","Agency","Rabbit - Blacktail Jack Mix","White / Black",,"Unknown","T6E"
"2012-01-06T00:00:00.000","Puppy","Agency","Rottweiler Mix","Black / Tan","8 Years 10 Months 2 Weeks (approx)","Female","T5X"
"2012-01-06T00:00:00.000","Puppy","Agency","Great Dane / Labrador","Black / White","8 Years 9 Months 2 Weeks (approx)","Male","T6R"
"2012-01-07T00:00:00.000","Cat","Public","Domestic Short Hair Mix","Grey",,"Female","T5G"
"2012-01-07T00:00:00.000","Cat","Public","Domestic Longhair Mix","Grey Tabby / White","4 Years","Female","T6J"
"2012-01-07T00:00:00.000","Cat","Public","Domestic Short Hair Mix","Brown Tabby / White","11 Years 5 Months 2 Weeks","Female","T5X"
"2012-01-07T00:00:00.000","Cat","Public","Domestic Short Hair Mix","White","9 Years 2 Weeks","Male","T5H"
"2012-01-07T00:00:00.000","Dog","Public","Pekingese Mix","Brown / Black","9 Years 5 Months 2 Weeks (approx)","Female","T5A"
"2012-01-07T00:00:00.000","Kitten","Public","Domestic Short Hair Mix","Grey / White","8 Years 8 Months 2 Weeks","Female","T5G"
"2012-01-07T00:00:00.000","Kitten","Public","Domestic Short Hair Mix","Grey / White","8 Years 8 Months 2 Weeks","Female","T5G"
"2012-01-07T00:00:00.000","Dog","Agency","Chihuahua Mix","Red / White","11 Years 5 Months 2 Weeks (approx)","Male","T5A"
"2012-01-07T00:00:00.000","Dog","Agency","Cocker Spaniel / Poodle Miniature","Tan","17 Years 5 Months 2 Weeks (approx)","Female","T6H"
"2012-01-07T00:00:00.000","Dog","Agency","Border Collie Mix","Black / White","13 Years 5 Months 2 Weeks","Male","T6C"
"2012-01-07T00:00:00.000","Dog","Agency","Shih Tzu Mix","Black / White","18 Years 5 Months 2 Weeks","Female","T6G"
"2012-01-07T00:00:00.000","Dog","Agency","Schnauzer, Miniature Mix","Grey / White","16 Years 5 Months 2 Weeks (approx)","Male","T5T"
"2012-01-07T00:00:00.000","Dog","Agency","German Shepherd Mix","Tan / Black","19 Years 5 Months 2 Weeks","Male","T5R"
"2012-01-07T00:00:00.000","Dog","Agency","Bull Terrier Mix","White / Black","9 Years 5 Months 2 Weeks","Male","T5A"
"2012-01-08T00:00:00.000","Bird (wildlife)","Agency","Pigeon Mix","Grey / White","1 Year (approx)","Unknown","T5W"
"2012-01-08T00:00:00.000","Cat","Agency","Domestic Short Hair Mix","Orange Tabby","1 Year (approx)","Male","T5L"
"2012-01-08T00:00:00.000","Cat","Agency","Domestic Short Hair Mix","Grey / White","13 Years 5 Months 2 Weeks (approx)","Male","T6L"
"2012-01-08T00:00:00.000","Cat","Agency","Domestic Short Hair Mix","Muted Tortoiseshell / White","6 Years","Female","T6L"
"2012-01-08T00:00:00.000","Cat","Agency","Domestic Short Hair Mix","Orange Tabby / White","9 Years 5 Months 2 Weeks (approx)","Female","T6K"
"2012-01-08T00:00:00.000","Dog","Agency","Terrier / Shih Tzu","Grey / White","9 Years 5 Months 2 Weeks (approx)","Male","T6K"
"2012-01-08T00:00:00.000","Dog","Agency","Sharpei / Labrador Retriever","Tan / White","9 Years 5 Months 2 Weeks (approx)","Male","T5P"
"2012-01-08T00:00:00.000","Dog","Agency","Shepherd Mix","Black / Tan","10 Years 5 Months 2 Weeks (approx)","Female","T5W"
"2012-01-08T00:00:00.000","Dog","Agency","Shepherd / Border Collie","Black / White","8 Years 9 Months 1 Week (approx)","Male","T5H"
"2012-01-08T00:00:00.000","Dog","Agency","Rottweiler Mix","Black / Tan","15 Years 5 Months 2 Weeks (approx)","Male","T6G"
"2012-01-08T00:00:00.000","Dog","Agency","Shih Tzu Mix","White / Tan","10 Years 5 Months 1 Week (approx)","Male","T5P"
"2012-01-08T00:00:00.000","Dog","Agency","Shih Tzu Mix","Tan / Black","10 Years 5 Months 2 Weeks (approx)","Male","T5P"
"2012-01-08T00:00:00.000","Dog","Agency","Small Terrier Cross Mix","Red / White","10 Years 5 Months 2 Weeks","Male","T5P"
"2012-01-08T00:00:00.000","Dog","Agency","Yorkshire Terrier / Silky Terrier","Silver Fawn / Black","12 Years 5 Months 2 Weeks (approx)","Male","T5L"
"2012-01-08T00:00:00.000","Dog","Agency","Maltese / Shih Tzu","Wheaten / Grey","13 Years 5 Months 2 Weeks (approx)","Female","T5L"
"2012-01-08T00:00:00.000","Kitten","Agency","Domestic Medium Hair Mix","Orange Tabby / White","8 Years 7 Months 2 Weeks (approx)","Male","T5T"
"2012-01-09T00:00:00.000","Dog","Public","Bichon Frise / Poodle Toy","White / White",,"Female","5Z5"
"2012-01-09T00:00:00.000","Dog","Public","Pomeranian Mix","Black / White",,"Male","5Z5"
"2012-01-09T00:00:00.000","Dog","Public","Australian Cattledog","Red Merle / Brown",,"Male","3T3"
"2012-01-09T00:00:00.000","Dog","Public","Border Collie / Labrador Retriever","Black / White",,"Female","3T3"
"2012-01-09T00:00:00.000","Dog","Agency","Beagle Mix","Black / White","10 Years 5 Months 2 Weeks (approx)","Male","T5H"
"2012-01-09T00:00:00.000","Dog","Agency","Beagle Mix","Brindle / White","10 Years 5 Months 2 Weeks","Female","T5H"
"2012-01-09T00:00:00.000","Dog","Agency","Collie Rough / Shepherd","Red / White","10 Years 11 Months 3 Weeks","Male","T6H"
"2012-01-09T00:00:00.000","Dog","Agency","Border Collie / Siberian Husky","Black / White","18 Years 7 Months 1 Week","Male","T5H"
"2012-01-09T00:00:00.000","Puppy","Agency","German Shepherd Mix","Black / Tan","8 Years 7 Months 4 Weeks (approx)","Female","T5T"
"2012-01-10T00:00:00.000","Cat","Public","Domestic Short Hair Mix","Brown Tabby / White",,"Female","1R6"
"2012-01-10T00:00:00.000","Cat","Public","Domestic Longhair Mix","Grey",,"Male","5H5"
"2012-01-10T00:00:00.000","Cat","Public","Siamese Mix","Flame Point / White","9 Years 5 Months 1 Week (approx)","Male","T5T"
"2012-01-10T00:00:00.000","Cat","Public","Domestic Short Hair Mix","Torbie / White","11 Years 5 Months 2 Weeks","Unknown","T5W"
"2012-01-10T00:00:00.000","Cat","Public","Domestic Short Hair Mix","White","Senior","Female","T5C"
"2012-01-10T00:00:00.000","Dog","Public","German Wirehaired Pointer","Liver / White",,"Female","T5X"
"2012-01-10T00:00:00.000","Dog","Public","Collie Rough","Sable / White","14 Years 5 Months 2 Weeks","Male","T5X"
"2012-01-10T00:00:00.000","Kitten","Public","Domestic Medium Hair Mix","Brown Tabby / White","9 Years 2 Weeks","Unknown","1N8"
"2012-01-10T00:00:00.000","Kitten","Public","Domestic Short Hair Mix","Orange Tabby / White","8 Years 6 Months","Male","T5W"
"2012-01-10T00:00:00.000","Kitten","Public","Domestic Short Hair Mix","Calico / White","8 Years 6 Months","Female","T5W"
"2012-01-10T00:00:00.000","Kitten","Public","Domestic Short Hair Mix","Black / White","8 Years 6 Months","Male","T5W"
"2012-01-10T00:00:00.000","Kitten","Public","Domestic Short Hair Mix","Orange Tabby / White",,"Male","T5W"
"2012-01-10T00:00:00.000","Kitten","Public","Domestic Short Hair Mix","Orange Tabby / White",,"Male","T5W"
"2012-01-10T00:00:00.000","Kitten","Public","Domestic Short Hair Mix","Brown Tabby / White",,"Male","T5W"
"2012-01-10T00:00:00.000","Rabbit","Public","English Spot Mix","Black / White","Adult","Unknown","T5C"
"2012-01-10T00:00:00.000","Cat","Agency","Domestic Short Hair Mix","Orange Tabby / White",,"Male","T5W"
"2012-01-10T00:00:00.000","Dog","Agency","Border Collie Mix","Black / White","13 Years 5 Months 2 Weeks","Male","T6C"
"2012-01-10T00:00:00.000","Dog","Agency","Labrador Retriever / Border Collie","Black / White",,"Female","T6G"
"2012-01-10T00:00:00.000","Dog","Agency","Labrador Retriever Mix","Black","15 Years 5 Months 2 Weeks","Female","T5C"
"2012-01-10T00:00:00.000","Dog","Agency","Bichon Frise Mix","White","14 Years 5 Months 2 Weeks","Male","T5T"
"2012-01-10T00:00:00.000","Dog","Agency","Shih Tzu Mix","Grey / White","14 Years 5 Months 2 Weeks","Male","T5T"
"2012-01-10T00:00:00.000","Dog","Agency","German Shepherd Mix","Tan / White","15 Years 5 Months 2 Weeks","Male","T5C"
"2012-01-10T00:00:00.000","Dog","Agency","Sharpei Mix","Brown / Black",,"Male","T5E"
"2012-01-10T00:00:00.000","Dog","Agency","Poodle Miniature Mix","Blonde",,"Female","T5B"
"2012-01-10T00:00:00.000","Dog","Agency","American Staffy Mix","Brindle",,"Male","T5C"
"2012-01-10T00:00:00.000","Dog","Agency","English Springer Spaniel","White / Liver",,"Male","T6H"
"2012-01-10T00:00:00.000","Dog","Agency","Wheaten Terrier Mix","Blonde / Black",,"Male","T5G"
"2012-01-10T00:00:00.000","Dog","Agency","Labrador Retriever / Border Collie","Black / White",,"Female","T6L"
"2012-01-10T00:00:00.000","Dog","Agency","Poodle Toy Mix","Black / White",,"Male","T6G"
"2012-01-10T00:00:00.000","Dog","Agency","English Springer Spaniel","White / Liver",,"Female","T6G"
"2012-01-10T00:00:00.000","Dog","Agency","Chihuahua Mix","Brown / Black",,"Male","T6L"
"2012-01-10T00:00:00.000","Puppy","Agency","Labrador Retriever / German Shepherd","Brown / White",,"Male","T6A"
"2012-01-11T00:00:00.000","Cat","Public","Domestic Longhair Mix","Muted Tortoiseshell / White","9 Years 5 Months 1 Week","Female","3N8"
"2012-01-11T00:00:00.000","Cat","Public","Siamese Mix","Chocolate Point / Tabby",,"Female","T5E"
"2012-01-11T00:00:00.000","Kitten","Public","Domestic Short Hair Mix","Grey","8 Years 9 Months 1 Week (approx)","Male","2P5"
"2012-01-11T00:00:00.000","Kitten","Public","Domestic Short Hair / Siamese","Flame Point","8 Years 10 Months 1 Week","Male","T5E"
"2012-01-11T00:00:00.000","Kitten","Public","Domestic Short Hair Mix","Black",,"Male","T5B"
"2012-01-11T00:00:00.000","Cat","Agency","Domestic Short Hair / Siamese","White / Orange Tabby",,"Male","T6R"
"2012-01-11T00:00:00.000","Cat","Agency","Domestic Short Hair Mix","Muted Tortoiseshell",,"Female","T5V"
"2012-01-11T00:00:00.000","Cat","Agency","Domestic Short Hair Mix","Brown Tabby / White",,"Female","T5V"
"2012-01-11T00:00:00.000","Dog","Agency","Shih Tzu Mix","Black / White",,"Male","T6K"
"2012-01-11T00:00:00.000","Dog","Agency","Yorkshire Terrier Mix","Grey / Tan",,"Male","T6K"
"2012-01-11T00:00:00.000","Dog","Agency","Weimaraner","Silver",,"Female","T6L"
"2012-01-11T00:00:00.000","Dog","Agency","German Shepherd / Siberian Husky","Blonde / White","11 Years 5 Months 1 Week (approx)","Female","T6K"
"2012-01-11T00:00:00.000","Kitten","Agency","Domestic Short Hair Mix","Orange Tabby","8 Years 7 Months 2 Weeks (approx)","Male","T5V"
"2012-01-11T00:00:00.000","Kitten","Agency","Siamese Mix","Seal Point","8 Years 9 Months 1 Week","Male","T5Z"
"2012-01-11T00:00:00.000","Kitten","Agency","Siamese Mix","Blue Point / White","8 Years 8 Months 1 Week","Male","T5Z"
"2012-01-12T00:00:00.000","Pig","Public","Vietnamese Potbelly","Brown / Black","Juvenile","Male","3B6"
"2012-01-12T00:00:00.000","Cat","Agency","Domestic Short Hair Mix","Torbie / White",,"Female","T5V"
"2012-01-12T00:00:00.000","Dog","Agency","Boxer Mix","Brindle / White","9 Years 5 Months 1 Week (approx)","Female","T6J"
"2012-01-12T00:00:00.000","Dog","Agency","Pug Mix","Fawn",,"Male","T6G"
"2012-01-12T00:00:00.000","Dog","Agency","Siberian Husky / Labrador Retriever","Yellow / White","17 Years 5 Months 1 Week (approx)","Male","T6C"
"2012-01-12T00:00:00.000","Dog","Agency","Collie Rough / German Shepherd","Tan / Black","17 Years 5 Months 1 Week (approx)","Male","T6C"
"2012-01-12T00:00:00.000","Dog","Agency","German Shepherd Mix","Black / Tan",,"Female","T5V"
"2012-01-12T00:00:00.000","Dog","Agency","Shih Tzu Mix","White / Tan",,"Male","T5R"
"2012-01-12T00:00:00.000","Dog","Agency","Terrier Mix","Black / White","10 Years 5 Months 1 Week (approx)","Female","T6K"
"2012-01-12T00:00:00.000","Puppy","Agency","Siberian Husky Mix","Brown / White","8 Years 9 Months 1 Week (approx)","Female","T6L"
"2012-01-12T00:00:00.000","Rabbit","Agency","Bunny Rabbit Mix","Brown / White","10 Years 5 Months 1 Week (approx)","Male","T5H"
"2012-01-13T00:00:00.000","Cat","Public","Domestic Longhair Mix",,"11 Years 5 Months 1 Week (approx)","Female","T5M"
"2012-01-13T00:00:00.000","Cat","Public","Domestic Short Hair Mix","Orange Tabby / White","11 Years 5 Months 1 Week (approx)","Male","T8N"
"2012-01-13T00:00:00.000","Cat","Public","Domestic Longhair Mix","Brown Tabby / White","16 Years 5 Months 1 Week (approx)","Female","T5B"
"2012-01-13T00:00:00.000","Cat","Public","Domestic Short Hair Mix","Brown Tabby / White","1 Year","Female","3C7"
"2012-01-13T00:00:00.000","Cat","Public","Domestic Short Hair Mix","Black / White",,"Male","3C7"
"2012-01-13T00:00:00.000","Cat","Public","Domestic Short Hair Mix","Brown Tabby / White","17 Years 5 Months 1 Week (approx)","Female","T5R"
"2012-01-13T00:00:00.000","Cat","Public","Domestic Medium Hair Mix","Black / White","2 Years (approx)","Male","2M3"
"2012-01-13T00:00:00.000","Cat","Public","Domestic Short Hair Mix","Black","10 Years 5 Months 1 Week","Female","T5T"
"2012-01-13T00:00:00.000","Cat","Public","Domestic Medium Hair Mix","Orange Tabby / White","Adult","Unknown","6L9"
"2012-01-13T00:00:00.000","Cat","Public","Domestic Short Hair Mix","Torbie","10 Years 5 Months 1 Week (approx)","Female","2X2"
"2012-01-13T00:00:00.000","Dog","Public","Norwich Terrier / Australian Cattledog","Red Roan / White","10 Years 5 Months 1 Week (approx)","Female","T5W"
"2012-01-13T00:00:00.000","Puppy","Public","Norwich Terrier / Australian Cattledog","Brown / White","8 Years 5 Months","Female","T5W"
"2012-01-13T00:00:00.000","Dog","Agency","Mastiff Mix","Black Brindle / White","9 Years 2 Months 1 Week","Male","T5L"
"2012-01-13T00:00:00.000","Dog","Agency","Chow Chow / Siberian Husky","Red / White","9 Years 5 Months 1 Week (approx)","Male","T6E"
"2012-01-13T00:00:00.000","Dog","Agency","Basenji Mix","White / Black","10 Years 1 Month 1 Week (approx)","Male","T5J"
"2012-01-13T00:00:00.000","Dog","Agency","German Shepherd / Siberian Husky","Black / Tan","9 Years 3 Months 1 Week (approx)","Male","T6K"
"2012-01-13T00:00:00.000","Dog","Agency","Alaskan Malamute Mix","Tan / Black","16 Years 5 Months 1 Week (approx)","Male","T6C"
"2012-01-13T00:00:00.000","Dog","Agency","American Eskimo Mix","White",,"Male","t5w"
"2012-01-14T00:00:00.000","Bird (wildlife)","Public","Pigeon Mix","Grey / Green",,"Unknown","T8N"
"2012-01-14T00:00:00.000","Cat","Public","Domestic Medium Hair Mix","Black / White","4 Years (approx)","Unknown","2M6"
"2012-01-14T00:00:00.000","Dog","Public","Terrier Mix","Grey / White","15 Years 5 Months 1 Week","Female","T6L"
"2012-01-14T00:00:00.000","Dog","Public","Jack Russell Terrier Mix","White / Black","4 Years 1 Week","Male","T5B"
"2012-01-14T00:00:00.000","Kitten","Public","Domestic Short Hair Mix","Black","8 Years 9 Months 1 Week","Male","T5E"
"2012-01-14T00:00:00.000","Dog","Agency","Rottweiler / Shepherd","Black / Tan","18 Years 5 Months 1 Week (approx)","Female","T5M"
"2012-01-14T00:00:00.000","Dog","Agency","Mini Pinscher Mix","Black / Tan","12 Years 5 Months 1 Week","Male","T5Y"
"2012-01-14T00:00:00.000","Dog","Agency","Rottweiler Mix","Black / Brown","12 Years 11 Months 1 Week (approx)","Male","T5H"
"2012-01-14T00:00:00.000","Dog","Agency","Labrador Retriever","Chocolate","10 Years 5 Months 1 Week","Female","T6E"
"2012-01-15T00:00:00.000","Cat","Agency","Domestic Longhair Mix","Black / White","10 Years 5 Months 1 Week","Male","T5E"
"2012-01-15T00:00:00.000","Cat","Agency","Domestic Short Hair Mix","Torbie / White","9 Years 5 Months 1 Week (approx)","Female","T6N"
"2012-01-15T00:00:00.000","Cat","Agency","Domestic Short Hair Mix","Black","5 Years (approx)","Male","T6A"
"2012-01-15T00:00:00.000","Cat","Agency","Domestic Medium Hair Mix","Brown Tabby / White","12 Years 5 Months 1 Week (approx)","Male","T5H"
"2012-01-15T00:00:00.000","Dog","Agency","Bullmastiff Mix","Tan / White","13 Years 5 Months 1 Week","Female","T5C"
"2012-01-15T00:00:00.000","Dog","Agency","American Bulldog Mix","White / Black Brindle",,"Male","T5P"
"2012-01-15T00:00:00.000","Dog","Agency","American Bulldog Mix","White / Black Brindle",,"Male","T5P"
"2012-01-15T00:00:00.000","Dog","Agency","American Eskimo","White","18 Years 5 Months 1 Week (approx)","Male","T5L"
"2012-01-15T00:00:00.000","Dog","Agency","Border Collie / Siberian Husky","Black / White","12 Years 5 Months 1 Week (approx)","Male","T5E"
"2012-01-15T00:00:00.000","Kitten","Agency","Domestic Short Hair Mix","Black / White","8 Years 9 Months 1 Week","Male","T5E"
"2012-01-15T00:00:00.000","Kitten","Agency","Domestic Medium Hair Mix","Brown Tabby","8 Years 9 Months 1 Week","Male","T5E"
"2012-01-15T00:00:00.000","Kitten","Agency","Domestic Medium Hair Mix","Black / White","8 Years 8 Months 1 Week (approx)","Male","T6J"
"2012-01-16T00:00:00.000","Cat","Public","Domestic Short Hair Mix","Grey / White","10 Years 5 Months 1 Week","Male","T5B"
"2012-01-16T00:00:00.000","Cat","Public","Snowshoe / Manx","Seal Point","11 Years 5 Months 1 Week","Female","3Z7"
"2012-01-16T00:00:00.000","Cat","Public","Domestic Short Hair Mix","Brown Tabby / White",,"Female","T6H"
"2012-01-16T00:00:00.000","Cat","Public","Domestic Short Hair Mix","Brown Tabby","1 Year 1 Week","Female","T5C"
"2012-01-16T00:00:00.000","Cat","Public","Domestic Short Hair Mix","Orange Tabby / White","9 Years 5 Months 1 Week","Male","T6A"
"2012-01-16T00:00:00.000","Dog","Public","Shih Tzu Mix","White / Grey","9 Years 5 Months 1 Week (approx)","Male","T5E"
"2012-01-16T00:00:00.000","Dog","Public","Poodle Toy Mix","Black",,"Male","T6E"
"2012-01-16T00:00:00.000","Kitten","Public","Domestic Short Hair Mix","Orange Tabby / White","8 Years 7 Months 3 Weeks (approx)","Female","T5Y"
"2012-01-16T00:00:00.000","Kitten","Public","Domestic Short Hair Mix","Black","8 Years 7 Months 1 Week (approx)","Male","T5Y"
"2012-01-16T00:00:00.000","Kitten","Public","Domestic Short Hair / Manx","Black","8 Years 6 Months 2 Weeks","Female","3Z7"
"2012-01-16T00:00:00.000","Kitten","Public","Domestic Short Hair / Manx","Black / White","8 Years 6 Months 2 Weeks","Male","3Z7"
"2012-01-16T00:00:00.000","Kitten","Public","Domestic Short Hair / Manx","Black / White","8 Years 6 Months 2 Weeks","Male","3Z7"
"2012-01-16T00:00:00.000","Kitten","Public","Domestic Short Hair / Manx","Black","8 Years 7 Months 1 Week","Female","3Z7"
"2012-01-16T00:00:00.000","Kitten","Public","Domestic Short Hair Mix","Grey / White","8 Years 9 Months 1 Week","Male","T5E"
"2012-01-16T00:00:00.000","Kitten","Public","Domestic Short Hair Mix","White / Black","8 Years 10 Months 1 Week","Male","T5E"
"2012-01-16T00:00:00.000","Kitten","Public","Domestic Short Hair Mix","Grey / White",,"Unknown","T5E"
"2012-01-16T00:00:00.000","Cat","Agency","Domestic Medium Hair Mix","Black / White","4 Years 1 Week (approx)","Male","T6E"
"2012-01-16T00:00:00.000","Cat","Agency","Domestic Medium Hair Mix","Calico / White","9 Years 5 Months 1 Week","Female","T5B"
"2012-01-16T00:00:00.000","Dog","Agency","Yorkshire Terrier Mix","Tan / Grey","13 Years 5 Months 1 Week (approx)","Male","T5G"
"2012-01-16T00:00:00.000","Dog","Agency","Shepherd Mix","Black / Tan","11 Years 5 Months 1 Week","Female","T5T"
"2012-01-16T00:00:00.000","Dog","Agency","German Shepherd","Tan / Black","11 Years 5 Months 1 Week (approx)","Male","T6C"
"2012-01-16T00:00:00.000","Dog","Agency","Rottweiler Mix","Black / Tan","9 Years 5 Months 1 Week (approx)","Male","T6W"
"2012-01-16T00:00:00.000","Dog","Agency","Rottweiler Mix","Black / Tan","10 Years 5 Months 1 Week (approx)","Female","T6W"
"2012-01-16T00:00:00.000","Dog","Agency","Dachshund, Short-haired","Red / Black","14 Years 5 Months 1 Week (approx)","Male","T6J"
"2012-01-16T00:00:00.000","Kitten","Agency","Domestic Short Hair Mix","Black","8 Years 10 Months 1 Week","Male","T5P"
"2012-01-16T00:00:00.000","Kitten","Agency","Domestic Medium Hair Mix","Grey Tabby","8 Years 10 Months 1 Week","Male","T5P"
