"election_date","city_wide_eligible_voters","reported_at","race_id","contest","ward_name","acclaimed","reporting","yet_to_report","out_of","votes_cast","votes_outstanding","race","candidate_name","votes_received","percent"
"2017-10-16T00:00:00.000","618564","Monday, October 16, 2017 11:13 pm","314","Catholic School Board Trustee","Ward 71","No","39","0","39","5877",,"314","HARRIS, Terry","3742","63.67"
"2017-10-16T00:00:00.000","618564","Monday, October 16, 2017 11:13 pm","314","Catholic School Board Trustee","Ward 71","No","39","0","39","5877",,"314","SUCHY, Mara Jan","1705","29.01"
