"name","field_number","length","width","latitude","longitude","location"
"Blue Quill",,"180",,"53.460922730860986","-113.52418439866908","
,  
(53.460922730860986, -113.52418439866908)"
"Blue Quill",,"220",,"53.460320511132764","-113.52455547673311","
,  
(53.460320511132764, -113.52455547673311)"
"Blue Quill",,"140",,"53.45956433435615","-113.52200163494405","
,  
(53.45956433435615, -113.52200163494405)"
"Blue Quill II",,"135",,"53.457421460118645","-113.53718701127796","
,  
(53.457421460118645, -113.53718701127796)"
"Blue Quill II",,"135",,"53.457836514617135","-113.53758802613665","
,  
(53.457836514617135, -113.53758802613665)"
"Borden Park",,"290",,"53.56339525047865","-113.45166953362421","
,  
(53.56339525047865, -113.45166953362421)"
"Borden Park",,"260",,"53.56261822879515","-113.4522927843707","
,  
(53.56261822879515, -113.4522927843707)"
"Braemar",,"275",,"53.53114057977887","-113.426057108282","
,  
(53.53114057977887, -113.426057108282)"
"Braemar",,"300",,"53.5306204860811","-113.42840678136503","
,  
(53.5306204860811, -113.42840678136503)"
"Brightview",,"165",,"53.548562205576985","-113.58930404387047","
,  
(53.548562205576985, -113.58930404387047)"
"Brintnell",,"200",,"53.62088389589585","-113.4056696565168","
,  
(53.62088389589585, -113.4056696565168)"
"Brookside",,"175",,"53.49247467481025","-113.57056465479381","
,  
(53.49247467481025, -113.57056465479381)"
"Brookside",,"175",,"53.4925294142546","-113.56992006590666","
,  
(53.4925294142546, -113.56992006590666)"
"Caernarvon",,"250",,"53.609125095695056","-113.52859439451117","
,  
(53.609125095695056, -113.52859439451117)"
"Calder",,"170",,"53.589342654827604","-113.52582683429986","
,  
(53.589342654827604, -113.52582683429986)"
"Calder",,"125",,"53.588468660537636","-113.52606562393987","
,  
(53.588468660537636, -113.52606562393987)"
"Callingwood Park",,"250",,"53.508085764924324","-113.62144697350428","
,  
(53.508085764924324, -113.62144697350428)"
"Callingwood Park",,"225",,"53.5083716535903","-113.62542109270748","
,  
(53.5083716535903, -113.62542109270748)"
"Callingwood Park",,"225",,"53.508004513761875","-113.62590613914657","
,  
(53.508004513761875, -113.62590613914657)"
"Callingwood Park",,"350",,"53.50672067333303","-113.62528703570592","
,  
(53.50672067333303, -113.62528703570592)"
"Callingwood Park",,"250",,"53.504586705336244","-113.62267049566341","
,  
(53.504586705336244, -113.62267049566341)"
"Callingwood Park",,"260",,"53.50757421895663","-113.626167207988","
,  
(53.50757421895663, -113.626167207988)"
"Cameron Heights",,"150",,"53.475363491216356","-113.63608153240408","
,  
(53.475363491216356, -113.63608153240408)"
"Capilano",,"130",,"53.55424879522566","-113.42350433820678","
,  
(53.55424879522566, -113.42350433820678)"
"Capilano",,"110",,"53.55562672359265","-113.42489845947196","
,  
(53.55562672359265, -113.42489845947196)"
"Capilano",,"170",,"53.5558177384991","-113.42391379673484","
,  
(53.5558177384991, -113.42391379673484)"
"Capilano Park",,"190",,"53.55994257831211","-113.42222979474771","
,  
(53.55994257831211, -113.42222979474771)"
"Carlisle Park",,"275",,"53.60618433639339","-113.52730204294683","
,  
(53.60618433639339, -113.52730204294683)"
"Carlisle Park",,"150",,"53.60501102309331","-113.52747149663632","
,  
(53.60501102309331, -113.52747149663632)"
"Casselman",,"150",,"53.61092977093756","-113.41939153447294","
,  
(53.61092977093756, -113.41939153447294)"
"Casselman",,"180",,"53.61137367447352","-113.41949688771246","
,  
(53.61137367447352, -113.41949688771246)"
"Castle Downs",,"200",,"53.61720888163186","-113.52395477838802","
,  
(53.61720888163186, -113.52395477838802)"
"Castle Downs",,"185",,"53.618742819765295","-113.52161921006073","
,  
(53.618742819765295, -113.52161921006073)"
"Castle Downs",,"200",,"53.61907114274762","-113.52312035810532","
,  
(53.61907114274762, -113.52312035810532)"
"Castle Downs",,"295",,"53.61900619539504","-113.52526283425689","
,  
(53.61900619539504, -113.52526283425689)"
"Centennial",,"120",,"53.49419103651747","-113.62430661016965","
,  
(53.49419103651747, -113.62430661016965)"
"Clareview Park",,"275",,"53.60435855522765","-113.40467529763916","
,  
(53.60435855522765, -113.40467529763916)"
"Clareview Park",,"275",,"53.603635380449276","-113.40653552175691","
,  
(53.603635380449276, -113.40653552175691)"
"Clareview Park",,"275",,"53.604149074823646","-113.40502752541967","
,  
(53.604149074823646, -113.40502752541967)"
"Confederation",,"175",,"53.48229907823139","-113.52010154089791","
,  
(53.48229907823139, -113.52010154089791)"
"Confederation",,"185",,"53.48197992083406","-113.5189347260779","
,  
(53.48197992083406, -113.5189347260779)"
"Confederation",,"225",,"53.4811699831853","-113.51860236057672","
,  
(53.4811699831853, -113.51860236057672)"
"Coronation",,"100",,"53.55534127085077","-113.55854231194803","
,  
(53.55534127085077, -113.55854231194803)"
"Coronation Park",,"200",,"53.56480954938556","-113.56492943796464","
,  
(53.56480954938556, -113.56492943796464)"
"Coronation Park",,"170",,"53.56363113240302","-113.56015952246513","
,  
(53.56363113240302, -113.56015952246513)"
"Coronation Park",,"165",,"53.56131050954133","-113.56062089687671","
,  
(53.56131050954133, -113.56062089687671)"
"Coronation Park",,"205",,"53.56335736343617","-113.56014922651356","
,  
(53.56335736343617, -113.56014922651356)"
"Crawford Plains",,"150",,"53.441807500034386","-113.40643090825544","
,  
(53.441807500034386, -113.40643090825544)"
"Cumberland",,"275",,"53.61058689694221","-113.54575424330953","
,  
(53.61058689694221, -113.54575424330953)"
"Daly Grove",,"80",,"53.44832565450986","-113.40186443369352","
,  
(53.44832565450986, -113.40186443369352)"
"Daly Grove",,"120",,"53.44853081887522","-113.40258311807084","
,  
(53.44853081887522, -113.40258311807084)"
"Dan Knott",,"250",,"53.445562620686836","-113.45640305283447","
,  
(53.445562620686836, -113.45640305283447)"
"Diamond Park",,"285",,"53.53661070048563","-113.49340840527533","
,  
(53.53661070048563, -113.49340840527533)"
"Dickinsfield",,"280",,"53.60468472894838","-113.47866293555391","
,  
(53.60468472894838, -113.47866293555391)"
"Dickinsfield",,"275",,"53.60420188336964","-113.48013341171192","
,  
(53.60420188336964, -113.48013341171192)"
"Donald R. Getty",,"275",,"53.404337262752854","-113.58469306738007","
,  
(53.404337262752854, -113.58469306738007)"
"Donnan Park",,"210",,"53.51546404951494","-113.47166065908293","
,  
(53.51546404951494, -113.47166065908293)"
"Donnan Park",,"210",,"53.51594306267357","-113.4704020764764","
,  
(53.51594306267357, -113.4704020764764)"
"Dovercourt",,"170",,"53.57568175139027","-113.56092152743649","
,  
(53.57568175139027, -113.56092152743649)"
"Dovercourt",,"175",,"53.57502073200201","-113.56143960223008","
,  
(53.57502073200201, -113.56143960223008)"
"Dovercourt",,"215",,"53.57568748819621","-113.5626835882671","
,  
(53.57568748819621, -113.5626835882671)"
"Dovercourt",,"225",,"53.57601166220191","-113.5609918564032","
,  
(53.57601166220191, -113.5609918564032)"
"Dr Margaret Ann Armour",,"280",,"53.42523932231609","-113.60295769019295","
,  
(53.42523932231609, -113.60295769019295)"
"DS McKenzie",,"185",,"53.4770070267131","-113.50725636949689","
,  
(53.4770070267131, -113.50725636949689)"
"Duggan",,"250",,"53.472045448396585","-113.50758924322363","
,  
(53.472045448396585, -113.50758924322363)"
"Duggan",,"245",,"53.47192461830189","-113.50920613002113","
,  
(53.47192461830189, -113.50920613002113)"
"Dunluce",,"275",,"53.622729138188426","-113.5251750773674","
,  
(53.622729138188426, -113.5251750773674)"
"Dunluce",,"225",,"53.62179668904326","-113.52613005042473","
,  
(53.62179668904326, -113.52613005042473)"
"Dunluce",,"275",,"53.62184305820323","-113.52496259314273","
,  
(53.62184305820323, -113.52496259314273)"
"Earl Buxton",,"225",,"53.47360799333709","-113.58501442658918","
,  
(53.47360799333709, -113.58501442658918)"
"Eastglen",,"200",,"53.56910256591847","-113.4471463186909","
,  
(53.56910256591847, -113.4471463186909)"
"Eastwood",,"110",,"53.57418577194366","-113.46443186051285","
,  
(53.57418577194366, -113.46443186051285)"
"Eastwood",,"120",,"53.57510087401636","-113.464563507509","
,  
(53.57510087401636, -113.464563507509)"
"Eaux Claires",,"250",,"53.62201784312624","-113.48424448448847","
,  
(53.62201784312624, -113.48424448448847)"
"École Michaëlle-Jean",,"100",,"53.53883475516769","-113.45550398950984","
,  
(53.53883475516769, -113.45550398950984)"
"École Michaëlle-Jean",,"225",,"53.539497946686446","-113.45614771245579","
,  
(53.539497946686446, -113.45614771245579)"
"Elizabeth Finch",,"275",,"53.62117944440067","-113.55840035470936","
,  
(53.62117944440067, -113.55840035470936)"
"Ellerslie",,"325",,"53.427263389389694","-113.44037928530409","
,  
(53.427263389389694, -113.44037928530409)"
"Ellerslie Park",,"275",,"53.43044407533355","-113.45796752851882","
,  
(53.43044407533355, -113.45796752851882)"
"Elmwood Community",,"115",,"53.58176227544505","-113.45561301553562","
,  
(53.58176227544505, -113.45561301553562)"
"Elsinore",,"275",,"53.642273904845815","-113.50296782404196","
,  
(53.642273904845815, -113.50296782404196)"
"Elsinore",,"275",,"53.6424375835873","-113.50761716885938","
,  
(53.6424375835873, -113.50761716885938)"
"Ermineskin",,"225",,"53.458540442813096","-113.50425945341388","
,  
(53.458540442813096, -113.50425945341388)"
"Ermineskin",,"230",,"53.457398240569624","-113.50421427301511","
,  
(53.457398240569624, -113.50421427301511)"
"Ermineskin",,"325",,"53.45887551429513","-113.50674108523137","
,  
(53.45887551429513, -113.50674108523137)"
"Ermineskin",,"240",,"53.45820110987005","-113.50479204203603","
,  
(53.45820110987005, -113.50479204203603)"
"Evansdale",,"160","120","53.60978326532557","-113.48263887410687","
,  
(53.60978326532557, -113.48263887410687)"
"Evansdale",,"170",,"53.6097618494031","-113.48419052151978","
,  
(53.6097618494031, -113.48419052151978)"
"Father Lacombe",,"150",,"53.59012054786929","-113.50529706432938","
,  
(53.59012054786929, -113.50529706432938)"
"Father Leo Green",,"185",,"53.608468508213946","-113.4562782012668","
,  
(53.608468508213946, -113.4562782012668)"
"Floden Pk",,"205",,"53.563850704446985","-113.40441329049268","
,  
(53.563850704446985, -113.40441329049268)"
"Floden Pk",,"225",,"53.56257290975621","-113.40503312106283","
,  
(53.56257290975621, -113.40503312106283)"
"Forest Heights",,"225",,"53.543728297526066","-113.45289769631854","
,  
(53.543728297526066, -113.45289769631854)"
"Forest Heights Park",,"195",,"53.54204259960661","-113.45886822339125","
,  
(53.54204259960661, -113.45886822339125)"
"Forest Heights Park",,"195",,"53.5426852709535","-113.45860862894457","
,  
(53.5426852709535, -113.45860862894457)"
"Fraser",,"135",,"53.61098885972401","-113.37550465287576","
,  
(53.61098885972401, -113.37550465287576)"
"Fraser",,"145",,"53.610492545413294","-113.37553812191318","
,  
(53.610492545413294, -113.37553812191318)"
"Frere Antoine",,"275",,"53.460236576109985","-113.45120456089116","
,  
(53.460236576109985, -113.45120456089116)"
"Fulton Place",,"140",,"53.5457109517785","-113.4264854692758","
,  
(53.5457109517785, -113.4264854692758)"
"Gallagher Park",,"140",,"53.535835845636576","-113.47078879314527","
,  
(53.535835845636576, -113.47078879314527)"
"Garneau",,"120",,"53.52267171534964","-113.51470302237317","
,  
(53.52267171534964, -113.51470302237317)"
"George Luck",,"250",,"53.47455360494145","-113.57543539458527","
,  
(53.47455360494145, -113.57543539458527)"
"Glastonbury",,"270",,"53.50549446641506","-113.6711286985678","
,  
(53.50549446641506, -113.6711286985678)"
"Glastonbury",,"100",,"53.50373368069268","-113.67329290269238","
,  
(53.50373368069268, -113.67329290269238)"
"Glendale",,"195",,"53.537348653233984","-113.60054395650324","
,  
(53.537348653233984, -113.60054395650324)"
"Glendale",,"100",,"53.536096470126836","-113.60015573813469","
,  
(53.536096470126836, -113.60015573813469)"
"Glengarry",,"275",,"53.595270676510935","-113.48600419218182","
,  
(53.595270676510935, -113.48600419218182)"
"Glenora",,"155",,"53.54444135850008","-113.55479901529749","
,  
(53.54444135850008, -113.55479901529749)"
"Glenora",,"150",,"53.543583672723585","-113.55564488798696","
,  
(53.543583672723585, -113.55564488798696)"
"Gold Bar",,"275",,"53.55086365214833","-113.41432632316146","
,  
(53.55086365214833, -113.41432632316146)"
"Goldstick",,"230",,"53.545382832478104","-113.40419898718176","
,  
(53.545382832478104, -113.40419898718176)"
"Goldstick",,"330",,"53.546498388499366","-113.40365326061436","
,  
(53.546498388499366, -113.40365326061436)"
"Goldstick",,"230",,"53.544372200200606","-113.40348492820871","
,  
(53.544372200200606, -113.40348492820871)"
"Good Shepherd",,"250",,"53.49023500940244","-113.63703143524678","
,  
(53.49023500940244, -113.63703143524678)"
"Grace Martin",,"250",,"53.47010201509974","-113.45894021856974","
,  
(53.47010201509974, -113.45894021856974)"
"Grand Trunk",,"215",,"53.591324930907994","-113.50979728665833","
,  
(53.591324930907994, -113.50979728665833)"
"Grand Trunk",,"190",,"53.591840566667756","-113.51260341476721","
,  
(53.591840566667756, -113.51260341476721)"
"Grand Trunk",,"275",,"53.58852575777235","-113.51022052006923","
,  
(53.58852575777235, -113.51022052006923)"
"Grand Trunk",,"300",,"53.58889697018919","-113.51219713846969","
,  
(53.58889697018919, -113.51219713846969)"
"Grandview",,"240",,"53.49903401981717","-113.54590216348056","
,  
(53.49903401981717, -113.54590216348056)"
"Greenfield",,"185",,"53.47201202665491","-113.52317247806992","
,  
(53.47201202665491, -113.52317247806992)"
"Greenfield",,"205",,"53.472661449632184","-113.52336883170885","
,  
(53.472661449632184, -113.52336883170885)"
"Greenview",,"210",,"53.476575460671","-113.42578197943945","
,  
(53.476575460671, -113.42578197943945)"
"Greenview",,"200",,"53.47604980166457","-113.42747678592022","
,  
(53.47604980166457, -113.42747678592022)"
"Grovenor",,"240",,"53.5451086460264","-113.56686239689935","
,  
(53.5451086460264, -113.56686239689935)"
"Hairsine",,"180",,"53.604998806425975","-113.39445055409126","
,  
(53.604998806425975, -113.39445055409126)"
"Hairsine",,"155",,"53.60508547810924","-113.39346241867125","
,  
(53.60508547810924, -113.39346241867125)"
"Hairsine",,"130",,"53.60441082028738","-113.39423067631185","
,  
(53.60441082028738, -113.39423067631185)"
"Hardisty",,"155",,"53.547805318181034","-113.43015890232174","
,  
(53.547805318181034, -113.43015890232174)"
"Hazeldean",,"130",,"53.503830498213595","-113.47677777044213","
,  
(53.503830498213595, -113.47677777044213)"
"HE Beriault",,"285",,"53.51482163122475","-113.6078374869743","
,  
(53.51482163122475, -113.6078374869743)"
"Henderson Est",,"200",,"53.46897344118027","-113.59665302548824","
,  
(53.46897344118027, -113.59665302548824)"
"Herb Link",,"195",,"53.6253946453026","-113.53379677866698","
,  
(53.6253946453026, -113.53379677866698)"
"Herb Link",,"150",,"53.62521468512783","-113.53240320376266","
,  
(53.62521468512783, -113.53240320376266)"
"Herb Link",,"245",,"53.6242531938307","-113.53482758239896","
,  
(53.6242531938307, -113.53482758239896)"
"Highlands",,"160",,"53.56880421069057","-113.4348806401451","
,  
(53.56880421069057, -113.4348806401451)"
"High Park",,"200",,"53.557182188838865","-113.58589939132239","
,  
(53.557182188838865, -113.58589939132239)"
"Hillcrest",,"250",,"53.51544723269599","-113.60608740547362","
,  
(53.51544723269599, -113.60608740547362)"
"Hollick Kenyon",,"275",,"53.62107586518209","-113.42334684250825","
,  
(53.62107586518209, -113.42334684250825)"
"Hollick Kenyon",,"275",,"53.62066674296149","-113.42238982303056","
,  
(53.62066674296149, -113.42238982303056)"
"Holy Cross",,"170",,"53.54716119254855","-113.58101438107396","
,  
(53.54716119254855, -113.58101438107396)"
"Holy Family",,"270",,"53.44676775767221","-113.4058915985222","
,  
(53.44676775767221, -113.4058915985222)"
"Holyrood",,"215",,"53.53179491479795","-113.4504869727318","
,  
(53.53179491479795, -113.4504869727318)"
"Holyrood",,"205",,"53.53187943814169","-113.44978553639974","
,  
(53.53187943814169, -113.44978553639974)"
"Homesteader",,"185",,"53.58760233540327","-113.41254626530257","
,  
(53.58760233540327, -113.41254626530257)"
"Horse Hills",,"150",,"53.656613098214166","-113.34215998862375","
,  
(53.656613098214166, -113.34215998862375)"
"Horse Hills",,"275",,"53.65675295658368","-113.3407304911591","
,  
(53.65675295658368, -113.3407304911591)"
"Hudson",,"250",,"53.60662710898496","-113.55398209812758","
,  
(53.60662710898496, -113.55398209812758)"
"Hurstwood",,"225",,"53.50270256750886","-113.34863786269025","
,  
(53.50270256750886, -113.34863786269025)"
"Inglewood",,"200",,"53.56600505404564","-113.53893430021975","
,  
(53.56600505404564, -113.53893430021975)"
"Jackson Heights",,"250",,"53.483580840176764","-113.40721281316145","
,  
(53.483580840176764, -113.40721281316145)"
"JA Fife",,"175",,"53.612830980266246","-113.46152453094516","
,  
(53.612830980266246, -113.46152453094516)"
"JA Fife",,"190",,"53.61346592212354","-113.46162566371594","
,  
(53.61346592212354, -113.46162566371594)"
"JA Fife",,"220",,"53.6127910735539","-113.46205201761383","
,  
(53.6127910735539, -113.46205201761383)"
"James Gibbons",,"250",,"53.52221782345676","-113.58479155062727","
,  
(53.52221782345676, -113.58479155062727)"
"James McCrie Douglas",,"280",,"53.439534053571464","-113.61266943463943","
,  
(53.439534053571464, -113.61266943463943)"
"Jasper Place",,"150",,"53.52470840771907","-113.60704541015906","
,  
(53.52470840771907, -113.60704541015906)"
"Jasper Place",,"185",,"53.52614633546237","-113.60612908575216","
,  
(53.52614633546237, -113.60612908575216)"
"Jasper Place Jubilee Park",,"300",,"53.52801027506052","-113.60014668404223","
,  
(53.52801027506052, -113.60014668404223)"
"JC Bowen",,"240",,"53.60973804532605","-113.47454790545537","
,  
(53.60973804532605, -113.47454790545537)"
"JC Bowen",,"235",,"53.61026804576589","-113.47433081278898","
,  
(53.61026804576589, -113.47433081278898)"
"JC Bowen",,"70","105","53.61099100788043","-113.47570211783655","
,  
(53.61099100788043, -113.47570211783655)"
"JC Bowen",,"240",,"53.61109025766992","-113.47418011917533","
,  
(53.61109025766992, -113.47418011917533)"
"JH Picard",,"105",,"53.507049034361515","-113.48399156844933","
,  
(53.507049034361515, -113.48399156844933)"
"JJ Bowlen",,"240",,"53.606023698786856","-113.43529063145962","
,  
(53.606023698786856, -113.43529063145962)"
"JJ Bowlen",,"310",,"53.60684513712898","-113.43614597214716","
,  
(53.60684513712898, -113.43614597214716)"
"John Barnett",,"300",,"53.60879861053507","-113.4499128742229","
,  
(53.60879861053507, -113.4499128742229)"
"John Fry Park",,"267",,"53.46163941931253","-113.47821397207275","
,  
(53.46163941931253, -113.47821397207275)"
"John Fry Park",,"230",,"53.46241205317872","-113.48408995608936","
,  
(53.46241205317872, -113.48408995608936)"
"John Fry Park",,"240",,"53.46118940089579","-113.48089612581688","
,  
(53.46118940089579, -113.48089612581688)"
"John Fry Park",,"360",,"53.460163649403384","-113.4808773893747","
,  
(53.460163649403384, -113.4808773893747)"
"John Fry Park",,"267",,"53.46236997831711","-113.47656149209281","
,  
(53.46236997831711, -113.47656149209281)"
"John Fry Park",,"220",,"53.46238598023474","-113.4825679386181","
,  
(53.46238598023474, -113.4825679386181)"
"Johnny Bright",,"220",,"53.42040762991256","-113.53390151139412","
,  
(53.42040762991256, -113.53390151139412)"
"John Paul I",,"280",,"53.47159113352869","-113.425465656661","
,  
(53.47159113352869, -113.425465656661)"
"John Paul I",,"230",,"53.47081585259048","-113.42621715140722","
,  
(53.47081585259048, -113.42621715140722)"
"John Thompson",,"275",,"53.59118711505572","-113.5557698154978","
,  
(53.59118711505572, -113.5557698154978)"
"Kameyosek",,"150",,"53.46061602727202","-113.44464437567963","
,  
(53.46061602727202, -113.44464437567963)"
"Kameyosek",,"200",,"53.46080307596279","-113.44373834547464","
,  
(53.46080307596279, -113.44373834547464)"
"Kaskitayo",,"300",,"53.44911652564341","-113.51066232073396","
,  
(53.44911652564341, -113.51066232073396)"
"Kaskitayo",,"210",,"53.44916851956524","-113.51209273158015","
,  
(53.44916851956524, -113.51209273158015)"
"Katherine Therrien",,"245",,"53.610208902920505","-113.53123197983717","
,  
(53.610208902920505, -113.53123197983717)"
"Katherine Therrien",,"265",,"53.61217492961601","-113.53021325958663","
,  
(53.61217492961601, -113.53021325958663)"
"Katherine Therrien",,"265",,"53.61127834280643","-113.53032561284292","
,  
(53.61127834280643, -113.53032561284292)"
"Keheewin",,"260",,"53.44994198176624","-113.5038534518107","
,  
(53.44994198176624, -113.5038534518107)"
"Keheewin",,"265",,"53.451057037681785","-113.504371536554","
,  
(53.451057037681785, -113.504371536554)"
"Keheewin",,"215",,"53.45006313883861","-113.50232968169479","
,  
(53.45006313883861, -113.50232968169479)"
"Kenilworth",,"275",,"53.5233223832776","-113.43518946423653","
,  
(53.5233223832776, -113.43518946423653)"
"Kensington",,"200",,"53.59641443477689","-113.52907280321726","
,  
(53.59641443477689, -113.52907280321726)"
"Kensington",,"100",,"53.59545463582451","-113.53030963018765","
,  
(53.59545463582451, -113.53030963018765)"
"Kensington",,"250",,"53.5958814074621","-113.52964155543962","
,  
(53.5958814074621, -113.52964155543962)"
"Kernohan",,"160",,"53.5922040307988","-113.38286368167277","
,  
(53.5922040307988, -113.38286368167277)"
"Kernohan",,"135",,"53.59216343956648","-113.38200572433117","
,  
(53.59216343956648, -113.38200572433117)"
"Kildare",,"295",,"53.605772378313745","-113.45698817687703","
,  
(53.605772378313745, -113.45698817687703)"
"Kildare",,"150",,"53.6054572626192","-113.45673541236859","
,  
(53.6054572626192, -113.45673541236859)"
"Killarney",,"275",,"53.591078398250104","-113.48304095916147","
,  
(53.591078398250104, -113.48304095916147)"
"Killarney",,"275",,"53.591822514798125","-113.48423443668264","
,  
(53.591822514798125, -113.48423443668264)"
"King Edward",,"135",,"53.5215496071837","-113.49354852065456","
,  
(53.5215496071837, -113.49354852065456)"
"Kiniski Gardens",,"130",,"53.48001778728072","-113.40638855000802","
,  
(53.48001778728072, -113.40638855000802)"
"Kiniski Gardens",,"150",,"53.47916844631647","-113.40793013887237","
,  
(53.47916844631647, -113.40793013887237)"
"Kiniski Gardens",,"160",,"53.47963796230667","-113.40720769651075","
,  
(53.47963796230667, -113.40720769651075)"
"Kiniski Gardens",,"150",,"53.47863758975798","-113.40885794404319","
,  
(53.47863758975798, -113.40885794404319)"
"Kinsmen",,"250",,"53.52873764203812","-113.50830654353916","
,  
(53.52873764203812, -113.50830654353916)"
"Kirkness",,"195",,"53.613407770571186","-113.3924855156599","
,  
(53.613407770571186, -113.3924855156599)"
"Kirkness",,"195",,"53.61278933746222","-113.39144299005575","
,  
(53.61278933746222, -113.39144299005575)"
