"award_number","rebate_amount","city","state","county","zip","age","gender","date_of_purchase","dealership","vehicle_type","make","model","year","lease","gasoline_emissions","alt_fuel_emissions","emissions_avoided"
"BEV0819592","3500","Townsend","DE","New Castle","19734","54","M","2019-06-29T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV0819593","3500","Newark","DE","New Castle","19713","46","M","2019-06-17T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV0819594","3500","Wilmington","DE","New Castle","19802","60","F","2019-06-21T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV0819595","3500","New Castle","DE","New Castle","19720",,,"2019-06-26T00:00:00.000","Diver Chevrolet","Electric","Chevrolet","Bolt","2019","No","11435","5645","5790"
"BEV0819596","3500","Dewey Beach","DE","Sussex","19971","60","M","2019-08-17T00:00:00.000","Tesla","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV0819597","3500","Middletown","DE","New Castle","19709","29","M","2019-08-23T00:00:00.000","Tesla","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV0819598","3500","Middletown","DE","New Castle","19709",,"M","2019-07-25T00:00:00.000","Tesla","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV0819599","3500","Wilmington","DE","New Castle","19801","32","M","2019-06-29T00:00:00.000","Tesla","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV0819600","3500","New Castle","DE","New Castle","19720","52","M","2019-06-21T00:00:00.000","Tesla","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
"BEV0919601","3500","New Castle","DE","New Castle","19720","47","M","2018-09-27T00:00:00.000","Tesla","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV0919602","3500","Smyrna","DE","Kent","19977","37","M","2019-08-30T00:00:00.000","Tesla","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV0919603","3500","Hockessin","DE","New Castle","19707","39","M","2019-08-09T00:00:00.000","Tesla","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV0919604","3500","Wilmington","DE","New Castle","19806","74","M","2019-08-28T00:00:00.000","Tesla","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV0919605","3500","Newark","DE","New Castle","19713","26","M","2019-06-29T00:00:00.000","Tesla","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV0919606","3500","Hockessin","DE","New Castle","19707","42","M","2019-07-27T00:00:00.000","Tesla","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV0919607","3500","Wilmington","DE","New Castle","19808","40","M","2019-08-31T00:00:00.000","Tesla","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV0919608","3500","Rehoboth Beach","DE","Sussex","19971","68","F","2019-06-12T00:00:00.000","Tesla","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV0919609","1000","Middletown","DE","New Castle","19709","54","M","2019-06-23T00:00:00.000","Tesla","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV0919610","3500","Wilmington","DE","New Castle","19806","28","F","2019-08-31T00:00:00.000","Diver Chevrolet","Electric","Chevrolet","Bolt","2019","No","11435","5645","5790"
"BEV0919611","3500","Wilmington","DE","New Castle","19803","36","M","2019-08-17T00:00:00.000","Tesla","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV0919612","1000","Wilmington","DE","New Castle","19806","53","M","2019-05-06T00:00:00.000","Winner Luxury LLC DBA Audi Wilmington","Electric","Audi","E-tron","2019","No","11435","5645","5790"
"BEV0919613","3500","Wilmington","DE","New Castle","19805","25","F","2019-09-05T00:00:00.000","Diver Chevrolet","Electric","Chevrolet","Bolt","2019","No","11435","5645","5790"
"BEV0919614","3500","Bear","DE","New Castle","19701","26","M","2019-08-21T00:00:00.000","Tesla","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV0919615","3500","Wilmington","DE","New Castle","19810","62","F","2019-08-28T00:00:00.000","Porter Nissan","Electric","Nissan","Leaf","2019","Yes","11435","5645","5790"
"BEV0919616","3500","Selbyville","DE","Sussex","19975","74","F","2018-12-20T00:00:00.000","Tesla","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
"BEV0919617","3500","Newark","DE","New Castle","19702","50","M","2018-10-03T00:00:00.000","Tesla","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
"BEV0919618","3500","Frankford","DE","Sussex","19945","51","M","2018-09-28T00:00:00.000","Tesla","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
"BEV0919619","3500","Bear","DE","New Castle","19701","56","F","2019-09-03T00:00:00.000","Diver Chevrolet","Electric","Chevrolet","Bolt","2019","No","11435","5645","5790"
"BEV0919620","3500","Wilmington","DE","New Castle","19808","66","M","2019-08-02T00:00:00.000","Tesla","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV0919621","3500","Townsend","DE","New Castle","19734","40","M","2019-09-11T00:00:00.000","Nucar Chevrolet","Electric","Chevrolet","Bolt","2019","No","11435","5645","5790"
"BEV0919622","3500","Wilmington","DE","New Castle","19808","64","M","2019-07-22T00:00:00.000","King Volkswagen","Electric","Volkswagen","e-golf","2019","No","11435","5645","5790"
"BEV0919623","3500","Newark","DE","New Castle","19711","46","M","2019-09-07T00:00:00.000","Tesla Motors Inc","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV0919624","3500","Wilmington","DE","New Castle","19804","73","M","2019-09-12T00:00:00.000","Diver Chevrolet","Electric","Chevrolet","Bolt","2019","No","11435","5645","5790"
"BEV0919625","3500","Milton","DE","Sussex","19968","41","M","2019-08-22T00:00:00.000","Tesla Motors Inc","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV0919626","3500","Hockessin","DE","New Castle","19707","29","M","2019-08-16T00:00:00.000","Tesla Motors Inc","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV0919627","3500","Newark","DE","New Castle","19702","54","M","2019-08-21T00:00:00.000","Tesla Motors Inc","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV0919628","3500","Newark","DE","New Castle","19702","40","M","2019-08-30T00:00:00.000","Tesla Motors Inc","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV0919629","3500","Bear","DE","New Castle","19701","32","F","2019-09-06T00:00:00.000","Tesla Motors Inc","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV0919630","3500","Bethany Beach","DE","Sussex","19930","72","M","2019-06-18T00:00:00.000","Tesla Motors Inc","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV0919631","3500","Wilmington","DE","New Castle","19805","41","M","2019-09-19T00:00:00.000","Tesla Motors Inc","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV0919632","3500","Wilmington","DE","New Castle","19808","43","F","2019-09-24T00:00:00.000","Diver Chevrolet","Electric","Chevrolet","Bolt","2019","No","11435","5645","5790"
"BEV0919633","3500","Claymont","DE","New Castle","19703","32","F","2019-09-17T00:00:00.000","Tesla Motors Inc","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV0919634","3500","Newark","DE","New Castle","19713","70","M","2019-09-15T00:00:00.000","Tesla Motors Inc","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV0919635","3500","Harrington","DE","Kent","19952","51","M","2019-09-12T00:00:00.000","Tesla Motors Inc","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV0919636","3500","Wilmington","DE","New Castle","19808","58","F","2019-09-21T00:00:00.000","Diver Chevrolet","Electric","Chevrolet","Bolt","2019","Yes","11435","5645","5790"
"BEV0919637","3500","Newark","DE","New Castle","19711","52","F","2019-09-28T00:00:00.000","Diver Chevrolet","Electric","Chevrolet","Bolt","2019","No","11435","5645","5790"
"BEV1019638","3500","Newark","DE","New Castle","19702","57","M","2018-07-10T00:00:00.000","Tesla Motors Inc","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
"BEV1019639","3500","Magnolia","DE","Kent","19962","30","M","2019-07-30T00:00:00.000","Tesla Motors Inc","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV1019640","3500","Bear","DE","New Castle","19701","43","M","2019-06-07T00:00:00.000","Tesla Motors Inc","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV1019641","3500","Hockessin","DE","New Castle","19707","32","F","2019-09-27T00:00:00.000","Tesla Motors Inc","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV1019642","1000","Wilmington","DE","New Castle","19807","50","F","2019-08-24T00:00:00.000","Tesla Motors Inc","Electric","Tesla","Model X","2019","No","11435","5645","5790"
"BEV1019643","3500","Bear","DE","New Castle","19701","38","M","2019-09-28T00:00:00.000","Tesla Motors Inc","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV1019644","3500","Newark","DE","New Castle","19711","50","M","2019-09-27T00:00:00.000","Tesla Motors Inc","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV1019645","3500","Newark","DE","New Castle","19711","37","F","2019-10-05T00:00:00.000","Porter Nissan","Electric","Nissan","Leaf","2019","Yes","11435","5645","5790"
"BEV1019646","3500","Bear","DE","New Castle","19701","47","M","2019-09-25T00:00:00.000","Tesla Motors Inc","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV1019647","3500","Smyrna","DE","Kent","19977","56","M","2019-10-04T00:00:00.000","Willis Chevrolet Buick","Electric","Chevrolet","Bolt","2019","Yes","11435","5645","5790"
"BEV1019648","3500","Milford","DE","Kent","19963","68","M","2019-09-30T00:00:00.000","Porter Nissan","Electric","Nissan","Leaf","2019","Yes","11435","5645","5790"
"BEV1019649","3500","Ocean View","DE","Sussex","19970","64","M","2019-10-01T00:00:00.000","Ourisman VW","Electric","Volkswagen","e-golf","2019","No","11435","5645","5790"
"BEV1019650","1000","Newark","DE","New Castle","19702","59","M","2018-11-20T00:00:00.000","Tesla Motors Inc","Electric","Tesla","Model X","2018","No","11435","5645","5790"
"BEV1019651","3500","Newark","DE","New Castle","19711","27","M","2018-12-22T00:00:00.000","Tesla Motors Inc","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
"BEV1019652","3500","Wilmington","DE","New Castle","19810","46","M","2018-10-23T00:00:00.000","Tesla Motors Inc","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
"BEV1019653","3500","Middletown","DE","New Castle","19709","45","M","2019-09-25T00:00:00.000","Nucar Chevrolet","Electric","Chevrolet","Bolt","2019","No","11435","5645","5790"
"BEV1019654","3500","Wilmington","DE","New Castle","19807","55","F","2019-09-23T00:00:00.000","Tesla Motors Inc","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV1019655","3500","Bear","DE","New Castle","19701","48","M","2019-09-26T00:00:00.000","Tesla Motors Inc","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV1019656","1000","Wilmington","DE","New Castle","19810","55","M","2019-09-16T00:00:00.000","Tesla Motors Inc","Electric","Tesla","Model X","2019","No","11435","5645","5790"
"BEV1019657","3500","Ocean View","DE","Sussex","19970","62","M","2018-12-03T00:00:00.000","Tesla Motors Inc","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
"BEV1019658","3500","Milford","DE","Sussex","19963","53","F","2019-06-28T00:00:00.000","Tesla Motors Inc","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV1019659","3500","Lewes","DE","Sussex","19958","76","M","2019-05-24T00:00:00.000","Tesla Motors Inc","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV1019660","3500","Newark","DE","New Castle","19711","32","M","2019-09-10T00:00:00.000","King Volkswagen","Electric","Volkswagen","e-golf","2019","No","11435","5645","5790"
"BEV1019661","3500","Camden Wyoming","DE","Kent","19934","41","M","2019-04-18T00:00:00.000","Tesla Motors Inc","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV1019662","3500","Camden Wyoming","DE","Kent","19934","41","M","2019-02-02T00:00:00.000","Tesla Motors Inc","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV1019663","1000","Bear","DE","New Castle","19701","33","M","2019-04-03T00:00:00.000","Tesla Motors Inc","Electric","Tesla","Model X","2019","No","11435","5645","5790"
"BEV1019664","3500","Millsboro","DE","Sussex","19966","27","M","2019-09-06T00:00:00.000","Tesla Motors Inc","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV1019665","3500","Wilmington","DE","New Castle","19805","52","F","2019-10-19T00:00:00.000","Concordville Nissan Subaru","Electric","Nissan","Leaf","2019","No","11435","5645","5790"
"BEV1019666","3500","Bridgeville","DE","Sussex","19933","31","M","2019-09-04T00:00:00.000","BMW of Annapolis","Electric","BMW","i3REX","2019","Yes","11435","5645","5790"
"BEV1019667","3500","Wilmington","DE","New Castle","19808","26","M","2019-08-21T00:00:00.000","Tesla Motors Inc","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV1019668","3500","Wilmington","DE","New Castle","19808","44","M","2019-10-09T00:00:00.000","Tesla Motors Inc","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV1019669","3500","Fenwick Island","DE","Sussex","19944","55","M","2019-09-09T00:00:00.000","Pohanka of Salisbury","Electric","Hyundai","Kona EV","2019","No","11435","5645","5790"
"BEV1019670","3500","Middletown","DE","New Castle","19709","43","M","2019-10-15T00:00:00.000","Diver Chevrolet","Electric","Chevrolet","Bolt","2019","Yes","11435","5645","5790"
"BEV1019671","3500","Wilmington","DE","New Castle","19805","21","M","2019-10-12T00:00:00.000","Union Park BMW","Electric","BMW","i3","2019","Yes","11435","5645","5790"
"BEV1019672","3500","Hockessin","DE","New Castle","19707","41","M","2019-07-27T00:00:00.000","Tesla Motors Inc","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV1019673","3500","Middletown","DE","New Castle","19709","40","M","2019-06-17T00:00:00.000","Tesla Motors Inc","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV1019674","3500","Wilmington","DE","New Castle","19808","57","M","2019-10-12T00:00:00.000","Heritage Hyundai Towson","Electric","Hyundai","Ioniq EV","2019","Yes","11435","5645","5790"
"BEV1019675","3500","Middletown","DE","New Castle","19709","33","M","2018-12-26T00:00:00.000","Tesla Motors Inc","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
"BEV1019676","3500","Magnolia","DE","Kent","19962","32","M","2019-09-16T00:00:00.000","Tesla Motors Inc","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV1019677","1000","Newark","DE","New Castle","19711","48","M","2018-06-19T00:00:00.000","Tesla Motors Inc","Electric","Tesla","Model X","2018","No","11435","5645","5790"
"BEV1019678","1000","Newark","DE","New Castle","19711","48","M","2019-06-15T00:00:00.000","Tesla Motors Inc","Electric","Tesla","Model S","2019","No","11435","5645","5790"
"BEV1019679","3500","Newark","DE","New Castle","19702","33","M","2019-09-17T00:00:00.000","Tesla Motors Inc","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV1019680","3500","Newark","DE","New Castle","19711","59","M","2019-09-28T00:00:00.000","Tesla Motors Inc","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV1019681","3500","Newark","DE","New Castle","19702","33","M","2019-10-26T00:00:00.000","Tesla Motors Inc","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV1019682","3500","Wilmington","DE","New Castle","19808","70","M","2019-10-08T00:00:00.000","Tesla Motors Inc","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV1019683","3500","Hockessin","DE","New Castle","19707","42","M","2019-09-06T00:00:00.000","Tesla Motors Inc","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV1019684","3500","Newark","DE","New Castle","19702","47","M","2019-09-28T00:00:00.000","Tesla Motors Inc","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV1119685","3500","Bear","DE","New Castle","19701","60","M","2019-09-21T00:00:00.000","Tesla Motors Inc","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV1119686","3500","Newark","DE","New Castle","19711","66","F","2019-10-28T00:00:00.000","Porter Nissan","Electric","Nissan","Leaf","2019","Yes","11435","5645","5790"
"BEV1119687","3500","Wilmington","DE","New Castle","19808","37","F","2019-09-27T00:00:00.000","Tesla Motors Inc","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV1119688","1000","Wilmington","DE","New Castle","19810","42","M","2019-03-12T00:00:00.000","Tesla Motors Inc","Electric","Tesla","Model X","2019","No","11435","5645","5790"
"BEV1119689","3500","Middletown","DE","New Castle","19709","60","M","2019-04-15T00:00:00.000","Tesla Motors Inc","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV1119690","3500","Newark","DE","New Castle","19702","39","F","2019-06-26T00:00:00.000","Tesla Motors Inc","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV1119691","3500","Bear","DE","New Castle","19701","37","M","2019-07-23T00:00:00.000","Tesla Motors Inc","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV1119692","3500","Wilmington","DE","New Castle","19803","44","M","2019-09-11T00:00:00.000","Tesla Motors Inc","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV1119693","3500","New Castle","DE","New Castle","19720","72","M","2019-11-12T00:00:00.000","Diver Chevrolet","Electric","Chevrolet","Bolt","2019","No","11435","5645","5790"
"BEV1119694","3500","Middletown","DE","New Castle","19709","32","M","2019-10-26T00:00:00.000","Tesla Motors Inc","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV1119695","3500","Dover","DE","Kent","19901","40","F","2019-04-05T00:00:00.000","Tesla Motors Inc","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV1119696","3500","Wilmington","DE","New Castle","19807","32","M","2019-09-24T00:00:00.000","Tesla Motors Inc","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV1119697","3500","Bear","DE","New Castle","19701","36","M","2019-10-12T00:00:00.000","Tesla Motors Inc","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV1119698","3500","Lewes","DE","Sussex","19958","57","F","2019-11-12T00:00:00.000","Tesla Motors Inc","Electric","Tesla","Model 3","2020","No","11435","5645","5790"
"BEV1119699","3500","Lewes","DE","Sussex","19958","52","M","2019-11-09T00:00:00.000","Tesla Motors Inc","Electric","Tesla","Model 3","2020","No","11435","5645","5790"
"BEV1119700","3500","Newark","DE","New Castle","19711","51","M","2019-11-15T00:00:00.000","Tesla Motors Inc","Electric","Tesla","Model 3","2020","No","11435","5645","5790"
"BEV1119701","3500","Hockessin","DE","New Castle","19707","57","F","2019-11-09T00:00:00.000","Tesla Motors Inc","Electric","Tesla","Model 3","2020","No","11435","5645","5790"
"BEV1119702","3500","Hockessin","DE","New Castle","19707","51","M","2019-11-05T00:00:00.000","Tesla Motors Inc","Electric","Tesla","Model 3","2020","No","11435","5645","5790"
"BEV1119703","3500","Newark","DE","New Castle","19711","46","M","2019-11-07T00:00:00.000","Porter Nissan","Electric","Nissan","Leaf","2019","No","11435","5645","5790"
"BEV1119704","3500","Newark","DE","New Castle","19711","28","M","2019-08-20T00:00:00.000","Tesla Motors Inc","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV1119705","3500","Newark","DE","New Castle","19702","33","M","2019-05-15T00:00:00.000","Tesla Motors Inc","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV1119706","3500","Milton","DE","Sussex","19968","61","M","2019-09-12T00:00:00.000","Tesla Motors Inc","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV1119707","3500","Claymont","DE","New Castle","19703","32","M","2019-11-08T00:00:00.000","Tesla Motors Inc","Electric","Tesla","Model 3","2020","No","11435","5645","5790"
"BEV1119708","3500","Milton","DE","Sussex","19968","57","F","2019-09-27T00:00:00.000","Tesla Motors Inc","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV1119709","3500","Smyrna","DE","Kent","19977","49","F","2019-11-12T00:00:00.000","Nucar Chevrolet","Electric","Chevrolet","Bolt","2019","Yes","11435","5645","5790"
"BEV1119710","3500","Camden Wyoming","DE","Kent","19934","52","M","2019-09-09T00:00:00.000","Tesla Motors Inc","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV1119711","3500","Wilmington","DE","New Castle","19802","61","M","2019-07-01T00:00:00.000","Burns Hyundai","Electric","Hyundai","Kona EV","2019","No","11435","5645","5790"
"BEV1119712","3500","Wilmington","DE","New Castle","19803","47","M","2018-11-15T00:00:00.000","Tesla Motors Inc","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
