"award_number","rebate_amount","city","state","county","zip","age","gender","date_of_purchase","dealership","vehicle_type","make","model","year","lease","gasoline_emissions","alt_fuel_emissions","emissions_avoided"
"BEV1118255","3500","Newark","DE","New Castle","19711","33","M","2018-10-24T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
"BEV1118256","3500","Townsend","DE","New Castle","19734","51","M","2018-07-22T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
"BEV1118257","3500","Rockland","DE","New Castle","19732","43","M","2018-10-20T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
"BEV1118258","3500","Bear","DE","New Castle","19701","38","F","2018-10-26T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
"BEV1218259","3500","Wilmington","DE","New Castle","19803","50","M","2018-11-06T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
"BEV1218260","3500","Millsboro","DE","Sussex","19966","66","M","2018-10-20T00:00:00.000","1st State Chevrolet","Electric","Chevrolet","Bolt","2019","No","11435","5645","5790"
"BEV1218261","3500","Wilmington","DE","New Castle","19807","60","M","2018-10-10T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
"BEV1218262","3500","Newark","DE","New Castle","19702","54","M","2018-09-28T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
"BEV1218263","3500","Wilmington","DE","New Castle","19806","39","M","2018-09-29T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
"BEV1218264","3500","Newark","DE","New Castle","19702","71","F","2018-11-10T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
"BEV1218265","1000","Greenville","DE","New Castle","19807","42","M","2018-03-20T00:00:00.000","Tesla Motors","Electric","Tesla","Model X","2018","No","11435","5645","5790"
"BEV1218266","3500","Newark","DE","New Castle","19711","66","F","2018-11-10T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
"BEV1218267","3500","Newark","DE","New Castle","19702","43","M","2018-11-30T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
"BEV1218268","3500","Bear","DE","New Castle","19701","44","M","2018-11-30T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
"BEV1218269","3500","Newark","DE","New Castle","19702","38","M","2018-10-29T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
"BEV1218270","3500","Newark","DE","New Castle","19711","31","M","2018-12-11T00:00:00.000","Nucar Chevrolet","Electric","Chevrolet","Bolt","2019","No","11435","5645","5790"
"BEV1218271","3500","Wilmington","DE","New Castle","19801","32","M","2018-12-13T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
"BEV1218272","3500","Hockessin","DE","New Castle","19707","38","M","2018-11-30T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
"BEV1218273","3500","Newark","DE","New Castle","19702","25","F","2018-11-21T00:00:00.000","Sheridan Nissan","Electric","Nissan","Leaf","2019","No","11435","5645","5790"
"BEV1218274","3500","Wilmington","DE","New Castle","19803","44","F","2018-11-24T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
"BEV1218275","3500","Wilmington","DE","New Castle","19803","33","F","2018-11-26T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
"BEV1218276","3500","New Castle","DE","New Castle","19720",,"M","2018-12-14T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
"BEV1218277","3500","Wilmington","DE","New Castle","19803","55","M","2018-11-21T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
"BEV1218278","3500","Wilmington","DE","New Castle","19803","38","M","2018-11-14T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
"BEV1218279","3500","Middletown","DE","New Castle","19709","60","M","2018-12-15T00:00:00.000","Willis Chevrolet","Electric","Chevrolet","Bolt","2019","No","11435","5645","5790"
"BEV1218280","3500","Wilmington","DE","New Castle","19808","72","F","2018-12-11T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
"BEV1218281","3500","Hockessin","DE","New Castle","19707","42","M","2018-07-26T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
"BEV1218282","3500","Newark","DE","New Castle","19702","46","M","2018-11-28T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
"BEV1218283","1000","Lewes","DE","Sussex","19958","66","M","2018-12-19T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
"BEV1218284","3500","Newark","DE","New Castle","19702","39","M","2018-12-05T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
"BEV1218285","3500","Middletown","DE","New Castle","19709","42","M","2018-11-15T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
"BEV1218286","3500","Smyrna","DE","New Castle","19977","44","F","2018-12-22T00:00:00.000","Leckner Nissan","Electric","Nissan","Leaf","2018","No","11435","5645","5790"
"BEV1218287","1000","Hockessin","DE","New Castle","19707","71","M","2018-11-13T00:00:00.000","Tesla Motors","Electric","Tesla","Model X","2018","No","11435","5645","5790"
"BEV1218288","3500","Newark","DE","New Castle","19702",,"M","2018-06-29T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
"BEV1218289","3500","Newark","DE","New Castle","19713",,"M","2018-10-20T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
"BEV1218290","3500","Lewes","DE","Sussex","19958","36","M","2018-06-22T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
"BEV1218291","1000","Selbyville","DE","Sussex","19975","34","M","2018-12-01T00:00:00.000","Tesla Motors","Electric","Tesla","Model X","2018","No","11435","5645","5790"
"BEV1218292","3500","Wilmington","DE","New Castle","19810","37","M","2018-12-08T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
"BEV1218293","3500","Newark","DE","New Castle","19711","29","M","2018-11-03T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
"BEV0119294","1000","Bethany Beach","DE","Sussex","19930",,"M","2018-12-27T00:00:00.000","Tesla Motors","Electric","Tesla","Model X","2018","No","11435","5645","5790"
"BEV0119295","3500","Blades","DE","Sussex","19973","59","M","2018-11-17T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
"BEV0119296","1000","Wilmington","DE","New Castle","19807","47","M","2018-11-30T00:00:00.000","Union Park Automotive Group","Electric","Jaguar","I-Pace","2019","No","11435","5645","5790"
"BEV0119297","3500","Middletown","DE","New Castle","19709","34","M","2018-11-28T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
"BEV0119298","3500","Wilmington","DE","New Castle","19807","56","M","2018-12-17T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
"BEV0119299","1000","Smyrna","DE","Kent","19977","55","M","2018-12-06T00:00:00.000","Tesla Motors","Electric","Tesla","Model S","2018","No","11435","5645","5790"
"BEV0119300","3500","Hockessin","DE","New Castle","19707","44","F","2018-09-27T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
"BEV0119301","3500","Wilmington","DE","New Castle","19803","36","M","2018-10-06T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
"BEV0119302","3500","Wilmington","DE","New Castle","19803","44","M","2018-12-06T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
"BEV0119303","3500","Wilmington","DE","New Castle","19808","55","F","2018-12-22T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
"BEV0119304","3500","New Castle","DE","New Castle","19720","38","M","2018-11-24T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
"BEV0119305","3500","Newark","DE","New Castle","19711","40","M","2018-11-27T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
"BEV0119306","3500","Newark","DE","New Castle","19713","55","F","2018-12-31T00:00:00.000","Porter Nissan","Electric","Nissan","Leaf","2019","Yes","11435","5645","5790"
"BEV0119307","3500","Wilmington","DE","New Castle","19807","48","M","2018-11-27T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV0119308","3500","Middletown","DE","New Castle","19709","46","F","2018-11-10T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
"BEV0119309","3500","Bear","DE","New Castle","19701","46","M","2018-07-31T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
"BEV0119310","3500","Wilmington","DE","New Castle","19803","80","M","2018-11-23T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
"BEV0119311","3500","Bear","DE","New Castle","19701","68","M","2018-12-28T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
"BEV0119312","3500","Smyrna","DE","Kent","19977","38","M","2018-12-19T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
"BEV0119313","3500","Wilmington","DE","New Castle","19805","36","M","2018-12-29T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
"BEV0119314","3500","Millsboro","DE","Sussex","19966","62","F","2018-12-22T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
"BEV0119315","3500","Newark","DE","New Castle","19702","47","M","2018-10-26T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
"BEV0119316","3500","Wilmington","DE","New Castle","19807","58","M","2018-12-31T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
"BEV0119317","1000","Wilmington","DE","New Castle","19807","83","M","2018-12-12T00:00:00.000","Tesla Motors","Electric","Tesla","Model S","2018","No","11435","5645","5790"
"BEV0119318","3500","Camden Wyoming","DE","Kent","19934","52","M","2018-09-01T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
"BEV0119319","1000","Milton","DE","Sussex","19968","69","F","2018-03-10T00:00:00.000","Tesla Motors","Electric","Tesla","Model X","2018","No","11435","5645","5790"
"BEV0119320","3500","Bear","DE","New Castle","19701","44","M","2018-07-27T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
"BEV0119321","3500","Wilmington","DE","New Castle","19807","55","M","2018-12-17T00:00:00.000","Diver Chevrolet","Electric","Chevrolet","Bolt","2019","No","11435","5645","5790"
"BEV0119322","3500","Newark","DE","New Castle","19711","60","M","2018-11-29T00:00:00.000","Diver Chevrolet","Electric","Chevrolet","Bolt","2019","No","11435","5645","5790"
"BEV0119323","3500","Wilmington","DE","New Castle","19809","40","M","2019-01-18T00:00:00.000","Otto's BMW","Electric","BMW","I3","2019","No","11435","5645","5790"
"BEV0119324","3500","Wilmington","DE","New Castle","19810","50","F","2018-11-23T00:00:00.000","Diver Chevrolet","Electric","Chevrolet","Bolt","2019","No","11435","5645","5790"
"BEV0119325","3500","Bear","DE","New Castle","19701","47","M","2018-11-28T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
"BEV0119326","3500","Rehoboth Beach","DE","Sussex","19971","50","M","2018-12-21T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
"BEV0119327","3500","Middletown","DE","New Castle","19709","35","F","2018-12-20T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
"BEV0219328","3500","Wilmington","DE","New Castle","19810","58","F","2018-12-10T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
"BEV0219330","3500","Newark","DE","New Castle","19711","60","M","2018-12-31T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
"BEV0219331","3500","Newark","DE","New Castle","19711","68","M","2018-10-22T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
"BEV0219332","3500","Wilmington","DE","New Castle","19803","78","M","2018-12-20T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
"BEV0219333","3500","Wilmington","DE","New Castle","19802",,"M","2018-12-14T00:00:00.000","Diver Chevrolet","Electric","Chevrolet","Bolt","2019","No","11435","5645","5790"
"BEV0219334","3500","Newark","DE","New Castle","19711","70","F","2018-10-27T00:00:00.000","Diver Chevrolet","Electric","Chevrolet","Bolt","2019","No","11435","5645","5790"
"BEV0219335","3500","Claymont","DE","New Castle","19703","40","M","2018-11-28T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
"BEV0219336","3500","Middletown","DE","New Castle","19709","30","F","2018-11-29T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
"BEV0219337","3500","Rehoboth Beach","DE","New Castle","19971","70","M","2018-09-20T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
"BEV0219338","3500","Hockessin","DE","New Castle","19707","38","M","2018-11-09T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
"BEV0219339","3500","Wilmington","DE","New Castle","19808","31","F","2018-11-14T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
"BEV0219340","3500","Wilmington","DE","New Castle","19808","45","M","2018-11-29T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
"BEV0219341","3500","Hockessin","DE","New Castle","19707","58","M","2018-11-28T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
"BEV0219342","3500","Newark","DE","New Castle","19702","70","M","2019-01-25T00:00:00.000","Nucar Chevrolet","Electric","Chevrolet","Bolt","2019","Yes","11435","5645","5790"
"BEV0219343","3500","Hockessin","DE","New Castle","19707","34","M","2018-11-10T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
"BEV0219344","3500","Wilmington","DE","New Castle","19805","35","F","2019-01-26T00:00:00.000","Sheridan Nissan","Electric","Nissan","Leaf","2019","Yes","11435","5645","5790"
"BEV0219345","3500","Wilmington","DE","New Castle","19806","38","M","2019-01-17T00:00:00.000","Porter Nissan","Electric","Nissan","Leaf","2019","Yes","11435","5645","5790"
"BEV0219346","3500","Lewes","DE","Sussex","19958","30","M","2018-10-12T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
"BEV0219347","1000","Wilmington","DE","New Castle","19801","27","M","2018-12-21T00:00:00.000","Tesla Motors","Electric","Tesla","Model S","2018","No","11435","5645","5790"
"BEV0219348","3500","Newark","DE","New Castle","19715","42","M","2019-02-06T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
"BEV0219449","3500","Newark","DE","New Castle","19711","28","M","2019-01-26T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
"BEV0219450","3500","Dover","DE","Kent","19901","43","M","2018-12-23T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
"BEV0219351","3500","Rehoboth Beach","DE","Sussex","19971","73","M","2018-12-29T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
"BEV0219352","3500","Wilmington","DE","New Castle","19803",,,"2018-07-26T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
"BEV0219353","3500","Smyrna","DE","New Castle","19977","43","M","2018-11-28T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
"BEV0219354","3500","Middletown","DE","New Castle","19709","31","M","2019-02-13T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
"BEV0219355","3500","Newark","DE","New Castle","19711","50","F","2018-12-22T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
"BEV0219356","3500","Magnolia","DE","New Castle","19962","57","F","2018-09-15T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
"BEV0219357","3500","Newark","DE","New Castle","19711","38","M","2018-10-24T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
"BEV0219358","3500","Wilmington","DE","New Castle","19810","34","M","2018-11-09T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
"BEV0219359","3500","New Castle","DE","New Castle","19720","35","M","2018-12-27T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
"BEV0219360","3500","Newark","DE","New Castle","19702","30","M","2018-12-27T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
"BEV0219361","3500","Wilmington","DE","New Castle","19810","35","M","2019-01-29T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
"BEV0319362","3500","Hockessin","DE","New Castle","19707","50","F","2018-09-15T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
"BEV0319363","3500","Middletown","DE","New Castle","19709","32","M","2019-02-01T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
"BEV0319364","1000","Wilmington","DE","New Castle","19807","64","F","2019-02-28T00:00:00.000","Union Park Automotive Group","Electric","Jaguar","I-Pace","2019","No","11435","5645","5790"
"BEV0319365","3500","Newark","DE","New Castle","19711","43","F","2018-09-09T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
"BEV0319366","3500","Wilmington","DE","New Castle","19806","36","M","2018-11-16T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
"BEV0319367","3500","Bear","DE","New Castle","19701","33","F","2018-10-23T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
"BEV0319268","3500","Middletown","DE","New Castle","19709","30","F","2019-03-02T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
"BEV0319269","3500","Newark","DE","New Castle","19711","44","M","2018-11-19T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
"BEV0319270","3500","Newark","DE","New Castle","19711","35","F","2018-10-03T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
"BEV0319271","3500","Lewes","DE","New Castle","19958","35","F","2019-03-07T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV0319372","3500","Rehoboth Beach","DE","New Castle","19971","68","M","2019-02-21T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
"BEV0319373","3500","Newark","DE","New Castle","19702","65","F","2018-11-20T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
"BEV0319374","3500","Middletown","DE","New Castle","19709","62","F","2019-02-16T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
"BEV0319375","3500","Bear","DE","New Castle","19701","31","M","2019-03-09T00:00:00.000","Heritage Hyundai Towson","Electric","Hyundai","Kona EV","2019","No","11435","5645","5790"
"BEV0319376","3500","Claymont","DE","New Castle","19703","31","F","2018-07-03T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
"BEV0319377","3500","Newark","DE","New Castle","19702","25","F","2019-02-02T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV0319378","3500","Hockessin","DE","New Castle","19707","58","M","2018-08-24T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
"BEV0319379","3500","Bear","DE","New Castle","19701","50","M","2018-08-10T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
"BEV0319380","3500","Wilmington","DE","New Castle","19801","48","F","2018-09-27T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
"BEV0319381","3500","Wilmington","DE","New Castle","19807","48","F","2018-12-28T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
"BEV0319382","3500","Magnolia","DE","New Castle","19962","38","F","2019-03-08T00:00:00.000","Diver Chevrolet","Electric","Chevrolet","Bolt","2019","No","11435","5645","5790"
"BEV0319383","3500","Wilmington","DE","New Castle","19808","44","M","2019-02-06T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV0319384","3500","Wilmington","DE","New Castle","19808","33","M","2019-12-22T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
"BEV0319385","3500","Claymont","DE","New Castle","19703","33","F","2019-03-05T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV0419386","3500","Wilmington","DE","New Castle","19806","60","M","2018-11-14T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
"BEV0419387","1000","Wilmington","DE","New Castle","19807","38","M","2019-03-20T00:00:00.000","Union Park Automotive Group","Electric","Jaguar","I-Pace","2019","No","11435","5645","5790"
"BEV0419388","3500","Wilmington","DE","New Castle","19810","72","M","2018-12-19T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV0419389","3500","Dover","DE","New Castle","19901","37","M","2018-11-19T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV0419390","3500","Wilmington","DE","New Castle","19810","25","M","2019-03-19T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
"BEV0419391","3500","Newark","DE","New Castle","19711","30","M","2018-11-08T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
"BEV0419392","3500","Milford","DE","Sussex","19963","60","M","2019-03-23T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV0419393","3500","Wilmington","DE","New Castle","19807","60","M","2019-02-28T00:00:00.000","North Penn Volkswagen","Electric","Volkswagen","e-golf","2019","No","11435","5645","5790"
"BEV0419394","3500","Wilmington","DE","New Castle","19808","56","F","2018-09-08T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
"BEV0419395","3500","Wilmington","DE","New Castle","19808","57","F","2019-02-25T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV0419396","3500","Frankford","DE","New Castle","19945","63","M","2019-03-23T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV0419297","3500","Wilmington","DE","New Castle","19807","33","F","2018-12-29T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
"BEV0419398","1000","Newark","DE","New Castle","19711","38","F","2019-03-30T00:00:00.000","Union Park Automotive Group","Electric","Jaguar","I-Pace","2019","No","11435","5645","5790"
"BEV0419399","3500","New Castle","DE","New Castle","19720","44","F","2019-03-30T00:00:00.000","Nucar Chevrolet","Electric","Chevrolet","Bolt","2019","No","11435","5645","5790"
"BEV0419400","3500","Wilmington","DE","New Castle","19809","60","M","2019-03-26T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV0419401","3500","Smyrna","DE","Kent","19977","58","M","2018-11-10T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
"BEV0419402","3500","Bear","DE","New Castle","19701","32","F","2018-10-25T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
"BEV0419403","3500","Newark","DE","New Castle","19711","34","M","2019-03-23T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
"BEV0419404","3500","New Castle","DE","New Castle","19720","29","M","2019-03-13T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
"BEV0419405","3500","Wilmington","DE","New Castle","19808","39","F","2019-03-18T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV0419406","3500","Lewes","DE","Sussex","19958","63","F","2018-09-24T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
"BEV0419407","3500","Claymont","DE","New Castle","19703","32","F","2019-03-30T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV0419408","3500","New Castle","DE","New Castle","19720","63","M","2019-03-27T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV0419409","3500","Newark","DE","New Castle","19711","70","M","2019-03-30T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV0419410","3500","Millsboro","DE","Sussex","19966","65","M","2019-03-23T00:00:00.000","Preston Hyundai","Electric","Hyundai","Kona EV","2019","No","11435","5645","5790"
"BEV0419411","3500","Wilmington","DE","New Castle","19810","57","M","2019-03-30T00:00:00.000","Burns Hyundai","Electric","Hyundai","Kona EV","2019","No","11435","5645","5790"
"BEV0419412","3500","Bear","DE","New Castle","19701","37","M","2018-11-27T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
"BEV0419413","3500","Lewes","DE","Sussex","19958","61","M","2018-12-28T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
"BEV0419414","3500","Lewes","DE","Sussex","19958","33","M","2018-07-09T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
"BEV0419415","3500","Newark","DE","New Castle","19711","36","M","2019-03-13T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
"BEV0419416","3500","Newark","DE","New Castle","19702","46","M","2019-04-18T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
"BEV0419417","3500","Middletown","DE","New Castle","19709","36","M","2018-09-07T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
"BEV0419418","3500","Middletown","DE","New Castle","19709","23","F","2019-03-27T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV0419419","3500","Milton","DE","Sussex","19968","67","M","2019-02-28T00:00:00.000","Diver Chevrolet","Electric","Chevrolet","Bolt","2019","No","11435","5645","5790"
"BEV0419420","3500","Camden Wyoming","DE","Kent","19934","54","M","2019-03-23T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2019","No","11435","5645","5790"
"BEV0419421","3500","Newark","DE","New Castle","19711","34","M","2018-11-14T00:00:00.000","Tesla Motors","Electric","Tesla","Model 3","2018","No","11435","5645","5790"
