"parish","zipcode","year","month","count"
"Orleans","70113","2014","August","4165"
"Orleans","70113","2014","September","4174"
"Orleans","70113","2014","October","4186"
"Orleans","70113","2014","November","4193"
"Orleans","70113","2014","December","4200"
"Orleans","70113","2015","January","4485"
"Orleans","70113","2015","February","4502"
"Orleans","70113","2015","March","4506"
"Orleans","70113","2015","April","4508"
"Orleans","70113","2015","May","4154"
"Orleans","70113","2015","June","4569"
"Orleans","70113","2015","July","4584"
"Orleans","70113","2015","August","4590"
"Orleans","70113","2015","September","4599"
"Orleans","70113","2015","October","4615"
"Orleans","70113","2015","November","4621"
"Orleans","70113","2015","December","4629"
"Orleans","70113","2016","January","4626"
"Orleans","70113","2016","February","4624"
"Orleans","70113","2016","March","4622"
"Orleans","70113","2016","April","4756"
"Orleans","70113","2016","May","4753"
"Orleans","70113","2016","June","4773"
"Orleans","70113","2016","July","4781"
"Orleans","70113","2016","August","4787"
"Orleans","70113","2016","October","4813"
"Orleans","70113","2016","November","4813"
"Orleans","70113","2016","December","4813"
"Orleans","70113","2016","September","4809"
"Orleans","70113","2017","January","4815"
"Orleans","70113","2017","February","4849"
"Orleans","70113","2017","March","4853"
"Orleans","70113","2017","April","4855"
"Orleans","70113","2017","May","4856"
"Orleans","70113","2017","June","4856"
"Orleans","70113","2017","July","4857"
"Orleans","70113","2017","August","4859"
"Orleans","70113","2017","October","4860"
"Orleans","70113","2017","November","4860"
"Orleans","70113","2017","December","4861"
"Orleans","70113","2017","September","4860"
"Orleans","70113","2018","January","4861"
"Orleans","70113","2018","February","4861"
"Orleans","70113","2018","March","4867"
"Orleans","70113","2018","April","4877"
"Orleans","70113","2018","May","4905"
"Orleans","70114","2005","July","11897"
"Orleans","70114","2006","August","11935"
"Orleans","70114","2006","September","11935"
"Orleans","70114","2006","October","11936"
"Orleans","70114","2006","November","11936"
"Orleans","70114","2006","December","11937"
"Orleans","70114","2007","January","11507"
"Orleans","70114","2007","February","11556"
"Orleans","70114","2007","March","11560"
"Orleans","70114","2007","April","11561"
"Orleans","70114","2007","May","11621"
"Orleans","70114","2007","June","11724"
"Orleans","70114","2007","July","11733"
"Orleans","70114","2007","August","11656"
"Orleans","70114","2007","September","10717"
"Orleans","70114","2007","October","10664"
"Orleans","70114","2007","November","10669"
"Orleans","70114","2007","December","10681"
"Orleans","70114","2008","January","10689"
"Orleans","70114","2008","February","10457"
"Orleans","70114","2008","March","10473"
"Orleans","70114","2008","April","10459"
"Orleans","70114","2008","May","10472"
"Orleans","70114","2008","June","10486"
"Orleans","70114","2008","July","10487"
"Orleans","70114","2008","August","10497"
"Orleans","70114","2008","September","10504"
"Orleans","70114","2008","October","10517"
"Orleans","70114","2008","November","10533"
"Orleans","70114","2008","December","10570"
"Orleans","70114","2009","January","10622"
"Orleans","70114","2009","February","10665"
"Orleans","70114","2009","March","10708"
"Orleans","70114","2009","April","11015"
"Orleans","70114","2009","May","11060"
"Orleans","70114","2009","June","10761"
"Orleans","70114","2009","July","10776"
"Orleans","70114","2009","August","10799"
"Orleans","70114","2009","September","10820"
"Orleans","70114","2009","October","10836"
"Orleans","70114","2009","November","10859"
"Orleans","70114","2009","December","10632"
"Orleans","70114","2010","January","10638"
"Orleans","70114","2010","February","10647"
"Orleans","70114","2010","March","10657"
"Orleans","70114","2010","April","10670"
"Orleans","70114","2010","May","10679"
"Orleans","70114","2010","June","10706"
"Orleans","70114","2010","July","10719"
"Orleans","70114","2010","August","10729"
"Orleans","70114","2010","September","10566"
"Orleans","70114","2010","October","10699"
"Orleans","70114","2010","November","10778"
"Orleans","70114","2010","December","10787"
"Orleans","70114","2011","January","10800"
"Orleans","70114","2011","February","10812"
"Orleans","70114","2011","March","10813"
"Orleans","70114","2011","April","10861"
"Orleans","70114","2011","May","10856"
"Orleans","70114","2011","June","10715"
"Orleans","70114","2011","July","10639"
"Orleans","70114","2011","August","10654"
"Orleans","70114","2011","September","10660"
"Orleans","70114","2011","October","10662"
"Orleans","70114","2011","November","10644"
"Orleans","70114","2011","December","10641"
"Orleans","70114","2012","January","10596"
"Orleans","70114","2012","February","10574"
"Orleans","70114","2012","March","10586"
"Orleans","70114","2012","April","10593"
"Orleans","70114","2012","May","10598"
"Orleans","70114","2012","August","10585"
"Orleans","70114","2012","September","10584"
"Orleans","70114","2012","October","10593"
"Orleans","70114","2012","November","10601"
"Orleans","70114","2012","December","10611"
"Orleans","70114","2012","July","10588"
"Orleans","70114","2012","June","10604"
"Orleans","70114","2013","January","10604"
"Orleans","70114","2013","February","10583"
"Orleans","70114","2013","March","10600"
"Orleans","70114","2013","April","10598"
"Orleans","70114","2013","May","10607"
"Orleans","70114","2013","August","10686"
"Orleans","70114","2013","September","10695"
"Orleans","70114","2013","October","10717"
"Orleans","70114","2013","November","10722"
"Orleans","70114","2013","December","10719"
"Orleans","70114","2013","July","10620"
"Orleans","70114","2013","June","10614"
"Orleans","70114","2014","January","10745"
"Orleans","70114","2014","February","10750"
"Orleans","70114","2014","March","10613"
"Orleans","70114","2014","April","10618"
"Orleans","70114","2014","May","10623"
"Orleans","70114","2014","June","10630"
"Orleans","70114","2014","July","10637"
"Orleans","70114","2014","August","10640"
"Orleans","70114","2014","September","10641"
"Orleans","70114","2014","October","10641"
"Orleans","70114","2014","November","10639"
"Orleans","70114","2014","December","10636"
"Orleans","70114","2015","January","10637"
"Orleans","70114","2015","February","10671"
"Orleans","70114","2015","March","10591"
"Orleans","70114","2015","April","10623"
"Orleans","70114","2015","May","10623"
"Orleans","70114","2015","June","10682"
"Orleans","70114","2015","July","10704"
"Orleans","70114","2015","August","10718"
"Orleans","70114","2015","September","10738"
"Orleans","70114","2015","October","10677"
"Orleans","70114","2015","November","10703"
"Orleans","70114","2015","December","10702"
"Orleans","70114","2016","January","10719"
"Orleans","70114","2016","February","10717"
"Orleans","70114","2016","March","10714"
"Orleans","70114","2016","April","10731"
"Orleans","70114","2016","May","10740"
"Orleans","70114","2016","June","10749"
"Orleans","70114","2016","July","10746"
"Orleans","70114","2016","August","10760"
"Orleans","70114","2016","October","10757"
"Orleans","70114","2016","November","10763"
"Orleans","70114","2016","December","10768"
"Orleans","70114","2016","September","10756"
"Orleans","70114","2017","January","10762"
"Orleans","70114","2017","February","10767"
"Orleans","70114","2017","March","10784"
"Orleans","70114","2017","April","10755"
"Orleans","70114","2017","May","10762"
"Orleans","70114","2017","June","10766"
"Orleans","70114","2017","July","10773"
"Orleans","70114","2017","August","10768"
"Orleans","70114","2017","October","10767"
"Orleans","70114","2017","November","10768"
"Orleans","70114","2017","December","10771"
"Orleans","70114","2017","September","10766"
"Orleans","70114","2018","January","10775"
"Orleans","70114","2018","February","10775"
"Orleans","70114","2018","March","10778"
"Orleans","70114","2018","April","10776"
"Orleans","70114","2018","May","10768"
"Orleans","70115","2005","July","18407"
"Orleans","70115","2006","August","15107"
"Orleans","70115","2006","September","15671"
"Orleans","70115","2006","October","15734"
"Orleans","70115","2006","November","15752"
"Orleans","70115","2006","December","15824"
"Orleans","70115","2007","January","15870"
"Orleans","70115","2007","February","15888"
"Orleans","70115","2007","March","16012"
"Orleans","70115","2007","April","16031"
"Orleans","70115","2007","May","16095"
"Orleans","70115","2007","June","16362"
"Orleans","70115","2007","July","16560"
"Orleans","70115","2007","August","16783"
"Orleans","70115","2007","September","16856"
"Orleans","70115","2007","October","16870"
"Orleans","70115","2007","November","16873"
"Orleans","70115","2007","December","16876"
"Orleans","70115","2008","January","16799"
"Orleans","70115","2008","February","16896"
"Orleans","70115","2008","March","16827"
"Orleans","70115","2008","April","16870"
"Orleans","70115","2008","May","17095"
"Orleans","70115","2008","June","16967"
"Orleans","70115","2008","July","16984"
"Orleans","70115","2008","August","17090"
"Orleans","70115","2008","September","17071"
"Orleans","70115","2008","October","17105"
"Orleans","70115","2008","November","17115"
"Orleans","70115","2008","December","17107"
"Orleans","70115","2009","January","16378"
"Orleans","70115","2009","February","16477"
"Orleans","70115","2009","March","16480"
"Orleans","70115","2009","April","16661"
"Orleans","70115","2009","May","16673"
"Orleans","70115","2009","June","16633"
"Orleans","70115","2009","July","16658"
"Orleans","70115","2009","August","16675"
"Orleans","70115","2009","September","16747"
"Orleans","70115","2009","October","16755"
"Orleans","70115","2009","November","16761"
"Orleans","70115","2009","December","16768"
"Orleans","70115","2010","January","16808"
"Orleans","70115","2010","February","16810"
"Orleans","70115","2010","March","16851"
"Orleans","70115","2010","April","16877"
"Orleans","70115","2010","May","16960"
"Orleans","70115","2010","June","16955"
"Orleans","70115","2010","July","16971"
"Orleans","70115","2010","August","17019"
"Orleans","70115","2010","September","17179"
"Orleans","70115","2010","October","17252"
"Orleans","70115","2010","November","17403"
"Orleans","70115","2010","December","17415"
"Orleans","70115","2011","January","17416"
"Orleans","70115","2011","February","17364"
"Orleans","70115","2011","March","17382"
"Orleans","70115","2011","April","17403"
"Orleans","70115","2011","May","17421"
"Orleans","70115","2011","June","17483"
"Orleans","70115","2011","July","17610"
"Orleans","70115","2011","August","17635"
"Orleans","70115","2011","September","17650"
"Orleans","70115","2011","October","17676"
"Orleans","70115","2011","November","17680"
"Orleans","70115","2011","December","17684"
"Orleans","70115","2012","January","17692"
"Orleans","70115","2012","February","17707"
"Orleans","70115","2012","March","17714"
"Orleans","70115","2012","April","17727"
"Orleans","70115","2012","May","17788"
"Orleans","70115","2012","August","17789"
"Orleans","70115","2012","September","17793"
"Orleans","70115","2012","October","17782"
"Orleans","70115","2012","November","17784"
"Orleans","70115","2012","December","17785"
"Orleans","70115","2012","July","17783"
"Orleans","70115","2012","June","17794"
"Orleans","70115","2013","January","17847"
"Orleans","70115","2013","February","17844"
"Orleans","70115","2013","March","17877"
"Orleans","70115","2013","April","17875"
"Orleans","70115","2013","May","17892"
"Orleans","70115","2013","August","17891"
"Orleans","70115","2013","September","17891"
"Orleans","70115","2013","October","17924"
"Orleans","70115","2013","November","17924"
"Orleans","70115","2013","December","17942"
"Orleans","70115","2013","July","17889"
"Orleans","70115","2013","June","17891"
"Orleans","70115","2014","January","17962"
"Orleans","70115","2014","February","17964"
"Orleans","70115","2014","March","17934"
"Orleans","70115","2014","April","17945"
"Orleans","70115","2014","May","17978"
"Orleans","70115","2014","June","17996"
"Orleans","70115","2014","July","18009"
"Orleans","70115","2014","August","18019"
"Orleans","70115","2014","September","18028"
"Orleans","70115","2014","October","18033"
"Orleans","70115","2014","November","18034"
"Orleans","70115","2014","December","18030"
"Orleans","70115","2015","January","18031"
"Orleans","70115","2015","February","17997"
"Orleans","70115","2015","March","17973"
"Orleans","70115","2015","April","17969"
"Orleans","70115","2015","May","17978"
"Orleans","70115","2015","June","18038"
"Orleans","70115","2015","July","18076"
"Orleans","70115","2015","August","18084"
"Orleans","70115","2015","September","18116"
"Orleans","70115","2015","October","18122"
"Orleans","70115","2015","November","18146"
"Orleans","70115","2015","December","18110"
"Orleans","70115","2016","January","18118"
"Orleans","70115","2016","February","18118"
"Orleans","70115","2016","March","18131"
"Orleans","70115","2016","April","18144"
"Orleans","70115","2016","May","18133"
"Orleans","70115","2016","June","18132"
"Orleans","70115","2016","July","18149"
"Orleans","70115","2016","August","18161"
"Orleans","70115","2016","October","18171"
"Orleans","70115","2016","November","18174"
"Orleans","70115","2016","December","18179"
"Orleans","70115","2016","September","18165"
"Orleans","70115","2017","January","18180"
"Orleans","70115","2017","February","18183"
"Orleans","70115","2017","March","18196"
"Orleans","70115","2017","April","18202"
"Orleans","70115","2017","May","18206"
"Orleans","70115","2017","June","18216"
"Orleans","70115","2017","July","18221"
"Orleans","70115","2017","August","18261"
"Orleans","70115","2017","October","18253"
"Orleans","70115","2017","November","18254"
"Orleans","70115","2017","December","18257"
"Orleans","70115","2017","September","18257"
"Orleans","70115","2018","January","18241"
"Orleans","70115","2018","February","18220"
"Orleans","70115","2018","March","18225"
"Orleans","70115","2018","April","18230"
"Orleans","70115","2018","May","18270"
"Orleans","70116","2005","July","7917"
"Orleans","70116","2006","August","5306"
"Orleans","70116","2006","September","5343"
"Orleans","70116","2006","October","5939"
"Orleans","70116","2006","November","5969"
"Orleans","70116","2006","December","6110"
"Orleans","70116","2007","January","6160"
"Orleans","70116","2007","February","6181"
"Orleans","70116","2007","March","6204"
"Orleans","70116","2007","April","6695"
"Orleans","70116","2007","May","6736"
"Orleans","70116","2007","June","6763"
"Orleans","70116","2007","July","6786"
"Orleans","70116","2007","August","6968"
"Orleans","70116","2007","September","6958"
"Orleans","70116","2007","October","6971"
"Orleans","70116","2007","November","7013"
"Orleans","70116","2007","December","7034"
"Orleans","70116","2008","January","7047"
"Orleans","70116","2008","February","7058"
"Orleans","70116","2008","March","7050"
"Orleans","70116","2008","April","6904"
"Orleans","70116","2008","May","6929"
"Orleans","70116","2008","June","6957"
"Orleans","70116","2008","July","6783"
"Orleans","70116","2008","August","6789"
"Orleans","70116","2008","September","6803"
"Orleans","70116","2008","October","6818"
"Orleans","70116","2008","November","6885"
"Orleans","70116","2008","December","6886"
"Orleans","70116","2009","January","6895"
"Orleans","70116","2009","February","6893"
"Orleans","70116","2009","March","6903"
"Orleans","70116","2009","April","7002"
"Orleans","70116","2009","May","7034"
"Orleans","70116","2009","June","7036"
"Orleans","70116","2009","July","7047"
"Orleans","70116","2009","August","7059"
"Orleans","70116","2009","September","7073"
"Orleans","70116","2009","October","7076"
"Orleans","70116","2009","November","7082"
"Orleans","70116","2009","December","7084"
"Orleans","70116","2010","January","7085"
"Orleans","70116","2010","February","7088"
"Orleans","70116","2010","March","7097"
"Orleans","70116","2010","April","7101"
"Orleans","70116","2010","May","7127"
"Orleans","70116","2010","June","6954"
"Orleans","70116","2010","July","7011"
"Orleans","70116","2010","August","7053"
"Orleans","70116","2010","September","7096"
"Orleans","70116","2010","October","7144"
"Orleans","70116","2010","November","7161"
"Orleans","70116","2010","December","7177"
"Orleans","70116","2011","January","7185"
"Orleans","70116","2011","February","7198"
"Orleans","70116","2011","March","7211"
"Orleans","70116","2011","April","7223"
"Orleans","70116","2011","May","7242"
"Orleans","70116","2011","June","7250"
"Orleans","70116","2011","July","7268"
"Orleans","70116","2011","August","7281"
"Orleans","70116","2011","September","7303"
"Orleans","70116","2011","October","7314"
"Orleans","70116","2011","November","7320"
"Orleans","70116","2011","December","7327"
"Orleans","70116","2012","January","7330"
"Orleans","70116","2012","February","7351"
"Orleans","70116","2012","March","7366"
"Orleans","70116","2012","April","7383"
"Orleans","70116","2012","May","7394"
"Orleans","70116","2012","August","7422"
"Orleans","70116","2012","September","7425"
"Orleans","70116","2012","October","7427"
"Orleans","70116","2012","November","7459"
"Orleans","70116","2012","December","7428"
"Orleans","70116","2012","July","7421"
"Orleans","70116","2012","June","7422"
"Orleans","70116","2013","January","7425"
"Orleans","70116","2013","February","7440"
"Orleans","70116","2013","March","7448"
"Orleans","70116","2013","April","7462"
"Orleans","70116","2013","May","7475"
"Orleans","70116","2013","August","7524"
"Orleans","70116","2013","September","7537"
"Orleans","70116","2013","October","7559"
"Orleans","70116","2013","November","7563"
"Orleans","70116","2013","December","7564"
"Orleans","70116","2013","July","7509"
"Orleans","70116","2013","June","7494"
"Orleans","70116","2014","January","7564"
"Orleans","70116","2014","February","7568"
"Orleans","70116","2014","March","7616"
"Orleans","70116","2014","April","7605"
"Orleans","70116","2014","May","7605"
"Orleans","70116","2014","June","7611"
"Orleans","70116","2014","July","7613"
"Orleans","70116","2014","August","7620"
"Orleans","70116","2014","September","7658"
"Orleans","70116","2014","October","7663"
"Orleans","70116","2014","November","7678"
"Orleans","70116","2014","December","7683"
"Orleans","70116","2015","January","7693"
"Orleans","70116","2015","February","7702"
"Orleans","70116","2015","March","7797"
"Orleans","70116","2015","April","7802"
"Orleans","70116","2015","May","7605"
"Orleans","70116","2015","June","7837"
"Orleans","70116","2015","July","7852"
"Orleans","70116","2015","August","7856"
"Orleans","70116","2015","September","7876"
"Orleans","70116","2015","October","7884"
"Orleans","70116","2015","November","7892"
"Orleans","70116","2015","December","7897"
"Orleans","70116","2016","January","7899"
"Orleans","70116","2016","February","7901"
"Orleans","70116","2016","March","7916"
"Orleans","70116","2016","April","7930"
"Orleans","70116","2016","May","7944"
"Orleans","70116","2016","June","7956"
"Orleans","70116","2016","July","7984"
"Orleans","70116","2016","August","8010"
"Orleans","70116","2016","October","7984"
"Orleans","70116","2016","November","7996"
"Orleans","70116","2016","December","7999"
"Orleans","70116","2016","September","8020"
"Orleans","70116","2017","January","8012"
"Orleans","70116","2017","February","8033"
"Orleans","70116","2017","March","8039"
"Orleans","70116","2017","April","8060"
"Orleans","70116","2017","May","8061"
"Orleans","70116","2017","June","8073"
"Orleans","70116","2017","July","8083"
"Orleans","70116","2017","August","8088"
"Orleans","70116","2017","October","8090"
"Orleans","70116","2017","November","8090"
"Orleans","70116","2017","December","8091"
"Orleans","70116","2017","September","8089"
"Orleans","70116","2018","January","8093"
"Orleans","70116","2018","February","8095"
"Orleans","70116","2018","March","8094"
"Orleans","70116","2018","April","8097"
"Orleans","70116","2018","May","8100"
"Orleans","70117","2005","July","20191"
"Orleans","70117","2006","August","6150"
"Orleans","70117","2006","September","6503"
"Orleans","70117","2006","October","6726"
"Orleans","70117","2006","November","6839"
"Orleans","70117","2006","December","7555"
"Orleans","70117","2007","January","7658"
"Orleans","70117","2007","February","7481"
"Orleans","70117","2007","March","7590"
"Orleans","70117","2007","April","8237"
"Orleans","70117","2007","May","8530"
"Orleans","70117","2007","June","8647"
"Orleans","70117","2007","July","8972"
"Orleans","70117","2007","August","8959"
"Orleans","70117","2007","September","9115"
"Orleans","70117","2007","October","9277"
"Orleans","70117","2007","November","9450"
"Orleans","70117","2007","December","9593"
"Orleans","70117","2008","January","9727"
"Orleans","70117","2008","February","9900"
"Orleans","70117","2008","March","9861"
"Orleans","70117","2008","April","10063"
"Orleans","70117","2008","May","10181"
"Orleans","70117","2008","June","9907"
"Orleans","70117","2008","July","9969"
"Orleans","70117","2008","August","10026"
"Orleans","70117","2008","September","10146"
"Orleans","70117","2008","October","10236"
"Orleans","70117","2008","November","10350"
"Orleans","70117","2008","December","10524"
"Orleans","70117","2009","January","10591"
"Orleans","70117","2009","February","10685"
"Orleans","70117","2009","March","10751"
"Orleans","70117","2009","April","11344"
"Orleans","70117","2009","May","11415"
"Orleans","70117","2009","June","11466"
"Orleans","70117","2009","July","11555"
"Orleans","70117","2009","August","11620"
"Orleans","70117","2009","September","11734"
"Orleans","70117","2009","October","11841"
"Orleans","70117","2009","November","11913"
"Orleans","70117","2009","December","11964"
"Orleans","70117","2010","January","12013"
"Orleans","70117","2010","February","12092"
"Orleans","70117","2010","March","12118"
"Orleans","70117","2010","April","12219"
"Orleans","70117","2010","May","12281"
"Orleans","70117","2010","June","12306"
"Orleans","70117","2010","July","12011"
"Orleans","70117","2010","August","12038"
"Orleans","70117","2010","September","12082"
"Orleans","70117","2010","October","12326"
"Orleans","70117","2010","November","12339"
"Orleans","70117","2010","December","12334"
"Orleans","70117","2011","January","12390"
"Orleans","70117","2011","February","12448"
"Orleans","70117","2011","March","12580"
"Orleans","70117","2011","April","12606"
"Orleans","70117","2011","May","12671"
"Orleans","70117","2011","June","12808"
"Orleans","70117","2011","July","12866"
"Orleans","70117","2011","August","12939"
"Orleans","70117","2011","September","13010"
"Orleans","70117","2011","October","13109"
"Orleans","70117","2011","November","13161"
"Orleans","70117","2011","December","13182"
"Orleans","70117","2012","January","13234"
"Orleans","70117","2012","February","13286"
"Orleans","70117","2012","March","13320"
"Orleans","70117","2012","April","13417"
"Orleans","70117","2012","May","13438"
"Orleans","70117","2012","August","13468"
"Orleans","70117","2012","September","13531"
"Orleans","70117","2012","October","13575"
"Orleans","70117","2012","November","13589"
"Orleans","70117","2012","December","13597"
"Orleans","70117","2012","July","13458"
"Orleans","70117","2012","June","13466"
"Orleans","70117","2013","January","13652"
"Orleans","70117","2013","February","13655"
"Orleans","70117","2013","March","13710"
"Orleans","70117","2013","April","13754"
"Orleans","70117","2013","May","13781"
"Orleans","70117","2013","August","14016"
"Orleans","70117","2013","September","14045"
"Orleans","70117","2013","October","14081"
"Orleans","70117","2013","November","14103"
"Orleans","70117","2013","December","14152"
"Orleans","70117","2013","July","13992"
"Orleans","70117","2013","June","13856"
"Orleans","70117","2014","January","14165"
"Orleans","70117","2014","February","14188"
"Orleans","70117","2014","March","14225"
"Orleans","70117","2014","April","14269"
"Orleans","70117","2014","May","14299"
"Orleans","70117","2014","June","14458"
"Orleans","70117","2014","July","14602"
"Orleans","70117","2014","August","14622"
"Orleans","70117","2014","September","14765"
"Orleans","70117","2014","October","14870"
"Orleans","70117","2014","November","14725"
"Orleans","70117","2014","December","14737"
"Orleans","70117","2015","January","14747"
"Orleans","70117","2015","February","14786"
"Orleans","70117","2015","March","14801"
"Orleans","70117","2015","April","14855"
"Orleans","70117","2015","May","14299"
"Orleans","70117","2015","June","14930"
"Orleans","70117","2015","July","14804"
"Orleans","70117","2015","August","14830"
"Orleans","70117","2015","September","14858"
"Orleans","70117","2015","October","14909"
"Orleans","70117","2015","November","14939"
"Orleans","70117","2015","December","14964"
"Orleans","70117","2016","January","14973"
"Orleans","70117","2016","February","14968"
"Orleans","70117","2016","March","14986"
"Orleans","70117","2016","April","14997"
"Orleans","70117","2016","May","15019"
"Orleans","70117","2016","June","15015"
"Orleans","70117","2016","July","15010"
"Orleans","70117","2016","August","15021"
"Orleans","70117","2016","October","15038"
"Orleans","70117","2016","November","15042"
"Orleans","70117","2016","December","15142"
"Orleans","70117","2016","September","15033"
"Orleans","70117","2017","January","15149"
"Orleans","70117","2017","February","15176"
"Orleans","70117","2017","March","15189"
"Orleans","70117","2017","April","15212"
"Orleans","70117","2017","May","15236"
"Orleans","70117","2017","June","15239"
"Orleans","70117","2017","July","15249"
"Orleans","70117","2017","August","15285"
"Orleans","70117","2017","October","15298"
"Orleans","70117","2017","November","15301"
"Orleans","70117","2017","December","15301"
"Orleans","70117","2017","September","15291"
"Orleans","70117","2018","January","15296"
"Orleans","70117","2018","February","15301"
"Orleans","70117","2018","March","15336"
"Orleans","70117","2018","April","15371"
"Orleans","70117","2018","May","15376"
"Orleans","70118","2005","July","15779"
"Orleans","70118","2006","August","12052"
"Orleans","70118","2006","September","12471"
"Orleans","70118","2006","October","12465"
"Orleans","70118","2006","November","12533"
"Orleans","70118","2006","December","12933"
"Orleans","70118","2007","January","13064"
"Orleans","70118","2007","February","13183"
"Orleans","70118","2007","March","13259"
"Orleans","70118","2007","April","13297"
"Orleans","70118","2007","May","13511"
"Orleans","70118","2007","June","13519"
"Orleans","70118","2007","July","13774"
"Orleans","70118","2007","August","14338"
"Orleans","70118","2007","September","14339"
"Orleans","70118","2007","October","14373"
"Orleans","70118","2007","November","14402"
"Orleans","70118","2007","December","14422"
"Orleans","70118","2008","January","14309"
"Orleans","70118","2008","February","14380"
"Orleans","70118","2008","March","14386"
"Orleans","70118","2008","April","14362"
"Orleans","70118","2008","May","14320"
"Orleans","70118","2008","June","14370"
"Orleans","70118","2008","July","14386"
"Orleans","70118","2008","August","14458"
"Orleans","70118","2008","September","14487"
"Orleans","70118","2008","October","14497"
"Orleans","70118","2008","November","14535"
"Orleans","70118","2008","December","14477"
"Orleans","70118","2009","January","14488"
"Orleans","70118","2009","February","14547"
"Orleans","70118","2009","March","14553"
"Orleans","70118","2009","April","14815"
"Orleans","70118","2009","May","14516"
"Orleans","70118","2009","June","14538"
"Orleans","70118","2009","July","14561"
"Orleans","70118","2009","August","14565"
"Orleans","70118","2009","September","14599"
"Orleans","70118","2009","October","14672"
"Orleans","70118","2009","November","14683"
"Orleans","70118","2009","December","14688"
"Orleans","70118","2010","January","14693"
"Orleans","70118","2010","February","14764"
"Orleans","70118","2010","March","14801"
"Orleans","70118","2010","April","14812"
"Orleans","70118","2010","May","14803"
"Orleans","70118","2010","June","14465"
"Orleans","70118","2010","July","14481"
"Orleans","70118","2010","August","14548"
"Orleans","70118","2010","September","14583"
"Orleans","70118","2010","October","14651"
"Orleans","70118","2010","November","14759"
"Orleans","70118","2010","December","14774"
"Orleans","70118","2011","January","14823"
"Orleans","70118","2011","February","14845"
"Orleans","70118","2011","March","14877"
"Orleans","70118","2011","April","14885"
"Orleans","70118","2011","May","14907"
"Orleans","70118","2011","June","14918"
"Orleans","70118","2011","July","14928"
