"barcode","file_name","year","first_name","middle_name","surname","alias","gender","age","physical_description","owner_s_name","owner_s_alias","prior_state_of_residence","locality","source","date_added"
"1133704","_0005_0002_0001-0002","1815","Judah",,,,"F",,,"Nancy Wallop",,"Maryland","Accomack County","Accomack County (Va.) Deeds, 1701-1838 (bulk 1737-1820)","2021-01-08T00:00:00.000"
"1133704","_0005_0003_0001-0002","1815","James",,,,"M","21",,"Thomas Collins","Thomas Collings","Maryland","Accomack County","Accomack County (Va.) Deeds, 1701-1838 (bulk 1737-1820)","2021-01-08T00:00:00.000"
"1133704","_0005_0003_0001-0002","1815","Lavinia",,,,"F","14",,"Thomas Collins","Thomas Collings","Maryland","Accomack County","Accomack County (Va.) Deeds, 1701-1838 (bulk 1737-1820)","2021-01-08T00:00:00.000"
"1133704","_0006_0001_0001-0002","1815","Esther",,,,"F","22",,"William Mills Bevans",,"Maryland","Accomack County","Accomack County (Va.) Deeds, 1701-1838 (bulk 1737-1820)","2021-01-08T00:00:00.000"
"1133704","_0008_0001_0001-0002","1815","Penny",,,,"M","60",,"Thomas Waters",,"Maryland","Accomack County","Accomack County (Va.) Deeds, 1701-1838 (bulk 1737-1820)","2021-01-08T00:00:00.000"
"1133704","_0008_0001_0001-0002","1815","Grace",,,,"F","60",,"Thomas Waters",,"Maryland","Accomack County","Accomack County (Va.) Deeds, 1701-1838 (bulk 1737-1820)","2021-01-08T00:00:00.000"
"1133704","_0014_0002_0001-0002","1816","Esther",,,,"F","50",,"Milby Holland",,"Maryland","Accomack County","Accomack County (Va.) Deeds, 1701-1838 (bulk 1737-1820)","2021-01-08T00:00:00.000"
"1133704","_0014_0002_0001-0002","1816","Stephen",,,,"M","20",,"Milby Holland",,"Maryland","Accomack County","Accomack County (Va.) Deeds, 1701-1838 (bulk 1737-1820)","2021-01-08T00:00:00.000"
"1133704","_0014_0002_0001-0002","1816","Leah",,,,"F","12",,"Milby Holland",,"Maryland","Accomack County","Accomack County (Va.) Deeds, 1701-1838 (bulk 1737-1820)","2021-01-08T00:00:00.000"
"1138011","_0004_0001_0001-0002","1799","Rachil",,,,"F",,,"Joseph Crocket",,"Maryland","Accomack County","Accomack County (Va.) Free Negro and Slave Records, 1744-1861","2021-01-08T00:00:00.000"
"1138011","_0004_0001_0001-0002","1799","Nell",,,,"F",,,"Joseph Crocket",,"Maryland","Accomack County","Accomack County (Va.) Free Negro and Slave Records, 1744-1861","2021-01-08T00:00:00.000"
"1138011","_0004_0001_0001-0002","1799","Phillis",,,,"F",,,"Joseph Crocket",,"Maryland","Accomack County","Accomack County (Va.) Free Negro and Slave Records, 1744-1861","2021-01-08T00:00:00.000"
"1138011","_0004_0002_0001-0002","1807","Leah",,,,"F",,,"Curtis Jenkins",,"Maryland","Accomack County","Accomack County (Va.) Free Negro and Slave Records, 1744-1861","2021-01-08T00:00:00.000"
"1138011","_0004_0003_0001-0002","1813","Tamar",,,,"F","21",,"Lemuel Hall",,,"Accomack County","Accomack County (Va.) Free Negro and Slave Records, 1744-1861","2021-01-08T00:00:00.000"
"1138011","_0004_0003_0001-0002","1813","Esther",,,,"F","2",,"Lemuel Hall",,,"Accomack County","Accomack County (Va.) Free Negro and Slave Records, 1744-1861","2021-01-08T00:00:00.000"
"1138011","_0004_0003_0001-0002","1813","M-",,,,,"5",,"Lemuel Hall",,,"Accomack County","Accomack County (Va.) Free Negro and Slave Records, 1744-1861","2021-01-08T00:00:00.000"
"1138011","_0004_0004_0001-0002","1814","Sarah",,,,"F","13",,"Rachel R Bayly",,"Maryland","Accomack County","Accomack County (Va.) Free Negro and Slave Records, 1744-1861","2021-01-08T00:00:00.000"
"1138011","_0004_0005_0001-0002","1814","Rachel",,,,"F",,,"James Gibbons",,"Maryland","Accomack County","Accomack County (Va.) Free Negro and Slave Records, 1744-1861","2021-01-08T00:00:00.000"
"1138011","_0004_0006_0001-0002","1814","Levin",,,,"M","37",,"Benjamin Cluff",,"Maryland","Accomack County","Accomack County (Va.) Free Negro and Slave Records, 1744-1861","2021-01-08T00:00:00.000"
"1138011","_0004_0006_0001-0002","1814","David",,,,"M","16",,"Benjamin Cluff",,"Maryland","Accomack County","Accomack County (Va.) Free Negro and Slave Records, 1744-1861","2021-01-08T00:00:00.000"
"1138011","_0004_0007_0001-0002","1814","Scott",,,,"M","26",,"Stephen J Lewis",,"Maryland","Accomack County","Accomack County (Va.) Free Negro and Slave Records, 1744-1861","2021-01-08T00:00:00.000"
"1138011","_0004_0008_0001-0002","1814","George",,,,"M","23",,"Stephen J Lewis",,"Maryland","Accomack County","Accomack County (Va.) Free Negro and Slave Records, 1744-1861","2021-01-08T00:00:00.000"
"1138011","_0004_0008_0001-0002","1814","Nanny",,,,"F","27",,"Stephen J Lewis",,"Maryland","Accomack County","Accomack County (Va.) Free Negro and Slave Records, 1744-1861","2021-01-08T00:00:00.000"
"1138011","_0004_0008_0001-0002","1814","Let",,,,,"7",,"Stephen J Lewis",,"Maryland","Accomack County","Accomack County (Va.) Free Negro and Slave Records, 1744-1861","2021-01-08T00:00:00.000"
"1138011","_0004_0008_0001-0002","1814","Comfort",,,,,"6",,"Stephen J Lewis",,"Maryland","Accomack County","Accomack County (Va.) Free Negro and Slave Records, 1744-1861","2021-01-08T00:00:00.000"
"1138011","_0004_0008_0001-0002","1814","Sabra",,,,,"4",,"Stephen J Lewis",,"Maryland","Accomack County","Accomack County (Va.) Free Negro and Slave Records, 1744-1861","2021-01-08T00:00:00.000"
"1138011","_0004_0008_0001-0002","1814","Savage",,,,,"4",,"Stephen J Lewis",,"Maryland","Accomack County","Accomack County (Va.) Free Negro and Slave Records, 1744-1861","2021-01-08T00:00:00.000"
"1138011","_0004_0008_0001-0002","1814","Jinny",,,"Jinney",,"3",,"Stephen J Lewis",,"Maryland","Accomack County","Accomack County (Va.) Free Negro and Slave Records, 1744-1861","2021-01-08T00:00:00.000"
"1138011","_0004_0009_0001-0002","1815","Jim",,,,"M","40",,"Benjamin Cluff",,"Maryland","Accomack County","Accomack County (Va.) Free Negro and Slave Records, 1744-1861","2021-01-08T00:00:00.000"
"1160443","_0014_0001_0001-0004","1781","Sandy",,,,"M","40",,,,,"Amelia County","Amelia County (Va.) Free Negro and Slave Records, 1781-1866, n.d.","2021-01-08T00:00:00.000"
"1160443","_0014_0001_0001-0004","1781","Bess",,,,"F","30",,,,,"Amelia County","Amelia County (Va.) Free Negro and Slave Records, 1781-1866, n.d.","2021-01-08T00:00:00.000"
"1160443","_0014_0001_0001-0004","1781","Fortune",,,,"M","30",,,,,"Amelia County","Amelia County (Va.) Free Negro and Slave Records, 1781-1866, n.d.","2021-01-08T00:00:00.000"
"1160443","_0014_0001_0001-0004","1781","Flora",,,,"F","25",,,,,"Amelia County","Amelia County (Va.) Free Negro and Slave Records, 1781-1866, n.d.","2021-01-08T00:00:00.000"
"1160443","_0014_0001_0001-0004","1781","Tom",,,,"M","25",,,,,"Amelia County","Amelia County (Va.) Free Negro and Slave Records, 1781-1866, n.d.","2021-01-08T00:00:00.000"
"1160443","_0014_0001_0001-0004","1781","Phillis",,,,"F","18",,,,,"Amelia County","Amelia County (Va.) Free Negro and Slave Records, 1781-1866, n.d.","2021-01-08T00:00:00.000"
"1160443","_0014_0001_0001-0004","1781","Bob",,,,"M","18",,,,,"Amelia County","Amelia County (Va.) Free Negro and Slave Records, 1781-1866, n.d.","2021-01-08T00:00:00.000"
"1160443","_0014_0001_0001-0004","1781","Dinah",,,,"F","17",,,,,"Amelia County","Amelia County (Va.) Free Negro and Slave Records, 1781-1866, n.d.","2021-01-08T00:00:00.000"
"1160443","_0014_0001_0001-0004","1781","Elie",,,"Cloe",,"3",,,,,"Amelia County","Amelia County (Va.) Free Negro and Slave Records, 1781-1866, n.d.","2021-01-08T00:00:00.000"
"1160443","_0014_0001_0001-0004","1781","Pompey",,,,,"35",,,,,"Amelia County","Amelia County (Va.) Free Negro and Slave Records, 1781-1866, n.d.","2021-01-08T00:00:00.000"
"1160443","_0014_0001_0001-0004","1781","Clarinda",,,,,"40",,,,,"Amelia County","Amelia County (Va.) Free Negro and Slave Records, 1781-1866, n.d.","2021-01-08T00:00:00.000"
"1160443","_0014_0001_0001-0004","1781","Monday",,,,"M","16",,,,,"Amelia County","Amelia County (Va.) Free Negro and Slave Records, 1781-1866, n.d.","2021-01-08T00:00:00.000"
"1160443","_0014_0001_0001-0004","1781","Lenah",,,"Linah","F","14",,,,,"Amelia County","Amelia County (Va.) Free Negro and Slave Records, 1781-1866, n.d.","2021-01-08T00:00:00.000"
"1160443","_0014_0001_0001-0004","1781","Affee",,,"Effee","F","11",,,,,"Amelia County","Amelia County (Va.) Free Negro and Slave Records, 1781-1866, n.d.","2021-01-08T00:00:00.000"
"1160443","_0014_0001_0001-0004","1781","July",,,,"M","30",,,,,"Amelia County","Amelia County (Va.) Free Negro and Slave Records, 1781-1866, n.d.","2021-01-08T00:00:00.000"
"1160443","_0014_0001_0001-0004","1781","Dido",,,,"F","25",,,,,"Amelia County","Amelia County (Va.) Free Negro and Slave Records, 1781-1866, n.d.","2021-01-08T00:00:00.000"
"1160443","_0014_0001_0001-0004","1781","Frank",,,,"M","30",,,,,"Amelia County","Amelia County (Va.) Free Negro and Slave Records, 1781-1866, n.d.","2021-01-08T00:00:00.000"
"1160443","_0014_0001_0001-0004","1781","Rose",,,,"F","25",,,,,"Amelia County","Amelia County (Va.) Free Negro and Slave Records, 1781-1866, n.d.","2021-01-08T00:00:00.000"
"1160443","_0014_0001_0001-0004","1781","Andrew",,,,"M","35",,,,,"Amelia County","Amelia County (Va.) Free Negro and Slave Records, 1781-1866, n.d.","2021-01-08T00:00:00.000"
"1160443","_0014_0001_0001-0004","1781","Cupit",,,"Cupid","M","12",,,,,"Amelia County","Amelia County (Va.) Free Negro and Slave Records, 1781-1866, n.d.","2021-01-08T00:00:00.000"
"1160443","_0014_0001_0001-0004","1781","Paul",,,,"M","12",,,,,"Amelia County","Amelia County (Va.) Free Negro and Slave Records, 1781-1866, n.d.","2021-01-08T00:00:00.000"
"1138014","_0003_0001_0001-0002","1798","Henney",,,,"F","16",,"Susannah Doxey","Doxy","Maryland","Arlington County","Arlington County (Va.) Free Negro and Slave Records, 1788-1866","2021-01-08T00:00:00.000"
"1138014","_0003_0002_0001-0002","1798","Celia",,,,,"18",,"Mary Lee",,"Maryland","Arlington County","Arlington County (Va.) Free Negro and Slave Records, 1788-1866","2021-01-08T00:00:00.000"
"1138014","_0003_0002_0001-0002","1798","Ned",,,,,"9",,"Mary Lee",,"Maryland","Arlington County","Arlington County (Va.) Free Negro and Slave Records, 1788-1866","2021-01-08T00:00:00.000"
"1138014","_0003_0002_0001-0002","1798","Elisa",,,,,"7",,"Mary Lee",,"Maryland","Arlington County","Arlington County (Va.) Free Negro and Slave Records, 1788-1866","2021-01-08T00:00:00.000"
"1138014","_0003_0003_0001-0002","1798","George",,,,,,,"William Rhodes",,,"Arlington County","Arlington County (Va.) Free Negro and Slave Records, 1788-1866","2021-01-08T00:00:00.000"
"1138014","_0003_0003_0001-0002","1798","Ann",,,,,,,"William Rhodes",,,"Arlington County","Arlington County (Va.) Free Negro and Slave Records, 1788-1866","2021-01-08T00:00:00.000"
"1138014","_0003_0004_0001-0003","1818","Ann",,,,,,,"John Coad",,"Maryland","Arlington County","Arlington County (Va.) Free Negro and Slave Records, 1788-1866","2021-01-08T00:00:00.000"
"1138014","_0003_0004_0001-0003","1818","Priscilla",,,,,,,"John Coad",,"Maryland","Arlington County","Arlington County (Va.) Free Negro and Slave Records, 1788-1866","2021-01-08T00:00:00.000"
"1138014","_0003_0004_0001-0003","1818","Lucresy",,,,,,,"John Coad",,"Maryland","Arlington County","Arlington County (Va.) Free Negro and Slave Records, 1788-1866","2021-01-08T00:00:00.000"
"1138014","_0003_0004_0001-0003","1818","Large Samuel",,,,,,,"John Coad",,"Maryland","Arlington County","Arlington County (Va.) Free Negro and Slave Records, 1788-1866","2021-01-08T00:00:00.000"
"1138014","_0003_0004_0001-0003","1818","Small Samuel",,,,,,,"John Coad",,"Maryland","Arlington County","Arlington County (Va.) Free Negro and Slave Records, 1788-1866","2021-01-08T00:00:00.000"
"1138014","_0003_0004_0001-0003","1818","Harreit",,,,,,,"John Coad",,"Maryland","Arlington County","Arlington County (Va.) Free Negro and Slave Records, 1788-1866","2021-01-08T00:00:00.000"
"1138014","_0003_0004_0001-0003","1818","Joseph",,,,,,,"John Coad",,"Maryland","Arlington County","Arlington County (Va.) Free Negro and Slave Records, 1788-1866","2021-01-08T00:00:00.000"
"1138014","_0003_0004_0001-0003","1818","George",,,,,,,"John Coad",,"Maryland","Arlington County","Arlington County (Va.) Free Negro and Slave Records, 1788-1866","2021-01-08T00:00:00.000"
"1138014","_0003_0004_0001-0003","1818","James",,,,,,,"John Coad",,"Maryland","Arlington County","Arlington County (Va.) Free Negro and Slave Records, 1788-1866","2021-01-08T00:00:00.000"
"1138014","_0003_0004_0001-0003","1818","Elleanor",,,,,,,"John Coad",,"Maryland","Arlington County","Arlington County (Va.) Free Negro and Slave Records, 1788-1866","2021-01-08T00:00:00.000"
"1138014","_0003_0005_0001-0002","1833","Rachael",,,,,,,"Ann C Brandt",,,"Arlington County","Arlington County (Va.) Free Negro and Slave Records, 1788-1866","2021-01-08T00:00:00.000"
"1138014","_0003_0006_0001-0003","1833","Susan",,,,,"14",,"Henry Clarke",,,"Arlington County","Arlington County (Va.) Free Negro and Slave Records, 1788-1866","2021-01-08T00:00:00.000"
"1138014","_0003_0007_0001-0003","1838","Polly",,,,,"15",,"Elenor Russell Contee","Carter",,"Arlington County","Arlington County (Va.) Free Negro and Slave Records, 1788-1866","2021-01-08T00:00:00.000"
"1138014","_0003_0008_0001-0002","1845","Mary","Jane",,,,,,"Elizabeth Dyson",,,"Arlington County","Arlington County (Va.) Free Negro and Slave Records, 1788-1866","2021-01-08T00:00:00.000"
"1138014","_0003_0009_0001-0002","1801","Unidentified",,,,"F","25",,"William Reiley","Riley","Maryland","Arlington County","Arlington County (Va.) Free Negro and Slave Records, 1788-1866","2021-01-08T00:00:00.000"
"1138014","_0003_0009_0001-0002","1801","Bill",,,,"M","3",,"William Reiley","Riley","Maryland","Arlington County","Arlington County (Va.) Free Negro and Slave Records, 1788-1866","2021-01-08T00:00:00.000"
"1138014","_0003_0009_0001-0002","1801","Dick",,,,"M","3",,"William Reiley","Riley","Maryland","Arlington County","Arlington County (Va.) Free Negro and Slave Records, 1788-1866","2021-01-08T00:00:00.000"
"1138014","_0003_0009_0001-0002","1801","Lett",,,,"F","16",,"William Reiley","Riley","Maryland","Arlington County","Arlington County (Va.) Free Negro and Slave Records, 1788-1866","2021-01-08T00:00:00.000"
"1138016","_0001_0001_0001-0002","1794","George",,,,,,,"Ralph Crabb",,"Maryland","Botetourt County","Botetourt County (Va.) Free Negro and Slave Records, 1790-1868","2021-01-08T00:00:00.000"
"1138016","_0001_0001_0001-0002","1794","Peter",,,,,,,"Ralph Crabb",,"Maryland","Botetourt County","Botetourt County (Va.) Free Negro and Slave Records, 1790-1868","2021-01-08T00:00:00.000"
"1138016","_0001_0001_0001-0002","1794","Phillip",,,,,,,"Ralph Crabb",,"Maryland","Botetourt County","Botetourt County (Va.) Free Negro and Slave Records, 1790-1868","2021-01-08T00:00:00.000"
"1138016","_0001_0001_0001-0002","1794","Lydia",,,,,,,"Ralph Crabb",,"Maryland","Botetourt County","Botetourt County (Va.) Free Negro and Slave Records, 1790-1868","2021-01-08T00:00:00.000"
"1138016","_0001_0001_0001-0002","1794","William",,,,,,,"Ralph Crabb",,"Maryland","Botetourt County","Botetourt County (Va.) Free Negro and Slave Records, 1790-1868","2021-01-08T00:00:00.000"
"1138016","_0001_0001_0001-0002","1794","Anna",,,,,,,"Ralph Crabb",,"Maryland","Botetourt County","Botetourt County (Va.) Free Negro and Slave Records, 1790-1868","2021-01-08T00:00:00.000"
"1138016","_0001_0002_0001-0002","1796","Chance",,,,"M","9",,"John Nave","Nace","Maryland","Botetourt County","Botetourt County (Va.) Free Negro and Slave Records, 1790-1868","2021-01-08T00:00:00.000"
"1138016","_0001_0002_0001-0002","1796","Patience",,,,"F","16",,"John Nave","Nace","Maryland","Botetourt County","Botetourt County (Va.) Free Negro and Slave Records, 1790-1868","2021-01-08T00:00:00.000"
"1138016","_0001_0003_0001-0003","1815","Lewis",,,,"M","26",,"Susanna Madison",,"Kentucky","Botetourt County","Botetourt County (Va.) Free Negro and Slave Records, 1790-1868","2021-01-08T00:00:00.000"
"1116535","_0011_0001_0001-0002","1813","Tom",,,,"M","10",,"Daniel Flournay",,"Georgia","Chesterfield County","Chesterfield County (Va.) Free Negro and Slave Records, 1760-1862","2021-01-08T00:00:00.000"
"1116535","_0011_0002_0001-0002","1813","Spencer",,,,"M",,,"Josiah Flournay",,"Georgia","Chesterfield County","Chesterfield County (Va.) Free Negro and Slave Records, 1760-1862","2021-01-08T00:00:00.000"
"1116535","_0011_0003_0001-0002","1813","Betty",,,,"F",,,"Roger Atkinson",,"North Carolina","Chesterfield County","Chesterfield County (Va.) Free Negro and Slave Records, 1760-1862","2021-01-08T00:00:00.000"
"1116535","_0011_0004_0001-0002","1813","Amey",,,,"F","39",,"Jacob A Flournay",,"Georgia","Chesterfield County","Chesterfield County (Va.) Free Negro and Slave Records, 1760-1862","2021-01-08T00:00:00.000"
"1116535","_0011_0004_0001-0002","1813","Farthing",,,,"M","13",,"Jacob A Flournay",,"Georgia","Chesterfield County","Chesterfield County (Va.) Free Negro and Slave Records, 1760-1862","2021-01-08T00:00:00.000"
"1116535","_0011_0004_0001-0002","1813","Vinah",,,,"F","13",,"Jacob A Flournay",,"Georgia","Chesterfield County","Chesterfield County (Va.) Free Negro and Slave Records, 1760-1862","2021-01-08T00:00:00.000"
"1116535","_0011_0004_0001-0002","1813","Joe",,,,"M","10",,"Jacob A Flournay",,"Georgia","Chesterfield County","Chesterfield County (Va.) Free Negro and Slave Records, 1760-1862","2021-01-08T00:00:00.000"
"1116535","_0011_0004_0001-0002","1813","Jery",,,,"M","8",,"Jacob A Flournay",,"Georgia","Chesterfield County","Chesterfield County (Va.) Free Negro and Slave Records, 1760-1862","2021-01-08T00:00:00.000"
"1116535","_0011_0004_0001-0002","1813","Jane",,,,"F","8",,"Jacob A Flournay",,"Georgia","Chesterfield County","Chesterfield County (Va.) Free Negro and Slave Records, 1760-1862","2021-01-08T00:00:00.000"
"1116535","_0011_0004_0001-0002","1813","John",,,,"M","4",,"Jacob A Flournay",,"Georgia","Chesterfield County","Chesterfield County (Va.) Free Negro and Slave Records, 1760-1862","2021-01-08T00:00:00.000"
"1116535","_0011_0005_0001-0002","1815","Patty",,,,"F","9",,"Roger Atkinson",,"North Carolina","Chesterfield County","Chesterfield County (Va.) Free Negro and Slave Records, 1760-1862","2021-01-08T00:00:00.000"
"1116535","_0011_0006_0001-0002","1816","Crisse",,,,"F","13",,"Roger Atkinson",,"North Carolina","Chesterfield County","Chesterfield County (Va.) Free Negro and Slave Records, 1760-1862","2021-01-08T00:00:00.000"
"1164120","_0001_0001_0001-0002","1790","George",,,,,,,"Rozin Offutt",,,"Fairfax County","Fairfax County (Va.) Certificate of Non-importation of Slaves, 1790","2021-01-08T00:00:00.000"
"1164120","_0001_0001_0001-0002","1790","Daniel",,,,,,,"Rozin Offutt",,,"Fairfax County","Fairfax County (Va.) Certificate of Non-importation of Slaves, 1790","2021-01-08T00:00:00.000"
"1164120","_0001_0001_0001-0002","1790","Phillis",,,,,,,"Rozin Offutt",,,"Fairfax County","Fairfax County (Va.) Certificate of Non-importation of Slaves, 1790","2021-01-08T00:00:00.000"
"1164120","_0001_0001_0001-0002","1790","Love",,,,,,,"Rozin Offutt",,,"Fairfax County","Fairfax County (Va.) Certificate of Non-importation of Slaves, 1790","2021-01-08T00:00:00.000"
"1164120","_0001_0001_0001-0002","1790","Tine",,,,,,,"Rozin Offutt",,,"Fairfax County","Fairfax County (Va.) Certificate of Non-importation of Slaves, 1790","2021-01-08T00:00:00.000"
"1117610","_0006_0001_0001-0002","1798","Edward",,,,,,,"Henry James",,"Maryland","Frederick County","Frederick County (Va.) Free Negro and Slave Records, 1795-1871","2021-01-08T00:00:00.000"
"1117610","_0006_0001_0001-0002","1798","Chriss",,,,,,,"Henry James",,"Maryland","Frederick County","Frederick County (Va.) Free Negro and Slave Records, 1795-1871","2021-01-08T00:00:00.000"
"1117610","_0006_0001_0001-0002","1798","Thomas",,,,,,,"Henry James",,"Maryland","Frederick County","Frederick County (Va.) Free Negro and Slave Records, 1795-1871","2021-01-08T00:00:00.000"
"1117610","_0006_0001_0001-0002","1798","Nancy",,,,,,,"Henry James",,"Maryland","Frederick County","Frederick County (Va.) Free Negro and Slave Records, 1795-1871","2021-01-08T00:00:00.000"
"1117610","_0006_0001_0001-0002","1798","John",,,,,,,"Henry James",,"Maryland","Frederick County","Frederick County (Va.) Free Negro and Slave Records, 1795-1871","2021-01-08T00:00:00.000"
"1117610","_0006_0002_0001-0002","1813","Sarah",,,,"F","55",,"Hezekiah Conns",,"Maryland","Frederick County","Frederick County (Va.) Free Negro and Slave Records, 1795-1871","2021-01-08T00:00:00.000"
"1117610","_0006_0002_0001-0002","1813","Sucky",,,,"F","15",,"Hezekiah Conns",,"Maryland","Frederick County","Frederick County (Va.) Free Negro and Slave Records, 1795-1871","2021-01-08T00:00:00.000"
"1117610","_0006_0002_0001-0002","1813","Jim",,,,"M","17",,"Hezekiah Conns",,"Maryland","Frederick County","Frederick County (Va.) Free Negro and Slave Records, 1795-1871","2021-01-08T00:00:00.000"
"1117610","_0006_0003_0001-0002","1814","Milly",,,,"M","35","very black","Elisha Easton",,"Maryland","Frederick County","Frederick County (Va.) Free Negro and Slave Records, 1795-1871","2021-01-08T00:00:00.000"
"1117610","_0006_0003_0001-0002","1814","Eliza",,,,"F","2","dark mulatto","Elisha Easton",,"Maryland","Frederick County","Frederick County (Va.) Free Negro and Slave Records, 1795-1871","2021-01-08T00:00:00.000"
"1117610","_0006_0003_0001-0002","1814","David",,,,"M","7","bright mulatto","Elisha Easton",,"Maryland","Frederick County","Frederick County (Va.) Free Negro and Slave Records, 1795-1871","2021-01-08T00:00:00.000"
"1117610","_0006_0004_0001-0002","1815","Mary",,,,"F","64","tawny complexion","Augustine Green",,"Kentucky","Frederick County","Frederick County (Va.) Free Negro and Slave Records, 1795-1871","2021-01-08T00:00:00.000"
"1117610","_0006_0004_0001-0002","1815","Tom",,,,"M","19","dark complexion","Augustine Green",,"Kentucky","Frederick County","Frederick County (Va.) Free Negro and Slave Records, 1795-1871","2021-01-08T00:00:00.000"
"1117610","_0006_0004_0001-0002","1815","Betty",,,,"F","13","very black","Augustine Green",,"Kentucky","Frederick County","Frederick County (Va.) Free Negro and Slave Records, 1795-1871","2021-01-08T00:00:00.000"
"1117610","_0006_0004_0001-0002","1815","Milly",,,,"F","6","tawny colored","Augustine Green",,"Kentucky","Frederick County","Frederick County (Va.) Free Negro and Slave Records, 1795-1871","2021-01-08T00:00:00.000"
"1117610","_0006_0005_0001-0002","1815","Lucy",,,,"F","13","chesnut colour","Hanson Catlett",,,"Frederick County","Frederick County (Va.) Free Negro and Slave Records, 1795-1871","2021-01-08T00:00:00.000"
"1117610","_0006_0006_0001-0002","1815","Betty",,,,"F","19","chesnut colour","Gustavus Brown",,,"Frederick County","Frederick County (Va.) Free Negro and Slave Records, 1795-1871","2021-01-08T00:00:00.000"
"1117610","_0006_0007_0001-0002","1816","Henny",,,,"F","38","dark complexion","Isaac Cole",,"Maryland","Frederick County","Frederick County (Va.) Free Negro and Slave Records, 1795-1871","2021-01-08T00:00:00.000"
"1117610","_0006_0007_0001-0002","1816","Catharine",,,,"F","16","dark complexion","Isaac Cole",,"Maryland","Frederick County","Frederick County (Va.) Free Negro and Slave Records, 1795-1871","2021-01-08T00:00:00.000"
"1117610","_0006_0007_0001-0002","1816","Maria",,,,"F","14","yellow complexion","Isaac Cole",,"Maryland","Frederick County","Frederick County (Va.) Free Negro and Slave Records, 1795-1871","2021-01-08T00:00:00.000"
"1117610","_0006_0007_0001-0002","1816","Harry",,,,"M","12","dark complexion","Isaac Cole",,"Maryland","Frederick County","Frederick County (Va.) Free Negro and Slave Records, 1795-1871","2021-01-08T00:00:00.000"
"1117610","_0006_0007_0001-0002","1816","Bawey",,,,"M","10","dark complexion","Isaac Cole",,"Maryland","Frederick County","Frederick County (Va.) Free Negro and Slave Records, 1795-1871","2021-01-08T00:00:00.000"
"1117610","_0006_0007_0001-0002","1816","Hanson",,"Thomas",,"M","2","dark complexion","Isaac Cole",,"Maryland","Frederick County","Frederick County (Va.) Free Negro and Slave Records, 1795-1871","2021-01-08T00:00:00.000"
"1117610","_0006_0008_0001-0002","1816","Dolly",,,,"F","36","dark complexion","Gustavus Brown",,,"Frederick County","Frederick County (Va.) Free Negro and Slave Records, 1795-1871","2021-01-08T00:00:00.000"
