"year","county","b01003_001e","b03003_003e","b02008_001e","b02009_001e","b02010_001e","b02011_001e","b02012_001e","b02013_001e","state","county_1"
"2018-01-01T00:00:00.000","Rappahannock County, Virginia","7332","263","6781","412","13","112","0","178","51","157"
"2016-01-01T00:00:00.000","Powhatan County, Virginia","28286","560","24630","3563","175","128","173","86","51","145"
"2016-01-01T00:00:00.000","Prince Edward County, Virginia","23077","564","14864","7643","178","357","51","235","51","147"
"2016-01-01T00:00:00.000","Prince George County, Virginia","37664","2746","23224","12925","514","955","161","1121","51","149"
"2011-01-01T00:00:00.000","Dickenson County, Virginia","15923","27","15799","94","103","24","13","0","51","051"
"2011-01-01T00:00:00.000","Dinwiddie County, Virginia","27714","683","18151","9211","190","190","5","233","51","053"
"2011-01-01T00:00:00.000","Essex County, Virginia","11029","307","6614","4345","141","51","15","17","51","057"
"2011-01-01T00:00:00.000","Fairfax County, Virginia","1064735","160366","717921","109426","11091","205712","2472","60685","51","059"
"2014-01-01T00:00:00.000","Alleghany County, Virginia","16133","215","15218","943","13","78","23","67","51","005"
"2011-01-01T00:00:00.000","Fauquier County, Virginia","65008","4119","58148","6151","477","1337","18","591","51","061"
"2014-01-01T00:00:00.000","Amelia County, Virginia","12764","115","9384","3251","87","61","12","142","51","007"
"2011-01-01T00:00:00.000","Floyd County, Virginia","15156","371","14611","327","228","186","0","1","51","063"
"2014-01-01T00:00:00.000","Amherst County, Virginia","32237","665","25384","6489","518","286","27","278","51","009"
"2011-01-01T00:00:00.000","Fluvanna County, Virginia","25599","752","21096","4295","182","305","0","213","51","065"
"2014-01-01T00:00:00.000","Appomattox County, Virginia","15137","177","11944","3196","106","99","0","93","51","011"
"2011-01-01T00:00:00.000","Franklin County, Virginia","55621","1405","50248","5012","249","378","179","154","51","067"
"2014-01-01T00:00:00.000","Arlington County, Virginia","220173","34014","164100","20604","2018","25342","404","15242","51","013"
"2011-01-01T00:00:00.000","Frederick County, Virginia","77277","5148","71684","3755","633","1167","113","1168","51","069"
"2014-01-01T00:00:00.000","Augusta County, Virginia","73707","1667","69237","3385","381","577","74","877","51","015"
"2011-01-01T00:00:00.000","Giles County, Virginia","17197","190","16871","358","185","23","0","100","51","071"
"2014-01-01T00:00:00.000","Bath County, Virginia","4644","83","4355","383","13","0","0","1","51","017"
"2011-01-01T00:00:00.000","Gloucester County, Virginia","36741","977","32644","3464","461","497","51","284","51","073"
"2014-01-01T00:00:00.000","Bedford County, Virginia","75607","1387","69057","5733","562","1063","23","210","51","019"
"2011-01-01T00:00:00.000","Goochland County, Virginia","21481","442","16704","4596","78","144","22","185","51","075"
"2014-01-01T00:00:00.000","Bland County, Virginia","6727","27","6414","318","9","3","4","9","51","021"
"2011-01-01T00:00:00.000","Grayson County, Virginia","15702","398","15191","373","25","3","107","59","51","077"
"2014-01-01T00:00:00.000","Botetourt County, Virginia","33105","429","31561","1505","182","83","0","184","51","023"
"2011-01-01T00:00:00.000","Greene County, Virginia","18291","756","16395","1437","96","264","0","350","51","079"
"2014-01-01T00:00:00.000","Brunswick County, Virginia","16961","316","7190","9692","107","38","10","113","51","025"
"2011-01-01T00:00:00.000","Greensville County, Virginia","12194","410","4756","7132","110","50","0","247","51","081"
"2014-01-01T00:00:00.000","Buchanan County, Virginia","23683","106","22850","561","78","215","13","62","51","027"
"2011-01-01T00:00:00.000","Halifax County, Virginia","36248","602","22127","13638","152","208","6","457","51","083"
"2014-01-01T00:00:00.000","Buckingham County, Virginia","17072","334","10938","6218","66","87","4","137","51","029"
"2011-01-01T00:00:00.000","Hanover County, Virginia","99638","2137","87701","9869","695","1704","40","1169","51","085"
"2014-01-01T00:00:00.000","Campbell County, Virginia","54833","1039","46232","8330","407","665","104","479","51","031"
"2011-01-01T00:00:00.000","Henrico County, Virginia","303845","14178","190129","91884","3049","21021","422","4325","51","087"
"2014-01-01T00:00:00.000","Caroline County, Virginia","29057","1096","19930","8793","485","416","12","268","51","033"
"2011-01-01T00:00:00.000","Henry County, Virginia","54524","2540","41592","12418","316","356","0","712","51","089"
"2014-01-01T00:00:00.000","Carroll County, Virginia","29881","851","29535","403","96","45","0","141","51","035"
"2011-01-01T00:00:00.000","Highland County, Virginia","2354","6","2348","0","34","0","0","6","51","091"
"2014-01-01T00:00:00.000","Charles City County, Virginia","7154","112","3153","3550","578","35","18","12","51","036"
"2011-01-01T00:00:00.000","Isle of Wight County, Virginia","35092","697","25793","8978","323","420","0","289","51","093"
"2014-01-01T00:00:00.000","Charlotte County, Virginia","12399","297","8444","3853","48","16","2","161","51","037"
"2011-01-01T00:00:00.000","James City County, Virginia","65818","2870","54202","9374","497","1801","106","1017","51","095"
"2014-01-01T00:00:00.000","Chesterfield County, Virginia","324337","24629","231619","77696","3292","13441","519","6857","51","041"
"2011-01-01T00:00:00.000","King and Queen County, Virginia","6946","172","4743","2186","38","0","0","0","51","097"
"2014-01-01T00:00:00.000","Clarke County, Virginia","14273","545","13179","895","114","215","9","164","51","043"
"2011-01-01T00:00:00.000","King George County, Virginia","23321","846","18660","4546","245","390","70","157","51","099"
"2014-01-01T00:00:00.000","Craig County, Virginia","5206","0","5175","26","99","44","0","0","51","045"
"2011-01-01T00:00:00.000","King William County, Virginia","15728","352","12348","3113","415","29","0","99","51","101"
"2014-01-01T00:00:00.000","Culpeper County, Virginia","47910","4255","38818","8505","489","977","389","1202","51","047"
"2011-01-01T00:00:00.000","Lancaster County, Virginia","11424","111","8082","3247","41","87","0","23","51","103"
"2014-01-01T00:00:00.000","Cumberland County, Virginia","9916","10","6429","3579","82","0","0","0","51","049"
"2011-01-01T00:00:00.000","Lee County, Virginia","25405","387","24089","996","218","119","11","158","51","105"
"2014-01-01T00:00:00.000","Dickenson County, Virginia","15612","114","15461","141","32","19","0","56","51","051"
"2011-01-01T00:00:00.000","Loudoun County, Virginia","303329","36563","223789","25921","2119","48609","792","13414","51","107"
"2014-01-01T00:00:00.000","Dinwiddie County, Virginia","27993","754","18528","9416","75","209","3","222","51","053"
"2011-01-01T00:00:00.000","Louisa County, Virginia","32739","750","26253","6352","403","217","0","207","51","109"
"2014-01-01T00:00:00.000","Essex County, Virginia","11166","379","6854","4408","122","90","0","24","51","057"
"2011-01-01T00:00:00.000","Lunenburg County, Virginia","12928","435","8127","4690","60","49","11","167","51","111"
"2014-01-01T00:00:00.000","Fairfax County, Virginia","1117072","178922","748708","118272","12039","228403","2639","60088","51","059"
"2011-01-01T00:00:00.000","Madison County, Virginia","13317","294","11431","1698","69","88","25","153","51","113"
"2014-01-01T00:00:00.000","Fauquier County, Virginia","66726","4502","60402","6203","488","1297","39","369","51","061"
"2011-01-01T00:00:00.000","Mathews County, Virginia","9000","111","7931","980","49","39","0","79","51","115"
"2014-01-01T00:00:00.000","Floyd County, Virginia","15452","413","14847","366","97","213","0","47","51","063"
"2011-01-01T00:00:00.000","Mecklenburg County, Virginia","32778","810","19722","12365","148","259","18","602","51","117"
"2014-01-01T00:00:00.000","Fluvanna County, Virginia","25945","813","21613","4294","127","378","51","400","51","065"
"2011-01-01T00:00:00.000","Middlesex County, Virginia","10855","153","8711","2138","28","0","0","16","51","119"
"2014-01-01T00:00:00.000","Franklin County, Virginia","56360","1482","50980","4985","262","416","167","432","51","067"
"2011-01-01T00:00:00.000","Montgomery County, Virginia","93379","2491","83285","4277","488","5922","90","872","51","121"
"2014-01-01T00:00:00.000","Frederick County, Virginia","80377","5594","74560","4320","476","1442","13","1029","51","069"
"2011-01-01T00:00:00.000","Nelson County, Virginia","15049","429","12782","2226","79","50","0","85","51","125"
"2014-01-01T00:00:00.000","Giles County, Virginia","17025","237","16568","276","92","132","15","72","51","071"
"2011-01-01T00:00:00.000","New Kent County, Virginia","18086","198","14832","2927","313","119","0","69","51","127"
"2014-01-01T00:00:00.000","Gloucester County, Virginia","36938","1049","33290","3561","383","565","21","215","51","073"
"2011-01-01T00:00:00.000","Northampton County, Virginia","12493","796","7541","4816","19","116","0","59","51","131"
"2014-01-01T00:00:00.000","Goochland County, Virginia","21627","477","17120","4384","71","142","2","95","51","075"
"2011-01-01T00:00:00.000","Northumberland County, Virginia","12431","127","8871","3448","11","99","0","13","51","133"
"2014-01-01T00:00:00.000","Grayson County, Virginia","15255","434","14839","389","28","6","84","66","51","077"
"2011-01-01T00:00:00.000","Nottoway County, Virginia","15845","570","8914","6363","137","19","5","480","51","135"
"2014-01-01T00:00:00.000","Greene County, Virginia","18766","863","17117","1553","44","342","77","44","51","079"
"2011-01-01T00:00:00.000","Orange County, Virginia","33235","1145","28203","4776","128","327","11","432","51","137"
"2014-01-01T00:00:00.000","Greensville County, Virginia","11911","242","4598","7201","73","47","0","109","51","081"
"2011-01-01T00:00:00.000","Page County, Virginia","24101","382","23500","545","137","125","0","86","51","139"
"2014-01-01T00:00:00.000","Halifax County, Virginia","35704","637","21841","13395","108","255","24","368","51","083"
"2011-01-01T00:00:00.000","Patrick County, Virginia","18573","424","17248","1201","178","46","0","30","51","141"
"2014-01-01T00:00:00.000","Hanover County, Virginia","100689","2398","88697","10191","798","1950","51","921","51","085"
"2011-01-01T00:00:00.000","Pittsylvania County, Virginia","63194","1321","48042","14342","336","259","0","970","51","143"
"2014-01-01T00:00:00.000","Henrico County, Virginia","314878","16303","192965","97375","2988","25235","719","4594","51","087"
"2011-01-01T00:00:00.000","Powhatan County, Virginia","27907","496","23746","3965","191","158","0","66","51","145"
"2014-01-01T00:00:00.000","Henry County, Virginia","52960","2662","39878","12259","218","387","11","1153","51","089"
"2011-01-01T00:00:00.000","Prince Edward County, Virginia","23050","503","14852","7973","104","195","2","216","51","147"
"2014-01-01T00:00:00.000","Highland County, Virginia","2258","0","2258","0","4","0","0","0","51","091"
"2011-01-01T00:00:00.000","Prince George County, Virginia","35520","2123","22477","11900","382","863","149","330","51","149"
"2014-01-01T00:00:00.000","Isle of Wight County, Virginia","35518","812","26284","8894","382","558","60","509","51","093"
"2011-01-01T00:00:00.000","Prince William County, Virginia","391439","79119","244602","85834","4115","35118","1039","38151","51","153"
"2014-01-01T00:00:00.000","James City County, Virginia","69832","3562","57252","10204","549","2377","125","665","51","095"
"2011-01-01T00:00:00.000","Pulaski County, Virginia","34900","484","32738","2095","153","230","0","122","51","155"
"2014-01-01T00:00:00.000","King and Queen County, Virginia","7073","224","4980","1994","75","136","0","18","51","097"
"2011-01-01T00:00:00.000","Rappahannock County, Virginia","7422","181","6951","484","123","17","0","129","51","157"
"2014-01-01T00:00:00.000","King George County, Virginia","24577","971","19446","4874","239","526","35","177","51","099"
"2011-01-01T00:00:00.000","Richmond County, Virginia","9310","463","6271","2886","186","30","8","51","51","159"
"2014-01-01T00:00:00.000","King William County, Virginia","16045","129","12567","3219","414","181","0","21","51","101"
"2011-01-01T00:00:00.000","Roanoke County, Virginia","92023","1981","84039","5359","435","2701","28","521","51","161"
"2014-01-01T00:00:00.000","Lancaster County, Virginia","11224","157","7914","3189","45","159","0","14","51","103"
"2011-01-01T00:00:00.000","Rockbridge County, Virginia","22304","316","21287","751","103","152","78","55","51","163"
"2014-01-01T00:00:00.000","Lee County, Virginia","25380","433","24011","932","382","156","0","190","51","105"
"2011-01-01T00:00:00.000","Rockingham County, Virginia","75633","3927","73087","1665","436","598","12","561","51","165"
"2014-01-01T00:00:00.000","Loudoun County, Virginia","338916","44028","244548","29585","2730","61116","1126","15873","51","107"
"2011-01-01T00:00:00.000","Russell County, Virginia","28870","27","28326","502","126","81","0","49","51","167"
"2014-01-01T00:00:00.000","Louisa County, Virginia","33743","824","27221","6194","399","286","0","787","51","109"
"2011-01-01T00:00:00.000","Scott County, Virginia","23210","213","22982","190","119","52","9","25","51","169"
"2014-01-01T00:00:00.000","Lunenburg County, Virginia","12667","494","8032","4463","68","63","16","244","51","111"
"2011-01-01T00:00:00.000","Shenandoah County, Virginia","41807","2453","40250","952","263","283","10","415","51","171"
"2014-01-01T00:00:00.000","Madison County, Virginia","13208","141","11852","1572","77","132","0","69","51","113"
"2011-01-01T00:00:00.000","Smyth County, Virginia","32268","492","31449","783","208","114","0","55","51","173"
"2014-01-01T00:00:00.000","Mathews County, Virginia","8923","155","7948","964","53","58","0","32","51","115"
"2011-01-01T00:00:00.000","Southampton County, Virginia","18573","194","11430","7174","156","55","0","17","51","175"
"2014-01-01T00:00:00.000","Mecklenburg County, Virginia","31913","808","19737","11772","102","335","16","547","51","117"
"2011-01-01T00:00:00.000","Spotsylvania County, Virginia","121508","9133","94289","20345","1057","3786","142","4628","51","177"
"2014-01-01T00:00:00.000","Middlesex County, Virginia","10817","202","8633","2111","49","15","0","45","51","119"
"2011-01-01T00:00:00.000","Stafford County, Virginia","127041","11508","94225","23507","1343","4970","177","7022","51","179"
"2014-01-01T00:00:00.000","Montgomery County, Virginia","95808","2762","85010","4598","540","6560","132","671","51","121"
"2011-01-01T00:00:00.000","Surry County, Virginia","7026","92","3605","3345","36","56","0","27","51","181"
"2014-01-01T00:00:00.000","Nelson County, Virginia","14892","495","12528","2039","73","91","0","239","51","125"
"2011-01-01T00:00:00.000","Sussex County, Virginia","12147","190","4816","7272","15","1","0","47","51","183"
"2014-01-01T00:00:00.000","New Kent County, Virginia","19187","450","16065","2803","546","312","0","74","51","127"
"2011-01-01T00:00:00.000","Tazewell County, Virginia","44807","147","43099","1552","210","337","0","73","51","185"
"2014-01-01T00:00:00.000","Northampton County, Virginia","12254","956","7580","4532","32","124","39","46","51","131"
"2011-01-01T00:00:00.000","Warren County, Virginia","37323","1323","35257","2042","358","710","25","120","51","187"
"2014-01-01T00:00:00.000","Northumberland County, Virginia","12320","53","8681","3631","0","8","0","0","51","133"
"2011-01-01T00:00:00.000","Washington County, Virginia","54628","729","53451","869","234","254","0","226","51","191"
"2014-01-01T00:00:00.000","Nottoway County, Virginia","15756","618","9084","6413","124","58","9","331","51","135"
"2011-01-01T00:00:00.000","Westmoreland County, Virginia","17386","971","11953","5230","213","74","0","278","51","193"
"2014-01-01T00:00:00.000","Orange County, Virginia","34239","1318","28959","4895","271","465","25","407","51","137"
"2014-01-01T00:00:00.000","Page County, Virginia","23905","413","23262","672","170","129","0","102","51","139"
"2011-01-01T00:00:00.000","Wise County, Virginia","41505","479","39000","2357","187","149","78","167","51","195"
"2014-01-01T00:00:00.000","Patrick County, Virginia","18365","473","17117","1266","89","11","7","20","51","141"
"2011-01-01T00:00:00.000","Wythe County, Virginia","29116","294","27783","1241","25","42","0","52","51","197"
"2014-01-01T00:00:00.000","Pittsylvania County, Virginia","62955","1457","48245","14160","376","470","11","837","51","143"
"2011-01-01T00:00:00.000","York County, Virginia","65289","2940","52281","9619","476","3913","148","693","51","199"
"2014-01-01T00:00:00.000","Powhatan County, Virginia","28193","540","24255","3775","181","201","120","104","51","145"
"2011-01-01T00:00:00.000","Alexandria city, Virginia","136968","21138","90680","31741","1551","10101","228","7612","51","510"
"2014-01-01T00:00:00.000","Prince Edward County, Virginia","23140","544","14939","7869","101","314","9","162","51","147"
"2011-01-01T00:00:00.000","Bedford city, Virginia","6184","97","4826","1399","62","22","0","29","51","515"
"2014-01-01T00:00:00.000","Prince George County, Virginia","36792","2490","22776","12517","587","868","128","991","51","149"
"2011-01-01T00:00:00.000","Bristol city, Virginia","17718","79","16367","1323","151","143","33","33","51","520"
"2014-01-01T00:00:00.000","Prince William County, Virginia","428772","90746","285291","97101","5478","41991","1613","22006","51","153"
"2011-01-01T00:00:00.000","Buena Vista city, Virginia","6647","15","6127","564","46","5","4","15","51","530"
"2014-01-01T00:00:00.000","Pulaski County, Virginia","34630","472","32402","2413","68","83","0","187","51","155"
"2011-01-01T00:00:00.000","Charlottesville city, Virginia","42758","2104","30681","9115","528","3127","52","721","51","540"
"2014-01-01T00:00:00.000","Rappahannock County, Virginia","7446","243","7088","454","33","55","0","68","51","157"
"2011-01-01T00:00:00.000","Chesapeake city, Virginia","220837","9181","143340","68426","2318","8412","370","3786","51","550"
"2014-01-01T00:00:00.000","Richmond County, Virginia","9072","540","6185","2585","73","313","15","72","51","159"
"2011-01-01T00:00:00.000","Colonial Heights city, Virginia","17439","676","14690","2210","22","649","0","98","51","570"
"2014-01-01T00:00:00.000","Roanoke County, Virginia","93194","2287","84952","5880","525","3270","43","529","51","161"
"2011-01-01T00:00:00.000","Covington city, Virginia","5982","73","5195","794","83","72","0","31","51","580"
"2014-01-01T00:00:00.000","Rockbridge County, Virginia","22367","326","21341","763","262","161","20","182","51","163"
"2011-01-01T00:00:00.000","Danville city, Virginia","43433","1208","21421","21159","194","446","8","638","51","590"
"2014-01-01T00:00:00.000","Rockingham County, Virginia","77345","4402","74306","1846","646","676","11","1034","51","165"
"2011-01-01T00:00:00.000","Emporia city, Virginia","5850","192","1972","3703","39","52","0","147","51","595"
"2014-01-01T00:00:00.000","Russell County, Virginia","28444","126","27884","528","108","64","0","133","51","167"
"2011-01-01T00:00:00.000","Fairfax city, Virginia","22277","3354","16775","1339","182","3776","38","952","51","600"
"2014-01-01T00:00:00.000","Scott County, Virginia","22781","274","22520","194","111","90","0","1","51","169"
"2011-01-01T00:00:00.000","Falls Church city, Virginia","11840","1024","9561","586","89","1359","0","496","51","610"
"2014-01-01T00:00:00.000","Shenandoah County, Virginia","42545","2768","40835","1245","286","439","0","660","51","171"
"2011-01-01T00:00:00.000","Franklin city, Virginia","8570","17","3574","4897","92","195","0","3","51","620"
"2014-01-01T00:00:00.000","Smyth County, Virginia","31876","567","31058","910","103","165","0","38","51","173"
"2011-01-01T00:00:00.000","Fredericksburg city, Virginia","24015","2371","16257","5892","200","805","27","1551","51","630"
"2014-01-01T00:00:00.000","Southampton County, Virginia","18364","230","11542","6962","252","36","0","74","51","175"
"2011-01-01T00:00:00.000","Galax city, Virginia","6959","927","6589","274","109","0","0","0","51","640"
"2014-01-01T00:00:00.000","Spotsylvania County, Virginia","126200","10236","96429","21616","1193","4207","403","5827","51","177"
"2011-01-01T00:00:00.000","Hampton city, Virginia","138148","6125","62569","70907","1537","4106","133","1916","51","650"
"2014-01-01T00:00:00.000","Stafford County, Virginia","134672","13644","98707","25586","1341","5675","624","7949","51","179"
"2011-01-01T00:00:00.000","Harrisonburg city, Virginia","48230","7264","41581","3914","279","2166","115","1107","51","660"
"2014-01-01T00:00:00.000","Surry County, Virginia","6885","44","3603","3213","42","54","0","23","51","181"
"2011-01-01T00:00:00.000","Hopewell city, Virginia","22562","1367","13527","8818","106","59","0","301","51","670"
"2014-01-01T00:00:00.000","Sussex County, Virginia","11923","393","4806","6950","207","33","17","170","51","183"
"2011-01-01T00:00:00.000","Lexington city, Virginia","6998","518","5813","679","105","363","11","449","51","678"
"2014-01-01T00:00:00.000","Tazewell County, Virginia","44331","354","42841","1674","227","351","8","39","51","185"
"2011-01-01T00:00:00.000","Lynchburg city, Virginia","74849","2210","50092","22906","772","1983","27","899","51","680"
"2014-01-01T00:00:00.000","Warren County, Virginia","38142","1437","36052","2193","430","768","34","162","51","187"
"2011-01-01T00:00:00.000","Manassas city, Virginia","36811","11267","27615","5563","236","1902","0","3413","51","683"
"2014-01-01T00:00:00.000","Washington County, Virginia","54833","766","53438","1020","288","311","4","281","51","191"
"2011-01-01T00:00:00.000","Manassas Park city, Virginia","13759","4556","8673","2027","112","1412","39","2350","51","685"
"2014-01-01T00:00:00.000","Westmoreland County, Virginia","17518","1048","12092","5286","45","82","34","181","51","193"
"2011-01-01T00:00:00.000","Martinsville city, Virginia","13882","527","7059","6310","102","163","34","456","51","690"
"2014-01-01T00:00:00.000","Wise County, Virginia","40872","494","38291","2382","166","210","41","187","51","195"
"2011-01-01T00:00:00.000","Newport News city, Virginia","181009","12939","96459","77394","2364","7092","627","3678","51","700"
"2014-01-01T00:00:00.000","Wythe County, Virginia","29259","309","27863","1137","32","189","0","97","51","197"
"2011-01-01T00:00:00.000","Norfolk city, Virginia","241943","15608","122007","108777","2770","10276","714","4599","51","710"
"2014-01-01T00:00:00.000","York County, Virginia","65808","3367","52859","9639","662","4432","206","453","51","199"
"2011-01-01T00:00:00.000","Norton city, Virginia","3934","0","3649","282","29","54","0","0","51","720"
"2014-01-01T00:00:00.000","Alexandria city, Virginia","146422","24112","98534","33950","1426","11701","209","7204","51","510"
"2011-01-01T00:00:00.000","Petersburg city, Virginia","32337","1195","6366","25624","120","365","180","118","51","730"
"2014-01-01T00:00:00.000","Bristol city, Virginia","17595","123","15958","1348","120","213","26","198","51","520"
"2011-01-01T00:00:00.000","Poquoson city, Virginia","12097","195","11657","42","52","432","0","33","51","735"
"2014-01-01T00:00:00.000","Buena Vista city, Virginia","6683","52","6080","213","57","394","21","0","51","530"
"2011-01-01T00:00:00.000","Portsmouth city, Virginia","96066","2911","42653","52277","1281","1649","260","1209","51","740"
"2014-01-01T00:00:00.000","Charlottesville city, Virginia","44505","2193","32285","9156","175","3614","108","215","51","540"
"2011-01-01T00:00:00.000","Radford city, Virginia","16374","400","14532","1455","122","401","31","225","51","750"
"2014-01-01T00:00:00.000","Chesapeake city, Virginia","228168","11089","148046","71277","2402","10177","580","3147","51","550"
"2011-01-01T00:00:00.000","Richmond city, Virginia","203165","11932","91576","106558","3256","5453","140","3417","51","760"
"2014-01-01T00:00:00.000","Colonial Heights city, Virginia","17542","820","14312","2487","40","680","13","192","51","570"
"2011-01-01T00:00:00.000","Roanoke city, Virginia","96264","4826","65902","29034","740","1960","151","1290","51","770"
"2014-01-01T00:00:00.000","Covington city, Virginia","5853","73","4962","881","56","76","0","44","51","580"
"2011-01-01T00:00:00.000","Salem city, Virginia","24733","570","22228","1927","100","421","0","351","51","775"
"2014-01-01T00:00:00.000","Danville city, Virginia","42704","1315","20773","21286","203","535","32","754","51","590"
"2011-01-01T00:00:00.000","Staunton city, Virginia","23835","529","20457","3329","316","190","4","209","51","790"
"2014-01-01T00:00:00.000","Emporia city, Virginia","5682","59","1826","3784","39","65","0","59","51","595"
"2011-01-01T00:00:00.000","Suffolk city, Virginia","83465","2382","45912","36651","1115","1854","169","919","51","800"
"2014-01-01T00:00:00.000","Fairfax city, Virginia","23507","3823","17285","1393","277","4055","67","1635","51","600"
"2011-01-01T00:00:00.000","Virginia Beach city, Virginia","436979","28319","315530","93469","4541","32914","1683","7066","51","810"
"2014-01-01T00:00:00.000","Falls Church city, Virginia","13074","1239","10665","725","176","1523","31","512","51","610"
"2011-01-01T00:00:00.000","Waynesboro city, Virginia","21006","1303","17899","2651","376","233","0","437","51","820"
"2014-01-01T00:00:00.000","Franklin city, Virginia","8534","50","3334","5131","146","111","6","14","51","620"
"2011-01-01T00:00:00.000","Williamsburg city, Virginia","13741","874","10789","1806","120","1209","16","288","51","830"
"2014-01-01T00:00:00.000","Fredericksburg city, Virginia","26632","2877","18358","6729","285","1090","48","1382","51","630"
"2011-01-01T00:00:00.000","Winchester city, Virginia","26117","3727","21870","3160","448","691","24","596","51","840"
"2014-01-01T00:00:00.000","Galax city, Virginia","6981","1290","6617","372","66","15","0","87","51","640"
"2011-01-01T00:00:00.000","Accomack County, Virginia","33701","2825","23221","10014","282","100","0","711","51","001"
"2014-01-01T00:00:00.000","Hampton city, Virginia","136904","6848","62053","71290","1791","4539","71","1901","51","650"
"2011-01-01T00:00:00.000","Albemarle County, Virginia","97978","5104","82681","10820","582","5244","3","1004","51","003"
"2014-01-01T00:00:00.000","Harrisonburg city, Virginia","50821","8790","44357","4379","284","2387","53","912","51","660"
"2011-01-01T00:00:00.000","Alleghany County, Virginia","16326","155","15351","989","9","69","0","25","51","005"
"2014-01-01T00:00:00.000","Hopewell city, Virginia","22375","1508","12633","8950","152","397","0","932","51","670"
"2011-01-01T00:00:00.000","Amelia County, Virginia","12631","193","9335","3052","142","101","16","131","51","007"
"2014-01-01T00:00:00.000","Lexington city, Virginia","7114","298","6267","568","10","426","0","203","51","678"
"2011-01-01T00:00:00.000","Amherst County, Virginia","32339","675","25197","6694","432","235","0","407","51","009"
"2014-01-01T00:00:00.000","Lynchburg city, Virginia","77626","2512","52357","23527","721","2553","20","1058","51","680"
"2011-01-01T00:00:00.000","Appomattox County, Virginia","14820","54","11578","3345","14","49","0","26","51","011"
"2014-01-01T00:00:00.000","Manassas city, Virginia","40436","13129","30952","6878","318","2533","6","1459","51","683"
"2011-01-01T00:00:00.000","Arlington County, Virginia","202999","30256","148940","19161","1905","22503","337","17715","51","013"
"2014-01-01T00:00:00.000","Manassas Park city, Virginia","14992","5104","11211","2384","125","1739","31","724","51","685"
"2011-01-01T00:00:00.000","Augusta County, Virginia","73526","1562","69136","3242","372","477","102","898","51","015"
"2014-01-01T00:00:00.000","Martinsville city, Virginia","13745","602","6960","6412","122","47","10","422","51","690"
"2011-01-01T00:00:00.000","Bath County, Virginia","4747","121","4525","169","0","24","0","29","51","017"
"2014-01-01T00:00:00.000","Newport News city, Virginia","181362","14546","97855","77572","2993","7574","853","3336","51","700"
"2011-01-01T00:00:00.000","Bedford County, Virginia","68275","1113","63351","4250","401","821","40","291","51","019"
"2014-01-01T00:00:00.000","Norfolk city, Virginia","244745","17351","124061","109386","3234","11011","1336","5651","51","710"
"2011-01-01T00:00:00.000","Bland County, Virginia","6871","9","6629","252","0","3","0","3","51","021"
"2014-01-01T00:00:00.000","Norton city, Virginia","4015","80","3650","307","5","0","0","80","51","720"
"2011-01-01T00:00:00.000","Botetourt County, Virginia","32956","388","31464","1326","84","242","0","101","51","023"
"2014-01-01T00:00:00.000","Petersburg city, Virginia","32439","1333","6424","25614","297","432","139","483","51","730"
"2011-01-01T00:00:00.000","Brunswick County, Virginia","17553","107","7166","10367","34","46","30","42","51","025"
"2014-01-01T00:00:00.000","Poquoson city, Virginia","12103","257","11628","111","72","411","0","63","51","735"
"2011-01-01T00:00:00.000","Buchanan County, Virginia","24173","63","23289","529","171","181","0","44","51","027"
"2014-01-01T00:00:00.000","Portsmouth city, Virginia","96007","3335","41659","52648","1196","1719","239","1544","51","740"
"2011-01-01T00:00:00.000","Buckingham County, Virginia","17021","120","10530","6327","81","118","0","84","51","029"
"2014-01-01T00:00:00.000","Radford city, Virginia","16993","474","14938","1825","89","452","47","197","51","750"
"2011-01-01T00:00:00.000","Campbell County, Virginia","54485","965","45880","8196","321","636","37","88","51","031"
"2014-01-01T00:00:00.000","Richmond city, Virginia","211063","13508","97997","107978","3941","6174","204","3334","51","760"
"2011-01-01T00:00:00.000","Caroline County, Virginia","28234","999","19369","8690","447","326","44","260","51","033"
"2014-01-01T00:00:00.000","Roanoke city, Virginia","97949","5599","66579","29742","1306","2420","219","1442","51","770"
"2011-01-01T00:00:00.000","Carroll County, Virginia","30002","740","29563","335","95","58","0","70","51","035"
"2014-01-01T00:00:00.000","Salem city, Virginia","25120","715","22274","2106","90","520","0","355","51","775"
"2011-01-01T00:00:00.000","Charles City County, Virginia","7223","105","3111","3673","581","5","12","1","51","036"
"2014-01-01T00:00:00.000","Staunton city, Virginia","24132","603","20914","3358","159","343","15","184","51","790"
"2011-01-01T00:00:00.000","Charlotte County, Virginia","12601","99","8529","4025","95","5","2","61","51","037"
"2014-01-01T00:00:00.000","Suffolk city, Virginia","85477","2834","46964","37829","1202","2139","178","839","51","800"
"2011-01-01T00:00:00.000","Chesterfield County, Virginia","313001","21503","227733","72046","2956","12194","328","4747","51","041"
"2014-01-01T00:00:00.000","Virginia Beach city, Virginia","445623","32158","319764","96539","5259","35905","1757","7756","51","810"
"2011-01-01T00:00:00.000","Clarke County, Virginia","14081","505","12919","913","62","166","0","253","51","043"
"2014-01-01T00:00:00.000","Waynesboro city, Virginia","21177","1393","17735","3182","388","272","82","461","51","820"
"2011-01-01T00:00:00.000","Craig County, Virginia","5158","0","5145","49","0","4","0","0","51","045"
"2014-01-01T00:00:00.000","Williamsburg city, Virginia","14401","1002","11279","2330","59","1081","76","192","51","830"
