"township","age_group","age","count"
"Thompson","4","Ages 18-64","1386"
"Thompson","5","Ages 65 and older","419"
"Tolland","1","Under 1 year old","22"
"Tolland","2","Ages 1-4","98"
"Tolland","3","Ages 5-17","400"
"Tolland","4","Ages 18-64","1000"
"Tolland","5","Ages 65 and older","397"
"Torrington","1","Under 1 year old","250"
"Torrington","2","Ages 1-4","1076"
"Torrington","3","Ages 5-17","3380"
"Torrington","4","Ages 18-64","8865"
"Torrington","5","Ages 65 and older","2276"
"Trumbull","1","Under 1 year old","77"
"Trumbull","2","Ages 1-4","306"
"Trumbull","3","Ages 5-17","1287"
"Trumbull","4","Ages 18-64","2926"
"Trumbull","5","Ages 65 and older","1288"
"Union","1","Under 1 year old","0"
"Union","2","Ages 1-4","0"
"Union","3","Ages 5-17","20"
"Union","4","Ages 18-64","60"
"Union","5","Ages 65 and older","16"
"Unknown","1","Under 1 year old","0"
"Unknown","2","Ages 1-4","0"
"Unknown","3","Ages 5-17","7"
"Unknown","4","Ages 18-64","34"
"Unknown","5","Ages 65 and older","0"
"Vernon","1","Under 1 year old","198"
"Vernon","2","Ages 1-4","791"
"Vernon","3","Ages 5-17","2219"
"Vernon","4","Ages 18-64","5795"
"Vernon","5","Ages 65 and older","1572"
"Voluntown","1","Under 1 year old","7"
"Voluntown","2","Ages 1-4","42"
"Voluntown","3","Ages 5-17","141"
"Voluntown","4","Ages 18-64","380"
"Voluntown","5","Ages 65 and older","79"
"Wallingford","1","Under 1 year old","145"
"Wallingford","2","Ages 1-4","653"
"Wallingford","3","Ages 5-17","2128"
"Wallingford","4","Ages 18-64","5255"
"Wallingford","5","Ages 65 and older","2193"
"Warren","1","Under 1 year old","0"
"Warren","2","Ages 1-4","16"
"Warren","3","Ages 5-17","48"
"Warren","4","Ages 18-64","114"
"Warren","5","Ages 65 and older","27"
"Washington","1","Under 1 year old","0"
"Washington","2","Ages 1-4","37"
"Washington","3","Ages 5-17","133"
"Washington","4","Ages 18-64","348"
"Washington","5","Ages 65 and older","100"
"Waterbury","1","Under 1 year old","1593"
"Waterbury","2","Ages 1-4","6568"
"Waterbury","3","Ages 5-17","18916"
"Waterbury","4","Ages 18-64","44343"
"Waterbury","5","Ages 65 and older","7559"
"Waterford","1","Under 1 year old","71"
"Waterford","2","Ages 1-4","253"
"Waterford","3","Ages 5-17","900"
"Waterford","4","Ages 18-64","2375"
"Waterford","5","Ages 65 and older","970"
"Watertown","1","Under 1 year old","62"
"Watertown","2","Ages 1-4","317"
"Watertown","3","Ages 5-17","1057"
"Watertown","4","Ages 18-64","2873"
"Watertown","5","Ages 65 and older","1081"
"West Hartford","1","Under 1 year old","178"
"West Hartford","2","Ages 1-4","686"
"West Hartford","3","Ages 5-17","2788"
"West Hartford","4","Ages 18-64","6623"
"West Hartford","5","Ages 65 and older","2745"
"West Haven","1","Under 1 year old","466"
"West Haven","2","Ages 1-4","1930"
"West Haven","3","Ages 5-17","5684"
"West Haven","4","Ages 18-64","13274"
"West Haven","5","Ages 65 and older","2616"
"Westbrook","1","Under 1 year old","15"
"Westbrook","2","Ages 1-4","88"
"Westbrook","3","Ages 5-17","252"
"Westbrook","4","Ages 18-64","912"
"Westbrook","5","Ages 65 and older","368"
"Weston","1","Under 1 year old","6"
"Weston","2","Ages 1-4","22"
"Weston","3","Ages 5-17","177"
"Weston","4","Ages 18-64","462"
"Weston","5","Ages 65 and older","75"
"Westport","1","Under 1 year old","16"
"Westport","2","Ages 1-4","81"
"Westport","3","Ages 5-17","452"
"Westport","4","Ages 18-64","1412"
"Westport","5","Ages 65 and older","426"
"Wethersfield","1","Under 1 year old","100"
"Wethersfield","2","Ages 1-4","331"
"Wethersfield","3","Ages 5-17","1187"
"Wethersfield","4","Ages 18-64","3052"
"Wethersfield","5","Ages 65 and older","1356"
"Willington","1","Under 1 year old","20"
"Willington","2","Ages 1-4","77"
"Willington","3","Ages 5-17","243"
"Willington","4","Ages 18-64","709"
"Willington","5","Ages 65 and older","146"
"Wilton","1","Under 1 year old","6"
"Wilton","2","Ages 1-4","44"
"Wilton","3","Ages 5-17","333"
"Wilton","4","Ages 18-64","844"
"Wilton","5","Ages 65 and older","527"
"Winchester","1","Under 1 year old","58"
"Winchester","2","Ages 1-4","317"
"Winchester","3","Ages 5-17","910"
"Winchester","4","Ages 18-64","2455"
"Winchester","5","Ages 65 and older","696"
"Windham","1","Under 1 year old","219"
"Windham","2","Ages 1-4","1069"
"Windham","3","Ages 5-17","3214"
"Windham","4","Ages 18-64","8171"
"Windham","5","Ages 65 and older","1402"
"Windsor Locks","1","Under 1 year old","82"
"Windsor Locks","2","Ages 1-4","273"
"Windsor Locks","3","Ages 5-17","890"
"Windsor Locks","4","Ages 18-64","2124"
"Windsor Locks","5","Ages 65 and older","494"
"Windsor","1","Under 1 year old","172"
"Windsor","2","Ages 1-4","649"
"Windsor","3","Ages 5-17","2094"
"Windsor","4","Ages 18-64","5993"
"Windsor","5","Ages 65 and older","1283"
"Wolcott","1","Under 1 year old","54"
"Wolcott","2","Ages 1-4","201"
"Wolcott","3","Ages 5-17","752"
"Wolcott","4","Ages 18-64","1984"
"Wolcott","5","Ages 65 and older","853"
"Woodbridge","1","Under 1 year old","14"
"Woodbridge","2","Ages 1-4","50"
"Woodbridge","3","Ages 5-17","257"
"Woodbridge","4","Ages 18-64","652"
"Woodbridge","5","Ages 65 and older","245"
"Woodbury","1","Under 1 year old","21"
"Woodbury","2","Ages 1-4","77"
"Woodbury","3","Ages 5-17","304"
"Woodbury","4","Ages 18-64","921"
"Woodbury","5","Ages 65 and older","354"
"Woodstock","1","Under 1 year old","19"
"Woodstock","2","Ages 1-4","120"
"Woodstock","3","Ages 5-17","374"
"Woodstock","4","Ages 18-64","781"
"Woodstock","5","Ages 65 and older","196"
