"docket_or_petition_num","town","address","extra_information_alternate_address","user","owner","twr_type","ant_height","twr_height","elev","antennas","equip_bldg","_5g_services","comments","backup_power_type","backup_power_size_duration","shared_backup_power","action_date"
,"Barkhamsted","** New Hartford Road",,"T-Mobile","Verizon","monopole","102","144","792","install 9 antennas and 6 TMAs","pad",,,,,,"2008-11-20T00:00:00.000"
,"Barkhamsted","** New Hartford Road",,"Pocket (now MetroPCS)","Verizon","monopole","93","144","792","flush mount 3 antennas",,,,,,,"2009-02-11T00:00:00.000"
,"Barkhamsted","** New Hartford Road",,"Cingular","Verizon","monopole","114","144","792","replace 9 existing antennas, 6 TMAs, 3 diplexers with 6 new antennas, 6 TMAs, 6 diplexers",,,"UMTS upgrade",,,,"2009-06-30T00:00:00.000"
,"Barkhamsted","** New Hartford Road",,"Verizon","Verizon","monopole","133","144","792","replace 6 of 12 existing antennas with 3 PCS and 3 LTE antennas",,,,,,,"2012-03-06T00:00:00.000"
,"Barkhamsted","** New Hartford Road",,"AT&T","Verizon","monopole","114","144","792","add 3 multi-band antennas for LTE to 6 GSM/UMTS antennas",,,,,,,"2012-11-23T00:00:00.000"
,"Barkhamsted","** New Hartford Road",,"Sprint","Verizon","monopole","144","144","792","replace 6 CDMA antennas with 3 dual-band antennas",,,"4G/LTE upgrade",,,,"2012-12-28T00:00:00.000"
,"Barkhamsted","** New Hartford Road",,"AT&T","Verizon","monopole",,"144","792",,,,"install 50 kW diesel generator for backup power","diesel generator",,,"2014-02-14T00:00:00.000"
,"Barkhamsted","** New Hartford Road",,"T-Mobile","Verizon","monopole","101","144","792","remove 3 existing GSM antennas; install 3 new GSM/UMTS and 3 new LTE antennas",,,,,,,"2014-04-17T00:00:00.000"
,"Barkhamsted","** New Hartford Road",,"Sprint","Verizon","monopole","140","144","792","add 3 new dual-band antennas to 3 existing dual-band antennas",,,,,,,"2014-07-18T00:00:00.000"
,"Barkhamsted","** New Hartford Road",,"T-Mobile","Verizon","monopole","102","144","792","add 3 new antennas to 3 existing antennas",,,,,,,"2014-09-29T00:00:00.000"
,"Barkhamsted","** New Hartford Road",,"Verizon","American Tower","monopole","131","144","792","replace 6 antennas w/ 3 700/2100 MHz and 3 2100 MHz; replace 6 RRHs",,,,,,,"2017-05-01T00:00:00.000"
,"Barkhamsted","** New Hartford Road",,"American Tower Corporation","Verizon",,,,,,,,"generator installed on 6' x 8' concrete pad; ATS and circuit breaker on proposed H- Frame","diesel generator","50-kilowatt","yes","2019-02-02T00:00:00.000"
,"Barkhamsted","** New Hartford Road",,"American Tower Corporation","AT&T","monopole","117","144","792","replace 6 antennas w 3 x 700/1900 Mhz & 3 x 700/850/2100 MHz antennas; add 6 rru's",,,,,,,"2019-05-06T00:00:00.000"
,"Beacon Falls","*** Lopus Road",,"New Cingular","Beacon Falls","monopole","145","150",,"install 12 panel antennas","12x20",,,,,,"2005-10-19T00:00:00.000"
,"Beacon Falls","*** Lopus Road",,"T-Mobile","Beacon Falls","monopole","135","150",,"install 9 panel antennas","pad",,,,,,"2006-01-25T00:00:00.000"
,"Beacon Falls","*** Lopus Road",,"Pocket (now MetroPCS)","Beacon Falls","monopole","125","150",,"flush mount 3 antennas",,,,,,,"2009-03-09T00:00:00.000"
,"Beacon Falls","*** Lopus Road",,"T-Mobile","Beacon Falls","monopole","135","150",,"install up to 12 antennas","pad",,"previously approved antennas never put on tower",,,,"2010-12-02T00:00:00.000"
,"Beacon Falls","*** Lopus Road",,"AT&T","Beacon Falls","monopole","146","150",,"add 3 LTE antennas to 6 existing antennas",,,,,,,"2012-05-11T00:00:00.000"
,"Beacon Falls","*** Lopus Road",,"T-Mobile","Beacon Falls","monopole","135","150",,"replace 3 GSM antennas with 3 new GSM/UMTS and add 3 LTE antennas",,,"4G/LTE upgrade",,,,"2014-05-09T00:00:00.000"
,"Beacon Falls","*** Lopus Road",,"AT&T","American Tower","monopole","146","150",,"replace 3 ant w/ 3 700/1900 MHz ant; replace 3 RRHs",,,,,,,"2016-11-07T00:00:00.000"
"Sub-petition No. 1133","Beacon Falls","*** Lopus Road",,"Verizon","American Tower","monopole","115","150",,"install 8 antennas for 700/850/1900/2100MHz and 4 RRHs","16x12",,"concrete pad for three equipment cabinets; 15kW generator","propane generator","15kW",,"2017-02-14T00:00:00.000"
,"Beacon Falls","*** Lopus Road",,"Verizon","American Tower","monopole","115","150",,"remove 4 antennas; replace 4 antennas w 4x700/850/1900/2100 MHz antennas; replace 4 rrus",,,,,,,"2020-03-02T00:00:00.000"
,"Beacon Falls","*** Lopus Road",,"T-Mobile","American Tower","monopole","135","150",,"install 3 x 600/700 MHz antennas ; add 3 rru's","upgrade g;l equipment",,,,,,"2020-06-29T00:00:00.000"
,"Beacon Falls","*** Lopus Road",,"DISh","American Tower","monopole","105","150",,"install 3x 600/1900/2100 MHz antennas and 6 RRUs","install 5'x7' equipment platform with 1 x cabinet & associated equipment","yes",,,,,"2022-01-13T00:00:00.000"
"Petition No. 403","Beacon Falls","*** Pent Road",,"Sprint","CL&P","utility pole","98","82","200","60""x6.1""x2.8"" antennas","8x11",,"concrete pad for equip. cabs., CL&P structure #326",,,,"1998-11-05T00:00:00.000"
,"Beacon Falls","*** Pent Road",,"Sprint","CL&P","utility pole","98","82","200","replace 4 existing CDMA antennas with 2 new CDMA/LTE antennas",,,"4G/LTE upgrade",,,,"2014-08-15T00:00:00.000"
,"Beacon Falls","*** Pent Road",,"Sprint","CL&P","utility pole","98","82","200","replace 2 antennas w 2 x 800/1900/2500 MHz & install 1 x 800/1900/2500 MHz antennas","install 7 x RRU's",,,,,,"2019-10-21T00:00:00.000"
,"Beacon Falls","** Rice Lane",,"VoiceStream","SBA","monopole","140","150",,"6-EMS RR90-17-02DP antennas","cabinets",,"Sprint on tower at 152'",,,,"2000-05-10T00:00:00.000"
,"Beacon Falls","** Rice Lane",,"AT&T","SBA","monopole","132","150",,"add 6 Allgon 7250.03 panel antennas",,,"equipment cabinets on concrete pad",,,,"2002-07-11T00:00:00.000"
,"Beacon Falls","** Rice Lane",,"T-Mobile","SBA","monopole","140","150",,"E911 upgrade",,,,,,,"2002-09-25T00:00:00.000"
,"Beacon Falls","** Rice Lane",,"Cingular/AT&T","SBA","monopole","132","150",,"remove all AT&T antennas and equipment;  remove 3 existing Cingular antennas, install 3 new ones",,,"install 6 tower mount amplifiers; remove 1 equipment cabinet & install 1 new cabinet",,,,"2007-08-29T00:00:00.000"
,"Beacon Falls","** Rice Lane",,"Cingular","SBA","monopole",,"150",,,,,"extend equipment pad",,,,"2008-07-25T00:00:00.000"
,"Beacon Falls","** Rice Lane",,"Cingular","SBA","monopole",,"150",,,,,"install additional equipment cabinet",,,,"2008-10-20T00:00:00.000"
,"Beacon Falls","** Rice Lane",,"T-Mobile","SBA","monopole","142","150",,"add 3 antennas to 6 existing antennas",,,"UMTS upgrade",,,,"2009-04-29T00:00:00.000"
"Petition No. 911","Beacon Falls","** Rice Lane",,"Verizon","SBA","monopole","162","160",,"install 15 antennas on low profile platform",,,"add ten feet to tower height to accommodate Verizon antennas",,,,"2009-08-27T00:00:00.000"
,"Beacon Falls","** Rice Lane",,"Clearwire","SBA","monopole","155","160",,"install 3 WiMAX antennas and 3 microwave dishes",,,,,,,"2010-08-09T00:00:00.000"
,"Beacon Falls","** Rice Lane",,"AT&T","SBA","monopole","133","160",,"add 3 LTE antennas to 3 GSM/UMTS antennas",,,,,,,"2012-09-14T00:00:00.000"
,"Beacon Falls","** Rice Lane",,"Sprint","SBA","monopole","150","160",,"replace 6 CDMA antennas with 3 dual-band antennas",,,"4G/LTE upgrade",,,,"2013-04-19T00:00:00.000"
,"Beacon Falls","** Rice Lane",,"T-Mobile","SBA","monopole","142","160",,"replace 9 antennas with 6 dual-band antennas",,,"4G/LTE upgrade",,,,"2013-06-26T00:00:00.000"
,"Beacon Falls","** Rice Lane",,"AT&T","SBA","monopole",,"160",,,,,"install 50 kW diesel generator for backup power","diesel generator",,,"2014-02-04T00:00:00.000"
,"Beacon Falls","** Rice Lane",,"Sprint","SBA","monopole","150","160",,"add 3 new dual band antennas to 3 existing antennas",,,,,,,"2014-06-30T00:00:00.000"
,"Beacon Falls","** Rice Lane",,"AT&T","SBA","monopole","133","160",,"replace 3 antennas with 3 700/1900 MHz antennas",,,,,,,"2015-09-28T00:00:00.000"
,"Beacon Falls","** Rice Lane",,"AT&T","SBA","monopole","133","160",,"replace 3 antennas w/ 3 2300 MHz antennas. Remove 6 TMAs and install 3 TMAs",,,,,,,"2016-05-31T00:00:00.000"
,"Beacon Falls","** Rice Lane",,"T-Mobile","SBA","monopole","142","160",,"install 3 antennas and 3 RRHs",,,,,,,"2017-03-27T00:00:00.000"
,"Beacon Falls","** Rice Lane",,"Verizon","SBA","monopole","160","160",,"replace 9 ant w/ 3 700 MHz, 3 1900 MHz, 3 2100 MHz; add 3 RRHS",,,,,,,"2017-07-10T00:00:00.000"
,"Beacon Falls","** Rice Lane",,"T-Mobile","SBA","monopole","142","160",,"install 2 x 700/2100 MHz antennas; add 1 RRU",,,,,,,"2018-07-23T00:00:00.000"
,"Beacon Falls","** Rice Lane",,"T-Mobile","SBA","monopole","142","160",,"replace 3 antennas with 3 x 1900/2100 MHzz antennas ;",,,,,,,"2018-12-31T00:00:00.000"
,"Beacon Falls","** Rice Lane",,"AT&T","SBA","monopole","133","160",,"replace 3 antennas with 3 x 700/850/2100 Mhz antennas",,,,,,,"2019-07-01T00:00:00.000"
,"Beacon Falls","** Rice Lane",,"T-Mobile","SBA","monopole","142","160",,"replace 4 antennas w 3x600/700 MHz & 1 x600/700/2100 MHz antennas; replace 4xRRUs & install 1x RRU","upgrade g;l equipment",,,,,,"2020-06-15T00:00:00.000"
"Docket No. 173","Beacon Falls","*** Rimmon Hill Road",,"SCLP","SCLP","monopole","160","160","415","12-4'x2' panels,","12x26",,"Alternate",,,,"1996-04-11T00:00:00.000"
"Docket No. 173","Beacon Falls","*** Rimmon Hill Road",,"BAM","SCLP","monopole","150","160","415","12-4'x2' panels,","12x26",,"Share SCLP facility",,,,"1996-04-11T00:00:00.000"
,"Beacon Falls","*** Rimmon Hill Road",,"Nextel","SCLP","monopole","137-5","160",,"12-panel antennas","10'x20'",,"2-GPS receive only on Nextel shelter",,,,"2000-10-02T00:00:00.000"
"Petition No. 557","Beacon Falls","*** Rimmon Hill Road",,"AT&T Wireless","American Tower","monopole","170","170","415","3 Allgon 7250.02 panel antennas, install 2 equipment cabinets on 5x6  concrete pad",,,"AT&T to add 10' pipe mast extension onto existing 160' tower for its antennas",,,,"2002-05-07T00:00:00.000"
,"Beacon Falls","*** Rimmon Hill Road",,"SNET/Cingular","American Tower","monopole","162","170","415","replace existin antennas with 10 CSS DUO4-8670, 6 tower mount amplifiers, 1 LMU @ 38'",,,,,,,"2002-08-01T00:00:00.000"
,"Beacon Falls","*** Rimmon Hill Road",,"Verizon","American Tower","monopole","149","170","415","remove 3 cellular antennas and install 6 DB948F85T2E-M PCS antennas",,,,,,,"2005-02-02T00:00:00.000"
,"Beacon Falls","*** Rimmon Hill Road",,"Verizon","American Tower","monopole","148","170","415","replace 3 existing cellular antennas with 6 new PCS antennas",,,,,,,"2007-02-27T00:00:00.000"
,"Beacon Falls","*** Rimmon Hill Road",,"Verizon","American Tower","monopole","148","170","415","replace 6 existing cellular antennas with 6 new cellular antennas and add 3 700 MHz antennas",,,,,,,"2010-02-18T00:00:00.000"
,"Beacon Falls","*** Rimmon Hill Road",,"Cingular/AT&T","American Tower","monopole","157","170","415","remove 3 flush mounted antennas @ 169' and 6 panel antennas at 157'; install 6 antennas and 6 TMAs @ 157'",,,,,,,"2010-08-17T00:00:00.000"
,"Beacon Falls","*** Rimmon Hill Road",,"AT&T","American Tower","monopole","159","170","415","add 3 LTE antennas to 6 existing antennas",,,,,,,"2012-06-08T00:00:00.000"
,"Beacon Falls","*** Rimmon Hill Road",,"Verizon","American Tower","monopole","149","170","415","replace 6 of 12 existing antennas with 3 new PCS and 3 new AWS antennas",,,,,,,"2014-03-21T00:00:00.000"
,"Beacon Falls","*** Rimmon Hill Road",,"AT&T","American Tower Corporation","monopole","157","173","415","replace 3 antennas with 3 850 MHz antennas",,,,,,,"2016-03-28T00:00:00.000"
,"Beacon Falls","*** Rimmon Hill Road",,"AT&T","American Tower Corporation","monopole","159","173","415","replace 3 antennas w/ 3 700/850/2300 MHz antennas; replace 3 RRHs, add 3 RRHs",,,,,,,"2018-05-07T00:00:00.000"
,"Berlin","**** Berlin Turnpike",,"Sprint","Berlin Fire Dept","monopole","150","180",,"12 antennas",,,"town antennas for police, fire, and public safety on top 30' of tower",,,,"2002-09-25T00:00:00.000"
,"Berlin","**** Berlin Turnpike",,"AT&T","Berlin Fire Dept","monopole","168","180",,"add 6 Allgon 7250.03 panel antennas",,,,,,,"2002-11-07T00:00:00.000"
,"Berlin","**** Berlin Turnpike",,"T-Mobile","Berlin Fire Dept","monopole","160","180",,"install 9 panel antennas","pad",,,,,,"2005-11-17T00:00:00.000"
,"Berlin","**** Berlin Turnpike",,"Verizon","Berlin Fire Dept","monopole","118","180",,"install 12 panel antennas","12x30",,,,,,"2006-03-22T00:00:00.000"
,"Berlin","**** Berlin Turnpike",,"Cingular","Berlin Fire Dept","monopole","170","180",,"remove 3 existing antennas, install 3 new ones",,,"install 6 tower mount amplifiers; remove 1 existing equipment cabinet & install 2 new ones",,,,"2007-08-29T00:00:00.000"
,"Berlin","**** Berlin Turnpike",,"Verizon","Berlin Fire Dept","monopole","117","180",,"replace 4 existing antennas with 4 new ones",,,,,,,"2008-05-08T00:00:00.000"
,"Berlin","**** Berlin Turnpike",,"Pocket (now MetroPCS)","Berlin Fire Dept","monopole","124","180",,"flush mount 3 antennas",,,,,,,"2008-10-06T00:00:00.000"
,"Berlin","**** Berlin Turnpike",,"T-Mobile","Berlin Fire Dept","monopole","160","180",,"replace 6 existing TMAs with 3 new UMTS TMAs and 3 GSM TMAs",,,"UMTS upgrade",,,,"2009-05-20T00:00:00.000"
,"Berlin","**** Berlin Turnpike",,"Verizon","Berlin Fire Dept","monopole","114","180",,"replace 6 existing PCS antennas with 3 new PCS and 3 new 700 MHz antennas",,,,,,,"2010-03-30T00:00:00.000"
,"Berlin","**** Berlin Turnpike",,"Clearwire","Berlin Fire Dept","monopole","150","180",,"install 3 WiMAX antennas @ 150' and 4 microwave dishes @ 154'",,,,,,,"2010-05-27T00:00:00.000"
,"Berlin","**** Berlin Turnpike",,"Verizon","Berlin Fire Dept","monopole",,"180",,,,,"install 6 diplexer coax cables",,,,"2010-08-02T00:00:00.000"
,"Berlin","**** Berlin Turnpike",,"AT&T","Berlin Fire Dept","monopole","170","180",,"add 3 LTE antennas to 3 existing GSM/UMTS antennas",,,,,,,"2012-05-11T00:00:00.000"
,"Berlin","**** Berlin Turnpike",,"Sprint","Berlin Fire Dept","monopole","150","180",,"replace 6 CDMA antennas with 3 dual-band antennas",,,"4G/LTE upgrade",,,,"2012-12-21T00:00:00.000"
,"Berlin","**** Berlin Turnpike",,"MetroPCS","Berlin Fire Dept","monopole",,"180",,,,,"replace existing radio cabinet with new radio cabinet for LTE upgrade",,,,"2013-02-22T00:00:00.000"
,"Berlin","**** Berlin Turnpike",,"Verizon","Berlin Fire Dept","monopole","114","180",,"replace 6 of 12 existing antennas with 3 new cellular and 3 new AWS antennas",,,,,,,"2013-12-10T00:00:00.000"
,"Berlin","**** Berlin Turnpike",,"Sprint","Berlin Fire Dept","monopole","150","180",,"add 3 new LTE antennas to 3 existing ones",,,,,,,"2014-10-06T00:00:00.000"
,"Berlin","**** Berlin Turnpike",,"T-Mobile","Berlin Fire Dept","monopole","160","180",,"replace 6 antennas with 9 new antennas",,,"4G/LTE upgrade",,,,"2014-10-06T00:00:00.000"
,"Berlin","**** Berlin Turnpike",,"T-Mobile","Berlin Fire Dept","monopole","160","180",,"remove all 6 existing antennas; install 9 new antennas",,,,,,,"2015-02-09T00:00:00.000"
,"Berlin","**** Berlin Turnpike",,"AT&T","Berlin Fire Dept","monopole","170","175",,"replace 3 antennas with 3 700/1900 MHz antennas",,,,,,,"2016-03-28T00:00:00.000"
,"Berlin","**** Berlin Turnpike",,"AT&T","Berlin Fire Dept","monopole","170","175",,"replace 3 RRUs with 3 new RRUs",,,,,,,"2017-01-30T00:00:00.000"
,"Berlin","**** Berlin Turnpike",,"Sprint","Berlin Fire Dept","monopole","150","175",,"install 3 2500 MHz antennas; 3 RRHs",,,,,,,"2017-10-23T00:00:00.000"
,"Berlin","**** Berlin Turnpike",,"T-Mobile","Berlin Fire Dept","monopole","160","175",,"replace 6 antennas with 3 x 600/700 MHz &3x1900/2100 MHz antennas",,,,,,,"2019-07-15T00:00:00.000"
,"Berlin","**** Chamberlain Highway",,"Nextel","Sprint","monopole","113","125",,"12 4' Panel antennae","10x20",,,,,,"2001-01-11T00:00:00.000"
,"Berlin","**** Chamberlain Highway",,"VoiceStream","Sprint","monopole","105","125",,"12 panel antenae","cabinets",,,,,,"2001-02-08T00:00:00.000"
,"Berlin","**** Chamberlain Highway",,"Cellco","Sprint","monopole","95","125",,"12 panel  DB844H80","12x30",,,,,,"2001-12-11T00:00:00.000"
,"Berlin","**** Chamberlain Highway",,"AT&T","Sprint","monopole","75","125",,"add 3 Allgon 7250.03 panel antennas",,,"equipment cabinets on concrete pad",,,,"2002-07-11T00:00:00.000"
,"Berlin","**** Chamberlain Highway",,"T-Mobile","Sprint","monopole","105","125",,"E911 upgrade",,,,,,,"2002-09-25T00:00:00.000"
,"Berlin","**** Chamberlain Highway",,"Cingular","Sprint","monopole","65","125",,"install 3 panel antennas","pad",,"three equipment cabinets",,,,"2003-11-20T00:00:00.000"
,"Berlin","**** Chamberlain Highway",,"AT&T","Sprint","monopole","75","125",,"antennas removed - no longer in use",,,,,,,"2006-08-31T00:00:00.000"
,"Berlin","**** Chamberlain Highway",,"Cingular","Sprint","monopole",,"125",,,,,"add 2 equipment cabinets",,,,"2007-06-07T00:00:00.000"
,"Berlin","**** Chamberlain Highway",,"Pocket (now MetroPCS)","Sprint","monopole","75","125",,"flush mount 3 antennas",,,,,,,"2008-11-12T00:00:00.000"
,"Berlin","**** Chamberlain Highway",,"Clearwire","Crown Castle","monopole","119","125",,"install 3 WiMAX antennas, 3 RRHs, 1 microwave dish",,,,,,,"2010-10-08T00:00:00.000"
,"Berlin","**** Chamberlain Highway",,"AT&T","Crown Castle","monopole","65","125",,"remove 3 flush mounted antennas; replace with 6 antennas and 6 TMAs on platform",,,,,,,"2011-03-21T00:00:00.000"
,"Berlin","**** Chamberlain Highway",,"T-Mobile","Crown Castle","monopole","100","125",,"add 3 UMTS antennas and 6 TMAs to 3 existing GSM antennas",,,"UMTS upgrade",,,,"2011-07-18T00:00:00.000"
,"Berlin","**** Chamberlain Highway",,"Verizon","Crown Castle","monopole","94","125",,"replace 12 existing antennas with 6 new cellular, 3 new PCS, and 3 new LTE antennas",,,,,,,"2012-02-10T00:00:00.000"
,"Berlin","**** Chamberlain Highway",,"AT&T","Crown Castle","monopole","66","125",,"add 3 LTE antennas to 3 existing GSM and 3 existing UMTS antennas",,,,,,,"2012-05-29T00:00:00.000"
,"Berlin","**** Chamberlain Highway",,"Sprint","Crown Castle","monopole","121","125",,"replace 6 existing CDMA antennas with 3 dual-band antennas",,,"4G/LTE upgrade",,,,"2013-05-17T00:00:00.000"
"Petition No. 1075","Berlin","**** Chamberlain Highway",,,"Crown Castle","monopole",,"125",,,,,"relocate access road",,,,"2013-12-12T00:00:00.000"
,"Berlin","**** Chamberlain Highway",,"Verizon","Crown Castle","monopole","94","125",,"replace 6 of 12 existing antennas with 3 cellular and 3 AWS antennas",,,,,,,"2014-02-25T00:00:00.000"
,"Berlin","**** Chamberlain Highway",,"Sprint","Crown Castle","monopole","121","125",,"add 3 new CDMA/LTE antennas to 3 existing antennas",,,,,,,"2014-07-25T00:00:00.000"
,"Berlin","**** Chamberlain Highway",,"Verizon","Crown Castle","monopole","94","125",,"replace 3 antennas w/ 3 700 MHz.",,,,,,,"2015-05-06T00:00:00.000"
,"Berlin","**** Chamberlain Highway",,"T-Mobile","Crown Castle","monopole","101","125",,"replace 3 ant. w/ 3 1900/2100 MHz ant",,,,,,,"2015-06-29T00:00:00.000"
,"Berlin","**** Chamberlain Highway",,"Sprint","Crown Castle","monopole","123","125",,"install 3 2500 MHz antennas; 3 RRHs",,,,,,,"2017-10-16T00:00:00.000"
"Sub-petition No. 1133","Berlin","**** Chamberlain Highway",,"AT&T","Crown Castle","monopole","133","133",,"install 3 x 700/850 MHz antennas; add 9 rru's & relocate 3 rru's from g.l",,,"install 10ft pipe mast extending tower to 133ft; remove 9 antennas and install 3 new antennas",,,,"2018-10-12T00:00:00.000"
,"Berlin","**** Chamberlain Highway",,"AT&T","Crown Castle","monopole","133","133",,"relace 3 antennas w 3x700/1900/2100 MHz antennas, add 3 RRUs","upgrade equipment @ ground level",,,,,,"2020-07-27T00:00:00.000"
,"Berlin","**** Chamberlain Highway",,"DISH","Crown Castle","monopole","111","133",,"install 3x 600/1900/2100 MHz antennas and 6 RRUs","install 5'x7' equipment platform with 1 x cabinet & associated equipment","yes",,,,,"2022-04-22T00:00:00.000"
"Docket No. 172","Berlin","*** New Park Drive",,"TCI Cable","TCI Cable","n/a",,,"192","earth station dishes",,,"6-6.1 meter dishes, 6-4.5 meter dishes",,,,"1996-03-13T00:00:00.000"
,"Berlin","*** Kensington Road",,"Nextel","Town of Berlin","monopole","118","190",,"12-ALP 7120.16","10x20",,,,,,"1999-08-31T00:00:00.000"
,"Berlin","*** Kensington Road",,"SCLP","Town of Berlin","monopole","149","190",,"12-Allgon 7120.16 panel antennas","12x26",,,,,,"1999-12-08T00:00:00.000"
,"Berlin","*** Kensington Road",,"SNET/Cingular","Town of Berlin","monopole","149","190",,"replace existing antennas with 9CSS DUO4-8670, 6 tower mount amplifiers, 1 LMU @ 129'",,,,,,,"2002-08-15T00:00:00.000"
,"Berlin","*** Kensington Road",,"T-Mobile","Town of Berlin","monopole","181","190",,"add 6 EMS RR90-17-02DP antennas to 3 existing antennas","pad",,"2 new Nortel S8000 cabinets",,,,"2003-07-22T00:00:00.000"
,"Berlin","*** Kensington Road",,"Cingular","Town of Berlin","monopole","149","190",,"replace 3 existing antennas with 3 new ones",,,"add 3 diplexers",,,,"2008-05-08T00:00:00.000"
,"Berlin","*** Kensington Road",,"Verizon","Town of Berlin","monopole","160","190",,"install 6 PCS and 6 cellular antennas","12x30",,,,,,"2008-07-25T00:00:00.000"
,"Berlin","*** Kensington Road",,"Pocket (now MetroPCS)","Town of Berlin","monopole","106","190",,"flush mount 3 antennas",,,,,,,"2008-12-09T00:00:00.000"
,"Berlin","*** Kensington Road",,"T-Mobile","Town of Berlin","monopole","180","190",,"add 3 new antennas and 3 TMAs to 3 existing antennas and 3 TMAs",,,,,,,"2009-08-20T00:00:00.000"
,"Berlin","*** Kensington Road",,"Clearwire","Town of Berlin","monopole","118","190",,"install 3 WiMAX antennas @ 118' and 3 microwave dishes @ 122'",,,,,,,"2010-08-30T00:00:00.000"
,"Berlin","*** Kensington Road",,"AT&T","Town of Berlin/T-Mobile","monopole","149","190",,"replace 6 of 9 existing dual-band antennas with 6 new multi-band antennas",,,,,,,"2012-11-30T00:00:00.000"
,"Berlin","*** Kensington Road",,"Verizon","Town of Berlin/Crown Castle","monopole","160","190",,"replace 5 of 9 existing antennas with 2 cellular and 3 PCS antennas and add 3 LTE antennas",,,,,,,"2013-11-08T00:00:00.000"
,"Berlin","*** Kensington Road",,"Crown Castle","Town of Berlin/Crown Castle","monopole",,"190",,,,,"Crown Castle to make modifications to tower to strengthen it",,,,"2014-04-17T00:00:00.000"
,"Berlin","*** Kensington Road",,"T-Mobile","Town of Berlin/Crown Castle","monopole","181 & 184","190",,"replace 3 antennas w/ 3 LTE antennas + 3 RRHs",,,,,,,"2015-02-25T00:00:00.000"
,"Berlin","*** Kensington Road",,"AT&T","Town of Berlin","monopole","151","190",,"replace 6 ant. w/ 6 new antennas, add 6 TMAs, 6 RRUs, 1 surge arrestor",,,,,,,"2015-05-11T00:00:00.000"
,"Berlin","*** Kensington Road",,"Verizon","Town of Berlin","monopole","160","190",,"replace 12 antennas with 3 700, 3 850, 3 1900, and 3 2100 MHz new antennas",,,"install 9 new RRHs and 5 new antenna cables",,,,"2015-08-24T00:00:00.000"
,"Berlin","*** Kensington Road",,"T-Mobile","Crown Castle","monopole","181","190",,"replace 6 ant w/ 6 1900/2100 MHz",,,,,,,"2017-06-12T00:00:00.000"
,"Berlin","*** Kensington Road",,"AT&T","Crown Castle","monopole","151","190",,"replace 3 antennas and 3 RRHs; install 3 RRHs",,,,,,,"2018-06-04T00:00:00.000"
,"Berlin","*** Kensington Road",,"Sprint","Crown Castle","monopole","118","190",,"replace 3 antennas w 3x850/1900MHz & install 3x2500MHz antennas; add 6 rru's",,,,,,,"2018-09-10T00:00:00.000"
,"Berlin","*** Kensington Road",,"Verizon","Crown Castle","monopole","160","190",,"replace 6 antennas w 3 x 700 MHz & 3x 2100 Mhz antennas; replace 6 rru's",,,,,,,"2019-10-15T00:00:00.000"
,"Berlin","*** Kensington Road",,"T-Mobile","Crown Castle","monopole","184","190",,"replace 3 antennas w 3x600/700 MHz antennas; add 3 RRUs","remove 3 RRUs and upgrade g.l. equipment",,,,,,"2020-06-29T00:00:00.000"
,"Berlin","*** Kensington Road",,"DISH","Crown Castle","monopole","171","190",,"install 3x 600/1900/2100 MHz antennas and 6 RRUs","install 5'x7' equipment platform with 1 x cabinet & associated equipment","yes",,,,,"2022-02-25T00:00:00.000"
"Docket No. 40","Berlin","*** Beckley Road",,"SNET Cellular","SNET Cellular","monopole","150","150","190","(4-6) whips","21'x25'",,"Alternate to Middletown Site",,,,"1984-05-15T00:00:00.000"
,"Berlin","*** Beckley Road",,"SNET/SCLP","SNET/SCLP","monopole",,,,,,,"Transfer of certificate from SNET to Springwich Cellular limited Partnership",,,,"1989-07-06T00:00:00.000"
,"Berlin","*** Beckley Road",,"SNET/SCLP","SNET/SCLP","monopole","150","150","190","Directional panel antennas , Approx. 4'",,,"Increase Channels Change Antenna Type",,,,"1992-07-15T00:00:00.000"
,"Berlin","*** Beckley Road",,"SCLP/Sprint","SNET/SCLP","monopole","117","150","190","9- 4.3' panels, 1 gps",,,"Add 9 4.3' Allgon (7148.05) panels and 1 gps at 50'",,,,"1997-11-12T00:00:00.000"
,"Berlin","*** Beckley Road",,"SCLP/Omni","SNET Cellular","monopole","162","150","190","1-72""x16"" diameter canister","10x12 slab",,"Replace existing 150 ft mono with new 150 ft mono",,,,"1998-07-23T00:00:00.000"
,"Berlin","*** Beckley Road",,"Sprint","SNET Cellular","monopole",,"150","190",,"cabinet",,"add a 4x4 back-up cabinet",,,,"2001-03-01T00:00:00.000"
,"Berlin","*** Beckley Road",,"VoiceStream","SNET Cellular","monopole",,"150","190",,"cabinet",,"install 1 Nortel S8000 and 1 booster cabinet",,,,"2002-08-01T00:00:00.000"
,"Berlin","*** Beckley Road",,"Cingular","American Tower","monopole","152","150","190","replace existing with 9 CSS DUO1417-8686-4-0, 9 tower mount amplifiers",,,,,,,"2002-09-25T00:00:00.000"
,"Berlin","*** Beckley Road",,"AT&T","SCLP/ mnged by American Tower","monopole","106","150","190","install 6 Allgon 7250.03 panel antennas",,,"cabinets on concrete pad",,,,"2002-10-23T00:00:00.000"
,"Berlin","*** Beckley Road",,"Verizon","SCLP/ mnged by American Tower","monopole","116","150","190","install 12 RWA-80014 panel antennas","12X30",,,,,,"2002-10-23T00:00:00.000"
