"credentialid","name","type","businessname","dba","fullcredentialcode","credentialtype","credentialnumber","credentialsubcategory","credential","status","statusreason","active","issuedate","effectivedate","expirationdate","address","city","state","zip","recordrefreshedon"
"1059289","LEAP - ROBERTO CLEMENTE SCHOOL","BUSINESS","LEAP - ROBERTO CLEMENTE SCHOOL",,"YCYC.00674","YCYC","0674",,"Youth Camp","ACTIVE","ACTIVE","1","2004-06-28T00:00:00.000","2022-08-01T00:00:00.000","2023-07-31T00:00:00.000","360 COLUMBUS AVE","NEW HAVEN","CT","065191516","2022-09-09T00:00:00.000"
"1059290","LEAP - F.A.M.E SCHOOL","BUSINESS","LEAP - F.A.M.E SCHOOL",,"YCYC.00675","YCYC","0675",,"Youth Camp","ACTIVE","ACTIVE","1","2004-06-28T00:00:00.000","2022-08-01T00:00:00.000","2023-07-31T00:00:00.000","255 BLATCHLEY AVE","NEW HAVEN","CT","065133509","2022-06-27T00:00:00.000"
"1059291","LEAP - CLINTON AVENUE SCHOOL","BUSINESS","LEAP - CLINTON AVENUE SCHOOL",,"YCYC.00676","YCYC","0676",,"Youth Camp","ACTIVE","ACTIVE","1","2004-06-28T00:00:00.000","2022-06-20T00:00:00.000","2023-06-30T00:00:00.000","293 CLINTON AVE","NEW HAVEN","CT","065132814","2022-09-09T00:00:00.000"
"1059292","LEAP - TROUP MIDDLE SCHOOL","BUSINESS","LEAP - TROUP MIDDLE SCHOOL",,"YCYC.00677","YCYC","0677",,"Youth Camp","ACTIVE","ACTIVE","1","2004-06-28T00:00:00.000","2022-08-01T00:00:00.000","2023-07-31T00:00:00.000","259 EDGEWOOD AVE","NEW HAVEN","CT","065114106","2022-06-17T00:00:00.000"
"1059293","Generation of Praise","BUSINESS","Generation of Praise",,"YCYC.00621","YCYC","0621",,"Youth Camp","INACTIVE","WITHDRAWN CLOSED","0","2003-07-03T00:00:00.000","2004-06-15T00:00:00.000","2005-06-14T00:00:00.000","23 Vine Street","Hartford","CT",,"2012-04-03T00:00:00.000"
"1059294","Greenhouse - The Litchfield Jazz Festival Summer Dance Institute","BUSINESS","Greenhouse - The Litchfield Jazz Festival Summer Dance Institute",,"YCYC.00615","YCYC","0615",,"Youth Camp","INACTIVE","WITHDRAWN CLOSED","0","2004-06-18T00:00:00.000","2005-06-16T00:00:00.000","2006-06-15T00:00:00.000","12 Norfolk Road","Litchfield","CT","06759","2012-04-03T00:00:00.000"
"1059295","LITCHFIELD JAZZ CAMP","BUSINESS","LITCHFIELD JAZZ CAMP",,"YCYC.00367","YCYC","0367",,"Youth Camp","ACTIVE","ACTIVE","1","1999-07-09T00:00:00.000","2022-07-01T00:00:00.000","2023-06-30T00:00:00.000","99 GREEN HILL RD","WASHINGTON","CT","067931200","2022-07-12T00:00:00.000"
"1059296","NAUGATUCK VALLEY BOYS AND GIRLS CLUB SUMMER CAMP","BUSINESS","NAUGATUCK VALLEY BOYS AND GIRLS CLUB SUMMER CAMP",,"YCYC.00138","YCYC","0138",,"Youth Camp","ACTIVE","ACTIVE","1","2001-06-18T00:00:00.000","2022-07-01T00:00:00.000","2023-06-30T00:00:00.000","1 POSITIVE PL","SHELTON","CT","064842362","2022-07-27T00:00:00.000"
"1059297","Immanuel Luminary Camp","BUSINESS","Immanuel Luminary Camp",,"YCYC.00279","YCYC","0279",,"Youth Camp","INACTIVE","WITHDRAWN CLOSED","0","1997-07-03T00:00:00.000","2001-06-28T00:00:00.000","2002-06-27T00:00:00.000","Old record. Street address not recorded.","Meriden","CT",,"2012-04-03T00:00:00.000"
"1059298","Resurrection Connection Day Camp","BUSINESS","Resurrection Connection Day Camp",,"YCYC.00292","YCYC","0292",,"Youth Camp","INACTIVE","WITHDRAWN CLOSED","0","1990-07-13T00:00:00.000","2016-08-01T00:00:00.000","2017-07-31T00:00:00.000","158 DAVENPORT AVE","NEW HAVEN","CT","065191333","2018-05-23T00:00:00.000"
"1059299","First Fiesta Day Camp","BUSINESS","First Fiesta Day Camp",,"YCYC.00293","YCYC","0293",,"Youth Camp","INACTIVE","WITHDRAWN CLOSED","0","1989-07-25T00:00:00.000","2001-07-06T00:00:00.000","2002-07-05T00:00:00.000","77 Franklin Square","New Britain","CT",,"2012-04-03T00:00:00.000"
"1059300","Heart of Hartford Day Camp","BUSINESS","Heart of Hartford Day Camp",,"YCYC.00455","YCYC","0455",,"Youth Camp","INACTIVE","WITHDRAWN CLOSED","0","2000-07-14T00:00:00.000","2008-07-08T00:00:00.000","2009-07-07T00:00:00.000","311 Capitol Avenue","Hartford","CT","06106","2012-04-03T00:00:00.000"
"1059301","MAI Karate Camp","BUSINESS","MAI Karate Camp",,"YCYC.00499","YCYC","0499",,"Youth Camp","INACTIVE","WITHDRAWN CLOSED","0","2001-06-26T00:00:00.000","2001-06-26T00:00:00.000","2002-06-25T00:00:00.000","Old record. Street address not recorded.","Canton","CT",,"2012-04-03T00:00:00.000"
"1059302","Summer Place","BUSINESS","Summer Place",,"YCYC.00076","YCYC","0076",,"Youth Camp","ACTIVE","ACTIVE","1","1990-06-22T00:00:00.000","2022-06-01T00:00:00.000","2023-05-31T00:00:00.000","200 BLOOMFIELD AVE","WEST HARTFORD","CT","061171545","2022-03-16T00:00:00.000"
"1059303","Hartford Volleyball Summer Day Camp","BUSINESS","Hartford Volleyball Summer Day Camp",,"YCYC.00632","YCYC","0632",,"Youth Camp","INACTIVE","WITHDRAWN CLOSED","0","2003-07-29T00:00:00.000","2003-07-29T00:00:00.000","2004-07-28T00:00:00.000","200 Bloomfield Avenue","West Hartford","CT",,"2012-04-03T00:00:00.000"
"1059304","Maritime Education Network","BUSINESS","Maritime Education Network",,"YCYC.00636","YCYC","0636",,"Youth Camp","INACTIVE","LAPSED","0","2003-08-12T00:00:00.000","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","203 FERRY RD","OLD SAYBROOK","CT","064751408","2020-07-07T00:00:00.000"
"1059305","McGivney Summer Day Camp","BUSINESS","McGivney Summer Day Camp",,"YCYC.00215","YCYC","0215",,"Youth Camp","ACTIVE","ACTIVE","1","1992-06-29T00:00:00.000","2022-04-01T00:00:00.000","2023-03-31T00:00:00.000","338 STILLMAN ST","BRIDGEPORT","CT","066081405","2022-04-01T00:00:00.000"
"1059306","Meriden YMCA Mountain Mist Day Camp","BUSINESS","Meriden YMCA Mountain Mist Day Camp",,"YCYC.00129","YCYC","0129",,"Youth Camp","ACTIVE","ACTIVE","1","1990-06-25T00:00:00.000","2022-06-01T00:00:00.000","2023-05-31T00:00:00.000","576 HIGH HILL RD","MERIDEN","CT","064507118","2022-02-17T00:00:00.000"
"1059307","Mi Casa Summer Camp","BUSINESS","Mi Casa Summer Camp",,"YCYC.00399","YCYC","0399",,"Youth Camp","INACTIVE","WITHDRAWN CLOSED","0","1999-07-02T00:00:00.000","2012-06-01T00:00:00.000","2013-05-31T00:00:00.000","590 PARK STREET","HARTFORD","CT","06106","2013-06-12T00:00:00.000"
"1059308","Mickey Kydes Pro Soccer Camp","BUSINESS","Mickey Kydes Pro Soccer Camp",,"YCYC.00356","YCYC","0356",,"Youth Camp","ACTIVE","ACTIVE","1","1999-06-18T00:00:00.000","2022-05-01T00:00:00.000","2023-04-30T00:00:00.000","134 CROSS HWY","WESTPORT","CT","068802239","2022-04-12T00:00:00.000"
"1059309","MIDDLESEX COUNTY CAMP","BUSINESS","MIDDLESEX COUNTY CAMP",,"YCYC.00205","YCYC","0205",,"Youth Camp","INACTIVE","LAPSED","0","1990-06-27T00:00:00.000","2018-06-01T00:00:00.000","2019-05-31T00:00:00.000","298 E HADDAM MOODUS RD","MOODUS","CT","064691019","2019-06-07T00:00:00.000"
"1059310","Miss Porter's School Field Hockey Camp","BUSINESS","Miss Porter's School Field Hockey Camp",,"YCYC.00265","YCYC","0265",,"Youth Camp","INACTIVE","WITHDRAWN CLOSED","0","1994-08-12T00:00:00.000","2001-07-06T00:00:00.000","2002-07-05T00:00:00.000","60 Main Street","Farmington","CT",,"2012-04-03T00:00:00.000"
"1059311","MISS PORTER'S SCHOOL SUMMER PROGRAMS","BUSINESS","MISS PORTER'S SCHOOL SUMMER PROGRAMS",,"YCYC.00648","YCYC","0648",,"Youth Camp","ACTIVE","ACTIVE","1","2004-06-30T00:00:00.000","2022-07-01T00:00:00.000","2023-06-30T00:00:00.000","60 MAIN ST","FARMINGTON","CT","060322232","2022-07-14T00:00:00.000"
"1059313","Mitchell College Explorers Camp","BUSINESS","Mitchell College Explorers Camp",,"YCYC.00495","YCYC","0495",,"Youth Camp","INACTIVE","WITHDRAWN CLOSED","0","2001-06-07T00:00:00.000","2009-05-08T00:00:00.000","2010-05-07T00:00:00.000","437 Pequot Avenue & 701 Montauk Avenue","New London","CT",,"2012-04-03T00:00:00.000"
"1059314","Mitchell College Sports Camps","BUSINESS","Mitchell College Sports Camps",,"YCYC.00878","YCYC","0878",,"Youth Camp","INACTIVE","WITHDRAWN CLOSED","0","2008-06-18T00:00:00.000","2008-06-18T00:00:00.000","2009-06-17T00:00:00.000","437 Pequot Avenue","New London","CT","06320","2012-04-03T00:00:00.000"
"1059315","Bill Holowaty's Baseball Camp","BUSINESS","Bill Holowaty's Baseball Camp",,"YCYC.00277","YCYC","0277",,"Youth Camp","INACTIVE","LAPSED","0","1989-07-25T00:00:00.000","2018-07-01T00:00:00.000","2019-06-30T00:00:00.000","398 POMFRET ST","POMFRET","CT","062588002","2019-07-07T00:00:00.000"
"1059316","ROLLING HILLS COUNTRY CLUB SUMMER CAMP","BUSINESS","ROLLING HILLS COUNTRY CLUB SUMMER CAMP",,"YCYC.00558","YCYC","0558",,"Youth Camp","ACTIVE","ACTIVE","1","2002-06-21T00:00:00.000","2022-07-01T00:00:00.000","2023-06-30T00:00:00.000","333 HURLBUTT ST","WILTON","CT","068972604","2022-06-20T00:00:00.000"
"1059317","Championship Softball Camp, LLC","BUSINESS","Championship Softball Camp, LLC",,"YCYC.00425","YCYC","0425",,"Youth Camp","INACTIVE","WITHDRAWN CLOSED","0","2000-07-28T00:00:00.000","2001-07-06T00:00:00.000","2002-07-05T00:00:00.000","1615 Stanley Street","New Britain","CT",,"2012-04-03T00:00:00.000"
"1059318","THE TIM O'TOOLE BASKETBALL ACADEMY","BUSINESS","THE TIM O'TOOLE BASKETBALL ACADEMY",,"YCYC.00419","YCYC","0419",,"Youth Camp","INACTIVE","WITHDRAWN CLOSED","0","2000-06-09T00:00:00.000","2005-05-25T00:00:00.000","2006-05-24T00:00:00.000","Alumni Hall","Fairfield","CT","06824","2012-04-03T00:00:00.000"
"1059319","Camp Seal Day Camp","BUSINESS","Camp Seal Day Camp",,"YCYC.00503","YCYC","0503",,"Youth Camp","INACTIVE","WITHDRAWN CLOSED","0","2001-06-18T00:00:00.000","2006-10-02T00:00:00.000","2007-10-01T00:00:00.000","75 Whalley Avenue","New Haven","CT",,"2012-04-03T00:00:00.000"
"1059320","The Hoop School","BUSINESS","The Hoop School",,"YCYC.00081","YCYC","0081",,"Youth Camp","INACTIVE","WITHDRAWN CLOSED","0","1990-08-02T00:00:00.000","2005-06-28T00:00:00.000","2006-06-27T00:00:00.000","1057 North Benson Road","Fairfield","CT","06824","2012-04-03T00:00:00.000"
"1059321","The Lacrosse School, LLC","BUSINESS","The Lacrosse School, LLC",,"YCYC.00618","YCYC","0618",,"Youth Camp","INACTIVE","WITHDRAWN CLOSED","0","2003-07-03T00:00:00.000","2006-06-29T00:00:00.000","2007-06-28T00:00:00.000","161 Cross Street","Middletown","CT","06459","2012-04-03T00:00:00.000"
"1059322","Hawks Girls' Basketball Camp","BUSINESS","Hawks Girls' Basketball Camp",,"YCYC.00508","YCYC","0508",,"Youth Camp","INACTIVE","WITHDRAWN CLOSED","0","2001-06-19T00:00:00.000","2015-07-01T00:00:00.000","2016-06-30T00:00:00.000","200 BLOOMFIELD AVE","WEST HARTFORD","CT","061171545","2018-05-25T00:00:00.000"
"1059323","Huskies Homerun Softball Camp","BUSINESS","Huskies Homerun Softball Camp",,"YCYC.00142","YCYC","0142",,"Youth Camp","INACTIVE","WITHDRAWN CLOSED","0","1990-07-10T00:00:00.000","2001-05-14T00:00:00.000","2002-05-13T00:00:00.000","Old record. Street address not recorded.","Storrs","CT",,"2012-04-03T00:00:00.000"
"1059324","Kelli Myers Connecticut Elite Volleyball Camp, LLC","BUSINESS","Kelli Myers Connecticut Elite Volleyball Camp, LLC",,"YCYC.00336","YCYC","0336",,"Youth Camp","INACTIVE","WITHDRAWN CLOSED","0","1989-06-20T00:00:00.000","2004-06-29T00:00:00.000","2005-06-28T00:00:00.000","211 Hillside Road","Storrs","CT",,"2012-04-03T00:00:00.000"
"1059325","VOLLEYBALL ACHIEVEMENT CAMP","BUSINESS","VOLLEYBALL ACHIEVEMENT CAMP",,"YCYC.00501","YCYC","0501",,"Youth Camp","INACTIVE","LAPSED","0","2001-06-19T00:00:00.000","2019-08-01T00:00:00.000","2020-07-31T00:00:00.000","510 W AVON RD","AVON","CT","060012538","2020-08-07T00:00:00.000"
"1059327","ECAMPS 839","BUSINESS","ECAMPS 839",,"YCYC.00839","YCYC","0839",,"Youth Camp","INACTIVE","LAPSED","0","2007-07-06T00:00:00.000","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","1450 NEWFIELD AVE","STAMFORD","CT","069051501","2020-07-07T00:00:00.000"
"1059328","Huskies Homerun Softball Camp","BUSINESS","Huskies Homerun Softball Camp",,"YCYC.00552","YCYC","0552",,"Youth Camp","INACTIVE","WITHDRAWN CLOSED","0","2002-05-23T00:00:00.000","2002-05-23T00:00:00.000","2003-05-22T00:00:00.000","2111 Hillside Road","Storrs","CT",,"2012-04-03T00:00:00.000"
"1059329","NO. 1 TOTAL VOLLEYBALL CAMP","BUSINESS","NO. 1 TOTAL VOLLEYBALL CAMP",,"YCYC.00312","YCYC","0312",,"Youth Camp","INACTIVE","WITHDRAWN CLOSED","0","1989-07-01T00:00:00.000","2014-07-01T00:00:00.000","2015-06-30T00:00:00.000","161 CROSS ST","MIDDLETOWN","CT","064573163","2015-08-12T00:00:00.000"
"1059330","The Sarah Behn Basketball Camp","BUSINESS","The Sarah Behn Basketball Camp",,"YCYC.00692","YCYC","0692",,"Youth Camp","INACTIVE","WITHDRAWN CLOSED","0","2004-07-21T00:00:00.000","2005-07-20T00:00:00.000","2006-07-19T00:00:00.000","9th District Road","Somers","CT","06071","2012-04-03T00:00:00.000"
"1059331","YMCA CAMP COVE","BUSINESS","YMCA CAMP COVE",,"YCYC.00684","YCYC","0684",,"Youth Camp","ACTIVE","ACTIVE","1","2004-06-22T00:00:00.000","2022-07-01T00:00:00.000","2023-06-30T00:00:00.000","1 HARRY AUSTIN DR","MYSTIC","CT","063553294","2022-09-06T00:00:00.000"
"1059332","Beach Camp","BUSINESS","Beach Camp",,"YCYC.00046","YCYC","0046",,"Youth Camp","INACTIVE","WITHDRAWN CLOSED","0","1989-07-18T00:00:00.000","2001-06-15T00:00:00.000","2002-06-14T00:00:00.000","1 Harry Austin Drive","Mystic","CT",,"2012-04-03T00:00:00.000"
"1059333","MYSTIC SEAPORT SUMMER YOUTH PROGRAMS","BUSINESS","MYSTIC SEAPORT SUMMER YOUTH PROGRAMS",,"YCYC.00179","YCYC","0179",,"Youth Camp","ACTIVE","ACTIVE","1","1990-07-06T00:00:00.000","2022-07-01T00:00:00.000","2023-06-30T00:00:00.000","75 GREENMANVILLE AVE","MYSTIC","CT","063551946","2022-06-02T00:00:00.000"
"1059334","MYSTIC SEAPORT SUMMER DAY CAMP","BUSINESS","MYSTIC SEAPORT SUMMER DAY CAMP",,"YCYC.00861","YCYC","0861",,"Youth Camp","ACTIVE","ACTIVE","1","2008-06-23T00:00:00.000","2022-07-01T00:00:00.000","2023-06-30T00:00:00.000","75 GREENMANVILLE AVE","MYSTIC","CT","063551946","2022-07-06T00:00:00.000"
"1059335","AUDUBON SUMMER NATURE DAY CAMPS","BUSINESS","AUDUBON SUMMER NATURE DAY CAMPS",,"YCYC.00154","YCYC","0154",,"Youth Camp","ACTIVE","ACTIVE","1","1998-07-02T00:00:00.000","2022-07-01T00:00:00.000","2023-06-30T00:00:00.000","613 RIVERSVILLE RD","GREENWICH","CT","068312624","2022-08-01T00:00:00.000"
"1059336","NATIONAL COMPUTER CAMPS SUMMER CAMP","BUSINESS","NATIONAL COMPUTER CAMPS SUMMER CAMP",,"YCYC.00016","YCYC","0016",,"Youth Camp","ACTIVE","ACTIVE","1","1990-06-22T00:00:00.000","2022-07-01T00:00:00.000","2023-06-30T00:00:00.000","1073 N BENSON RD","FAIRFIELD","CT","068245171","2022-05-18T00:00:00.000"
"1059337","National Guitar Summer Workshop, Inc.","BUSINESS","National Guitar Summer Workshop, Inc.",,"YCYC.00178","YCYC","0178",,"Youth Camp","INACTIVE","WITHDRAWN CLOSED","0","1990-07-11T00:00:00.000","2001-06-07T00:00:00.000","2002-06-06T00:00:00.000","Old record. Street address not recorded.","New Milford","CT",,"2012-04-03T00:00:00.000"
"1059338","NAUGATUCK YMCA VACATION SENSATION","BUSINESS","NAUGATUCK YMCA VACATION SENSATION",,"YCYC.00125","YCYC","0125",,"Youth Camp","INACTIVE","LAPSED","0","1993-06-24T00:00:00.000","2016-05-01T00:00:00.000","2017-04-30T00:00:00.000","284 CHURCH ST","NAUGATUCK","CT","067704122","2017-05-07T00:00:00.000"
"1059339","CAMP Y-KI","BUSINESS","CAMP Y-KI",,"YCYC.00135","YCYC","0135",,"Youth Camp","ACTIVE","ACTIVE","1","1990-06-22T00:00:00.000","2022-07-01T00:00:00.000","2023-06-30T00:00:00.000","71 OLD NORWALK RD","NEW CANAAN","CT","068406418","2022-06-01T00:00:00.000"
"1059340","NEW CANAAN YMCA CAMPS","BUSINESS","NEW CANAAN YMCA CAMPS",,"YCYC.00136","YCYC","0136",,"Youth Camp","ACTIVE","ACTIVE","1","1992-05-28T00:00:00.000","2022-07-01T00:00:00.000","2023-06-30T00:00:00.000","564 SOUTH AVE","NEW CANAAN","CT","068406322","2022-07-12T00:00:00.000"
"1059341","New Canaan YMCA - Camp Mini","BUSINESS","New Canaan YMCA - Camp Mini",,"YCYC.00541","YCYC","0541",,"Youth Camp","INACTIVE","WITHDRAWN CLOSED","0","2002-06-17T00:00:00.000","2002-06-17T00:00:00.000","2003-06-16T00:00:00.000","769 Ponus Ridge Road","New Canaan","CT",,"2012-04-03T00:00:00.000"
"1059343","NEW ENGLAND CHEERLEADERS ASSOCIATION","BUSINESS","NEW ENGLAND CHEERLEADERS ASSOCIATION",,"YCYC.00258","YCYC","0258",,"Youth Camp","INACTIVE","LAPSED","0","1990-07-10T00:00:00.000","2018-06-01T00:00:00.000","2019-05-31T00:00:00.000","437 PEQUOT AVE","NEW LONDON","CT","063204452","2019-06-07T00:00:00.000"
"1059344","NEW ERA GYMNASTICS CAMP","BUSINESS","NEW ERA GYMNASTICS CAMP",,"YCYC.00697","YCYC","0697",,"Youth Camp","ACTIVE","ACTIVE","1","2004-08-16T00:00:00.000","2022-07-01T00:00:00.000","2023-06-30T00:00:00.000","850 SHERMAN AVE","HAMDEN","CT","065141147","2022-07-27T00:00:00.000"
"1059345","COMMON GROUND CAMP","BUSINESS","COMMON GROUND CAMP",,"YCYC.00490","YCYC","0490",,"Youth Camp","ACTIVE","ACTIVE","1","2001-05-30T00:00:00.000","2022-07-01T00:00:00.000","2023-06-30T00:00:00.000","358 SPRINGSIDE AVE","NEW HAVEN","CT","065151024","2022-08-15T00:00:00.000"
"1059348","CAMP STEPPING STONES","BUSINESS","CAMP STEPPING STONES",,"YCYC.00318","YCYC","0318",,"Youth Camp","INACTIVE","LAPSED","0","2000-06-23T00:00:00.000","2019-07-01T00:00:00.000","2020-06-30T00:00:00.000","7 WHITTLESEY AVE","NEW MILFORD","CT","067763023","2020-07-07T00:00:00.000"
"1059349","CAMP LAYTON ROSE","BUSINESS","CAMP LAYTON ROSE","NEW OPPORTUNITIES SUMMER DAY PROGRAM","YCYC.00496","YCYC","0496",,"Youth Camp","INACTIVE","WITHDRAWN CLOSED","0","2001-06-11T00:00:00.000","2014-07-01T00:00:00.000","2015-06-30T00:00:00.000","29 BANTAM LAKE RD","MORRIS","CT","067631238","2015-07-01T00:00:00.000"
"1059351","Nike - US Sports Camps","BUSINESS","Nike - US Sports Camps",,"YCYC.00513","YCYC","0513",,"Youth Camp","INACTIVE","WITHDRAWN CLOSED","0","2001-07-03T00:00:00.000","2006-06-22T00:00:00.000","2007-06-21T00:00:00.000","1073 North Benson Road","Fairfield","CT","06824","2012-04-03T00:00:00.000"
"1059352","US Sports Camps at Sacred Heart University","BUSINESS","US Sports Camps at Sacred Heart University",,"YCYC.00776","YCYC","0776",,"Youth Camp","ACTIVE","ACTIVE","1","2006-06-23T00:00:00.000","2022-07-01T00:00:00.000","2023-06-30T00:00:00.000","5151 PARK AVE","FAIRFIELD","CT","068251090","2022-09-09T00:00:00.000"
"1059353","Nike Camp at Suffield Academy","BUSINESS","Nike Camp at Suffield Academy",,"YCYC.00672","YCYC","0672",,"Youth Camp","INACTIVE","WITHDRAWN CLOSED","0","2004-06-18T00:00:00.000","2006-07-18T00:00:00.000","2007-07-17T00:00:00.000","185 North Main Street","Suffield","CT","06078","2012-04-03T00:00:00.000"
"1059354","NIKE  GOLF CAMP CONNECTICUT","BUSINESS","NIKE  GOLF CAMP CONNECTICUT",,"YCYC.00979","YCYC","0979",,"Youth Camp","ACTIVE","ACTIVE","1","2010-06-23T00:00:00.000","2022-06-01T00:00:00.000","2023-06-30T00:00:00.000",,"WINDSOR","CT","06095","2022-06-14T00:00:00.000"
"1059355","No. 1 Goalkeeper Camp","BUSINESS","No. 1 Goalkeeper Camp",,"YCYC.00276","YCYC","0276",,"Youth Camp","ACTIVE","ACTIVE","1","1990-05-01T00:00:00.000","2022-05-01T00:00:00.000","2023-05-31T00:00:00.000","40 BULLS BRIDGE RD","SOUTH KENT","CT","067851118","2022-09-09T00:00:00.000"
"1059356","Norfolk Country Club, 'Camp Laurel'","BUSINESS","Norfolk Country Club, 'Camp Laurel'",,"YCYC.00620","YCYC","0620",,"Youth Camp","INACTIVE","WITHDRAWN CLOSED","0","2003-07-11T00:00:00.000","2003-07-11T00:00:00.000","2004-07-10T00:00:00.000","50 Golf Drive","Norfolk","CT",,"2012-04-03T00:00:00.000"
"1059357","Northeast Hoop Camp","BUSINESS","Northeast Hoop Camp",,"YCYC.00363","YCYC","0363",,"Youth Camp","INACTIVE","WITHDRAWN CLOSED","0","1999-06-18T00:00:00.000","2005-06-08T00:00:00.000","2006-06-07T00:00:00.000","161 Nevers Road","South Windsor","CT","06074","2012-04-03T00:00:00.000"
"1059358","YMCA CAMP INGERSOLL","BUSINESS","YMCA CAMP INGERSOLL",,"YCYC.00073","YCYC","0073",,"Youth Camp","ACTIVE","ACTIVE","1","1989-07-01T00:00:00.000","2022-06-01T00:00:00.000","2023-05-31T00:00:00.000","94 CAMP INGERSOLL ROAD","PORTLAND","CT","06480","2022-08-15T00:00:00.000"
"1059359","YMCA SUMMER ENRICHMENT PROGRAM","BUSINESS","YMCA SUMMER ENRICHMENT PROGRAM",,"YCYC.00643","YCYC","0643",,"Youth Camp","ACTIVE","ACTIVE","1","2004-05-27T00:00:00.000","2022-06-20T00:00:00.000","2023-06-30T00:00:00.000","99 UNION ST","MIDDLETOWN","CT","064573427","2022-09-06T00:00:00.000"
"1059360","Camp Adventure","BUSINESS","Camp Adventure",,"YCYC.00659","YCYC","0659",,"Youth Camp","INACTIVE","WITHDRAWN CLOSED","0","2004-06-16T00:00:00.000","2012-07-01T00:00:00.000","2013-06-30T00:00:00.000","77 S CANAAN RD","CANAAN","CT","060182517","2013-09-13T00:00:00.000"
"1059361","Camp Venture","BUSINESS","Camp Venture",,"YCYC.00805","YCYC","0805",,"Youth Camp","INACTIVE","WITHDRAWN CLOSED","0","2007-06-20T00:00:00.000","2008-07-01T00:00:00.000","2009-06-30T00:00:00.000","480 Main Street","Winsted","CT","06098","2012-04-03T00:00:00.000"
"1059362","Torymca Day Camp","BUSINESS","Torymca Day Camp",,"YCYC.00017","YCYC","0017",,"Youth Camp","INACTIVE","WITHDRAWN CLOSED","0","1989-07-01T00:00:00.000","2008-04-29T00:00:00.000","2009-04-28T00:00:00.000","1145 Brandy Hill Road","Torrington","CT","06790","2012-04-03T00:00:00.000"
"1059363","NEON Neighborhood Center Summer Day Camp","BUSINESS","NEON Neighborhood Center Summer Day Camp",,"YCYC.00009","YCYC","0009",,"Youth Camp","INACTIVE","WITHDRAWN CLOSED","0","1989-07-01T00:00:00.000","2013-07-01T00:00:00.000","2014-06-30T00:00:00.000","11 INGALLS AVE","NORWALK","CT","068544605","2015-08-12T00:00:00.000"
"1059364","Colonial Village Summer Day Camp","BUSINESS","Colonial Village Summer Day Camp",,"YCYC.00010","YCYC","0010",,"Youth Camp","INACTIVE","WITHDRAWN CLOSED","0","1989-07-01T00:00:00.000","2004-07-14T00:00:00.000","2005-07-13T00:00:00.000","164 W CEDAR ST","NORWALK","CT","068541914","2012-04-03T00:00:00.000"
"1059365","South Norwalk Summer Day Camp","BUSINESS","South Norwalk Summer Day Camp",,"YCYC.00011","YCYC","0011",,"Youth Camp","INACTIVE","WITHDRAWN CLOSED","0","1989-07-01T00:00:00.000","2012-07-01T00:00:00.000","2013-06-30T00:00:00.000","46 CONCORD ST","NORWALK","CT","068542904","2013-08-26T00:00:00.000"
"1059366","George Washington Carver Foundation Summer Day Camp","BUSINESS","George Washington Carver Foundation Summer Day Camp",,"YCYC.00012","YCYC","0012",,"Youth Camp","INACTIVE","WITHDRAWN CLOSED","0","1990-07-10T00:00:00.000","2008-05-21T00:00:00.000","2009-05-20T00:00:00.000","7 Academy Street","Norwalk","CT","06851","2012-04-03T00:00:00.000"
"1059367","NUTMEG INTERNATIONAL SUMMER PROGRAM","BUSINESS","NUTMEG INTERNATIONAL SUMMER PROGRAM",,"YCYC.00457","YCYC","0457",,"Youth Camp","ACTIVE","ACTIVE","1","2000-06-29T00:00:00.000","2022-06-01T00:00:00.000","2023-05-31T00:00:00.000","58 MAIN ST","TORRINGTON","CT","067905303","2022-07-06T00:00:00.000"
"1059369","Old Lyme Childrens' Learning Center ""Camp Heatwave""","BUSINESS","Old Lyme Childrens' Learning Center ""Camp Heatwave""",,"YCYC.00595","YCYC","0595",,"Youth Camp","INACTIVE","WITHDRAWN CLOSED","0","2003-06-20T00:00:00.000","2007-05-23T00:00:00.000","2008-05-22T00:00:00.000","49 Lyme Street","Old Lyme","CT","06371","2012-04-03T00:00:00.000"
"1059370","Deer Lake Wilderness School","BUSINESS","Deer Lake Wilderness School",,"YCYC.00182","YCYC","0182",,"Youth Camp","INACTIVE","WITHDRAWN CLOSED","0","1997-07-01T00:00:00.000","2001-06-29T00:00:00.000","2002-06-28T00:00:00.000","101 Paper Mill Road","Killingworth","CT",,"2012-04-03T00:00:00.000"
"1059371","Summer at Pine Point","BUSINESS","Summer at Pine Point",,"YCYC.00111","YCYC","0111",,"Youth Camp","INACTIVE","WITHDRAWN CLOSED","0","1990-06-19T00:00:00.000","2013-07-01T00:00:00.000","2014-06-30T00:00:00.000","89 BARNES RD","STONINGTON","CT","063782200","2015-08-12T00:00:00.000"
"1059372","Pioneer Soccer School","BUSINESS","Pioneer Soccer School",,"YCYC.00272","YCYC","0272",,"Youth Camp","INACTIVE","WITHDRAWN CLOSED","0","1990-08-01T00:00:00.000","2013-07-01T00:00:00.000","2014-06-30T00:00:00.000","2095 HILLSIDE AVE","STORRS","CT","062691110","2015-08-18T00:00:00.000"
