"objectid","store_name","address","address2","city","state","zip5","zip4","county","longitude","latitude","location"
"52784","Pleasant Valley General Store","111 River Rd",,"Barkhamsted","CT","06063","3311","LITCHFIELD","-72.988541","41.911865","POINT (-72.988541 41.911865)"
"55247","Beacon Falls Xpress Mart LLC","25 N Main St",,"Beacon Falls","CT","06403","1127","NEW HAVEN","-73.062935","41.443348","POINT (-73.062935 41.443348)"
"27122","AMG Retail I 525","109 Berlin Tpke",,"Berlin","CT","06037","1503","HARTFORD","-72.730232","41.646873","POINT (-72.730232 41.646873)"
"206214","AMG Retail I 565","2005 Berlin Tpke",,"Berlin","CT","06037","3617","HARTFORD","-72.754829","41.597652","POINT (-72.754829 41.597652)"
"235104","Berlin Food Mart Llc","164 New Britain Rd",,"Berlin","CT","06037","1354","HARTFORD","-72.77121","41.644028","POINT (-72.77121 41.644028)"
"105227","CVS PHARMACY  1155","308 Berlin Tpke",,"Berlin","CT","06037","1506","HARTFORD","-72.733459","41.641457","POINT (-72.733459 41.641457)"
"202554","Dollar Tree 7150","227 Webster Square Rd",,"Berlin","CT","06037",,"HARTFORD","-72.743515","41.631062","POINT (-72.743515 41.631062)"
"210274","Food Bag Citgo Quik Mart 540","1289 Farmington Ave",,"Berlin","CT","06037","2303","HARTFORD","-72.752548","41.626484","POINT (-72.752548 41.626484)"
"169409","Gulf","301 Berlin Tpke",,"Berlin","CT","06037","1505","HARTFORD","-72.732903","41.641624","POINT (-72.732903 41.641624)"
"31410","Ocean State Job Lot 313","207 Webster Square Rd",,"Berlin","CT","06037","2328","HARTFORD","-72.743835","41.630611","POINT (-72.743835 41.630611)"
"69783","Shayona Grocery Llc","279 Berlin Tpke",,"Berlin","CT","06037","1505","HARTFORD","-72.73246","41.642738","POINT (-72.73246 41.642738)"
"77299","Stop & Shop 614","1135 Farmington Ave","Ste 1","Berlin","CT","06037","5200","HARTFORD","-72.757355","41.629116","POINT (-72.757355 41.629116)"
"184511","The Olive Bazaar Llc","1749 Berlin Tpke",,"Berlin","CT","06037","3676","HARTFORD","-72.751755","41.604134","POINT (-72.751755 41.604134)"
"97636","WALGREENS 10119","980 Farmington Ave",,"Berlin","CT","06037","2219","HARTFORD","-72.762207","41.632256","POINT (-72.762207 41.632256)"
"162624","7 Eleven (25905G) 25905G","17 Stony Hill Rd",,"Bethel","CT","06801","1032","FAIRFIELD","-73.398781","41.416943","POINT (-73.398781 41.416943)"
"92210","Big Y World Class Market 82","83 Stony Hill Rd",,"Bethel","CT","06801","3059","FAIRFIELD","-73.381584","41.414589","POINT (-73.381584 41.414589)"
"59563","Caraluzzis Bethel Market","98 Greenwood Ave",,"Bethel","CT","06801","2506","FAIRFIELD","-73.409294","41.371365","POINT (-73.409294 41.371365)"
"34920","CVS PHARMACY  1109","7 Durant Ave",,"Bethel","CT","06801","1906","FAIRFIELD","-73.417625","41.378002","POINT (-73.417625 41.378002)"
"57202","Dollar Tree 5009","83B Stony Hill Rd",,"Bethel","CT","06801","3038","FAIRFIELD","-73.379517","41.414185","POINT (-73.379517 41.414185)"
"210127","Food Bag Citgo Quik Mart 517","77 Greenwood Ave",,"Bethel","CT","06801","2529","FAIRFIELD","-73.407776","41.371777","POINT (-73.407776 41.371777)"
"121320","Henny Penny - Bethel 88","82 Stony Hill Rd",,"Bethel","CT","06801","3037","FAIRFIELD","-73.377403","41.414154","POINT (-73.377403 41.414154)"
"2026","La Placita Of Bethel Llc","289 Greenwood Ave",,"Bethel","CT","06801","2497","FAIRFIELD","-73.423233","41.375492","POINT (-73.423233 41.375492)"
"243045","M & F Quickmart, Llc","295 Greenwood Ave",,"Bethel","CT","06801","2402","FAIRFIELD","-73.423721","41.374786","POINT (-73.423721 41.374786)"
"149873","Rite Aid 10382","289 Greenwood Ave",,"Bethel","CT","06801","2402","FAIRFIELD","-73.423508","41.374611","POINT (-73.423508 41.374611)"
"82925","TARGET 1528","7 Stony Hill Rd",,"Bethel","CT","06801","1030","FAIRFIELD","-73.402351","41.416325","POINT (-73.402351 41.416325)"
"24413","Sunnyridge Supermarket LLC","82 Main St S",,"Bethlehem","CT","06751","2030","LITCHFIELD","-73.208878","41.63517","POINT (-73.208878 41.63517)"
"82977","Bloomfield Gas","47 Jerome Ave",,"Bloomfield","CT","06002","2420","HARTFORD","-72.734711","41.830029","POINT (-72.734711 41.830029)"
"163894","Cumberland Farms, Inc 4746","6 Old Windsor Rd",,"Bloomfield","CT","06002","1313","HARTFORD","-72.705994","41.855522","POINT (-72.705994 41.855522)"
"105222","CVS PHARMACY  1102","341 Cottage Grove Rd",,"Bloomfield","CT","06002","3148","HARTFORD","-72.713814","41.817665","POINT (-72.713814 41.817665)"
"164321","CVS Pharmacy 1903","796 PARK AVE.",,"Bloomfield","CT","06002",,"HARTFORD","-72.733337","41.829113","POINT (-72.733337 41.829113)"
"191866","Dollar General 19060","1051 Blue Hills Ave",,"Bloomfield","CT","06002","2700","HARTFORD","-72.696289","41.823177","POINT (-72.696289 41.823177)"
"87412","DOLLAR TREE 1128","299 Cottage Grove Rd",,"Bloomfield","CT","06002","3117","HARTFORD","-72.71125","41.817226","POINT (-72.71125 41.817226)"
"174127","Family Dollar 8437","38 Tunxis Ave","Ste 1","Bloomfield","CT","06002","2034","HARTFORD","-72.737305","41.834675","POINT (-72.737305 41.834675)"
"228148","Fresh Farms Market 3","1055 Blue Hills Ave",,"Bloomfield","CT","06002","2726","HARTFORD","-72.69622","41.822765","POINT (-72.69622 41.822765)"
"81458","Geisslers Supermarket","40 Tunxis Ave","Ste 1","Bloomfield","CT","06002","2030","HARTFORD","-72.738274","41.835884","POINT (-72.738274 41.835884)"
"93184","Isaac,s Mini Food Mart 1","18 Mountain Ave",,"Bloomfield","CT","06002","2339","HARTFORD","-72.740265","41.830914","POINT (-72.740265 41.830914)"
"31412","Ocean State Job Lot 322","20 Mountain Ave",,"Bloomfield","CT","06002","2339","HARTFORD","-72.741196","41.830818","POINT (-72.741196 41.830818)"
"1920","Saba Live Poultry Inc","52 Granby St",,"Bloomfield","CT","06002","3512","HARTFORD","-72.708977","41.815205","POINT (-72.708977 41.815205)"
"176822","Safia3","925 Blue Hills Ave",,"Bloomfield","CT","06002","3711","HARTFORD","-72.69548","41.81596","POINT (-72.69548 41.81596)"
"135924","Shell Quick Mart","991 Blue Hills Ave",,"Bloomfield","CT","06002","3714","HARTFORD","-72.695526","41.81847","POINT (-72.695526 41.81847)"
"14007","STOP & SHOP  651","313 Cottage Grove Rd",,"Bloomfield","CT","06002","3148","HARTFORD","-72.712067","41.817287","POINT (-72.712067 41.817287)"
"131053","Tunxis Food Mart","36 Tunxis Ave",,"Bloomfield","CT","06002","2006","HARTFORD","-72.73732","41.835625","POINT (-72.73732 41.835625)"
"193740","Vrunda Llc","818 Park Ave",,"Bloomfield","CT","06002","2417","HARTFORD","-72.734406","41.8297","POINT (-72.734406 41.8297)"
"190959","Walgreens 17398","835 Park Ave",,"Bloomfield","CT","06002","2469","HARTFORD","-72.735077","41.829914","POINT (-72.735077 41.829914)"
"224125","World Fish","1023 Blue Hills Ave",,"Bloomfield","CT","06002","3715","HARTFORD","-72.695824","41.820072","POINT (-72.695824 41.820072)"
"232462","A-1 Food Store No","140B West St",,"Bolton","CT","06043","7714","TOLLAND","-72.438591","41.7505","POINT (-72.438591 41.7505)"
"9787","Dollar General 23232","1100 Boston Tpke",,"Bolton","CT","06043","7439","TOLLAND","-72.424675","41.796864","POINT (-72.424675 41.796864)"
"170834","Best Way","419 Salem Tpke",,"Bozrah","CT","06334","1516","NEW LONDON","-72.14856","41.507198","POINT (-72.14856 41.507198)"
"26112","350 Foxon Food Mart LLC 01","202 E Main St",,"Branford","CT","06405","3766","NEW HAVEN","-72.800995","41.289085","POINT (-72.800995 41.289085)"
"166791","Big Y Supermarkets 12","1060 Main St",,"Branford","CT","06405","3732","NEW HAVEN","-72.810776","41.282475","POINT (-72.810776 41.282475)"
"59916","Caron's Corner,inc","147 Montowese St",,"Branford","CT","06405","3809","NEW HAVEN","-72.807549","41.28009","POINT (-72.807549 41.28009)"
"163899","Cumberland Farms, Inc 4751","227 East Main St",,"Branford","CT","06405","3102","NEW HAVEN","-72.797821","41.290375","POINT (-72.797821 41.290375)"
"14839","CVS PHARMACY 172","2-6 Short Beach Rd",,"Branford","CT","06405","6231","NEW HAVEN","-72.830116","41.275215","POINT (-72.830116 41.275215)"
"107785","DOLLAR TREE 3550","869 W Main St","Ste A","Branford","CT","06405","3402","NEW HAVEN","-72.835991","41.276054","POINT (-72.835991 41.276054)"
"96470","Four Seasons Market","875 W Main St",,"Branford","CT","06405","3425","NEW HAVEN","-72.835808","41.27602","POINT (-72.835808 41.27602)"
"246551","Haris & Ayesha Food Mart","49 Leetes Island Rd",,"Branford","CT","06405","6513","NEW HAVEN","-72.76506","41.296257","POINT (-72.76506 41.296257)"
"41618","Krauszers Food Store","170 Cedar St",,"Branford","CT","06405","6011","NEW HAVEN","-72.819534","41.289867","POINT (-72.819534 41.289867)"
"238540","Nippon Impex Llc N/A","380 E Main St",,"Branford","CT","06405","2938","NEW HAVEN","-72.780876","41.296246","POINT (-72.780876 41.296246)"
"59922","STOP & SHOP 687","22 Leetes Island Rd","Ste 1","Branford","CT","06405","6514","NEW HAVEN","-72.764595","41.29734","POINT (-72.764595 41.29734)"
"16049","TA Express New Haven 171","I-95, Exit 56","Access Road:  3 E Industrial Rd","Branford","CT","06405","6508","NEW HAVEN","-72.755219","41.296585","POINT (-72.755219 41.296585)"
"132043","Walgreens 03944","329 E Main St",,"Branford","CT","06405","3106","NEW HAVEN","-72.78669","41.292515","POINT (-72.78669 41.292515)"
"107029","WALGREENS 10309","1036 W Main St",,"Branford","CT","06405","3428","NEW HAVEN","-72.831444","41.275169","POINT (-72.831444 41.275169)"
"193679","Walmart  2232","120 Commercial Pkwy",,"Branford","CT","06405","2537","NEW HAVEN","-72.831337","41.279774","POINT (-72.831337 41.279774)"
"162524","1 Stop Groceries Llc","938 Connecticut Ave",,"Bridgeport","CT","06607","1205","FAIRFIELD","-73.160759","41.182129","POINT (-73.160759 41.182129)"
"30980","A & H Food Store Inc","233 North Ave",,"Bridgeport","CT","06606","5123","FAIRFIELD","-73.191917","41.200848","POINT (-73.191917 41.200848)"
"42911","Almonte Market","288 Bunnell St",,"Bridgeport","CT","06607","1004","FAIRFIELD","-73.167442","41.182022","POINT (-73.167442 41.182022)"
"5718","Angeles Mini Market Llc","239 Newfield Ave",,"Bridgeport","CT","06607","2205","FAIRFIELD","-73.169212","41.172039","POINT (-73.169212 41.172039)"
"16677","Azteca Market 2","522 Pequonnock St",,"Bridgeport","CT","06604","2614","FAIRFIELD","-73.204346","41.182362","POINT (-73.204346 41.182362)"
"245535","Baghdad Halal Super Market","978 State St",,"Bridgeport","CT","06605","1500","FAIRFIELD","-73.20253","41.172585","POINT (-73.20253 41.172585)"
"243361","Bangla Bazar","1218 State St",,"Bridgeport","CT","06605","1708","FAIRFIELD","-73.207047","41.171326","POINT (-73.207047 41.171326)"
"200913","Big Deli Llc","2489 E Main St",,"Bridgeport","CT","06610","1807","FAIRFIELD","-73.178947","41.208755","POINT (-73.178947 41.208755)"
"131242","Bird Mart","460 Bird St",,"Bridgeport","CT","06605","2410","FAIRFIELD","-73.214447","41.162998","POINT (-73.214447 41.162998)"
"231939","Blissful Awakening's Urban Regenerative Farm","81 Clifford St",,"Bridgeport","CT","06607","1605","FAIRFIELD","-73.168114","41.176987","POINT (-73.168114 41.176987)"
"67542","Bogopa 345 Huntington Inc 43","345 Huntington Turnpike",,"Bridgeport","CT","06610",,"FAIRFIELD","-73.175056","41.213856","POINT (-73.175056 41.213856)"
"239695","Bom Preco Supermarket","821 Madison Ave",,"Bridgeport","CT","06606","5516","FAIRFIELD","-73.204918","41.192436","POINT (-73.204918 41.192436)"
"105929","BOSTON BEEF & PROVISIONS","1805 Boston Ave",,"Bridgeport","CT","06610","2610","FAIRFIELD","-73.160553","41.193516","POINT (-73.160553 41.193516)"
"200442","BRIDGEPORT LIVE POULTRY, INC.","479 Harral Ave",,"Bridgeport","CT","06604","3143","FAIRFIELD","-73.197456","41.18372","POINT (-73.197456 41.18372)"
"77916","Bridgeport Mini Mart","1025 E Main St",,"Bridgeport","CT","06608","1916","FAIRFIELD","-73.180733","41.188702","POINT (-73.180733 41.188702)"
"182676","Bridgeport Variety Plus","1372 Park Ave",,"Bridgeport","CT","06604","3052","FAIRFIELD","-73.202652","41.179138","POINT (-73.202652 41.179138)"
"206057","Brooklawn Grocery & Deli","652 Brooklawn Ave",,"Bridgeport","CT","06604","1528","FAIRFIELD","-73.219795","41.18692","POINT (-73.219795 41.18692)"
"236983","Brother's Grocery Llc","234 Palisade Ave",,"Bridgeport","CT","06610","2225","FAIRFIELD","-73.165314","41.196564","POINT (-73.165314 41.196564)"
"50065","Brother's Supermarket Llc N/A","500 Park Ave","Ste 1","Bridgeport","CT","06604","5858","FAIRFIELD","-73.193947","41.168839","POINT (-73.193947 41.168839)"
"11258","Capitol Exxon LLC","565 Lindley St",,"Bridgeport","CT","06606","5451","FAIRFIELD","-73.19651","41.198517","POINT (-73.19651 41.198517)"
"207058","CAPTAIN'S FOOD MART","321 Main St",,"Bridgeport","CT","06604","5522","FAIRFIELD","-73.186485","41.168999","POINT (-73.186485 41.168999)"
"222239","Chaves Bakery III","865 Madison Ave",,"Bridgeport","CT","06606","5506","FAIRFIELD","-73.205132","41.193039","POINT (-73.205132 41.193039)"
"42327","Collado's Grocery","2351 Main St",,"Bridgeport","CT","06606","5324","FAIRFIELD","-73.199463","41.194935","POINT (-73.199463 41.194935)"
"59053","COMPARE FOOD SUPERMARKET","1050 E Main St",,"Bridgeport","CT","06608","1915","FAIRFIELD","-73.180588","41.18911","POINT (-73.180588 41.18911)"
"95025","Corner Market","1896 Seaview Ave",,"Bridgeport","CT","06610","2731","FAIRFIELD","-73.170113","41.188766","POINT (-73.170113 41.188766)"
"45561","Corner Varietystore","343 Wayne St",,"Bridgeport","CT","06606","4649","FAIRFIELD","-73.20916","41.201969","POINT (-73.20916 41.201969)"
"33939","Ct Gas & Mini Mart Llc","1726 Fairfield Ave",,"Bridgeport","CT","06605","2144","FAIRFIELD","-73.214508","41.169346","POINT (-73.214508 41.169346)"
"132695","Cumberland Farms 4731","2525 E Main St",,"Bridgeport","CT","06610","1810","FAIRFIELD","-73.178993","41.21006","POINT (-73.178993 41.21006)"
"33714","CVS PHARMACY  1139","2610 E Main St",,"Bridgeport","CT","06610","1422","FAIRFIELD","-73.178925","41.2103","POINT (-73.178925 41.2103)"
"13462","CVS PHARMACY  1153","1875 Boston Ave",,"Bridgeport","CT","06610","2623","FAIRFIELD","-73.159431","41.193298","POINT (-73.159431 41.193298)"
"125961","CVS PHARMACY  2143","3710 Main St",,"Bridgeport","CT","06606","3613","FAIRFIELD","-73.210068","41.211769","POINT (-73.210068 41.211769)"
"53431","De Castillo Grocery LLC","1160 State St",,"Bridgeport","CT","06605","1506","FAIRFIELD","-73.205788","41.171558","POINT (-73.205788 41.171558)"
"196821","Deli And Grocery Mini Market","743 Arctic St",,"Bridgeport","CT","06608","2010","FAIRFIELD","-73.175461","41.189022","POINT (-73.175461 41.189022)"
"140170","Deli Grocery, Llc","1212 Park Ave",,"Bridgeport","CT","06604","3413","FAIRFIELD","-73.200951","41.177536","POINT (-73.200951 41.177536)"
"69395","Dino's Market","1226 State St",,"Bridgeport","CT","06605","1708","FAIRFIELD","-73.206696","41.171268","POINT (-73.206696 41.171268)"
"63718","Dollar General 15076","557 Fairfield Ave",,"Bridgeport","CT","06604","3904","FAIRFIELD","-73.196182","41.176331","POINT (-73.196182 41.176331)"
"158159","Dollar Tree 4323","345 Huntington Tpke",,"Bridgeport","CT","06610","1465","FAIRFIELD","-73.175064","41.213894","POINT (-73.175064 41.213894)"
"36639","Dollar Tree 5245","570 Pequonnock St",,"Bridgeport","CT","06604","2614","FAIRFIELD","-73.205414","41.18251","POINT (-73.205414 41.18251)"
"158303","Downtown Bridgeport Farmer's Market","102 Bank St","McLevy Green","Bridgeport","CT","06604",,"FAIRFIELD","-73.189148","41.177307","POINT (-73.189148 41.177307)"
"240768","D.r. Market Retail Centre","730 Maplewood Ave",,"Bridgeport","CT","06605","1603","FAIRFIELD","-73.213387","41.175606","POINT (-73.213387 41.175606)"
"232844","East Side Farmers Market","752 E Main St",,"Bridgeport","CT","06608","2335","FAIRFIELD","-73.180832","41.184956","POINT (-73.180832 41.184956)"
"128863","Edip Variety and Deli LLC","124 Beechmont Ave",,"Bridgeport","CT","06606","4308","FAIRFIELD","-73.205734","41.206917","POINT (-73.205734 41.206917)"
"39755","Ela Discounts LLC","1321 Stratford Ave",,"Bridgeport","CT","06607","1417","FAIRFIELD","-73.164497","41.178841","POINT (-73.164497 41.178841)"
"29825","El Dorado Meat Market Llc","2428 Main St",,"Bridgeport","CT","06606","5323","FAIRFIELD","-73.199677","41.195831","POINT (-73.199677 41.195831)"
"246254","El Lider Mini Market","1728 Barnum Ave",,"Bridgeport","CT","06610","3206","FAIRFIELD","-73.158272","41.188812","POINT (-73.158272 41.188812)"
"232888","El Mercadito Llc 1","4090 Main St",,"Bridgeport","CT","06606","2399","FAIRFIELD","-73.213364","41.216377","POINT (-73.213364 41.216377)"
"11345","Extra Fuel Mart","540 Boston Ave",,"Bridgeport","CT","06610","1705","FAIRFIELD","-73.18129","41.198505","POINT (-73.18129 41.198505)"
"59572","FAIRFIELD MARKET","2268 Fairfield Ave",,"Bridgeport","CT","06605","2644","FAIRFIELD","-73.220459","41.16378","POINT (-73.220459 41.16378)"
"53838","Family Dollar Store 10111","1175 State St",,"Bridgeport","CT","06605","1507","FAIRFIELD","-73.205917","41.171429","POINT (-73.205917 41.171429)"
"5126","Family Market","1587 Capitol Ave",,"Bridgeport","CT","06604","1622","FAIRFIELD","-73.216904","41.188782","POINT (-73.216904 41.188782)"
"232106","Farmers Market Of Black Rock","481 Brewster St",,"Bridgeport","CT","06605","3498","FAIRFIELD","-73.225296","41.15596","POINT (-73.225296 41.15596)"
"232897","Farm Stand At Bridgeport Hospital","200 Mill Hill Ave",,"Bridgeport","CT","06610","2811","FAIRFIELD","-73.164398","41.189213","POINT (-73.164398 41.189213)"
"72549","Feed Mobile Marketplace","1718 Capitol Ave",,"Bridgeport","CT","06604","1531","FAIRFIELD","-73.219742","41.187862","POINT (-73.219742 41.187862)"
"114125","Fine Fare Supermarket","2251 Main St",,"Bridgeport","CT","06606","5314","FAIRFIELD","-73.198418","41.193703","POINT (-73.198418 41.193703)"
"72445","Food Bazaar 36","500 Sylvan Ave",,"Bridgeport","CT","06606","3017","FAIRFIELD","-73.189407","41.209667","POINT (-73.189407 41.209667)"
"149399","Fresh Market Llc","866 North Ave",,"Bridgeport","CT","06606","5708","FAIRFIELD","-73.196625","41.192612","POINT (-73.196625 41.192612)"
"66573","Gala Foods Supermarket","1457 Fairfield Ave",,"Bridgeport","CT","06605","1932","FAIRFIELD","-73.211037","41.172264","POINT (-73.211037 41.172264)"
"48329","Gas Station/small Shop 1","1789 Barnum Ave",,"Bridgeport","CT","06610","3211","FAIRFIELD","-73.15741","41.189209","POINT (-73.15741 41.189209)"
"128712","Getty Gas","1235 Park Ave",,"Bridgeport","CT","06604","3411","FAIRFIELD","-73.201141","41.177608","POINT (-73.201141 41.177608)"
"210355","Gomez Convenience Store","1437 Fairfield Ave",,"Bridgeport","CT","06605","1928","FAIRFIELD","-73.210587","41.172543","POINT (-73.210587 41.172543)"
"115471","Gv Brasil Meat Market","2380 Main St",,"Bridgeport","CT","06606","5339","FAIRFIELD","-73.19944","41.195499","POINT (-73.19944 41.195499)"
"242202","Happys Deli Market","2487 Main St",,"Bridgeport","CT","06606","5325","FAIRFIELD","-73.20034","41.196636","POINT (-73.20034 41.196636)"
"54580","Hidalgo Market","175 Pequonnock St",,"Bridgeport","CT","06604","3520","FAIRFIELD","-73.19812","41.180939","POINT (-73.19812 41.180939)"
"29479","International Farmers Market","2298 Main St",,"Bridgeport","CT","06606","5321","FAIRFIELD","-73.198624","41.194199","POINT (-73.198624 41.194199)"
"94553","International Fish Market","2298A Main St",,"Bridgeport","CT","06606",,"FAIRFIELD","-73.198524","41.194092","POINT (-73.198524 41.194092)"
"19148","J & H Grocery Store Llc","129 Wood Ave",,"Bridgeport","CT","06605","1052","FAIRFIELD","-73.203583","41.177414","POINT (-73.203583 41.177414)"
"109992","Jp Grocery & Deli","320 Palisade Ave",,"Bridgeport","CT","06610","3402","FAIRFIELD","-73.164948","41.197823","POINT (-73.164948 41.197823)"
"174967","Julio R Market Llc","727 E Main St",,"Bridgeport","CT","06608","2334","FAIRFIELD","-73.180977","41.184578","POINT (-73.180977 41.184578)"
"106537","Junco 09","373 Harral Ave",,"Bridgeport","CT","06604","3147","FAIRFIELD","-73.197975","41.182449","POINT (-73.197975 41.182449)"
"213502","Junco4 Castellanos Llc","891 Noble Ave",,"Bridgeport","CT","06608","1020","FAIRFIELD","-73.183937","41.193897","POINT (-73.183937 41.193897)"
"55628","Junco6 Market","701 Hallett St",,"Bridgeport","CT","06608",,"FAIRFIELD","-73.175514","41.191017","POINT (-73.175514 41.191017)"
"93581","Junco 7 Mini Market","1100 Pembroke St",,"Bridgeport","CT","06608","2019","FAIRFIELD","-73.177521","41.189178","POINT (-73.177521 41.189178)"
"57266","Junco & Daughter Market","533 Harral Ave",,"Bridgeport","CT","06604","3107","FAIRFIELD","-73.197159","41.184425","POINT (-73.197159 41.184425)"
"25307","Junco Grocery Deli Llc","1427 Stratford Ave",,"Bridgeport","CT","06607","1419","FAIRFIELD","-73.162926","41.179405","POINT (-73.162926 41.179405)"
"42849","Junco & Son Meat Market LLC","616 William St",,"Bridgeport","CT","06608","1527","FAIRFIELD","-73.185287","41.192707","POINT (-73.185287 41.192707)"
"218132","Junco Supermarket Ii, Llc","27 Highland Ave",,"Bridgeport","CT","06604","3504","FAIRFIELD","-73.194771","41.183109","POINT (-73.194771 41.183109)"
"231747","K & H FOOD STOP","1309 Fairfield Ave",,"Bridgeport","CT","06605","1712","FAIRFIELD","-73.208809","41.173801","POINT (-73.208809 41.173801)"
"34624","Ki Brasil","1173 Madison Ave",,"Bridgeport","CT","06606","4628","FAIRFIELD","-73.207603","41.196854","POINT (-73.207603 41.196854)"
"17939","Krauszers Food","2579 Fairfield Ave",,"Bridgeport","CT","06605","3038","FAIRFIELD","-73.223671","41.160278","POINT (-73.223671 41.160278)"
