"license_num","dba_indicator","business_name","business_address","note","city","state","zip_code","license_expiration","license_type","geocoded_column"
"R5979",,"PUTNAM AUTOMOTIVE GROUP LLC","14 PLUMTREES RD",,"DANBURY","CT","06810-7023","2023-01-31T00:00:00.000","GENERAL REPAIRER","POINT (-73.415309 41.401243)"
"U0227",,"A Z AUTO SOUND SYSTEMS INC","53 59 NEWFIELD AVE",,"HARTFORD","CT","06106","2024-03-31T00:00:00.000","USED DEALER","POINT (-72.713274 41.733508)"
"U6746",,"RAYS AUTO SALES LLC","513 LINDLEY ST",,"BRIDGEPORT","CT","06606-5451","2023-11-30T00:00:00.000","USED DEALER","POINT (-73.195701 41.19808)"
"N0366",,"BRIDGE HAVEN FORD TRUCK SALES INC","401 OLD GATE LN",,"MILFORD","CT","06460-8625","2023-02-28T00:00:00.000","NEW DEALER","POINT (-73.024329 41.236821)"
"R5596",,"FREDS AUTO CENTER LLC","244 PLATT AVE",,"WEST HAVEN","CT","06516-4836","2024-02-29T00:00:00.000","GENERAL REPAIRER","POINT (-72.963826 41.26076)"
"R6868",,"AC AUTO BODY OF NEW CANAAN INC","76 CONNECTICUT AVE",,"NORWALK","CT","06850-3541","2024-09-30T00:00:00.000","GENERAL REPAIRER","POINT (-73.424172 41.106838)"
"U1264",,"CENTER FILLING STATION","150 CENTER ST",,"SHELTON","CT","06484","2023-06-30T00:00:00.000","USED DEALER","POINT (-73.095422 41.314947)"
"N0578",,"BLACK ROCK TRUCK GROUP INC","15 21 E INDUSTRIAL RD",,"BRANFORD","CT","06405","2022-10-31T00:00:00.000","NEW DEALER","POINT (-72.75642 41.297995)"
"U8847",,"BRAKE PRO LLC","169 MAIN STREET EXT",,"MIDDLETOWN","CT","06457-3814","2023-08-31T00:00:00.000","USED DEALER","POINT (-72.643512 41.551726)"
"O5968",,"INVESTMENT FUNDING LLC","1 CORPORATE DR",,"DANBURY","CT","06810-4130","2024-03-31T00:00:00.000","LEASING LICENSE","POINT (-73.420257 41.413108)"
"O6342",,"MAF LEASING TRUST","14131 MIDWAY RD STE 900",,"ADDISON","TX","75001-3855","2024-03-31T00:00:00.000","LEASING LICENSE","POINT (-96.839018 32.942533)"
"R7723","DBA","DBA MEINEKE CAR CARE","2000 SILAS DEANE HWY",,"ROCKY HILL","CT","06067-1310","2023-04-30T00:00:00.000","GENERAL REPAIRER","POINT (-72.645863 41.672951)"
"J2574","DBA","DBABELLTOWN RECYCLING CENTER","24 OLD COACH RD",,"EAST HAMPTON","CT","06424-1751","2024-04-30T00:00:00.000","RECYCLER","POINT (-72.516584 41.56146)"
"U5569",,"COUNTRY AUTOMOTIVE LLC","252 STAFFORD RD",,"MANSFIELD CENTER","CT","06250-1443","2022-11-30T00:00:00.000","USED DEALER","POINT (-72.260122 41.742169)"
"M0988","DBA","DBA WOLF BRAND SCOOTERS AND QUALITY SCOOTER PARTS","13000 AUTOMOBILE BLVD STE 501",,"CLEARWATER","FL","33762-4751","2023-06-30T00:00:00.000","MANUFACTURER LICENSE","POINT (-82.696235 27.890736)"
"U4604",,"EDS COUNTRY SALES INC","601 RT 82",,"OAKDALE","CT","06370","2023-10-31T00:00:00.000","USED DEALER","POINT (-72.200821 41.502228)"
"R1008",,"LEETHER ENTERPRSES INC","185 BROAD ST",,"BRISTOL","CT","06010-7067","2023-05-31T00:00:00.000","GENERAL REPAIRER","POINT (-72.904062 41.671882)"
"U8249",,"WATERBURY AUTO SALES AND SERVICE LLC","56 EAGLE STREET",,"WATERBURY","CT","06708","2022-12-31T00:00:00.000","USED DEALER","POINT (-73.038409 41.536473)"
"J2554",,"CHICKS AUTO PARTS INC","400 N CHERRY ST EXT",,"WALLINGFORD","CT","06492","2024-04-30T00:00:00.000","RECYCLER","POINT (-72.819571 41.468576)"
"U1146","DBA","AGAR ARNOLD C JR","2 N ELM ST",,"CANAAN","CT","06018-2144","2023-07-31T00:00:00.000","USED DEALER","POINT (-73.32377 42.025155)"
"O6350",,"GO 2 RENTALS LLC","40 INDUSTRY LN",,"WATERBURY","CT","06704","2024-03-31T00:00:00.000","LEASING LICENSE","POINT (-73.008264 41.572236)"
"R1593",,"CONN DEPT OF EDUCAT ELI WHITNEY RVT","71 JONES RD",,"HAMDEN","CT","06514-4602","2023-02-28T00:00:00.000","GENERAL REPAIRER","POINT (-72.943363 41.343281)"
"R7538",,"ARDUINI MOTORCARS   LLC","444 SHORT BEACH RD",,"EAST HAVEN","CT","06512-3821","2024-02-29T00:00:00.000","GENERAL REPAIRER","POINT (-72.870198 41.265498)"
"R6301",,"PRECISION FOREIGN CAR SERVICE INC","385 WETHERSFIELD AVE",,"HARTFORD","CT","06114-1415","2023-10-31T00:00:00.000","GENERAL REPAIRER","POINT (-72.673148 41.745351)"
"R0884",,"CONN ST DEPT EDUCATION AI RINCE RVT","500 BROOKFIELD ST",,"HARTFORD","CT","06106-3709","2023-02-28T00:00:00.000","GENERAL REPAIRER","POINT (-72.707771 41.742025)"
"U6726",,"MEADOW STREET AUTOMOTIVE LLC","299 W MAIN ST",,"WATERBURY","CT","06702-1101","2023-09-30T00:00:00.000","USED DEALER","POINT (-73.046217 41.557575)"
"U8555",,"GERMAN AUTO REPAIR  LLC","320 SYLVAN LAKE RD",,"WATERTOWN","CT","06779-1459","2023-02-28T00:00:00.000","USED DEALER","POINT (-73.07556 41.599701)"
"U6170",,"ACE AUTO SALES LLC","201 S MAIN ST",,"BEACON FALLS","CT","06403-1331","2024-04-30T00:00:00.000","USED DEALER","POINT (-73.059919 41.435118)"
"R6325","DBA","STAR TOWING","350 JENNINGS RD",,"FAIRFIELD","CT","06825-4766","2024-01-31T00:00:00.000","GENERAL REPAIRER","POINT (-73.235319 41.171018)"
"R7748",,"TOWN FAIR TIRE CENTERS OF CONNECTICUT LLC","19 PAVILION DR",,"MANCHESTER","CT","06042-8702","2024-05-31T00:00:00.000","GENERAL REPAIRER","POINT (-72.552463 41.803109)"
"R6593",,"GRASMERE INC","500 GRASMERE AVE",,"FAIRFIELD","CT","06824-6146","2023-03-31T00:00:00.000","GENERAL REPAIRER","POINT (-73.243457 41.158702)"
"R6358","DBA","DBA FIRESTONE COMPLETE AUTO CARE","809 WOLCOTT ST",,"WATERBURY","CT","06705-1313","2023-12-31T00:00:00.000","GENERAL REPAIRER","POINT (-73.009863 41.563503)"
"O6120","DBA","LINCOLN AUTOMOTIVE FINANCE","1 AMERICAN RD",,"DEARBORN","MI","48126","2023-03-31T00:00:00.000","LEASING LICENSE","POINT (-83.208853 42.313413)"
"U8846",,"PROPER SOLUTIONS GROUP LLC","180 SUNNY VALLEY RD STE 20",,"NEW MILFORD","CT","06776-3362","2022-12-31T00:00:00.000","USED DEALER","POINT (-73.41936 41.556207)"
"O6037",,"VFS LEASING CO","7025 ALBERT PICK RD STE 105",,"GREENSBORO","NC","27409","2024-03-31T00:00:00.000","LEASING LICENSE","POINT (-79.949182 36.076938)"
"U7297",,"CATARINO AUTO SALES LLC","1980 MAIN ST",,"BRIDGEPORT","CT","06604-2742","2023-08-31T00:00:00.000","USED DEALER","POINT (-73.196111 41.19042)"
"U8123",,"PN AUTO LLC","1125 QUEEN ST",,"SOUTHINGTON","CT","06489-1266","2023-01-31T00:00:00.000","USED DEALER","POINT (-72.872418 41.647296)"
"R0424",,"TRIO TRANSMISSION INC","65 BURR RD",,"BRIDGEPORT","CT","06605-2207","2023-11-30T00:00:00.000","GENERAL REPAIRER","POINT (-73.218824 41.166277)"
"R1443",,"P AND P AUTO REPAIR INC","174 W CENTER ST",,"MANCHESTER","CT","06040-4961","2023-01-31T00:00:00.000","GENERAL REPAIRER","POINT (-72.543253 41.771035)"
"R0027",,"CARABETTA ENTERPRISES INC","34 CAMBRIDGE ST",,"MERIDEN","CT","06450","2024-02-29T00:00:00.000","GENERAL REPAIRER","POINT (-72.786713 41.551497)"
"U5468",,"HAMDEN TRANSMISSION LLC","1029 DIXWELL AVE",,"HAMDEN","CT","06514-4913","2024-04-30T00:00:00.000","USED DEALER","POINT (-72.935038 41.341447)"
"U6230","DBA","ROBERT FLETCHER","132 LIBERTY ST",,"PAWCATUCK","CT","06379","2022-09-30T00:00:00.000","USED DEALER","POINT (-71.842872 41.383421)"
"U8560",,"DMR OFFROAD LLC","259 W HIGH ST",,"EAST HAMPTON","CT","06424-2118","2023-11-30T00:00:00.000","USED DEALER","POINT (-72.542028 41.563642)"
"U7559",,"SALES AUCTION COMPANY LLC","55 KING SPRING RD",,"WINDSOR LOCKS","CT","06096-1136","2023-07-31T00:00:00.000","USED DEALER","POINT (-72.665406 41.945115)"
"U8791",,"UCHOOSE AUTO SALES AND SERVICES LLC","269 TOWER AVE",,"HARTFORD","CT","06120-1040","2024-02-29T00:00:00.000","USED DEALER","POINT (-72.675356 41.798446)"
"M0999",,"SMEAL HOLDING LLC","610 W 4TH ST",,"SNYDER","NE","68664-2429","2023-06-30T00:00:00.000","MANUFACTURER LICENSE","POINT (-96.79027 41.70661)"
"U6393","DBA","MACARA VEHICLE SERVICES INC","207 N MAIN ST",,"NORWICH","CT","06360-4743","2023-10-31T00:00:00.000","USED DEALER","POINT (-72.062276 41.528353)"
"U0204",,"BOP INC","203 HOMER ST",,"WATERBURY","CT","06704","2024-03-31T00:00:00.000","USED DEALER","POINT (-73.043646 41.585466)"
"U8877",,"HEAVYS AUTOMOTIVE INC","2 NORTHGATE DR",,"WINDSOR LOCKS","CT","06096-1205","2023-11-30T00:00:00.000","USED DEALER","POINT (-72.655418 41.939533)"
"O6034",,"C AND C  XPRESS RENT A CAR","375 RT 112",,"GROTON","CT","06340","2024-03-31T00:00:00.000","LEASING LICENSE",
"N2570",,"HO PENN MACHINERY CO INC","225 RICHARD ST",,"NEWINGTON","CT","06111-5046","2024-03-31T00:00:00.000","NEW DEALER","POINT (-72.729782 41.661455)"
"R7624",,"BRIARWOOD AUTOMOTIVES LLC","2596 E MAIN ST",,"BRIDGEPORT","CT","06610-1481","2023-05-31T00:00:00.000","GENERAL REPAIRER","POINT (-73.178958 41.210011)"
"R6860",,"MOHAWK WEST TIRE & AUTO CENTER INC","31 MILL PLAIN RD",,"DANBURY","CT","06811-5107","2024-07-31T00:00:00.000","GENERAL REPAIRER","POINT (-73.497766 41.389015)"
"R7801","DBA","DBA SMITTYS AUTO BODY","14 TURKEY PLAIN RD",,"BETHEL","CT","06801-2840","2023-10-31T00:00:00.000","GENERAL REPAIRER","POINT (-73.415063 41.354184)"
"U7124",,"NEWMAN'S SERVICE CENTER INC","40 LIBERTY ST",,"PAWCATUCK","CT","06379","2024-03-31T00:00:00.000","USED DEALER","POINT (-71.835106 41.379149)"
"N0716","DBA","HOFFMAN PORSCHE","600 CONNECTICUT BLVD",,"EAST HARTFORD","CT","06108-3287","2024-07-31T00:00:00.000","NEW DEALER","POINT (-72.657425 41.769549)"
"N0007","DBA","D'ADDARIO NISSAN","329 BRIDGEPORT AVE",,"SHELTON","CT","06484-3860","2023-11-30T00:00:00.000","NEW DEALER","POINT (-73.105904 41.298864)"
"U8766",,"DIAMOND AUTO CARS LLC","32 HARTFORD TPKE",,"VERNON","CT","06066-5256","2023-12-31T00:00:00.000","USED DEALER","POINT (-72.505019 41.816207)"
"U8869",,"GUARANTEE APPROVAL MOTORS CORP","2178 FAIRFIELD AVE",,"BRIDGEPORT","CT","06605","2023-03-31T00:00:00.000","USED DEALER","POINT (-73.219583 41.164666)"
"R6070",,"LAUREL AUTOMOTIVE SERVICE LLC","8 HERMAN DR D AND E",,"SIMSBURY","CT","06070","2023-10-31T00:00:00.000","GENERAL REPAIRER",
"O0045",,"ADVANCED WHEELS OF TECHNOLOGY INC","33 BRADLEY PARK RD",,"EAST GRANBY","CT","06026-9789","2023-03-31T00:00:00.000","LEASING LICENSE","POINT (-72.707839 41.933024)"
"U8029",,"PREFERRED SALES AND SERVICE INC","155 CENTER STREET",,"MANCHESTER","CT","06040","2023-04-30T00:00:00.000","USED DEALER","POINT (-72.525858 41.774116)"
"U1624",,"STARON ENTERPRISES LTD","1138 - 1158  NEWFIELD ST",,"MIDDLETOWN","CT","06457","2023-03-31T00:00:00.000","USED DEALER","POINT (-72.675558 41.589554)"
"R7719",,"JOES AUTO SERVICE LLC","115 PINE STREET",,"BRISTOL","CT","06010","2023-03-31T00:00:00.000","GENERAL REPAIRER","POINT (-72.917957 41.667747)"
"U1207",,"LYONS AUTO INC","465 ELLA GRASSO BLVD",,"NEW HAVEN","CT","06519","2023-06-30T00:00:00.000","USED DEALER","POINT (-72.943444 41.292628)"
"U6617",,"OLLIES GARAGE AND AUTO BODY INC","333 SANDBANK RD",,"CHESHIRE","CT","06410","2023-01-31T00:00:00.000","USED DEALER","POINT (-72.902792 41.535926)"
"R6362",,"BRIDGESTONE RETAIL OPERATIONS LLC R6362","1197 BARNUM AVE",,"STRATFORD","CT","06614-5401","2023-12-31T00:00:00.000","GENERAL REPAIRER","POINT (-73.135955 41.197536)"
"R5155",,"MONRO MUFFLER BRAKE INC","339 N FRONTAGE RD",,"NEW LONDON","CT","06320","2023-02-28T00:00:00.000","GENERAL REPAIRER","POINT (-72.118795 41.370124)"
"N2790",,"NUTMEG INTERNATIONAL TRUCKS LLC","130 BRAINARD RD",,"HARTFORD","CT","06114-1604","2024-04-30T00:00:00.000","NEW DEALER","POINT (-72.659659 41.736604)"
"R7588",,"SPEED AUTO LLC","133 WHITE ST",,"DANBURY","CT","06810","2022-10-31T00:00:00.000","GENERAL REPAIRER","POINT (-73.449097 41.398766)"
"M0925","DBA","CM TRAILERS","200 COUNTY RD",,"MADILL","OK","73446","2024-06-30T00:00:00.000","MANUFACTURER LICENSE","POINT (-96.770778 34.11273)"
"M1006",,"AMERICAN EMERGENCY VEHICLES","165 AMERICAN WAY",,"JEFFERSON","NC","28640-9195","2023-06-30T00:00:00.000","MANUFACTURER LICENSE","POINT (-81.425821 36.418702)"
"R1579",,"BZ ENTERPRISES INC","1175 WHALLEY AVE",,"NEW HAVEN","CT","06500","2022-12-31T00:00:00.000","GENERAL REPAIRER","POINT (-72.969256 41.329413)"
"U8496",,"FAIRFIELD TIRE AND AUTO CENTER LLC","1370 KINGS HIGHWAY CUTOFF",,"FAIRFIELD","CT","06824-5254","2023-04-30T00:00:00.000","USED DEALER","POINT (-73.245943 41.14872)"
"O2079",,"PLACE LEASING CORP","19 THOMPSON RD",,"WEBSTER","MA","01570","2024-03-31T00:00:00.000","LEASING LICENSE","POINT (-71.863477 42.058562)"
"R7560",,"BENWARE AUTOMOTIVE LLC","408D SOMERS RD",,"ELLINGTON","CT","06029","2024-05-31T00:00:00.000","GENERAL REPAIRER","POINT (-72.455332 41.927635)"
"R6364",,"CONN TIRE INC","96 WEBSTER SQUARE RD",,"BERLIN","CT","06037-2327","2024-07-31T00:00:00.000","GENERAL REPAIRER","POINT (-72.746796 41.628006)"
"O6252",,"QL TITLING TRUST LTD","9830 BAUER DR",,"INDIANAPOLIS","IN","46280-1972","2024-03-31T00:00:00.000","LEASING LICENSE","POINT (-86.101288 39.929393)"
"U1044","DBA","AUTO WORLD","430 ISLAND LN",,"WEST HAVEN","CT","06516-7506","2023-08-31T00:00:00.000","USED DEALER","POINT (-72.978567 41.260228)"
"O6203",,"ACME AUTO LEASING LLC","440 WASHINGTON AVE",,"NORTH HAVEN","CT","06473-1311","2023-03-31T00:00:00.000","LEASING LICENSE","POINT (-72.841994 41.411766)"
"U1748",,"PARAMOUNT GARAGE INC","50 GRASSMERE AVE",,"WEST HARTFORD","CT","06110","2023-02-28T00:00:00.000","USED DEALER","POINT (-72.725145 41.735201)"
"N2630","DBA","DBA PRESTIGE VOLKSWAGEN OF STAMFORD","42 W BROAD ST",,"STAMFORD","CT","06902-3715","2023-06-30T00:00:00.000","NEW DEALER","POINT (-73.546532 41.055641)"
"U2161",,"DICKS CITGO INC","59 MERROW RD",,"TOLLAND","CT","06084-3022","2022-11-30T00:00:00.000","USED DEALER","POINT (-72.363064 41.865605)"
"U8162",,"GLOBAL FLEET LEASING LLC","47 LARKIN ST",,"STAMFORD","CT","06907-2702","2024-04-30T00:00:00.000","USED DEALER","POINT (-73.519258 41.078105)"
"N0467",,"AVON GATEWAY INC","75 ALBANY TPKE",,"CANTON","CT","06019-2507","2022-12-31T00:00:00.000","NEW DEALER","POINT (-72.880259 41.823249)"
"U0339",,"BOOMERS GARAGE","139 BEDLAM ROAD",,"CHAPLIN","CT","06235","2024-02-29T00:00:00.000","USED DEALER","POINT (-72.143641 41.776764)"
"R4836",,"BRIANS MACHINE SERVICE","67 COMMERCE WAY UNIT 1",,"SOUTH WINDSOR","CT","06074","2024-04-30T00:00:00.000","GENERAL REPAIRER","POINT (-72.599296 41.859493)"
"O5895",,"ERNIE AND SONS RENTAL INC","957 FOXON RD",,"EAST HAVEN","CT","06513","2024-03-31T00:00:00.000","LEASING LICENSE","POINT (-72.865635 41.320792)"
"J4123",,"CHARTER OAK AUTO PARTS INC","AMBROSE ST",,"HARTFORD","CT","06120","2024-04-30T00:00:00.000","RECYCLER",
"U1676","DBA","FUSICK CHESTER J","303 BOSTON TPKE",,"BOLTON","CT","06043-7453","2023-03-31T00:00:00.000","USED DEALER","POINT (-72.45877 41.785158)"
"R7485",,"COMMAND PERFORMANCE AUTO REPAIR, LLC","40 NORTHEAST INDUSTRIAL RD",,"BRANFORD","CT","06405","2023-01-31T00:00:00.000","GENERAL REPAIRER","POINT (-72.768319 41.301138)"
"N0152","DBA","SCHALLER ACURA","345 CENTER ST",,"MANCHESTER","CT","06040-3922","2023-07-31T00:00:00.000","NEW DEALER","POINT (-72.534875 41.772432)"
"U0632",,"ROBERTS SERVICE CENTER INC","216 BUCKINGHAM AVE",,"MILFORD","CT","06460-4841","2023-11-30T00:00:00.000","USED DEALER","POINT (-73.045406 41.223303)"
"U8802","DBA","DBA SAFE AUTO FINANCING","233 WHITE ST",,"DANBURY","CT","06810","2022-11-30T00:00:00.000","USED DEALER","POINT (-73.438912 41.399497)"
"N0049",,"CARGILL CHEV CO INC","23 LIVERY ST BUCK MSC","BOX 73","PUTNAM","CT","06260","2023-10-31T00:00:00.000","NEW DEALER","POINT (-71.90856 41.916191)"
"R7812",,"DAGOSTINO BROS FOREIGN CAR SERVICE","316 LONG RIDGE RD",,"STAMFORD","CT","06902-1637","2023-11-30T00:00:00.000","GENERAL REPAIRER","POINT (-73.554026 41.081589)"
"O6400","DBA","DIAMOND BRITE CAR RENTAL","920 WEST MAIN ST",,"NEW BRITAIN","CT","06053","2024-03-31T00:00:00.000","LEASING LICENSE","POINT (-72.813831 41.667802)"
"U6048",,"RIDGEFIELD AUTO PARK LLC","603 DANBURY RD",,"RIDGEFIELD","CT","06877-2705","2023-06-30T00:00:00.000","USED DEALER","POINT (-73.476335 41.32152)"
"N2379","DBA","DEVAN INFINITI OF FAIRFIELD","26 COMMERCE DR",,"FAIRFIELD","CT","06430","2024-04-30T00:00:00.000","NEW DEALER","POINT (-73.224132 41.167388)"
"U5583",,"MILOS AUTO CENTER LLC","342 EAST ST",,"PLAINVILLE","CT","06062","2022-12-31T00:00:00.000","USED DEALER","POINT (-72.86792 41.656127)"
"U7805","DBA","ENTERPRISE CAR SALES","579 BRIDGEPORT AVE",,"MILFORD","CT","06460-4203","2023-06-30T00:00:00.000","USED DEALER","POINT (-73.087554 41.207336)"
"N2263",,"NORTHWEST HILLS CHRYS JEEP LLC","2033 E MAIN ST",,"TORRINGTON","CT","06790-3111","2024-08-31T00:00:00.000","NEW DEALER","POINT (-73.073275 41.821068)"
"R6991",,"FORLINI AUTOMOTIVE LLC","260 FREESTONE AVE STE A",,"PORTLAND","CT","06480-4633","2024-05-31T00:00:00.000","GENERAL REPAIRER","POINT (-72.629685 41.570699)"
"R6947",,"CTL SEVEN LLC","966 WASHINGTON ST",,"MIDDLETOWN","CT","06457-2907","2023-09-30T00:00:00.000","GENERAL REPAIRER","POINT (-72.684637 41.553886)"
"U8767",,"MODZELEWSKIS AUTO AND TRUCK CENTER INC","40 S MAIN ST",,"NEWTOWN","CT","06470-2140","2023-12-31T00:00:00.000","USED DEALER","POINT (-73.298325 41.403115)"
"R7254",,"GCS ENTERPRISES LLC","812 OLD COLONY RD",,"MERIDEN","CT","06451-7929","2023-05-31T00:00:00.000","GENERAL REPAIRER","POINT (-72.814073 41.518524)"
"O6100",,"WESTBROOK GATEWAY, INC","80 FLAT ROCK PL",,"WESTBROOK","CT","06498-1579","2023-03-31T00:00:00.000","LEASING LICENSE","POINT (-72.442443 41.2901)"
"U8944",,"EXCLUSIVE AUTO LLC","1771 THOMASTON AVE",,"WATERBURY","CT","06704-1022","2024-04-30T00:00:00.000","USED DEALER","POINT (-73.054575 41.591997)"
"U1253",,"NORTH END AUTO PARTS INC","963 N COLONY RD",,"MERIDEN","CT","06450-2326","2023-06-30T00:00:00.000","USED DEALER","POINT (-72.785395 41.560399)"
"U8238",,"ALDOS AUTOREPAIR LLC","241 LEDYARD ST STE B4",,"HARTFORD","CT","06114-2029","2022-11-30T00:00:00.000","USED DEALER","POINT (-72.669528 41.742065)"
"U8244",,"FATHER AND SON AUTO SALES INC","80 N MAIN ST",,"NORWICH","CT","06360-5937","2022-12-31T00:00:00.000","USED DEALER","POINT (-72.067627 41.52647)"
"N2795",,"GABRIELLI KENWORTH OF CT LLC","1 DEPOT HILL RD",,"ENFIELD","CT","06082-6031","2024-07-31T00:00:00.000","NEW DEALER","POINT (-72.604369 41.943054)"
"U7165",,"NUTMEG AUTO SALES","88 MULLOY RD",,"WATERBURY","CT","06705","2024-07-31T00:00:00.000","USED DEALER","POINT (-72.983384 41.544203)"
"U7604",,"JAMS AUTOMOTIVE","831 RUBBER AVE",,"NAUGATUCK","CT","06770-3647","2023-11-30T00:00:00.000","USED DEALER","POINT (-73.082378 41.493809)"
"N2768",,"HAMDEN CARS  LLC","200 SKIFF ST",,"HAMDEN","CT","06517-1004","2023-05-31T00:00:00.000","NEW DEALER","POINT (-72.910219 41.3724)"
"U8741","DBA","DBA DR. NICKS TRANSMISSIONS","498 NEW HAVEN AVE",,"MILFORD","CT","06460-3613","2023-09-30T00:00:00.000","USED DEALER","POINT (-73.033918 41.224804)"
"R4887",,"AMERICAN AUTO REPAIR INC","318 STRAWBERRY HILL AVE",,"NORWALK","CT","06851-4317","2024-03-31T00:00:00.000","GENERAL REPAIRER","POINT (-73.391039 41.126531)"
"R0520",,"CONN ST DEPT EDUCATION NORWICH RVTS","590 NEW LONDON TPKE",,"NORWICH","CT","06360","2023-02-28T00:00:00.000","GENERAL REPAIRER","POINT (-72.104198 41.508004)"
"U4565","DBA","MICHAEL PAECHT","87 SPRING ST",,"WEST HAVEN","CT","06516-2832","2024-05-31T00:00:00.000","USED DEALER","POINT (-72.950893 41.286658)"
"M1023",,"REGENCY CONVERSIONS INC","4709 LONE STAR BLVD",,"FORT WORTH","TX","76106-2106","2023-06-30T00:00:00.000","MANUFACTURER LICENSE","POINT (-97.330638 32.826911)"
"R5230",,"ROY KITKAS TIRE SALES SVC INC","258 WILSONVILLE RD",,"NORTH GROSVENORDALE","CT","06255-1226","2023-08-31T00:00:00.000","GENERAL REPAIRER","POINT (-71.864916 42.009385)"
"R6258",,"AUTO TRUCK AND EQUIPMENT INC","1015 MIDDLETOWN AVE",,"NORTHFORD","CT","06472-1397","2023-05-31T00:00:00.000","GENERAL REPAIRER","POINT (-72.815376 41.378832)"
"R7382","DBA","DBA MIDAS AUTO SERVICE EXPERTS","350 MAIN ST",,"DANBURY","CT","06810-5837","2023-03-31T00:00:00.000","GENERAL REPAIRER","POINT (-73.456812 41.398495)"
"U7274","DBA","DBA CENTRAL AUTO AND TRANSPORT","66 THOMAS ST",,"MIDDLETOWN","CT","06457-3006","2024-04-30T00:00:00.000","USED DEALER","POINT (-72.668184 41.552488)"
"U8376",,"TAINO MOTORS LLC","477 FERRY ST",,"NEW HAVEN","CT","06513-3043","2024-02-29T00:00:00.000","USED DEALER","POINT (-72.896383 41.312757)"
"R7804",,"REPASI MOTORWERKS LLC","1701 STRATFORD AVE",,"STRATFORD","CT","06615-6421","2023-11-30T00:00:00.000","GENERAL REPAIRER","POINT (-73.141704 41.185618)"
"U6125","DBA","AFFORDABLE AUTOMOTIVE","32 EXECUTIVE CENTER DR",,"NEW MILFORD","CT","06776","2023-12-31T00:00:00.000","USED DEALER","POINT (-73.42058 41.550371)"
"R6719",,"AUTO CLINIC","286-290 DAVENPORT AVE",,"NEW HAVEN","CT","06519","2024-04-30T00:00:00.000","GENERAL REPAIRER","POINT (-72.943225 41.300496)"
"R5185",,"DULIN AUTOMOTIVE INC","79 BRIDGEPORT AVE",,"MILFORD","CT","06460-3941","2023-04-30T00:00:00.000","GENERAL REPAIRER","POINT (-73.105446 41.200775)"
"R5636","DBA","SUPERIOR AUTO","779 BOSTON POST RD",,"WESTBROOK","CT","06498-1847","2024-06-30T00:00:00.000","GENERAL REPAIRER","POINT (-72.460606 41.279443)"
"N2423",,"LEES AUTO CENTER INC","171 WEST RD",,"ELLINGTON","CT","06029-3719","2023-09-30T00:00:00.000","NEW DEALER","POINT (-72.46199 41.892718)"
"R7420",,"LEEDS WEST CONNECTICUT LLC","377 MAIN AVE",,"NORWALK","CT","06851-1509","2023-08-31T00:00:00.000","GENERAL REPAIRER","POINT (-73.425959 41.140346)"
"U8872",,"BUDGET AUTO REPAIR LLC","360 SOMERS RD","HANGER 2 N","ELLINGTON","CT","06029","2023-03-31T00:00:00.000","USED DEALER","POINT (-72.453257 41.922214)"
"U8626","DBA","DBA SOUND AUTO WHOLESALERS","139 W MAIN ST",,"BRANFORD","CT","06405-4000","2024-08-31T00:00:00.000","USED DEALER","POINT (-72.856641 41.27759)"
"R6507",,"ANTHONYS HIGHTECH AUTO CENTER INC","142 GANDO DR",,"NEW HAVEN","CT","06513","2024-07-31T00:00:00.000","GENERAL REPAIRER","POINT (-72.872906 41.333422)"
"R7601",,"FERNANDES AND PALMER INC","1827 POST RD",,"FAIRFIELD","CT","06824-5719","2022-12-31T00:00:00.000","GENERAL REPAIRER","POINT (-73.263965 41.141153)"
"O6196",,"A AND M TOWING HOLDINGS INC","36 BOND ST",,"HARTFORD","CT","06114-1317","2024-03-31T00:00:00.000","LEASING LICENSE","POINT (-72.674914 41.744591)"
"R7834",,"TEAM CAR CARE EAST LLC","111 TALCOTTVILLE RD",,"VERNON","CT","06066-4703","2024-04-30T00:00:00.000","GENERAL REPAIRER","POINT (-72.495632 41.829882)"
"R1237",,"CONN ST DEPT OF EDUC HOWELL CHENEY","791 MIDDLE TPKE W",,"MANCHESTER","CT","06040-1819","2023-02-28T00:00:00.000","GENERAL REPAIRER","POINT (-72.561326 41.780932)"
"U4299",,"AVERY BROTHERS INC","120 DUDLEY AVE",,"WALLINGFORD","CT","06492","2024-07-31T00:00:00.000","USED DEALER","POINT (-72.831239 41.444011)"
"R7798",,"ELM MOTORS INC","114 E MAIN ST",,"ROCKVILLE","CT","06066-3331","2023-09-30T00:00:00.000","GENERAL REPAIRER","POINT (-72.441485 41.867135)"
"U7356","DBA","CLASSIC MOTORS OF NEW LONDON","82 TRUMAN ST",,"NEW LONDON","CT","06320-5632","2024-02-29T00:00:00.000","USED DEALER","POINT (-72.102586 41.351609)"
"O1486",,"DOWLING FORD INC","1011 S MAIN ST",,"CHESHIRE","CT","06410-3468","2023-03-31T00:00:00.000","LEASING LICENSE","POINT (-72.906077 41.477205)"
"U8942","DBA","DBA BLASIUS OF DANBURY","16 WALNUT ST",,"DANBURY","CT","06811","2024-04-30T00:00:00.000","USED DEALER","POINT (-73.452947 41.411963)"
