"township","age_group","age","count"
"Thomaston","2","Ages 1-4","130"
"Thomaston","3","Ages 5-17","403"
"Thomaston","4","Ages 18-64","1106"
"Thomaston","5","Ages 65 and older","379"
"Thompson","1","Under 1 year old","30"
"Thompson","2","Ages 1-4","164"
"Thompson","3","Ages 5-17","604"
"Thompson","4","Ages 18-64","1406"
"Thompson","5","Ages 65 and older","439"
"Tolland","1","Under 1 year old","25"
"Tolland","2","Ages 1-4","91"
"Tolland","3","Ages 5-17","401"
"Tolland","4","Ages 18-64","1041"
"Tolland","5","Ages 65 and older","398"
"Torrington","1","Under 1 year old","214"
"Torrington","2","Ages 1-4","1097"
"Torrington","3","Ages 5-17","3479"
"Torrington","4","Ages 18-64","9030"
"Torrington","5","Ages 65 and older","2372"
"Trumbull","1","Under 1 year old","58"
"Trumbull","2","Ages 1-4","316"
"Trumbull","3","Ages 5-17","1261"
"Trumbull","4","Ages 18-64","2986"
"Trumbull","5","Ages 65 and older","1349"
"Union","1","Under 1 year old","0"
"Union","2","Ages 1-4","0"
"Union","3","Ages 5-17","17"
"Union","4","Ages 18-64","53"
"Union","5","Ages 65 and older","21"
"Unknown","1","Under 1 year old","0"
"Unknown","2","Ages 1-4","0"
"Unknown","3","Ages 5-17","13"
"Unknown","4","Ages 18-64","64"
"Unknown","5","Ages 65 and older","0"
"Vernon","1","Under 1 year old","207"
"Vernon","2","Ages 1-4","763"
"Vernon","3","Ages 5-17","2330"
"Vernon","4","Ages 18-64","5962"
"Vernon","5","Ages 65 and older","1666"
"Voluntown","1","Under 1 year old","7"
"Voluntown","2","Ages 1-4","41"
"Voluntown","3","Ages 5-17","119"
"Voluntown","4","Ages 18-64","366"
"Voluntown","5","Ages 65 and older","90"
"Wallingford","1","Under 1 year old","140"
"Wallingford","2","Ages 1-4","641"
"Wallingford","3","Ages 5-17","2132"
"Wallingford","4","Ages 18-64","5323"
"Wallingford","5","Ages 65 and older","2264"
"Warren","1","Under 1 year old","0"
"Warren","2","Ages 1-4","17"
"Warren","3","Ages 5-17","55"
"Warren","4","Ages 18-64","123"
"Warren","5","Ages 65 and older","27"
"Washington","1","Under 1 year old","7"
"Washington","2","Ages 1-4","24"
"Washington","3","Ages 5-17","129"
"Washington","4","Ages 18-64","355"
"Washington","5","Ages 65 and older","108"
"Waterbury","1","Under 1 year old","1586"
"Waterbury","2","Ages 1-4","6577"
"Waterbury","3","Ages 5-17","19138"
"Waterbury","4","Ages 18-64","44905"
"Waterbury","5","Ages 65 and older","7917"
"Waterford","1","Under 1 year old","74"
"Waterford","2","Ages 1-4","255"
"Waterford","3","Ages 5-17","918"
"Waterford","4","Ages 18-64","2425"
"Waterford","5","Ages 65 and older","1060"
"Watertown","1","Under 1 year old","75"
"Watertown","2","Ages 1-4","318"
"Watertown","3","Ages 5-17","1067"
"Watertown","4","Ages 18-64","2933"
"Watertown","5","Ages 65 and older","1142"
"West Hartford","1","Under 1 year old","168"
"West Hartford","2","Ages 1-4","649"
"West Hartford","3","Ages 5-17","2735"
"West Hartford","4","Ages 18-64","6829"
"West Hartford","5","Ages 65 and older","2787"
"West Haven","1","Under 1 year old","510"
"West Haven","2","Ages 1-4","1901"
"West Haven","3","Ages 5-17","5690"
"West Haven","4","Ages 18-64","13406"
"West Haven","5","Ages 65 and older","2819"
"Westbrook","1","Under 1 year old","19"
"Westbrook","2","Ages 1-4","79"
"Westbrook","3","Ages 5-17","282"
"Westbrook","4","Ages 18-64","930"
"Westbrook","5","Ages 65 and older","377"
"Weston","1","Under 1 year old","0"
"Weston","2","Ages 1-4","30"
"Weston","3","Ages 5-17","194"
"Weston","4","Ages 18-64","505"
"Weston","5","Ages 65 and older","88"
"Westport","1","Under 1 year old","11"
"Westport","2","Ages 1-4","85"
"Westport","3","Ages 5-17","460"
"Westport","4","Ages 18-64","1463"
"Westport","5","Ages 65 and older","428"
"Wethersfield","1","Under 1 year old","74"
"Wethersfield","2","Ages 1-4","363"
"Wethersfield","3","Ages 5-17","1185"
"Wethersfield","4","Ages 18-64","3060"
"Wethersfield","5","Ages 65 and older","1399"
"Willington","1","Under 1 year old","9"
"Willington","2","Ages 1-4","75"
"Willington","3","Ages 5-17","244"
"Willington","4","Ages 18-64","716"
"Willington","5","Ages 65 and older","151"
"Wilton","1","Under 1 year old","9"
"Wilton","2","Ages 1-4","50"
"Wilton","3","Ages 5-17","306"
"Wilton","4","Ages 18-64","874"
"Wilton","5","Ages 65 and older","525"
"Winchester","1","Under 1 year old","70"
"Winchester","2","Ages 1-4","306"
"Winchester","3","Ages 5-17","862"
"Winchester","4","Ages 18-64","2503"
"Winchester","5","Ages 65 and older","741"
"Windham","1","Under 1 year old","255"
"Windham","2","Ages 1-4","1013"
"Windham","3","Ages 5-17","3155"
"Windham","4","Ages 18-64","8084"
"Windham","5","Ages 65 and older","1467"
"Windsor Locks","1","Under 1 year old","69"
"Windsor Locks","2","Ages 1-4","279"
"Windsor Locks","3","Ages 5-17","892"
"Windsor Locks","4","Ages 18-64","2207"
"Windsor Locks","5","Ages 65 and older","540"
"Windsor","1","Under 1 year old","157"
"Windsor","2","Ages 1-4","665"
"Windsor","3","Ages 5-17","2065"
"Windsor","4","Ages 18-64","5978"
"Windsor","5","Ages 65 and older","1399"
"Wolcott","1","Under 1 year old","44"
"Wolcott","2","Ages 1-4","213"
"Wolcott","3","Ages 5-17","723"
"Wolcott","4","Ages 18-64","2046"
"Wolcott","5","Ages 65 and older","885"
"Woodbridge","1","Under 1 year old","10"
"Woodbridge","2","Ages 1-4","51"
"Woodbridge","3","Ages 5-17","244"
"Woodbridge","4","Ages 18-64","666"
"Woodbridge","5","Ages 65 and older","241"
"Woodbury","1","Under 1 year old","18"
"Woodbury","2","Ages 1-4","82"
"Woodbury","3","Ages 5-17","297"
"Woodbury","4","Ages 18-64","948"
"Woodbury","5","Ages 65 and older","359"
"Woodstock","1","Under 1 year old","26"
"Woodstock","2","Ages 1-4","111"
"Woodstock","3","Ages 5-17","356"
"Woodstock","4","Ages 18-64","818"
"Woodstock","5","Ages 65 and older","215"
