"township","age_group","age","count"
"Bridgeport","5","Ages 65 and older","8263"
"Bridgewater","1","Under 1 year old","0"
"Bridgewater","2","Ages 1-4","11"
"Bridgewater","3","Ages 5-17","25"
"Bridgewater","4","Ages 18-64","115"
"Bridgewater","5","Ages 65 and older","34"
"Bristol","1","Under 1 year old","427"
"Bristol","2","Ages 1-4","1759"
"Bristol","3","Ages 5-17","5291"
"Bristol","4","Ages 18-64","13037"
"Bristol","5","Ages 65 and older","3233"
"Brookfield","1","Under 1 year old","43"
"Brookfield","2","Ages 1-4","178"
"Brookfield","3","Ages 5-17","660"
"Brookfield","4","Ages 18-64","1560"
"Brookfield","5","Ages 65 and older","369"
"Brooklyn","1","Under 1 year old","45"
"Brooklyn","2","Ages 1-4","177"
"Brooklyn","3","Ages 5-17","605"
"Brooklyn","4","Ages 18-64","1528"
"Brooklyn","5","Ages 65 and older","383"
"Burlington","1","Under 1 year old","17"
"Burlington","2","Ages 1-4","61"
"Burlington","3","Ages 5-17","279"
"Burlington","4","Ages 18-64","619"
"Burlington","5","Ages 65 and older","162"
"Canaan","1","Under 1 year old","24"
"Canaan","2","Ages 1-4","76"
"Canaan","3","Ages 5-17","231"
"Canaan","4","Ages 18-64","593"
"Canaan","5","Ages 65 and older","221"
"Canterbury","1","Under 1 year old","28"
"Canterbury","2","Ages 1-4","97"
"Canterbury","3","Ages 5-17","356"
"Canterbury","4","Ages 18-64","804"
"Canterbury","5","Ages 65 and older","171"
"Canton","1","Under 1 year old","27"
"Canton","2","Ages 1-4","85"
"Canton","3","Ages 5-17","288"
"Canton","4","Ages 18-64","857"
"Canton","5","Ages 65 and older","359"
"Chaplin","1","Under 1 year old","13"
"Chaplin","2","Ages 1-4","46"
"Chaplin","3","Ages 5-17","167"
"Chaplin","4","Ages 18-64","448"
"Chaplin","5","Ages 65 and older","72"
"Cheshire","1","Under 1 year old","42"
"Cheshire","2","Ages 1-4","192"
"Cheshire","3","Ages 5-17","660"
"Cheshire","4","Ages 18-64","1936"
"Cheshire","5","Ages 65 and older","867"
"Chester","1","Under 1 year old","12"
"Chester","2","Ages 1-4","41"
"Chester","3","Ages 5-17","131"
"Chester","4","Ages 18-64","468"
"Chester","5","Ages 65 and older","195"
"Clinton","1","Under 1 year old","44"
"Clinton","2","Ages 1-4","185"
"Clinton","3","Ages 5-17","677"
"Clinton","4","Ages 18-64","1798"
"Clinton","5","Ages 65 and older","417"
"Colchester","1","Under 1 year old","58"
"Colchester","2","Ages 1-4","202"
"Colchester","3","Ages 5-17","806"
"Colchester","4","Ages 18-64","1962"
"Colchester","5","Ages 65 and older","591"
"Colebrook","1","Under 1 year old","0"
"Colebrook","2","Ages 1-4","16"
"Colebrook","3","Ages 5-17","42"
"Colebrook","4","Ages 18-64","130"
"Colebrook","5","Ages 65 and older","20"
"Columbia","1","Under 1 year old","15"
"Columbia","2","Ages 1-4","85"
"Columbia","3","Ages 5-17","204"
"Columbia","4","Ages 18-64","561"
"Columbia","5","Ages 65 and older","142"
"Cornwall","1","Under 1 year old","0"
"Cornwall","2","Ages 1-4","18"
"Cornwall","3","Ages 5-17","87"
"Cornwall","4","Ages 18-64","191"
"Cornwall","5","Ages 65 and older","54"
"Coventry","1","Under 1 year old","47"
"Coventry","2","Ages 1-4","164"
"Coventry","3","Ages 5-17","533"
"Coventry","4","Ages 18-64","1512"
"Coventry","5","Ages 65 and older","280"
"Cromwell","1","Under 1 year old","43"
"Cromwell","2","Ages 1-4","173"
"Cromwell","3","Ages 5-17","569"
"Cromwell","4","Ages 18-64","1550"
"Cromwell","5","Ages 65 and older","636"
"Danbury","1","Under 1 year old","871"
"Danbury","2","Ages 1-4","2880"
"Danbury","3","Ages 5-17","7884"
"Danbury","4","Ages 18-64","14408"
"Danbury","5","Ages 65 and older","3117"
"Darien","1","Under 1 year old","22"
"Darien","2","Ages 1-4","59"
"Darien","3","Ages 5-17","367"
"Darien","4","Ages 18-64","838"
"Darien","5","Ages 65 and older","182"
"Deep River","1","Under 1 year old","15"
"Deep River","2","Ages 1-4","58"
"Deep River","3","Ages 5-17","229"
"Deep River","4","Ages 18-64","595"
"Deep River","5","Ages 65 and older","168"
"Derby","1","Under 1 year old","111"
"Derby","2","Ages 1-4","436"
"Derby","3","Ages 5-17","1311"
"Derby","4","Ages 18-64","3028"
"Derby","5","Ages 65 and older","695"
"Durham","1","Under 1 year old","15"
"Durham","2","Ages 1-4","49"
"Durham","3","Ages 5-17","186"
"Durham","4","Ages 18-64","533"
"Durham","5","Ages 65 and older","160"
"East Granby","1","Under 1 year old","9"
"East Granby","2","Ages 1-4","60"
"East Granby","3","Ages 5-17","200"
"East Granby","4","Ages 18-64","418"
"East Granby","5","Ages 65 and older","118"
"East Haddam","1","Under 1 year old","27"
"East Haddam","2","Ages 1-4","103"
"East Haddam","3","Ages 5-17","328"
"East Haddam","4","Ages 18-64","874"
"East Haddam","5","Ages 65 and older","275"
"East Hampton","1","Under 1 year old","34"
"East Hampton","2","Ages 1-4","148"
"East Hampton","3","Ages 5-17","503"
"East Hampton","4","Ages 18-64","1427"
"East Hampton","5","Ages 65 and older","406"
"East Hartford","1","Under 1 year old","614"
"East Hartford","2","Ages 1-4","2307"
"East Hartford","3","Ages 5-17","6664"
"East Hartford","4","Ages 18-64","15449"
"East Hartford","5","Ages 65 and older","2928"
"East Haven","1","Under 1 year old","191"
"East Haven","2","Ages 1-4","714"
"East Haven","3","Ages 5-17","2213"
"East Haven","4","Ages 18-64","5929"
"East Haven","5","Ages 65 and older","1745"
"East Lyme","1","Under 1 year old","42"
"East Lyme","2","Ages 1-4","184"
"East Lyme","3","Ages 5-17","685"
"East Lyme","4","Ages 18-64","1930"
"East Lyme","5","Ages 65 and older","617"
"East Windsor","1","Under 1 year old","62"
"East Windsor","2","Ages 1-4","229"
"East Windsor","3","Ages 5-17","708"
"East Windsor","4","Ages 18-64","1952"
"East Windsor","5","Ages 65 and older","566"
"Eastford","1","Under 1 year old","5"
"Eastford","2","Ages 1-4","27"
"Eastford","3","Ages 5-17","62"
"Eastford","4","Ages 18-64","187"
"Eastford","5","Ages 65 and older","40"
"Easton","1","Under 1 year old","12"
"Easton","2","Ages 1-4","34"
"Easton","3","Ages 5-17","185"
"Easton","4","Ages 18-64","440"
"Easton","5","Ages 65 and older","117"
"Ellington","1","Under 1 year old","50"
"Ellington","2","Ages 1-4","172"
"Ellington","3","Ages 5-17","530"
"Ellington","4","Ages 18-64","1435"
"Ellington","5","Ages 65 and older","348"
"Enfield","1","Under 1 year old","220"
"Enfield","2","Ages 1-4","831"
"Enfield","3","Ages 5-17","2753"
"Enfield","4","Ages 18-64","6384"
"Enfield","5","Ages 65 and older","1588"
"Essex","1","Under 1 year old","11"
"Essex","2","Ages 1-4","44"
"Essex","3","Ages 5-17","188"
"Essex","4","Ages 18-64","589"
"Essex","5","Ages 65 and older","152"
"Fairfield","1","Under 1 year old","96"
"Fairfield","2","Ages 1-4","429"
"Fairfield","3","Ages 5-17","1835"
"Fairfield","4","Ages 18-64","4338"
"Fairfield","5","Ages 65 and older","1714"
"Farmington","1","Under 1 year old","44"
"Farmington","2","Ages 1-4","195"
"Farmington","3","Ages 5-17","782"
"Farmington","4","Ages 18-64","2263"
"Farmington","5","Ages 65 and older","950"
"Franklin","1","Under 1 year old","5"
"Franklin","2","Ages 1-4","19"
"Franklin","3","Ages 5-17","74"
"Franklin","4","Ages 18-64","213"
"Franklin","5","Ages 65 and older","70"
"Glastonbury","1","Under 1 year old","53"
"Glastonbury","2","Ages 1-4","212"
"Glastonbury","3","Ages 5-17","967"
"Glastonbury","4","Ages 18-64","2406"
"Glastonbury","5","Ages 65 and older","931"
"Goshen","1","Under 1 year old","8"
"Goshen","2","Ages 1-4","26"
"Goshen","3","Ages 5-17","112"
"Goshen","4","Ages 18-64","259"
"Goshen","5","Ages 65 and older","77"
"Granby","1","Under 1 year old","25"
"Granby","2","Ages 1-4","92"
"Granby","3","Ages 5-17","310"
"Granby","4","Ages 18-64","764"
"Granby","5","Ages 65 and older","263"
"Greenwich","1","Under 1 year old","121"
"Greenwich","2","Ages 1-4","443"
"Greenwich","3","Ages 5-17","1884"
"Greenwich","4","Ages 18-64","4135"
"Greenwich","5","Ages 65 and older","1297"
"Griswold","1","Under 1 year old","81"
"Griswold","2","Ages 1-4","343"
"Griswold","3","Ages 5-17","1035"
"Griswold","4","Ages 18-64","2651"
"Griswold","5","Ages 65 and older","416"
"Groton","1","Under 1 year old","221"
"Groton","2","Ages 1-4","844"
"Groton","3","Ages 5-17","2191"
"Groton","4","Ages 18-64","5712"
"Groton","5","Ages 65 and older","1164"
"Guilford","1","Under 1 year old","40"
"Guilford","2","Ages 1-4","130"
"Guilford","3","Ages 5-17","574"
"Guilford","4","Ages 18-64","1669"
"Guilford","5","Ages 65 and older","628"
"Haddam","1","Under 1 year old","24"
"Haddam","2","Ages 1-4","82"
"Haddam","3","Ages 5-17","302"
"Haddam","4","Ages 18-64","716"
"Haddam","5","Ages 65 and older","159"
"Hamden","1","Under 1 year old","271"
"Hamden","2","Ages 1-4","1085"
"Hamden","3","Ages 5-17","3613"
"Hamden","4","Ages 18-64","9185"
"Hamden","5","Ages 65 and older","2793"
"Hampton","1","Under 1 year old","11"
"Hampton","2","Ages 1-4","36"
"Hampton","3","Ages 5-17","124"
"Hampton","4","Ages 18-64","347"
"Hampton","5","Ages 65 and older","64"
"Hartford","1","Under 1 year old","2085"
"Hartford","2","Ages 1-4","8076"
"Hartford","3","Ages 5-17","23506"
"Hartford","4","Ages 18-64","56196"
"Hartford","5","Ages 65 and older","8352"
"Hartland","1","Under 1 year old","0"
"Hartland","2","Ages 1-4","21"
"Hartland","3","Ages 5-17","93"
"Hartland","4","Ages 18-64","182"
"Hartland","5","Ages 65 and older","39"
"Harwinton","1","Under 1 year old","16"
"Harwinton","2","Ages 1-4","61"
"Harwinton","3","Ages 5-17","227"
"Harwinton","4","Ages 18-64","475"
"Harwinton","5","Ages 65 and older","155"
"Hebron","1","Under 1 year old","15"
"Hebron","2","Ages 1-4","74"
"Hebron","3","Ages 5-17","272"
"Hebron","4","Ages 18-64","764"
"Hebron","5","Ages 65 and older","158"
"Kent","1","Under 1 year old","5"
"Kent","2","Ages 1-4","36"
"Kent","3","Ages 5-17","143"
"Kent","4","Ages 18-64","363"
"Kent","5","Ages 65 and older","122"
"Killingly","1","Under 1 year old","128"
"Killingly","2","Ages 1-4","590"
"Killingly","3","Ages 5-17","1660"
"Killingly","4","Ages 18-64","4279"
"Killingly","5","Ages 65 and older","1176"
"Killingworth","1","Under 1 year old","11"
"Killingworth","2","Ages 1-4","47"
"Killingworth","3","Ages 5-17","157"
"Killingworth","4","Ages 18-64","470"
"Killingworth","5","Ages 65 and older","170"
"Lebanon","1","Under 1 year old","20"
"Lebanon","2","Ages 1-4","81"
"Lebanon","3","Ages 5-17","370"
"Lebanon","4","Ages 18-64","1485"
"Lebanon","5","Ages 65 and older","169"
"Ledyard","1","Under 1 year old","66"
"Ledyard","2","Ages 1-4","246"
"Ledyard","3","Ages 5-17","820"
"Ledyard","4","Ages 18-64","1870"
"Ledyard","5","Ages 65 and older","256"
"Lisbon","1","Under 1 year old","17"
"Lisbon","2","Ages 1-4","77"
"Lisbon","3","Ages 5-17","220"
"Lisbon","4","Ages 18-64","639"
"Lisbon","5","Ages 65 and older","153"
"Litchfield","1","Under 1 year old","23"
"Litchfield","2","Ages 1-4","92"
"Litchfield","3","Ages 5-17","354"
"Litchfield","4","Ages 18-64","917"
"Litchfield","5","Ages 65 and older","391"
"Lyme","1","Under 1 year old","0"
"Lyme","2","Ages 1-4","17"
"Lyme","3","Ages 5-17","65"
"Lyme","4","Ages 18-64","206"
"Lyme","5","Ages 65 and older","46"
"Madison","1","Under 1 year old","11"
"Madison","2","Ages 1-4","77"
"Madison","3","Ages 5-17","379"
"Madison","4","Ages 18-64","1104"
"Madison","5","Ages 65 and older","465"
"Manchester","1","Under 1 year old","482"
"Manchester","2","Ages 1-4","1756"
"Manchester","3","Ages 5-17","5245"
"Manchester","4","Ages 18-64","13895"
"Manchester","5","Ages 65 and older","2396"
"Mansfield","1","Under 1 year old","35"
"Mansfield","2","Ages 1-4","157"
"Mansfield","3","Ages 5-17","561"
"Mansfield","4","Ages 18-64","1454"
"Mansfield","5","Ages 65 and older","412"
"Marlborough","1","Under 1 year old","12"
"Marlborough","2","Ages 1-4","50"
"Marlborough","3","Ages 5-17","221"
"Marlborough","4","Ages 18-64","497"
"Marlborough","5","Ages 65 and older","203"
"Meriden","1","Under 1 year old","581"
"Meriden","2","Ages 1-4","2310"
"Meriden","3","Ages 5-17","7266"
"Meriden","4","Ages 18-64","16873"
"Meriden","5","Ages 65 and older","3228"
"Middlebury","1","Under 1 year old","10"
"Middlebury","2","Ages 1-4","49"
"Middlebury","3","Ages 5-17","219"
"Middlebury","4","Ages 18-64","542"
"Middlebury","5","Ages 65 and older","288"
"Middlefield","1","Under 1 year old","10"
"Middlefield","2","Ages 1-4","38"
"Middlefield","3","Ages 5-17","134"
"Middlefield","4","Ages 18-64","431"
"Middlefield","5","Ages 65 and older","104"
"Middletown","1","Under 1 year old","286"
"Middletown","2","Ages 1-4","1199"
"Middletown","3","Ages 5-17","3413"
"Middletown","4","Ages 18-64","10723"
"Middletown","5","Ages 65 and older","2170"
"Milford","1","Under 1 year old","155"
"Milford","2","Ages 1-4","559"
"Milford","3","Ages 5-17","2101"
"Milford","4","Ages 18-64","6441"
"Milford","5","Ages 65 and older","1900"
"Monroe","1","Under 1 year old","29"
"Monroe","2","Ages 1-4","120"
"Monroe","3","Ages 5-17","566"
"Monroe","4","Ages 18-64","1468"
"Monroe","5","Ages 65 and older","470"
"Montville","1","Under 1 year old","99"
"Montville","2","Ages 1-4","387"
"Montville","3","Ages 5-17","1240"
"Montville","4","Ages 18-64","3259"
"Montville","5","Ages 65 and older","634"
"Morris","1","Under 1 year old","14"
"Morris","2","Ages 1-4","37"
"Morris","3","Ages 5-17","134"
"Morris","4","Ages 18-64","316"
"Morris","5","Ages 65 and older","74"
"Naugatuck","1","Under 1 year old","247"
"Naugatuck","2","Ages 1-4","939"
"Naugatuck","3","Ages 5-17","2902"
"Naugatuck","4","Ages 18-64","6567"
"Naugatuck","5","Ages 65 and older","1529"
"New Britain","1","Under 1 year old","1106"
"New Britain","2","Ages 1-4","4053"
"New Britain","3","Ages 5-17","11385"
"New Britain","4","Ages 18-64","27606"
"New Britain","5","Ages 65 and older","4673"
"New Canaan","1","Under 1 year old","25"
"New Canaan","2","Ages 1-4","55"
"New Canaan","3","Ages 5-17","289"
"New Canaan","4","Ages 18-64","713"
"New Canaan","5","Ages 65 and older","225"
"New Fairfield","1","Under 1 year old","35"
"New Fairfield","2","Ages 1-4","118"
"New Fairfield","3","Ages 5-17","485"
"New Fairfield","4","Ages 18-64","1142"
"New Fairfield","5","Ages 65 and older","246"
"New Hartford","1","Under 1 year old","18"
"New Hartford","2","Ages 1-4","70"
"New Hartford","3","Ages 5-17","255"
"New Hartford","4","Ages 18-64","687"
"New Hartford","5","Ages 65 and older","147"
"New Haven","1","Under 1 year old","1721"
"New Haven","2","Ages 1-4","6337"
"New Haven","3","Ages 5-17","18771"
"New Haven","4","Ages 18-64","45541"
"New Haven","5","Ages 65 and older","6483"
"New London","1","Under 1 year old","353"
"New London","2","Ages 1-4","1296"
"New London","3","Ages 5-17","3876"
"New London","4","Ages 18-64","10081"
"New London","5","Ages 65 and older","1353"
"New Milford","1","Under 1 year old","111"
"New Milford","2","Ages 1-4","490"
"New Milford","3","Ages 5-17","1567"
"New Milford","4","Ages 18-64","3650"
"New Milford","5","Ages 65 and older","1078"
"Newington","1","Under 1 year old","97"
"Newington","2","Ages 1-4","387"
"Newington","3","Ages 5-17","1412"
"Newington","4","Ages 18-64","3744"
"Newington","5","Ages 65 and older","1633"
"Newtown","1","Under 1 year old","39"
"Newtown","2","Ages 1-4","178"
"Newtown","3","Ages 5-17","827"
"Newtown","4","Ages 18-64","2008"
"Newtown","5","Ages 65 and older","630"
"Norfolk","1","Under 1 year old","0"
"Norfolk","2","Ages 1-4","20"
"Norfolk","3","Ages 5-17","84"
"Norfolk","4","Ages 18-64","202"
"Norfolk","5","Ages 65 and older","56"
"North Branford","1","Under 1 year old","29"
"North Branford","2","Ages 1-4","131"
"North Branford","3","Ages 5-17","507"
"North Branford","4","Ages 18-64","1365"
"North Branford","5","Ages 65 and older","461"
"North Canaan","1","Under 1 year old","5"
"North Canaan","2","Ages 1-4","18"
"North Canaan","3","Ages 5-17","71"
"North Canaan","4","Ages 18-64","164"
"North Canaan","5","Ages 65 and older","49"
"North Haven","1","Under 1 year old","67"
"North Haven","2","Ages 1-4","230"
"North Haven","3","Ages 5-17","834"
"North Haven","4","Ages 18-64","2530"
"North Haven","5","Ages 65 and older","1039"
"North Stonington","1","Under 1 year old","20"
"North Stonington","2","Ages 1-4","77"
"North Stonington","3","Ages 5-17","258"
"North Stonington","4","Ages 18-64","646"
"North Stonington","5","Ages 65 and older","120"
"Norwalk","1","Under 1 year old","649"
"Norwalk","2","Ages 1-4","2374"
"Norwalk","3","Ages 5-17","7204"
"Norwalk","4","Ages 18-64","14030"
"Norwalk","5","Ages 65 and older","3100"
"Norwich","1","Under 1 year old","493"
"Norwich","2","Ages 1-4","1789"
"Norwich","3","Ages 5-17","4995"
"Norwich","4","Ages 18-64","13741"
"Norwich","5","Ages 65 and older","2161"
"Old Lyme","1","Under 1 year old","12"
"Old Lyme","2","Ages 1-4","53"
"Old Lyme","3","Ages 5-17","244"
"Old Lyme","4","Ages 18-64","654"
"Old Lyme","5","Ages 65 and older","184"
"Old Saybrook","1","Under 1 year old","21"
"Old Saybrook","2","Ages 1-4","83"
"Old Saybrook","3","Ages 5-17","433"
"Old Saybrook","4","Ages 18-64","1071"
"Old Saybrook","5","Ages 65 and older","501"
"Orange","1","Under 1 year old","18"
"Orange","2","Ages 1-4","90"
"Orange","3","Ages 5-17","398"
"Orange","4","Ages 18-64","1017"
"Orange","5","Ages 65 and older","417"
"Out of State","1","Under 1 year old","0"
"Out of State","2","Ages 1-4","51"
"Out of State","3","Ages 5-17","130"
"Out of State","4","Ages 18-64","290"
"Out of State","5","Ages 65 and older","27"
"Oxford","1","Under 1 year old","25"
"Oxford","2","Ages 1-4","95"
"Oxford","3","Ages 5-17","393"
"Oxford","4","Ages 18-64","1011"
"Oxford","5","Ages 65 and older","263"
"Plainfield","1","Under 1 year old","131"
"Plainfield","2","Ages 1-4","507"
"Plainfield","3","Ages 5-17","1538"
"Plainfield","4","Ages 18-64","3627"
"Plainfield","5","Ages 65 and older","813"
"Plainville","1","Under 1 year old","82"
"Plainville","2","Ages 1-4","307"
"Plainville","3","Ages 5-17","1058"
"Plainville","4","Ages 18-64","2989"
"Plainville","5","Ages 65 and older","966"
"Plymouth","1","Under 1 year old","59"
"Plymouth","2","Ages 1-4","240"
"Plymouth","3","Ages 5-17","830"
"Plymouth","4","Ages 18-64","2136"
"Plymouth","5","Ages 65 and older","542"
"Pomfret","1","Under 1 year old","16"
"Pomfret","2","Ages 1-4","51"
"Pomfret","3","Ages 5-17","206"
"Pomfret","4","Ages 18-64","480"
"Pomfret","5","Ages 65 and older","122"
"Portland","1","Under 1 year old","28"
"Portland","2","Ages 1-4","125"
"Portland","3","Ages 5-17","399"
"Portland","4","Ages 18-64","1217"
"Portland","5","Ages 65 and older","289"
"Preston","1","Under 1 year old","20"
"Preston","2","Ages 1-4","62"
"Preston","3","Ages 5-17","263"
"Preston","4","Ages 18-64","682"
"Preston","5","Ages 65 and older","141"
"Prospect","1","Under 1 year old","14"
"Prospect","2","Ages 1-4","79"
"Prospect","3","Ages 5-17","295"
"Prospect","4","Ages 18-64","927"
"Prospect","5","Ages 65 and older","442"
"Putnam","1","Under 1 year old","96"
"Putnam","2","Ages 1-4","342"
"Putnam","3","Ages 5-17","886"
"Putnam","4","Ages 18-64","2423"
"Putnam","5","Ages 65 and older","695"
"Redding","1","Under 1 year old","9"
"Redding","2","Ages 1-4","49"
"Redding","3","Ages 5-17","205"
"Redding","4","Ages 18-64","525"
"Redding","5","Ages 65 and older","75"
"Ridgefield","1","Under 1 year old","22"
"Ridgefield","2","Ages 1-4","95"
"Ridgefield","3","Ages 5-17","426"
"Ridgefield","4","Ages 18-64","1120"
"Ridgefield","5","Ages 65 and older","432"
"Rocky Hill","1","Under 1 year old","55"
"Rocky Hill","2","Ages 1-4","197"
"Rocky Hill","3","Ages 5-17","689"
"Rocky Hill","4","Ages 18-64","1906"
"Rocky Hill","5","Ages 65 and older","973"
"Roxbury","1","Under 1 year old","8"
"Roxbury","2","Ages 1-4","23"
"Roxbury","3","Ages 5-17","66"
"Roxbury","4","Ages 18-64","180"
"Roxbury","5","Ages 65 and older","63"
"Salem","1","Under 1 year old","20"
"Salem","2","Ages 1-4","74"
"Salem","3","Ages 5-17","185"
"Salem","4","Ages 18-64","512"
"Salem","5","Ages 65 and older","67"
"Salisbury","1","Under 1 year old","14"
"Salisbury","2","Ages 1-4","35"
"Salisbury","3","Ages 5-17","135"
"Salisbury","4","Ages 18-64","381"
"Salisbury","5","Ages 65 and older","160"
"Scotland","1","Under 1 year old","0"
"Scotland","2","Ages 1-4","16"
"Scotland","3","Ages 5-17","51"
"Scotland","4","Ages 18-64","130"
"Scotland","5","Ages 65 and older","19"
"Seymour","1","Under 1 year old","80"
"Seymour","2","Ages 1-4","317"
"Seymour","3","Ages 5-17","1015"
"Seymour","4","Ages 18-64","2578"
"Seymour","5","Ages 65 and older","756"
"Sharon","1","Under 1 year old","11"
"Sharon","2","Ages 1-4","37"
"Sharon","3","Ages 5-17","115"
"Sharon","4","Ages 18-64","451"
"Sharon","5","Ages 65 and older","119"
"Shelton","1","Under 1 year old","132"
"Shelton","2","Ages 1-4","552"
"Shelton","3","Ages 5-17","1885"
"Shelton","4","Ages 18-64","4726"
"Shelton","5","Ages 65 and older","1721"
"Sherman","1","Under 1 year old","6"
"Sherman","2","Ages 1-4","31"
"Sherman","3","Ages 5-17","143"
"Sherman","4","Ages 18-64","272"
"Sherman","5","Ages 65 and older","62"
"Simsbury","1","Under 1 year old","33"
"Simsbury","2","Ages 1-4","134"
"Simsbury","3","Ages 5-17","625"
"Simsbury","4","Ages 18-64","1529"
"Simsbury","5","Ages 65 and older","438"
"Somers","1","Under 1 year old","26"
"Somers","2","Ages 1-4","93"
"Somers","3","Ages 5-17","323"
"Somers","4","Ages 18-64","831"
"Somers","5","Ages 65 and older","311"
"South Windsor","1","Under 1 year old","57"
"South Windsor","2","Ages 1-4","214"
"South Windsor","3","Ages 5-17","820"
"South Windsor","4","Ages 18-64","2128"
"South Windsor","5","Ages 65 and older","940"
"Southbury","1","Under 1 year old","23"
"Southbury","2","Ages 1-4","104"
"Southbury","3","Ages 5-17","447"
"Southbury","4","Ages 18-64","1478"
"Southbury","5","Ages 65 and older","1221"
"Southington","1","Under 1 year old","115"
"Southington","2","Ages 1-4","523"
"Southington","3","Ages 5-17","1831"
"Southington","4","Ages 18-64","4463"
"Southington","5","Ages 65 and older","2015"
"Sprague","1","Under 1 year old","36"
"Sprague","2","Ages 1-4","132"
"Sprague","3","Ages 5-17","385"
"Sprague","4","Ages 18-64","749"
"Sprague","5","Ages 65 and older","115"
"Stafford","1","Under 1 year old","50"
"Stafford","2","Ages 1-4","231"
"Stafford","3","Ages 5-17","771"
"Stafford","4","Ages 18-64","1844"
"Stafford","5","Ages 65 and older","568"
"Stamford","1","Under 1 year old","1004"
"Stamford","2","Ages 1-4","3428"
"Stamford","3","Ages 5-17","10069"
"Stamford","4","Ages 18-64","19330"
"Stamford","5","Ages 65 and older","4484"
"Sterling","1","Under 1 year old","25"
"Sterling","2","Ages 1-4","68"
"Sterling","3","Ages 5-17","295"
"Sterling","4","Ages 18-64","705"
"Sterling","5","Ages 65 and older","93"
"Stonington","1","Under 1 year old","95"
"Stonington","2","Ages 1-4","340"
"Stonington","3","Ages 5-17","1122"
"Stonington","4","Ages 18-64","3282"
"Stonington","5","Ages 65 and older","970"
"Stratford","1","Under 1 year old","302"
"Stratford","2","Ages 1-4","1211"
"Stratford","3","Ages 5-17","4016"
"Stratford","4","Ages 18-64","9254"
"Stratford","5","Ages 65 and older","2100"
"Suffield","1","Under 1 year old","26"
"Suffield","2","Ages 1-4","103"
"Suffield","3","Ages 5-17","381"
"Suffield","4","Ages 18-64","971"
"Suffield","5","Ages 65 and older","399"
"Thomaston","1","Under 1 year old","34"
"Thomaston","2","Ages 1-4","130"
"Thomaston","3","Ages 5-17","370"
"Thomaston","4","Ages 18-64","1124"
"Thomaston","5","Ages 65 and older","332"
"Thompson","1","Under 1 year old","52"
"Thompson","2","Ages 1-4","193"
