"township","gender","count"
"Andover","F","310"
"Andover","M","278"
"Ansonia","F","5099"
"Ansonia","M","4040"
"Ashford","F","672"
"Ashford","M","596"
"Avon","F","1132"
"Avon","M","820"
"Barkhamsted","F","352"
"Barkhamsted","M","325"
"Beacon Falls","F","659"
"Beacon Falls","M","560"
"Berlin","F","2150"
"Berlin","M","1635"
"Bethany","F","397"
"Bethany","M","378"
"Bethel","F","2446"
"Bethel","M","1973"
"Bethlehem","F","383"
"Bethlehem","M","332"
"Bloomfield","F","4099"
"Bloomfield","M","3382"
"Bolton","F","401"
"Bolton","M","382"
"Bozrah","F","345"
"Bozrah","M","362"
"Branford","F","3784"
"Branford","M","3145"
"Bridgeport","F","49453"
"Bridgeport","M","42563"
"Bridgewater","F","105"
"Bridgewater","M","93"
"Bristol","F","13344"
"Bristol","M","10703"
"Brookfield","F","1605"
"Brookfield","M","1309"
"Brooklyn","F","1481"
"Brooklyn","M","1283"
"Burlington","F","573"
"Burlington","M","557"
"Canaan","F","682"
"Canaan","M","519"
"Canterbury","F","783"
"Canterbury","M","626"
"Canton","F","920"
"Canton","M","733"
"Chaplin","F","377"
"Chaplin","M","371"
"Cheshire","F","2075"
"Cheshire","M","1722"
"Chester","F","453"
"Chester","M","378"
"Clinton","F","1752"
"Clinton","M","1383"
"Colchester","F","1969"
"Colchester","M","1614"
"Colebrook","F","112"
"Colebrook","M","118"
"Columbia","F","526"
"Columbia","M","452"
"Cornwall","F","178"
"Cornwall","M","163"
"Coventry","F","1325"
"Coventry","M","1193"
"Cromwell","F","1642"
"Cromwell","M","1264"
"Danbury","F","15701"
"Danbury","M","13248"
"Darien","F","794"
"Darien","M","690"
"Deep River","F","579"
"Deep River","M","494"
"Derby","F","3158"
"Derby","M","2535"
"Durham","F","483"
"Durham","M","413"
"East Granby","F","415"
"East Granby","M","370"
"East Haddam","F","881"
"East Haddam","M","710"
"East Hampton","F","1347"
"East Hampton","M","1162"
"East Hartford","F","15455"
"East Hartford","M","12660"
"East Haven","F","6043"
"East Haven","M","4963"
"East Lyme","F","1974"
"East Lyme","M","1564"
"East Windsor","F","1940"
"East Windsor","M","1563"
"Eastford","F","159"
"Eastford","M","152"
"Easton","F","419"
"Easton","M","387"
"Ellington","F","1389"
"Ellington","M","1108"
"Enfield","F","6541"
"Enfield","M","5320"
"Essex","F","544"
"Essex","M","443"
"Fairfield","F","4535"
"Fairfield","M","3773"
"Farmington","F","2426"
"Farmington","M","1832"
"Franklin","F","190"
"Franklin","M","184"
"Glastonbury","F","2660"
"Glastonbury","M","2003"
"Goshen","F","267"
"Goshen","M","226"
"Granby","F","802"
"Granby","M","700"
"Greenwich","F","4563"
"Greenwich","M","3577"
"Griswold","F","2366"
"Griswold","M","2050"
"Groton","F","5667"
"Groton","M","4379"
"Guilford","F","1662"
"Guilford","M","1459"
"Haddam","F","674"
"Haddam","M","607"
"Hamden","F","9652"
"Hamden","M","7895"
"Hampton","F","292"
"Hampton","M","277"
"Hartford","F","53158"
"Hartford","M","47265"
"Hartland","F","197"
"Hartland","M","170"
"Harwinton","F","511"
"Harwinton","M","431"
"Hebron","F","693"
"Hebron","M","658"
"Kent","F","385"
"Kent","M","277"
"Killingly","F","4212"
"Killingly","M","3393"
"Killingworth","F","445"
"Killingworth","M","424"
"Lebanon","F","824"
"Lebanon","M","1198"
"Ledyard","F","1757"
"Ledyard","M","1481"
"Lisbon","F","576"
"Lisbon","M","503"
"Litchfield","F","938"
"Litchfield","M","834"
"Lyme","F","182"
"Lyme","M","131"
"Madison","F","1127"
"Madison","M","871"
"Manchester","F","13100"
"Manchester","M","10965"
"Mansfield","F","1422"
"Mansfield","M","1124"
"Marlborough","F","542"
"Marlborough","M","450"
"Meriden","F","16779"
"Meriden","M","14133"
"Middlebury","F","669"
"Middlebury","M","478"
"Middlefield","F","378"
"Middlefield","M","339"
"Middletown","F","9328"
"Middletown","M","8178"
"Milford","F","6245"
"Milford","M","5078"
"Monroe","F","1523"
"Monroe","M","1264"
"Montville","F","2973"
"Montville","M","2611"
"Morris","F","291"
"Morris","M","257"
"Naugatuck","F","6860"
"Naugatuck","M","5377"
"New Britain","F","26870"
"New Britain","M","23282"
"New Canaan","F","800"
"New Canaan","M","612"
"New Fairfield","F","1093"
"New Fairfield","M","983"
"New Hartford","F","600"
"New Hartford","M","582"
"New Haven","F","42061"
"New Haven","M","37876"
"New London","F","9329"
"New London","M","8066"
"New Milford","F","3790"
"New Milford","M","3130"
"Newington","F","4201"
"Newington","M","3252"
"Newtown","F","2024"
"Newtown","M","1738"
"Norfolk","F","216"
"Norfolk","M","182"
"North Branford","F","1427"
"North Branford","M","1110"
"North Canaan","F","140"
"North Canaan","M","128"
"North Haven","F","2595"
"North Haven","M","2198"
"North Stonington","F","597"
"North Stonington","M","545"
"Norwalk","F","15319"
"Norwalk","M","12474"
"Norwich","F","12347"
"Norwich","M","10877"
"Old Lyme","F","657"
"Old Lyme","M","547"
"Old Saybrook","F","1186"
"Old Saybrook","M","930"
"Orange","F","1113"
"Orange","M","913"
"Out of State","F","2106"
"Out of State","M","1694"
"Oxford","F","1038"
"Oxford","M","825"
"Plainfield","F","3705"
"Plainfield","M","2971"
"Plainville","F","2955"
"Plainville","M","2497"
"Plymouth","F","2114"
"Plymouth","M","1709"
"Pomfret","F","450"
"Pomfret","M","390"
"Portland","F","1142"
"Portland","M","919"
"Preston","F","618"
"Preston","M","497"
"Prospect","F","1044"
"Prospect","M","772"
"Putnam","F","2498"
"Putnam","M","1932"
"Redding","F","495"
"Redding","M","411"
"Ridgefield","F","1224"
"Ridgefield","M","990"
"Rocky Hill","F","2103"
"Rocky Hill","M","1801"
"Roxbury","F","190"
"Roxbury","M","147"
"Salem","F","448"
"Salem","M","370"
"Salisbury","F","418"
"Salisbury","M","315"
"Scotland","F","106"
"Scotland","M","100"
"Seymour","F","2714"
"Seymour","M","2197"
"Sharon","F","324"
"Sharon","M","381"
"Shelton","F","5094"
"Shelton","M","4109"
"Sherman","F","280"
"Sherman","M","225"
"Simsbury","F","1578"
"Simsbury","M","1298"
"Somers","F","868"
"Somers","M","752"
"South Windsor","F","2380"
"South Windsor","M","1873"
"Southbury","F","1842"
"Southbury","M","1431"
"Southington","F","5055"
"Southington","M","3956"
"Sprague","F","727"
"Sprague","M","628"
"Stafford","F","1937"
"Stafford","M","1560"
"Stamford","F","20962"
"Stamford","M","17443"
"Sterling","F","682"
"Sterling","M","529"
"Stonington","F","3246"
"Stonington","M","2540"
