"township","gender","count"
"Andover","F","343"
"Andover","M","312"
"Ansonia","F","5524"
"Ansonia","M","4474"
"Ashford","F","689"
"Ashford","M","630"
"Avon","F","1345"
"Avon","M","1026"
"Barkhamsted","F","409"
"Barkhamsted","M","346"
"Beacon Falls","F","759"
"Beacon Falls","M","625"
"Berlin","F","2365"
"Berlin","M","1866"
"Bethany","F","418"
"Bethany","M","437"
"Bethel","F","2917"
"Bethel","M","2496"
"Bethlehem","F","407"
"Bethlehem","M","360"
"Bloomfield","F","4536"
"Bloomfield","M","3842"
"Bolton","F","507"
"Bolton","M","458"
"Bozrah","F","400"
"Bozrah","M","380"
"Branford","F","3961"
"Branford","M","3416"
"Bridgeport","F","52277"
"Bridgeport","M","44733"
"Bridgewater","F","129"
"Bridgewater","M","132"
"Bristol","F","15124"
"Bristol","M","12144"
"Brookfield","F","2039"
"Brookfield","M","1612"
"Brooklyn","F","1629"
"Brooklyn","M","1307"
"Burlington","F","692"
"Burlington","M","664"
"Canaan","F","751"
"Canaan","M","654"
"Canterbury","F","816"
"Canterbury","M","669"
"Canton","F","994"
"Canton","M","839"
"Chaplin","F","408"
"Chaplin","M","425"
"Cheshire","F","2357"
"Cheshire","M","2084"
"Chester","F","477"
"Chester","M","373"
"Clinton","F","1905"
"Clinton","M","1618"
"Colchester","F","2199"
"Colchester","M","1866"
"Colebrook","F","141"
"Colebrook","M","157"
"Columbia","F","612"
"Columbia","M","493"
"Cornwall","F","225"
"Cornwall","M","197"
"Coventry","F","1478"
"Coventry","M","1307"
"Cromwell","F","1915"
"Cromwell","M","1568"
"Danbury","F","18243"
"Danbury","M","15257"
"Darien","F","897"
"Darien","M","806"
"Deep River","F","604"
"Deep River","M","550"
"Derby","F","3420"
"Derby","M","2733"
"Durham","F","561"
"Durham","M","476"
"East Granby","F","556"
"East Granby","M","473"
"East Haddam","F","982"
"East Haddam","M","808"
"East Hampton","F","1394"
"East Hampton","M","1234"
"East Hartford","F","16127"
"East Hartford","M","13703"
"East Haven","F","6419"
"East Haven","M","5269"
"East Lyme","F","2128"
"East Lyme","M","1664"
"East Windsor","F","2154"
"East Windsor","M","1771"
"Eastford","F","163"
"Eastford","M","182"
"Easton","F","508"
"Easton","M","493"
"Ellington","F","1695"
"Ellington","M","1296"
"Enfield","F","7159"
"Enfield","M","5947"
"Essex","F","618"
"Essex","M","530"
"Fairfield","F","5156"
"Fairfield","M","4388"
"Farmington","F","2793"
"Farmington","M","2224"
"Franklin","F","267"
"Franklin","M","209"
"Glastonbury","F","3096"
"Glastonbury","M","2448"
"Goshen","F","312"
"Goshen","M","281"
"Granby","F","915"
"Granby","M","865"
"Greenwich","F","5390"
"Greenwich","M","4249"
"Griswold","F","2650"
"Griswold","M","2251"
"Groton","F","6055"
"Groton","M","4765"
"Guilford","F","1809"
"Guilford","M","1597"
"Haddam","F","762"
"Haddam","M","717"
"Hamden","F","11246"
"Hamden","M","9341"
"Hampton","F","322"
"Hampton","M","310"
"Hartford","F","50703"
"Hartford","M","44877"
"Hartland","F","176"
"Hartland","M","178"
"Harwinton","F","570"
"Harwinton","M","479"
"Hebron","F","821"
"Hebron","M","695"
"Kent","F","407"
"Kent","M","318"
"Killingly","F","4525"
"Killingly","M","3611"
"Killingworth","F","459"
"Killingworth","M","429"
"Lebanon","F","982"
"Lebanon","M","1422"
"Ledyard","F","2035"
"Ledyard","M","1690"
"Lisbon","F","597"
"Lisbon","M","513"
"Litchfield","F","1052"
"Litchfield","M","893"
"Lyme","F","198"
"Lyme","M","189"
"Madison","F","1304"
