"data_as_of","sfy","office","region","demographic","exit_type","los_lessthan12mnths","los_morethan12mnths","total_reunified","demographic_type"
"2016-02-10T00:00:00.000","2004","Danbury","Region 5","3-5","Reunification","6","3","9","Age"
"2016-02-10T00:00:00.000","2004","Danbury","Region 5","6-12","Reunification","16","7","23","Age"
"2016-02-10T00:00:00.000","2004","Torrington","Region 5","<3","Reunification","4","3","7","Age"
"2016-02-10T00:00:00.000","2004","Torrington","Region 5","13-17","Reunification","4","0","4","Age"
"2016-02-10T00:00:00.000","2004","Torrington","Region 5","3-5","Reunification","3","1","4","Age"
"2016-02-10T00:00:00.000","2004","Torrington","Region 5","6-12","Reunification","5","7","12","Age"
"2016-02-10T00:00:00.000","2004","Waterbury","Region 5","<3","Reunification","23","12","35","Age"
"2016-02-10T00:00:00.000","2004","Waterbury","Region 5","13-17","Reunification","8","6","14","Age"
"2016-02-10T00:00:00.000","2004","Waterbury","Region 5","3-5","Reunification","19","11","30","Age"
"2016-02-10T00:00:00.000","2004","Waterbury","Region 5","6-12","Reunification","23","21","44","Age"
"2016-02-10T00:00:00.000","2004","Meriden","Region 6","<3","Reunification","7","4","11","Age"
"2016-02-10T00:00:00.000","2004","Meriden","Region 6","13-17","Reunification","2","0","2","Age"
"2016-02-10T00:00:00.000","2004","Meriden","Region 6","3-5","Reunification","8","3","11","Age"
"2016-02-10T00:00:00.000","2004","Meriden","Region 6","6-12","Reunification","5","2","7","Age"
"2016-02-10T00:00:00.000","2004","New Britain","Region 6","<3","Reunification","27","4","31","Age"
"2016-02-10T00:00:00.000","2004","New Britain","Region 6","13-17","Reunification","15","9","24","Age"
"2016-02-10T00:00:00.000","2004","New Britain","Region 6","3-5","Reunification","17","9","26","Age"
"2016-02-10T00:00:00.000","2004","New Britain","Region 6","6-12","Reunification","29","21","50","Age"
"2016-02-10T00:00:00.000","2005","Other","Region 0","6-12","Reunification","4","5","9","Age"
"2016-02-10T00:00:00.000","2005","Other","Region 0","3-5","Reunification","2","0","2","Age"
"2016-02-10T00:00:00.000","2005","Other","Region 0","13-17","Reunification","22","11","33","Age"
"2016-02-10T00:00:00.000","2005","Other","Region 0","<3","Reunification","2","0","2","Age"
"2016-02-10T00:00:00.000","2005","Bridgeport","Region 1","6-12","Reunification","33","16","49","Age"
"2016-02-10T00:00:00.000","2005","Bridgeport","Region 1","3-5","Reunification","24","7","31","Age"
"2016-02-10T00:00:00.000","2005","Bridgeport","Region 1","13-17","Reunification","25","7","32","Age"
"2016-02-10T00:00:00.000","2005","Bridgeport","Region 1","<3","Reunification","26","10","36","Age"
"2016-02-10T00:00:00.000","2005","Norwalk","Region 1","6-12","Reunification","4","0","4","Age"
"2016-02-10T00:00:00.000","2005","Norwalk","Region 1","3-5","Reunification","2","0","2","Age"
"2016-02-10T00:00:00.000","2005","Norwalk","Region 1","13-17","Reunification","5","6","11","Age"
"2016-02-10T00:00:00.000","2005","Norwalk","Region 1","<3","Reunification","4","2","6","Age"
"2016-02-10T00:00:00.000","2005","Stamford","Region 1","6-12","Reunification","8","3","11","Age"
"2016-02-10T00:00:00.000","2005","Stamford","Region 1","3-5","Reunification","1","0","1","Age"
"2016-02-10T00:00:00.000","2005","Stamford","Region 1","13-17","Reunification","3","1","4","Age"
"2016-02-10T00:00:00.000","2005","Stamford","Region 1","<3","Reunification","4","1","5","Age"
"2016-02-10T00:00:00.000","2005","Milford","Region 2","6-12","Reunification","7","2","9","Age"
"2016-02-10T00:00:00.000","2005","Milford","Region 2","3-5","Reunification","4","1","5","Age"
"2016-02-10T00:00:00.000","2005","Milford","Region 2","13-17","Reunification","8","3","11","Age"
"2016-02-10T00:00:00.000","2005","Milford","Region 2","<3","Reunification","4","2","6","Age"
"2016-02-10T00:00:00.000","2005","New Haven","Region 2","6-12","Reunification","43","41","84","Age"
"2016-02-10T00:00:00.000","2005","New Haven","Region 2","3-5","Reunification","19","10","29","Age"
"2016-02-10T00:00:00.000","2005","New Haven","Region 2","13-17","Reunification","28","28","56","Age"
"2016-02-10T00:00:00.000","2005","New Haven","Region 2","<3","Reunification","24","13","37","Age"
"2016-02-10T00:00:00.000","2005","New Haven","Region 2",,"Reunification","0","1","1","Age"
"2016-02-10T00:00:00.000","2005","Middletown","Region 3","6-12","Reunification","12","9","21","Age"
"2016-02-10T00:00:00.000","2005","Middletown","Region 3","3-5","Reunification","8","4","12","Age"
"2016-02-10T00:00:00.000","2005","Middletown","Region 3","13-17","Reunification","7","6","13","Age"
"2016-02-10T00:00:00.000","2005","Middletown","Region 3","<3","Reunification","6","2","8","Age"
"2016-02-10T00:00:00.000","2005","Norwich","Region 3","6-12","Reunification","27","30","57","Age"
"2016-02-10T00:00:00.000","2005","Norwich","Region 3","3-5","Reunification","18","10","28","Age"
"2016-02-10T00:00:00.000","2005","Norwich","Region 3","13-17","Reunification","11","12","23","Age"
"2016-02-10T00:00:00.000","2005","Norwich","Region 3","<3","Reunification","25","18","43","Age"
"2016-02-10T00:00:00.000","2005","Willimantic","Region 3","6-12","Reunification","11","19","30","Age"
"2016-02-10T00:00:00.000","2005","Willimantic","Region 3","3-5","Reunification","5","12","17","Age"
"2016-02-10T00:00:00.000","2005","Willimantic","Region 3","13-17","Reunification","7","12","19","Age"
"2016-02-10T00:00:00.000","2005","Willimantic","Region 3","<3","Reunification","17","17","34","Age"
"2016-02-10T00:00:00.000","2005","Hartford","Region 4","6-12","Reunification","24","38","62","Age"
"2016-02-10T00:00:00.000","2005","Hartford","Region 4","3-5","Reunification","15","16","31","Age"
"2016-02-10T00:00:00.000","2005","Hartford","Region 4","13-17","Reunification","17","11","28","Age"
"2016-02-10T00:00:00.000","2005","Hartford","Region 4","<3","Reunification","16","18","34","Age"
"2016-02-10T00:00:00.000","2005","Manchester","Region 4","6-12","Reunification","20","20","40","Age"
"2016-02-10T00:00:00.000","2005","Manchester","Region 4","3-5","Reunification","6","9","15","Age"
"2016-02-10T00:00:00.000","2005","Manchester","Region 4","13-17","Reunification","19","21","40","Age"
"2016-02-10T00:00:00.000","2005","Manchester","Region 4","<3","Reunification","22","11","33","Age"
"2016-02-10T00:00:00.000","2005","Danbury","Region 5","6-12","Reunification","10","3","13","Age"
"2016-02-10T00:00:00.000","2005","Danbury","Region 5","3-5","Reunification","3","2","5","Age"
"2016-02-10T00:00:00.000","2005","Danbury","Region 5","13-17","Reunification","11","3","14","Age"
"2016-02-10T00:00:00.000","2005","Danbury","Region 5","<3","Reunification","7","3","10","Age"
"2016-02-10T00:00:00.000","2005","Torrington","Region 5","6-12","Reunification","4","3","7","Age"
"2016-02-10T00:00:00.000","2005","Torrington","Region 5","3-5","Reunification","4","4","8","Age"
"2016-02-10T00:00:00.000","2005","Torrington","Region 5","13-17","Reunification","5","4","9","Age"
"2016-02-10T00:00:00.000","2005","Torrington","Region 5","<3","Reunification","9","3","12","Age"
"2016-02-10T00:00:00.000","2005","Waterbury","Region 5","6-12","Reunification","33","29","62","Age"
"2016-02-10T00:00:00.000","2005","Waterbury","Region 5","3-5","Reunification","21","8","29","Age"
"2016-02-10T00:00:00.000","2005","Waterbury","Region 5","13-17","Reunification","15","9","24","Age"
"2016-02-10T00:00:00.000","2005","Waterbury","Region 5","<3","Reunification","27","10","37","Age"
"2016-02-10T00:00:00.000","2005","Meriden","Region 6","6-12","Reunification","11","8","19","Age"
"2016-02-10T00:00:00.000","2005","Meriden","Region 6","3-5","Reunification","6","2","8","Age"
"2016-02-10T00:00:00.000","2005","Meriden","Region 6","13-17","Reunification","8","10","18","Age"
"2016-02-10T00:00:00.000","2005","Meriden","Region 6","<3","Reunification","8","4","12","Age"
"2016-02-10T00:00:00.000","2005","New Britain","Region 6","6-12","Reunification","21","29","50","Age"
"2016-02-10T00:00:00.000","2005","New Britain","Region 6","3-5","Reunification","17","13","30","Age"
"2016-02-10T00:00:00.000","2005","New Britain","Region 6","13-17","Reunification","12","15","27","Age"
"2016-02-10T00:00:00.000","2005","New Britain","Region 6","<3","Reunification","22","14","36","Age"
"2016-02-10T00:00:00.000","2006","Other","Region 0","<3","Reunification","2","0","2","Age"
"2016-02-10T00:00:00.000","2006","Other","Region 0","13-17","Reunification","5","4","9","Age"
"2016-02-10T00:00:00.000","2006","Other","Region 0","3-5","Reunification","1","0","1","Age"
"2016-02-10T00:00:00.000","2006","Other","Region 0","6-12","Reunification","5","1","6","Age"
"2016-02-10T00:00:00.000","2006","Bridgeport","Region 1","<3","Reunification","23","16","39","Age"
"2016-02-10T00:00:00.000","2006","Bridgeport","Region 1","13-17","Reunification","15","10","25","Age"
"2016-02-10T00:00:00.000","2006","Bridgeport","Region 1","3-5","Reunification","5","12","17","Age"
"2016-02-10T00:00:00.000","2006","Bridgeport","Region 1","6-12","Reunification","22","21","43","Age"
"2016-02-10T00:00:00.000","2006","Norwalk","Region 1","<3","Reunification","5","0","5","Age"
"2016-02-10T00:00:00.000","2006","Norwalk","Region 1","13-17","Reunification","4","1","5","Age"
"2016-02-10T00:00:00.000","2006","Norwalk","Region 1","3-5","Reunification","2","0","2","Age"
"2016-02-10T00:00:00.000","2006","Norwalk","Region 1","6-12","Reunification","6","1","7","Age"
"2016-02-10T00:00:00.000","2006","Stamford","Region 1","<3","Reunification","5","0","5","Age"
"2016-02-10T00:00:00.000","2006","Stamford","Region 1","13-17","Reunification","3","4","7","Age"
"2016-02-10T00:00:00.000","2006","Stamford","Region 1","3-5","Reunification","3","0","3","Age"
"2016-02-10T00:00:00.000","2006","Stamford","Region 1","6-12","Reunification","5","2","7","Age"
"2016-02-10T00:00:00.000","2006","Milford","Region 2","<3","Reunification","14","7","21","Age"
"2016-02-10T00:00:00.000","2006","Milford","Region 2","13-17","Reunification","9","12","21","Age"
"2016-02-10T00:00:00.000","2006","Milford","Region 2","3-5","Reunification","10","4","14","Age"
"2016-02-10T00:00:00.000","2006","Milford","Region 2","6-12","Reunification","11","10","21","Age"
"2016-02-10T00:00:00.000","2006","New Haven","Region 2","<3","Reunification","25","8","33","Age"
"2016-02-10T00:00:00.000","2006","New Haven","Region 2","13-17","Reunification","12","12","24","Age"
"2016-02-10T00:00:00.000","2006","New Haven","Region 2","3-5","Reunification","13","2","15","Age"
"2016-02-10T00:00:00.000","2006","New Haven","Region 2","6-12","Reunification","21","22","43","Age"
"2016-02-10T00:00:00.000","2006","Middletown","Region 3","<3","Reunification","10","1","11","Age"
"2016-02-10T00:00:00.000","2006","Middletown","Region 3","13-17","Reunification","7","5","12","Age"
"2016-02-10T00:00:00.000","2006","Middletown","Region 3","3-5","Reunification","8","2","10","Age"
"2016-02-10T00:00:00.000","2006","Middletown","Region 3","6-12","Reunification","5","2","7","Age"
"2016-02-10T00:00:00.000","2006","Norwich","Region 3","<3","Reunification","23","12","35","Age"
"2016-02-10T00:00:00.000","2006","Norwich","Region 3","13-17","Reunification","15","6","21","Age"
"2016-02-10T00:00:00.000","2006","Norwich","Region 3","3-5","Reunification","9","8","17","Age"
"2016-02-10T00:00:00.000","2006","Norwich","Region 3","6-12","Reunification","10","17","27","Age"
"2016-02-10T00:00:00.000","2006","Willimantic","Region 3","<3","Reunification","9","2","11","Age"
"2016-02-10T00:00:00.000","2006","Willimantic","Region 3","13-17","Reunification","5","2","7","Age"
"2016-02-10T00:00:00.000","2006","Willimantic","Region 3","3-5","Reunification","8","2","10","Age"
"2016-02-10T00:00:00.000","2006","Willimantic","Region 3","6-12","Reunification","8","12","20","Age"
"2016-02-10T00:00:00.000","2006","Hartford","Region 4","<3","Reunification","34","21","55","Age"
"2016-02-10T00:00:00.000","2006","Hartford","Region 4","13-17","Reunification","21","17","38","Age"
"2016-02-10T00:00:00.000","2006","Hartford","Region 4","3-5","Reunification","23","15","38","Age"
"2016-02-10T00:00:00.000","2006","Hartford","Region 4","6-12","Reunification","42","30","72","Age"
"2016-02-10T00:00:00.000","2006","Manchester","Region 4","<3","Reunification","23","14","37","Age"
"2016-02-10T00:00:00.000","2006","Manchester","Region 4","13-17","Reunification","16","18","34","Age"
"2016-02-10T00:00:00.000","2006","Manchester","Region 4","3-5","Reunification","11","10","21","Age"
"2016-02-10T00:00:00.000","2006","Manchester","Region 4","6-12","Reunification","27","34","61","Age"
"2016-02-10T00:00:00.000","2006","Danbury","Region 5","<3","Reunification","4","1","5","Age"
"2016-02-10T00:00:00.000","2006","Danbury","Region 5","13-17","Reunification","3","0","3","Age"
"2016-02-10T00:00:00.000","2006","Danbury","Region 5","3-5","Reunification","2","0","2","Age"
"2016-02-10T00:00:00.000","2006","Danbury","Region 5","6-12","Reunification","3","4","7","Age"
"2016-02-10T00:00:00.000","2006","Torrington","Region 5","<3","Reunification","7","2","9","Age"
"2016-02-10T00:00:00.000","2006","Torrington","Region 5","13-17","Reunification","3","4","7","Age"
"2016-02-10T00:00:00.000","2006","Torrington","Region 5","6-12","Reunification","8","6","14","Age"
"2016-02-10T00:00:00.000","2006","Waterbury","Region 5","<3","Reunification","40","8","48","Age"
"2016-02-10T00:00:00.000","2006","Waterbury","Region 5","13-17","Reunification","17","3","20","Age"
"2016-02-10T00:00:00.000","2006","Waterbury","Region 5","3-5","Reunification","22","8","30","Age"
"2016-02-10T00:00:00.000","2006","Waterbury","Region 5","6-12","Reunification","37","18","55","Age"
"2016-02-10T00:00:00.000","2006","Meriden","Region 6","<3","Reunification","6","5","11","Age"
"2016-02-10T00:00:00.000","2006","Meriden","Region 6","13-17","Reunification","3","5","8","Age"
"2016-02-10T00:00:00.000","2006","Meriden","Region 6","3-5","Reunification","8","2","10","Age"
"2016-02-10T00:00:00.000","2006","Meriden","Region 6","6-12","Reunification","9","11","20","Age"
"2016-02-10T00:00:00.000","2006","New Britain","Region 6","<3","Reunification","15","11","26","Age"
"2016-02-10T00:00:00.000","2006","New Britain","Region 6","13-17","Reunification","18","8","26","Age"
"2016-02-10T00:00:00.000","2006","New Britain","Region 6","3-5","Reunification","14","9","23","Age"
"2016-02-10T00:00:00.000","2006","New Britain","Region 6","6-12","Reunification","18","20","38","Age"
"2016-02-10T00:00:00.000","2007","Other","Region 0","6-12","Reunification","2","1","3","Age"
"2016-02-10T00:00:00.000","2007","Other","Region 0","3-5","Reunification","3","0","3","Age"
"2016-02-10T00:00:00.000","2007","Other","Region 0","13-17","Reunification","2","2","4","Age"
"2016-02-10T00:00:00.000","2007","Other","Region 0","<3","Reunification","5","0","5","Age"
"2016-02-10T00:00:00.000","2007","Bridgeport","Region 1","6-12","Reunification","27","9","36","Age"
"2016-02-10T00:00:00.000","2007","Bridgeport","Region 1","3-5","Reunification","9","7","16","Age"
"2016-02-10T00:00:00.000","2007","Bridgeport","Region 1","13-17","Reunification","24","6","30","Age"
"2016-02-10T00:00:00.000","2007","Bridgeport","Region 1","<3","Reunification","24","13","37","Age"
"2016-02-10T00:00:00.000","2007","Norwalk","Region 1","6-12","Reunification","8","3","11","Age"
"2016-02-10T00:00:00.000","2007","Norwalk","Region 1","3-5","Reunification","3","3","6","Age"
"2016-02-10T00:00:00.000","2007","Norwalk","Region 1","13-17","Reunification","3","1","4","Age"
"2016-02-10T00:00:00.000","2007","Norwalk","Region 1","<3","Reunification","8","4","12","Age"
"2016-02-10T00:00:00.000","2007","Stamford","Region 1","6-12","Reunification","6","6","12","Age"
"2016-02-10T00:00:00.000","2007","Stamford","Region 1","3-5","Reunification","4","2","6","Age"
"2016-02-10T00:00:00.000","2007","Stamford","Region 1","13-17","Reunification","9","1","10","Age"
"2016-02-10T00:00:00.000","2007","Stamford","Region 1","<3","Reunification","7","5","12","Age"
"2016-02-10T00:00:00.000","2007","Milford","Region 2","6-12","Reunification","17","7","24","Age"
"2016-02-10T00:00:00.000","2007","Milford","Region 2","3-5","Reunification","9","6","15","Age"
"2016-02-10T00:00:00.000","2007","Milford","Region 2","13-17","Reunification","19","0","19","Age"
"2016-02-10T00:00:00.000","2007","Milford","Region 2","<3","Reunification","12","3","15","Age"
"2016-02-10T00:00:00.000","2007","New Haven","Region 2","6-12","Reunification","25","15","40","Age"
"2016-02-10T00:00:00.000","2007","New Haven","Region 2","3-5","Reunification","17","6","23","Age"
"2016-02-10T00:00:00.000","2007","New Haven","Region 2","13-17","Reunification","20","10","30","Age"
"2016-02-10T00:00:00.000","2007","New Haven","Region 2","<3","Reunification","32","9","41","Age"
"2016-02-10T00:00:00.000","2007","Middletown","Region 3","6-12","Reunification","1","3","4","Age"
"2016-02-10T00:00:00.000","2007","Middletown","Region 3","3-5","Reunification","1","1","2","Age"
"2016-02-10T00:00:00.000","2007","Middletown","Region 3","13-17","Reunification","2","2","4","Age"
"2016-02-10T00:00:00.000","2007","Middletown","Region 3","<3","Reunification","7","3","10","Age"
"2016-02-10T00:00:00.000","2007","Norwich","Region 3","6-12","Reunification","25","19","44","Age"
"2016-02-10T00:00:00.000","2007","Norwich","Region 3","3-5","Reunification","9","11","20","Age"
"2016-02-10T00:00:00.000","2007","Norwich","Region 3","13-17","Reunification","12","7","19","Age"
"2016-02-10T00:00:00.000","2007","Norwich","Region 3","<3","Reunification","21","7","28","Age"
"2016-02-10T00:00:00.000","2007","Willimantic","Region 3","6-12","Reunification","6","10","16","Age"
"2016-02-10T00:00:00.000","2007","Willimantic","Region 3","3-5","Reunification","4","4","8","Age"
"2016-02-10T00:00:00.000","2007","Willimantic","Region 3","13-17","Reunification","9","2","11","Age"
"2016-02-10T00:00:00.000","2007","Willimantic","Region 3","<3","Reunification","13","11","24","Age"
"2016-02-10T00:00:00.000","2007","Hartford","Region 4","6-12","Reunification","46","33","79","Age"
"2016-02-10T00:00:00.000","2007","Hartford","Region 4","3-5","Reunification","31","11","42","Age"
"2016-02-10T00:00:00.000","2007","Hartford","Region 4","13-17","Reunification","25","18","43","Age"
"2016-02-10T00:00:00.000","2007","Hartford","Region 4","<3","Reunification","29","12","41","Age"
"2016-02-10T00:00:00.000","2007","Manchester","Region 4","6-12","Reunification","20","29","49","Age"
"2016-02-10T00:00:00.000","2007","Manchester","Region 4","3-5","Reunification","16","9","25","Age"
"2016-02-10T00:00:00.000","2007","Manchester","Region 4","13-17","Reunification","6","14","20","Age"
"2016-02-10T00:00:00.000","2007","Manchester","Region 4","<3","Reunification","26","21","47","Age"
"2016-02-10T00:00:00.000","2007","Danbury","Region 5","6-12","Reunification","13","1","14","Age"
"2016-02-10T00:00:00.000","2007","Danbury","Region 5","3-5","Reunification","1","2","3","Age"
"2016-02-10T00:00:00.000","2007","Danbury","Region 5","13-17","Reunification","5","3","8","Age"
"2016-02-10T00:00:00.000","2007","Danbury","Region 5","<3","Reunification","5","0","5","Age"
"2016-02-10T00:00:00.000","2007","Torrington","Region 5","6-12","Reunification","6","2","8","Age"
"2016-02-10T00:00:00.000","2007","Torrington","Region 5","3-5","Reunification","6","2","8","Age"
"2016-02-10T00:00:00.000","2009","Danbury","Region 5","13-17","Reunification","0","3","3","Age"
"2016-02-10T00:00:00.000","2007","Torrington","Region 5","13-17","Reunification","0","2","2","Age"
"2016-02-10T00:00:00.000","2007","Torrington","Region 5","<3","Reunification","7","1","8","Age"
"2016-02-10T00:00:00.000","2007","Waterbury","Region 5","6-12","Reunification","18","21","39","Age"
"2016-02-10T00:00:00.000","2007","Waterbury","Region 5","3-5","Reunification","19","8","27","Age"
"2016-02-10T00:00:00.000","2007","Waterbury","Region 5","13-17","Reunification","11","11","22","Age"
"2016-02-10T00:00:00.000","2007","Waterbury","Region 5","<3","Reunification","36","8","44","Age"
"2016-02-10T00:00:00.000","2007","Meriden","Region 6","6-12","Reunification","4","10","14","Age"
"2016-02-10T00:00:00.000","2007","Meriden","Region 6","3-5","Reunification","6","3","9","Age"
"2016-02-10T00:00:00.000","2007","Meriden","Region 6","13-17","Reunification","7","8","15","Age"
"2016-02-10T00:00:00.000","2007","Meriden","Region 6","<3","Reunification","12","5","17","Age"
"2016-02-10T00:00:00.000","2007","New Britain","Region 6","6-12","Reunification","21","12","33","Age"
"2016-02-10T00:00:00.000","2007","New Britain","Region 6","3-5","Reunification","13","5","18","Age"
"2016-02-10T00:00:00.000","2007","New Britain","Region 6","13-17","Reunification","20","12","32","Age"
"2016-02-10T00:00:00.000","2007","New Britain","Region 6","<3","Reunification","33","10","43","Age"
"2016-02-10T00:00:00.000","2008","Other","Region 0","<3","Reunification","4","1","5","Age"
"2016-02-10T00:00:00.000","2008","Other","Region 0","13-17","Reunification","6","2","8","Age"
"2016-02-10T00:00:00.000","2008","Other","Region 0","3-5","Reunification","1","0","1","Age"
"2016-02-10T00:00:00.000","2008","Other","Region 0","6-12","Reunification","5","2","7","Age"
"2016-02-10T00:00:00.000","2008","Bridgeport","Region 1","<3","Reunification","22","10","32","Age"
"2016-02-10T00:00:00.000","2008","Bridgeport","Region 1","13-17","Reunification","5","7","12","Age"
"2016-02-10T00:00:00.000","2008","Bridgeport","Region 1","3-5","Reunification","9","4","13","Age"
"2016-02-10T00:00:00.000","2008","Bridgeport","Region 1","6-12","Reunification","13","18","31","Age"
"2016-02-10T00:00:00.000","2008","Norwalk","Region 1","<3","Reunification","10","7","17","Age"
"2016-02-10T00:00:00.000","2008","Norwalk","Region 1","13-17","Reunification","4","1","5","Age"
"2016-02-10T00:00:00.000","2008","Norwalk","Region 1","3-5","Reunification","1","1","2","Age"
"2016-02-10T00:00:00.000","2008","Norwalk","Region 1","6-12","Reunification","4","1","5","Age"
"2016-02-10T00:00:00.000","2008","Stamford","Region 1","<3","Reunification","3","1","4","Age"
"2016-02-10T00:00:00.000","2008","Stamford","Region 1","13-17","Reunification","3","0","3","Age"
"2016-02-10T00:00:00.000","2008","Stamford","Region 1","3-5","Reunification","4","2","6","Age"
"2016-02-10T00:00:00.000","2008","Stamford","Region 1","6-12","Reunification","3","1","4","Age"
"2016-02-10T00:00:00.000","2008","Milford","Region 2","<3","Reunification","17","4","21","Age"
"2016-02-10T00:00:00.000","2008","Milford","Region 2","13-17","Reunification","13","8","21","Age"
"2016-02-10T00:00:00.000","2008","Milford","Region 2","3-5","Reunification","7","3","10","Age"
"2016-02-10T00:00:00.000","2008","Milford","Region 2","6-12","Reunification","12","11","23","Age"
"2016-02-10T00:00:00.000","2008","New Haven","Region 2","<3","Reunification","26","14","40","Age"
"2016-02-10T00:00:00.000","2008","New Haven","Region 2","13-17","Reunification","15","14","29","Age"
"2016-02-10T00:00:00.000","2008","New Haven","Region 2","3-5","Reunification","16","9","25","Age"
"2016-02-10T00:00:00.000","2008","New Haven","Region 2","6-12","Reunification","22","19","41","Age"
"2016-02-10T00:00:00.000","2008","Middletown","Region 3","<3","Reunification","7","1","8","Age"
"2016-02-10T00:00:00.000","2008","Middletown","Region 3","13-17","Reunification","2","6","8","Age"
"2016-02-10T00:00:00.000","2008","Middletown","Region 3","3-5","Reunification","3","3","6","Age"
"2016-02-10T00:00:00.000","2008","Middletown","Region 3","6-12","Reunification","2","6","8","Age"
"2016-02-10T00:00:00.000","2008","Norwich","Region 3","<3","Reunification","27","11","38","Age"
"2016-02-10T00:00:00.000","2008","Norwich","Region 3","13-17","Reunification","12","5","17","Age"
"2016-02-10T00:00:00.000","2008","Norwich","Region 3","3-5","Reunification","14","3","17","Age"
"2016-02-10T00:00:00.000","2008","Norwich","Region 3","6-12","Reunification","21","13","34","Age"
"2016-02-10T00:00:00.000","2008","Willimantic","Region 3","<3","Reunification","15","7","22","Age"
"2016-02-10T00:00:00.000","2008","Willimantic","Region 3","13-17","Reunification","8","7","15","Age"
"2016-02-10T00:00:00.000","2008","Willimantic","Region 3","3-5","Reunification","6","11","17","Age"
"2016-02-10T00:00:00.000","2008","Willimantic","Region 3","6-12","Reunification","8","13","21","Age"
"2016-02-10T00:00:00.000","2008","Hartford","Region 4","<3","Reunification","43","11","54","Age"
"2016-02-10T00:00:00.000","2008","Hartford","Region 4","13-17","Reunification","15","8","23","Age"
"2016-02-10T00:00:00.000","2008","Hartford","Region 4","3-5","Reunification","16","11","27","Age"
"2016-02-10T00:00:00.000","2008","Hartford","Region 4","6-12","Reunification","26","18","44","Age"
"2016-02-10T00:00:00.000","2008","Manchester","Region 4","<3","Reunification","26","14","40","Age"
"2016-02-10T00:00:00.000","2008","Manchester","Region 4","13-17","Reunification","17","10","27","Age"
"2016-02-10T00:00:00.000","2008","Manchester","Region 4","3-5","Reunification","10","12","22","Age"
"2016-02-10T00:00:00.000","2008","Manchester","Region 4","6-12","Reunification","26","12","38","Age"
"2016-02-10T00:00:00.000","2008","Danbury","Region 5","<3","Reunification","3","2","5","Age"
"2016-02-10T00:00:00.000","2008","Danbury","Region 5","13-17","Reunification","1","3","4","Age"
"2016-02-10T00:00:00.000","2008","Danbury","Region 5","3-5","Reunification","5","0","5","Age"
"2016-02-10T00:00:00.000","2008","Danbury","Region 5","6-12","Reunification","2","4","6","Age"
"2016-02-10T00:00:00.000","2008","Torrington","Region 5","<3","Reunification","8","7","15","Age"
"2016-02-10T00:00:00.000","2008","Torrington","Region 5","13-17","Reunification","4","5","9","Age"
"2016-02-10T00:00:00.000","2008","Torrington","Region 5","3-5","Reunification","2","4","6","Age"
"2016-02-10T00:00:00.000","2008","Torrington","Region 5","6-12","Reunification","5","10","15","Age"
"2016-02-10T00:00:00.000","2008","Waterbury","Region 5","<3","Reunification","29","21","50","Age"
"2016-02-10T00:00:00.000","2008","Waterbury","Region 5","13-17","Reunification","7","13","20","Age"
"2016-02-10T00:00:00.000","2008","Waterbury","Region 5","3-5","Reunification","10","11","21","Age"
"2016-02-10T00:00:00.000","2008","Waterbury","Region 5","6-12","Reunification","20","14","34","Age"
"2016-02-10T00:00:00.000","2008","Meriden","Region 6","<3","Reunification","8","4","12","Age"
"2016-02-10T00:00:00.000","2008","Meriden","Region 6","13-17","Reunification","1","6","7","Age"
"2016-02-10T00:00:00.000","2008","Meriden","Region 6","3-5","Reunification","2","3","5","Age"
"2016-02-10T00:00:00.000","2008","Meriden","Region 6","6-12","Reunification","2","7","9","Age"
"2016-02-10T00:00:00.000","2008","New Britain","Region 6","<3","Reunification","20","12","32","Age"
"2016-02-10T00:00:00.000","2008","New Britain","Region 6","13-17","Reunification","17","18","35","Age"
"2016-02-10T00:00:00.000","2008","New Britain","Region 6","3-5","Reunification","3","24","27","Age"
"2016-02-10T00:00:00.000","2008","New Britain","Region 6","6-12","Reunification","18","27","45","Age"
"2016-02-10T00:00:00.000","2009","Other","Region 0","13-17","Reunification","0","2","2","Age"
"2016-02-10T00:00:00.000","2009","Other","Region 0","<3","Reunification","1","0","1","Age"
"2016-02-10T00:00:00.000","2009","Bridgeport","Region 1","6-12","Reunification","14","11","25","Age"
"2016-02-10T00:00:00.000","2009","Bridgeport","Region 1","3-5","Reunification","11","7","18","Age"
"2016-02-10T00:00:00.000","2009","Bridgeport","Region 1","13-17","Reunification","16","6","22","Age"
"2016-02-10T00:00:00.000","2009","Bridgeport","Region 1","<3","Reunification","29","7","36","Age"
"2016-02-10T00:00:00.000","2009","Norwalk","Region 1","6-12","Reunification","10","0","10","Age"
"2016-02-10T00:00:00.000","2009","Norwalk","Region 1","3-5","Reunification","2","1","3","Age"
"2016-02-10T00:00:00.000","2009","Norwalk","Region 1","13-17","Reunification","11","1","12","Age"
"2016-02-10T00:00:00.000","2009","Norwalk","Region 1","<3","Reunification","7","1","8","Age"
"2016-02-10T00:00:00.000","2009","Stamford","Region 1","6-12","Reunification","3","1","4","Age"
"2016-02-10T00:00:00.000","2009","Stamford","Region 1","3-5","Reunification","1","0","1","Age"
"2016-02-10T00:00:00.000","2009","Stamford","Region 1","13-17","Reunification","5","4","9","Age"
"2016-02-10T00:00:00.000","2009","Stamford","Region 1","<3","Reunification","0","1","1","Age"
"2016-02-10T00:00:00.000","2009","Milford","Region 2","6-12","Reunification","15","11","26","Age"
"2016-02-10T00:00:00.000","2009","Milford","Region 2","3-5","Reunification","8","1","9","Age"
