"the_geom","miles","stateab","cntyfips","stcntyfips","rrowner1","rrowner2","rrowner3","trkrghts1","trkrghts2","trkrghts3","trkrghts4","trkrghts5","trkrghts6","trkrghts7","trkrghts8","trkrghts9","stracnet","subdiv","net","passngr","shape_leng","shape_stlength","frfranode","tofranode","fraregion","fraarcid","country","objectid","stfips","yardname","tracks"
"MULTILINESTRING ((-80.062434260433 26.712466855261, -80.062459496309 26.711260814935, -80.062460999975 26.711188999573, -80.062440862356 26.710940375698, -80.062434999675 26.710868000058, -80.062375987961 26.710516006309, -80.062261731793 26.709834487472, -80.062236000391 26.709680999279, -80.062235326799 26.709411668514, -80.062234059654 26.708903833045, -80.062230000114 26.707279000026, -80.062225038555 26.707163006368, -80.062205999907 26.706718000236, -80.062191240234 26.706624661399, -80.062138000368 26.706288000191, -80.062130036872 26.70625347162, -80.062005546419 26.705713693133, -80.061895567426 26.70523682492, -80.061882000254 26.705178000265, -80.06183685069 26.704772577792, -80.061833000692 26.704737999759, -80.061827242333 26.704373641231, -80.06182600037 26.704295000014, -80.061870453858 26.703539042493, -80.061988306415 26.701534905112, -80.062013 26.701114999957, -80.062020250334 26.701053676086, -80.062085000622 26.700505999752, -80.062086135567 26.700500663175, -80.0621766928 26.70007504103, -80.062195000299 26.699989000192, -80.06231287354 26.699611528649, -80.062368000183 26.699434999825, -80.062417113059 26.699316383744, -80.062538999975 26.699022000565, -80.062606311532 26.698892490996, -80.062775999213 26.698566000221, -80.062822428512 26.698492567878, -80.063015000342 26.698187999876, -80.063140841577 26.698018367953, -80.063269569635 26.697844843765, -80.063288000341 26.697819999993, -80.063598000247 26.69745700034, -80.063632576482 26.69742252483, -80.06394000073 26.697115999904, -80.064729477783 26.696429398098, -80.065532321459 26.695731169858, -80.066127211302 26.695213797978, -80.066929886805 26.694515718126, -80.068249566364 26.693368002431, -80.068720999974 26.692958000611, -80.069143141743 26.692560459797, -80.069149999972 26.692553999967, -80.069446000133 26.69222600013, -80.069513186684 26.692138968239, -80.069727000501 26.691862000431, -80.069773924427 26.691789789367, -80.069919999508 26.691564999325, -80.070060999715 26.691317999626, -80.07010159781 26.691229098045, -80.070276999784 26.690845000297, -80.07029405003 26.690796916245, -80.070385094696 26.690540155304, -80.070415999898 26.690453000206, -80.070463122575 26.690273842664, -80.070517000059 26.690068999585, -80.070550915292 26.689879680603, -80.070584000451 26.689695000324, -80.070608571728 26.689443613732, -80.070623000451 26.689295999911, -80.070624488829 26.688792327404, -80.070625935838 26.688302362364, -80.070629609569 26.687057921886, -80.070634933555 26.685255477259, -80.070646248825 26.68142447416, -80.070650870441 26.679860132239, -80.070657264621 26.677694788684, -80.070658000266 26.677446000233, -80.070721723529 26.676463106887, -80.070723999713 26.676428000052, -80.070783729086 26.675725081847, -80.071051799901 26.672570306874, -80.071203465168 26.670785456584, -80.07161236352 26.665973369575, -80.071674000355 26.665247999795, -80.071686858861 26.664992752414, -80.071725804003 26.664219747344, -80.071727000101 26.664195999846, -80.071719128335 26.663341611526, -80.071717999686 26.663218999757, -80.071688393105 26.662814026946, -80.071637950131 26.662124059877, -80.07163100017 26.662028999739, -80.071463999664 26.660837999674, -80.070435496301 26.655328220421, -80.070400214099 26.655139206309, -80.070172999484 26.653921999101, -80.070125657373 26.653704461192, -80.070010000061 26.653173000534, -80.069951035112 26.652957172236, -80.069853999163 26.652602000282, -80.069578447787 26.651720436249, -80.069159078629 26.650378763769, -80.069040999443 26.650000999946, -80.068931771384 26.649498363459, -80.068923000296 26.649458000087, -80.068850999674 26.648948999996, -80.068850757756 26.648943532118, -80.068814999812 26.648136000276, -80.068817824583 26.64809521782, -80.06883299075 26.647876268875, -80.06887000055 26.647342000533, -80.06898031499 26.646737594065, -80.069033960449 26.64644366954, -80.069093090873 26.646188121784, -80.069395999626 26.644879000266, -80.069526000225 26.64422599983, -80.069637999994 26.643284999603, -80.06965199974 26.642382000229, -80.069566999417 26.641274000395, -80.068441999699 26.63110399995, -80.068373000114 26.630214999423, -80.068345000621 26.629321999611, -80.068352000045 26.628906000212, -80.068407999929 26.6281169998, -80.068774999766 26.624686000758, -80.068846000343 26.623697000117, -80.069090324559 26.616740362778))","6.77014021","FL","099","12099","SFRC",,,"AMTK","CSXT",,,,,,,,"S","MIAMI (TCCX)","M","B","10895.5063165","0.099630777547577626","460706","460659","3","470954","US","2863","12",,"1"
"MULTILINESTRING ((-87.743556000409 41.887760000324, -87.743553299745 41.887760000324, -87.743080000042 41.887759999424, -87.740614560813 41.887730881175, -87.740539999821 41.88772999984))","0.15443558","IL","031","17031","UP",,,"CSS","NIRC","CSXT",,,,,,,"S","GENEVA","M","C","248.54046348","0.0030161777421952411","413501","413527","4","490754","US","2942","17",,"3"
"MULTILINESTRING ((-70.941189000372 42.1280000003, -70.941120099713 42.127738200458, -70.940690881179 42.126108145075, -70.940688999797 42.126100999961, -70.940388191862 42.125163659975, -70.940114553344 42.124152388522, -70.938512457884 42.118605070668, -70.938352249057 42.118083467478, -70.938000874041 42.116939447997, -70.937489012308 42.115401036229, -70.93748899612 42.115400991263, -70.934907574925 42.108492361533))","1.39371732","MA","023","25023","BCLR",,,"MBTA",,,,,,,,,,"(MBTA) KINGSTON","M","C","2242.97509297","0.020508767140496126","495196","495209","1","377298","US","1160","25",,"1"
"MULTILINESTRING ((-118.002016761764 34.054039094928, -118.002375506724 34.054287861795, -118.003265123287 34.054904743659, -118.004129101976 34.055503833335, -118.004241062175 34.055581944851, -118.004749371586 34.05593657901, -118.00543117371 34.056412245729, -118.006053863395 34.056846664142, -118.007371715532 34.057750032238, -118.008218861611 34.058330720886, -118.009017595386 34.05887821196, -118.009320994268 34.059086172089, -118.009611924051 34.059285585062, -118.009719429008 34.059351642964, -118.009981584083 34.059512726831, -118.010389262055 34.059763225792, -118.010401904724 34.059770994136, -118.010677338288 34.059936257153, -118.010920541949 34.060082180248, -118.010988761822 34.060123112891, -118.011216176985 34.060259561629, -118.011347504084 34.060338357529, -118.011704855095 34.060552764898, -118.011754810636 34.060582738403, -118.011877170595 34.060656153659, -118.012122618064 34.060820955323, -118.012144152331 34.060835414623, -118.012543419843 34.061103492632, -118.012609707072 34.061148518989, -118.013462003569 34.06172743957, -118.013931000016 34.062046000123, -118.014406124443 34.062373863263, -118.015253013316 34.062958251722, -118.015627200535 34.063216452477, -118.016121484119 34.063552309691, -118.016771157963 34.063993741018, -118.017786633746 34.064683708986, -118.019053582457 34.065544513069, -118.019592999417 34.065910999393, -118.020326259849 34.066438198164, -118.021453999802 34.067248999941, -118.021568621095 34.067330632303, -118.021950930091 34.06760290475, -118.021966085466 34.067613697514, -118.022078040269 34.067689959124, -118.022627083573 34.068063952989))","1.52530227","CA","037","06037","SCAX",,,"UP",,,,,,,,,"S","SAN GABRIEL","M","C","2454.74097199","0.024934599431990868","323405","323329","7","334879","US","463","06",,"1"
"MULTILINESTRING ((-79.315084202474 43.841329267132, -79.315099999965 43.841408000079, -79.315114999757 43.841481999894, -79.31519200061 43.84182599957, -79.315269999711 43.842167000007, -79.315397000171 43.842767000697, -79.315512000079 43.843294000718, -79.315617000424 43.843770000185, -79.315690000193 43.844171999838, -79.315713000355 43.844337000252, -79.315734999571 43.84454299986, -79.315738999755 43.844730000389, -79.315739000654 43.84476899949))","0.24082502","ON",,,"GO",,,"CN",,,,,,,,,,"UXBRIDGE","M","C","387.57107346","0.0035066483295870194","636769","636765","99","762701","CA","3688",,,"1"
"MULTILINESTRING ((-87.988264463634 41.419993483213, -87.986862988036 41.423226595431, -87.986219067156 41.424691990343, -87.98568499037 41.425945906079, -87.985057394883 41.42732129774, -87.982399340657 41.433433796333, -87.979870495627 41.43930958437, -87.977563157214 41.444518168978, -87.976732514594 41.445934830528, -87.975680368054 41.447240353859, -87.974923560674 41.448129205998, -87.97016121247 41.452642718087, -87.969256734611 41.453587044007, -87.968573763368 41.454406374055, -87.967835414573 41.455420106952, -87.966838644688 41.457114255219, -87.965878791073 41.459544307924, -87.964143672393 41.464390252608, -87.962593139562 41.468652717149, -87.960383879412 41.474728429873, -87.96017504784 41.475302708153, -87.959916625852 41.476191172685, -87.959768956272 41.476968568245, -87.959879708682 41.48317352254, -87.959990460192 41.485102903776))","4.82790097","IL","197","17197","NIRC",,,,,,,,,,,,,"SOUTHWEST","M","C","7769.76900069","0.072626704063400549","411377","411599","4","492746","US","3059","17",,"1"
"MULTILINESTRING ((-77.453035745903 38.757370534123, -77.452934922009 38.757437110934, -77.451944245031 38.758091284985, -77.449009473908 38.760029204384, -77.448929357804 38.760082107004, -77.447717949424 38.760882037776))","0.37513536","VA","683","51683","NS",,,"AMTK","VREX",,,,,,,,"S","WASHINGTON DISTRICT ALEXANDRIA TO MONTVIEW","M","B","603.7230516","0.006372567559335047","474153","474216","2","417026","US","2596","51",,"2"
"MULTILINESTRING ((-87.43828319941 41.61027780008, -87.436550000782 41.610230000214, -87.432792653058 41.610120114752))","0.28244325","IN","089","18089","NICD",,,"CSS",,,,,,,,,,,"M","C","454.54925845","0.0054928118458019062","416692","416723","4","495571","US","3162","18",,"2"
"MULTILINESTRING ((-76.653206748193 39.293300671089, -76.652883990504 39.293633279952, -76.652728999544 39.293792999547, -76.652508366168 39.294081680125, -76.652308041283 39.294343787536, -76.652301000491 39.294353000191, -76.65220492142 39.294528184528, -76.652137699795 39.294650751331, -76.65202497877 39.294856277895, -76.652001000146 39.294900000235, -76.651801240935 39.295439348847, -76.651740999847 39.295602000232, -76.651713079495 39.29571049894, -76.651627000885 39.296044999977, -76.651592761896 39.296243579278, -76.651502000517 39.296770000135, -76.651496073985 39.296814097493, -76.651408999825 39.297461999672, -76.651392474783 39.29770460978))","0.32760136","MD","510","24510","AMTK",,,"MARC","NS",,,,,,,,,"NORTHEAST CORRIDOR","M","B","527.224331","0.00489784531064885","478346","478358","2","396280","US","2406","24",,"4"
"MULTILINESTRING ((-74.032371203568 40.644032449438, -74.031624234771 40.643589120542))","0.04966991","NY","047","36047","NYNJ",,,"LI","CSXT","NS","NYA",,,,,,,,"M","C","79.93613011","0.00086862126100859395","489778","489784","1","389313","US","2042","36","65TH STREET","2"
"MULTILINESTRING ((-118.125322108728 33.984554440235, -118.124059141316 33.984125868314, -118.122735988575 33.983676855702, -118.122010633184 33.983430697769, -118.121649708267 33.983308211905, -118.12009570855 33.98278081888, -118.118737651322 33.982319901942))","0.40605254","CA","037","06037","BNSF",,,"AMTK","SCAX",,,,,,,,"S","SAN BERNARDINO","M","B","653.47953259","0.0069532899221878153","322968","322983","7","326161","US","207","06",,"3"
"MULTILINESTRING ((-88.20759446791 41.778127747897, -88.216643000274 41.7778830001, -88.221811314141 41.777736270313, -88.223582000109 41.777686000009, -88.22475118442 41.777621466458, -88.225121999181 41.777601000586, -88.225391262497 41.777571553185, -88.226328999983 41.777468999894, -88.230199000384 41.776916000473, -88.231297466505 41.776752405699, -88.232029779051 41.776643343116, -88.232036143553 41.77664239523, -88.232040902765 41.776641686565, -88.232359927369 41.776594173582, -88.232378299619 41.776591437845, -88.23824162665 41.775718215024, -88.238981764197 41.775607986919, -88.239750071209 41.775493563477))","1.66400842","IL","043","17043","BNSF",,,"AMTK","NIRC","UP","CN",,,,,,,"CHICAGO (BNSF)","M","B","2677.96732879","0.032315900092642909","409547","409312","4","490716","US","2938","17",,"3"
"MULTILINESTRING ((-122.029152568037 37.973603152963, -122.030415132552 37.970755788749, -122.030938889618 37.96950093502, -122.031115786264 37.968987456306, -122.031237187546 37.968542620146, -122.031323901976 37.968114256868, -122.031372462669 37.96779298306, -122.031410616407 37.967425026344, -122.031427959832 37.96694173877, -122.031414086891 37.966527095549, -122.031365524399 37.966019086512, -122.031285747339 37.965552263726, -122.031164346957 37.965063470503, -122.031056820416 37.964736691046, -122.030737710377 37.963888156413, -122.030009307184 37.962040019032, -122.02955492472 37.960894863707, -122.028954857481 37.959395424959, -122.028136272071 37.957352184156, -122.027317686662 37.955300645309, -122.026068995088 37.952394889013, -122.025507084284 37.950994150859, -122.025326718054 37.950532725805, -122.025187974246 37.950161935325, -122.025073510334 37.949793889576, -122.024979858534 37.949425842928, -122.024924362269 37.949074273659, -122.024886206733 37.948741928297, -122.024889675418 37.94829971546, -122.024920892685 37.947937155575, -122.024986795904 37.947530644024, -122.02509085376 37.947124131573, -122.025187974246 37.946838472717, -122.025330185839 37.946511610522, -122.025507083385 37.946162775192, -122.025722644584 37.945816845571, -122.025922060255 37.945535525044, -122.026197332841 37.94520415185, -122.026592751254 37.944805865498, -122.026915329978 37.944522945078, -122.027293405866 37.944242770288, -122.027733916287 37.943957098841, -122.02873762714 37.943397039742, -122.031091506368 37.942171635213, -122.033779661802 37.940792675941, -122.036818142743 37.939226895105, -122.038864608515 37.938174781841, -122.04153888651 37.936793000497, -122.044216635889 37.93541668793, -122.046766045716 37.934106282179, -122.048118795146 37.933413983169, -122.049353610181 37.932762885699, -122.050290129086 37.932282113529, -122.051254395674 37.931787603315, -122.051930770389 37.93141122265, -122.052440651815 37.931114512924, -122.052967878465 37.930762855521, -122.05359040987 37.930327151077, -122.053859304463 37.930125470914, -122.05400910004 37.93000978932, -122.054152073359 37.929899375056, -122.054181950636 37.92987630115, -122.054275533189 37.929804029832, -122.055059434445 37.929180375174, -122.055989015081 37.928446817067, -122.057310547244 37.927391800791, -122.058323373625 37.926562062889, -122.05876041626 37.92614719124, -122.059152365989 37.925726821136, -122.059454133501 37.925350408994, -122.059714276792 37.924973995953, -122.059936265446 37.924600328542, -122.060123569947 37.92423490072, -122.060286592752 37.923869472898, -122.060548576056 37.923182094978, -122.061167614494 37.921429569019, -122.061545690381 37.920379946877, -122.061812771043 37.919739724009, -122.062467158233 37.918444542881, -122.062763163789 37.917857492429, -122.062922719708 37.917514013461, -122.063068398188 37.917170534493, -122.06319673684 37.916807818126, -122.063366698814 37.91626373998, -122.0634638184 37.915843313218, -122.063549825064 37.915417738738, -122.063647653317 37.914686441526, -122.063762924819 37.913688114915, -122.063800270966 37.913364671043, -122.063886984497 37.912760110791, -122.063959825985 37.912361648172, -122.064081225468 37.911875246246, -122.06420956412 37.911474030802, -122.064365650454 37.91105632449, -122.064539079315 37.910657851978, -122.064736788972 37.910251133583, -122.065010807003 37.909745480769, -122.065277887664 37.909278298255, -122.065538031855 37.908844090283, -122.065975073591 37.908107579701, -122.066516172284 37.907197925344, -122.067382778792 37.905714997249))","5.78765857","CA","013","06013","BART",,,,,,,,,,,,,,"M","C","9314.3522234","0.090692868355881084","310648","310293","7","341823","US","673","06",,"1"
"MULTILINESTRING ((-74.07021678058 40.741966132731, -74.069887478524 40.741910399046, -74.069611122255 40.741863625306, -74.06953490741 40.741850727229, -74.069311999649 40.741813000669, -74.069272871046 40.741811340521, -74.06920716298 40.741808555321, -74.068974047914 40.74179867357, -74.068911000043 40.741795999886, -74.068759631552 40.741824775493, -74.068563009175 40.741862154015, -74.068527000321 40.741868999655, -74.068333513881 40.741959070355, -74.06817900046 40.742030999931, -74.068137708089 40.742067514204, -74.067937000092 40.742244999907, -74.067932357792 40.742251823963, -74.067804647766 40.74243951697, -74.067753671495 40.742514438591, -74.067738999955 40.742536000736, -74.067726889684 40.74257005986, -74.067726270951 40.742571801847, -74.067724793365 40.742575953118, -74.067661014344 40.742755333692, -74.067643000024 40.742805999697, -74.06762115819 40.742932304982, -74.067596999702 40.743071999373, -74.067597401699 40.743151928419, -74.067598000647 40.743270999557, -74.067600550225 40.743283015399, -74.06761687382 40.743359951501, -74.067670129873 40.743610942391))","0.22925973","NJ","017","34017","NJT",,,"CSAO","CSXT","NS",,,,,,,,"MAIN LINE","M","C","368.95851137","0.0038717854174414095","489556","489613","1","380273","US","1458","34",,"1"
"MULTILINESTRING ((-79.492198999284 43.666172000338, -79.491562000486 43.666209000245, -79.491488999817 43.66621299953, -79.491301000141 43.666224000038, -79.491210999588 43.666230000314, -79.491205999357 43.666230000314, -79.489789000562 43.666310999553, -79.488042000038 43.666410999668, -79.486933999305 43.66647800006, -79.486080999538 43.666526000475, -79.485591999471 43.666552999921, -79.484797999728 43.666599000244, -79.483763999709 43.666660000359, -79.48287799932 43.666712000059, -79.482579999068 43.66672999999, -79.482443999991 43.666738999505, -79.481886000339 43.666772000128, -79.481087000365 43.666820000543, -79.480567000666 43.666851000174, -79.478533999544 43.666961999896, -79.477152999711 43.667045000127, -79.476159999784 43.667098999919, -79.474941999374 43.66716899955, -79.474774999766 43.667178999112, -79.473936999793 43.667222000195, -79.473455000048 43.667241000172, -79.472992000281 43.667248000495, -79.472878999566 43.667247000449, -79.472475000721 43.667245000357, -79.471770999732 43.667238999181, -79.470641999828 43.667228000472, -79.469167000157 43.667216000818, -79.467541999863 43.66720000008))","1.23335682","ON",,,"CPRS",,,"GO",,,,,,,,,,"GALT","M","C","1984.89937391","0.024687870022850528","635885","636019","99","747130","CA","3611",,,"2"
"MULTILINESTRING ((-74.790619999713 40.106949999443, -74.785350000402 40.109480000102, -74.781849999977 40.111140000211, -74.779289999734 40.11239999986, -74.776215199672 40.113966999278, -74.775660000509 40.114249999738, -74.773891034943 40.115105927696))","1.04591398","NJ","005","34005","NJT",,,"CSAO","CSXT","NS",,,,,,,,"RIVER LINE","M","C","1683.23875725","0.018612216210264359","485921","485938","1","394913","US","2363","34",,"1"
"MULTILINESTRING ((-74.198786299248 40.690891899841, -74.198425471458 40.691513347563, -74.198194570523 40.691911021477, -74.197689999594 40.692780000397, -74.196579999667 40.694590000228, -74.19613187019 40.695342105954))","0.339167","NJ","013","34013","AMTK",,,"CSAO","CSXT","NJT","NS",,,,,,,"NORTHEAST CORRIDOR","M","B","545.83747261","0.0051820417024951897","487758","487790","1","386362","US","1802","34",,"2"
