"opportunity_zone_fips","state","county","commuter_rail_station_in_oz","commuter_rail_station_in_oz_type","commuter_rail_station_in_oz_name","commuter_rail_station_qtr_mi_oz","commuter_rail_station_qtr_mi_oz_type","commuter_rail_station_qtr_mi_oz_name","commuter_rail_station_hlf_mi_oz","commuter_rail_station_hlf_mi_oz_type","commuter_rail_station_hlf_mi_oz_name"
"9009125200","Connecticut","New Haven","Yes","Commuter Rail Only","Ansonia","No",,,"No",,
"9009140200","Connecticut","New Haven","Yes","Amtrak and Commuter Rail","New Haven Union Station","No",,,"No",,
"9009140200","Connecticut","New Haven","Yes","Amtrak and Commuter Rail","New Haven- Union Station","No",,,"No",,
"9009142200","Connecticut","New Haven","No",,,"Yes","Amtrak and Commuter Rail","New Haven- State Street","No",,
"9009345100","Connecticut","New Haven","No",,,"Yes","Commuter Rail Only","Naugatuck","No",,
"9009350100","Connecticut","New Haven","No",,,"Yes","Commuter Rail Only","Waterbury","No",,
"9011690500","Connecticut","New London","Yes","Amtrak and Commuter Rail","New London","No",,,"No",,
"10003002700","Delaware","New Castle","Yes","Amtrak and Commuter Rail","Wilmington","No",,,"No",,
"10003010104","Delaware","New Castle","Yes","Commuter Rail Only","Claymont","No",,,"No",,
"10003014402","Delaware","New Castle","Yes","Amtrak and Commuter Rail","Newark","No",,,"No",,
"11001009102","District of Columbia","District of Columbia","No",,,"No",,,"Yes","Amtrak and Commuter Rail","Union Station"
"12011041400","Florida","Broward","No",,,"Yes","Amtrak and Commuter Rail","Ft. Lauderdale Station","No",,
"12011080500","Florida","Broward","No",,,"Yes","Commuter Rail Only","Sheridan Street Station","No",,
"12086000903","Florida","Miami-Dade","No",,,"Yes","Commuter Rail Only","Metrorail Transfer Station","No",,
"12086001701","Florida","Miami-Dade","No",,,"Yes","Commuter Rail Only","Hialeah Market Station","No",,
"12086980800","Florida","Miami-Dade","No",,,"No",,,"Yes","Commuter Rail Only","Opa-locka Station"
"12095010500","Florida","Orange","No",,,"Yes","Commuter Rail Only","Church Street","No",,
"12095018500","Florida","Orange","Yes","Amtrak and Commuter Rail","Orlando Health/Amtrak","No",,,"No",,
"12097042300","Florida","Osceola","Yes","Commuter Rail Only","Tupperware","No",,,"No",,
"12099001402","Florida","Palm Beach","Yes","Commuter Rail Only","Mangonia Park Station","No",,,"No",,
"12099005701","Florida","Palm Beach","No",,,"Yes","Commuter Rail Only","Boynton Beach Station","No",,
"12099006801","Florida","Palm Beach","Yes","Amtrak and Commuter Rail","Delray Beach Station","No",,,"No",,
"12117022001","Florida","Seminole","No",,,"Yes","Commuter Rail Only","Altamonte Springs","No",,
"17031230600","Illinois","Cook","No",,,"No",,,"Yes","Commuter Rail Only","Grand / Cicero"
"17031231500","Illinois","Cook","No",,,"Yes","Commuter Rail Only","Kedzie","No",,
"17031340600","Illinois","Cook","No",,,"Yes","Commuter Rail Only","35th St Lou Jones","No",,
"17031350100","Illinois","Cook","Yes","Commuter Rail Only","27th St","No",,,"No",,
"17031351400","Illinois","Cook","No",,,"Yes","Commuter Rail Only","35th St Lou Jones","No",,
"17031351500","Illinois","Cook","No",,,"Yes","Commuter Rail Only","35th St Lou Jones","No",,
"17031430400","Illinois","Cook","Yes","Commuter Rail Only","Stony Island","No",,,"No",,
"17031430600","Illinois","Cook","Yes","Commuter Rail Only","Bryn Mawr","No",,,"No",,
"17031430600","Illinois","Cook","No",,,"Yes","Commuter Rail Only","South Shore","No",,
"17031431301","Illinois","Cook","Yes","Commuter Rail Only","79th Street (Cheltenham)","No",,,"No",,
"17031431302","Illinois","Cook","No",,,"Yes","Commuter Rail Only","South Shore","No",,
"17031431302","Illinois","Cook","Yes","Commuter Rail Only","Windsor Park","No",,,"No",,
"17031460100","Illinois","Cook","Yes","Commuter Rail Only","83rd St. (South Chicago)","No",,,"No",,
"17031460200","Illinois","Cook","Yes","Commuter Rail Only","87th St. (South Chicago)","No",,,"No",,
"17031470100","Illinois","Cook","No",,,"Yes","Commuter Rail Only","87th Street (Woodruff)","No",,
"17031470100","Illinois","Cook","Yes","Commuter Rail Only","91st Street (Chesterfield)","No",,,"No",,
"17031470100","Illinois","Cook","Yes","Commuter Rail Only","95th St. Chicago State Univ.","No",,,"No",,
"17031490901","Illinois","Cook","No",,,"Yes","Commuter Rail Only","107th St","No",,
"17031491400","Illinois","Cook","Yes","Commuter Rail Only","111th Street (Pullman)","No",,,"No",,
"17031491400","Illinois","Cook","No",,,"Yes","Commuter Rail Only","Kensington / 115th Street","No",,
"17031500100","Illinois","Cook","No",,,"Yes","Commuter Rail Only","103rd Street (Rosemoor)","No",,
"17031500200","Illinois","Cook","No",,,"Yes","Commuter Rail Only","103rd Street (Rosemoor)","No",,
"17031500200","Illinois","Cook","No",,,"Yes","Commuter Rail Only","107th St","No",,
"17031500300","Illinois","Cook","No",,,"Yes","Commuter Rail Only","Kensington / 115th Street","No",,
"17031520200","Illinois","Cook","No",,,"No",,,"Yes","Commuter Rail Only","93rd St. (South Chicago)"
"17031530200","Illinois","Cook","No",,,"No",,,"Yes","Commuter Rail Only","State St"
"17031530200","Illinois","Cook","No",,,"No",,,"Yes","Commuter Rail Only","Stewart Ridge"
"17031530200","Illinois","Cook","No",,,"No",,,"Yes","Commuter Rail Only","West Pullman"
"17031530502","Illinois","Cook","No",,,"No",,,"Yes","Commuter Rail Only","State St"
"17031530502","Illinois","Cook","No",,,"No",,,"Yes","Commuter Rail Only","Stewart Ridge"
"17031691500","Illinois","Cook","Yes","Commuter Rail Only","75th Street (Grand Crossing)","No",,,"No",,
"17031691500","Illinois","Cook","No",,,"Yes","Commuter Rail Only","79th St Chatham","No",,
"17031711000","Illinois","Cook","Yes","Commuter Rail Only","Gresham","No",,,"No",,
"17031711400","Illinois","Cook","No",,,"No",,,"Yes","Commuter Rail Only","Beverly Hills - 91st Street"
"17031711400","Illinois","Cook","No",,,"Yes","Commuter Rail Only","Brainerd","No",,
"17031750600","Illinois","Cook","No",,,"No",,,"Yes","Commuter Rail Only","Morgan Park - 111th Street"
"17031811600","Illinois","Cook","No",,,"No",,,"Yes","Commuter Rail Only","Mannheim"
"17031811600","Illinois","Cook","No",,,"No",,,"Yes","Commuter Rail Only","Schiller Park"
"17031814200","Illinois","Cook","Yes","Commuter Rail Only","Cicero","No",,,"No",,
"17031817200","Illinois","Cook","No",,,"Yes","Commuter Rail Only","Melrose Park","No",,
"17031817300","Illinois","Cook","No",,,"Yes","Commuter Rail Only","Melrose Park","No",,
"17031817500","Illinois","Cook","No",,,"Yes","Commuter Rail Only","Maywood","No",,
"17031817500","Illinois","Cook","No",,,"No",,,"Yes","Commuter Rail Only","River Forest"
"17031821200","Illinois","Cook","Yes","Commuter Rail Only","119Th St","No",,,"No",,
"17031821200","Illinois","Cook","Yes","Commuter Rail Only","123rd St","No",,,"No",,
"17031821200","Illinois","Cook","No",,,"Yes","Commuter Rail Only","Blue Island","No",,
"17031821200","Illinois","Cook","Yes","Commuter Rail Only","Blue Island - Vermont St.","Yes","Commuter Rail Only","Blue Island - Vermont St.","No",,
"17031821200","Illinois","Cook","No",,,"Yes","Commuter Rail Only","Burr Oak","No",,
"17031821200","Illinois","Cook","Yes","Commuter Rail Only","Prairie St","No",,,"No",,
"17031821200","Illinois","Cook","No",,,"No",,,"Yes","Commuter Rail Only","Racine Ave"
"17031821401","Illinois","Cook","Yes","Commuter Rail Only","Ashland Ave","No",,,"No",,
"17031821401","Illinois","Cook","No",,,"Yes","Commuter Rail Only","Burr Oak","No",,
"17031821401","Illinois","Cook","No",,,"No",,,"Yes","Commuter Rail Only","Racine Ave"
"17031821500","Illinois","Cook","Yes","Commuter Rail Only","Riverdale","No",,,"No",,
"17031824800","Illinois","Cook","No",,,"Yes","Commuter Rail Only","Robbins","No",,
"17031826500","Illinois","Cook","No",,,"Yes","Commuter Rail Only","147th Street Sibley Boulevard","No",,
"17031826600","Illinois","Cook","Yes","Commuter Rail Only","Ivanhoe","No",,,"No",,
"17031827000","Illinois","Cook","No",,,"Yes","Commuter Rail Only","147th Street Sibley Boulevard","No",,
"17031827100","Illinois","Cook","No",,,"Yes","Commuter Rail Only","147th Street Sibley Boulevard","No",,
"17031827100","Illinois","Cook","No",,,"No",,,"Yes","Commuter Rail Only","Harvey"
"17031827500","Illinois","Cook","No",,,"No",,,"Yes","Commuter Rail Only","Harvey"
"17031827500","Illinois","Cook","No",,,"Yes","Commuter Rail Only","Hazel Crest","No",,
"17031830007","Illinois","Cook","No",,,"Yes","Commuter Rail Only","Richton Park","No",,
"17031834300","Illinois","Cook","No",,,"Yes","Commuter Rail Only","79th St Chatham","No",,
"17031834300","Illinois","Cook","No",,,"Yes","Commuter Rail Only","83rd Street (Avalon Park)","No",,
"17031834300","Illinois","Cook","No",,,"Yes","Commuter Rail Only","87th Street (Woodruff)","No",,
"17031834400","Illinois","Cook","No",,,"Yes","Commuter Rail Only","63rd St","No",,
"17031841000","Illinois","Cook","No",,,"No",,,"Yes","Commuter Rail Only","18th St"
"17031841000","Illinois","Cook","No",,,"Yes","Commuter Rail Only","McCormick Place","No",,
"17031842900","Illinois","Cook","No",,,"No",,,"Yes","Commuter Rail Only","Halstead"
"17031842900","Illinois","Cook","No",,,"Yes","Commuter Rail Only","Western Ave","No",,
"17031843300","Illinois","Cook","No",,,"Yes","Commuter Rail Only","Western Ave","No",,
"17089851400","Illinois","Kane","No",,,"Yes","Commuter Rail Only","National Street","No",,
"17089851600","Illinois","Kane","No",,,"Yes","Commuter Rail Only","Elgin","No",,
"17089851600","Illinois","Kane","No",,,"Yes","Commuter Rail Only","National Street","No",,
"17089853200","Illinois","Kane","No",,,"Yes","Commuter Rail Only","Aurora","No",,
"17089853400","Illinois","Kane","No",,,"Yes","Commuter Rail Only","Aurora","No",,
"17089853600","Illinois","Kane","No",,,"Yes","Commuter Rail Only","Aurora","No",,
"17097862300","Illinois","Lake","No",,,"Yes","Commuter Rail Only","Waukegan","No",,
"17097862901","Illinois","Lake","Yes","Commuter Rail Only","North Chicago","No",,,"No",,
"17111870301","Illinois","McHenry","No",,,"Yes","Commuter Rail Only","Harvard","No",,
"17197882000","Illinois","Will","Yes","Commuter Rail Only","Joliet","No",,,"No",,
"18089010201","Indiana","Lake","Yes","Commuter Rail Only","Miller","No",,,"No",,
"18089010205","Indiana","Lake","Yes","Commuter Rail Only","Gary Metro Center","No",,,"No",,
"18089010304","Indiana","Lake","Yes","Commuter Rail Only","Gary/Chicago Airport","No",,,"No",,
"18089020400","Indiana","Lake","Yes","Commuter Rail Only","Hammond","No",,,"No",,
"18089030600","Indiana","Lake","Yes","Commuter Rail Only","East Chicago","No",,,"No",,
"18091040800","Indiana","LaPorte","Yes","Commuter Rail Only","Michigan City 11th St.","No",,,"No",,
"18141011100","Indiana","St. Joseph","No",,,"No",,,"Yes","Commuter Rail Only","South Bend Airport"
"24003740603","Maryland","Anne Arundel","No",,,"No",,,"Yes","Commuter Rail Only","Odenton"
"24005451600","Maryland","Baltimore","Yes","Commuter Rail Only","Martin Airport","No",,,"No",,
"24021751003","Maryland","Frederick","Yes","Commuter Rail Only","Monocacy","No",,,"No",,
"24021772200","Maryland","Frederick","Yes","Commuter Rail Only","Frederick","No",,,"No",,
"24021775400","Maryland","Frederick","Yes","Commuter Rail Only","Brunswick","No",,,"No",,
"24025302902","Maryland","Harford","Yes","Amtrak and Commuter Rail","Aberdeen","No",,,"No",,
"24031700723","Maryland","Montgomery","No",,,"Yes","Commuter Rail Only","Gaithersburg","No",,
"24031700904","Maryland","Montgomery","No",,,"Yes","Amtrak and Commuter Rail","Rockville","No",,
"24031702500","Maryland","Montgomery","Yes","Commuter Rail Only","Silver Spring","No",,,"No",,
"24033803602","Maryland","Prince George's","Yes","Amtrak and Commuter Rail","New Carrollton","No",,,"No",,
"24033807000","Maryland","Prince George's","No",,,"No",,,"Yes","Commuter Rail Only","Greenbelt"
"24033807200","Maryland","Prince George's","No",,,"Yes","Commuter Rail Only","College Park","No",,
"24510040100","Maryland","Baltimore","No",,,"Yes","Commuter Rail Only","Camden Station/Camden Yards","No",,
"24510120500","Maryland","Baltimore","Yes","Amtrak and Commuter Rail","Penn Station","No",,,"No",,
"24510200200","Maryland","Baltimore","Yes","Commuter Rail Only","West Baltimore","No",,,"No",,
"24510210100","Maryland","Baltimore","No",,,"Yes","Commuter Rail Only","Camden Station/Camden Yards","No",,
"25009204200","Massachusetts","Essex","No",,,"Yes","Commuter Rail Only","Salem","No",,
"25009206100","Massachusetts","Essex","No",,,"Yes","Commuter Rail Only","Lynn","No",,
"25009206800","Massachusetts","Essex","No",,,"Yes","Commuter Rail Only","Lynn","No",,
"25009207000","Massachusetts","Essex","No",,,"Yes","Commuter Rail Only","Lynn","No",,
"25009207200","Massachusetts","Essex","Yes","Commuter Rail Only","River Works","No",,,"No",,
"25009217400","Massachusetts","Essex","Yes","Commuter Rail Only","Beverly","No",,,"No",,
"25009221400","Massachusetts","Essex","No",,,"Yes","Commuter Rail Only","Gloucester","No",,
"25009221500","Massachusetts","Essex","No",,,"Yes","Commuter Rail Only","Gloucester","No",,
"25009251600","Massachusetts","Essex","Yes","Commuter Rail Only","Lawrence","No",,,"No",,
"25009260800","Massachusetts","Essex","Yes","Amtrak and Commuter Rail","Haverhill","No",,,"No",,
"25009260800","Massachusetts","Essex","No",,,"Yes","Commuter Rail Only","Bradford","No",,
"25017311800","Massachusetts","Middlesex","Yes","Commuter Rail Only","Lowell","No",,,"No",,
"25017341300","Massachusetts","Middlesex","Yes","Commuter Rail Only","Malden Center","No",,,"No",,
"25017383101","Massachusetts","Middlesex","No",,,"Yes","Amtrak and Commuter Rail","Framingham","No",,
"25017383102","Massachusetts","Middlesex","No",,,"Yes","Amtrak and Commuter Rail","Framingham","No",,
"25017383102","Massachusetts","Middlesex","No",,,"No",,,"Yes","Commuter Rail Only","West Natick"
"25021417701","Massachusetts","Norfolk","Yes","Commuter Rail Only","Quincy Center","No",,,"No",,
"25021420301","Massachusetts","Norfolk","No",,,"Yes","Commuter Rail Only","Holbrook/Randolph","No",,
"25021422502","Massachusetts","Norfolk","No",,,"No",,,"Yes","Commuter Rail Only","East Weymouth"
"25023511000","Massachusetts","Plymouth","Yes","Commuter Rail Only","Brockton","No",,,"No",,
"25023561200","Massachusetts","Plymouth","Yes","Commuter Rail Only","Bridgewater","No",,,"No",,
"25025040801","Massachusetts","Suffolk","No",,,"No",,,"Yes","Amtrak and Commuter Rail","North Station"
"25025061101","Massachusetts","Suffolk","No",,,"Yes","Commuter Rail Only","JFK/UMass","No",,
"25025061101","Massachusetts","Suffolk","No",,,"No",,,"Yes","Commuter Rail Only","Newmarket"
"25025080601","Massachusetts","Suffolk","Yes","Commuter Rail Only","Ruggles","No",,,"No",,
"25025090901","Massachusetts","Suffolk","No",,,"Yes","Commuter Rail Only","JFK/UMass","No",,
"25025160200","Massachusetts","Suffolk","No",,,"Yes","Commuter Rail Only","Chelsea","No",,
"25025160400","Massachusetts","Suffolk","No",,,"Yes","Commuter Rail Only","Chelsea","No",,
"25025980300","Massachusetts","Suffolk","No",,,"No",,,"Yes","Commuter Rail Only","Four Corners/Geneva Ave"
"25025981100","Massachusetts","Suffolk","No",,,"Yes","Commuter Rail Only","Forest Hills","No",,
"25027709600","Massachusetts","Worcester","No",,,"Yes","Commuter Rail Only","North Leominster","No",,
"25027710700","Massachusetts","Worcester","Yes","Commuter Rail Only","Fitchburg","No",,,"No",,
"25027732500","Massachusetts","Worcester","Yes","Amtrak and Commuter Rail","Worcester","No",,,"No",,
"34001002300","New Jersey","Atlantic","No",,,"Yes","Commuter Rail Only","Atlantic City","No",,
"34001002400","New Jersey","Atlantic","No",,,"Yes","Commuter Rail Only","Atlantic City","No",,
"34001010600","New Jersey","Atlantic","Yes","Commuter Rail Only","Egg Harbor City","No",,,"No",,
"34003021600","New Jersey","Bergen","Yes","Commuter Rail Only","Garfield","No",,,"No",,
"34003023100","New Jersey","Bergen","Yes","Commuter Rail Only","Anderson Street","No",,,"No",,
"34003023100","New Jersey","Bergen","No",,,"Yes","Commuter Rail Only","New Bridge Landing","No",,
"34003023200","New Jersey","Bergen","No",,,"Yes","Commuter Rail Only","New Bridge Landing","No",,
"34003023402","New Jersey","Bergen","Yes","Commuter Rail Only","Essex Street","No",,,"No",,
"34003036100","New Jersey","Bergen","No",,,"Yes","Commuter Rail Only","Teterboro","No",,
"34007610800","New Jersey","Camden","No",,,"Yes","Commuter Rail Only","Pennsauken Transit Center","No",,
"34013004802","New Jersey","Essex","No",,,"Yes","Amtrak and Commuter Rail","Newark Liberty Airport","No",,
"34013008000","New Jersey","Essex","No",,,"Yes","Amtrak and Commuter Rail","Newark Penn","No",,
"34013010600","New Jersey","Essex","Yes","Commuter Rail Only","East Orange","No",,,"No",,
"34013011300","New Jersey","Essex","Yes","Commuter Rail Only","Brick Church","No",,,"No",,
"34013018600","New Jersey","Essex","Yes","Commuter Rail Only","Highland Avenue","No",,,"No",,
"34013018600","New Jersey","Essex","Yes","Commuter Rail Only","Orange","No",,,"No",,
"34013018900","New Jersey","Essex","No",,,"No",,,"Yes","Commuter Rail Only","Mountain Station"
"34013022900","New Jersey","Essex","Yes","Commuter Rail Only","Newark Broad St.","No",,,"No",,
"34021000900","New Jersey","Mercer","Yes","Amtrak and Commuter Rail","Trenton","No",,,"No",,
"34021002902","New Jersey","Mercer","No",,,"No",,,"Yes","Commuter Rail Only","Hamilton"
"34023004800","New Jersey","Middlesex","No",,,"Yes","Commuter Rail Only","Perth Amboy","No",,
"34023004900","New Jersey","Middlesex","No",,,"Yes","Commuter Rail Only","Perth Amboy","No",,
"34023005500","New Jersey","Middlesex","No",,,"Yes","Commuter Rail Only","Jersey Ave","No",,
"34023009300","New Jersey","Middlesex","Yes","Amtrak and Commuter Rail","New Brunswick","No",,,"No",,
"34025803400","New Jersey","Monmouth","Yes","Commuter Rail Only","Red Bank","No",,,"No",,
"34025805800","New Jersey","Monmouth","No",,,"Yes","Commuter Rail Only","Long Branch","No",,
"34025807003","New Jersey","Monmouth","No",,,"Yes","Commuter Rail Only","Asbury Park","No",,
"34025807600","New Jersey","Monmouth","No",,,"Yes","Commuter Rail Only","Asbury Park","No",,
"34025808100","New Jersey","Monmouth","No",,,"Yes","Commuter Rail Only","Bradley Beach","No",,
"34027044800","New Jersey","Morris","Yes","Commuter Rail Only","Dover","No",,,"No",,
"34031183200","New Jersey","Passaic","Yes","Commuter Rail Only","Paterson","No",,,"No",,
"34035051100","New Jersey","Somerset","Yes","Commuter Rail Only","Bound Brook","No",,,"No",,
"34035051200","New Jersey","Somerset","No",,,"Yes","Commuter Rail Only","Bridgewater","No",,
"34039031602","New Jersey","Union","No",,,"Yes","Commuter Rail Only","North Elizabeth","No",,
"34039032400","New Jersey","Union","No",,,"Yes","Commuter Rail Only","Union","No",,
"34039035300","New Jersey","Union","No",,,"Yes","Commuter Rail Only","Linden","No",,
"34039035400","New Jersey","Union","No",,,"Yes","Commuter Rail Only","Linden","No",,
"34039036000","New Jersey","Union","No",,,"Yes","Commuter Rail Only","Rahway","No",,
"34039039000","New Jersey","Union","Yes","Commuter Rail Only","Netherwood","No",,,"No",,
"34039039300","New Jersey","Union","Yes","Commuter Rail Only","Plainfield","No",,,"No",,
"34039039900","New Jersey","Union","Yes","Commuter Rail Only","Elizabeth","No",,,"No",,
"35001002100","New Mexico","Bernalillo","Yes","Amtrak and Commuter Rail","Downtown Albuquerque","No",,,"No",,
"35001003400","New Mexico","Bernalillo","Yes","Commuter Rail Only","Montano","No",,,"No",,
"35001003736","New Mexico","Bernalillo","No",,,"No",,,"Yes","Commuter Rail Only","Sandia Pueblo"
"35001004001","New Mexico","Bernalillo","Yes","Commuter Rail Only","Bernalillo County","No",,,"No",,
"35001004001","New Mexico","Bernalillo","No",,,"Yes","Commuter Rail Only","Isleta Pueblo","No",,
"35043940500","New Mexico","Sandoval","Yes","Commuter Rail Only","Downtown Bernalillo","No",,,"No",,
"35049001002","New Mexico","Santa Fe","Yes","Commuter Rail Only","South Capitol","No",,,"No",,
"35049001103","New Mexico","Santa Fe","No",,,"No",,,"Yes","Commuter Rail Only","Zia Road"
"35049001304","New Mexico","Santa Fe","Yes","Commuter Rail Only","Santa Fe Co./NM 599","No",,,"No",,
"35061970401","New Mexico","Valencia","Yes","Commuter Rail Only","Los Lunas","No",,,"No",,
"36005006300","New York","Bronx","Yes","Commuter Rail Only","Yankees- E 153 St","No",,,"No",,
"36005014100","New York","Bronx","No",,,"Yes","Commuter Rail Only","Melrose","No",,
"36005017500","New York","Bronx","No",,,"Yes","Commuter Rail Only","Melrose","No",,
"36005024700","New York","Bronx","Yes","Commuter Rail Only","Morris Heights","No",,,"No",,
"36005025700","New York","Bronx","Yes","Commuter Rail Only","University Heights","No",,,"No",,
"36005038302","New York","Bronx","No",,,"Yes","Commuter Rail Only","Fordham","No",,
"36005038500","New York","Bronx","No",,,"Yes","Commuter Rail Only","Fordham","No",,
"36005039500","New York","Bronx","Yes","Commuter Rail Only","Tremont","No",,,"No",,
"36005043100","New York","Bronx","Yes","Commuter Rail Only","Williams Bridge","No",,,"No",,
"36027210101","New York","Dutchess","No",,,"No",,,"Yes","Commuter Rail Only","Beacon"
"36027220100","New York","Dutchess","Yes","Amtrak and Commuter Rail","Poughkeepsie","No",,,"No",,
"36047012700","New York","Kings","No",,,"Yes","Commuter Rail Only","Atlantic Terminal","No",,
"36047033900","New York","Kings","No",,,"No",,,"Yes","Commuter Rail Only","Nostrand Avenue"
"36047114400","New York","Kings","Yes","Commuter Rail Only","East New York","No",,,"No",,
"36059406801","New York","Nassau","No",,,"No",,,"Yes","Commuter Rail Only","Country Life Press"
"36059406801","New York","Nassau","Yes","Commuter Rail Only","Hempstead","No",,,"No",,
"36059406802","New York","Nassau","No",,,"No",,,"Yes","Commuter Rail Only","Country Life Press"
"36059416500","New York","Nassau","No",,,"No",,,"Yes","Commuter Rail Only","Island Park"
"36059416500","New York","Nassau","Yes","Commuter Rail Only","Long Beach","No",,,"No",,
"36059517200","New York","Nassau","No",,,"No",,,"Yes","Commuter Rail Only","Glen Cove"
"36059517200","New York","Nassau","Yes","Commuter Rail Only","Glen Street","No",,,"No",,
