"detectorid","timestamp","status","sampleperiod","volume","occupancy","dq_minvol","dq_maxvol","dq_minocc","dq_maxocc","dq_visual"
"416","2011-09-28 16:02:56-07","GOOD","60","10","100","f","f","f","f","f"
"412","2011-09-26 08:52:28-07","GOOD","60","7","66","f","f","f","f","f"
"713","2011-09-27 14:56:34-07","GOOD","60","6","50","f","f","f","f","f"
"714","2011-09-26 04:14:58-07","GOOD","60","0","0","f","f","f","f","f"
"712","2011-11-15 04:56:59-08","GOOD","60","1","0","f","f","f","f","f"
"714","2011-11-02 09:41:33-07","GOOD","60","9","83","f","f","f","f","f"
"253","2011-09-30 12:51:45-07","GOOD","15","1","0","f","f","f","f","f"
"414","2011-09-18 14:06:05-07","GOOD","60","10","66","f","f","f","f","f"
"712","2011-10-29 22:27:12-07","GOOD","60","2","0","f","f","f","f","f"
"254","2011-11-09 18:00:13-08","GOOD","60","4","16","f","f","f","f","f"
"254","2011-10-01 02:28:09-07","GOOD","15","0","0","f","f","f","f","f"
"254","2011-10-06 15:56:39-07","GOOD","15","1","0","f","f","f","f","f"
"410","2011-10-08 02:52:26-07","GOOD","60","2","0","f","f","f","f","f"
"410","2011-10-15 22:56:27-07","GOOD","60","3","0","f","f","f","f","f"
"416","2011-10-26 10:00:42-07","GOOD","60","12","100","f","f","f","f","f"
"713","2011-11-08 22:05:07-08","GOOD","60","2","0","f","f","f","f","f"
"255","2011-10-28 15:18:14-07","GOOD","60","9","216","f","f","f","f","f"
"254","2011-10-16 19:23:32-07","GOOD","15","0","0","f","f","f","f","f"
"712","2011-10-05 07:11:15-07","GOOD","60","3","16","f","f","f","f","f"
"409","2011-09-25 01:59:42-07","GOOD","60","0","0","f","f","f","f","f"
"412","2011-09-22 21:07:32-07","GOOD","60","3","16","f","f","f","f","f"
"713","2011-10-09 06:04:14-07","GOOD","60","0","0","f","f","f","f","f"
"409","2011-10-24 19:38:47-07","GOOD","60","6","33","f","f","f","f","f"
"712","2011-10-04 09:14:50-07","GOOD","60","5","33","f","f","f","f","f"
"412","2011-09-20 22:22:29-07","GOOD","60","1","0","f","f","f","f","f"
"415","2011-11-07 11:19:37-08","GOOD","60","2","0","f","f","f","f","f"
"416","2011-10-29 22:29:22-07","GOOD","60","8","66","f","f","f","f","f"
"416","2011-10-02 19:57:27-07","GOOD","60","8","66","f","f","f","f","f"
"416","2011-10-25 03:25:49-07","GOOD","60","1","0","f","f","f","f","f"
"409","2011-09-15 22:09:19-07","GOOD","60","4","16","f","f","f","f","f"
"255","2011-09-18 10:31:04-07","GOOD","15","0","0","f","f","f","f","t"
"255","2011-09-15 23:15:20-07","GOOD","15","0","0","f","f","f","f","t"
"411","2011-11-08 17:46:39-08","GOOD","60","8","83","f","f","f","f","f"
"412","2011-10-30 04:42:16-07","GOOD","60","1","0","f","f","f","f","f"
"715","2011-09-30 19:39:15-07","GOOD","60","2","16","f","f","f","f","f"
"413","2011-09-25 23:36:04-07","GOOD","60","0","0","f","f","f","f","t"
"253","2011-11-15 17:03:25-08","GOOD","60","5","50","f","f","f","f","f"
"410","2011-11-04 09:47:56-07","GOOD","60","0","0","f","f","f","f","f"
"712","2011-11-06 09:54:38-08","GOOD","60","6","50","f","f","f","f","f"
"714","2011-10-01 12:59:29-07","GOOD","60","6","50","f","f","f","f","f"
"253","2011-10-13 22:53:19-07","GOOD","15","2","0","f","f","f","f","f"
"414","2011-10-24 03:46:26-07","GOOD","60","2","0","f","f","f","f","f"
"415","2011-11-03 20:29:35-07","GOOD","60","4","0","f","f","f","f","f"
"714","2011-11-08 10:15:07-08","GOOD","60","3","16","f","f","f","f","f"
"410","2011-09-18 04:38:50-07","GOOD","60","0","0","f","f","f","f","f"
"714","2011-11-13 11:30:38-08","GOOD","60","5","33","f","f","f","f","f"
"412","2011-10-31 08:07:15-07","GOOD","60","3","16","f","f","f","f","f"
"412","2011-11-07 12:19:37-08","GOOD","60","4","33","f","f","f","f","f"
"409","2011-11-08 19:59:38-08","GOOD","60","4","16","f","f","f","f","f"
"253","2011-09-28 00:36:20-07","GOOD","15","0","0","f","f","f","f","f"
"415","2011-09-18 17:27:13-07","GOOD","60","3","0","f","f","f","f","f"
"416","2011-10-13 13:07:18-07","GOOD","60","6","50","f","f","f","f","f"
"416","2011-09-18 21:05:32-07","GOOD","60","5","50","f","f","f","f","f"
"714","2011-09-29 13:03:56-07","GOOD","60","14","116","f","f","f","f","f"
"254","2011-10-17 05:10:34-07","GOOD","15","0","0","f","f","f","f","f"
"253","2011-10-19 22:30:27-07","GOOD","15","0","0","f","f","f","f","f"
"416","2011-09-26 12:23:20-07","GOOD","60","9","83","f","f","f","f","t"
"414","2011-10-30 19:39:25-07","GOOD","60","7","50","f","f","f","f","f"
"715","2011-09-25 23:20:15-07","GOOD","60","2","0","f","f","f","f","f"
"411","2011-10-20 15:06:48-07","GOOD","60","10","83","f","f","f","f","f"
"414","2011-10-13 20:40:19-07","GOOD","60","11","116","f","f","f","f","f"
"415","2011-10-18 13:56:01-07","GOOD","60","4","0","f","f","f","f","f"
"253","2011-10-22 17:59:07-07","GOOD","60","3","16","f","f","f","f","f"
"253","2011-11-03 02:51:09-07","GOOD","60","1","0","f","f","f","f","f"
"712","2011-10-07 01:23:36-07","GOOD","60","0","0","f","f","f","f","f"
"414","2011-11-09 00:19:38-08","GOOD","60","3","16","f","f","f","f","f"
"416","2011-10-28 19:52:20-07","GOOD","60","3","16","f","f","f","f","f"
"254","2011-11-07 21:11:37-08","GOOD","60","1","0","f","f","f","f","f"
"253","2011-10-13 22:40:20-07","GOOD","15","0","0","f","f","f","f","f"
"416","2011-10-26 07:20:41-07","GOOD","60","7","66","f","f","f","f","f"
"253","2011-09-20 10:26:36-07","GOOD","15","1","0","f","f","f","f","f"
"255","2011-11-15 12:17:21-08","GOOD","60","5","116","f","f","f","f","f"
"253","2011-10-08 23:39:43-07","GOOD","15","1","0","f","f","f","f","f"
"254","2011-10-31 09:51:24-07","GOOD","60","1","0","f","f","f","f","f"
"416","2011-11-03 14:24:11-07","GOOD","60","3","16","f","f","f","f","f"
"412","2011-09-29 06:54:52-07","GOOD","60","5","50","f","f","f","f","f"
"256","2011-10-19 05:18:31-07","GOOD","15","1","0","f","f","f","f","t"
"713","2011-11-01 12:12:17-07","GOOD","60","13","100","f","f","f","f","f"
"255","2011-09-27 13:03:16-07","GOOD","15","1","0","f","f","f","f","t"
"414","2011-10-31 08:10:24-07","GOOD","60","5","33","f","f","f","f","f"
"414","2011-10-05 08:23:00-07","GOOD","60","7","66","f","f","f","f","f"
"256","2011-10-01 09:47:24-07","GOOD","15","0","0","f","f","f","f","t"
"255","2011-11-06 21:41:37-08","GOOD","60","1","0","f","f","f","f","f"
"256","2011-09-15 00:13:50-07","GOOD","15","0","0","f","f","f","f","t"
"255","2011-09-26 07:00:19-07","GOOD","15","0","0","f","f","f","f","t"
"714","2011-11-07 16:08:59-08","GOOD","60","6","33","f","f","f","f","f"
"413","2011-10-06 21:45:13-07","GOOD","60","0","0","f","f","f","f","t"
"253","2011-11-11 15:00:20-08","GOOD","60","2","16","f","f","f","f","f"
"715","2011-09-20 12:46:26-07","GOOD","60","3","16","f","f","f","f","f"
"414","2011-10-04 08:18:47-07","GOOD","60","6","50","f","f","f","f","f"
"714","2011-10-16 11:15:31-07","GOOD","60","0","0","f","f","f","f","f"
"253","2011-10-26 04:35:40-07","GOOD","60","0","0","f","f","f","f","f"
"255","2011-11-10 04:35:14-08","GOOD","60","1","0","f","f","f","f","f"
"715","2011-10-27 11:59:08-07","GOOD","60","11","133","f","f","f","f","f"
"411","2011-10-06 10:04:25-07","GOOD","60","5","33","f","f","f","f","f"
"256","2011-09-30 14:22:48-07","GOOD","15","0","0","f","f","f","f","t"
"713","2011-10-24 00:57:45-07","GOOD","60","1","0","f","f","f","f","f"
"414","2011-11-13 11:34:06-08","GOOD","60","4","16","f","f","f","f","f"
"713","2011-09-24 10:08:24-07","GOOD","60","8","50","f","f","f","f","f"
"416","2011-10-21 04:09:20-07","GOOD","60","0","0","f","f","f","f","f"
"409","2011-09-29 15:36:10-07","GOOD","60","10","100","f","f","f","f","f"
"712","2011-10-01 02:34:56-07","GOOD","60","1","0","f","f","f","f","f"
"410","2011-10-18 04:39:53-07","GOOD","60","0","0","f","f","f","f","f"
"412","2011-10-23 19:42:48-07","GOOD","60","3","233","f","f","f","f","f"
"715","2011-11-03 21:16:09-07","GOOD","60","2","16","f","f","f","f","f"
"414","2011-10-13 04:09:32-07","GOOD","60","1","0","f","f","f","f","f"
"712","2011-10-01 06:30:02-07","GOOD","60","2","16","f","f","f","f","f"
"409","2011-09-16 00:40:22-07","GOOD","60","0","0","f","f","f","f","f"
"253","2011-10-19 18:17:10-07","GOOD","15","0","0","f","f","f","f","f"
"416","2011-10-22 18:18:10-07","GOOD","60","6","50","f","f","f","f","f"
"253","2011-10-30 22:15:24-07","GOOD","60","2","0","f","f","f","f","f"
"412","2011-10-31 12:14:16-07","GOOD","60","8","66","f","f","f","f","f"
"715","2011-09-27 13:44:21-07","GOOD","60","2","0","f","f","f","f","f"
"256","2011-10-07 11:59:30-07","GOOD","15","0","0","f","f","f","f","t"
"416","2011-10-07 05:41:04-07","GOOD","60","2","16","f","f","f","f","f"
"256","2011-09-30 04:42:27-07","GOOD","15","0","0","f","f","f","f","t"
"253","2011-10-18 14:46:01-07","GOOD","15","1","0","f","f","f","f","f"
"413","2011-09-19 01:55:58-07","GOOD","60","0","0","f","f","f","f","t"
"416","2011-09-29 08:17:05-07","GOOD","60","8","66","f","f","f","f","f"
"712","2011-10-30 19:08:15-07","GOOD","60","6","50","f","f","f","f","f"
"254","2011-10-03 06:46:44-07","GOOD","15","0","0","f","f","f","f","f"
"411","2011-10-29 07:13:12-07","GOOD","60","0","0","f","f","f","f","f"
"409","2011-11-06 21:34:37-08","GOOD","60","3","0","f","f","f","f","f"
"715","2011-11-07 22:08:59-08","GOOD","60","1","0","f","f","f","f","f"
"712","2011-11-15 09:52:01-08","GOOD","60","3","16","f","f","f","f","f"
"254","2011-11-01 22:34:43-07","GOOD","60","0","0","f","f","f","f","f"
"714","2011-11-12 13:42:28-08","GOOD","60","8","66","f","f","f","f","f"
"256","2011-10-05 03:50:56-07","GOOD","15","0","0","f","f","f","f","t"
"256","2011-11-05 19:35:40-07","GOOD","60","0","0","f","f","f","f","f"
"713","2011-09-28 06:51:11-07","GOOD","60","4","33","f","f","f","f","f"
"715","2011-11-07 23:39:59-08","GOOD","60","0","0","f","f","f","f","f"
"254","2011-10-01 07:32:21-07","GOOD","15","0","0","f","f","f","f","f"
"411","2011-10-05 14:52:07-07","GOOD","60","18","166","f","f","f","f","f"
"411","2011-09-24 14:33:07-07","GOOD","60","10","83","f","f","f","f","f"
"410","2011-10-02 13:40:25-07","GOOD","60","9","66","f","f","f","f","f"
"411","2011-11-07 13:00:38-08","GOOD","60","12","100","f","f","f","f","f"
"411","2011-09-21 07:53:48-07","GOOD","60","4","33","f","f","f","f","f"
"409","2011-10-23 15:13:46-07","GOOD","60","5","33","f","f","f","f","f"
"253","2011-09-19 11:10:44-07","GOOD","15","0","0","f","f","f","f","f"
"253","2011-10-12 08:48:34-07","GOOD","15","1","0","f","f","f","f","f"
"714","2011-10-04 04:15:48-07","GOOD","60","0","0","f","f","f","f","f"
"253","2011-10-14 18:10:24-07","GOOD","15","0","0","f","f","f","f","f"
"412","2011-10-30 14:54:15-07","GOOD","60","6","66","f","f","f","f","f"
"412","2011-10-29 05:23:12-07","GOOD","60","1","0","f","f","f","f","f"
"416","2011-09-20 08:58:35-07","GOOD","60","5","50","f","f","f","f","f"
"413","2011-11-10 17:59:45-08","GOOD","60","6","50","f","f","f","f","f"
"256","2011-10-19 11:35:45-07","GOOD","15","1","0","f","f","f","f","t"
"414","2011-09-28 03:01:32-07","GOOD","60","0","0","f","f","f","f","f"
"256","2011-10-09 15:28:44-07","GOOD","15","0","0","f","f","f","f","t"
"415","2011-11-06 18:57:37-08","GOOD","60","1","0","f","f","f","f","f"
"715","2011-10-17 03:27:14-07","GOOD","60","0","0","f","f","f","f","f"
"412","2011-10-26 22:56:08-07","GOOD","60","1","0","f","f","f","f","f"
"254","2011-09-19 12:46:57-07","GOOD","15","0","0","f","f","f","f","f"
"255","2011-11-07 12:14:38-08","GOOD","60","1","883","f","f","f","f","f"
"714","2011-10-04 10:19:50-07","GOOD","60","5","33","f","f","f","f","f"
"254","2011-10-05 10:27:04-07","GOOD","15","0","0","f","f","f","f","f"
"713","2011-09-21 02:02:00-07","GOOD","60","0","0","f","f","f","f","f"
"712","2011-10-21 19:22:18-07","GOOD","60","6","50","f","f","f","f","f"
"714","2011-11-05 09:09:25-07","GOOD","60","4","16","f","f","f","f","f"
"411","2011-10-21 06:50:01-07","GOOD","60","4","33","f","f","f","f","f"
"411","2011-09-30 00:03:30-07","GOOD","60","1","0","f","f","f","f","f"
"410","2011-11-02 01:27:19-07","GOOD","60","0","0","f","f","f","f","f"
"714","2011-10-02 07:14:14-07","GOOD","60","2","0","f","f","f","f","f"
"414","2011-10-20 20:34:46-07","GOOD","60","6","50","f","f","f","f","f"
"712","2011-10-01 02:31:53-07","GOOD","60","1","0","f","f","f","f","f"
"255","2011-09-17 05:56:05-07","GOOD","15","0","0","f","f","f","f","t"
"255","2011-10-17 06:02:34-07","GOOD","15","0","0","f","f","f","f","t"
"416","2011-09-22 02:17:09-07","GOOD","60","0","0","f","f","f","f","f"
"415","2011-11-12 05:49:52-08","GOOD","60","0","0","f","f","f","f","f"
"413","2011-09-15 16:53:19-07","GOOD","60","0","0","f","f","f","f","t"
"413","2011-11-07 06:01:37-08","GOOD","60","0","0","f","f","f","f","f"
"714","2011-10-20 16:00:48-07","GOOD","60","9","66","f","f","f","f","f"
"414","2011-09-25 19:48:32-07","GOOD","60","7","66","f","f","f","f","f"
"255","2011-10-08 22:01:43-07","GOOD","15","0","0","f","f","f","f","t"
"414","2011-11-12 16:37:58-08","GOOD","60","11","83","f","f","f","f","f"
"254","2011-09-30 07:17:57-07","GOOD","15","0","0","f","f","f","f","f"
"410","2011-11-07 19:43:38-08","GOOD","60","5","33","f","f","f","f","f"
"412","2011-10-22 19:37:48-07","GOOD","60","4","33","f","f","f","f","f"
"412","2011-10-30 10:28:16-07","GOOD","60","5","33","f","f","f","f","f"
"255","2011-10-14 05:07:20-07","GOOD","15","0","0","f","f","f","f","t"
"416","2011-11-10 20:46:45-08","GOOD","60","1","0","f","f","f","f","f"
"255","2011-10-02 16:15:35-07","GOOD","15","0","0","f","f","f","f","t"
"256","2011-09-30 01:52:55-07","GOOD","15","0","0","f","f","f","f","t"
"415","2011-09-16 23:06:30-07","GOOD","60","1","0","f","f","f","f","f"
"715","2011-10-06 05:29:35-07","GOOD","60","1","0","f","f","f","f","f"
"410","2011-09-19 23:28:19-07","GOOD","60","5","33","f","f","f","f","f"
"416","2011-10-02 12:15:16-07","GOOD","60","8","66","f","f","f","f","f"
"256","2011-11-02 17:47:48-07","GOOD","60","2","0","f","f","f","f","f"
"714","2011-10-16 16:03:11-07","GOOD","60","13","100","f","f","f","f","f"
"254","2011-11-02 15:24:47-07","GOOD","60","4","16","f","f","f","f","f"
"410","2011-11-06 21:22:37-08","GOOD","60","4","16","f","f","f","f","f"
"413","2011-11-11 01:06:46-08","GOOD","60","2","0","f","f","f","f","f"
"413","2011-10-05 12:56:05-07","GOOD","60","0","0","f","f","f","f","t"
"256","2011-11-13 21:53:41-08","GOOD","60","0","0","f","f","f","f","f"
"253","2011-10-05 13:07:05-07","GOOD","15","1","0","f","f","f","f","f"
"411","2011-10-05 09:10:03-07","GOOD","60","7","50","f","f","f","f","f"
"413","2011-10-17 08:14:35-07","GOOD","60","0","0","f","f","f","f","t"
"253","2011-10-27 23:59:13-07","GOOD","60","0","0","f","f","f","f","f"
"715","2011-10-09 03:22:14-07","GOOD","60","1","0","f","f","f","f","f"
"413","2011-11-09 14:09:43-08","GOOD","60","4","16","f","f","f","f","f"
"415","2011-09-16 13:23:25-07","GOOD","60","8","16","f","f","f","f","f"
"412","2011-10-17 07:03:35-07","GOOD","60","1","0","f","f","f","f","f"
"713","2011-10-26 21:40:08-07","GOOD","60","2","0","f","f","f","f","f"
"411","2011-09-20 15:00:26-07","GOOD","60","7","50","f","f","f","f","f"
"410","2011-10-31 15:00:15-07","GOOD","60","4","16","f","f","f","f","f"
"715","2011-09-19 12:30:46-07","GOOD","60","5","33","f","f","f","f","f"
"411","2011-10-12 14:00:58-07","GOOD","60","4","16","f","f","f","f","f"
"254","2011-11-14 09:34:46-08","GOOD","60","0","0","f","f","f","f","f"
"416","2011-11-15 21:34:41-08","GOOD","60","5","50","f","f","f","f","f"
"712","2011-10-06 14:54:51-07","GOOD","60","10","100","f","f","f","f","f"
"410","2011-09-28 09:17:42-07","GOOD","60","13","100","f","f","f","f","f"
"714","2011-10-12 23:30:18-07","GOOD","60","1","0","f","f","f","f","f"
"413","2011-09-20 08:15:35-07","GOOD","60","0","0","f","f","f","f","t"
"415","2011-10-03 07:36:21-07","GOOD","60","1","0","f","f","f","f","f"
"714","2011-09-29 01:41:00-07","GOOD","60","0","0","f","f","f","f","f"
"410","2011-10-31 17:57:15-07","GOOD","60","11","83","f","f","f","f","f"
"713","2011-10-12 00:31:01-07","GOOD","60","0","0","f","f","f","f","f"
"411","2011-11-01 00:07:15-07","GOOD","60","1","0","f","f","f","f","f"
"415","2011-09-28 16:18:58-07","GOOD","60","9","33","f","f","f","f","f"
"410","2011-10-23 02:46:37-07","GOOD","60","2","0","f","f","f","f","f"
"410","2011-10-10 07:13:52-07","GOOD","60","7","33","f","f","f","f","f"
"255","2011-09-16 14:08:24-07","GOOD","15","3","666","f","f","f","f","t"
"410","2011-09-26 09:14:32-07","GOOD","60","10","66","f","f","f","f","f"
"715","2011-09-30 07:56:00-07","GOOD","60","6","50","f","f","f","f","f"
"416","2011-09-27 12:29:14-07","GOOD","60","4","33","f","f","f","f","t"
"409","2011-10-19 21:54:24-07","GOOD","60","5","33","f","f","f","f","f"
"714","2011-11-01 13:38:17-07","GOOD","60","12","100","f","f","f","f","f"
"712","2011-11-05 13:42:28-07","GOOD","60","12","150","f","f","f","f","f"
"416","2011-09-28 01:01:30-07","GOOD","60","0","0","f","f","f","f","f"
"416","2011-09-18 08:27:51-07","GOOD","60","2","16","f","f","f","f","f"
"712","2011-10-29 12:12:12-07","GOOD","60","8","83","f","f","f","f","f"
"254","2011-10-19 07:41:38-07","GOOD","15","0","0","f","f","f","f","f"
"714","2011-10-19 18:06:32-07","GOOD","60","11","100","f","f","f","f","f"
"411","2011-10-12 15:53:58-07","GOOD","60","5","33","f","f","f","f","f"
"415","2011-10-22 03:13:05-07","GOOD","60","0","0","f","f","f","f","f"
"256","2011-11-04 15:48:24-07","GOOD","60","3","33","f","f","f","f","f"
"412","2011-09-21 10:37:59-07","GOOD","60","8","83","f","f","f","f","f"
"714","2011-10-14 09:04:21-07","GOOD","60","6","50","f","f","f","f","f"
"416","2011-10-02 08:28:42-07","GOOD","60","1","0","f","f","f","f","f"
"412","2011-10-28 10:48:10-07","GOOD","60","3","16","f","f","f","f","f"
"256","2011-11-11 16:48:20-08","GOOD","60","3","16","f","f","f","f","f"
"255","2011-11-15 19:43:28-08","GOOD","60","2","16","f","f","f","f","f"
"415","2011-10-31 19:42:24-07","GOOD","60","3","0","f","f","f","f","f"
"712","2011-10-26 03:00:41-07","GOOD","60","1","16","f","f","f","f","f"
"715","2011-10-14 07:32:22-07","GOOD","60","1","0","f","f","f","f","f"
"412","2011-09-29 16:56:10-07","GOOD","60","3","33","f","f","f","f","f"
"413","2011-11-07 13:41:37-08","GOOD","60","7","50","f","f","f","f","f"
"414","2011-10-20 16:38:28-07","GOOD","60","8","66","f","f","f","f","f"
"410","2011-09-26 01:52:14-07","GOOD","60","1","0","f","f","f","f","f"
"411","2011-10-16 20:26:32-07","GOOD","60","3","16","f","f","f","f","f"
"254","2011-11-02 00:51:44-07","GOOD","60","0","0","f","f","f","f","f"
"409","2011-10-25 11:23:54-07","GOOD","60","5","33","f","f","f","f","f"
"714","2011-11-10 18:07:14-08","GOOD","60","12","100","f","f","f","f","f"
"715","2011-11-01 11:41:16-07","GOOD","60","8","66","f","f","f","f","f"
"413","2011-11-04 15:14:38-07","GOOD","60","4","16","f","f","f","f","f"
"409","2011-10-15 07:28:24-07","GOOD","60","0","0","f","f","f","f","f"
"714","2011-10-12 01:43:02-07","GOOD","60","0","0","f","f","f","f","f"
"414","2011-10-25 18:57:38-07","GOOD","60","6","50","f","f","f","f","f"
"411","2011-11-05 20:09:15-07","GOOD","60","3","16","f","f","f","f","f"
"256","2011-11-12 23:17:31-08","GOOD","60","1","0","f","f","f","f","f"
"712","2011-10-20 04:18:06-07","GOOD","60","0","0","f","f","f","f","f"
"712","2011-09-25 21:08:55-07","GOOD","60","4","33","f","f","f","f","f"
"254","2011-11-08 22:15:38-08","GOOD","60","0","0","f","f","f","f","f"
"414","2011-10-19 08:45:40-07","GOOD","60","3","16","f","f","f","f","f"
"415","2011-10-08 08:42:41-07","GOOD","60","4","0","f","f","f","f","f"
"412","2011-11-01 12:42:18-07","GOOD","60","4","33","f","f","f","f","f"
"409","2011-09-28 06:33:07-07","GOOD","60","2","0","f","f","f","f","f"
"256","2011-10-03 12:35:45-07","GOOD","15","0","0","f","f","f","f","t"
"255","2011-10-06 07:31:22-07","GOOD","15","0","0","f","f","f","f","t"
"714","2011-09-21 14:50:52-07","GOOD","60","8","66","f","f","f","f","f"
"413","2011-10-23 07:06:14-07","GOOD","60","0","0","f","f","f","f","f"
"253","2011-10-29 01:58:19-07","GOOD","60","1","0","f","f","f","f","f"
"412","2011-10-26 19:46:07-07","GOOD","60","4","33","f","f","f","f","f"
"713","2011-10-06 09:13:39-07","GOOD","60","12","83","f","f","f","f","f"
"255","2011-09-21 08:44:09-07","GOOD","15","2","600","f","f","f","f","t"
"712","2011-10-29 13:14:12-07","GOOD","60","7","50","f","f","f","f","f"
"413","2011-10-11 04:51:47-07","GOOD","60","0","0","f","f","f","f","t"
"713","2011-11-13 13:38:39-08","GOOD","60","11","100","f","f","f","f","f"
"255","2011-09-22 17:33:15-07","GOOD","15","6","266","f","f","f","f","t"
"411","2011-09-22 18:42:16-07","GOOD","60","8","66","f","f","f","f","f"
"416","2011-11-01 16:14:26-07","GOOD","60","16","166","f","f","f","f","f"
"415","2011-10-26 07:48:42-07","GOOD","60","6","16","f","f","f","f","f"
"414","2011-11-14 08:59:15-08","GOOD","60","7","50","f","f","f","f","f"
"413","2011-11-10 11:51:44-08","GOOD","60","4","16","f","f","f","f","f"
"412","2011-10-10 15:59:53-07","GOOD","60","11","400","f","f","f","f","f"
"714","2011-10-06 14:33:50-07","GOOD","60","7","66","f","f","f","f","f"
"715","2011-10-12 06:45:03-07","GOOD","60","2","16","f","f","f","f","f"
"411","2011-10-16 16:28:31-07","GOOD","60","8","66","f","f","f","f","f"
"409","2011-09-18 02:18:48-07","GOOD","60","0","0","f","f","f","f","f"
"712","2011-10-04 00:27:47-07","GOOD","60","0","0","f","f","f","f","f"
"713","2011-10-27 21:14:09-07","GOOD","60","7","83","f","f","f","f","f"
"415","2011-09-15 18:35:20-07","GOOD","60","4","0","f","f","f","f","f"
"409","2011-09-22 02:50:01-07","GOOD","60","0","0","f","f","f","f","f"
"414","2011-10-06 15:25:37-07","GOOD","60","6","50","f","f","f","f","f"
"714","2011-10-28 13:03:10-07","GOOD","60","17","183","f","f","f","f","f"
"409","2011-10-30 10:25:15-07","GOOD","60","1","0","f","f","f","f","f"
"256","2011-09-21 01:35:46-07","GOOD","15","1","0","f","f","f","f","t"
"409","2011-11-06 03:01:48-08","GOOD","60","1","0","f","f","f","f","f"
"414","2011-10-06 13:43:34-07","GOOD","60","3","16","f","f","f","f","f"
"715","2011-11-02 13:07:34-07","GOOD","60","6","50","f","f","f","f","f"
