"radar_point_id","global_instance_id","run_id","run_instance_id","parent_instance_id","timestamp","leader_vel","leader_accel","follower_vel","follower_accel","delta_dist","delta_vel"
"0","401001","401","1","1","00:07:45.158","14.81073","0.0","15.31073","0.089993","39.575989","0.5"
"1","401001","401","1","1","00:07:45.261","14.69755","0.0","15.19755","0.065128","39.52841","0.5"
"2","401001","401","1","1","00:07:45.358","14.69755","0.0","15.467228","0.07","39.457703","0.769678"
"3","401001","401","1","1","00:07:45.461","14.82102","0.0","15.42102","0.042466","39.391892","0.6"
"4","401001","401","1","1","00:07:45.559","14.86732","0.0","15.567378","0.070006","39.351981","0.700058"
"5","401001","401","1","1","00:07:45.657","14.75928","0.0","15.45928","0.09","39.268787","0.7"
"6","401001","401","1","1","00:07:45.764","14.55865","0.0","15.441613","0.09","39.229452","0.882963"
"7","401001","401","1","1","00:07:45.863","14.72842","0.0","15.528439","0.069998","39.159988","0.800019"
"8","401001","401","1","1","00:07:45.958","14.78501","0.0","15.449698","0.06","39.0847","0.664688"
"9","401001","401","1","1","00:07:46.060","14.70784","0.0","15.40784","0.084243","39.018421","0.7"
"10","401001","401","1","1","00:07:46.158","14.70784","0.0","15.50784","0.108835","38.907728","0.8"
"11","401001","401","1","1","00:07:46.258","14.61524","0.0","15.41524","0.089259","38.800884","0.8"
"12","401001","401","1","1","00:07:46.357","14.57923","0.0","15.37923","0.053352","38.733364","0.8"
"13","401001","401","1","1","00:07:46.462","14.57923","0.0","15.185437","0.011241","38.649986","0.606207"
"14","401001","401","1","1","00:07:46.567","14.39918","0.0","15.316757","-0.197577","38.546375","0.917577"
"15","401001","401","1","1","00:07:46.660","14.41461","0.0","15.11461","-0.745149","38.47252","0.7"
"16","401001","401","1","1","00:07:46.758","14.50206","0.0","15.20206","-0.7","38.41466","0.7"
"17","401001","401","1","1","00:07:46.864","14.47634","0.0","15.17634","-0.674765","38.343247","0.7"
"18","401001","401","1","1","00:07:46.970","14.47634","0.0","15.17634","-0.623944","38.25108","0.7"
"19","401001","401","1","1","00:07:47.058","14.4712","0.0","15.1712","-0.596509","38.188828","0.7"
"20","401001","401","1","1","00:07:47.157","14.30658","0.0","15.00658","-0.58","38.113519","0.7"
"21","401001","401","1","1","00:07:47.258","14.36316","0.0","15.06316","-0.58","38.043368","0.7"
"22","401001","401","1","1","00:07:47.360","14.33744","0.0","14.937407","-0.559997","38.007989","0.599967"
"23","401001","401","1","1","00:07:47.463","14.30658","0.0","15.06334","-0.338916","37.893837","0.75676"
"24","401001","401","1","1","00:07:47.558","14.1934","0.0","14.7934","-0.243697","37.855305","0.6"
"25","401001","401","1","1","00:07:47.658","14.36316","0.0","14.96316","-0.146984","37.79487","0.6"
"26","401001","401","1","1","00:07:47.768","14.36316","0.0","14.96316","-0.277954","37.706903","0.6"
"27","401001","401","1","1","00:07:47.859","14.20369","0.0","14.80369","-0.348576","37.637712","0.6"
"28","401001","401","1","1","00:07:47.958","14.20883","0.0","14.80883","-0.336895","37.569936","0.6"
"29","401001","401","1","1","00:07:48.061","14.18826","0.0","14.681302","-0.33","37.525773","0.493042"
"30","401001","401","1","1","00:07:48.169","14.50206","0.0","15.00206","-0.274282","37.451425","0.5"
"31","401001","401","1","1","00:07:48.258","14.17282","0.0","14.67282","-0.288064","37.374194","0.5"
"32","401001","401","1","1","00:07:48.358","14.35288","0.0","14.85288","-0.298936","37.339405","0.5"
"33","401001","401","1","1","00:07:48.458","14.21912","0.0","14.500493","-0.311863","37.30102","0.281373"
"34","401001","401","1","1","00:07:48.558","14.21912","0.0","14.61912","-0.3","37.225223","0.4"
"35","401001","401","1","1","00:07:48.658","14.34259","0.0","14.570613","-0.292802","37.184967","0.228023"
"36","401001","401","1","1","00:07:48.757","14.13681","0.0","14.43681","-0.29","37.144379","0.3"
"37","401001","401","1","1","00:07:48.868","14.1471","0.0","14.4471","-0.347947","37.137642","0.3"
"38","401001","401","1","1","00:07:48.970","14.21398","0.0","14.332772","-0.35","37.086013","0.118792"
"39","401001","401","1","1","00:07:49.058","14.14196","0.0","14.34196","-0.356028","37.060709","0.2"
"40","401001","401","1","1","00:07:49.164","14.32201","0.0","14.52201","-0.460013","37.048","0.2"
"41","401001","401","1","1","00:07:49.261","14.17282","0.0","14.161823","-0.562199","37.016","-0.010997"
"42","401001","401","1","1","00:07:49.361","14.17282","0.0","14.27282","-0.33","36.962393","0.1"
"43","401001","401","1","1","00:07:49.458","14.55351","0.0","14.65351","-0.37","36.984","0.1"
"44","401001","401","1","1","00:07:49.657","14.21398","0.0","14.21398","0.065873","36.888","0.0"
"45","401001","401","1","1","00:07:49.758","14.17282","0.0","14.17282","-0.349274","36.888","0.0"
"46","401001","401","1","1","00:07:49.860","14.18826","0.0","14.18826","-0.48927","36.856","0.0"
"47","401001","401","1","1","00:07:49.957","14.1934","0.0","14.306482","-0.267384","36.819814","0.113082"
"48","401001","401","1","1","00:07:50.059","14.17797","0.0","14.17797","-0.28","36.824","0.0"
"49","401001","401","1","1","00:07:50.161","14.17797","0.0","14.17797","-0.354257","36.824","0.0"
"50","401001","401","1","1","00:07:50.263","14.06993","0.0","14.06993","-0.36","36.824","0.0"
