"sourceid","obstypeid","obstypename","sensorid","sensorindex","platformid","siteid","category","contribid","contributor","platformcode","timestamp","latitude","longitude","elevation","observation","units","englishvalue","englishunits","confvalue","flag_1","flag_2","flag_3","flag_4","flag_5","flag_6","flag_7","flag_8","flag_9","flag_10","flag_11","flag_12","flag_13","location","location_address","location_city","location_state","location_zip"
"1","554","essAtmosphericPressure","108271","0","6148","5710","M","26","MI_State_DOT","1FAFP532X5A302208","2014-09-05T11:44:00.000","42.33641","-83.00002","473","1000","mbar","29.53","inHg","0.816","P","-","P","P","-","/","-","N","-","/","-","/",,"POINT (-83.00002 42.33641)",,,,
"1","575","essDewpointTemp","407195","0","6148","5710","M","26","MI_State_DOT","1FAFP532X5A302208","2014-09-05T11:44:00.000","42.33641","-83.00002","473","21.667","C","71","F","0.894","P","-","P","P","N","/","P","P","-","/","/","/",,"POINT (-83.00002 42.33641)",,,,
"1","575","essDewpointTemp","407195","0","6148","5710","M","26","MI_State_DOT","1FAFP532X5A302208","2014-09-05T11:44:00.000","42.33642","-83.00003","485","21.611","C","70.9","F","1","P","-","P","P","P","/","P","P","-","/","/","/",,"POINT (-83.00003 42.33642)",,,,
"1","581","essRelativeHumidity","407197","0","6148","5710","M","26","MI_State_DOT","1FAFP532X5A302208","2014-09-05T11:44:00.000","42.33641","-83.00002","473","84","%","84","%","0.816","P","-","P","P","N","/","P","P","-","N","/","/",,"POINT (-83.00002 42.33641)",,,,
"1","5733","essAirTemperature","108272","0","6148","5710","M","26","MI_State_DOT","1FAFP532X5A302208","2014-09-05T11:44:00.000","42.33641","-83.00002","473","20","C","68","F","1","P","-","P","P","-","/","-","P","-","/","/","/",,"POINT (-83.00002 42.33641)",,,,
"1","5733","essAirTemperature","426116","1","6148","5710","M","26","MI_State_DOT","1FAFP532X5A302208","2014-09-05T11:44:00.000","42.33641","-83.00002","473","23.889","C","75","F","0","P","-","N","-","-","/","-","-","-","/","/","/",,"POINT (-83.00002 42.33641)",,,,
"1","51138","essSurfaceTemperature","407194","0","6148","5710","M","26","MI_State_DOT","1FAFP532X5A302208","2014-09-05T11:44:00.000","42.33641","-83.00002","473","26.667","C","80","F","0.894","P","-","P","P","N","-","P","P","-","/","/","/",,"POINT (-83.00002 42.33641)",,,,
"1","2000008","canSpeed","407187","0","6148","5710","M","26","MI_State_DOT","1FAFP532X5A302208","2014-09-05T11:44:00.000","42.33641","-83.00002","473","0","m/s","0","mph","0",,,,,,,,,,,,,,"POINT (-83.00002 42.33641)",,,,
"1","575","essDewpointTemp","407195","0","6148","5710","M","26","MI_State_DOT","1FAFP532X5A302208","2014-09-05T11:45:00.000","42.33643","-83.00003","480","21.667","C","71","F","1","P","-","P","P","P","/","P","P","-","/","/","/",,"POINT (-83.00003 42.33643)",,,,
"1","575","essDewpointTemp","407195","0","6148","5710","M","26","MI_State_DOT","1FAFP532X5A302208","2014-09-05T11:45:00.000","42.33649","-82.99998","497","21.778","C","71.2","F","1","P","-","P","P","P","/","P","P","-","/","/","/",,"POINT (-82.99998 42.33649)",,,,
