"radar_point_id","global_instance_id","driver_id","run_instance_id","parent_instance_id","timestamp","leader_vel","leader_accel","follower_vel","follower_accel","delta_dist","delta_vel"
"0","3002","3","2","2","00:05:48.291","23.43274","0.01","26.43274","-1.255089","43.728712","3.0"
"1","3002","3","2","2","00:05:48.393","23.32985","-0.01","26.22985","-1.209624","43.477591","2.9"
"2","3002","3","2","2","00:05:48.493","23.40188","0.0","26.20188","-1.172918","43.238005","2.8"
"3","3002","3","2","2","00:05:48.592","23.24754","-0.03","25.734138","-1.256701","42.984989","2.486598"
"4","3002","3","2","2","00:05:48.693","23.24754","0.0","25.883365","-1.17","42.730144","2.635825"
"5","3002","3","2","2","00:05:48.793","23.3813","0.0","25.55144","-1.28","42.489667","2.17014"
"6","3002","3","2","2","00:05:48.892","23.31956","0.0","25.623921","-0.74567","42.236187","2.304361"
"7","3002","3","2","2","00:05:48.992","23.40702","0.01","25.587362","-0.765086","41.985984","2.180342"
"8","3002","3","2","2","00:05:49.092","23.46361","0.02","25.66361","-0.47957","41.777325","2.2"
"9","3002","3","2","2","00:05:49.294","23.25269","-0.02","25.154057","-0.83959","41.336875","1.901367"
"10","3002","3","2","2","00:05:49.393","23.2887","-0.01","25.20113","-0.841243","41.124113","1.91243"
"11","3002","3","2","2","00:05:49.493","23.2887","0.0","25.036293","-0.875241","40.933689","1.747593"
"12","3002","3","2","2","00:05:49.592","23.32471","-0.03","25.02471","-0.897524","40.807848","1.7"
"13","3002","3","2","2","00:05:49.693","23.20639","-0.03","24.80639","-0.92148","40.625683","1.6"
"14","3002","3","2","2","00:05:49.791","23.08807","-0.05","24.452972","-0.980529","40.449537","1.364902"
"15","3002","3","2","2","00:05:49.891","23.40188","0.04","24.63924","-0.974721","40.303911","1.23736"
"16","3002","3","2","2","00:05:49.993","23.29899","0.0","24.59899","-1.070967","40.190186","1.3"
"17","3002","3","2","2","00:05:50.093","23.08292","-0.05","24.17267","-1.07","40.11344","1.08975"
"18","3002","3","2","2","00:05:50.193","23.00061","-0.06","24.365664","-1.056747","39.971183","1.365054"
"19","3002","3","2","2","00:05:50.293","23.00061","-0.04","24.469065","-1.016309","39.820189","1.468455"
"20","3002","3","2","2","00:05:50.393","23.0109","-0.01","24.0109","-1.113788","39.864","1.0"
"21","3002","3","2","2","00:05:50.491","23.09321","-0.01","23.880354","-1.111286","39.723658","0.787144"
"22","3002","3","2","2","00:05:50.592","22.94403","-0.04","23.74403","-1.124728","39.60974","0.8"
"23","3002","3","2","2","00:05:50.692","22.93888","-0.03","23.810989","-1.14","39.49785","0.872109"
"24","3002","3","2","2","00:05:50.793","23.0572","0.0","23.7572","-1.129469","39.378907","0.7"
"25","3002","3","2","2","00:05:50.893","22.9183","-0.02","23.482196","-1.092779","39.276447","0.563896"
"26","3002","3","2","2","00:05:50.994","22.99032","0.0","23.59032","-1.063389","39.202844","0.6"
"27","3002","3","2","2","00:05:51.092","22.99032","0.03","23.59032","-1.024553","39.135284","0.6"
"28","3002","3","2","2","00:05:51.192","23.12922","-0.04","23.72922","-0.500394","39.06149","0.6"
"29","3002","3","2","2","00:05:51.292","22.84114","-0.04","23.34114","-0.610394","39.032","0.5"
"30","3002","3","2","2","00:05:51.392","22.83085","-0.03","23.33085","-0.49","38.946959","0.5"
"31","3002","3","2","2","00:05:51.492","22.74339","-0.05","23.24339","-0.5","38.905492","0.5"
"32","3002","3","2","2","00:05:51.593","22.87715","0.0","23.27715","-0.533048","38.867123","0.4"
"33","3002","3","2","2","00:05:51.692","22.78455","-0.02","23.18455","-0.514904","38.84","0.4"
"34","3002","3","2","2","00:05:51.792","22.93373","0.02","23.33373","-0.492384","38.808","0.4"
"35","3002","3","2","2","00:05:51.892","22.93373","-0.01","23.23373","-0.5","38.776","0.3"
"36","3002","3","2","2","00:05:51.993","22.81027","-0.02","23.11027","-0.467289","38.739662","0.3"
"37","3002","3","2","2","00:05:52.092","22.75883","-0.02","23.05883","-0.47","38.712","0.3"
"38","3002","3","2","2","00:05:52.192","22.79484","0.0","23.09484","-0.47","38.655901","0.3"
"39","3002","3","2","2","00:05:52.291","22.72281","-0.02","22.92281","-0.459575","38.64664","0.2"
"40","3002","3","2","2","00:05:52.392","22.73825","-0.01","22.93825","-0.430896","38.616","0.2"
"41","3002","3","2","2","00:05:52.492","22.80513","0.0","23.182353","-0.011887","38.584","0.377223"
"42","3002","3","2","2","00:05:52.592","22.71253","-0.02","23.01253","0.099491","38.552","0.3"
"43","3002","3","2","2","00:05:52.692","22.71253","-0.01","22.91253","-0.122451","38.48351","0.2"
"44","3002","3","2","2","00:05:52.792","22.72796","-0.02","23.02796","-0.1","38.488","0.3"
"45","3002","3","2","2","00:05:52.892","22.65079","-0.02","22.95079","-0.1","38.456","0.3"
"46","3002","3","2","2","00:05:52.992","22.76397","0.0","23.06397","-0.1","38.424","0.3"
"47","3002","3","2","2","00:05:53.092","22.91316","0.0","23.11316","-0.1","38.392","0.2"
"48","3002","3","2","2","00:05:53.192","22.84628","0.01","22.878391","-0.046422","38.36","0.032111"
"49","3002","3","2","2","00:05:53.293","22.80513","0.0","23.092519","0.278562","38.419965","0.287389"
"50","3002","3","2","2","00:05:53.393","22.72281","-0.02","23.030219","0.326668","38.394371","0.307409"
"51","3002","3","2","2","00:05:53.492","22.72281","0.0","23.02281","0.293085","38.36","0.3"
"52","3002","3","2","2","00:05:53.592","22.78455","0.04","22.909238","0.272469","38.328","0.124688"
"53","3002","3","2","2","00:05:53.692","22.96975","0.04","23.26975","0.27","38.296","0.3"
"54","3002","3","2","2","00:05:53.792","22.85657","0.0","23.169563","0.28065","38.229921","0.312993"
"55","3002","3","2","2","00:05:53.892","22.86171","0.05","23.16171","0.306113","38.2","0.3"
"56","3002","3","2","2","00:05:53.994","22.7794","-0.02","23.0794","0.339388","38.137958","0.3"
"57","3002","3","2","2","00:05:54.194","22.98004","0.01","23.28004","0.333402","38.061113","0.3"
"58","3002","3","2","2","00:05:54.293","22.98004","-0.03","23.28004","0.023533","38.072","0.3"
"59","3002","3","2","2","00:05:54.393","22.79484","0.08","22.99484","0.110063","38.136","0.2"
"60","3002","3","2","2","00:05:54.593","23.08292","0.02","23.28292","0.054192","37.954346","0.2"
"61","3002","3","2","2","00:05:54.693","23.04177","0.0","23.403582","0.06","38.008","0.361812"
"62","3002","3","2","2","00:05:54.794","23.21153","0.04","23.51153","0.07","37.976","0.3"
"63","3002","3","2","2","00:05:54.894","23.05206","0.0","23.134993","0.123413","37.944","0.082933"
"64","3002","3","2","2","00:05:54.994","23.43274","0.09","23.835405","0.11","37.895574","0.402665"
"65","3002","3","2","2","00:05:55.094","23.43274","0.03","23.73274","0.11","37.850382","0.3"
"66","3002","3","2","2","00:05:55.193","23.29384","0.05","23.616683","0.152855","37.947655","0.322843"
"67","3002","3","2","2","00:05:55.294","23.40188","0.05","23.566752","0.200538","38.180963","0.164872"
"68","3002","3","2","2","00:05:55.393","23.20124","-0.01","23.554736","0.240699","38.136","0.353496"
"69","3002","3","2","2","00:05:55.492","23.41216","0.04","23.71216","0.180179","38.072","0.3"
"70","3002","3","2","2","00:05:55.593","23.44818","0.04","23.86033","0.378225","38.139888","0.41215"
"71","3002","3","2","2","00:05:55.693","23.35558","0.0","23.65558","0.264175","37.99992","0.3"
"72","3002","3","2","2","00:05:55.795","23.46361","0.03","23.76361","0.233346","37.989338","0.3"
"73","3002","3","2","2","00:05:55.893","23.46361","-0.01","23.66361","0.249272","37.877669","0.2"
"74","3002","3","2","2","00:05:55.993","23.31956","-0.12","23.636389","0.248317","37.730458","0.316829"
"75","3002","3","2","2","00:05:56.093","22.84628","-0.12","22.94628","0.107998","37.622398","0.1"
"76","3002","3","2","2","00:05:56.192","21.83798","-0.35","21.93798","-0.042676","37.656","0.1"
"77","3002","3","2","2","00:05:56.893","17.83563","-0.35","17.515435","-4.962093","37.707309","-0.320195"
"78","3002","3","2","2","00:05:57.092","18.29349","-0.2","17.938546","-5.014198","37.729284","-0.354944"
"79","3002","3","2","2","00:06:00.492","23.89574","-0.05","23.89574","1.642004","37.830631","0.0"
"80","3002","3","2","2","00:06:00.593","24.07579","0.0","24.07579","1.487851","37.848","0.0"
"81","3002","3","2","2","00:06:00.692","24.07579","-0.01","24.07002","1.363076","37.848","-0.00577"
"82","3002","3","2","2","00:06:00.792","24.02435","-0.02","24.12435","1.241563","37.848","0.1"
"83","3002","3","2","2","00:06:00.893","23.94204","-0.02","24.04204","1.115929","37.797829","0.1"
"84","3002","3","2","2","00:06:00.991","24.05007","0.0","24.15007","-0.144744","37.816","0.1"
"85","3002","3","2","2","00:06:01.092","23.76198","-0.06","24.194724","-0.090562","37.713015","0.432744"
"86","3002","3","2","2","00:06:01.193","23.91117","0.0","24.31117","-0.188398","37.688","0.4"
"87","3002","3","2","2","00:06:01.292","23.9729","0.01","24.214996","-0.19","37.656","0.242096"
"88","3002","3","2","2","00:06:01.393","23.74655","-0.04","24.04655","-0.16911","37.624","0.3"
"89","3002","3","2","2","00:06:01.492","23.74655","-0.01","24.1781","-0.168422","37.554952","0.43155"
"90","3002","3","2","2","00:06:01.591","23.80828","0.03","23.857723","-0.230111","37.495644","0.049443"
"91","3002","3","2","2","00:06:01.692","24.00377","0.03","24.10377","-0.27479","37.528","0.1"
"92","3002","3","2","2","00:06:01.791","23.6128","-0.07","23.7128","-0.280563","37.463399","0.1"
"93","3002","3","2","2","00:06:01.992","24.08608","0.05","24.18608","-0.268925","37.364561","0.1"
"94","3002","3","2","2","00:06:02.094","23.75684","-0.04","23.85684","-0.236411","37.346257","0.1"
