"the_geom","fraarcid","miles","stateab","cntyfips","stcntyfips","fraregion","rrowner1","rrowner2","rrowner3","trkrghts1","trkrghts2","trkrghts3","trkrghts4","trkrghts5","trkrghts6","trkrghts7","trkrghts8","trkrghts9","stracnet","subdiv","frfranode","tofranode","net","passngr","objectid","shape_stlength","country","stfips","tracks","carddirect","km","timezone","im_rt_type","ds"
"MULTILINESTRING ((-108.216589479 39.329007553, -108.215357216 39.33011386, -108.215029846 39.330364916))","348597","0.12570671","CO","077","08077","6","UP",,,"AMTK","BNSF",,,,,,,,"S","GLENWOOD SPRINGS","337348","337350","M","A","6930","0.0020685687909623349","US","08","1",,"0.20230575","M","DS","UP-DS"
"MULTILINESTRING ((-84.686271939 44.593516792, -84.686630908 44.593921378))","501444","0.03311004","MI","039","26039","4","LSRC",,,,,,,,,,,,"C","MACKINAW","430843","430841","M",,"25126","0.00054087759649675536","US","26","1",,"0.05328555","E",,
"MULTILINESTRING ((-81.816069647 40.962909189, -81.819770677 40.963056091, -81.821695178 40.96313248, -81.825664079 40.963290013, -81.826042866 40.9633227, -81.827101079 40.963414013, -81.827539075 40.963475289, -81.827725849 40.963501419, -81.827936579 40.9635309, -81.828502078 40.963610013, -81.829519633 40.963812582, -81.829731966 40.963854852, -81.829836788 40.963875719, -81.830014077 40.963911013, -81.830411951 40.964015153, -81.83067385 40.964083702, -81.830799133 40.964116494, -81.831462077 40.964290013, -81.832774418 40.964712275, -81.833612365 40.964981896, -81.8361269 40.965790978, -81.841952813 40.967665539))","399843","1.40093761","OH","169","39169","2","CSXT",,,,,,,,,,,,"S","NEW CASTLE","448742","448585","M",,"13498","0.026517839313935195","US","39","2",,"2.25459504","E","DS","CSXT-2"
"MULTILINESTRING ((-75.749474335 41.324623172, -75.748464955 41.325245688, -75.748335072 41.325331733, -75.747907956 41.325614688, -75.747721423 41.325756408, -75.747395955 41.326003687, -75.747319388 41.326071443, -75.746865956 41.326472688, -75.746450956 41.326906688, -75.74634205 41.327058119, -75.746240956 41.327198687, -75.746216837 41.327251992, -75.746121956 41.327461688, -75.746063956 41.327668687, -75.746055198 41.32772824, -75.746028956 41.327906687, -75.74602466 41.328092151, -75.746034956 41.328174687, -75.746055449 41.328261482, -75.746089182 41.328363146, -75.746140246 41.328517035, -75.746160186 41.328577131, -75.746161642 41.328581517, -75.746171688 41.328611797))","396789","0.34725631","PA","079","42079","2","RBMN",,,,,,,,,,,,"S",,"482030","482038","M",,"13011","0.0056360963919113802","US","42","1",,"0.55885597","E","DS","NS-DS"
"MULTILINESTRING ((-119.041746678 39.565498242, -119.041736363 39.56549607, -119.041587099 39.565464644, -119.041107099 39.565264644, -119.040637099 39.564974644, -119.040417099 39.564784644, -119.040034426 39.564293819, -119.039859508 39.563976784, -119.039828495 39.563920573, -119.03974889 39.563776287, -119.039653711 39.56335988, -119.0396071 39.562444644, -119.039565489 39.562021601, -119.039547099 39.561834644, -119.0394371 39.561324644))","326928","0.33796574","NV","001","32001","7","UP",,,,,,,,,,,,"C","MINA","319386","319398","M",,"3554","0.0052177223693556218","US","32","1",,"0.54390423","P",,
"MULTILINESTRING ((-109.77476741 41.62142093, -109.77397942 41.621147139, -109.773323681 41.620964446))","321258","0.08076711","WY","037","56037","8","UP",,,,,,,,,,,,"S",,"336164","336165","O",,"2789","0.0015149131992239647","US","56","0",,"0.12998232","M",,
"MULTILINESTRING ((-88.29527911 32.485976055, -88.294460559 32.486283626, -88.293798463 32.486620586, -88.293041781 32.487134893))","453858","0.15366889","AL","119","01119","3","NS",,,,,,,,,,,,"S",,"408985","408999","S",,"19451","0.0025322577402030534","US","01","0",,"0.2473066","C",,
"MULTILINESTRING ((-87.824631704 42.119195244, -87.824431775 42.118180571, -87.824410566 42.118105442, -87.824195502 42.11734361, -87.82391617 42.116354117, -87.823812871 42.115961099, -87.823589971 42.115113037, -87.823347953 42.114199773, -87.823215117 42.113593373, -87.82321116 42.11357531, -87.823148023 42.113091349, -87.823143624 42.113040447))","514862","0.43468224","IL","031","17031","4","NIRC",,,"CPRS",,,,,,,,,"S","C&M","413022","413028","M",,"25728","0.0063384626015098042","US","17","2",,"0.69955466","C",,
"MULTILINESTRING ((-83.157878055 42.317983413, -83.149656556 42.319229831, -83.143792945 42.320071659, -83.13640753 42.321131969))","497056","1.1142098","MI","163","26163","4","CSAO",,,"CSXT","NS","AMTK",,,,,,,"S","MICHIGAN LINE (CSAO)","440516","440711","M","A","24825","0.02170031644696405","US","26","2",,"1.79315044","E","DS","CSX-DS-CP"
"MULTILINESTRING ((-83.813169807 32.021364641, -83.813113369 32.02285142))","466894","0.10298937","GA","081","13081","3","CSXT",,,,,,,,,,,,"S","FITZGERALD","436596","436597","M",,"20966","0.0014878498051540225","US","13","1",,"0.16574565","E","DS","CSXT-3"
"MULTILINESTRING ((-109.495467268 38.947014077, -109.49481724 38.94682156, -109.494551987 38.946743, -109.493599929 38.946452077, -109.492382529 38.946080056, -109.492120935 38.946000116, -109.491178016 38.945711959, -109.488333064 38.944842485, -109.484986205 38.943819505, -109.483455121 38.943351483, -109.47917499 38.942042999, -109.478827848 38.94194635, -109.478578522 38.941876933, -109.478074883 38.94173671, -109.477960991 38.941704999, -109.477821631 38.941672806, -109.477695342 38.941643632, -109.477234212 38.941537105, -109.472281025 38.940392727, -109.471396024 38.940188232, -109.465373809 38.938796489, -109.456955855 38.93685049, -109.456009846 38.936631756, -109.455958997 38.936619999, -109.455757952 38.936580838, -109.45515594 38.936463569, -109.454955149 38.936424456, -109.454844997 38.936402999, -109.454678917 38.936384422, -109.45446775 38.936360802, -109.454317627 38.93634401, -109.453798997 38.936285998, -109.453779789 38.936285283, -109.453078188 38.936259111, -109.452969723 38.936255065, -109.452498174 38.936237472, -109.439522893 38.935752642, -109.439184999 38.935739997, -109.43843841 38.935729413, -109.438268001 38.935726997, -109.437700769 38.935761657, -109.437597001 38.935767997, -109.437101273 38.935834354, -109.437089 38.935835997, -109.436864798 38.935882115, -109.436805417 38.935894329, -109.436457001 38.935965997, -109.436441927 38.93597028, -109.435989485 38.936098852, -109.435901001 38.936123996, -109.435879618 38.936131812, -109.435840309 38.936146179, -109.435362 38.936320997, -109.435195369 38.936396138, -109.434901647 38.936528589, -109.434883001 38.936536997, -109.434429 38.936781997, -109.434289349 38.936869867, -109.434148485 38.936958498, -109.432997001 38.937682997, -109.432842968 38.937769738, -109.432411001 38.938012996, -109.432125665 38.93813361, -109.431982118 38.93819429, -109.431916143 38.938222177, -109.431663693 38.938328887, -109.431585501 38.938361939, -109.431583002 38.938362997, -109.431561454 38.938369196, -109.431297472 38.938445161, -109.431199392 38.938473385, -109.431131756 38.93849285, -109.430927838 38.938551528, -109.430888953 38.938562717, -109.430676002 38.938623996, -109.430173001 38.938721997, -109.430134921 38.938726922, -109.430122729 38.938728499, -109.430090835 38.938732625, -109.429570002 38.938799996, -109.42891271 38.938859134, -109.428874071 38.93886261, -109.428346847 38.938910042))","326961","3.76535013","UT","019","49019","7","UP",,,"AMTK","BNSF","UTAH",,,,,,,"S","GREEN RIVER","336356","336406","M","A","3559","0.069183658345446486","US","49","1",,"6.05975576","M","DS","UP-DS"
"MULTILINESTRING ((-94.607252952 39.074402788, -94.607246949 39.074404602, -94.607233531 39.074408657, -94.605538827 39.07492075, -94.60526656 39.075003021, -94.604867561 39.075173022, -94.60479034 39.075210231, -94.604481561 39.075359021, -94.604276383 39.075486169))","359984","0.17644448","MO","095","29095","6","BNSF",,,"UP",,,,,,,,,"S","FT SCOTT (BNSF)","374723","374777","M",,"8439","0.0031786604657662474","US","29","2",,"0.28396044","C","INT",
"MULTILINESTRING ((-93.212101257 43.449768773, -93.211808871 43.448893411, -93.211802464 43.44887423, -93.211661465 43.448197231, -93.211603878 43.447716077, -93.211585466 43.44756223, -93.21151769 43.446190984))","360782","0.25069532","IA","195","19195","6","UP",,,,,,,,,,,,"S","ALBERT LEA","382319","382328","M",,"8549","0.0036471036177412328","US","19","1",,"0.40345581","C",,
"MULTILINESTRING ((-92.44509667 34.629814274, -92.445053009 34.629850475, -92.444444526 34.630354976, -92.443475913 34.631158071))","445219","0.13080986","AR","119","05119","5","UP",,,"AMTK","BNSF",,,,,,,,"S","LITTLE ROCK","385168","385182","M","A","17704","0.0021053844376158716","US","05","2",,"0.21051848","C","DS","UP-DS"
"MULTILINESTRING ((-119.426347362 35.919671506, -119.426017637 35.919154766, -119.424859882 35.917552586, -119.42142765 35.912855533))","334796","0.54747179","CA","107","06107","7","WFS",,,"BNSF",,,,,,,,,"S",,"317943","317963","M",,"4712","0.0084071168108631883","US","06","1",,"0.88107221","P",,
"MULTILINESTRING ((-96.564024032 38.156897327, -96.563993129 38.155880289, -96.56399213 38.155488289, -96.563997393 38.15540671, -96.56402013 38.15505429, -96.564035354 38.154955324, -96.56407613 38.154690289, -96.564125399 38.154485788, -96.56414913 38.15438729, -96.564275942 38.154044635, -96.56439413 38.15372529, -96.564529965 38.153479593, -96.564713129 38.15314829, -96.564790402 38.15303888, -96.564927129 38.15284529, -96.565146662 38.152581851, -96.56518213 38.15253929, -96.565527395 38.152201045, -96.565723129 38.15200929, -96.565913113 38.151858351, -96.56677413 38.15117429, -96.566888192 38.151086889))","362529","0.45342805","KS","017","20017","6","BNSF",,,,,,,,,,,,"S","EMPORIA","363207","363191","S",,"8780","0.0069021988563431232","US","20","0",,"0.72972317","C","INT",
"MULTILINESTRING ((-95.269695334 37.346672957, -95.269543717 37.346377078, -95.26778589 37.343224292))","346596","0.26175096","KS","099","20099","6","UP",,,,,,,,,,,,"C","PARSONS","370382","370404","Y",,"6683","0.0039421749303345834","US","20","0",,"0.42124818","C",,
"MULTILINESTRING ((-82.61462929 34.833439662, -82.614499256 34.833335267, -82.61447151 34.833311168, -82.614362256 34.833216267, -82.614232255 34.833093267, -82.614104256 34.832967267, -82.613907703 34.832755513, -82.613742255 34.832577267, -82.613507306 34.832315221, -82.613031562 34.83179099, -82.612792256 34.831526268, -82.612436256 34.831129267, -82.612197255 34.830869268, -82.612074257 34.830740268, -82.611949256 34.830614268, -82.611915528 34.830582096, -82.611819256 34.830490268, -82.611685257 34.830370268, -82.611543256 34.830255268, -82.611395256 34.830145267, -82.611329154 34.830099903, -82.611242257 34.830040268, -82.611082256 34.829940268, -82.610918257 34.829846268, -82.610904426 34.829838946, -82.610748256 34.829756267, -82.610574257 34.829676268, -82.610396257 34.829603268, -82.61025194 34.82955043, -82.610213257 34.829536268, -82.610029257 34.829474268, -82.609894764 34.829434499, -82.609843257 34.829419268, -82.609653257 34.829371268, -82.609462257 34.829328268, -82.609269257 34.829292268, -82.609259834 34.82929077, -82.609074257 34.829261268, -82.608899773 34.829241782, -82.608877257 34.829239268, -82.608679258 34.829225268, -82.608480257 34.829218268, -82.608446233 34.829218439, -82.608281257 34.829219268, -82.608181258 34.829222268, -82.608081257 34.829227268, -82.607883258 34.829242268, -82.607707353 34.829262701, -82.607685257 34.829265268, -82.607489258 34.829293268, -82.607447527 34.829300544, -82.607294258 34.829327268, -82.607102258 34.829367268, -82.606911258 34.829410268, -82.606813257 34.829430268, -82.606621258 34.829476267, -82.606240258 34.829572268, -82.606096869 34.829605875, -82.606048258 34.829617268, -82.605099258 34.829857268, -82.604908258 34.829903268, -82.604529259 34.829999268, -82.604336377 34.83004275, -82.603629821 34.83021719, -82.60338321 34.830278075, -82.602814259 34.830420267, -82.602623184 34.830466965, -82.601327991 34.830790207, -82.601292227 34.830799133, -82.60053026 34.830985268, -82.59995826 34.831127268, -82.599767332 34.831175557, -82.599007307 34.831365465, -82.59862426 34.831456267, -82.598242284 34.831548363, -82.597715387 34.831679762, -82.59767326 34.831690267, -82.59710226 34.831831267, -82.596719184 34.831921961, -82.595959269 34.832112301, -82.595386307 34.832252465, -82.595003261 34.832343267, -82.594860175 34.832378662, -82.594813261 34.832390266, -82.594431261 34.832481267, -82.594260933 34.832519582, -82.594047334 34.832567631, -82.593661261 34.832644267, -82.593273287 34.832713415, -82.593102692 34.832741853, -82.592884262 34.832778267, -82.592689278 34.83280739, -82.592432054 34.832841996, -82.592296262 34.832860267, -82.591707262 34.832928267, -82.591509262 34.832947266, -82.591374161 34.832958924, -82.591312262 34.832964266, -82.591114262 34.832979266, -82.590774162 34.833002455, -82.590718262 34.833006266, -82.590518263 34.833015266, -82.590319262 34.833022267, -82.590217262 34.833027266, -82.589920262 34.833036266, -82.589605627 34.833040997, -82.589521262 34.833042266, -82.589322263 34.833043266, -82.589124262 34.833041267, -82.589037147 34.833039507, -82.588629263 34.833031267, -82.588232264 34.833013266, -82.588034263 34.833002266, -82.587836263 34.832988266, -82.587829004 34.832987706, -82.587343263 34.832950266, -82.587145263 34.832932266, -82.586948264 34.832912266, -82.586751264 34.832889266, -82.586357264 34.832839266, -82.586181444 34.832815287, -82.586160245 34.832812395, -82.585768241 34.832755411, -82.585377263 34.832692267, -82.58530097 34.832678035, -82.584991264 34.832620267, -82.584797264 34.832582267, -82.584604264 34.832542266, -82.584413167 34.832500684, -82.584059736 34.832418363, -82.584029264 34.832411266, -82.583649265 34.832315266, -82.583269265 34.832212267, -82.583082265 34.832159266, -82.582893264 34.832102267, -82.582676177 34.832039167, -82.582518265 34.831993267, -82.582331265 34.831937266, -82.582023632 34.831847905, -82.58195836 34.831828943, -82.581584157 34.831718628, -82.581211302 34.83160714, -82.580884256 34.831510037, -82.580649265 34.831440267, -82.580462227 34.831383392, -82.579528266 34.831109267, -82.579193342 34.83101349, -82.578965266 34.830948266, -82.578689046 34.830875662, -82.578384246 34.830801578, -82.578314743 34.830784684, -82.577927444 34.830698906, -82.577353806 34.830574622, -82.576030906 34.830288004, -82.575898267 34.830259266, -82.575705267 34.830219266, -82.574550328 34.829971975, -82.574260268 34.829911266, -82.573876268 34.829828266, -82.573683267 34.829789267, -82.573298212 34.829707529, -82.57271935 34.829581881, -82.571376268 34.829296267, -82.570972969 34.829208411, -82.570412269 34.829086267, -82.570031268 34.828997267, -82.569934269 34.828972266, -82.569744269 34.828926267, -82.569553299 34.828878149, -82.569312968 34.828816042, -82.568223226 34.82853443, -82.567464143 34.828338735, -82.567086269 34.828237266, -82.566876243 34.82818337, -82.566708269 34.828140267, -82.566515269 34.828094267, -82.566326269 34.828044266, -82.56594727 34.827949267, -82.565822732 34.827916863, -82.56518627 34.827751267, -82.564618198 34.82760654))","481392","3.03707295","SC","077","45077","3","NS",,,"AMTK",,,,,,,,,"S","GREENVILLE DISTRICT GREENVILLE TO INMAN YARD","443954","444249","M","A","23197","0.052664537597363573","US","45","2",,"4.88770491","E","DS","NS-DS"
"MULTILINESTRING ((-84.270292243 37.712452992, -84.270275588 37.712435746, -84.270182061 37.712316343, -84.269905682 37.711963508, -84.269787589 37.711812746, -84.269636691 37.711570866, -84.269379589 37.711158746, -84.269272472 37.710948823, -84.268232401 37.708910531))","478533","0.27145854","KY","151","21151","3","CSXT",,,,,,,,,,,,"C","CC","433814","433830","M",,"22619","0.0041101666171266173","US","21","2",,"0.43687104","E","DS","CSXT-1"
"MULTILINESTRING ((-90.439966066 32.828439045, -90.439398119 32.82908694, -90.439154671 32.829345053, -90.438906914 32.829607736, -90.438608139 32.82992451, -90.438515252 32.830005261, -90.438030147 32.830426989, -90.4380109 32.830442415, -90.43622312 32.831875184, -90.432128148 32.835156988, -90.431417504 32.83572299))","458849","0.70793396","MS","163","28163","3","CN",,,"AMTK",,,,,,,,,"S","YAZOO","393112","393168","M","A","20384","0.011250799482726219","US","28","1",,"1.13931155","C",,
"MULTILINESTRING ((-84.167446341 39.940767653, -84.168672005 39.944683041, -84.168702142 39.944779314, -84.168808978 39.9451206, -84.169681161 39.947906786, -84.170481451 39.950463312, -84.170513579 39.950565197, -84.170649929 39.950997578, -84.170918043 39.951847802, -84.171066415 39.952318315, -84.172117408 39.955651154, -84.172428496 39.956637657, -84.172494157 39.956845872, -84.173203724 39.959096007, -84.17354409 39.960175353, -84.173855179 39.961161857, -84.174100607 39.961940144, -84.174287292 39.962532145))","393698","1.55749587","OH","109","39109","2","CSXT",,,,,,,,,,,,"S","TOLEDO","434575","434516","M",,"12491","0.022814300103393002","US","39","1",,"2.50655165","E","DS","CSXT-3"
"MULTILINESTRING ((-84.653183762 33.805210369, -84.653181953 33.805212436, -84.653119718 33.805283563, -84.652777384 33.805614953, -84.652492582 33.805890653, -84.652462718 33.805919562, -84.651949718 33.806339563, -84.651737904 33.806486709, -84.651402718 33.806719562, -84.650820718 33.807069562, -84.650743153 33.807108408, -84.650267316 33.807346718, -84.650211719 33.807374562, -84.649733127 33.807580759, -84.649582719 33.807645562, -84.64951152 33.807670275, -84.648928719 33.807872562, -84.648530001 33.807979524, -84.648092012 33.808097021, -84.648052719 33.808107562, -84.647649826 33.808184947, -84.647396719 33.808233562, -84.64719 33.808268727, -84.64696172 33.808307562, -84.64674272 33.808340562, -84.645932428 33.808453471, -84.64588872 33.808459562, -84.64496817 33.808480625, -84.64470872 33.808486562, -84.644618362 33.808501263, -84.64420472 33.808568561, -84.64404012 33.808636683, -84.64367072 33.808789561, -84.643559895 33.808828688, -84.643201595 33.80895518, -84.64306172 33.809004562, -84.642679682 33.80918445, -84.64263272 33.809206562, -84.642273721 33.809418561, -84.642192152 33.809484032, -84.641627016 33.809937635, -84.641138721 33.810329561, -84.640871708 33.81050279, -84.640693429 33.810618451, -84.640581261 33.810683163, -84.640501068 33.810729428, -84.640216226 33.810903293, -84.640067312 33.810976982, -84.639734722 33.811141561, -84.639221562 33.811329508, -84.63609598 33.812474266, -84.635289722 33.81276956, -84.634664451 33.81300011, -84.634055723 33.81322456, -84.634053737 33.813225022, -84.633307723 33.81339856, -84.633258833 33.813405581))","454039","1.30140488","GA","067","13067","3","NS",,,"AMTK",,,,,,,,,"S","EAST END DISTRICT","430942","431035","M","A","19475","0.021929378570662291","US","13","1",,"2.09441232","E","DS","NS-DS"
