"timestamp","phase_ring1","cumulativecurrentstate1","phase_ring2","cumulativecurrentstate2","cumulativetime1","currentindication_majorstreet","duration_indication_majorstreet","cumulativetime2","currentindication_minorstreet","duration_indication_minorstreet","phasecheck1","cumulativephasecheck1","phasecheck2","cumulativephasecheck2","cumulativetime3","duration_indication_minorstreet2","timeremaining_phase_ring1","timeremaining_phase_ring2","cumulativegreenring1","cumulativegreenring2","rse_number"
"1425321066","2","35.37","6","35.37","35.37","3","35.37","35.37","1","35.37","1","35.37","3","35.37","35.37","35.37","0","0","35.37","35.37","RSE25"
"1425321067","2","36.39","6","36.39","36.39","3","36.39","36.39","1","36.39","1","36.39","3","36.39","36.39","36.39","0","0","36.39","36.39","RSE25"
"1425321068","2","37.39","6","37.39","37.39","3","37.39","37.39","1","37.39","1","37.39","3","37.39","37.39","37.39","0","0","37.39","37.39","RSE25"
"1425321069","2","38.4","6","38.4","38.4","3","38.4","38.4","1","38.4","1","38.4","3","38.4","38.4","38.4","0","0","38.4","38.4","RSE25"
"1425321070","2","39.41","6","39.41","39.41","3","39.41","39.41","1","39.41","1","39.41","3","39.41","39.41","39.41","0","0","39.41","39.41","RSE25"
"1425321071","2","39.99","6","39.99","39.99","3","39.99","39.99","1","39.99","1","39.99","3","39.99","39.99","39.99","0","0","39.99","39.99","RSE25"
"1425321071","2","40.51","6","40.51","40.51","3","40.51","40.51","1","40.51","1","40.51","3","40.51","40.51","40.51","0","0","40.51","40.51","RSE25"
"1425321071","2","40.66","6","40.66","40.66","3","40.66","40.66","1","40.66","1","40.66","3","40.66","40.66","40.66","0","0","40.66","40.66","RSE25"
"1425321071","2","40.79","6","40.79","40.79","3","40.79","40.79","1","40.79","1","40.79","3","40.79","40.79","40.79","0","0","40.79","40.79","RSE25"
"1425321072","2","40.92","6","40.92","40.92","3","40.92","40.92","1","40.92","1","40.92","3","40.92","40.92","40.92","0","0","40.92","40.92","RSE25"
"1425321072","2","41.06","6","41.06","41.06","3","41.06","41.06","1","41.06","1","41.06","3","41.06","41.06","41.06","0","0","41.06","41.06","RSE25"
