"unnamed_column","record_type","state_cd","fsystem_cd","rural_urban","station_id","direction","lane","year","month","day","day_of_week","week_day","hours","veh_count","restrictions"
"1","3","2","1","R","000101","1","1","18","4","1","1","Weekend","00:00","4","0"
"2","3","2","1","R","000101","1","1","18","4","1","1","Weekend","01:00","1","0"
"3","3","2","1","R","000101","1","1","18","4","1","1","Weekend","02:00","2","0"
"4","3","2","1","R","000101","1","1","18","4","1","1","Weekend","03:00","1","0"
"5","3","2","1","R","000101","1","1","18","4","1","1","Weekend","04:00","1","0"
"6","3","2","1","R","000101","1","1","18","4","1","1","Weekend","05:00","2","0"
"7","3","2","1","R","000101","1","1","18","4","1","1","Weekend","06:00","5","0"
"8","3","2","1","R","000101","1","1","18","4","1","1","Weekend","07:00","3","0"
"9","3","2","1","R","000101","1","1","18","4","1","1","Weekend","08:00","7","0"
"10","3","2","1","R","000101","1","1","18","4","1","1","Weekend","09:00","13","0"
"11","3","2","1","R","000101","1","1","18","4","1","1","Weekend","10:00","19","0"
"12","3","2","1","R","000101","1","1","18","4","1","1","Weekend","11:00","26","0"
"13","3","2","1","R","000101","1","1","18","4","1","1","Weekend","12:00","47","0"
"14","3","2","1","R","000101","1","1","18","4","1","1","Weekend","13:00","44","0"
"15","3","2","1","R","000101","1","1","18","4","1","1","Weekend","14:00","51","0"
"16","3","2","1","R","000101","1","1","18","4","1","1","Weekend","15:00","51","0"
"17","3","2","1","R","000101","1","1","18","4","1","1","Weekend","16:00","44","0"
"18","3","2","1","R","000101","1","1","18","4","1","1","Weekend","17:00","44","0"
"19","3","2","1","R","000101","1","1","18","4","1","1","Weekend","18:00","43","0"
"20","3","2","1","R","000101","1","1","18","4","1","1","Weekend","19:00","18","0"
"21","3","2","1","R","000101","1","1","18","4","1","1","Weekend","20:00","17","0"
"22","3","2","1","R","000101","1","1","18","4","1","1","Weekend","21:00","11","0"
"23","3","2","1","R","000101","1","1","18","4","1","1","Weekend","22:00","9","0"
"24","3","2","1","R","000101","1","1","18","4","1","1","Weekend","23:00","7","0"
"25","3","2","1","R","000101","1","1","18","4","2","2","Weekday","00:00","7","0"
"26","3","2","1","R","000101","1","1","18","4","2","2","Weekday","01:00","5","0"
"27","3","2","1","R","000101","1","1","18","4","2","2","Weekday","02:00","4","0"
"28","3","2","1","R","000101","1","1","18","4","2","2","Weekday","03:00","3","0"
"29","3","2","1","R","000101","1","1","18","4","2","2","Weekday","04:00","3","0"
"30","3","2","1","R","000101","1","1","18","4","2","2","Weekday","05:00","4","0"
"31","3","2","1","R","000101","1","1","18","4","2","2","Weekday","06:00","10","0"
"32","3","2","1","R","000101","1","1","18","4","2","2","Weekday","07:00","11","0"
"33","3","2","1","R","000101","1","1","18","4","2","2","Weekday","08:00","16","0"
"34","3","2","1","R","000101","1","1","18","4","2","2","Weekday","09:00","21","0"
"35","3","2","1","R","000101","1","1","18","4","2","2","Weekday","10:00","31","0"
"36","3","2","1","R","000101","1","1","18","4","2","2","Weekday","11:00","37","0"
"37","3","2","1","R","000101","1","1","18","4","2","2","Weekday","12:00","52","0"
"38","3","2","1","R","000101","1","1","18","4","2","2","Weekday","13:00","40","0"
"39","3","2","1","R","000101","1","1","18","4","2","2","Weekday","14:00","44","0"
"40","3","2","1","R","000101","1","1","18","4","2","2","Weekday","15:00","31","0"
"41","3","2","1","R","000101","1","1","18","4","2","2","Weekday","16:00","41","0"
"42","3","2","1","R","000101","1","1","18","4","2","2","Weekday","17:00","31","0"
"43","3","2","1","R","000101","1","1","18","4","2","2","Weekday","18:00","20","0"
"44","3","2","1","R","000101","1","1","18","4","2","2","Weekday","19:00","25","0"
"45","3","2","1","R","000101","1","1","18","4","2","2","Weekday","20:00","21","0"
"46","3","2","1","R","000101","1","1","18","4","2","2","Weekday","21:00","16","0"
"47","3","2","1","R","000101","1","1","18","4","2","2","Weekday","22:00","16","0"
"48","3","2","1","R","000101","1","1","18","4","2","2","Weekday","23:00","4","0"
"49","3","2","1","R","000101","1","1","18","4","3","3","Weekday","00:00","6","0"
"50","3","2","1","R","000101","1","1","18","4","3","3","Weekday","01:00","2","0"
"51","3","2","1","R","000101","1","1","18","4","3","3","Weekday","02:00","3","0"
"52","3","2","1","R","000101","1","1","18","4","3","3","Weekday","03:00","3","0"
"53","3","2","1","R","000101","1","1","18","4","3","3","Weekday","04:00","4","0"
"54","3","2","1","R","000101","1","1","18","4","3","3","Weekday","05:00","5","0"
"55","3","2","1","R","000101","1","1","18","4","3","3","Weekday","06:00","7","0"
"56","3","2","1","R","000101","1","1","18","4","3","3","Weekday","07:00","16","0"
"57","3","2","1","R","000101","1","1","18","4","3","3","Weekday","08:00","10","0"
"58","3","2","1","R","000101","1","1","18","4","3","3","Weekday","09:00","24","0"
"59","3","2","1","R","000101","1","1","18","4","3","3","Weekday","10:00","15","0"
"60","3","2","1","R","000101","1","1","18","4","3","3","Weekday","11:00","20","0"
"61","3","2","1","R","000101","1","1","18","4","3","3","Weekday","12:00","33","0"
"62","3","2","1","R","000101","1","1","18","4","3","3","Weekday","13:00","30","0"
"63","3","2","1","R","000101","1","1","18","4","3","3","Weekday","14:00","28","0"
"64","3","2","1","R","000101","1","1","18","4","3","3","Weekday","15:00","26","0"
"65","3","2","1","R","000101","1","1","18","4","3","3","Weekday","16:00","16","0"
"66","3","2","1","R","000101","1","1","18","4","3","3","Weekday","17:00","15","0"
"67","3","2","1","R","000101","1","1","18","4","3","3","Weekday","18:00","21","0"
"68","3","2","1","R","000101","1","1","18","4","3","3","Weekday","19:00","21","0"
