"report_no","reported_date","zipcode","reported_time","location_1","description","address","city"
"140000198","2014-01-01T00:00:00.000","64111","20:47","POINT (-94.59306945 39.05549663)","Stealing From Auto","MILL ST/WESTPORT RD","KANSAS CITY"
"140000198","2014-01-01T00:00:00.000","64111","20:47","POINT (-94.59306945 39.05549663)","Stealing From Auto","MILL ST/WESTPORT RD","KANSAS CITY"
"140000198","2014-01-01T00:00:00.000","64111","20:47","POINT (-94.59306945 39.05549663)","Stealing From Auto","MILL ST/WESTPORT RD","KANSAS CITY"
"140000200","2014-01-01T00:00:00.000","64114","20:21","POINT (-94.568176527 38.987105678)","Violation Full Order","1400  E 77 ST","KANSAS CITY"
"140000200","2014-01-01T00:00:00.000","64114","20:21","POINT (-94.568176527 38.987105678)","Violation Full Order","1400  E 77 ST","KANSAS CITY"
"140000206","2014-01-01T00:00:00.000","64138","20:42","POINT (-94.519823142 39.051503781)","Aggravated Assault (","4000  OAKLEY AV","KANSAS CITY"
"140000206","2014-01-01T00:00:00.000","64138","20:42","POINT (-94.519823142 39.051503781)","Resisting an Officer","4000  OAKLEY AV","KANSAS CITY"
"140000206","2014-01-01T00:00:00.000","64138","20:42","POINT (-94.519823142 39.051503781)","Aggravated Assault (","4000  OAKLEY AV","KANSAS CITY"
"140000206","2014-01-01T00:00:00.000","64138","20:42","POINT (-94.519823142 39.051503781)","Resisting an Officer","4000  OAKLEY AV","KANSAS CITY"
"140000206","2014-01-01T00:00:00.000","64138","20:42","POINT (-94.519823142 39.051503781)","Aggravated Assault (","4000  OAKLEY AV","KANSAS CITY"
"140000206","2014-01-01T00:00:00.000","64138","20:42","POINT (-94.519823142 39.051503781)","Resisting an Officer","4000  OAKLEY AV","KANSAS CITY"
"140000207","2014-01-01T00:00:00.000","64106","20:27","POINT (-94.525711813 39.103585273)","Stealing from Buildi","4800  E 7 ST","KANSAS CITY"
"140000207","2014-01-01T00:00:00.000","64106","20:27","POINT (-94.525711813 39.103585273)","Stealing from Buildi","4800  E 7 ST","KANSAS CITY"
"140000208","2014-01-01T00:00:00.000","64134","22:24","POINT (-94.515455162 38.910208023)","Stealing All Other","11800  FULLER AV","KANSAS CITY"
"140000208","2014-01-01T00:00:00.000","64134","22:24","POINT (-94.515455162 38.910208023)","Stealing All Other","11800  FULLER AV","KANSAS CITY"
"140000209","2014-01-01T00:00:00.000","64155","21:49","POINT (-94.572176276 39.277583393)","Burglary - Non Resid","10100  N CHERRY DR","KANSAS CITY"
"140000209","2014-01-01T00:00:00.000","64155","21:49","POINT (-94.572176276 39.277583393)","Burglary - Non Resid","10100  N CHERRY DR","KANSAS CITY"
"140000211","2014-01-01T00:00:00.000","64114","21:01","POINT (-94.587529237 38.982988447)","Auto Theft","200  E 80 ST","KANSAS CITY"
"140000211","2014-01-01T00:00:00.000","64114","21:01","POINT (-94.587529237 38.982988447)","Auto Theft","200  E 80 ST","KANSAS CITY"
"140000212","2014-01-01T00:00:00.000","64130","22:07","POINT (-94.547710464 39.037135962)","Aggravated Assault (","3200  E 49 ST","KANSAS CITY"
"140000212","2014-01-01T00:00:00.000","64130","22:07","POINT (-94.547710464 39.037135962)","Aggravated Assault (","3200  E 49 ST","KANSAS CITY"
"140000212","2014-01-01T00:00:00.000","64130","22:07","POINT (-94.547710464 39.037135962)","Aggravated Assault (","3200  E 49 ST","KANSAS CITY"
"140000212","2014-01-01T00:00:00.000","64130","22:07","POINT (-94.547710464 39.037135962)","Aggravated Assault (","3200  E 49 ST","KANSAS CITY"
"140000212","2014-01-01T00:00:00.000","64130","22:07","POINT (-94.547710464 39.037135962)","Aggravated Assault (","3200  E 49 ST","KANSAS CITY"
"140000214","2014-01-01T00:00:00.000","64124","22:32","POINT (-94.541840037 39.103195348)","Armed Robbery","3400  E 8 ST","KANSAS CITY"
"140000214","2014-01-01T00:00:00.000","64124","22:32","POINT (-94.541840037 39.103195348)","Armed Robbery","3400  E 8 ST","KANSAS CITY"
"140000214","2014-01-01T00:00:00.000","64124","22:32","POINT (-94.541840037 39.103195348)","Armed Robbery","3400  E 8 ST","KANSAS CITY"
"140000216","2014-01-01T00:00:00.000","64130","23:09","POINT (-94.546780341 39.031564105)","Property Damage","5200  COLLEGE AV","KANSAS CITY"
"140000216","2014-01-01T00:00:00.000","64130","23:09","POINT (-94.546780341 39.031564105)","Property Damage","5200  COLLEGE AV","KANSAS CITY"
"140000217","2014-01-01T00:00:00.000","64114","22:20","POINT (-94.592699526 38.948688474)","Agg Assault - Domest","100  W 99 TE","KANSAS CITY"
"140000222","2014-01-02T00:00:00.000","64105","0:29","POINT (-94.564832601 39.105334915)","Non Agg Assault Dome","1400  ADMIRAL BL","KANSAS CITY"
"140000222","2014-01-02T00:00:00.000","64105","0:29","POINT (-94.564832601 39.105334915)","Non Agg Assault Dome","1400  ADMIRAL BL","KANSAS CITY"
"140000224","2014-01-02T00:00:00.000","64161","0:51","POINT (-94.492457805 39.175086408)","Burglary - Non Resid","4500  WORLDS OF FUN AV","KANSAS CITY"
"140000224","2014-01-02T00:00:00.000","64161","0:51","POINT (-94.492457805 39.175086408)","Burglary - Non Resid","4500  WORLDS OF FUN AV","KANSAS CITY"
"140000224","2014-01-02T00:00:00.000","64161","0:51","POINT (-94.492457805 39.175086408)","Burglary - Non Resid","4500  WORLDS OF FUN AV","KANSAS CITY"
"140000224","2014-01-02T00:00:00.000","64161","0:51","POINT (-94.492457805 39.175086408)","Burglary - Non Resid","4500  WORLDS OF FUN AV","KANSAS CITY"
"140000225","2014-01-02T00:00:00.000","64127","1:00","POINT (-94.55211616 39.085372143)","Strong Arm Robbery","2200  PROSPECT AV","KANSAS CITY"
"140000225","2014-01-02T00:00:00.000","64127","1:00","POINT (-94.55211616 39.085372143)","Strong Arm Robbery","2200  PROSPECT AV","KANSAS CITY"
"140000225","2014-01-02T00:00:00.000","64127","1:00","POINT (-94.55211616 39.085372143)","Strong Arm Robbery","2200  PROSPECT AV","KANSAS CITY"
"140000225","2014-01-02T00:00:00.000","64127","1:00","POINT (-94.55211616 39.085372143)","Strong Arm Robbery","2200  PROSPECT AV","KANSAS CITY"
"140000225","2014-01-02T00:00:00.000","64127","1:00","POINT (-94.55211616 39.085372143)","Strong Arm Robbery","2200  PROSPECT AV","KANSAS CITY"
"140000225","2014-01-02T00:00:00.000","64127","1:00","POINT (-94.55211616 39.085372143)","Strong Arm Robbery","2200  PROSPECT AV","KANSAS CITY"
"140000229","2014-01-02T00:00:00.000","64129","3:31","POINT (-94.492936118 39.029608617)","Non Agg Assault Dome","5200  PALMER DR","KANSAS CITY"
"140000229","2014-01-02T00:00:00.000","64129","3:31","POINT (-94.492936118 39.029608617)","Non Agg Assault Dome","5200  PALMER DR","KANSAS CITY"
"140000230","2014-01-02T00:00:00.000","64128","3:48","POINT (-94.525146986 38.95269384)","Non Agg Assault Dome","9500  DRURY AV","KANSAS CITY"
"140000230","2014-01-02T00:00:00.000","64128","3:48","POINT (-94.525146986 38.95269384)","Non Agg Assault Dome","9500  DRURY AV","KANSAS CITY"
"140000232","2014-01-02T00:00:00.000","64110","6:01","POINT (-94.595807832 39.09119288)","Auto Theft","1800  BELLEVIEW AV","KANSAS CITY"
"140000232","2014-01-02T00:00:00.000","64110","6:01","POINT (-94.595807832 39.09119288)","Auto Theft","1800  BELLEVIEW AV","KANSAS CITY"
"140000233","2014-01-02T00:00:00.000","64123","6:23","POINT (-94.510506111 39.114101986)","Auto Theft","300  N WHEELING AV","KANSAS CITY"
"140000233","2014-01-02T00:00:00.000","64123","6:23","POINT (-94.510506111 39.114101986)","Auto Theft","300  N WHEELING AV","KANSAS CITY"
"140000234","2014-01-02T00:00:00.000","64131","6:35","POINT (-94.580962383 38.973767888)","Property Damage","700  E 85 ST","KANSAS CITY"
"140000234","2014-01-02T00:00:00.000","64131","6:35","POINT (-94.580962383 38.973767888)","Property Damage","700  E 85 ST","KANSAS CITY"
"140000235","2014-01-02T00:00:00.000","64130","6:39","POINT (-94.564790108 39.018007444)","Misc Violation","1800  E 60 TE","KANSAS CITY"
"140000237","2014-01-02T00:00:00.000","64132","6:43","POINT (-94.56391914 38.99838421)","Property Damage","2000  E GREGORY BL","KANSAS CITY"
"140000237","2014-01-02T00:00:00.000","64132","6:43","POINT (-94.56391914 38.99838421)","Non Agg Assault Dome","2000  E GREGORY BL","KANSAS CITY"
"140000237","2014-01-02T00:00:00.000","64132","6:43","POINT (-94.56391914 38.99838421)","Property Damage","2000  E GREGORY BL","KANSAS CITY"
"140000237","2014-01-02T00:00:00.000","64132","6:43","POINT (-94.56391914 38.99838421)","Non Agg Assault Dome","2000  E GREGORY BL","KANSAS CITY"
"140000238","2014-01-02T00:00:00.000","64117","7:28","POINT (-94.494873104 39.168417094)","Auto Theft","7300  NE PARVIN RD","KANSAS CITY"
"140000238","2014-01-02T00:00:00.000","64117","7:28","POINT (-94.494873104 39.168417094)","Auto Theft","7300  NE PARVIN RD","KANSAS CITY"
"140000239","2014-01-02T00:00:00.000","64117","7:03","POINT (-94.494873104 39.168417094)","Auto Theft","7300  NE PARVIN RD","KANSAS CITY"
"140000239","2014-01-02T00:00:00.000","64117","7:03","POINT (-94.494873104 39.168417094)","Auto Theft","7300  NE PARVIN RD","KANSAS CITY"
"140000242","2014-01-02T00:00:00.000","64125","7:53","POINT (-94.506199813 39.102335287)","Stealing From Auto","6500  E 8 ST","KANSAS CITY"
"140000242","2014-01-02T00:00:00.000","64125","7:53","POINT (-94.506199813 39.102335287)","Stealing From Auto","6500  E 8 ST","KANSAS CITY"
"140000248","2014-01-02T00:00:00.000","64124","8:08","POINT (-94.524855477 39.107092655)","Stealing Auto Parts/","500  CHELSEA AV","KANSAS CITY"
"140000248","2014-01-02T00:00:00.000","64124","8:08","POINT (-94.524855477 39.107092655)","Stealing Auto Parts/","500  CHELSEA AV","KANSAS CITY"
"140000249","2014-01-02T00:00:00.000","64156","6:46","POINT (-94.571770139 39.255581952)","Property Damage","8900  N HOLMES ST","KANSAS CITY"
"140000249","2014-01-02T00:00:00.000","64156","6:46","POINT (-94.571770139 39.255581952)","Property Damage","8900  N HOLMES ST","KANSAS CITY"
"140000259","2014-01-02T00:00:00.000","64127","9:07","POINT (-94.517809274 39.07602829)","Stealing All Other","5600  E 27 ST","KANSAS CITY"
"140000259","2014-01-02T00:00:00.000","64127","9:07","POINT (-94.517809274 39.07602829)","Stealing All Other","5600  E 27 ST","KANSAS CITY"
"140000260","2014-01-02T00:00:00.000","64138","9:07","POINT (-94.49022019 38.958538179)","Auto Theft","8500  E 91 ST","KANSAS CITY"
"140000260","2014-01-02T00:00:00.000","64138","9:07","POINT (-94.49022019 38.958538179)","Auto Theft","8500  E 91 ST","KANSAS CITY"
"140000263","2014-01-02T00:00:00.000","64127","9:22","POINT (-94.529846009 39.078072438)","Stealing From Auto","2600  ELMWOOD AV","KANSAS CITY"
"140000263","2014-01-02T00:00:00.000","64127","9:22","POINT (-94.529846009 39.078072438)","Stealing From Auto","2600  ELMWOOD AV","KANSAS CITY"
"140000269","2014-01-02T00:00:00.000","64110","9:06","POINT (-94.556915055 39.037373667)","Non Agg Assault Dome","4900  OLIVE ST","KANSAS CITY"
"140000269","2014-01-02T00:00:00.000","64110","9:06","POINT (-94.556915055 39.037373667)","Non Agg Assault Dome","4900  OLIVE ST","KANSAS CITY"
"140000269","2014-01-02T00:00:00.000","64110","9:06","POINT (-94.556915055 39.037373667)","Non Agg Assault Dome","4900  OLIVE ST","KANSAS CITY"
"140000269","2014-01-02T00:00:00.000","64110","9:06","POINT (-94.556915055 39.037373667)","Non Agg Assault Dome","4900  OLIVE ST","KANSAS CITY"
"140000270","2014-01-02T00:00:00.000","64120","9:07","POINT (-94.54548593 39.122792495)","Burglary - Non Resid","800  N AGNES AV","KANSAS CITY"
"140000270","2014-01-02T00:00:00.000","64120","9:07","POINT (-94.54548593 39.122792495)","Burglary - Non Resid","800  N AGNES AV","KANSAS CITY"
"140000272","2014-01-02T00:00:00.000","64134","9:20","POINT (-94.576802122 38.96622282)","Burglary - Residence","1200  E 89 ST","KANSAS CITY"
"140000272","2014-01-02T00:00:00.000","64134","9:20","POINT (-94.576802122 38.96622282)","Burglary - Residence","1200  E 89 ST","KANSAS CITY"
"140000274","2014-01-02T00:00:00.000","64113","9:52","POINT (-94.587875414 39.003226151)","Stealing From Auto","100  E 69 ST","KANSAS CITY"
"140000274","2014-01-02T00:00:00.000","64113","9:52","POINT (-94.587875414 39.003226151)","Stealing From Auto","100  E 69 ST","KANSAS CITY"
"140000284","2014-01-02T00:00:00.000","64124","10:20","POINT (-94.5291981 39.105482868)","Burglary - Residence","600  CYPRESS AV","KANSAS CITY"
"140000284","2014-01-02T00:00:00.000","64124","10:20","POINT (-94.5291981 39.105482868)","Burglary - Residence","600  CYPRESS AV","KANSAS CITY"
"140000287","2014-01-02T00:00:00.000","64130","10:09","POINT (-94.560832624 38.98344511)","Agg Assault - Domest","7900  PARK AV","KANSAS CITY"
"140000287","2014-01-02T00:00:00.000","64130","10:09","POINT (-94.560832624 38.98344511)","Agg Assault - Domest","7900  PARK AV","KANSAS CITY"
"140000288","2014-01-02T00:00:00.000","64108","9:11","POINT (-94.559718385 39.092370999)","Property Damage","1900  E 17 ST","KANSAS CITY"
"140000288","2014-01-02T00:00:00.000","64108","9:11","POINT (-94.559718385 39.092370999)","Property Damage","1900  E 17 ST","KANSAS CITY"
"140000290","2014-01-02T00:00:00.000","64127","10:18","POINT (-94.533285571 39.093092431)","Stealing from Buildi","1600  JACKSON AV","KANSAS CITY"
"140000290","2014-01-02T00:00:00.000","64127","10:18","POINT (-94.533285571 39.093092431)","Stealing from Buildi","1600  JACKSON AV","KANSAS CITY"
"140000291","2014-01-02T00:00:00.000","64126","10:56","POINT (-94.503598427 39.088154743)","Stealing All Other","1800  EWING AV","KANSAS CITY"
"140000291","2014-01-02T00:00:00.000","64126","10:56","POINT (-94.503598427 39.088154743)","Stealing All Other","1800  EWING AV","KANSAS CITY"
"140000292","2014-01-02T00:00:00.000","64114","11:03","POINT (-94.60800173 38.890823049)","Auto Theft","13100  STATE LINE RD","KANSAS CITY"
"140000292","2014-01-02T00:00:00.000","64114","11:03","POINT (-94.60800173 38.890823049)","Auto Theft","13100  STATE LINE RD","KANSAS CITY"
"140000294","2014-01-02T00:00:00.000","64108","10:52","POINT (-94.581576911 39.085068738)","Non Agg Assault Dome","E 12 ST/WOODLAND AV","KANSAS CITY"
"140000294","2014-01-02T00:00:00.000","64108","10:52","POINT (-94.581576911 39.085068738)","Non Agg Assault Dome","E 12 ST/WOODLAND AV","KANSAS CITY"
"140000295","2014-01-02T00:00:00.000","64111","11:29","POINT (-94.59306945 39.05549663)","Strong Arm Robbery","INDEPENDENCE AV/TROOST AV","KANSAS CITY"
"140000295","2014-01-02T00:00:00.000","64111","11:29","POINT (-94.59306945 39.05549663)","Strong Arm Robbery","INDEPENDENCE AV/TROOST AV","KANSAS CITY"
"140000296","2014-01-02T00:00:00.000","64130","10:55","POINT (-94.544188138 39.033319722)","Burglary - Non Resid","5200  BLUE PK E","KANSAS CITY"
"140000296","2014-01-02T00:00:00.000","64130","10:55","POINT (-94.544188138 39.033319722)","Burglary - Non Resid","5200  BLUE PK E","KANSAS CITY"
"140000296","2014-01-02T00:00:00.000","64130","10:55","POINT (-94.544188138 39.033319722)","Burglary - Non Resid","5200  BLUE PK E","KANSAS CITY"
"140000297","2014-01-02T00:00:00.000","64110","11:31","POINT (-94.582360791 39.038706052)","Stealing Auto Parts/","400  VOLKER BL","KANSAS CITY"
"140000297","2014-01-02T00:00:00.000","64110","11:31","POINT (-94.582360791 39.038706052)","Stealing Auto Parts/","400  VOLKER BL","KANSAS CITY"
"140000299","2014-01-02T00:00:00.000","64106","11:30","POINT (-94.565998325 39.105261465)","Possession of Drug E","700  VIRGINIA AV","KANSAS CITY"
"140000299","2014-01-02T00:00:00.000","64106","11:30","POINT (-94.565998325 39.105261465)","Possession of Drug E","700  VIRGINIA AV","KANSAS CITY"
"140000300","2014-01-02T00:00:00.000","64112","11:39","POINT (-94.600774626 39.04414375)","Property Damage","4600  HOLLY ST","KANSAS CITY"
"140000300","2014-01-02T00:00:00.000","64112","11:39","POINT (-94.600774626 39.04414375)","Property Damage","4600  HOLLY ST","KANSAS CITY"
"140000301","2014-01-02T00:00:00.000","64106","11:40","POINT (-94.582043106 39.098579641)","Misc Violation","100  E 13 ST","KANSAS CITY"
"140000301","2014-01-02T00:00:00.000","64106","11:40","POINT (-94.582043106 39.098579641)","Misc Violation","100  E 13 ST","KANSAS CITY"
"140000302","2014-01-02T00:00:00.000","64118","10:58","POINT (-94.577635386 39.181240499)","Stealing Shoplifting","300  NE VIVION RD","KANSAS CITY"
"140000302","2014-01-02T00:00:00.000","64118","10:58","POINT (-94.577635386 39.181240499)","Stealing Shoplifting","300  NE VIVION RD","KANSAS CITY"
"140000305","2014-01-02T00:00:00.000","64130","11:57","POINT (-94.502580789 39.030455808)","Stealing from Buildi","5100  HICKORY RD","KANSAS CITY"
"140000305","2014-01-02T00:00:00.000","64130","11:57","POINT (-94.502580789 39.030455808)","Stealing from Buildi","5100  HICKORY RD","KANSAS CITY"
"140000309","2014-01-02T00:00:00.000","64111","12:07","POINT (-94.59306945 39.05549663)","Stealing Auto Parts/","W 75 ST/WORNALL RD","KANSAS CITY"
"140000309","2014-01-02T00:00:00.000","64111","12:07","POINT (-94.59306945 39.05549663)","Stealing Auto Parts/","W 75 ST/WORNALL RD","KANSAS CITY"
"140000314","2014-01-02T00:00:00.000","64112","11:52","POINT (-94.590286406 39.040775296)","Fraud/Confidence Gam","300  WARD PKWY N","KANSAS CITY"
"140000314","2014-01-02T00:00:00.000","64112","11:52","POINT (-94.590286406 39.040775296)","Fraud/Confidence Gam","300  WARD PKWY N","KANSAS CITY"
"140000315","2014-01-31T00:00:00.000","64127","23:37","POINT (-94.537895704 39.093145347)","Stealing Auto Parts/","1600  CLEVELAND AV","KANSAS CITY"
"140000315","2014-01-31T00:00:00.000","64127","23:37","POINT (-94.537895704 39.093145347)","Stealing Auto Parts/","1600  CLEVELAND AV","KANSAS CITY"
"140000315","2014-01-31T00:00:00.000","64127","23:37","POINT (-94.537895704 39.093145347)","Stealing Auto Parts/","1600  CLEVELAND AV","KANSAS CITY"
"140000315","2014-01-02T00:00:00.000","64127","12:20","POINT (-94.537895704 39.093145347)","Stealing Auto Parts/","1600  CLEVELAND AV","KANSAS CITY"
"140000315","2014-01-31T00:00:00.000","64127","23:37","POINT (-94.537895704 39.093145347)","Stealing Auto Parts/","1600  CLEVELAND AV","KANSAS CITY"
"140000315","2014-01-02T00:00:00.000","64127","12:20","POINT (-94.537895704 39.093145347)","Stealing Auto Parts/","1600  CLEVELAND AV","KANSAS CITY"
"140000319","2014-01-02T00:00:00.000","64157","12:35","POINT (-94.478035962 39.296792811)","Stealing All Other","11200  N BOOTH AV","KANSAS CITY"
"140000319","2014-01-02T00:00:00.000","64157","12:35","POINT (-94.478035962 39.296792811)","Stealing All Other","11200  N BOOTH AV","KANSAS CITY"
"140000320","2014-01-02T00:00:00.000","64110","12:28","POINT (-94.589219978 39.063945873)","Embezzlement","300  W ARMOUR BL","KANSAS CITY"
"140000320","2014-01-02T00:00:00.000","64110","12:28","POINT (-94.589219978 39.063945873)","Embezzlement","300  W ARMOUR BL","KANSAS CITY"
"140000321","2014-01-02T00:00:00.000","64116","12:46","POINT (-94.566085349 39.170257325)","Stealing Auto Parts/","1200  NE PARVIN RD","KANSAS CITY"
"140000321","2014-01-02T00:00:00.000","64116","12:46","POINT (-94.566085349 39.170257325)","Stealing Auto Parts/","1200  NE PARVIN RD","KANSAS CITY"
"140000324","2014-01-02T00:00:00.000","64123","12:54","POINT (-94.525578847 39.105467026)","Auto Theft","4800  INDEPENDENCE AV","KANSAS CITY"
"140000324","2014-01-02T00:00:00.000","64123","12:54","POINT (-94.525578847 39.105467026)","Auto Theft","4800  INDEPENDENCE AV","KANSAS CITY"
"140000326","2014-01-02T00:00:00.000","64117","12:59","POINT (-94.547465551 39.173930762)","Stealing All Other","4400  N MONTGALL AV","KANSAS CITY"
"140000326","2014-01-02T00:00:00.000","64117","12:59","POINT (-94.547465551 39.173930762)","Stealing All Other","4400  N MONTGALL AV","KANSAS CITY"
"140000327","2014-01-02T00:00:00.000","64109","12:41","POINT (-94.562305788 39.06640328)","Property Damage","3300  WOODLAND AV","KANSAS CITY"
"140000327","2014-01-02T00:00:00.000","64109","12:41","POINT (-94.562305788 39.06640328)","Property Damage","3300  WOODLAND AV","KANSAS CITY"
"140000328","2014-01-02T00:00:00.000","64108","12:45","POINT (-94.551686607 39.048055416)","Agg Assault - Domest","4300  CHESTNUT AV","KANSAS CITY"
"140000328","2014-01-02T00:00:00.000","64108","12:45","POINT (-94.551686607 39.048055416)","Agg Assault - Domest","4300  CHESTNUT AV","KANSAS CITY"
"140000329","2014-01-02T00:00:00.000","64111","13:12","POINT (-94.574477382 39.045206837)","Auto Theft","4500  GILLHAM RD","KANSAS CITY"
"140000329","2014-01-02T00:00:00.000","64111","13:12","POINT (-94.574477382 39.045206837)","Auto Theft","4500  GILLHAM RD","KANSAS CITY"
"140000334","2014-01-02T00:00:00.000","64102","13:23","POINT (-94.601779506 39.099698463)","Auto Theft","1400  W 13 ST","KANSAS CITY"
"140000334","2014-01-02T00:00:00.000","64102","13:23","POINT (-94.601779506 39.099698463)","Auto Theft","1400  W 13 ST","KANSAS CITY"
"140000335","2014-01-02T00:00:00.000","64118","12:50","POINT (-94.567974656 39.267641606)","Agg Assault - Domest","9600  N CAMPBELL ST","KANSAS CITY"
"140000335","2014-01-02T00:00:00.000","64118","12:50","POINT (-94.567974656 39.267641606)","Agg Assault - Domest","9600  N CAMPBELL ST","KANSAS CITY"
"140000339","2014-01-02T00:00:00.000","64130","13:45","POINT (-94.566858384 39.0268433)","Auto Theft","5500  WAYNE AV","KANSAS CITY"
"140000339","2014-01-02T00:00:00.000","64130","13:45","POINT (-94.566858384 39.0268433)","Auto Theft","5500  WAYNE AV","KANSAS CITY"
"140000339","2014-01-02T00:00:00.000","64130","13:45","POINT (-94.566858384 39.0268433)","Property Damage","5500  WAYNE AV","KANSAS CITY"
"140000339","2014-01-02T00:00:00.000","64130","13:45","POINT (-94.566858384 39.0268433)","Property Damage","5500  WAYNE AV","KANSAS CITY"
"140000340","2014-01-02T00:00:00.000","64137","13:45","POINT (-94.53495177 38.928748237)","Stealing All Other","4800  E GRANDVIEW RD","KANSAS CITY"
"140000340","2014-01-02T00:00:00.000","64137","13:45","POINT (-94.53495177 38.928748237)","Stealing All Other","4800  E GRANDVIEW RD","KANSAS CITY"
"140000341","2014-01-02T00:00:00.000","64127","13:52","POINT (-94.539503048 39.082644419)","Auto Theft","2400  MONROE AV","KANSAS CITY"
"140000341","2014-01-02T00:00:00.000","64127","13:52","POINT (-94.539503048 39.082644419)","Auto Theft","2400  MONROE AV","KANSAS CITY"
"140000342","2014-01-02T00:00:00.000","64132","13:55","POINT (-94.561150049 39.002768517)","Property Damage","2200  E 68 TE","KANSAS CITY"
"140000342","2014-01-02T00:00:00.000","64132","13:55","POINT (-94.561150049 39.002768517)","Property Damage","2200  E 68 TE","KANSAS CITY"
"140000343","2014-01-02T00:00:00.000","64132","13:56","POINT (-94.550117875 38.994001861)","Forgery","7300  WALROND AV","KANSAS CITY"
"140000343","2014-01-02T00:00:00.000","64132","13:56","POINT (-94.550117875 38.994001861)","Forgery","7300  WALROND AV","KANSAS CITY"
"140000346","2014-01-02T00:00:00.000","64108","14:03","POINT (-94.598076554 39.092631295)","Auto Theft","1700  HOLLY ST","KANSAS CITY"
"140000346","2014-01-02T00:00:00.000","64108","14:03","POINT (-94.598076554 39.092631295)","Auto Theft","1700  HOLLY ST","KANSAS CITY"
"140000347","2014-01-02T00:00:00.000","64116","13:53","POINT (-94.572060827 39.177561438)","Burglary - Residence","4600  N HOLMES ST","KANSAS CITY"
"140000347","2014-01-02T00:00:00.000","64116","13:53","POINT (-94.572060827 39.177561438)","Burglary - Residence","4600  N HOLMES ST","KANSAS CITY"
"140000350","2014-01-02T00:00:00.000","64111","14:39","POINT (-94.59306945 39.05549663)","Misc Violation","MILL ST/WESTPORT RD","KANSAS CITY"
"140000350","2014-01-02T00:00:00.000","64111","14:39","POINT (-94.59306945 39.05549663)","Misc Violation","MILL ST/WESTPORT RD","KANSAS CITY"
"140000353","2014-01-02T00:00:00.000","64110","13:08","POINT (-94.571349491 39.070423549)","Misc Violation","3100  TROOST AV","KANSAS CITY"
"140000353","2014-01-02T00:00:00.000","64110","13:08","POINT (-94.571349491 39.070423549)","Misc Violation","3100  TROOST AV","KANSAS CITY"
"140000354","2014-01-02T00:00:00.000","64120","14:30","POINT (-94.518022367 39.133169051)","Misc Violation","1400  SOUTHERN RD","KANSAS CITY"
"140000354","2014-01-02T00:00:00.000","64120","14:30","POINT (-94.518022367 39.133169051)","Misc Violation","1400  SOUTHERN RD","KANSAS CITY"
"140000358","2014-01-02T00:00:00.000","64134","14:40","POINT (-94.494418618 38.911171316)","Property Damage","8400  E 117 ST","KANSAS CITY"
"140000358","2014-01-02T00:00:00.000","64134","14:40","POINT (-94.494418618 38.911171316)","Property Damage","8400  E 117 ST","KANSAS CITY"
"140000359","2014-01-02T00:00:00.000","64112","14:35","POINT (-94.585756507 38.944076208)","Burglary - Residence","400  E 101 ST","KANSAS CITY"
"140000359","2014-01-02T00:00:00.000","64112","14:35","POINT (-94.585756507 38.944076208)","Burglary - Residence","400  E 101 ST","KANSAS CITY"
"140000363","2014-01-02T00:00:00.000","64106","13:44","POINT (-94.574849633 39.102104629)","Stealing from Buildi","700  E 10 ST","KANSAS CITY"
"140000363","2014-01-02T00:00:00.000","64106","13:44","POINT (-94.574849633 39.102104629)","Stealing from Buildi","700  E 10 ST","KANSAS CITY"
"140000364","2014-01-02T00:00:00.000","64110","15:21","POINT (-94.573865479 39.046963133)","Impersonation - NOT","4400  HARRISON ST","KANSAS CITY"
"140000364","2014-01-02T00:00:00.000","64110","15:21","POINT (-94.573865479 39.046963133)","Impersonation - NOT","4400  HARRISON ST","KANSAS CITY"
"140000365","2014-01-02T00:00:00.000","64116","15:22","POINT (-94.572125534 39.172180446)","Stealing Auto Parts/","4300  N HOLMES ST","KANSAS CITY"
"140000365","2014-01-02T00:00:00.000","64116","15:22","POINT (-94.572125534 39.172180446)","Stealing Auto Parts/","4300  N HOLMES ST","KANSAS CITY"
"140000366","2014-01-02T00:00:00.000","64120","15:27","POINT (-94.532811717 39.133717832)","Property Damage","4100  EMPIRE RD","KANSAS CITY"
"140000366","2014-01-02T00:00:00.000","64120","15:27","POINT (-94.532811717 39.133717832)","Stealing Auto Parts/","4100  EMPIRE RD","KANSAS CITY"
"140000366","2014-01-02T00:00:00.000","64120","15:27","POINT (-94.532811717 39.133717832)","Property Damage","4100  EMPIRE RD","KANSAS CITY"
"140000366","2014-01-02T00:00:00.000","64120","15:27","POINT (-94.532811717 39.133717832)","Stealing Auto Parts/","4100  EMPIRE RD","KANSAS CITY"
"140000367","2014-01-02T00:00:00.000","64134","15:34","POINT (-94.521322133 38.909955804)","Stealing from Buildi","11800  BLUE RIDGE BL","KANSAS CITY"
"140000367","2014-01-02T00:00:00.000","64134","15:34","POINT (-94.521322133 38.909955804)","Stealing from Buildi","11800  BLUE RIDGE BL","KANSAS CITY"
"140000369","2014-01-02T00:00:00.000","64131","14:59","POINT (-94.564134449 39.001096401)","Burglary - Residence","1900  E 69 TE","KANSAS CITY"
"140000369","2014-01-02T00:00:00.000","64131","14:59","POINT (-94.564134449 39.001096401)","Burglary - Residence","1900  E 69 TE","KANSAS CITY"
