"local_unit_id","local_unit","document_code","description","fiscal_year","url"
"177","BELLAIRE","CGuide","Citizen's Guide","2015","https://treas-secure.state.mi.us/lafdocsearch/tl41R01.aspx?&lu_id=177&doc_yr=2015&doc_code=CGuide"
"178","CENTRAL LAKE","ProjBDG","2-year Budget","2015","https://treas-secure.state.mi.us/lafdocsearch/tl41R01.aspx?&lu_id=178&doc_yr=2015&doc_code=ProjBDG"
"178","CENTRAL LAKE","CGuide","Citizen's Guide","2015","https://treas-secure.state.mi.us/lafdocsearch/tl41R01.aspx?&lu_id=178&doc_yr=2015&doc_code=CGuide"
"178","CENTRAL LAKE","PerfDBD","Performance Dashboard","2015","https://treas-secure.state.mi.us/lafdocsearch/tl41R01.aspx?&lu_id=178&doc_yr=2015&doc_code=PerfDBD"
"178","CENTRAL LAKE","DebtServ","Debt Service","2015","https://treas-secure.state.mi.us/lafdocsearch/tl41R01.aspx?&lu_id=178&doc_yr=2015&doc_code=DebtServ"
"179","ELK RAPIDS","CGuide","Citizen's Guide","2015","https://treas-secure.state.mi.us/lafdocsearch/tl41R01.aspx?&lu_id=179&doc_yr=2015&doc_code=CGuide"
"179","ELK RAPIDS","DebtServ","Debt Service","2015","https://treas-secure.state.mi.us/lafdocsearch/tl41R01.aspx?&lu_id=179&doc_yr=2015&doc_code=DebtServ"
"179","ELK RAPIDS","PerfDBD","Performance Dashboard","2015","https://treas-secure.state.mi.us/lafdocsearch/tl41R01.aspx?&lu_id=179&doc_yr=2015&doc_code=PerfDBD"
"180","ELLSWORTH","DebtServ","Debt Service","2015","https://treas-secure.state.mi.us/lafdocsearch/tl41R01.aspx?&lu_id=180&doc_yr=2015&doc_code=DebtServ"
"180","ELLSWORTH","ProjBDG","2-year Budget","2015","https://treas-secure.state.mi.us/lafdocsearch/tl41R01.aspx?&lu_id=180&doc_yr=2015&doc_code=ProjBDG"
"180","ELLSWORTH","PerfDBD","Performance Dashboard","2015","https://treas-secure.state.mi.us/lafdocsearch/tl41R01.aspx?&lu_id=180&doc_yr=2015&doc_code=PerfDBD"
"180","ELLSWORTH","CGuide","Citizen's Guide","2015","https://treas-secure.state.mi.us/lafdocsearch/tl41R01.aspx?&lu_id=180&doc_yr=2015&doc_code=CGuide"
"223","AU GRES","ProjBDG","2-year Budget","2015","https://treas-secure.state.mi.us/lafdocsearch/tl41R01.aspx?&lu_id=223&doc_yr=2015&doc_code=ProjBDG"
"223","AU GRES","CGuide","Citizen's Guide","2015","https://treas-secure.state.mi.us/lafdocsearch/tl41R01.aspx?&lu_id=223&doc_yr=2015&doc_code=CGuide"
"223","AU GRES","DebtServ","Debt Service","2015","https://treas-secure.state.mi.us/lafdocsearch/tl41R01.aspx?&lu_id=223&doc_yr=2015&doc_code=DebtServ"
"223","AU GRES","PerfDBD","Performance Dashboard","2015","https://treas-secure.state.mi.us/lafdocsearch/tl41R01.aspx?&lu_id=223&doc_yr=2015&doc_code=PerfDBD"
"255","BARAGA","CGuide","Citizen's Guide","2015","https://treas-secure.state.mi.us/lafdocsearch/tl41R01.aspx?&lu_id=255&doc_yr=2015&doc_code=CGuide"
"255","BARAGA","PerfDBD","Performance Dashboard","2015","https://treas-secure.state.mi.us/lafdocsearch/tl41R01.aspx?&lu_id=255&doc_yr=2015&doc_code=PerfDBD"
"255","BARAGA","DebtServ","Debt Service","2015","https://treas-secure.state.mi.us/lafdocsearch/tl41R01.aspx?&lu_id=255&doc_yr=2015&doc_code=DebtServ"
"255","BARAGA","ProjBDG","2-year Budget","2015","https://treas-secure.state.mi.us/lafdocsearch/tl41R01.aspx?&lu_id=255&doc_yr=2015&doc_code=ProjBDG"
"291","FREEPORT","PerfDBD","Performance Dashboard","2015","https://treas-secure.state.mi.us/lafdocsearch/tl41R01.aspx?&lu_id=291&doc_yr=2015&doc_code=PerfDBD"
"291","FREEPORT","ProjBDG","2-year Budget","2015","https://treas-secure.state.mi.us/lafdocsearch/tl41R01.aspx?&lu_id=291&doc_yr=2015&doc_code=ProjBDG"
"291","FREEPORT","DebtServ","Debt Service","2015","https://treas-secure.state.mi.us/lafdocsearch/tl41R01.aspx?&lu_id=291&doc_yr=2015&doc_code=DebtServ"
"291","FREEPORT","CGuide","Citizen's Guide","2015","https://treas-secure.state.mi.us/lafdocsearch/tl41R01.aspx?&lu_id=291&doc_yr=2015&doc_code=CGuide"
"324","BANGOR CHARTER","PerfDBD","Performance Dashboard","2015","https://treas-secure.state.mi.us/lafdocsearch/tl41R01.aspx?&lu_id=324&doc_yr=2015&doc_code=PerfDBD"
"324","BANGOR CHARTER","ProjBDG","2-year Budget","2015","https://treas-secure.state.mi.us/lafdocsearch/tl41R01.aspx?&lu_id=324&doc_yr=2015&doc_code=ProjBDG"
"324","BANGOR CHARTER","CGuide","Citizen's Guide","2015","https://treas-secure.state.mi.us/lafdocsearch/tl41R01.aspx?&lu_id=324&doc_yr=2015&doc_code=CGuide"
"324","BANGOR CHARTER","DebtServ","Debt Service","2015","https://treas-secure.state.mi.us/lafdocsearch/tl41R01.aspx?&lu_id=324&doc_yr=2015&doc_code=DebtServ"
"338","AUBURN","DebtServ","Debt Service","2015","https://treas-secure.state.mi.us/lafdocsearch/tl41R01.aspx?&lu_id=338&doc_yr=2015&doc_code=DebtServ"
"338","AUBURN","PerfDBD","Performance Dashboard","2015","https://treas-secure.state.mi.us/lafdocsearch/tl41R01.aspx?&lu_id=338&doc_yr=2015&doc_code=PerfDBD"
"338","AUBURN","CGuide","Citizen's Guide","2015","https://treas-secure.state.mi.us/lafdocsearch/tl41R01.aspx?&lu_id=338&doc_yr=2015&doc_code=CGuide"
"338","AUBURN","ProjBDG","2-year Budget","2015","https://treas-secure.state.mi.us/lafdocsearch/tl41R01.aspx?&lu_id=338&doc_yr=2015&doc_code=ProjBDG"
"339","BAY CITY","DebtServ","Debt Service","2015","https://treas-secure.state.mi.us/lafdocsearch/tl41R01.aspx?&lu_id=339&doc_yr=2015&doc_code=DebtServ"
"339","BAY CITY","ProjBDG","2-year Budget","2015","https://treas-secure.state.mi.us/lafdocsearch/tl41R01.aspx?&lu_id=339&doc_yr=2015&doc_code=ProjBDG"
"339","BAY CITY","PerfDBD","Performance Dashboard","2015","https://treas-secure.state.mi.us/lafdocsearch/tl41R01.aspx?&lu_id=339&doc_yr=2015&doc_code=PerfDBD"
"339","BAY CITY","CGuide","Citizen's Guide","2015","https://treas-secure.state.mi.us/lafdocsearch/tl41R01.aspx?&lu_id=339&doc_yr=2015&doc_code=CGuide"
"340","ESSEXVILLE","CGuide","Citizen's Guide","2015","https://treas-secure.state.mi.us/lafdocsearch/tl41R01.aspx?&lu_id=340&doc_yr=2015&doc_code=CGuide"
"340","ESSEXVILLE","DebtServ","Debt Service","2015","https://treas-secure.state.mi.us/lafdocsearch/tl41R01.aspx?&lu_id=340&doc_yr=2015&doc_code=DebtServ"
"340","ESSEXVILLE","ProjBDG","2-year Budget","2015","https://treas-secure.state.mi.us/lafdocsearch/tl41R01.aspx?&lu_id=340&doc_yr=2015&doc_code=ProjBDG"
"340","ESSEXVILLE","PerfDBD","Performance Dashboard","2015","https://treas-secure.state.mi.us/lafdocsearch/tl41R01.aspx?&lu_id=340&doc_yr=2015&doc_code=PerfDBD"
"404","FRANKFORT","PerfDBD","Performance Dashboard","2015","https://treas-secure.state.mi.us/lafdocsearch/tl41R01.aspx?&lu_id=404&doc_yr=2015&doc_code=PerfDBD"
"404","FRANKFORT","CGuide","Citizen's Guide","2015","https://treas-secure.state.mi.us/lafdocsearch/tl41R01.aspx?&lu_id=404&doc_yr=2015&doc_code=CGuide"
"404","FRANKFORT","DebtServ","Debt Service","2015","https://treas-secure.state.mi.us/lafdocsearch/tl41R01.aspx?&lu_id=404&doc_yr=2015&doc_code=DebtServ"
"404","FRANKFORT","ProjBDG","2-year Budget","2015","https://treas-secure.state.mi.us/lafdocsearch/tl41R01.aspx?&lu_id=404&doc_yr=2015&doc_code=ProjBDG"
"405","BENZONIA","PerfDBD","Performance Dashboard","2015","https://treas-secure.state.mi.us/lafdocsearch/tl41R01.aspx?&lu_id=405&doc_yr=2015&doc_code=PerfDBD"
"405","BENZONIA","ProjBDG","2-year Budget","2015","https://treas-secure.state.mi.us/lafdocsearch/tl41R01.aspx?&lu_id=405&doc_yr=2015&doc_code=ProjBDG"
"405","BENZONIA","DebtServ","Debt Service","2015","https://treas-secure.state.mi.us/lafdocsearch/tl41R01.aspx?&lu_id=405&doc_yr=2015&doc_code=DebtServ"
"405","BENZONIA","CGuide","Citizen's Guide","2015","https://treas-secure.state.mi.us/lafdocsearch/tl41R01.aspx?&lu_id=405&doc_yr=2015&doc_code=CGuide"
"407","ELBERTA","CGuide","Citizen's Guide","2015","https://treas-secure.state.mi.us/lafdocsearch/tl41R01.aspx?&lu_id=407&doc_yr=2015&doc_code=CGuide"
"407","ELBERTA","DebtServ","Debt Service","2015","https://treas-secure.state.mi.us/lafdocsearch/tl41R01.aspx?&lu_id=407&doc_yr=2015&doc_code=DebtServ"
"407","ELBERTA","ProjBDG","2-year Budget","2015","https://treas-secure.state.mi.us/lafdocsearch/tl41R01.aspx?&lu_id=407&doc_yr=2015&doc_code=ProjBDG"
"407","ELBERTA","PerfDBD","Performance Dashboard","2015","https://treas-secure.state.mi.us/lafdocsearch/tl41R01.aspx?&lu_id=407&doc_yr=2015&doc_code=PerfDBD"
"429","BENTON CHARTER","DebtServ","Debt Service","2015","https://treas-secure.state.mi.us/lafdocsearch/tl41R01.aspx?&lu_id=429&doc_yr=2015&doc_code=DebtServ"
"429","BENTON CHARTER","CGuide","Citizen's Guide","2015","https://treas-secure.state.mi.us/lafdocsearch/tl41R01.aspx?&lu_id=429&doc_yr=2015&doc_code=CGuide"
"429","BENTON CHARTER","PerfDBD","Performance Dashboard","2015","https://treas-secure.state.mi.us/lafdocsearch/tl41R01.aspx?&lu_id=429&doc_yr=2015&doc_code=PerfDBD"
"429","BENTON CHARTER","ProjBDG","2-year Budget","2015","https://treas-secure.state.mi.us/lafdocsearch/tl41R01.aspx?&lu_id=429&doc_yr=2015&doc_code=ProjBDG"
"449","BENTON HARBOR","CGuide","Citizen's Guide","2015","https://treas-secure.state.mi.us/lafdocsearch/tl41R01.aspx?&lu_id=449&doc_yr=2015&doc_code=CGuide"
"449","BENTON HARBOR","ProjBDG","2-year Budget","2015","https://treas-secure.state.mi.us/lafdocsearch/tl41R01.aspx?&lu_id=449&doc_yr=2015&doc_code=ProjBDG"
"449","BENTON HARBOR","PerfDBD","Performance Dashboard","2015","https://treas-secure.state.mi.us/lafdocsearch/tl41R01.aspx?&lu_id=449&doc_yr=2015&doc_code=PerfDBD"
"449","BENTON HARBOR","DebtServ","Debt Service","2015","https://treas-secure.state.mi.us/lafdocsearch/tl41R01.aspx?&lu_id=449&doc_yr=2015&doc_code=DebtServ"
"450","BRIDGMAN","DebtServ","Debt Service","2015","https://treas-secure.state.mi.us/lafdocsearch/tl41R01.aspx?&lu_id=450&doc_yr=2015&doc_code=DebtServ"
"450","BRIDGMAN","ProjBDG","2-year Budget","2015","https://treas-secure.state.mi.us/lafdocsearch/tl41R01.aspx?&lu_id=450&doc_yr=2015&doc_code=ProjBDG"
"450","BRIDGMAN","CGuide","Citizen's Guide","2015","https://treas-secure.state.mi.us/lafdocsearch/tl41R01.aspx?&lu_id=450&doc_yr=2015&doc_code=CGuide"
"450","BRIDGMAN","PerfDBD","Performance Dashboard","2015","https://treas-secure.state.mi.us/lafdocsearch/tl41R01.aspx?&lu_id=450&doc_yr=2015&doc_code=PerfDBD"
"451","BUCHANAN","CGuide","Citizen's Guide","2015","https://treas-secure.state.mi.us/lafdocsearch/tl41R01.aspx?&lu_id=451&doc_yr=2015&doc_code=CGuide"
"451","BUCHANAN","PerfDBD","Performance Dashboard","2015","https://treas-secure.state.mi.us/lafdocsearch/tl41R01.aspx?&lu_id=451&doc_yr=2015&doc_code=PerfDBD"
"451","BUCHANAN","ProjBDG","2-year Budget","2015","https://treas-secure.state.mi.us/lafdocsearch/tl41R01.aspx?&lu_id=451&doc_yr=2015&doc_code=ProjBDG"
"451","BUCHANAN","DebtServ","Debt Service","2015","https://treas-secure.state.mi.us/lafdocsearch/tl41R01.aspx?&lu_id=451&doc_yr=2015&doc_code=DebtServ"
"452","COLOMA","DebtServ","Debt Service","2015","https://treas-secure.state.mi.us/lafdocsearch/tl41R01.aspx?&lu_id=452&doc_yr=2015&doc_code=DebtServ"
"452","COLOMA","CGuide","Citizen's Guide","2015","https://treas-secure.state.mi.us/lafdocsearch/tl41R01.aspx?&lu_id=452&doc_yr=2015&doc_code=CGuide"
"452","COLOMA","ProjBDG","2-year Budget","2015","https://treas-secure.state.mi.us/lafdocsearch/tl41R01.aspx?&lu_id=452&doc_yr=2015&doc_code=ProjBDG"
"452","COLOMA","PerfDBD","Performance Dashboard","2015","https://treas-secure.state.mi.us/lafdocsearch/tl41R01.aspx?&lu_id=452&doc_yr=2015&doc_code=PerfDBD"
"457","BARODA","ProjBDG","2-year Budget","2015","https://treas-secure.state.mi.us/lafdocsearch/tl41R01.aspx?&lu_id=457&doc_yr=2015&doc_code=ProjBDG"
"457","BARODA","CGuide","Citizen's Guide","2015","https://treas-secure.state.mi.us/lafdocsearch/tl41R01.aspx?&lu_id=457&doc_yr=2015&doc_code=CGuide"
"457","BARODA","PerfDBD","Performance Dashboard","2015","https://treas-secure.state.mi.us/lafdocsearch/tl41R01.aspx?&lu_id=457&doc_yr=2015&doc_code=PerfDBD"
"457","BARODA","DebtServ","Debt Service","2015","https://treas-secure.state.mi.us/lafdocsearch/tl41R01.aspx?&lu_id=457&doc_yr=2015&doc_code=DebtServ"
"458","BERRIEN SPRINGS","ProjBDG","2-year Budget","2015","https://treas-secure.state.mi.us/lafdocsearch/tl41R01.aspx?&lu_id=458&doc_yr=2015&doc_code=ProjBDG"
"458","BERRIEN SPRINGS","PerfDBD","Performance Dashboard","2015","https://treas-secure.state.mi.us/lafdocsearch/tl41R01.aspx?&lu_id=458&doc_yr=2015&doc_code=PerfDBD"
"458","BERRIEN SPRINGS","DebtServ","Debt Service","2015","https://treas-secure.state.mi.us/lafdocsearch/tl41R01.aspx?&lu_id=458&doc_yr=2015&doc_code=DebtServ"
"458","BERRIEN SPRINGS","CGuide","Citizen's Guide","2015","https://treas-secure.state.mi.us/lafdocsearch/tl41R01.aspx?&lu_id=458&doc_yr=2015&doc_code=CGuide"
"459","EAU CLAIRE","PerfDBD","Performance Dashboard","2015","https://treas-secure.state.mi.us/lafdocsearch/tl41R01.aspx?&lu_id=459&doc_yr=2015&doc_code=PerfDBD"
"459","EAU CLAIRE","ProjBDG","2-year Budget","2015","https://treas-secure.state.mi.us/lafdocsearch/tl41R01.aspx?&lu_id=459&doc_yr=2015&doc_code=ProjBDG"
"459","EAU CLAIRE","CGuide","Citizen's Guide","2015","https://treas-secure.state.mi.us/lafdocsearch/tl41R01.aspx?&lu_id=459&doc_yr=2015&doc_code=CGuide"
"459","EAU CLAIRE","DebtServ","Debt Service","2015","https://treas-secure.state.mi.us/lafdocsearch/tl41R01.aspx?&lu_id=459&doc_yr=2015&doc_code=DebtServ"
"460","GALIEN","PerfDBD","Performance Dashboard","2015","https://treas-secure.state.mi.us/lafdocsearch/tl41R01.aspx?&lu_id=460&doc_yr=2015&doc_code=PerfDBD"
"460","GALIEN","CGuide","Citizen's Guide","2015","https://treas-secure.state.mi.us/lafdocsearch/tl41R01.aspx?&lu_id=460&doc_yr=2015&doc_code=CGuide"
"460","GALIEN","DebtServ","Debt Service","2015","https://treas-secure.state.mi.us/lafdocsearch/tl41R01.aspx?&lu_id=460&doc_yr=2015&doc_code=DebtServ"
"460","GALIEN","ProjBDG","2-year Budget","2015","https://treas-secure.state.mi.us/lafdocsearch/tl41R01.aspx?&lu_id=460&doc_yr=2015&doc_code=ProjBDG"
"574","BRONSON","PerfDBD","Performance Dashboard","2015","https://treas-secure.state.mi.us/lafdocsearch/tl41R01.aspx?&lu_id=574&doc_yr=2015&doc_code=PerfDBD"
"574","BRONSON","DebtServ","Debt Service","2015","https://treas-secure.state.mi.us/lafdocsearch/tl41R01.aspx?&lu_id=574&doc_yr=2015&doc_code=DebtServ"
"574","BRONSON","ProjBDG","2-year Budget","2015","https://treas-secure.state.mi.us/lafdocsearch/tl41R01.aspx?&lu_id=574&doc_yr=2015&doc_code=ProjBDG"
"574","BRONSON","CGuide","Citizen's Guide","2015","https://treas-secure.state.mi.us/lafdocsearch/tl41R01.aspx?&lu_id=574&doc_yr=2015&doc_code=CGuide"
"575","COLDWATER","DebtServ","Debt Service","2015","https://treas-secure.state.mi.us/lafdocsearch/tl41R01.aspx?&lu_id=575&doc_yr=2015&doc_code=DebtServ"
"575","COLDWATER","PerfDBD","Performance Dashboard","2015","https://treas-secure.state.mi.us/lafdocsearch/tl41R01.aspx?&lu_id=575&doc_yr=2015&doc_code=PerfDBD"
"575","COLDWATER","ProjBDG","2-year Budget","2015","https://treas-secure.state.mi.us/lafdocsearch/tl41R01.aspx?&lu_id=575&doc_yr=2015&doc_code=ProjBDG"
"575","COLDWATER","CGuide","Citizen's Guide","2015","https://treas-secure.state.mi.us/lafdocsearch/tl41R01.aspx?&lu_id=575&doc_yr=2015&doc_code=CGuide"
"602","BEDFORD CHARTER","CGuide","Citizen's Guide","2015","https://treas-secure.state.mi.us/lafdocsearch/tl41R01.aspx?&lu_id=602&doc_yr=2015&doc_code=CGuide"
"602","BEDFORD CHARTER","PerfDBD","Performance Dashboard","2015","https://treas-secure.state.mi.us/lafdocsearch/tl41R01.aspx?&lu_id=602&doc_yr=2015&doc_code=PerfDBD"
"602","BEDFORD CHARTER","DebtServ","Debt Service","2015","https://treas-secure.state.mi.us/lafdocsearch/tl41R01.aspx?&lu_id=602&doc_yr=2015&doc_code=DebtServ"
"602","BEDFORD CHARTER","ProjBDG","2-year Budget","2015","https://treas-secure.state.mi.us/lafdocsearch/tl41R01.aspx?&lu_id=602&doc_yr=2015&doc_code=ProjBDG"
"608","EMMETT CHARTER","DebtServ","Debt Service","2015","https://treas-secure.state.mi.us/lafdocsearch/tl41R01.aspx?&lu_id=608&doc_yr=2015&doc_code=DebtServ"
"608","EMMETT CHARTER","PerfDBD","Performance Dashboard","2015","https://treas-secure.state.mi.us/lafdocsearch/tl41R01.aspx?&lu_id=608&doc_yr=2015&doc_code=PerfDBD"
"608","EMMETT CHARTER","CGuide","Citizen's Guide","2015","https://treas-secure.state.mi.us/lafdocsearch/tl41R01.aspx?&lu_id=608&doc_yr=2015&doc_code=CGuide"
"608","EMMETT CHARTER","ProjBDG","2-year Budget","2015","https://treas-secure.state.mi.us/lafdocsearch/tl41R01.aspx?&lu_id=608&doc_yr=2015&doc_code=ProjBDG"
"619","ALBION","CGuide","Citizen's Guide","2015","https://treas-secure.state.mi.us/lafdocsearch/tl41R01.aspx?&lu_id=619&doc_yr=2015&doc_code=CGuide"
"619","ALBION","ProjBDG","2-year Budget","2015","https://treas-secure.state.mi.us/lafdocsearch/tl41R01.aspx?&lu_id=619&doc_yr=2015&doc_code=ProjBDG"
"619","ALBION","PerfDBD","Performance Dashboard","2015","https://treas-secure.state.mi.us/lafdocsearch/tl41R01.aspx?&lu_id=619&doc_yr=2015&doc_code=PerfDBD"
"619","ALBION","DebtServ","Debt Service","2015","https://treas-secure.state.mi.us/lafdocsearch/tl41R01.aspx?&lu_id=619&doc_yr=2015&doc_code=DebtServ"
"620","BATTLE CREEK","CGuide","Citizen's Guide","2015","https://treas-secure.state.mi.us/lafdocsearch/tl41R01.aspx?&lu_id=620&doc_yr=2015&doc_code=CGuide"
"620","BATTLE CREEK","PerfDBD","Performance Dashboard","2015","https://treas-secure.state.mi.us/lafdocsearch/tl41R01.aspx?&lu_id=620&doc_yr=2015&doc_code=PerfDBD"
"620","BATTLE CREEK","ProjBDG","2-year Budget","2015","https://treas-secure.state.mi.us/lafdocsearch/tl41R01.aspx?&lu_id=620&doc_yr=2015&doc_code=ProjBDG"
"620","BATTLE CREEK","DebtServ","Debt Service","2015","https://treas-secure.state.mi.us/lafdocsearch/tl41R01.aspx?&lu_id=620&doc_yr=2015&doc_code=DebtServ"
"623","ATHENS","DebtServ","Debt Service","2015","https://treas-secure.state.mi.us/lafdocsearch/tl41R01.aspx?&lu_id=623&doc_yr=2015&doc_code=DebtServ"
"623","ATHENS","PerfDBD","Performance Dashboard","2015","https://treas-secure.state.mi.us/lafdocsearch/tl41R01.aspx?&lu_id=623&doc_yr=2015&doc_code=PerfDBD"
"623","ATHENS","CGuide","Citizen's Guide","2015","https://treas-secure.state.mi.us/lafdocsearch/tl41R01.aspx?&lu_id=623&doc_yr=2015&doc_code=CGuide"
"623","ATHENS","ProjBDG","2-year Budget","2015","https://treas-secure.state.mi.us/lafdocsearch/tl41R01.aspx?&lu_id=623&doc_yr=2015&doc_code=ProjBDG"
"624","BURLINGTON","PerfDBD","Performance Dashboard","2015","https://treas-secure.state.mi.us/lafdocsearch/tl41R01.aspx?&lu_id=624&doc_yr=2015&doc_code=PerfDBD"
"624","BURLINGTON","ProjBDG","2-year Budget","2015","https://treas-secure.state.mi.us/lafdocsearch/tl41R01.aspx?&lu_id=624&doc_yr=2015&doc_code=ProjBDG"
"624","BURLINGTON","CGuide","Citizen's Guide","2015","https://treas-secure.state.mi.us/lafdocsearch/tl41R01.aspx?&lu_id=624&doc_yr=2015&doc_code=CGuide"
"624","BURLINGTON","DebtServ","Debt Service","2015","https://treas-secure.state.mi.us/lafdocsearch/tl41R01.aspx?&lu_id=624&doc_yr=2015&doc_code=DebtServ"
"707","DOWAGIAC","ProjBDG","2-year Budget","2015","https://treas-secure.state.mi.us/lafdocsearch/tl41R01.aspx?&lu_id=707&doc_yr=2015&doc_code=ProjBDG"
"707","DOWAGIAC","PerfDBD","Performance Dashboard","2015","https://treas-secure.state.mi.us/lafdocsearch/tl41R01.aspx?&lu_id=707&doc_yr=2015&doc_code=PerfDBD"
"707","DOWAGIAC","DebtServ","Debt Service","2015","https://treas-secure.state.mi.us/lafdocsearch/tl41R01.aspx?&lu_id=707&doc_yr=2015&doc_code=DebtServ"
"707","DOWAGIAC","CGuide","Citizen's Guide","2015","https://treas-secure.state.mi.us/lafdocsearch/tl41R01.aspx?&lu_id=707&doc_yr=2015&doc_code=CGuide"
"708","CASSOPOLIS","PerfDBD","Performance Dashboard","2015","https://treas-secure.state.mi.us/lafdocsearch/tl41R01.aspx?&lu_id=708&doc_yr=2015&doc_code=PerfDBD"
"708","CASSOPOLIS","ProjBDG","2-year Budget","2015","https://treas-secure.state.mi.us/lafdocsearch/tl41R01.aspx?&lu_id=708&doc_yr=2015&doc_code=ProjBDG"
"708","CASSOPOLIS","DebtServ","Debt Service","2015","https://treas-secure.state.mi.us/lafdocsearch/tl41R01.aspx?&lu_id=708&doc_yr=2015&doc_code=DebtServ"
"708","CASSOPOLIS","CGuide","Citizen's Guide","2015","https://treas-secure.state.mi.us/lafdocsearch/tl41R01.aspx?&lu_id=708&doc_yr=2015&doc_code=CGuide"
"709","EDWARDSBURG","ProjBDG","2-year Budget","2015","https://treas-secure.state.mi.us/lafdocsearch/tl41R01.aspx?&lu_id=709&doc_yr=2015&doc_code=ProjBDG"
"709","EDWARDSBURG","PerfDBD","Performance Dashboard","2015","https://treas-secure.state.mi.us/lafdocsearch/tl41R01.aspx?&lu_id=709&doc_yr=2015&doc_code=PerfDBD"
