"emtype","emrank","emrankdate","emdatehire","emdateswrn","emsex","emrace","emethnic","emdivision","reccount"
"SWRN","SGT","2007-10-07T00:00:00.000","1999-09-13T00:00:00.000","1999-09-13T00:00:00.000","M","W","N","SID","1"
"SWRN","SGT","2007-09-09T00:00:00.000","2000-06-01T00:00:00.000","2000-06-01T00:00:00.000","M","W",,"SID","1"
"SWRN","SGT","1996-11-17T00:00:00.000","1990-01-02T00:00:00.000","1990-01-02T00:00:00.000","M","B",,"PATR","1"
"SWRN","SGT","2007-10-07T00:00:00.000","1995-02-20T00:00:00.000","1995-02-20T00:00:00.000","M","W",,"CI","1"
"SWRN","LIEU","2018-02-11T00:00:00.000","2001-05-04T00:00:00.000","2001-05-04T00:00:00.000","M","W","N","OPSD","1"
"SWRN","SGT",,"2006-01-09T00:00:00.000","2006-01-09T00:00:00.000","M","W","N","OPSB","1"
"SWRN","LIEU","2017-03-12T00:00:00.000","1995-01-30T00:00:00.000","1995-01-30T00:00:00.000","M","W","N","PATR","1"
"SWRN","SGT","2006-03-26T00:00:00.000","1994-05-16T00:00:00.000","1994-05-16T00:00:00.000","M","W","H","CI","1"
"SWRN","LIEU","2015-02-15T00:00:00.000","1993-10-25T00:00:00.000","1993-10-25T00:00:00.000","F","W","N","RECO","1"
"SWRN","CAPT","2014-09-28T00:00:00.000","1997-07-14T00:00:00.000","1997-07-14T00:00:00.000","M","W","N","PATR","1"
"SWRN","SGT","2011-11-27T00:00:00.000","1995-09-25T00:00:00.000","1995-09-25T00:00:00.000","M","B","N","OPSD","1"
"SWRN","LIEU","2021-10-17T00:00:00.000","2002-01-07T00:00:00.000","2002-01-07T00:00:00.000","M","W","N","OPSD","1"
"SWRN","SGT","2007-03-11T00:00:00.000","1999-05-03T00:00:00.000","1999-05-03T00:00:00.000","M","W",,"CI","1"
"SWRN","SGT","2009-04-19T00:00:00.000","1997-03-31T00:00:00.000","1997-03-31T00:00:00.000","M","W",,"CI","1"
"SWRN","SGT",,"1992-04-27T00:00:00.000","1992-04-27T00:00:00.000","M","W",,"PATR","1"
"SWRN","SGT","2006-08-27T00:00:00.000","1994-05-16T00:00:00.000","1994-05-16T00:00:00.000","M","W","H","PATR","1"
"SWRN","SGT","2010-10-31T00:00:00.000","1992-06-22T00:00:00.000","1992-06-22T00:00:00.000","M","W","N","INSD","1"
"SWRN","SGT","2007-05-06T00:00:00.000","1997-07-14T00:00:00.000","1997-07-14T00:00:00.000","M","W","N","OPSD","1"
"SWRN","SGT","2009-04-08T00:00:00.000","1997-10-27T00:00:00.000","1997-10-27T00:00:00.000","M","W","N","SID","1"
"NSWN","CIV",,"2005-06-13T00:00:00.000",,"M","W",,"ADMS","1"
"NSWN","CIV",,"1990-06-19T00:00:00.000",,"M","W",,"ADMS","1"
"NSWN","CIV",,"2005-07-25T00:00:00.000",,"F","B","N","ADMS","1"
"NSWN","CIV",,"2007-01-16T00:00:00.000",,"M","B","N","ADMS","1"
"NSWN","CIV",,"2006-11-07T00:00:00.000",,"F","B",,"ADMS","1"
"NSWN","CIV",,"2005-05-23T00:00:00.000",,"F","B","N","ADMS","1"
"NSWN","CIV",,"2002-12-08T00:00:00.000",,"F","W","H","CHF","1"
"NSWN","CIV",,"2007-04-02T00:00:00.000",,"F","W",,"ADMS","1"
"NSWN","CIV",,"2005-12-19T00:00:00.000",,"F","W","H","CHF","1"
"SWRN","SGT","2013-07-21T00:00:00.000","2002-09-09T00:00:00.000","2002-09-09T00:00:00.000","M","W",,"OPSB","1"
"SWRN","SGT","2007-01-14T00:00:00.000","1994-11-20T00:00:00.000","1994-11-20T00:00:00.000","M","W",,"PATR","1"
"SWRN","SGT","2013-11-10T00:00:00.000","1994-11-28T00:00:00.000","1994-11-28T00:00:00.000","M","W",,"SID","1"
"SWRN","SGT","2010-03-21T00:00:00.000","1998-01-20T00:00:00.000","1998-01-20T00:00:00.000","M","W",,"OPSD","1"
"SWRN","SGT","2013-07-21T00:00:00.000","2001-08-20T00:00:00.000","2001-08-20T00:00:00.000","M","W","N","OPSD","1"
"SWRN","LIEU","2018-01-28T00:00:00.000","2000-08-21T00:00:00.000","2000-08-21T00:00:00.000","M","W",,"PATR","1"
"SWRN","LIEU","2018-01-28T00:00:00.000","1999-04-05T00:00:00.000","1999-04-05T00:00:00.000","M","W",,"PATR","1"
"SWRN","SGT",,"2001-02-05T00:00:00.000","2001-02-05T00:00:00.000","M","W","N","PATR","1"
"SWRN","SGT","1996-11-17T00:00:00.000","1990-08-27T00:00:00.000","1990-08-27T00:00:00.000","M","W",,"OPSD","1"
"SWRN","CAPT","2021-10-17T00:00:00.000","2002-01-14T00:00:00.000","2002-01-14T00:00:00.000","M","W","H","PATR","1"
"SWRN","SGT","2013-07-21T00:00:00.000","2002-07-15T00:00:00.000","2002-07-15T00:00:00.000","M","W",,"INVB","1"
"SWRN","SGT","2013-11-10T00:00:00.000","1997-01-27T00:00:00.000","1997-01-27T00:00:00.000","M","W",,"SSD","1"
"NSWN","CIV",,"2002-03-18T00:00:00.000",,"F","B",,"ADMS","1"
"NSWN","CIV",,"2007-01-29T00:00:00.000",,"F","B",,"ADMS","1"
"NSWN","CIV",,"2000-09-25T00:00:00.000",,"F","B",,"ADMS","1"
"NSWN","CIV",,"2008-05-12T00:00:00.000",,"F","B",,"ADMS","1"
"NSWN","CIV",,"2004-10-18T00:00:00.000",,"F","W","H","ADMS","1"
"NSWN","PSA","2016-03-27T00:00:00.000","2013-07-29T00:00:00.000",,"F","B","N","ADMS","1"
"NSWN","CIV",,"1994-10-03T00:00:00.000",,"F","B",,"SPLY","1"
,,,,,,,,,"1"
"NSWN","CIV","2015-04-12T00:00:00.000","1998-02-02T00:00:00.000",,"M","B",,"CI","1"
"NSWN","CIV",,"2004-11-15T00:00:00.000",,"F","W",,"CI","1"
"NSWN","PSA",,"1995-12-04T00:00:00.000",,"M","W","N","PATR","1"
"NSWN","PSA",,"2012-09-24T00:00:00.000",,"F","B","N","PATR","1"
"NSWN","PSA",,"1999-10-18T00:00:00.000",,"F","W","N","PATR","1"
"SWRN","OFC",,"2013-11-04T00:00:00.000","2014-12-07T00:00:00.000","F","W","N","PATR","1"
"NSWN","PSA",,"2008-08-04T00:00:00.000",,"M","B","N","PATR","1"
"NSWN","PSA",,"1995-12-04T00:00:00.000",,"F","W","N","CI","1"
"NSWN","PSA",,"2002-03-12T00:00:00.000",,"F","B","N","PATR","1"
"NSWN","PSA",,"1999-10-18T00:00:00.000",,"F","W","N","PATR","1"
"NSWN","PSA",,"2010-06-03T00:00:00.000",,"F","W",,"ADMS","1"
"NSWN","PSA",,"2005-08-29T00:00:00.000",,"F","W","N","CI","1"
"NSWN","PSA",,"1995-12-04T00:00:00.000",,"M","W","N","PATR","1"
"NSWN","PSA",,"2012-04-09T00:00:00.000",,"F","B","N","LTDY","1"
"NSWN","PSA",,"2010-06-14T00:00:00.000",,"M","O","H","PATR","1"
"NSWN","PSA",,"2008-11-03T00:00:00.000",,"F","W","N","PATR","1"
"NSWN","CIV",,"2005-08-29T00:00:00.000",,"F","B",,"PATR","1"
"NSWN","PSA",,"1999-07-12T00:00:00.000",,"F","W",,"PATR","1"
"NSWN","PSA",,"1995-12-05T00:00:00.000",,"F","B",,"INVB","1"
"NSWN","CIV","2016-01-03T00:00:00.000","2006-09-18T00:00:00.000",,"M","B",,"ADMS","1"
"NSWN","PSA",,"2006-12-18T00:00:00.000",,"F","B","N","CI","1"
"NSWN","CIV",,"2000-03-06T00:00:00.000",,"F","O",,"PATR","1"
"NSWN","CIV",,"1997-03-10T00:00:00.000",,"F","W","H","INVB","1"
"NSWN","CIV",,"2008-11-17T00:00:00.000",,"M","W",,"ADMS","1"
"SWRN","OFC",,"2014-02-04T00:00:00.000","2014-02-04T00:00:00.000","M","W",,"PATR","1"
"SWRN","OFC",,"2014-04-15T00:00:00.000","2014-04-15T00:00:00.000","M","W","H","PATR","1"
"SWRN","OFC",,"2013-08-05T00:00:00.000","2013-08-05T00:00:00.000","M","W","H","PATR","1"
"SWRN","OFC",,"2014-03-10T00:00:00.000","2014-03-10T00:00:00.000","M","A","N","PATR","1"
"SWRN","OFC",,"2013-12-16T00:00:00.000","2013-12-16T00:00:00.000","M","W",,"SID","1"
"SWRN","OFC",,"2014-01-07T00:00:00.000","2014-01-07T00:00:00.000","F","W","H","LTDY","1"
"SWRN","OFC",,"2014-01-17T00:00:00.000","2014-01-17T00:00:00.000","M","B","N","PATR","1"
"SWRN","OFC","2013-10-27T00:00:00.000","2012-10-08T00:00:00.000","2013-10-27T00:00:00.000","F","W",,"PATR","1"
"SWRN","OFC","2014-01-07T00:00:00.000","2006-10-09T00:00:00.000","2014-01-07T00:00:00.000","F","B",,"CI","1"
"SWRN","OFC",,"2007-08-27T00:00:00.000","2007-08-27T00:00:00.000","F","B","N","OPSB","1"
"SWRN","OFC",,"2014-01-07T00:00:00.000","2014-01-07T00:00:00.000","M","B","N","SID","1"
"SWRN","OFC",,"2013-12-10T00:00:00.000","2013-12-10T00:00:00.000","M","B",,"ADMS","1"
"SWRN","OFC","2013-08-04T00:00:00.000","2010-06-03T00:00:00.000","2013-08-04T00:00:00.000","M","B","N","PATR","1"
"SWRN","OFC",,"2014-01-07T00:00:00.000","2014-01-07T00:00:00.000","M","W",,"CI","1"
"SWRN","SGT","2020-09-20T00:00:00.000","2013-10-29T00:00:00.000","2013-10-29T00:00:00.000","M","B","N","OPSD","1"
"SWRN","OFC",,"2002-05-20T00:00:00.000","2002-05-20T00:00:00.000","M","A","N","SID","1"
"SWRN","SGT","2020-11-29T00:00:00.000","2010-01-26T00:00:00.000","2010-01-26T00:00:00.000","M","W","N","PATR","1"
"SWRN","OFC",,"2008-08-11T00:00:00.000","2008-08-11T00:00:00.000","M","B","N","PATR","1"
"SWRN","OFC",,"2005-09-19T00:00:00.000","2005-09-19T00:00:00.000","M","W","N","INVB","1"
"SWRN","OFC",,"2008-03-10T00:00:00.000","2008-03-10T00:00:00.000","M","W","N","OPSD","1"
"SWRN","OFC",,"2005-03-21T00:00:00.000","2005-03-21T00:00:00.000","M","W","N","OPSD","1"
"SWRN","OFC",,"2010-12-13T00:00:00.000","2010-12-13T00:00:00.000","F","B","N","CI","1"
"SWRN","OFC",,"2007-06-06T00:00:00.000","2007-06-06T00:00:00.000","M","W","N","OPSD","1"
"SWRN","OFC",,"2000-04-26T00:00:00.000","2000-04-26T00:00:00.000","F","W","N","PATR","1"
"SWRN","OFC",,"2013-08-06T00:00:00.000","2013-08-06T00:00:00.000","M","W",,"K9","1"
"SWRN","OFC",,"2011-11-07T00:00:00.000","2011-11-07T00:00:00.000","M","B","N","PATR","1"
"SWRN","OFC",,"2011-10-24T00:00:00.000","2011-10-24T00:00:00.000","M","W","N","CI","1"
"SWRN","OFC",,"2008-07-30T00:00:00.000","2008-07-30T00:00:00.000","F","W","H","PATR","1"
"SWRN","DET",,"2003-01-27T00:00:00.000","2003-01-27T00:00:00.000","M","W",,"SID","1"
"SWRN","OFC",,"2008-06-02T00:00:00.000","2008-06-02T00:00:00.000","M","W",,"INVB","1"
"SWRN","OFC",,"2010-04-19T00:00:00.000","2010-04-19T00:00:00.000","M","B","N","PATR","1"
"SWRN","OFC",,"2012-01-24T00:00:00.000","2012-01-24T00:00:00.000","F","W","N","CI","1"
"SWRN","OFC",,"2009-08-10T00:00:00.000","2009-08-10T00:00:00.000","M","B","N","PATR","1"
"SWRN","OFC",,"1998-12-28T00:00:00.000","1998-12-28T00:00:00.000","M","B",,"PATR","1"
"SWRN","OFC",,"2013-07-15T00:00:00.000","2013-07-15T00:00:00.000","M","W",,"CI","1"
"SWRN","OFC",,"1997-03-31T00:00:00.000","1997-03-31T00:00:00.000","M","W","N","OPSD","1"
"SWRN","OFC",,"2006-03-22T00:00:00.000","2006-03-22T00:00:00.000","M","W","N","SID","1"
"SWRN","CIV",,"2010-03-13T00:00:00.000",,"M","W","N","PATR","1"
"SWRN","MAJ","2004-10-10T00:00:00.000","2008-03-02T00:00:00.000","1976-11-01T00:00:00.000","M","W",,"PATR","1"
"NSWN","OFC",,"2013-08-01T00:00:00.000","1984-09-17T00:00:00.000","M","B",,"PATR","1"
"SWRN","OFC",,"2000-02-29T00:00:00.000",,"M","W",,"PATR","1"
"SWRN","OFC",,"2011-05-01T00:00:00.000","1985-05-01T00:00:00.000","M","W",,"PATR","1"
"SWRN","OFC",,"2009-03-31T00:00:00.000","1981-09-23T00:00:00.000","F","W",,"PATR","1"
"SWRN","OFC",,"2008-09-29T00:00:00.000","2008-09-29T00:00:00.000","M","W","N","PATR","1"
"SWRN","OFC",,"1995-09-18T00:00:00.000","1995-09-18T00:00:00.000","F","W","N","PATR","1"
"SWRN","SGT","2018-01-28T00:00:00.000","2006-06-05T00:00:00.000","2006-06-05T00:00:00.000","F","B","N","PATR","1"
"SWRN","OFC",,"2006-01-23T00:00:00.000","2006-01-23T00:00:00.000","M","W","N","OPSD","1"
"SWRN","OFC",,"2008-03-24T00:00:00.000","2008-03-24T00:00:00.000","M","W","N","OPSD","1"
"SWRN","OFC",,"2010-02-08T00:00:00.000","2010-02-08T00:00:00.000","M","W","H","SUPP","1"
"SWRN","SGT","2021-11-14T00:00:00.000","2003-03-17T00:00:00.000","2003-03-17T00:00:00.000","M","W","N","PATR","1"
"SWRN","SGT","2020-08-09T00:00:00.000","2013-02-05T00:00:00.000","2013-02-05T00:00:00.000","M","W","N","OPSD","1"
"SWRN","SGT","2021-09-05T00:00:00.000","2010-06-14T00:00:00.000","2010-06-14T00:00:00.000","F","B","N","OPSB","1"
"SWRN","OFC",,"2007-03-26T00:00:00.000","2007-03-26T00:00:00.000","M","W","N","PATR","1"
"SWRN","OFC",,"2008-11-10T00:00:00.000","2008-11-10T00:00:00.000","M","W","N","PATR","1"
"SWRN","OFC",,"2011-06-01T00:00:00.000","2011-06-01T00:00:00.000","F","W","N","CI","1"
"SWRN","OFC",,"2007-08-06T00:00:00.000","2007-08-06T00:00:00.000","F","W","H","SID","1"
"SWRN","OFC",,"2005-05-09T00:00:00.000","2005-05-09T00:00:00.000","F","W","N","K9","1"
"SWRN","SGT","2016-11-06T00:00:00.000","2006-07-31T00:00:00.000","2006-07-31T00:00:00.000","M","W","N","PATR","1"
"SWRN","OFC",,"2005-07-11T00:00:00.000","2005-07-11T00:00:00.000","M","W","N","K9","1"
"SWRN","OFC",,"2013-02-19T00:00:00.000","2013-02-19T00:00:00.000","M","W","H","PATR","1"
"SWRN","OFC","2001-08-13T00:00:00.000","2001-08-13T00:00:00.000","2001-08-13T00:00:00.000","M","W","H","OPSD","1"
"SWRN","OFC",,"2009-09-02T00:00:00.000","2009-09-02T00:00:00.000","M","W","N","PATR","1"
"SWRN","OFC",,"2005-08-29T00:00:00.000","2005-08-29T00:00:00.000","F","W","H","CI","1"
"SWRN","OFC",,"2010-12-27T00:00:00.000","2010-12-27T00:00:00.000","M","W",,"SID","1"
"SWRN","OFC",,"2013-05-06T00:00:00.000","2013-05-06T00:00:00.000","M","W","N","OPSD","1"
"SWRN","OFC",,"2012-04-23T00:00:00.000","2012-04-23T00:00:00.000","F","W",,"PATR","1"
"SWRN","OFC",,"1993-01-11T00:00:00.000","1993-01-11T00:00:00.000","M","W","N","PATR","1"
"SWRN","DET",,"2010-06-01T00:00:00.000","2010-06-01T00:00:00.000","M","O",,"SID","1"
"SWRN","OFC","2005-09-11T00:00:00.000","1995-12-04T00:00:00.000","2005-09-11T00:00:00.000","M","W",,"PATR","1"
"SWRN","OFC",,"2006-08-07T00:00:00.000","2006-08-07T00:00:00.000","F","O","H","LTDY","1"
"SWRN","OFC",,"2007-10-01T00:00:00.000","2007-10-01T00:00:00.000","M","W","N","PATR","1"
"SWRN","OFC",,"2011-08-22T00:00:00.000","2011-08-22T00:00:00.000","M","B",,"CI","1"
"SWRN","OFC",,"2009-06-29T00:00:00.000","2009-06-29T00:00:00.000","M","W",,"PATR","1"
"SWRN","OFC",,"2011-08-31T00:00:00.000","2011-08-31T00:00:00.000","M","W","H","SID","1"
"SWRN","OFC",,"2006-03-22T00:00:00.000","2006-03-22T00:00:00.000","M","W","H","PATR","1"
"SWRN","OFC",,"2015-06-29T00:00:00.000","2015-06-29T00:00:00.000","F","W","H","SID","1"
"SWRN","OFC",,"2005-03-28T00:00:00.000","2005-03-28T00:00:00.000","M","W","N","OPSD","1"
"SWRN","OFC",,"2008-01-23T00:00:00.000","2008-01-23T00:00:00.000","M","B","N","PATR","1"
"SWRN","OFC",,"2006-09-18T00:00:00.000","2006-09-18T00:00:00.000","M","W","N","OPSB","1"
"SWRN","OFC",,"2009-11-02T00:00:00.000","2009-11-02T00:00:00.000","M","W",,"INVB","1"
"SWRN","OFC",,"2006-11-06T00:00:00.000","2006-11-06T00:00:00.000","M","W","N","PATR","1"
"SWRN","OFC",,"2010-04-21T00:00:00.000","2010-04-21T00:00:00.000","M","W",,"PATR","1"
"SWRN","OFC",,"2006-01-23T00:00:00.000","2006-01-23T00:00:00.000","M","W",,"PATR","1"
"SWRN","SGT","2015-02-15T00:00:00.000","2008-01-14T00:00:00.000","2008-01-14T00:00:00.000","M","W",,"PATR","1"
"SWRN","OFC",,"2000-08-21T00:00:00.000","2000-08-21T00:00:00.000","M","W","N","PATR","1"
"SWRN","OFC",,"2010-12-13T00:00:00.000","2010-12-13T00:00:00.000","M","W",,"PATR","1"
"SWRN","OFC",,"2002-08-26T00:00:00.000","2002-08-26T00:00:00.000","M","B","N","PATR","1"
"SWRN","OFC",,"2010-01-04T00:00:00.000","2010-01-04T00:00:00.000","M","W","N","PATR","1"
"SWRN","OFC",,"2006-03-22T00:00:00.000","2006-03-22T00:00:00.000","M","W",,"OPSD","1"
"SWRN","OFC",,"2011-08-31T00:00:00.000","2011-08-31T00:00:00.000","M","W","H","PATR","1"
"SWRN","OFC",,"2010-06-03T00:00:00.000","2012-06-24T00:00:00.000","M","W","H","PATR","1"
"SWRN","OFC",,"2009-11-02T00:00:00.000","2009-11-02T00:00:00.000","M","W","H","PATR","1"
"SWRN","SGT","2018-01-31T00:00:00.000","2005-08-29T00:00:00.000","2005-08-29T00:00:00.000","M","W",,"PATR","1"
"SWRN","DET",,"2009-01-26T00:00:00.000","2009-01-26T00:00:00.000","M","W","H","OPSB","1"
"SWRN","OFC",,"2011-08-22T00:00:00.000","2011-08-22T00:00:00.000","M","W","N","PATR","1"
"SWRN","OFC",,"1995-01-30T00:00:00.000","1995-01-30T00:00:00.000","M","W",,"PATR","1"
"SWRN","SGT",,"2007-06-06T00:00:00.000","2007-06-06T00:00:00.000","M","B","N","OPSB","1"
"SWRN","OFC",,"2005-11-07T00:00:00.000","2005-11-07T00:00:00.000","M","B",,"PATR","1"
"SWRN","OFC",,"2008-01-22T00:00:00.000","2008-01-22T00:00:00.000","M","W","H","OPSD","1"
"SWRN","SGT","2018-11-18T00:00:00.000","2002-06-12T00:00:00.000","2002-06-12T00:00:00.000","M","W",,"PATR","1"
"SWRN","OFC",,"2012-04-23T00:00:00.000","2012-04-23T00:00:00.000","F","W",,"PATR","1"
"SWRN","OFC",,"2011-01-10T00:00:00.000","2011-01-10T00:00:00.000","F","W","H","PATR","1"
"SWRN","OFC",,"2005-06-20T00:00:00.000","2005-06-20T00:00:00.000","M","W","H","PATR","1"
"SWRN","OFC",,"2012-08-07T00:00:00.000","2012-08-07T00:00:00.000","M","B","N","OPSB","1"
"SWRN","OFC",,"2006-06-05T00:00:00.000","2006-06-05T00:00:00.000","F","B",,"PATR","1"
"SWRN","OFC",,"2013-04-30T00:00:00.000","2013-04-30T00:00:00.000","M","W","N","OPSD","1"
"SWRN","OFC",,"2012-02-07T00:00:00.000","2012-02-07T00:00:00.000","M","W","H","PATR","1"
"SWRN","SGT","2015-09-27T00:00:00.000","2010-10-11T00:00:00.000","2010-10-11T00:00:00.000","F","W","N","CHF","1"
"SWRN","OFC",,"2009-11-02T00:00:00.000","2009-11-02T00:00:00.000","M","W",,"PATR","1"
"SWRN","OFC",,"2007-03-26T00:00:00.000","2007-03-26T00:00:00.000","M","W","H","PATR","1"
"SWRN","OFC",,"2002-05-07T00:00:00.000","2002-05-07T00:00:00.000","M","W","N","PATR","1"
"SWRN","OFC",,"2008-11-03T00:00:00.000","2008-11-03T00:00:00.000","F","W",,"PATR","1"
"SWRN","OFC",,"2001-10-15T00:00:00.000","2001-10-15T00:00:00.000","M","W",,"ADMS","1"
"SWRN","OFC",,"2005-10-19T00:00:00.000","2005-10-19T00:00:00.000","M","W","N","PATR","1"
"SWRN","OFC",,"2008-01-22T00:00:00.000","2008-01-22T00:00:00.000","M","W","N","CI","1"
"SWRN","OFC",,"2007-10-01T00:00:00.000","2007-10-01T00:00:00.000","M","W","N","PATR","1"
"SWRN","OFC","2007-03-26T00:00:00.000","2005-08-01T00:00:00.000","2007-03-26T00:00:00.000","M","W","N","CI","1"
"SWRN","OFC","2006-10-09T00:00:00.000","2006-10-09T00:00:00.000","2006-10-09T00:00:00.000","M","W","N","OPSD","1"
"SWRN","OFC",,"2006-04-24T00:00:00.000","2006-04-24T00:00:00.000","F","W",,"PATR","1"
"SWRN","SGT",,"2008-06-02T00:00:00.000","2008-06-02T00:00:00.000","M","W",,"CI","1"
"SWRN","OFC",,"2005-05-23T00:00:00.000","2005-05-23T00:00:00.000","M","B",,"PATR","1"
"SWRN","OFC",,"2006-09-18T00:00:00.000","2006-09-18T00:00:00.000","M","W","N","PATR","1"
"SWRN","OFC",,"2006-01-23T00:00:00.000","2006-01-23T00:00:00.000","M","W","N","PATR","1"
"SWRN","OFC",,"2007-10-01T00:00:00.000","2007-10-01T00:00:00.000","M","B","N","PATR","1"
"SWRN","OFC",,"2006-06-05T00:00:00.000","2006-06-05T00:00:00.000","M","W",,"CI","1"
"SWRN","OFC",,"2010-02-12T00:00:00.000","2010-02-12T00:00:00.000","M","W","H","PATR","1"
"SWRN","OFC",,"2007-08-06T00:00:00.000","2007-08-06T00:00:00.000","M","W","N","OPSD","1"
"SWRN","OFC",,"2008-07-30T00:00:00.000","2008-07-30T00:00:00.000","M","W","N","PATR","1"
"SWRN","OFC",,"2010-07-14T00:00:00.000","2010-07-14T00:00:00.000","F","B","N","PATR","1"
"SWRN","OFC",,"2010-05-17T00:00:00.000","2010-05-17T00:00:00.000","M","W","N","PATR","1"
"SWRN","OFC",,"2005-01-09T00:00:00.000","2005-01-09T00:00:00.000","M","W","N","PATR","1"
"SWRN","OFC",,"2011-04-18T00:00:00.000","2011-04-18T00:00:00.000","M","W",,"LTDY","1"
"SWRN","SGT","2020-01-26T00:00:00.000","2009-06-09T00:00:00.000","2009-06-09T00:00:00.000","F","B","N","PATR","1"
"SWRN","OFC",,"2008-06-30T00:00:00.000","2008-06-30T00:00:00.000","M","W","N","PATR","1"
"SWRN","OFC",,"2002-11-18T00:00:00.000","2002-11-18T00:00:00.000","M","B",,"OPSD","1"
"SWRN","OFC",,"2005-07-11T00:00:00.000","2005-07-11T00:00:00.000","M","W",,"OPSD","1"
"SWRN","OFC",,"2006-07-30T00:00:00.000","2006-07-30T00:00:00.000","M","W","H","PATR","1"
"SWRN","DET",,"2011-03-14T00:00:00.000","2011-03-14T00:00:00.000","M","W","N","INSD","1"
"SWRN","OFC",,"2009-11-02T00:00:00.000","2009-11-02T00:00:00.000","M","W","N","SID","1"
"SWRN","OFC",,"2008-12-01T00:00:00.000","2008-12-01T00:00:00.000","M","B",,"PATR","1"
"SWRN","SGT","2018-02-11T00:00:00.000","2006-03-22T00:00:00.000","2006-03-22T00:00:00.000","M","B","N","PATR","1"
"SWRN","OFC",,"2008-08-05T00:00:00.000","2008-08-05T00:00:00.000","M","W","N","PATR","1"
"SWRN","OFC",,"2002-08-26T00:00:00.000","2002-08-26T00:00:00.000","M","B",,"PATR","1"
"SWRN","OFC",,"2009-07-13T00:00:00.000","2009-07-13T00:00:00.000","M","W",,"OPSB","1"
"SWRN","OFC",,"2010-03-08T00:00:00.000","2010-03-08T00:00:00.000","M","W","H","PATR","1"
"SWRN","OFC",,"2008-08-05T00:00:00.000","2008-08-05T00:00:00.000","M","W","N","OPSD","1"
"SWRN","OFC",,"2007-01-22T00:00:00.000","2007-01-22T00:00:00.000","M","B","N","OPSD","1"
"SWRN","OFC",,"2008-07-30T00:00:00.000","2008-07-30T00:00:00.000","M","W",,"SUPP","1"
"SWRN","OFC",,"2008-06-11T00:00:00.000","2008-06-11T00:00:00.000","F","W","N","OPSD","1"
