"animal_id","animal_type","animal_breed","kennel_number","kennel_status","tag_type","activity_number","activity_sequence","source_id","census_tract","council_district","intake_type","intake_subtype","reason","staff_id","intake_date","intake_time","due_out","intake_condition","hold_request","outcome_type","outcome_date","outcome_time","receipt_number","impound_number","service_request_number","outcome_condition","chip_status","animal_origin","additional_information","animal_stay_days","month","year"
"A1108302","CAT","DOMESTIC SH","N06","UNAVAILABLE",,"A20-238414","1","P9998445","6401","1","KEEPSAFE","EVICTION","OTHRINTAKS","KCB8445","2020-10-02T00:00:00.000","10:39:00","2020-10-13T00:00:00.000","UNDERAGE","NEONATE","OTHER",,"00:00:00",,"K20-513972",,,"SCAN NO CHIP","FIELD",,"6","NEXT_FY","NEXT_FY"
"A1107824","DOG","CHIHUAHUA LH","LOST","IMPOUNDED",,,"0","P0938041",,,"STRAY","WEB",,"WEB","2020-09-22T00:00:00.000","01:25:00","2020-09-23T00:00:00.000","NORMAL",,"OTHER",,"00:00:00",,"K20-513380",,,,,,"16","SEP.2020","FY2020"
"A1108317","CAT","DOMESTIC SH","N07","UNAVAILABLE",,"A20-238414","1","P9998445","6401","1","KEEPSAFE","EVICTION","OTHRINTAKS","KCB8445","2020-10-02T00:00:00.000","10:39:00","2020-10-13T00:00:00.000","UNDERAGE","NEONATE","OTHER",,"00:00:00",,"K20-513986",,,"SCAN NO CHIP","FIELD",,"6","NEXT_FY","NEXT_FY"
"A1108463","CAT","DOMESTIC SH","AC 021","UNAVAILABLE",,"A20-238729","1","P0939065","13618","12","STRAY","CONFINED","OTHER","DBB1715","2020-10-05T00:00:00.000","15:27:00","2020-10-05T00:00:00.000","APP WNL","ADOP RESCU","TRANSFER",,"00:00:00",,"K20-514164",,"APP WNL","SCAN NO CHIP","FIELD",,"3","NEXT_FY","NEXT_FY"
"A1107529","DOG","PUG","FOUND","IMPOUNDED",,,"0","P0937571",,,"STRAY","WEB",,"WEB","2020-09-16T00:00:00.000","20:25:00","2020-09-16T00:00:00.000","NORMAL",,"OTHER",,"00:00:00",,"K20-513033",,,,,,"22","SEP.2020","FY2020"
"A1108306","DOG","PIT BULL","LOST","IMPOUNDED",,,"0","P0938803",,,"STRAY","WEB",,"WEB","2020-10-01T00:00:00.000","11:25:00","2020-10-02T00:00:00.000","NORMAL",,"OTHER",,"00:00:00",,"K20-513975",,,,,,"7","NEXT_FY","NEXT_FY"
"A1108564","DOG","LABRADOR RETR","LFD 020","IMPOUNDED",,"A20-238951","1","P9991736","17003","8","STRAY","AT LARGE","OTHRINTAKS","TMB1736","2020-10-07T00:00:00.000","12:26:00","2020-10-07T00:00:00.000","APP WNL",,"OTHER",,"00:00:00",,"K20-514270",,,"SCAN NO CHIP","FIELD",,"1","NEXT_FY","NEXT_FY"
"A1108377","DOG","SIBERIAN HUSKY","FOUND","IMPOUNDED",,,"0","P0938907",,,"STRAY","WEB",,"WEB","2020-10-02T00:00:00.000","12:25:00","2020-10-03T00:00:00.000","NORMAL",,"OTHER",,"00:00:00",,"K20-514059",,,,,,"6","NEXT_FY","NEXT_FY"
"A1107337","DOG","PIT BULL","FOUND","IMPOUNDED",,,"0","P0937257",,,"STRAY","WEB",,"WEB","2020-09-12T00:00:00.000","18:25:00","2020-09-12T00:00:00.000","NORMAL",,"OTHER",,"00:00:00",,"K20-512819",,,,,,"26","SEP.2020","FY2020"
"A1108223","DOG","AM PIT BULL TER","LOST","IMPOUNDED",,,"0","P0938696",,,"STRAY","WEB",,"WEB","2020-08-22T00:00:00.000","04:25:00","2020-10-01T00:00:00.000","NORMAL",,"OTHER",,"00:00:00",,"K20-513889",,,,,,"47","AUG.2020","FY2020"
"A1108204","CAT","DOMESTIC MH","QC 04","UNAVAILABLE",,"A20-238243","2","P0924552","16701","8","STRAY","CONFINED","OTHRINTAKS","ATB1754","2020-09-30T00:00:00.000","18:44:00","2020-10-10T00:00:00.000","APP WNL","QUARANTINE","OTHER",,"00:00:00",,"K20-513872",,,"SCAN NO CHIP","FIELD",,"8","SEP.2020","FY2020"
"A1108542","DOG","CHIHUAHUA SH","LOST","IMPOUNDED",,,"0","P0939206",,,"STRAY","WEB",,"WEB","2020-10-05T00:00:00.000","21:25:00","2020-10-06T00:00:00.000","NORMAL",,"OTHER",,"00:00:00",,"K20-514246",,,,,,"3","NEXT_FY","NEXT_FY"
"A1107339","DOG","YORKSHIRE TERR","FOUND","IMPOUNDED",,,"0","P0937261",,,"STRAY","WEB",,"WEB","2020-09-11T00:00:00.000","19:25:00","2020-09-12T00:00:00.000","NORMAL",,"OTHER",,"00:00:00",,"K20-512821",,,,,,"27","SEP.2020","FY2020"
"A1107923","DOG","WELSH CORGI CAR","LOST","IMPOUNDED",,,"0","P0938184",,,"STRAY","WEB",,"WEB","2020-09-23T00:00:00.000","15:25:00","2020-09-24T00:00:00.000","NORMAL",,"OTHER",,"00:00:00",,"K20-513499",,,,,,"15","SEP.2020","FY2020"
"A1107283","DOG","PIT BULL","LFD 157","AVAILABLE",,"A20-236232","1","P9998455","8604","4","STRAY","AT LARGE","OTHRINTAKS","DOI8455","2020-09-12T00:00:00.000","07:22:00","2020-09-16T00:00:00.000","APP WNL","RESCU ONLY","OTHER",,"00:00:00",,"K20-512741",,,"SCAN NO CHIP","FIELD",,"26","SEP.2020","FY2020"
"A1107995","CAT","AMER SH","LOST","IMPOUNDED",,,"0","P0938296",,,"STRAY","WEB",,"WEB","2020-09-24T00:00:00.000","19:25:00","2020-09-25T00:00:00.000","NORMAL",,"OTHER",,"00:00:00",,"K20-513579",,,,,,"14","SEP.2020","FY2020"
"A1108616","DOG","AUST CATTLE DOG","ID026","IMPOUNDED",,"A20-239032","1","P0939280","18506","10","STRAY","AT LARGE","OTHER","DBB1715","2020-10-07T00:00:00.000","19:25:00","2020-10-09T00:00:00.000","APP WNL",,"OTHER",,"00:00:00",,"K20-514322",,,"SCAN NO CHIP","FIELD",,"1","NEXT_FY","NEXT_FY"
"A1107357","BIRD","DOMESTIC","LOST","IMPOUNDED",,,"0","P0937298",,,"STRAY","WEB",,"WEB","2020-09-06T00:00:00.000","11:25:00","2020-09-13T00:00:00.000","NORMAL",,"OTHER",,"00:00:00",,"K20-512849",,,,,,"32","SEP.2020","FY2020"
"A1107175","DOG","PIT BULL","LFD 130","UNAVAILABLE",,"A20-236002","1","P0937027","20400","2","KEEPSAFE","DISASTER","OTHER","MWG1718","2020-09-10T00:00:00.000","13:23:00","2020-10-11T00:00:00.000","APP WNL",,"OTHER",,"00:00:00",,"K20-512631",,,"SCAN NO CHIP","FIELD",,"28","SEP.2020","FY2020"
"A1108504","DOG","CHIHUAHUA SH","LOST","IMPOUNDED",,,"0","P0939134",,,"STRAY","WEB",,"WEB","2020-10-05T00:00:00.000","10:25:00","2020-10-06T00:00:00.000","NORMAL",,"OTHER",,"00:00:00",,"K20-514203",,,,,,"3","NEXT_FY","NEXT_FY"
"A1107336","DOG","PIT BULL","FOUND","IMPOUNDED",,,"0","P0937254",,,"STRAY","WEB",,"WEB","2020-09-12T00:00:00.000","17:25:00","2020-09-12T00:00:00.000","NORMAL",,"OTHER",,"00:00:00",,"K20-512817",,,,,,"26","SEP.2020","FY2020"
"A1108606","DOG","LABRADOR RETR","LFSD 18","IMPOUNDED",,"A20-239009","1","P0939265","9101","5","STRAY","AT LARGE","OTHRINTAKS","MMK1748","2020-10-07T00:00:00.000","16:45:00","2020-10-07T00:00:00.000","APP SICK",,"OTHER",,"00:00:00",,"K20-514308",,,"SCAN NO CHIP","FIELD",,"1","NEXT_FY","NEXT_FY"
"A1108602","DOG","GERM SHEPHERD","FOUND","IMPOUNDED",,,"0","P0939268",,,"STRAY","WEB",,"WEB","2020-10-07T00:00:00.000","16:25:00","2020-10-07T00:00:00.000","NORMAL",,"OTHER",,"00:00:00",,"K20-514306",,,,,,"1","NEXT_FY","NEXT_FY"
"A1052232","DOG","AUST SHEPHERD","VIP22","AVAILABLE",,,"1","P0693029","4300","6","STRAY","AT LARGE","OTHRINTAKS","TLM","2020-10-01T00:00:00.000","10:58:00","2020-10-07T00:00:00.000","APP WNL","ADOP RESCU","OTHER",,"00:00:00",,"K20-513909",,,"SCAN CHIP","OVER THE COUNTER",,"7","NEXT_FY","NEXT_FY"
"A1107379","DOG","PIT BULL","AD 005","AVAILABLE",,"A20-236385","1","P0720231","6200","1","STRAY","CONFINED","OTHER","SCB1704","2020-09-14T00:00:00.000","09:15:00","2020-09-18T00:00:00.000","APP WNL","ADOP RESCU","OTHER",,"00:00:00",,"K20-512873",,,"SCAN NO CHIP","FIELD",,"24","SEP.2020","FY2020"
"A1107577","DOG","MALTESE","LOST","IMPOUNDED",,,"0","P0937679",,,"STRAY","WEB",,"WEB","2020-09-14T00:00:00.000","11:25:00","2020-09-18T00:00:00.000","NORMAL",,"OTHER",,"00:00:00",,"K20-513110",,,,,,"24","SEP.2020","FY2020"
"A1108625","DOG","ENG BULLDOG","ID24A","IMPOUNDED",,"A20-239047","1","P9991748","17003","8","STRAY","AT LARGE","OTHRINTAKS","MMK1748","2020-10-07T00:00:00.000","22:10:00","2020-10-11T00:00:00.000","APP WNL",,"OTHER",,"00:00:00",,"K20-514327",,,"SCAN NO CHIP","FIELD",,"1","NEXT_FY","NEXT_FY"
"A1108452","DOG","PIT BULL","INJD 008","IMPOUNDED",,"A20-238711","1","P0887314","2500","7","STRAY","AT LARGE","OTHRINTAKS","DAA1761","2020-10-05T00:00:00.000","13:00:00","2020-10-09T00:00:00.000","APP INJ",,"OTHER",,"00:00:00",,"K20-514150",,,"SCAN NO CHIP","FIELD",,"3","NEXT_FY","NEXT_FY"
"A1108304","CAT","DOMESTIC SH","IC 12","IMPOUNDED",,,"1","P0938801","9401","6","STRAY","OTC","OTHRINTAKS","SDW","2020-10-02T00:00:00.000","11:13:00","2020-10-02T00:00:00.000","APP SICK","RESC FOSTR","OTHER",,"00:00:00",,"K20-513978",,,"SCAN NO CHIP","OVER THE COUNTER",,"6","NEXT_FY","NEXT_FY"
"A1107726","CAT","DOMESTIC SH","LOST","IMPOUNDED",,,"0","P0937907",,,"STRAY","WEB",,"WEB","2020-09-07T00:00:00.000","12:25:00","2020-09-21T00:00:00.000","NORMAL",,"OTHER",,"00:00:00",,"K20-513281",,,,,,"31","SEP.2020","FY2020"
"A1108305","DOG","PIT BULL","LOST","IMPOUNDED",,,"0","P0938802",,,"STRAY","WEB",,"WEB","2020-10-01T00:00:00.000","11:25:00","2020-10-02T00:00:00.000","NORMAL",,"OTHER",,"00:00:00",,"K20-513974",,,,,,"7","NEXT_FY","NEXT_FY"
"A1107029","CAT","DOMESTIC MH","AC 041","EU RISK",,"A20-235680","1","P0936804","17102","8","STRAY","CONFINED","MEDICAL","VJD1770","2020-09-07T00:00:00.000","15:28:00","2020-09-11T00:00:00.000","APP INJ","RESCU ONLY","OTHER",,"00:00:00",,"K20-512442",,,"SCAN NO CHIP","FIELD",,"31","SEP.2020","FY2020"
"A1108576","DOG","ALASKAN HUSKY","LFD 007","IMPOUNDED",,,"1","P0939244","10500","6","STRAY","AT LARGE","OTHRINTAKS","JLC","2020-10-07T00:00:00.000","13:17:00","2020-10-11T00:00:00.000","APP WNL","ADOP RESCU","OTHER",,"00:00:00",,"K20-514282",,,"SCAN NO CHIP","OVER THE COUNTER",,"1","NEXT_FY","NEXT_FY"
"A1107512","DOG","PIT BULL","VIP27","AVAILABLE",,"A20-236699","1","P9991709","2500","7","STRAY","CONFINED","OTHER","MHB1709","2020-09-16T00:00:00.000","13:19:00","2020-09-20T00:00:00.000","APP WNL","ADOP RESCU","OTHER",,"00:00:00",,"K20-513011",,,"SCAN NO CHIP","FIELD",,"22","SEP.2020","FY2020"
"A1108517","DOG","AM PIT BULL TER","LOST","IMPOUNDED",,,"0","P0939150",,,"STRAY","WEB",,"WEB","2020-09-24T00:00:00.000","12:25:00","2020-10-06T00:00:00.000","NORMAL",,"OTHER",,"00:00:00",,"K20-514211",,,,,,"14","SEP.2020","FY2020"
"A1107392","DOG","CHIHUAHUA SH","LOST","IMPOUNDED",,,"0","P0937376",,,"STRAY","WEB",,"WEB","2020-09-13T00:00:00.000","12:25:00","2020-09-14T00:00:00.000","NORMAL",,"OTHER",,"00:00:00",,"K20-512886",,,,,,"25","SEP.2020","FY2020"
"A1107465","CAT","DOMESTIC MH","LOST","IMPOUNDED",,,"0","P0937461",,,"STRAY","WEB",,"WEB","2020-09-13T00:00:00.000","15:25:00","2020-09-15T00:00:00.000","NORMAL",,"OTHER",,"00:00:00",,"K20-512962",,,,,,"25","SEP.2020","FY2020"
"A1108255","CAT","AMER SH","LOST","IMPOUNDED",,,"0","P0938742",,,"STRAY","WEB",,"WEB","2020-09-22T00:00:00.000","15:25:00","2020-10-01T00:00:00.000","NORMAL",,"OTHER",,"00:00:00",,"K20-513928",,,,,,"16","SEP.2020","FY2020"
"A1107210","CAT","DOMESTIC SH","LOST","IMPOUNDED",,,"0","P0937078",,,"STRAY","WEB",,"WEB","2020-09-10T00:00:00.000","23:25:00","2020-09-10T00:00:00.000","NORMAL",,"OTHER",,"00:00:00",,"K20-512668",,,,,,"28","SEP.2020","FY2020"
"A1108532","DOG","LABRADOR RETR","LFD 013","IMPOUNDED",,"A20-238866","1","P0724029","20500","6","STRAY","CONFINED","OTHER","VJD1770","2020-10-06T00:00:00.000","17:36:00","2020-10-08T00:00:00.000","APP WNL","ADOP RESCU","OTHER",,"00:00:00",,"K20-514234",,,"SCAN NO CHIP","FIELD",,"2","NEXT_FY","NEXT_FY"
"A1108222","DOG","AM PIT BULL TER","LOST","IMPOUNDED",,,"0","P0938695",,,"STRAY","WEB",,"WEB","2020-08-22T00:00:00.000","04:25:00","2020-10-01T00:00:00.000","NORMAL",,"OTHER",,"00:00:00",,"K20-513888",,,,,,"47","AUG.2020","FY2020"
"A1106970","DOG","PIT BULL","VIP15","AVAILABLE",,"A20-235581","1","P0928967","11601","8","STRAY","CONFINED","OTHRINTAKS","TMB1736","2020-09-06T00:00:00.000","10:49:00","2020-09-10T00:00:00.000","APP WNL","ADOP RESCU","OTHER",,"00:00:00",,"K20-512366",,,"SCAN NO CHIP","FIELD",,"32","SEP.2020","FY2020"
"A1108142","CAT","DOMESTIC SH","AC 051","AVAILABLE",,,"1","P0671835",,,"OWNER SURRENDER","APPOINT","NOTRIGHTFT","DAL","2020-09-29T00:00:00.000","15:54:00","2020-09-29T00:00:00.000","APP WNL","ADOP RESCU","OTHER",,"00:00:00",,"K20-513791",,,"SCAN NO CHIP","OVER THE COUNTER",,"9","SEP.2020","FY2020"
"A1108411","DOG","CHIHUAHUA SH","LFSD 03","IMPOUNDED",,"A20-238612","1","P9991736","9105","5","STRAY","AT LARGE","OTHRINTAKS","TMB1736","2020-10-04T00:00:00.000","10:45:00","2020-10-08T00:00:00.000","APP WNL","ADOP RESCU","OTHER",,"00:00:00",,"K20-514102",,,"SCAN NO CHIP","FIELD",,"4","NEXT_FY","NEXT_FY"
"A1107958","DOG","PIT BULL","AD 030","AVAILABLE",,"A20-237662","1","P0938209","9802","6","STRAY","CONFINED","OTHRINTAKS","ERB1768","2020-09-24T00:00:00.000","20:51:00","2020-09-28T00:00:00.000","APP WNL","ADOP RESCU","OTHER",,"00:00:00",,"K20-513532",,,"SCAN NO CHIP","FIELD",,"14","SEP.2020","FY2020"
"A1107054","DOG","AM PIT BULL TER","LOST","IMPOUNDED",,,"0","P0936861",,,"STRAY","WEB",,"WEB","2020-09-08T00:00:00.000","12:25:00","2020-09-08T00:00:00.000","NORMAL",,"OTHER",,"00:00:00",,"K20-512486",,,,,,"30","SEP.2020","FY2020"
"A1108027","DOG","SHIH TZU","LOST","IMPOUNDED",,,"0","P0938374",,,"STRAY","WEB",,"WEB","2020-09-23T00:00:00.000","15:25:00","2020-09-26T00:00:00.000","NORMAL",,"OTHER",,"00:00:00",,"K20-513628",,,,,,"15","SEP.2020","FY2020"
"A1108359","DOG","ANATOL SHEPHERD","LOST","IMPOUNDED",,,"0","P0938868",,,"STRAY","WEB",,"WEB","2020-10-01T00:00:00.000","23:25:00","2020-10-02T00:00:00.000","NORMAL",,"OTHER",,"00:00:00",,"K20-514028",,,,,,"7","NEXT_FY","NEXT_FY"
"A1106251","DOG","TR WALKER HOUND","VIP23","IMPOUNDED",,"A20-238883","1","P0939202","8604","4","STRAY","CONFINED","OTHRINTAKS","ATB1754","2020-10-06T00:00:00.000","20:13:00","2020-10-12T00:00:00.000","APP WNL","ADOP RESCU","OTHER",,"00:00:00",,"K20-514241",,,"SCAN CHIP","FIELD",,"2","NEXT_FY","NEXT_FY"
"A1108337","DOG","CHIHUAHUA LH","PCD 03","IMPOUNDED",,"A20-238443","1","P0938819","9802","6","KEEPSAFE","OWN HOSPIT","OTHRINTAKS","CVB1710","2020-10-02T00:00:00.000","13:59:00","2020-10-13T00:00:00.000","APP WNL","RESC FOSTR","TRANSFER",,"00:00:00",,"K20-514007",,"APP WNL","SCAN NO CHIP","FIELD",,"6","NEXT_FY","NEXT_FY"
"A1108549","DOG","GERM SHEPHERD","LFD 005","EU RISK",,"A20-238920","1","P9991736","10902","8","STRAY","AT LARGE","OTHRINTAKS","TMB1736","2020-10-07T00:00:00.000","08:57:00","2020-10-11T00:00:00.000","APP WNL","RESCU ONLY","OTHER",,"00:00:00",,"K20-514252",,,"SCAN NO CHIP","FIELD",,"1","NEXT_FY","NEXT_FY"
"A1106818","DOG","BULLDOG","AD 022","AVAILABLE",,"A20-235219","1","P9991783","5700","3","STRAY","AT LARGE","OTHRINTAKS","LRB1783","2020-09-03T00:00:00.000","00:57:00","2020-09-07T00:00:00.000","APP INJ","ADOP RESCU","OTHER",,"00:00:00",,"K20-512158",,,"SCAN NO CHIP","FIELD",,"35","SEP.2020","FY2020"
"A1108367","DOG","AUST CATTLE DOG","AD 064","PENDING",,"A20-238520","1","P0938615","11602","8","STRAY","CONFINED","OTHER","MHB1709","2020-10-03T00:00:00.000","10:40:00","2020-10-07T00:00:00.000","APP WNL","ADOP RESCU","ADOPTION",,"00:00:00",,"K20-514047",,"APP WNL","SCAN NO CHIP","FIELD",,"5","NEXT_FY","NEXT_FY"
"A1107153","DOG","POMERANIAN","LOST","IMPOUNDED",,,"0","P0936973",,,"STRAY","WEB",,"WEB","2020-09-08T00:00:00.000","04:25:00","2020-09-10T00:00:00.000","NORMAL",,"OTHER",,"00:00:00",,"K20-512598",,,,,,"30","SEP.2020","FY2020"
"A1108466","CAT","DOMESTIC SH","N03","IMPOUNDED",,"A20-238744","1","P0662127","6301","4","STRAY","CONFINED","OTHRINTAKS","TMB1736","2020-10-05T00:00:00.000","15:49:00","2020-10-05T00:00:00.000","APP WNL","NEONATE","FOSTER",,"00:00:00",,"K20-514167",,"UNDERAGE","SCAN NO CHIP","FIELD",,"3","NEXT_FY","NEXT_FY"
"A1107393","DOG","AUST SHEPHERD","LOST","IMPOUNDED",,,"0","P0937377",,,"STRAY","WEB",,"WEB","2020-09-13T00:00:00.000","12:25:00","2020-09-14T00:00:00.000","NORMAL",,"OTHER",,"00:00:00",,"K20-512887",,,,,,"25","SEP.2020","FY2020"
"A1106671","DOG","DOBERMAN PINSCH","VIP11","AVAILABLE",,,"1","P0920407",,,"OWNER SURRENDER","ALUMNI","NOTRIGHTFT","DAL","2020-09-28T00:00:00.000","07:24:00","2020-09-28T00:00:00.000","APP WNL","ADOP RESCU","OTHER",,"00:00:00",,"K20-513700",,,"SCAN CHIP","OVER THE COUNTER",,"10","SEP.2020","FY2020"
"A1108315","CAT","DOMESTIC SH","N07","UNAVAILABLE",,"A20-238414","1","P9998445","6401","1","KEEPSAFE","EVICTION","OTHRINTAKS","KCB8445","2020-10-02T00:00:00.000","10:39:00","2020-10-13T00:00:00.000","UNDERAGE","NEONATE","OTHER",,"00:00:00",,"K20-513985",,,"SCAN NO CHIP","FIELD",,"6","NEXT_FY","NEXT_FY"
"A1108217","CAT","DOMESTIC SH","VT 07","IMPOUNDED",,"A20-238292","1","P0938688","9611","13","STRAY","CONFINED","OTHRINTAKS","DOI8455","2020-09-30T00:00:00.000","23:28:00","2020-10-04T00:00:00.000","APP SICK","EMERGENCY RESCUE","OTHER",,"00:00:00",,"K20-513884",,,"SCAN NO CHIP","FIELD",,"8","SEP.2020","FY2020"
"A1108131","CAT","AMER SH","LOST","IMPOUNDED",,,"0","P0938566",,,"STRAY","WEB",,"WEB","2020-09-08T00:00:00.000","12:25:00","2020-09-29T00:00:00.000","NORMAL",,"OTHER",,"00:00:00",,"K20-513779",,,,,,"30","SEP.2020","FY2020"
"A1066819","DOG","DOBERMAN PINSCH","LFD 078","IMPOUNDED",,"A20-238868","1","P9991754","11104","8","STRAY","AT LARGE","OTHRINTAKS","ATB1754","2020-10-06T00:00:00.000","16:02:00","2020-10-12T00:00:00.000","APP WNL","ADOPTION","OTHER",,"00:00:00",,"K20-514222",,,"SCAN CHIP","FIELD",,"2","NEXT_FY","NEXT_FY"
"A0994874","DOG","BOXER","AD 025","AVAILABLE",,"A20-235361","1","P0936533","4700","1","STRAY","CONFINED","OTHER","ODB1712","2020-09-04T00:00:00.000","09:02:00","2020-09-10T00:00:00.000","APP INJ","ADOP RESCU","OTHER",,"00:00:00",,"K20-512243",,,"SCAN CHIP","FIELD",,"34","SEP.2020","FY2020"
"A1108512","DOG","GERM SHEPHERD","LFD 065","AVAILABLE",,,"1","P0939144",,,"OWNER SURRENDER","APPOINT","NOTRIGHTFT","DAL","2020-10-06T00:00:00.000","11:37:00","2020-10-06T00:00:00.000","APP WNL","ADOP RESCU","OTHER",,"00:00:00",,"K20-514209",,,"SCAN NO CHIP","OVER THE COUNTER",,"2","NEXT_FY","NEXT_FY"
"A1108558","DOG","PIT BULL","LFD 018","IMPOUNDED",,"A20-238952","1","P0859707","9201","5","STRAY","AT LARGE","OTHRINTAKS","MAW1723","2020-10-07T00:00:00.000","11:54:00","2020-10-11T00:00:00.000","APP WNL","ADOP RESCU","OTHER",,"00:00:00",,"K20-514264",,,"SCAN NO CHIP","FIELD",,"1","NEXT_FY","NEXT_FY"
"A1107766","DOG","PIT BULL","FOUND","IMPOUNDED",,,"0","P0937944",,,"STRAY","WEB",,"WEB","2020-09-21T00:00:00.000","19:25:00","2020-09-21T00:00:00.000","NORMAL",,"OTHER",,"00:00:00",,"K20-513316",,,,,,"17","SEP.2020","FY2020"
"A1108519","DOG","BULL TERRIER","LFD 001","IMPOUNDED",,"A20-238854","1","P9991195","8703","4","STRAY","AT LARGE","OTHRINTAKS","JOB1195","2020-10-06T00:00:00.000","12:44:00","2020-10-12T00:00:00.000","APP WNL","ADOP RESCU","RETURNED TO OWNER",,"00:00:00","R20-571086","K20-514214",,"APP WNL","SCAN CHIP","FIELD",,"2","NEXT_FY","NEXT_FY"
"A1107436","DOG","PIT BULL","AD 036","AVAILABLE",,,"1","P0937586",,,"OWNER SURRENDER","OTC","PERSNLISSU","JLC","2020-09-21T00:00:00.000","11:02:00","2020-09-21T00:00:00.000","APP WNL","ADOP RESCU","OTHER",,"00:00:00",,"K20-513276",,,"SCAN CHIP","OVER THE COUNTER",,"17","SEP.2020","FY2020"
"A1108593","CAT","DOMESTIC MH","LOST","IMPOUNDED",,,"0","P0939258",,,"STRAY","WEB",,"WEB","2020-10-05T00:00:00.000","15:25:00","2020-10-07T00:00:00.000","NORMAL",,"OTHER",,"00:00:00",,"K20-514298",,,,,,"3","NEXT_FY","NEXT_FY"
"A1108467","CAT","DOMESTIC SH","N03","IMPOUNDED",,"A20-238744","1","P0662127","6301","4","STRAY","CONFINED","OTHRINTAKS","TMB1736","2020-10-05T00:00:00.000","15:49:00","2020-10-05T00:00:00.000","APP WNL","NEONATE","FOSTER",,"00:00:00",,"K20-514168",,"UNDERAGE","SCAN NO CHIP","FIELD",,"3","NEXT_FY","NEXT_FY"
"A1107974","DOG","RHOD RIDGEBACK","FOUND","IMPOUNDED",,,"0","P0938254",,,"STRAY","WEB",,"WEB","2020-09-25T00:00:00.000","12:25:00","2020-09-25T00:00:00.000","NORMAL",,"OTHER",,"00:00:00",,"K20-513558",,,,,,"13","SEP.2020","FY2020"
"A0512960","DOG","GERM SHEPHERD","AD 046","EU RISK",,,"1","P0683590",,,"OWNER SURRENDER","APPOINT","MEDICAL","DAL","2020-09-29T00:00:00.000","14:54:00","2020-09-29T00:00:00.000","APP SICK","RESCU ONLY","OTHER",,"00:00:00",,"K20-513786",,,"SCAN CHIP","OVER THE COUNTER",,"9","SEP.2020","FY2020"
"A1108417","CAT","BOMBAY","AC 045","AVAILABLE",,"A20-238602","1","P0938964","10904","3","OWNER SURRENDER","GENERAL","OTHER","ASB1579","2020-10-04T00:00:00.000","12:19:00","2020-10-04T00:00:00.000","APP WNL","ADOP RESCU","OTHER",,"00:00:00",,"K20-514112",,,"SCAN NO CHIP","FIELD",,"4","NEXT_FY","NEXT_FY"
"A1107422","DOG","GERM SHEPHERD","LFD 143","AVAILABLE",,,"1","P0937984",,,"OWNER SURRENDER","APPOINT","BEHAVIOR","JLC","2020-09-27T00:00:00.000","14:10:00","2020-09-27T00:00:00.000","APP SICK","ADOP RESCU","OTHER",,"00:00:00",,"K20-513688",,,"SCAN CHIP","OVER THE COUNTER",,"11","SEP.2020","FY2020"
"A1107886","DOG","SHIBA INU","LOST","IMPOUNDED",,,"0","P0938118",,,"STRAY","WEB",,"WEB","2020-09-22T00:00:00.000","20:25:00","2020-09-23T00:00:00.000","NORMAL",,"OTHER",,"00:00:00",,"K20-513456",,,,,,"16","SEP.2020","FY2020"
"A1108220","DOG","BOXER","LOST","IMPOUNDED",,,"0","P0938693",,,"STRAY","WEB",,"WEB","2020-09-30T00:00:00.000","01:25:00","2020-10-01T00:00:00.000","NORMAL",,"OTHER",,"00:00:00",,"K20-513886",,,,,,"8","SEP.2020","FY2020"
"A1108448","DOG","CAIRN TERRIER","QD 13","IMPOUNDED",,,"1","P0939154",,,"OWNER SURRENDER","QUARANTINE","BEHAVIOR","JLC","2020-10-07T00:00:00.000","17:52:00","2020-10-17T00:00:00.000","APP WNL",,"OTHER",,"00:00:00",,"K20-514318",,,"SCAN CHIP","OVER THE COUNTER",,"1","NEXT_FY","NEXT_FY"
"A1108623","DOG","CAIRN TERRIER","ID027","IMPOUNDED",,"A20-239033","1","P9991780","11701","5","STRAY","AT LARGE","OTHRINTAKS","AKB1780","2020-10-07T00:00:00.000","20:20:00","2020-10-11T00:00:00.000","APP WNL",,"OTHER",,"00:00:00",,"K20-514325",,,"SCAN NO CHIP","FIELD",,"1","NEXT_FY","NEXT_FY"
"A1108510","DOG","LABRADOR RETR","LFD 077","IMPOUNDED",,,"1","P0939144",,,"OWNER SURRENDER","APPOINT","NOTRIGHTFT","DAL","2020-10-06T00:00:00.000","11:37:00","2020-10-06T00:00:00.000","APP WNL","ADOPTION","OTHER",,"00:00:00",,"K20-514208",,,"SCAN NO CHIP","OVER THE COUNTER",,"2","NEXT_FY","NEXT_FY"
"A1108520","DOG","GERM SHEPHERD","LFD 066","AVAILABLE",,,"1","P0002792",,,"OWNER SURRENDER","APPOINT","HOUSING","JLC","2020-10-06T00:00:00.000","12:13:00","2020-10-06T00:00:00.000","APP WNL","RESCU ONLY","OTHER",,"00:00:00","J20-571006","K20-514215",,,"SCAN CHIP","OVER THE COUNTER",,"2","NEXT_FY","NEXT_FY"
"A1108453","DOG","PIT BULL","INJD 007","IMPOUNDED",,"A20-238711","1","P0887314","2500","7","STRAY","AT LARGE","OTHRINTAKS","DAA1761","2020-10-05T00:00:00.000","13:00:00","2020-10-09T00:00:00.000","APP INJ","RESCU ONLY","OTHER",,"00:00:00",,"K20-514151",,,"SCAN NO CHIP","FIELD",,"3","NEXT_FY","NEXT_FY"
