Business Name,Address,Zip Code,Occupancy,Date Approved,Date Issued,GeoLocation,Council Districts--Test,Dallas City Limits GIS Layer
"HIGH STREET RESIDENTIAL , INC",3200 MCKINNEY AVE,75204,R2,08/21/2017,08/22/2017,"3200 MCKINNEY AVE75204
(32.803008, -96.800227)",12,3
DHILLON INC. DBA ALL N GO,3025 WEBB CHAPEL EXT,75220,M,08/21/2017,09/06/2018,"3025 WEBB CHAPEL EXT75220
(32.858596, -96.868645)",2,3
STATE FARM INSURANCE - OFFICE OF KATHY WALL,5600 W LOVERS LN Ste:304,75209,B,08/21/2017,09/22/2017,"5600 W LOVERS LN Ste:30475209
(32.851172, -96.816318)",11,3
SUITE 3B,940 S HASKELL AVE,75223,A2,08/21/2017,09/21/2017,"940 S HASKELL AVE75223
(32.783819, -96.763213)",2,3
BANK OF THE WEST,13355 NOEL RD Ste:225,75240,B,08/21/2017,08/22/2017,"13355 NOEL RD Ste:22575240
(32.930612, -96.818111)",10,3
THE KATY,4719 COLE AVE,75205,S2,08/21/2017,08/22/2017,"4719 COLE AVE75205
(32.825902, -96.787311)",12,3
PATTERSON-UTI MANAGEMENT SERVICES LLC,13355 NOEL RD Ste:250,75240,B,08/21/2017,08/22/2017,"13355 NOEL RD Ste:25075240
(32.930612, -96.818111)",10,3
SUNSHINE'S CLOTHING APPAREL,6041 S LAMAR ST Ste:A,75215,M,08/21/2017,08/25/2017,"6041 S LAMAR ST Ste:A75215
(32.734399, -96.758113)",7,3
JUST & AFFORDABLE AUTO,2353 SANTA ANNA AVE Ste:23,75228,B,08/21/2017,08/22/2017,"2353 SANTA ANNA AVE Ste:2375228
(32.855628, -96.671634)",13,3
CARROLL RESIDENCES,1518 N CARROLL AVE Ste:BU5,75204,R3,08/21/2017,,"1518 N CARROLL AVE Ste:BU575204
(32.801478, -96.77899)",2,3
"STAR PARKING, INC.",607 CORBIN ST,75202,S1,08/21/2017,08/22/2017,"607 CORBIN ST75202
(32.782079, -96.807431)",12,3
THIRFTSTORE SALAZAR,915 W JEFFERSON BLVD,75208,M,08/21/2017,,"915 W JEFFERSON BLVD75208
(32.743233, -96.838414)",1,3
CARROLL RESIDENCES,1518 N CARROLL AVE Ste:BU3,75204,R3,08/21/2017,,"1518 N CARROLL AVE Ste:BU375204
(32.801478, -96.77899)",2,3
CARROLL RESIDENCES,1518 N CARROLL AVE Ste:BU1,75204,R3,08/21/2017,,"1518 N CARROLL AVE Ste:BU175204
(32.801478, -96.77899)",2,3
CLAY COOLEY NISSAN OF DALLAS,39690 LBJ FWY,75237,MIX,08/21/2017,,39690 LBJ FWY75237,,
CARROLL RESIDENCES,1518 N CARROLL AVE Ste:BU6,75204,NA,08/21/2017,,"1518 N CARROLL AVE Ste:BU675204
(32.801478, -96.77899)",2,3
"BRITE FULFILLMENT SOLUTIONS, LLC",10748 N STEMMONS FWY,75220,S1,08/18/2017,08/23/2017,"10748 N STEMMONS FWY75220
(32.873175, -96.89747)",6,3
FIRST BAPTIST ACADEMY,7894 SAMUELL BLVD,75227,E,08/18/2017,08/29/2017,7894 SAMUELL BLVD75227,,
ANSIRA,13155 NOEL RD Ste:400,75240,B,08/18/2017,12/13/2017,"13155 NOEL RD Ste:40075240
(32.927811, -96.818135)",10,3
ROSE HAGGAR ELEMENTARY SCHOOL,17820 CAMPBELL RD,,E,08/18/2017,08/21/2017,"17820 CAMPBELL RD
(32.995428, -96.805785)",14,3
ICE CREAM WASTED,509 W DAVIS ST Ste:100,75208,M,08/18/2017,06/15/2018,"509 W DAVIS ST Ste:10075208
(32.749468, -96.830781)",1,3
ANSIRA,13155 NOEL RD Ste:600,75240,B,08/18/2017,12/12/2017,"13155 NOEL RD Ste:60075240
(32.927811, -96.818135)",10,3
ANSIRA,13155 NOEL RD Ste:300,75240,B,08/18/2017,04/11/2018,"13155 NOEL RD Ste:30075240
(32.927811, -96.818135)",10,3
RECHARGE VENDING,11227 GOODNIGHT LN Ste:810,75229,S2,08/18/2017,08/21/2017,"11227 GOODNIGHT LN Ste:81075229
(32.890042, -96.901875)",6,3
JACKSON LAW FIRM PC,1700 PACIFIC AVE Ste:1045,75201,B,08/18/2017,08/21/2017,"1700 PACIFIC AVE Ste:104575201
(32.782576, -96.797558)",12,3
WHAT MONSTERS DO,7015 TWIN HILLS AVE Ste:120,75231,S1,08/18/2017,08/21/2017,"7015 TWIN HILLS AVE Ste:12075231
(32.873997, -96.764543)",11,3
BLUE BEACON,7312 BONNIE VIEW RD,75241,B,08/18/2017,08/21/2017,"7312 BONNIE VIEW RD75241
(32.657509, -96.750563)",8,3
"PARK CITIES OBEDIENCE SCHOOL, INC.",5547 DYER ST,75206,B,08/18/2017,08/21/2017,"5547 DYER ST75206
(32.843137, -96.772758)",12,3
"LANISTA CONCEPTS, LLC",3004 FAIRMOUNT ST,75201,B,08/18/2017,08/22/2017,"3004 FAIRMOUNT ST75201
(32.79888, -96.806624)",12,3
TRIBAL VAPOR,8989 FOREST LN Ste:108,75243,M,08/18/2017,10/16/2017,"8989 FOREST LN Ste:10875243
(32.909227, -96.749685)",9,3
CARSTAR,11211 ABLES LN,75229,S1,08/18/2017,08/28/2017,"11211 ABLES LN75229
(32.890198, -96.89405)",6,3
STONERIDGE BUSINESS PARK,2550 BECKLEYMEADE AVE Ste:200,75237,B,08/18/2017,08/21/2017,"2550 BECKLEYMEADE AVE Ste:20075237
(32.640318, -96.861335)",8,3
LEELA'S,1914 GREENVILLE AVE,75206,A2,08/18/2017,03/06/2018,"1914 GREENVILLE AVE75206
(32.813321, -96.770202)",12,3
PROGRESSIVE TECHNOLOGIES  INC.,11110 PETAL ST Ste:300,75238,S1,08/18/2017,08/24/2017,"11110 PETAL ST Ste:30075238
(32.883019, -96.689506)",9,3
ANSIRA,13155 NOEL RD Ste:500,75240,B,08/18/2017,12/12/2017,"13155 NOEL RD Ste:50075240
(32.927811, -96.818135)",10,3
DEVICES & SERVICES CO.,2835 VIRGO LN,75229,S1,08/18/2017,08/21/2017,"2835 VIRGO LN75229
(32.890811, -96.885359)",6,3
MATADOR INSURANCE & TAXES,4924 COLUMBIA AVE,75214,B,08/18/2017,08/21/2017,"4924 COLUMBIA AVE75214
(32.795867, -96.762632)",2,3
GREENWOOD FLATS,5714 MCCOMMAS BLVD,75206,MIX,08/18/2017,08/21/2017,"5714 MCCOMMAS BLVD75206
(32.829908, -96.769283)",12,3
ICON STYLE SALON,3716 BOWSER AVE,75219,B,08/18/2017,09/05/2017,"3716 BOWSER AVE75219
(32.812328, -96.804038)",12,3
EMCARE,13737 NOEL RD Ste:110,75240,B,08/17/2017,10/27/2017,"13737 NOEL RD Ste:11075240
(32.93498, -96.818062)",10,3
DR. DELPHINIUM,9200 JOHN W CARPENTER FWY,75247,B,08/17/2017,12/14/2017,"9200 JOHN W CARPENTER FWY75247
(32.826884, -96.884343)",6,3
ARTHUR KOCH,2353 SANTA ANNA AVE Ste:19,75228,S1,08/17/2017,,"2353 SANTA ANNA AVE Ste:1975228
(32.855628, -96.671634)",13,3
BUFFALO WILD WINGS,1600 N WESTMORELAND RD,75211,,08/17/2017,08/31/2017,"1600 N WESTMORELAND RD75211
(32.766016, -96.873944)",3,3
CHURCHCHILL MORTGAGE,12222 MERIT DR Ste:1820,75251,B,08/17/2017,09/01/2017,"12222 MERIT DR Ste:182075251
(32.914686, -96.771801)",10,3
THE BAR METHOD - WHITE ROCK LAKE,718 N BUCKNER BLVD Ste:145,75218,B,08/17/2017,11/03/2017,"718 N BUCKNER BLVD Ste:14575218
(32.845179, -96.711758)",13,3
3ELEVEN KITCHEN & COCKTAILS,311 N MARKET ST Ste:100,75202,A2,08/17/2017,08/21/2017,"311 N MARKET ST Ste:10075202
(32.781443, -96.80673)",12,3
MUSUME RESTAURANT,2330 FLORA ST Ste:100,75201,A2,08/17/2017,01/22/2018,"2330 FLORA ST Ste:10075201
(32.78969, -96.797826)",12,3
EMCARE,13737 NOEL RD Ste:120,75240,B,08/17/2017,10/19/2017,"13737 NOEL RD Ste:12075240
(32.93498, -96.818062)",10,3
SPECIALTY PROGRAM GROUP,12222 MERIT DR Ste:1560,75251,B,08/17/2017,09/01/2017,"12222 MERIT DR Ste:156075251
(32.914686, -96.771801)",10,3
ATLAS ELECTRONICS,2727 IRVING BLVD,75207,S1,08/17/2017,08/23/2017,"2727 IRVING BLVD75207
(32.804029, -96.844478)",6,3
BOOST MOBILE,4858 S BUCKNER BLVD Ste:120,75227,M,08/17/2017,08/18/2017,"4858 S BUCKNER BLVD Ste:12075227
(32.781914, -96.682597)",7,3
A TO Z FOOD MART,2120 N ST AUGUSTINE RD Ste:130,75227,M,08/17/2017,,2120 N ST AUGUSTINE RD Ste:13075227,,
THE STRAND,1931 MARKET CENTER BLVD,75207,R2,08/17/2017,08/18/2017,"1931 MARKET CENTER BLVD75207
(32.796781, -96.824477)",6,3
MP DALLAS,8230 MEADOW RD,75231,U,08/17/2017,08/18/2017,"8230 MEADOW RD75231
(32.8872, -96.762563)",11,3
ALTA STATE THOMAS,2828 WOODSIDE ST,75204,MIX,08/17/2017,08/21/2017,"2828 WOODSIDE ST75204
(32.797928, -96.800026)",12,3
ROSS & HALL BEER GARDEN AND KITCHEN,3300 ROSS AVE,75204,A2,08/17/2017,08/22/2017,"3300 ROSS AVE75204
(32.795527, -96.78894)",12,3
MIRACULOUS LIGHT WORSHIP CENTER,1111 W LEDBETTER DR Ste:200,75224,A3,08/17/2017,08/18/2017,"1111 W LEDBETTER DR Ste:20075224
(32.691284, -96.841014)",4,3
ANDY'S FROZEN CUSTARD,9655 AUDELIA RD,75238,M,08/17/2017,08/18/2017,"9655 AUDELIA RD75238
(32.877826, -96.717969)",9,3
MOUNTAIN OF FIRE & MIRACLE MINISTRIES,9410 WALNUT ST Ste:112,75243,B,08/17/2017,08/18/2017,"9410 WALNUT ST Ste:11275243
(32.923599, -96.736531)",9,3
AZOOM INC,11532 HARRY HINES BLVD Ste:126,75229,M,08/17/2017,08/18/2017,"11532 HARRY HINES BLVD Ste:12675229
(32.90145, -96.893022)",6,3
ACALA CUSTOMER FURNITURE,5530 MILITARY PKWY,75227,S1,08/17/2017,03/16/2018,"5530 MILITARY PKWY75227
(32.781577, -96.724347)",7,3
"LJN SOLUTIONS, INCE DBA COMFORT KEEPER",13140 COIT RD Ste:202,75240,B,08/16/2017,09/19/2017,"13140 COIT RD Ste:20275240
(32.926956, -96.768965)",10,3
DAILY STOP,10941 HARRY HINES BLVD,75220,M,08/16/2017,01/11/2018,"10941 HARRY HINES BLVD75220
(32.879024, -96.885116)",6,3
AZ C-STORE,13021 COIT RD Ste:106,75240,M,08/16/2017,04/30/2018,"13021 COIT RD Ste:10675240
(32.925977, -96.769243)",10,3
BRANUM LAW FIRM PLLC,6301 GASTON AVE Ste:560,75214,B,08/16/2017,08/17/2017,"6301 GASTON AVE Ste:56075214
(32.813405, -96.753337)",12,3
B & F FLATS,2650 N FITZHUGH AVE,75206,MIX,08/16/2017,08/17/2017,2650 N FITZHUGH AVE75206,,
"CAITLIN WILSON DESIGN, LLC",2923 N HENDERSON AVE,75206,B,08/16/2017,08/29/2017,"2923 N HENDERSON AVE75206
(32.821067, -96.785264)",12,3
BROW BAR,326 W JEFFERSON BLVD,75208,B,08/16/2017,08/17/2017,"326 W JEFFERSON BLVD75208
(32.743099, -96.827608)",1,3
FITZHUGH VILLAS,2016 N FITZHUGH AVE,75206,R2,08/16/2017,09/24/2018,2016 N FITZHUGH AVE75206,,
"1155 DISTRIBUTOR PARTNERS, LLC",1321 ROUND TABLE DR,75247,S1,08/16/2017,08/17/2017,"1321 ROUND TABLE DR75247
(32.834545, -96.883614)",6,3
1ST PLACE AUTO,4921 ROSS AVE,75206,S1,08/16/2017,08/17/2017,"4921 ROSS AVE75206
(32.806841, -96.775414)",2,3
VAL'S  CHEESECAKES,2820 GREENVILLE AVE,75206,M,08/16/2017,10/25/2017,"2820 GREENVILLE AVE75206
(32.823755, -96.770146)",12,3
REFORMED THEOLOGICAL SEMINARY,1202 DRAGON ST Ste:104,75207,B,08/16/2017,09/25/2017,"1202 DRAGON ST Ste:10475207
(32.789023, -96.817931)",6,3
MAAH ENTERPRISES,1349 EMPIRE CENTRAL Ste:210,75247,A2,08/16/2017,,1349 EMPIRE CENTRAL Ste:21075247,,
CIRCO,2619 MCKINNEY AVE,75201,A2,08/16/2017,,2619 MCKINNEY AVE75201,,
CINNAHOLIC,1700 PACIFIC AVE Ste:C115,75201,A2,08/16/2017,,"1700 PACIFIC AVE Ste:C11575201
(32.782576, -96.797558)",12,3
C & C GRANTE AND MARBLE,2431 WALNUT RIDGE ST,75229,S1,08/16/2017,08/22/2017,"2431 WALNUT RIDGE ST75229
(32.883908, -96.895405)",6,3
DALLAS WELLINESS,5949 SHERRY LN Ste:1235,75225,B,08/16/2017,08/22/2017,"5949 SHERRY LN Ste:123575225
(32.862324, -96.810102)",11,3
FIVE STAR INSTITUTE,2450 IRVING BLVD,75207,S1,08/16/2017,08/17/2017,"2450 IRVING BLVD75207
(32.79868, -96.83995)",6,3
"LAW FIRM OF AARON A. HERBERT, P.C.",8330 L B J FWY Ste:700,75243,B,08/15/2017,08/23/2017,8330 L B J FWY Ste:70075243,,
GO! CALENDARS GAMES & TOYS,13350 DALLAS PKWY Ste:1585,75240,M,08/15/2017,08/17/2017,"13350 DALLAS PKWY Ste:158575240
(32.930161, -96.820963)",10,3
KOOKIE HAVEN,337 W JEFFERSON BLVD,75208,B,08/15/2017,11/28/2017,"337 W JEFFERSON BLVD75208
(32.743185, -96.827133)",1,3
MEGATEL HOMES INC,8007 SUNFLOWER LN,75252,B,08/15/2017,02/26/2018,8007 SUNFLOWER LN75252,,
MORE THAN CONQUERORS CHURCH,5738 BON AIR DR,75241,A2,08/15/2017,08/17/2017,"5738 BON AIR DR75241
(32.678171, -96.76659)",8,3
T-MOBILE,8008 NORVELL DR Ste:A,75227,NA,08/15/2017,01/16/2018,"8008 NORVELL DR Ste:A75227
(32.768408, -96.683743)",5,3
MAMOUNS FALAFEL,3839 MCKINNEY AVE Ste:150,75204,A2,08/15/2017,01/26/2018,"3839 MCKINNEY AVE Ste:15075204
(32.809408, -96.795009)",12,3
AFRICAN AFFAIRS CENTER,11601 PLANO RD Ste:120,75243,A3,08/15/2017,08/22/2017,"11601 PLANO RD Ste:12075243
(32.906313, -96.700596)",9,3
"HCC PERFORMANCE OF DALLAS, LLC",2760 SATSUMA DR,75229,S1,08/15/2017,08/30/2017,"2760 SATSUMA DR75229
(32.90028, -96.884234)",6,3
CENTER LIVING CONDOMINIUMS,3200 ROSS AVE Ste:BLDG5,75204,R2,08/15/2017,,"3200 ROSS AVE Ste:BLDG575204
(32.794399, -96.790267)",12,3
SUPERIOR AUTO CARE,6261 LAKE JUNE RD Ste:150,,S1,08/15/2017,10/06/2017,"6261 LAKE JUNE RD Ste:150
(43.226928, -77.186166)",,
ELITE AUTOS,13721 FLOYD CIR,75243,B,08/15/2017,,"13721 FLOYD CIR75243
(32.932814, -96.747462)",10,3
UME PREP,3838 SPUR 408,75236,E,08/15/2017,08/16/2017,"3838 SPUR 40875236
(32.693916, -96.935652)",3,3
UME PRET,3838 SPUR 408,75236,E,08/15/2017,08/16/2017,"3838 SPUR 40875236
(32.693916, -96.935652)",3,3
MURPHY'S DELI,12770 MERIT DR Ste:112,75251,A2,08/15/2017,,"12770 MERIT DR Ste:11275251
(32.922176, -96.772077)",10,3
BAIK BRANDS INC,10601 KING WILLIAM DR,75220,B,08/15/2017,08/31/2017,"10601 KING WILLIAM DR75220
(32.869666, -96.900186)",6,3
JHC AUTO SALES,6261 LAKE JUNE RD Ste:110,,B,08/15/2017,10/06/2017,"6261 LAKE JUNE RD Ste:110
(43.226928, -77.186166)",,
CAFE PYALA RESTAURANT & CATERING,9203 SKILLMAN ST Ste:108,75243,A2,08/15/2017,09/19/2017,"9203 SKILLMAN ST Ste:10875243
(32.9029, -96.716247)",9,3
BENNY'S CLASSIC GRILL,10302 GARLAND RD,75218,A2,08/15/2017,09/15/2017,"10302 GARLAND RD75218
(32.841515, -96.692573)",13,3
HOLLY JOHNSON GALLERY,1845 LEVEE ST Ste:100,75207,A3,08/15/2017,09/19/2017,"1845 LEVEE ST Ste:10075207
(32.791519, -96.828257)",6,3
KUMON MATH AND READING,11613 N CENTRAL EXPY Ste:114,75230,B,08/15/2017,08/18/2017,11613 N CENTRAL EXPY Ste:11475230,,
1C SALES,3730 DILIDO RD Ste:104,75228,S1,08/15/2017,08/16/2017,"3730 DILIDO RD Ste:10475228
(32.798686, -96.688211)",7,3
JACKIE'S TEXAS AUTO TITLE,6261 LAKE JUNE RD Ste:100,,B,08/15/2017,10/06/2017,"6261 LAKE JUNE RD Ste:100
(43.226928, -77.186166)",,
"ONE SOURCE MEDICAL SOLUTIONS, INC",1555 W MOCKINGBIRD LN Ste:210,75235,B,08/15/2017,08/16/2017,"1555 W MOCKINGBIRD LN Ste:21075235
(32.822293, -96.860447)",2,3
DR. KATHERINE PANG,6301 GASTON AVE Ste:410,75214,B,08/15/2017,09/14/2017,"6301 GASTON AVE Ste:41075214
(32.813405, -96.753337)",12,3
TATE'S DALLAS BAR,2723 MCKINNEY AVE,75204,A2,08/15/2017,09/12/2017,"2723 MCKINNEY AVE75204
(32.798476, -96.801157)",12,3
CES CORPORATE,400 S RECORD ST Ste:FL15,75202,B,08/15/2017,01/05/2018,"400 S RECORD ST Ste:FL1575202
(32.776335, -96.806174)",2,3
GUTIERREZ TRUCK YARD,5450 CRYSTAL LAKE BLVD,75236,S1,08/15/2017,09/07/2017,"5450 CRYSTAL LAKE BLVD75236
(32.696585, -96.917279)",3,3
ADVANTAGE ACADEMY,4009 JOSEPH HARDIN DR,75236,E,08/15/2017,,"4009 JOSEPH HARDIN DR75236
(32.693919, -96.898663)",3,3
IMPACT CHURCH,2945 FRANKFORD RD,,A3,08/14/2017,04/03/2018,"2945 FRANKFORD RD
(32.997108, -96.860045)",14,3
"LONE STAR MRDICAL SERVICES, PLLC",125 CENTRE ST,75208,B,08/14/2017,08/15/2017,"125 CENTRE ST75208
(32.742349, -96.823972)",1,3
OPEN DOOR,5307 E MOCKINGBIRD LN Ste:220,75206,B,08/14/2017,09/25/2017,"5307 E MOCKINGBIRD LN Ste:22075206
(32.836661, -96.777717)",12,3
UNIQUE DIGITAL TECHNOLOGY,5151 BELT LINE RD Ste:510,75248,B,08/14/2017,,5151 BELT LINE RD Ste:51075248,,
ODAR,1999 BRYAN ST Ste:2300,75219,B,08/14/2017,03/06/2018,"1999 BRYAN ST Ste:230075219
(32.784657, -96.796589)",12,3
STUDIO HOP,3626 N HALL ST Ste:615,75219,R3,08/14/2017,09/01/2017,"3626 N HALL ST Ste:61575219
(32.809073, -96.806224)",12,3
RACETRAC,2707 ROYAL LN,75229,M,08/14/2017,,"2707 ROYAL LN75229
(32.895252, -96.886661)",6,3
GEMA EVENTS,2947 WALNUT HILL LN Ste:102,75229,B,08/14/2017,08/17/2017,"2947 WALNUT HILL LN Ste:10275229
(32.88102, -96.879232)",6,3
LITTLE SCHOLARS ACADEMY,14045 WATERFALL WAY,75240,E,08/14/2017,08/30/2017,"14045 WATERFALL WAY75240
(32.93867, -96.76399)",10,3
"QUACKERBOX CREATIONS, LTD",11452 PAGEMILL RD,75243,F1,08/14/2017,08/17/2017,"11452 PAGEMILL RD75243
(32.90521, -96.707419)",9,3
PALETERIA NEVERIA LA CHINA POBLANA,203 W JEFFERSON BLVD,75208,A2,08/14/2017,10/05/2017,"203 W JEFFERSON BLVD75208
(32.743157, -96.824671)",1,3
"HIGH STREET RESIDENTIAL , INC",3200 MCKINNEY AVE,75204,R2,08/14/2017,08/15/2017,"3200 MCKINNEY AVE75204
(32.803008, -96.800227)",12,3
THE ORDER DESK,9840 MONROE DR Ste:104,75220,B,08/14/2017,08/17/2017,"9840 MONROE DR Ste:10475220
(32.875441, -96.878054)",6,3
SKO N GO CORNER STORE,4823 S LANCASTER RD Ste:B,75216,M,08/14/2017,09/22/2017,"4823 S LANCASTER RD Ste:B75216
(32.689673, -96.791335)",3,3
MAVERICK PLUMBING & AIR CONDITIONING,2909 BLYSTONE LN,75220,R4,08/14/2017,08/17/2017,"2909 BLYSTONE LN75220
(32.873826, -96.879744)",6,3
AMERICAN BUILDING SERVICES,11056 SHADY TRL Ste:107,75229,B,08/14/2017,09/29/2017,"11056 SHADY TRL Ste:10775229
(32.883287, -96.890438)",6,3
NORTH PARK HEART AND VASCULAR SURGERY CENTER,11970 N CENTRAL EXPY Ste:425,75243,B,08/14/2017,02/27/2018,"11970 N CENTRAL EXPY Ste:42575243
(32.912352, -96.768101)",10,3
DISTRIBION,8350 N CENTRAL EXPY Ste:500,75206,B,08/14/2017,10/09/2017,"8350 N CENTRAL EXPY Ste:50075206
(32.864151, -96.769488)",12,3
H.E.B. CENTRAL MARKET,5750 E LOVERS LN,75206,M,08/14/2017,02/13/2018,"5750 E LOVERS LN75206
(32.851001, -96.768981)",12,3
CAREEXPAND LLC,8330 L B J FWY Ste:1180,75243,B,08/14/2017,08/24/2017,8330 L B J FWY Ste:118075243,,
THEROPY BY DESIGN,2001 BRYAN ST Ste:3135,75201,B,08/14/2017,08/16/2017,"2001 BRYAN ST Ste:313575201
(32.785014, -96.79617)",12,3
"TEXAS FARM CREDIT SERVICES, FLCA",10711 PRESTON RD Ste:100,75230,B,08/14/2017,08/18/2017,"10711 PRESTON RD Ste:10075230
(32.892876, -96.804006)",11,3
SPECIALIZED PRODUCTS & SERVICES CO. INC.,10711 PRESTON RD Ste:220,75230,B,08/14/2017,08/18/2017,"10711 PRESTON RD Ste:22075230
(32.892876, -96.804006)",11,3
LISETTE DOMITEAUX PHD,10711 PRESTON RD Ste:104,75230,B,08/14/2017,08/18/2017,"10711 PRESTON RD Ste:10475230
(32.892876, -96.804006)",11,3
CHAMBER CLASSIC SOCCER ALLIANCE INC.,10711 PRESTON RD Ste:110,75230,B,08/14/2017,08/18/2017,"10711 PRESTON RD Ste:11075230
(32.892876, -96.804006)",11,3
BOLSA,4819 NORMA ST,75247,F1,08/14/2017,02/20/2018,"4819 NORMA ST75247
(32.805649, -96.878378)",6,3
CASTRUM CONSTRUCTION LLC,10711 PRESTON RD Ste:260,75230,B,08/14/2017,08/18/2017,"10711 PRESTON RD Ste:26075230
(32.892876, -96.804006)",11,3
BUFORD HAWTHORNE BUILDERS LP,10711 PRESTON RD Ste:150,75230,B,08/14/2017,08/18/2017,"10711 PRESTON RD Ste:15075230
(32.892876, -96.804006)",11,3
PRODUCERS MIDSTREAM,2311 CEDAR SPRINGS RD Ste:100,75201,B,08/14/2017,08/16/2017,"2311 CEDAR SPRINGS RD Ste:10075201
(32.795723, -96.805322)",12,3
ERN ARCHITECTS,10711 PRESTON RD Ste:250,75230,B,08/14/2017,08/18/2017,"10711 PRESTON RD Ste:25075230
(32.892876, -96.804006)",11,3
SUMMIT ARTISTS,10711 PRESTON RD Ste:101,75230,B,08/14/2017,08/18/2017,"10711 PRESTON RD Ste:10175230
(32.892876, -96.804006)",11,3
H.I. HOLLAND ELEMENTARY SCHOOL,4203 S LANCASTER RD,75216,E,08/14/2017,10/11/2018,"4203 S LANCASTER RD75216
(32.697755, -96.794944)",4,3
MAVERICK PLUMBING & AIR CONDITIONING,2919 BLYSTONE LN,75220,S1,08/14/2017,08/17/2017,"2919 BLYSTONE LN75220
(32.873826, -96.879727)",6,3
"CASTLEBROOK MANAGEMENT, INC.",10711 PRESTON RD Ste:200,75230,B,08/14/2017,08/18/2017,"10711 PRESTON RD Ste:20075230
(32.892876, -96.804006)",11,3
HORTENSTEIN RANCH COMPANY LLC,10711 PRESTON RD Ste:240,75230,B,08/14/2017,08/18/2017,"10711 PRESTON RD Ste:24075230
(32.892876, -96.804006)",11,3
HOMESPRING INC.,900 JACKSON ST Ste:800,75202,B,08/14/2017,08/15/2017,"900 JACKSON ST Ste:80075202
(32.77822, -96.80339)",12,3
GREEN PON COMPANIES LLC,10711 PRESTON RD Ste:270,75230,B,08/14/2017,08/18/2017,"10711 PRESTON RD Ste:27075230
(32.892876, -96.804006)",11,3
GRAY SCHRUPP & ASSOCIATES PLLC,10711 PRESTON RD Ste:275,75230,B,08/14/2017,08/18/2017,"10711 PRESTON RD Ste:27575230
(32.892876, -96.804006)",11,3
IPEX IMPORT,13439 PRESTON RD Ste:200,75240,B,08/14/2017,08/15/2017,"13439 PRESTON RD Ste:20075240
(32.932228, -96.803669)",10,3
IGLESIA UNCION Y GLORIA,1826 PLEASANT DR,75217,A3,08/14/2017,08/15/2017,"1826 PLEASANT DR75217
(32.743424, -96.678573)",5,3
LOPEZ BODEGA STORE,805 N CARROLL AVE,75246,M,08/14/2017,08/15/2017,"805 N CARROLL AVE75246
(32.796333, -96.773131)",2,3
WICKS PERFORMANCE CENTER,10920 COMPOSITE DR Ste:150,75220,M,08/14/2017,08/15/2017,"10920 COMPOSITE DR Ste:15075220
(32.87981, -96.895988)",6,3
DARK ROSE STUDIOS,9220 SKILLMAN ST Ste:202A,75243,B,08/14/2017,08/15/2017,"9220 SKILLMAN ST Ste:202A75243
(32.902825, -96.714487)",9,3
SMOKEY ROSE,8602 GARLAND RD,75218,A2,08/11/2017,,"8602 GARLAND RD75218
(32.823274, -96.7146)",13,3
"VALLEY PROTEINS, INC.",519 PONTIAC AVE,75203,S1,08/11/2017,06/28/2018,"519 PONTIAC AVE75203
(32.746063, -96.786064)",4,3
"CALLIDUS AGENCY, L.L.C.",7610 N STEMMONS FWY Ste:420,75247,B,08/11/2017,10/19/2017,"7610 N STEMMONS FWY Ste:42075247
(32.820754, -96.869583)",6,3
SEVENTH SEAL TATTOO,11571 REEDER RD Ste:100,75229,B,08/11/2017,08/14/2017,"11571 REEDER RD Ste:10075229
(32.903405, -96.895827)",6,3
COVE FARM,2653 CEDAR CREST BLVD,75203,NA,08/11/2017,08/17/2017,"2653 CEDAR CREST BLVD75203
(32.738104, -96.790028)",4,3
C&C GRANITE,2429 WALNUT RIDGE ST,75229,F2,08/11/2017,08/14/2017,"2429 WALNUT RIDGE ST75229
(32.883909, -96.896572)",6,3
COLONY HOUSE APARTMENTS,6235 ORAM ST,75214,R2,08/11/2017,08/16/2017,"6235 ORAM ST75214
(32.813824, -96.757208)",12,3
MODERA GALLERIA,13290 NOEL RD,75240,R2,08/11/2017,08/14/2017,"13290 NOEL RD75240
(32.929311, -96.818008)",10,3
"ALEXANDER REMINGTON HOMES, LLC",4711 LIVE OAK ST,75219,R2,08/11/2017,,"4711 LIVE OAK ST75219
(32.801765, -96.773477)",2,3
LEO'S AUTO INSURANCE,2543 S BUCKNER BLVD,75227,B,08/11/2017,08/22/2017,"2543 S BUCKNER BLVD75227
(32.756114, -96.682907)",5,3
ST MARKS SCHOOL OF TEXAS,10600 PRESTON RD,75230,E,08/11/2017,08/14/2017,"10600 PRESTON RD75230
(32.890554, -96.803883)",11,3
TRI-KES,11117 SHADY TRL,75229,B,08/11/2017,02/21/2018,"11117 SHADY TRL75229
(32.884811, -96.89043)",6,3
JULIE JOHNSON LAW,12222 MERIT DR Ste:1200,75251,B,08/11/2017,10/06/2017,"12222 MERIT DR Ste:120075251
(32.914686, -96.771801)",10,3
"LOW-T TEXAS OPERATIONS, LLC.",2602 MCKINNEY AVE Ste:115,75201,B,08/11/2017,09/08/2017,2602 MCKINNEY AVE Ste:11575201,,
TIBCO,13155 NOEL RD Ste:850,75240,B,08/11/2017,10/17/2017,"13155 NOEL RD Ste:85075240
(32.927811, -96.818135)",10,3
NICKLAS ASSOCIATE,5307 E MOCKINGBIRD LN Ste:1010,75206,B,08/11/2017,09/12/2017,"5307 E MOCKINGBIRD LN Ste:101075206
(32.836661, -96.777717)",12,3
