"precinct","race","leg","cc","cg","countergroup","party","countertype","sumofcount"
"SHL 32-0510","Shoreline School District No. 412 Shoreline School District No. 412 Proposition No. 2","32","1","7","Total","<NP>","No","83"
"RED 48-0939","Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 1","48","6","1","Total","NP","Times Counted","146"
"MOUNT SI","Snoqualmie Valley School District No. 410 Snoqualmie Valley School District No. 410 Proposition No. 2","5","3","1","Total","NP","Times Under Voted","7"
"COLLEEN","Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 2","5","9","8","Total","NP","Times Under Voted","6"
"RED 48-0938","Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 2","48","6","1","Total","NP","Times Under Voted","2"
"RED 48-3738","Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 3","48","3","1","Total","NP","Times Counted","124"
"ISS 41-2602","Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 1","41","3","8","Total","<NP>","No","76"
"BEL 48-0694","Bellevue School District No. 405 Bellevue School District No. 405 Proposition No. 2","48","6","9","Total","NP","Times Over Voted","0"
"YPT 48-1233","Bellevue School District No. 405 Bellevue School District No. 405 Proposition No. 3","48","6","1","Total","NP","Times Under Voted","2"
"RED 48-2632","Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 3","48","3","1","Total","<NP>","Rejected","32"
"SHL 32-0296","Shoreline School District No. 412 Shoreline School District No. 412 Proposition No. 2","32","1","7","Total","NP","Times Counted","126"
"RED 48-2789","Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 3","48","6","1","Total","NP","Times Over Voted","0"
"SAM 41-2937","Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 2","41","3","8","Total","<NP>","Yes","57"
"CORWIN","Northshore School District No. 417 Northshore School District No. 417 Proposition No. 2","45","3","1","Total","<NP>","Rejected","136"
"KEN 33-0585","Federal Way School District No. 210 Federal Way School District No. 210 Proposition No. 1","33","5","9","Total","<NP>","Yes","0"
"LFP 46-1237","Shoreline School District No. 412 Shoreline School District No. 412 Proposition No. 1","46","1","7","Total","<NP>","Yes","129"
"TWINBERRY","Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 1","45","3","1","Total","<NP>","Yes","131"
"PAC 30-0886","Valley Regional Fire Authority Valley Regional Fire Authority Proposition No. 1","30","7","8","Total","<NP>","Yes","95"
"WOD 45-3193","Northshore School District No. 417 Northshore School District No. 417 Proposition No. 3","45","1","1","Total","NP","Times Over Voted","0"
"KIR 48-3337","Bellevue School District No. 405 Bellevue School District No. 405 Proposition No. 2","48","6","1","Total","<NP>","No","6"
"LAKE YOUNGS","Tahoma School District No. 409 Tahoma School District No. 409 Proposition No. 1","47","9","8","Total","NP","Times Over Voted","0"
"KEN 47-3676","Kent School District No. 415 Kent School District No. 415 Proposition No. 2","47","5","9","Total","NP","Times Over Voted","0"
"BOT 01-0252","Northshore School District No. 417 Northshore School District No. 417 Proposition No. 3","1","1","1","Total","NP","Times Over Voted","0"
"KEN 47-0880","Kent School District No. 415 Kent School District No. 415 Proposition No. 2","47","5","9","Total","<NP>","Yes","62"
"C-H 48-0325","Bellevue School District No. 405 Bellevue School District No. 405 Proposition No. 2","48","6","1","Total","NP","Times Over Voted","0"
"KEN 33-3553","Kent School District No. 415 Kent School District No. 415 Proposition No. 1","33","5","9","Total","NP","Times Over Voted","0"
"BOT 01-0255","Northshore School District No. 417 Northshore School District No. 417 Proposition No. 3","1","1","1","Total","<NP>","No","110"
"BEL 41-0124","Bellevue School District No. 405 Bellevue School District No. 405 Proposition No. 3","41","6","9","Total","NP","Times Over Voted","0"
"SAM 41-0909","Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 1","41","3","8","Total","<NP>","No","121"
"DES 33-2674","Highline School District No. 401 Highline School District No. 401 Proposition No. 1","33","5","9","Total","NP","Times Under Voted","0"
"KMR 46-2764","Northshore School District No. 417 Northshore School District No. 417 Proposition No. 2","46","1","1","Total","NP","Registered Voters","285"
"SHL 32-3363","Shoreline School District No. 412 Shoreline School District No. 412 Proposition No. 1","32","1","7","Total","<NP>","No","32"
"BEL 48-0189","Bellevue School District No. 405 Bellevue School District No. 405 Proposition No. 1","48","6","9","Total","NP","Times Counted","123"
"KIR 01-0019","Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 3","1","1","1","Total","NP","Registered Voters","762"
"SHL 32-0888","Shoreline School District No. 412 Shoreline School District No. 412 Proposition No. 1","32","1","7","Total","NP","Times Over Voted","0"
"BUR 33-3771","Highline School District No. 401 Highline School District No. 401 Proposition No. 1","33","8","7","Total","NP","Times Counted","52"
"FED 30-3097","Federal Way School District No. 210 Federal Way School District No. 210 Proposition No. 1","30","7","9","Total","<NP>","Yes","161"
"RED 48-2628","Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 1","48","6","1","Total","NP","Times Over Voted","0"
"LORA","Riverview School District No. 407 Riverview School District No. 407 Proposition No. 1","5","3","1","Total","NP","Times Counted","227"
"SHL 32-0735","Shoreline School District No. 412 Shoreline School District No. 412 Proposition No. 2","32","1","7","Total","<NP>","No","26"
"SAM 05-3515","Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 2","5","3","8","Total","NP","Registered Voters","245"
"BEL 41-0175","Bellevue School District No. 405 Bellevue School District No. 405 Proposition No. 3","41","6","9","Total","<NP>","No","115"
"IDA","Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 1","5","9","8","Total","NP","Registered Voters","261"
"KIR 45-2786","Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 1","45","6","1","Total","NP","Registered Voters","364"
"BEL 41-2943","Bellevue School District No. 405 Bellevue School District No. 405 Proposition No. 1","41","6","9","Total","NP","Registered Voters","401"
"C-H 48-0323","Bellevue School District No. 405 Bellevue School District No. 405 Proposition No. 3","48","6","1","Total","NP","Times Counted","149"
"BOT 01-0255","Northshore School District No. 417 Northshore School District No. 417 Proposition No. 3","1","1","1","Total","NP","Times Over Voted","0"
"BEL 48-2434","Bellevue School District No. 405 Bellevue School District No. 405 Proposition No. 2","48","6","9","Total","<NP>","Yes","104"
"KEN 47-0246","Kent School District No. 415 Kent School District No. 415 Proposition No. 1","47","7","8","Total","NP","Times Over Voted","0"
"BOT 01-0261","Northshore School District No. 417 Northshore School District No. 417 Proposition No. 1","1","1","1","Total","<NP>","Yes","180"
"FED 30-3015","Federal Way School District No. 210 Federal Way School District No. 210 Proposition No. 1","30","7","9","Total","NP","Times Over Voted","0"
"ISS 05-0544","Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 1","5","3","8","Total","<NP>","No","43"
"SAM 41-3638","Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 3","41","3","8","Total","<NP>","No","111"
"TWINBERRY","Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 2","45","3","1","Total","<NP>","No","172"
"SAM 41-0816","Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 2","41","3","8","Total","<NP>","Yes","108"
"AUB 31-3299","Valley Regional Fire Authority Valley Regional Fire Authority Proposition No. 1","31","7","8","Total","NP","Times Over Voted","0"
"FED 30-3097","Federal Way School District No. 210 Federal Way School District No. 210 Proposition No. 1","30","7","9","Total","NP","Times Under Voted","0"
"KIR 48-2863","Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 1","48","6","1","Total","NP","Times Under Voted","1"
"BEL 48-0217","Bellevue School District No. 405 Bellevue School District No. 405 Proposition No. 2","48","6","9","Total","NP","Times Under Voted","2"
"BUR 34-0913","Highline School District No. 401 Highline School District No. 401 Proposition No. 1","34","8","7","Total","<NP>","Yes","84"
"WELCOME LAKE","Riverview School District No. 407 Riverview School District No. 407 Proposition No. 1","45","3","1","Total","NP","Times Under Voted","7"
"SNQ 05-3514","Snoqualmie Valley School District No. 410 Snoqualmie Valley School District No. 410 Proposition No. 1","5","3","8","Total","<NP>","Yes","189"
"PATTERSON","Snoqualmie Valley School District No. 410 Snoqualmie Valley School District No. 410 Proposition No. 2","5","3","1","Total","<NP>","Yes","85"
"KEN 47-2599","Kent School District No. 415 Kent School District No. 415 Proposition No. 2","47","5","8","Total","NP","Times Under Voted","15"
"CAMELOT","Federal Way School District No. 210 Federal Way School District No. 210 Proposition No. 1","30","7","8","Total","<NP>","Yes","52"
"BOT 01-1224","Northshore School District No. 417 Northshore School District No. 417 Proposition No. 1","1","1","1","Total","NP","Registered Voters","744"
"SAM 45-2575","Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 2","45","3","8","Total","NP","Times Under Voted","3"
"DORRE DON","Tahoma School District No. 409 Tahoma School District No. 409 Proposition No. 3","5","9","8","Total","NP","Registered Voters","803"
"KIR 45-0627","Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 1","45","6","1","Total","NP","Times Under Voted","7"
"KIR 45-1019","Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 2","45","6","1","Total","<NP>","Yes","142"
"ELIZABETH","Kent School District No. 415 Kent School District No. 415 Proposition No. 1","11","9","8","Total","<NP>","No","76"
"KEN 47-1151","Kent School District No. 415 Kent School District No. 415 Proposition No. 2","47","9","8","Total","<NP>","No","71"
"FED 30-3029","Federal Way School District No. 210 Federal Way School District No. 210 Proposition No. 1","30","7","9","Total","NP","Registered Voters","309"
"M-I 41-0797","Mercer Island School District No. 400 Mercer Island School District No. 400 Proposition No. 1","41","6","9","Total","NP","Times Over Voted","0"
"RED 48-2467","Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 2","48","6","1","Total","NP","Registered Voters","410"
"BEL 41-0219","Bellevue School District No. 405 Bellevue School District No. 405 Proposition No. 2","41","6","9","Total","NP","Times Under Voted","2"
"BOT 01-0259","Northshore School District No. 417 Northshore School District No. 417 Proposition No. 3","1","1","1","Total","<NP>","No","54"
"KIR 45-2934","Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 1","45","6","1","Total","NP","Times Under Voted","1"
"ARTHUR","Tahoma School District No. 409 Tahoma School District No. 409 Proposition No. 1","5","9","8","Total","<NP>","Yes","26"
"BEL 48-0694","Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 3","48","6","9","Total","NP","Times Over Voted","0"
"ISS 05-3503","Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 1","5","3","8","Total","NP","Times Counted","145"
"LAKE JOY","Riverview School District No. 407 Riverview School District No. 407 Proposition No. 2","5","3","1","Total","NP","Times Counted","319"
"BEL 48-0218","Bellevue School District No. 405 Bellevue School District No. 405 Proposition No. 2","48","6","9","Total","<NP>","Yes","79"
"BEL 48-0126","Bellevue School District No. 405 Bellevue School District No. 405 Proposition No. 3","48","6","9","Total","<NP>","No","49"
"SAM 45-2963","Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 1","45","3","8","Total","NP","Registered Voters","826"
"SHL 32-0088","Shoreline School District No. 412 Shoreline School District No. 412 Proposition No. 2","32","1","7","Total","NP","Times Over Voted","0"
"GREEN RIVER","Enumclaw School District No. 216 Enumclaw School District No. 216 Proposition No. 1","5","9","8","Total","NP","Times Over Voted","0"
"TAHOMA","Tahoma School District No. 409 Tahoma School District No. 409 Proposition No. 3","5","9","8","Total","NP","Registered Voters","627"
"SAM 41-0100","Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 1","41","3","8","Total","NP","Times Under Voted","3"
"IVERSON","Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 3","5","9","8","Total","NP","Registered Voters","15"
"KIR 45-3646","Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 2","45","6","1","Total","NP","Registered Voters","295"
"ISS 05-3711","Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 2","5","3","8","Total","NP","Registered Voters","557"
"COLLEEN","Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 1","5","9","8","Total","<NP>","Yes","74"
"COTTAGE LAKE","Northshore School District No. 417 Northshore School District No. 417 Proposition No. 3","45","3","1","Total","NP","Times Under Voted","1"
"BEL 48-3498","Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 3","48","6","9","Total","NP","Times Over Voted","0"
"EDGEHILL","Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 1","41","3","8","Total","<NP>","No","11"
"RED 48-2632","Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 2","48","3","1","Total","NP","Times Counted","78"
"BEL 41-2714","Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 2","41","9","9","Total","<NP>","Yes","0"
"KIR 45-2912","Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 2","45","6","1","Total","NP","Times Over Voted","0"
"TUK 11-2949","Highline School District No. 401 Highline School District No. 401 Proposition No. 1","11","8","9","Total","NP","Times Under Voted","0"
"DOLLOFF","Federal Way School District No. 210 Federal Way School District No. 210 Proposition No. 1","30","7","8","Total","NP","Registered Voters","410"
"RED 48-2466","Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 3","48","6","1","Total","NP","Times Over Voted","0"
"RNT 11-3404","Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 2","11","9","9","Total","<NP>","Yes","74"
"N-B 05-3296","Snoqualmie Valley School District No. 410 Snoqualmie Valley School District No. 410 Proposition No. 2","5","3","8","Total","NP","Times Over Voted","0"
"SAM 45-2965","Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 3","45","3","8","Total","NP","Registered Voters","663"
"HILL","Northshore School District No. 417 Northshore School District No. 417 Proposition No. 3","45","3","1","Total","<NP>","Yes","123"
"KMR 46-0695","Northshore School District No. 417 Northshore School District No. 417 Proposition No. 1","46","1","1","Total","NP","Times Over Voted","0"
"ISS 05-3711","Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 3","5","3","8","Total","NP","Registered Voters","557"
"BOT 01-0252","Northshore School District No. 417 Northshore School District No. 417 Proposition No. 2","1","1","1","Total","NP","Registered Voters","505"
"FED 30-3008","Federal Way School District No. 210 Federal Way School District No. 210 Proposition No. 1","30","7","9","Total","NP","Times Over Voted","0"
"DUTHIE HILL","Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 3","5","3","8","Total","<NP>","No","57"
"HORSESHOE","Riverview School District No. 407 Riverview School District No. 407 Proposition No. 1","5","3","1","Total","NP","Times Counted","231"
"KIR 01-2678","Northshore School District No. 417 Northshore School District No. 417 Proposition No. 2","1","1","1","Total","<NP>","Approved","2"
"SAM 41-2690","Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 3","41","3","8","Total","NP","Times Counted","198"
"WOD 45-2597","Northshore School District No. 417 Northshore School District No. 417 Proposition No. 2","45","1","1","Total","NP","Times Over Voted","0"
"HERON","Federal Way School District No. 210 Federal Way School District No. 210 Proposition No. 1","30","7","8","Total","<NP>","Yes","9"
"MEADOWBROOK","Snoqualmie Valley School District No. 410 Snoqualmie Valley School District No. 410 Proposition No. 2","5","3","8","Total","NP","Times Over Voted","0"
"WOD 45-1205","Northshore School District No. 417 Northshore School District No. 417 Proposition No. 3","45","1","1","Total","<NP>","No","105"
"SAM 05-3306","Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 1","5","3","8","Total","<NP>","No","58"
"KMR 46-3594","Northshore School District No. 417 Northshore School District No. 417 Proposition No. 3","46","1","1","Total","NP","Times Counted","123"
"BEL 41-3680","Bellevue School District No. 405 Bellevue School District No. 405 Proposition No. 3","41","9","9","Total","NP","Times Under Voted","4"
"SAM 05-2718","Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 1","5","3","8","Total","<NP>","No","77"
"BEL 41-0116","Bellevue School District No. 405 Bellevue School District No. 405 Proposition No. 2","41","6","9","Total","<NP>","Yes","29"
"KEN 33-3553","Highline School District No. 401 Highline School District No. 401 Proposition No. 1","33","5","9","Total","<NP>","Yes","5"
"M-I 41-0777","Mercer Island School District No. 400 Mercer Island School District No. 400 Proposition No. 1","41","6","9","Total","NP","Times Under Voted","0"
"BEL 48-2432","Bellevue School District No. 405 Bellevue School District No. 405 Proposition No. 3","48","6","9","Total","NP","Registered Voters","378"
"DUV 45-3218","Riverview School District No. 407 Riverview School District No. 407 Proposition No. 3","45","3","1","Total","NP","Times Over Voted","0"
"HOLIDAY LAKE","Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 1","45","3","1","Total","<NP>","No","63"
"KEN 47-3447","Kent School District No. 415 Kent School District No. 415 Proposition No. 1","47","5","9","Total","NP","Times Over Voted","0"
"KIR 48-2598","Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 3","48","6","1","Total","<NP>","Approved","108"
"LFP 46-1237","Shoreline School District No. 412 Shoreline School District No. 412 Proposition No. 2","46","1","7","Total","NP","Times Over Voted","0"
"BEL 48-0694","Bellevue School District No. 405 Bellevue School District No. 405 Proposition No. 1","48","6","9","Total","NP","Registered Voters","360"
"AMES LAKE","Snoqualmie Valley School District No. 410 Snoqualmie Valley School District No. 410 Proposition No. 2","5","3","1","Total","<NP>","No","121"
"SWEENEY","Tahoma School District No. 409 Tahoma School District No. 409 Proposition No. 2","5","9","8","Total","<NP>","Yes","92"
"RED 48-3415","Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 1","48","3","1","Total","NP","Times Counted","87"
"BOT 01-3726","Northshore School District No. 417 Northshore School District No. 417 Proposition No. 2","1","1","1","Total","NP","Registered Voters","465"
"AMES LAKE","Riverview School District No. 407 Riverview School District No. 407 Proposition No. 2","5","3","1","Total","NP","Times Counted","35"
"BEL 41-3658","Bellevue School District No. 405 Bellevue School District No. 405 Proposition No. 1","41","6","9","Total","NP","Times Under Voted","2"
"RED 48-3475","Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 1","48","3","1","Total","<NP>","No","65"
"SHL 32-0423","Shoreline School District No. 412 Shoreline School District No. 412 Proposition No. 2","32","1","7","Total","NP","Times Under Voted","10"
"MORRIS","Tahoma School District No. 409 Tahoma School District No. 409 Proposition No. 1","11","9","8","Total","<NP>","Yes","76"
"HERON","Federal Way School District No. 210 Federal Way School District No. 210 Proposition No. 1","30","7","8","Total","NP","Times Over Voted","0"
"SAM 41-3506","Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 2","41","3","8","Total","NP","Times Counted","143"
"FOUR LAKES","Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 2","5","9","8","Total","NP","Times Under Voted","0"
"WOD 45-0926","Northshore School District No. 417 Northshore School District No. 417 Proposition No. 1","45","1","1","Total","NP","Times Over Voted","0"
"MAY VALLEY","Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 1","5","9","8","Total","NP","Times Counted","143"
"BEL 48-2776","Bellevue School District No. 405 Bellevue School District No. 405 Proposition No. 1","48","6","9","Total","NP","Times Counted","141"
"KEN 33-3715","Kent School District No. 415 Kent School District No. 415 Proposition No. 2","33","5","9","Total","NP","Registered Voters","376"
"SAM 45-3386","Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 3","45","3","8","Total","NP","Times Counted","269"
"BOT 01-0262","Northshore School District No. 417 Northshore School District No. 417 Proposition No. 1","1","1","1","Total","<NP>","No","69"
"DES 33-0367","Highline School District No. 401 Highline School District No. 401 Proposition No. 1","33","5","9","Total","NP","Times Counted","134"
"KIR 45-2932","Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 1","45","1","1","Total","NP","Times Under Voted","3"
"FED 30-3001","Federal Way School District No. 210 Federal Way School District No. 210 Proposition No. 1","30","7","9","Total","NP","Times Under Voted","0"
"BOT 01-0258","Northshore School District No. 417 Northshore School District No. 417 Proposition No. 3","1","1","1","Total","<NP>","No","53"
"SAM 41-0100","Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 3","41","3","8","Total","<NP>","Yes","123"
"MABEL","Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 3","45","3","1","Total","NP","Times Over Voted","0"
"SNQ 05-3511","Snoqualmie Valley School District No. 410 Snoqualmie Valley School District No. 410 Proposition No. 2","5","3","8","Total","NP","Times Under Voted","13"
"COV 47-3365","Kent School District No. 415 Kent School District No. 415 Proposition No. 1","47","9","8","Total","NP","Times Under Voted","3"
"WOD 45-1225","Northshore School District No. 417 Northshore School District No. 417 Proposition No. 1","45","1","1","Total","<NP>","No","68"
"SILVER SPURS","Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 3","48","6","1","Total","NP","Times Over Voted","0"
"BOT 01-3321","Northshore School District No. 417 Northshore School District No. 417 Proposition No. 1","1","1","1","Total","NP","Times Over Voted","0"
"KIR 48-0643","Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 3","48","6","1","Total","NP","Registered Voters","267"
"FED 30-3000","Federal Way School District No. 210 Federal Way School District No. 210 Proposition No. 1","30","7","9","Total","NP","Times Under Voted","0"
"FED 30-3055","Federal Way School District No. 210 Federal Way School District No. 210 Proposition No. 1","30","7","9","Total","NP","Registered Voters","670"
"BEL 41-2447","Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 2","41","6","9","Total","NP","Times Counted","51"
"SAM 41-3384","Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 3","41","3","8","Total","NP","Times Over Voted","0"
"AUB 47-3538","Valley Regional Fire Authority Valley Regional Fire Authority Proposition No. 1","47","7","8","Total","NP","Times Counted","232"
"KMR 46-1171","Northshore School District No. 417 Northshore School District No. 417 Proposition No. 2","46","1","1","Total","<NP>","Rejected","38"
"KMR 46-1171","Northshore School District No. 417 Northshore School District No. 417 Proposition No. 2","46","1","1","Total","NP","Registered Voters","645"
"M-V 05-3245","Tahoma School District No. 409 Tahoma School District No. 409 Proposition No. 3","5","9","8","Total","NP","Times Counted","316"
"DUV 45-3742","Riverview School District No. 407 Riverview School District No. 407 Proposition No. 3","45","3","1","Total","<NP>","Yes","122"
"TREEMONT","Riverview School District No. 407 Riverview School District No. 407 Proposition No. 3","5","3","1","Total","NP","Times Counted","16"
"SELLECK","Enumclaw School District No. 216 Enumclaw School District No. 216 Proposition No. 1","5","9","8","Total","NP","Registered Voters","328"
"PATTERSON","Riverview School District No. 407 Riverview School District No. 407 Proposition No. 3","5","3","1","Total","NP","Times Over Voted","0"
"KMR 46-0036","Northshore School District No. 417 Northshore School District No. 417 Proposition No. 1","46","1","1","Total","<NP>","No","68"
"KEN 33-0594","Federal Way School District No. 210 Federal Way School District No. 210 Proposition No. 1","33","5","9","Total","NP","Times Counted","89"
"FED 30-3020","Federal Way School District No. 210 Federal Way School District No. 210 Proposition No. 1","30","7","9","Total","NP","Times Under Voted","0"
"SWEENEY","Tahoma School District No. 409 Tahoma School District No. 409 Proposition No. 2","5","9","8","Total","NP","Registered Voters","572"
"SHL 32-0605","Shoreline School District No. 412 Shoreline School District No. 412 Proposition No. 2","32","1","7","Total","<NP>","No","50"
"BEL 41-3583","Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 1","41","9","9","Total","<NP>","No","140"
"MARYMOOR","Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 1","48","3","1","Total","NP","Registered Voters","0"
"M-V 05-3510","Tahoma School District No. 409 Tahoma School District No. 409 Proposition No. 1","5","9","8","Total","NP","Registered Voters","393"
"HONEY","Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 3","11","9","9","Total","<NP>","No","15"
"KIR 45-3640","Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 1","45","6","1","Total","NP","Registered Voters","386"
"KIR 45-2423","Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 3","45","6","1","Total","<NP>","Approved","186"
"KIR 45-2932","Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 3","45","1","1","Total","NP","Times Over Voted","0"
"KIR 45-2761","Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 2","45","6","1","Total","<NP>","No","99"
"KEN 47-3676","Kent School District No. 415 Kent School District No. 415 Proposition No. 2","47","5","9","Total","<NP>","No","63"
"KIR 45-3199","Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 3","45","6","1","Total","NP","Registered Voters","413"
"SET 33-1031","Kent School District No. 415 Kent School District No. 415 Proposition No. 2","33","5","9","Total","NP","Registered Voters","395"
"MICHAEL","Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 2","45","3","1","Total","<NP>","No","131"
"TRILLIUM","Riverview School District No. 407 Riverview School District No. 407 Proposition No. 3","45","3","1","Total","<NP>","Yes","4"
"BEL 48-0136","Bellevue School District No. 405 Bellevue School District No. 405 Proposition No. 3","48","6","9","Total","NP","Times Over Voted","0"
"ISS 05-0543","Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 3","5","3","8","Total","<NP>","Yes","122"
"BEL 48-2716","Bellevue School District No. 405 Bellevue School District No. 405 Proposition No. 1","48","6","9","Total","NP","Times Over Voted","0"
"KIR 01-2678","Northshore School District No. 417 Northshore School District No. 417 Proposition No. 3","1","1","1","Total","NP","Times Over Voted","0"
"BEL 48-0159","Bellevue School District No. 405 Bellevue School District No. 405 Proposition No. 2","48","6","9","Total","<NP>","Yes","79"
"M-I 41-0797","Mercer Island School District No. 400 Mercer Island School District No. 400 Proposition No. 1","41","6","9","Total","<NP>","Yes","79"
"BOT 01-0261","Northshore School District No. 417 Northshore School District No. 417 Proposition No. 3","1","1","1","Total","<NP>","Yes","179"
"AUB 47-3591","Valley Regional Fire Authority Valley Regional Fire Authority Proposition No. 1","47","7","8","Total","NP","Times Counted","74"
"RNT 11-3287","Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 2","11","9","9","Total","NP","Times Over Voted","0"
"ISS 41-1208","Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 2","41","3","8","Total","NP","Times Over Voted","0"
"FED 30-2988","Federal Way School District No. 210 Federal Way School District No. 210 Proposition No. 1","30","7","9","Total","NP","Times Under Voted","0"
"KIR 45-0624","Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 1","45","6","1","Total","NP","Times Over Voted","0"
"BEL 48-0165","Bellevue School District No. 405 Bellevue School District No. 405 Proposition No. 3","48","6","9","Total","<NP>","No","78"
"M-I 41-0766","Mercer Island School District No. 400 Mercer Island School District No. 400 Proposition No. 1","41","6","9","Total","<NP>","No","50"
"MINK ROAD","Northshore School District No. 417 Northshore School District No. 417 Proposition No. 1","45","3","1","Total","NP","Times Over Voted","0"
"KIR 45-3668","Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 1","45","1","1","Total","NP","Times Under Voted","5"
"SAM 05-3515","Issaquah School District No. 411 Issaquah School District No. 411 Proposition No. 2","5","3","8","Total","<NP>","No","20"
"KIR 48-2788","Lake Washington School District No. 414 Lake Washington School District No. 414 Proposition No. 2","48","6","1","Total","<NP>","Yes","60"
"BOT 01-3398","Northshore School District No. 417 Northshore School District No. 417 Proposition No. 3","1","1","1","Total","NP","Times Over Voted","0"
"VALENCIA","Tahoma School District No. 409 Tahoma School District No. 409 Proposition No. 2","5","9","9","Total","NP","Registered Voters","6"
"BEL 41-0121","Bellevue School District No. 405 Bellevue School District No. 405 Proposition No. 1","41","6","9","Total","<NP>","Yes","72"
"RATTLESNAKE","Snoqualmie Valley School District No. 410 Snoqualmie Valley School District No. 410 Proposition No. 2","5","3","8","Total","NP","Times Under Voted","15"
"BEL 48-0196","Bellevue School District No. 405 Bellevue School District No. 405 Proposition No. 3","48","6","9","Total","<NP>","Yes","75"
"RNT 11-3555","Kent School District No. 415 Kent School District No. 415 Proposition No. 2","11","9","9","Total","<NP>","Yes","0"
"M-V 05-1218","Tahoma School District No. 409 Tahoma School District No. 409 Proposition No. 3","5","9","8","Total","<NP>","Yes","183"
