"bookingid","eventtype","eta","lat","lon","route","onrouteorder"
"50807796","pick","08:55:42","47.726","-122.348","96","29687472"
"50807796","drop","09:29:30","47.607","-122.329","96","29907232"
"50821280","drop","09:49:03","47.606","-122.31","96","30566409"
"0","break","09:55:43","47.607","-122.31","96","57812517"
"50819188","pick","10:08:12","47.609","-122.328","96","68359370"
"50819188","drop","10:41:24","47.535","-122.158","96","76269505"
"50818714","pick","11:17:39","47.479","-122.211","96","79073662"
"50818714","drop","11:31:06","47.459","-122.256","96","79855770"
"50817070","pick","11:40:58","47.458","-122.259","96","82202151"
"50818152","pick","12:20:24","47.604","-122.323","96","83314492"
"50817070","drop","12:45:08","47.623","-122.315","96","86651615"
"50818152","drop","13:22:00","47.513","-122.382","96","92491506"
"0","break","13:40:27","47.531","-122.322","96","94368608"
"0","break","13:42:00","47.531","-122.323","96","95776444"
"0","routeend","14:00:00","47.531","-122.323","96","99999998"
"0","routestart","12:42:00","47.417","-122.232","151","1"
"0","break","12:51:00","47.388","-122.168","151","25000000"
"50765150","pick","13:49:00","47.384","-122.235","151","43749989"
"50764674","pick","14:12:15","47.456","-122.258","151","47265604"
"50765150","drop","14:48:38","47.381","-122.112","151","57812483"
"50764674","drop","14:57:56","47.373","-122.132","151","60449195"
"0","break","15:09:00","47.372","-122.134","151","68359338"
"50816954","pick","15:35:48","47.382","-122.235","151","76269512"
"50816954","drop","15:58:58","47.392","-122.198","151","82202161"
"50766722","pick","16:18:55","47.371","-122.151","151","84148766"
"50765374","pick","16:29:02","47.358","-122.166","151","89988695"
"50765374","drop","16:44:08","47.409","-122.172","151","94368649"
"50766722","drop","17:11:00","47.474","-122.237","151","94720636"
"0","break","17:50:00","47.423","-122.233","151","95776501"
"0","break","18:02:30","47.418","-122.232","151","97121233"
"0","routeend","18:06:43","47.417","-122.232","151","99999998"
"0","routestart","19:10:00","47.417","-122.232","152","1"
"50830882","pick","19:15:01","47.426","-122.296","152","29687495"
"50830882","drop","19:34:00","47.383","-122.253","152","33203094"
"0","break","19:34:01","47.383","-122.252","152","83333314"
"0","break","19:58:03","47.418","-122.232","152","86458302"
"0","routeend","20:14:24","47.417","-122.232","152","99999998"
"0","routestart","09:50:00","47.748","-122.324","178","1"
"50781218","pick","10:08:00","47.756","-122.342","178","24999975"
"50765360","pick","10:23:00","47.761","-122.316","178","43749954"
"50765640","pick","10:37:13","47.752","-122.342","178","57812465"
"50766306","pick","10:46:04","47.752","-122.342","178","68359364"
"50766306","drop","11:08:00","47.619","-122.311","178","82202183"
"50765360","drop","11:16:01","47.619","-122.311","178","86651635"
"50765640","drop","11:16:02","47.619","-122.311","178","89988725"
"0","break","11:16:03","47.619","-122.311","178","92491514"
"0","routeend","11:39:00","47.748","-122.324","178","99999998"
"0","routestart","07:30:00","47.592","-122.183","186","1"
"0","break","07:45:01","47.592","-122.183","186","9183680"
"50799582","pick","08:08:00","47.587","-122.161","186","43749988"
"50766110","pick","08:39:29","47.721","-122.228","186","57812487"
"50765060","pick","08:48:19","47.721","-122.223","186","68359361"
"50781106","pick","08:53:17","47.721","-122.223","186","76269526"
"50766108","pick","09:08:41","47.717","-122.177","186","82202154"
"50799582","drop","09:15:32","47.715","-122.179","186","86651593"
"50766110","drop","09:37:16","47.629","-122.169","186","89988706"
"50781106","drop","09:44:16","47.629","-122.169","186","92491553"
"50766108","drop","09:44:17","47.629","-122.169","186","94368650"
"50765060","drop","09:44:18","47.629","-122.169","186","95776468"
"0","break","09:52:00","47.629","-122.17","186","97030327"
"50798910","pick","10:36:00","47.604","-122.129","186","97634002"
"50798910","drop","10:51:31","47.629","-122.151","186","98086757"
"50817942","pick","11:07:27","47.619","-122.13","186","99445073"
"50820118","pick","11:40:38","47.657","-122.136","186","99447121"
"50820118","drop","11:58:40","47.684","-122.044","186","99453311"
"50817942","drop","12:21:00","47.598","-122.039","186","99478113"
"0","break","12:31:01","47.598","-122.039","186","99493059"
"0","break","13:30:01","47.591","-122.183","186","99537980"
"0","break","13:30:02","47.591","-122.183","186","99582885"
"0","routeend","13:30:03","47.592","-122.183","186","99999998"
"0","routestart","06:45:00","47.531","-122.323","311","1"
"50765416","pick","07:13:00","47.478","-122.211","311","7374340"
"50765416","drop","07:34:32","47.468","-122.346","311","8237028"
"0","break","07:44:37","47.468","-122.346","311","10825125"
"50767118","pick","08:15:43","47.521","-122.347","311","14754072"
"50794118","pick","09:08:18","47.544","-122.132","311","22408514"
"50767118","drop","09:47:19","47.643","-122.141","311","24959991"
"50816510","pick","09:56:08","47.644","-122.146","311","25484841"
"50816510","drop","10:21:11","47.675","-122.201","311","25616012"
"50794118","drop","10:58:27","47.675","-122.201","311","25659759"
"50819372","pick","10:59:05","47.601","-122.33","311","39715835"
"50819372","drop","11:34:40","47.404","-122.297","311","40724374"
"0","break","11:37:16","47.404","-122.297","311","43749984"
"50786994","pick","12:34:40","47.496","-122.206","311","55949735"
"50786994","drop","13:04:13","47.577","-122.169","311","56308952"
"50820648","pick","13:31:43","47.621","-122.17","311","57706019"
"50820648","drop","13:54:05","47.721","-122.223","311","57785841"
"0","break","14:17:00","47.721","-122.223","311","57800804"
"50794130","pick","14:27:28","47.675","-122.201","311","72186575"
"50812190","pick","15:01:51","47.681","-122.131","311","77032818"
"50812190","drop","15:02:24","47.666","-122.132","311","78613404"
"50792162","pick","15:31:41","47.618","-122.154","311","83355223"
"50794130","drop","16:03:30","47.544","-122.132","311","86620189"
"50792162","drop","16:47:00","47.514","-122.339","311","89146585"
"0","break","16:56:06","47.53","-122.322","311","89778175"
"0","break","17:17:45","47.523","-122.315","311","89988703"
"0","routeend","17:17:46","47.531","-122.323","311","99999998"
"0","routestart","05:45:00","47.417","-122.232","331","1"
"50770584","pick","06:24:00","47.391","-122.233","331","7374350"
"50770584","drop","06:55:35","47.441","-122.214","331","11780756"
"50764970","pick","07:15:00","47.448","-122.213","331","15085543"
"50764970","drop","08:22:22","47.616","-122.309","331","20021896"
"0","break","08:30:00","47.615","-122.309","331","25000000"
"50818490","pick","09:15:19","47.679","-122.262","331","29687468"
"50818490","drop","10:47:17","47.331","-122.222","331","39972705"
"0","break","11:10:00","47.331","-122.222","331","43749989"
"50819458","pick","12:24:11","47.382","-122.235","331","53140122"
"50818104","pick","12:25:38","47.382","-122.235","331","54900734"
"50819458","drop","12:46:56","47.276","-122.251","331","55487629"
"50818104","drop","13:36:20","47.455","-122.282","331","59400252"
"0","break","13:40:00","47.455","-122.281","331","66008094"
"50820780","pick","14:17:06","47.382","-122.235","331","67330705"
"50820780","drop","15:02:18","47.287","-122.314","331","67661338"
"50767948","pick","15:28:47","47.311","-122.271","331","68184885"
"50767948","drop","15:49:00","47.357","-122.309","331","68315730"
"0","break","16:25:00","47.423","-122.233","331","68359360"
"0","break","16:39:50","47.418","-122.232","331","94999974"
"0","routeend","16:44:47","47.417","-122.232","331","99999998"
"0","routestart","06:15:00","47.531","-122.323","332","1"
"50812458","pick","07:24:00","47.598","-122.301","332","9183698"
"50812264","pick","07:36:50","47.598","-122.325","332","12244909"
"50812458","drop","07:59:59","47.604","-122.323","332","14636479"
"50812264","drop","08:10:58","47.604","-122.323","332","15433692"
"0","break","08:11:18","47.604","-122.323","332","25000004"
"50811956","pick","08:33:24","47.605","-122.322","332","25376516"
"50812500","pick","09:03:41","47.607","-122.312","332","26505996"
"50811956","drop","09:19:37","47.605","-122.324","332","27353093"
"50812430","pick","09:37:14","47.609","-122.342","332","31023851"
"0","break","09:55:00","47.609","-122.342","332","43749990"
"50816644","pick","11:17:56","47.625","-122.358","332","54296885"
"50816644","drop","11:43:13","47.612","-122.325","332","56933632"
"50827482","pick","11:54:45","47.605","-122.323","332","57211684"
"50818764","pick","12:14:00","47.6","-122.334","332","57536130"
"50827482","drop","12:35:45","47.605","-122.322","332","57644283"
"0","break","13:00:32","47.599","-122.331","332","57812506"
"50820466","pick","13:15:06","47.609","-122.325","332","64538844"
"50820466","drop","13:41:50","47.602","-122.302","332","66220418"
"50789394","pick","13:56:54","47.604","-122.325","332","66780973"
"50789394","drop","14:19:00","47.61","-122.342","332","68179132"
"0","break","14:55:00","47.523","-122.315","332","68359395"
"0","break","15:10:01","47.531","-122.322","332","95652146"
"0","routeend","15:10:02","47.531","-122.323","332","99999998"
"0","routestart","11:45:00","47.531","-122.323","333","1"
"50811136","pick","12:32:00","47.599","-122.296","333","9180238"
"50811136","drop","12:56:24","47.619","-122.311","333","11353692"
"50795874","pick","13:11:24","47.615","-122.331","333","12200687"
"50795874","drop","13:25:28","47.627","-122.313","333","17731254"
"0","break","13:27:24","47.627","-122.313","333","24999973"
"50818308","pick","13:47:14","47.619","-122.311","333","25878892"
"50818308","drop","13:58:04","47.612","-122.324","333","26610437"
"50799244","pick","14:09:35","47.622","-122.322","333","27551034"
"50799244","drop","14:20:14","47.618","-122.314","333","27576396"
"50811154","pick","14:36:47","47.619","-122.311","333","32345593"
"50787320","pick","15:04:22","47.602","-122.302","333","33808475"
"50811154","drop","15:11:56","47.599","-122.296","333","36942288"
"50787320","drop","15:27:18","47.609","-122.325","333","37151197"
"0","break","15:35:00","47.609","-122.326","333","38495057"
"50800902","pick","16:12:44","47.608","-122.309","333","38584665"
"50800902","drop","16:33:37","47.617","-122.335","333","38738272"
"0","break","16:35:25","47.618","-122.336","333","57812469"
"50768234","pick","17:22:59","47.608","-122.321","333","67758551"
"50768234","drop","17:39:16","47.608","-122.294","333","70302046"
"50821640","pick","18:11:30","47.616","-122.321","333","73572265"
"50817400","pick","18:20:13","47.624","-122.327","333","75510171"
"50817400","drop","18:33:22","47.623","-122.307","333","77617331"
"50821640","drop","19:20:00","47.503","-122.34","333","93045932"
"0","break","19:37:00","47.523","-122.315","333","96081662"
"0","break","19:45:01","47.531","-122.322","333","97061254"
"0","routeend","19:45:02","47.531","-122.323","333","99999998"
"0","routestart","07:45:00","47.748","-122.324","334","1"
"50821512","pick","08:56:00","47.686","-122.265","334","2788018"
"50766564","pick","09:20:53","47.703","-122.361","334","3371523"
"50811216","pick","09:30:17","47.696","-122.371","334","13773161"
"50766564","drop","09:53:03","47.72","-122.298","334","14101258"
"50821512","drop","09:53:40","47.72","-122.298","334","14654909"
"50811216","drop","09:53:41","47.72","-122.298","334","14839470"
"0","break","10:01:00","47.72","-122.298","334","24999999"
"50767182","pick","10:12:00","47.733","-122.299","334","26171887"
"50767182","drop","10:36:00","47.816","-122.296","334","26336659"
"50821212","pick","11:16:09","47.68","-122.361","334","26831072"
"50821212","drop","11:42:59","47.606","-122.311","334","26900586"
"0","break","11:55:00","47.606","-122.311","334","26936792"
"50818394","pick","12:33:07","47.639","-122.282","334","45081954"
"50807696","pick","13:09:53","47.612","-122.321","334","50135219"
"50817828","pick","13:20:16","47.616","-122.321","334","51398528"
"50818394","drop","13:47:23","47.632","-122.361","334","51819640"
"50817828","drop","14:18:07","47.732","-122.311","334","55190632"
"50807696","drop","14:30:14","47.729","-122.292","334","56314294"
"0","break","14:42:00","47.728","-122.292","334","57812517"
"50816816","pick","15:00:05","47.682","-122.264","334","71311490"
"50816816","drop","15:36:18","47.788","-122.344","334","73080500"
"50829636","pick","15:52:48","47.776","-122.324","334","77060805"
"50821014","pick","16:16:20","47.762","-122.347","334","78387573"
"50830100","pick","16:37:01","47.776","-122.324","334","80717709"
"50821014","drop","18:10:00","47.596","-122.299","334","81494390"
"0","break","18:51:06","47.745","-122.324","334","96296313"
"0","routeend","19:04:00","47.748","-122.324","334","99999998"
"0","routestart","06:45:00","47.531","-122.323","335","1"
"50811902","pick","08:10:57","47.393","-122.309","335","12295110"
"50821542","pick","08:42:09","47.532","-122.283","335","12727363"
"50811902","drop","09:05:08","47.48","-122.302","335","12871434"
"50821294","pick","09:30:58","47.367","-122.319","335","17253330"
"50821542","drop","09:39:42","47.374","-122.303","335","18713984"
"50821294","drop","09:53:49","47.403","-122.322","335","22609084"
"0","break","10:04:21","47.402","-122.313","335","28950780"
"50788286","pick","10:40:47","47.544","-122.376","335","41909827"
"50788286","drop","11:22:37","47.322","-122.228","335","43289946"
"0","break","11:35:00","47.316","-122.228","335","43750003"
"50819194","pick","12:41:38","47.358","-122.138","335","49682592"
"50817566","pick","13:05:50","47.366","-122.202","335","50794974"
"50817566","drop","13:22:27","47.41","-122.189","335","51073096"
"50819194","drop","13:55:03","47.486","-122.192","335","51165783"
"0","break","14:18:00","47.486","-122.194","335","57812471"
"50801274","pick","14:37:37","47.477","-122.209","335","73281420"
"50801274","drop","15:02:05","47.474","-122.237","335","77826874"
"50807234","pick","15:28:03","47.434","-122.288","335","81960310"
"50807234","drop","15:48:17","47.481","-122.33","335","85060406"
"50820122","pick","16:14:54","47.564","-122.308","335","94360694"
"0","break","16:49:00","47.523","-122.315","335","96827871"
"0","break","17:25:01","47.531","-122.322","335","99206938"
"0","routeend","17:25:02","47.531","-122.323","335","99999998"
"0","routestart","11:45:00","47.531","-122.323","336","1"
"50821226","pick","12:33:20","47.516","-122.387","336","7377079"
"50821226","drop","13:24:48","47.606","-122.311","336","13213105"
"50828050","pick","13:51:10","47.649","-122.306","336","22508757"
"50828050","drop","14:40:01","47.413","-122.189","336","23570814"
"0","break","15:07:30","47.413","-122.188","336","30467194"
"50816900","pick","16:03:00","47.581","-122.153","336","40163915"
"50816900","drop","16:36:07","47.529","-122.174","336","42853476"
"0","break","16:49:00","47.529","-122.174","336","43750026"
"50802216","pick","17:51:26","47.455","-122.238","336","51733467"
"50767960","pick","18:14:18","47.405","-122.229","336","57169535"
"50767960","drop","19:06:12","47.367","-122.092","336","57651735"
"0","break","19:57:15","47.367","-122.092","336","57812507"
"50766788","pick","20:54:46","47.607","-122.313","336","86885268"
"50766858","pick","21:02:20","47.607","-122.313","336","88130812"
"50766858","drop","21:23:41","47.531","-122.29","336","88305981"
"50766788","drop","21:40:00","47.5","-122.221","336","88831445"
"0","break","22:10:00","47.523","-122.315","336","93528158"
"0","break","22:20:39","47.531","-122.322","336","98382037"
"0","routeend","22:25:11","47.531","-122.323","336","99999998"
"0","routestart","12:30:00","47.435","-122.46","337","1"
"50809572","pick","12:45:01","47.447","-122.459","337","2438870"
"50809572","drop","12:48:28","47.468","-122.46","337","2582029"
"0","break","14:00:00","47.467","-122.461","337","59062539"
"50817944","pick","16:41:00","47.385","-122.453","337","62812490"
"50817944","drop","16:41:01","47.426","-122.439","337","67574368"
"50764978","pick","16:41:02","47.365","-122.494","337","82202163"
"50817674","pick","16:41:03","47.454","-122.458","337","87485918"
"50817674","drop","16:41:04","47.447","-122.459","337","88111593"
"50764978","drop","16:41:05","47.467","-122.46","337","89988704"
"0","break","16:50:00","47.467","-122.46","337","91085068"
"50817678","pick","18:47:09","47.447","-122.459","337","94374122"
"50829540","pick","18:47:10","47.436","-122.465","337","94456590"
"50795224","pick","18:47:11","47.424","-122.461","337","94720558"
"50764980","pick","18:47:12","47.467","-122.46","337","95776434"
"50817678","drop","18:47:13","47.454","-122.458","337","95891908"
"50829540","drop","18:47:14","47.48","-122.463","337","95894204"
"50795224","drop","18:47:15","47.454","-122.512","337","95901187"
"50764980","drop","18:57:00","47.365","-122.494","337","96832346"
"0","break","19:10:00","47.432","-122.46","337","98218178"
"0","break","19:13:08","47.431","-122.46","337","98663635"
"0","routeend","19:15:00","47.435","-122.46","337","99999998"
"0","routestart","07:45:00","47.592","-122.183","338","1"
"50772174","pick","08:40:00","47.649","-121.964","338","7374269"
"50772174","drop","09:25:54","47.676","-122.208","338","13693986"
"50800570","pick","09:48:08","47.703","-122.176","338","16520488"
"50800570","drop","10:03:06","47.675","-122.201","338","18640362"
"0","break","10:11:00","47.676","-122.201","338","24999980"
"50820460","pick","10:30:00","47.685","-122.182","338","26496560"
"50821010","pick","11:07:10","47.547","-122.041","338","30986356"
"50821010","drop","11:20:43","47.575","-122.037","338","34177258"
"50820460","drop","11:49:54","47.516","-121.843","338","41356805"
"0","break","12:05:00","47.518","-121.842","338","43749973"
"50818812","pick","12:57:58","47.549","-122.02","338","49180286"
"50766680","pick","13:32:47","47.649","-122.135","338","52467738"
"50818812","drop","14:01:32","47.608","-122.323","338","52930011"
"50766680","drop","14:30:08","47.495","-122.238","338","53289605"
"0","break","14:43:00","47.496","-122.237","338","57812474"
"50767622","pick","15:44:18","47.585","-122.3","338","73770469"
"50821522","pick","16:29:52","47.668","-122.398","338","84426202"
"50767622","drop","17:39:42","47.761","-122.244","338","84631164"
"50821522","drop","17:50:00","47.759","-122.221","338","85031727"
"0","break","18:22:40","47.608","-122.188","338","96257937"
"0","routeend","18:26:00","47.592","-122.183","338","99999998"
"0","routestart","03:30:00","47.531","-122.323","341","1"
"50766850","pick","04:20:37","47.598","-122.311","341","9183702"
"50766850","drop","04:35:33","47.567","-122.363","341","15941751"
"50766862","pick","05:04:17","47.545","-122.36","341","17062961"
"50766862","drop","05:15:21","47.525","-122.366","341","18028804"
"0","break","05:19:00","47.524","-122.367","341","57812454"
"50767086","pick","06:32:00","47.398","-122.298","341","60943553"
"50821414","pick","07:11:45","47.482","-122.247","341","84148790"
"50821414","drop","07:29:41","47.449","-122.254","341","85608771"
"0","break","07:35:16","47.449","-122.254","341","89988707"
"50767954","pick","08:33:23","47.455","-122.187","341","94368666"
"50817510","pick","08:58:12","47.499","-122.241","341","94522651"
"50765482","pick","09:39:38","47.557","-122.294","341","95776482"
"50765482","drop","09:51:39","47.56","-122.289","341","96832377"
"50767954","drop","09:56:32","47.56","-122.289","341","97624279"
"0","break","10:17:04","47.56","-122.289","341","98218178"
"50819522","pick","10:49:58","47.445","-122.192","341","98329531"
"50819522","drop","11:22:39","47.299","-122.25","341","98413065"
"50766740","pick","11:34:19","47.293","-122.238","341","98475695"
"50766740","drop","12:02:35","47.453","-122.196","341","98522694"
"0","break","12:30:45","47.523","-122.315","341","98663648"
"0","break","12:40:44","47.531","-122.322","341","99665898"
"0","routeend","12:45:00","47.531","-122.323","341","99999998"
"0","routestart","03:35:00","47.531","-122.323","342","1"
"50765512","pick","04:07:21","47.505","-122.259","342","24999992"
"50765748","pick","04:24:19","47.542","-122.273","342","57812458"
"50767652","pick","04:36:03","47.54","-122.277","342","68359335"
"50765512","drop","05:13:04","47.619","-122.312","342","76269496"
"50765748","drop","05:21:18","47.619","-122.312","342","86651619"
"50767652","drop","05:21:19","47.619","-122.312","342","89988698"
"0","break","05:22:00","47.619","-122.312","342","89998459"
"50781580","pick","05:41:13","47.607","-122.325","342","90003532"
"50782356","pick","06:12:25","47.55","-122.311","342","90018763"
"50781580","drop","06:15:53","47.567","-122.363","342","90039029"
"50782356","drop","06:52:09","47.37","-122.206","342","90099823"
"0","break","07:00:00","47.37","-122.202","342","90242702"
"0","break","07:31:00","47.381","-122.25","342","98663624"
"50819356","pick","08:37:40","47.404","-122.297","342","98684482"
"50819356","drop","09:27:36","47.601","-122.33","342","98700127"
"50818852","pick","10:16:23","47.744","-122.337","342","98747147"
"50818834","pick","10:38:35","47.744","-122.337","342","98809826"
"50818868","pick","10:38:36","47.744","-122.337","342","98856808"
"50818834","drop","11:09:46","47.539","-122.296","342","98892047"
"50818852","drop","11:23:46","47.539","-122.296","342","98918470"
"50818868","drop","11:23:47","47.539","-122.296","342","98938281"
"0","break","11:40:33","47.531","-122.322","342","98953140"
"0","break","11:53:22","47.523","-122.315","342","98997741"
"0","routeend","12:00:00","47.531","-122.323","342","99999998"
"0","routestart","03:40:00","47.531","-122.323","343","1"
"50767084","pick","04:00:00","47.519","-122.357","343","24999989"
"50789040","pick","04:15:27","47.521","-122.365","343","29761924"
"50789040","drop","04:30:32","47.494","-122.346","343","34307397"
"50767084","drop","05:10:51","47.61","-122.143","343","57812511"
"0","break","05:25:58","47.596","-122.143","343","60449215"
"50767184","pick","05:41:42","47.572","-122.296","343","68359353"
"50767918","pick","05:57:39","47.598","-122.299","343","82202122"
"50767184","drop","06:16:04","47.607","-122.313","343","86651590"
"50767918","drop","06:21:26","47.607","-122.313","343","89988668"
"50768356","pick","06:38:00","47.616","-122.292","343","91240710"
"50768356","drop","07:13:43","47.313","-122.319","343","94996923"
"0","break","07:25:00","47.314","-122.318","343","98218191"
"50811960","pick","08:20:58","47.351","-122.288","343","98230093"
"50811960","drop","08:50:32","47.444","-122.215","343","98239021"
"0","break","09:30:00","47.441","-122.213","343","98276489"
"50817600","pick","10:18:21","47.602","-122.331","343","98566410"
"50821492","pick","11:09:52","47.469","-122.339","343","98566606"
"50817600","drop","11:13:52","47.487","-122.351","343","98567280"
"50821492","drop","11:22:00","47.499","-122.337","343","98946972"
"0","break","11:35:00","47.523","-122.315","343","99436274"
"0","break","12:20:01","47.531","-122.322","343","99859095"
"0","routeend","12:20:02","47.531","-122.323","343","99999998"
"0","routestart","03:45:00","47.531","-122.323","344","1"
"50764772","pick","04:12:00","47.518","-122.271","344","25000017"
"50764772","drop","04:37:39","47.638","-122.376","344","43749986"
"0","break","04:42:03","47.639","-122.376","344","57812507"
"50788118","pick","05:29:21","47.612","-122.33","344","57973000"
"50788118","drop","05:42:32","47.585","-122.3","344","58093334"
"50768172","pick","06:02:49","47.638","-122.202","344","58183582"
"50768172","drop","06:38:28","47.384","-122.237","344","58251290"
"50771780","pick","06:59:37","47.413","-122.189","344","58454427"
"50808586","pick","07:54:18","47.537","-122.284","344","59389192"
"50808586","drop","08:32:06","47.649","-122.306","344","60090248"
"50771780","drop","08:45:09","47.649","-122.306","344","62193443"
"0","break","08:58:03","47.649","-122.306","344","68359381"
"50766360","pick","10:19:53","47.443","-122.295","344","82202168"
"50766522","pick","10:26:01","47.443","-122.295","344","86651599"
"50766360","drop","10:36:12","47.46","-122.287","344","89988718"
"50766522","drop","10:51:44","47.415","-122.293","344","92491510"
"0","break","10:58:33","47.416","-122.293","344","94368656"
"50826668","pick","11:28:59","47.459","-122.258","344","94720606"
"50826668","drop","12:01:46","47.298","-122.335","344","95010194"
"50820728","pick","12:36:02","47.3","-122.221","344","95728600"
"50820728","drop","12:50:33","47.296","-122.246","344","95764526"
"0","break","13:40:00","47.523","-122.315","344","95776517"
"0","break","14:17:01","47.531","-122.322","344","98944098"
"0","routeend","14:17:02","47.531","-122.323","344","99999998"
"0","routestart","04:15:00","47.531","-122.323","345","1"
"50768056","pick","04:50:36","47.448","-122.364","345","9180306"
"50768056","drop","05:06:28","47.443","-122.295","345","13180324"
"0","break","05:29:15","47.45","-122.296","345","57812486"
"50765132","pick","06:04:23","47.535","-122.285","345","68359385"
"50764774","pick","06:25:15","47.595","-122.31","345","76269549"
"50764860","pick","06:33:00","47.588","-122.302","345","82202164"
"50764860","drop","06:47:25","47.585","-122.3","345","86651603"
"50764774","drop","06:52:01","47.585","-122.3","345","89988709"
"50765132","drop","06:52:02","47.585","-122.3","345","92491552"
"50817906","pick","07:05:26","47.615","-122.344","345","92849488"
"50817906","drop","07:52:45","47.572","-122.171","345","94191612"
"50800348","pick","08:24:05","47.54","-122.214","345","95198275"
"50800348","drop","09:03:01","47.598","-122.334","345","95953251"
"0","break","09:21:14","47.598","-122.334","345","98218181"
"50826050","pick","10:09:57","47.619","-122.312","345","98751079"
"50765750","pick","10:21:14","47.619","-122.312","345","99436228"
"50766770","pick","10:21:15","47.619","-122.312","345","99682877"
"50819514","pick","10:35:00","47.606","-122.31","345","99702689"
"50826050","drop","10:55:34","47.563","-122.295","345","99728707"
"50765750","drop","11:06:25","47.542","-122.273","345","99762137"
"50766770","drop","11:25:51","47.505","-122.259","345","99866164"
"50819514","drop","12:00:00","47.476","-122.22","345","99872930"
"0","break","12:27:00","47.477","-122.221","345","99893336"
"0","break","12:38:00","47.523","-122.315","345","99899622"
"0","break","12:48:33","47.531","-122.322","345","99974890"
"0","routeend","12:52:02","47.531","-122.323","345","99999998"
"0","routestart","04:15:00","47.531","-122.323","346","1"
"50816366","pick","05:10:40","47.719","-122.3","346","8132685"
"50816366","drop","05:37:01","47.816","-122.296","346","12349492"
"50767728","pick","06:09:00","47.816","-122.294","346","24999971"
"50816986","pick","06:13:29","47.816","-122.294","346","29687487"
"50817028","pick","06:13:30","47.816","-122.294","346","33203124"
"50817028","drop","06:43:47","47.585","-122.3","346","35839852"
"50767728","drop","06:47:58","47.585","-122.3","346","43749958"
"50816986","drop","06:54:36","47.561","-122.289","346","47265583"
"0","break","07:03:00","47.569","-122.289","346","57812445"
"50817762","pick","07:43:17","47.529","-122.163","346","58502554"
"50817762","drop","08:34:34","47.659","-122.318","346","59020122"
"0","break","08:50:00","47.658","-122.321","346","64489757"
"50767420","pick","09:31:49","47.629","-122.313","346","68543786"
"50767420","drop","10:07:02","47.75","-122.351","346","72659867"
"50817660","pick","10:18:58","47.732","-122.312","346","77752689"
"50817660","drop","10:40:48","47.816","-122.296","346","78865060"
"0","break","10:48:00","47.816","-122.296","346","79021465"
"50821210","pick","10:59:00","47.816","-122.296","346","81227876"
"50818902","pick","11:32:33","47.588","-122.303","346","81410568"
"50818902","drop","12:04:00","47.562","-122.311","346","81456236"
"50821210","drop","12:09:53","47.564","-122.308","346","81471459"
"0","break","12:30:34","47.523","-122.315","346","82202153"
"0","break","12:45:40","47.531","-122.322","346","95833353"
"0","routeend","12:46:22","47.531","-122.323","346","99999998"
"0","routestart","04:45:00","47.531","-122.323","347","1"
"50769678","pick","05:05:00","47.497","-122.353","347","4999987"
