"precinct","race","leg","cc","cg","countergroup","party","countertype","sumofcount"
"GLENDALE","Seattle School District No. 1 Proposition No. 1 Operations Levy","33","8","9","Total","NP","No","1"
"GLENDALE","Seattle School District No. 1 Proposition No. 1 Operations Levy","33","8","9","Total","NP","Registered Voters","0"
"GLENDALE","Seattle School District No. 1 Proposition No. 1 Operations Levy","33","8","9","Total","NP","Times Blank Voted","1"
"GLENDALE","Seattle School District No. 1 Proposition No. 1 Operations Levy","33","8","9","Total","NP","Times Counted","5"
"GLENDALE","Seattle School District No. 1 Proposition No. 1 Operations Levy","33","8","9","Total","NP","Times Over Voted","0"
"GLENDALE","Seattle School District No. 1 Proposition No. 1 Operations Levy","33","8","9","Total","NP","Yes","3"
"GLENDALE","Seattle School District No. 1 Proposition No. 2 Capital Levy","33","8","9","Total","NP","No","0"
"GLENDALE","Seattle School District No. 1 Proposition No. 2 Capital Levy","33","8","9","Total","NP","Registered Voters","0"
"GLENDALE","Seattle School District No. 1 Proposition No. 2 Capital Levy","33","8","9","Total","NP","Times Blank Voted","1"
"GLENDALE","Seattle School District No. 1 Proposition No. 2 Capital Levy","33","8","9","Total","NP","Times Counted","5"
"GLENDALE","Seattle School District No. 1 Proposition No. 2 Capital Levy","33","8","9","Total","NP","Times Over Voted","0"
"GLENDALE","Seattle School District No. 1 Proposition No. 2 Capital Levy","33","8","9","Total","NP","Yes","4"
"JUTLAND","Seattle School District No. 1 Proposition No. 1 Operations Levy","11","8","9","Total","NP","No","6"
"JUTLAND","Seattle School District No. 1 Proposition No. 1 Operations Levy","11","8","9","Total","NP","Registered Voters","99"
"JUTLAND","Seattle School District No. 1 Proposition No. 1 Operations Levy","11","8","9","Total","NP","Times Blank Voted","1"
"JUTLAND","Seattle School District No. 1 Proposition No. 1 Operations Levy","11","8","9","Total","NP","Times Counted","30"
"JUTLAND","Seattle School District No. 1 Proposition No. 1 Operations Levy","11","8","9","Total","NP","Times Over Voted","0"
"JUTLAND","Seattle School District No. 1 Proposition No. 1 Operations Levy","11","8","9","Total","NP","Yes","23"
"JUTLAND","Seattle School District No. 1 Proposition No. 2 Capital Levy","11","8","9","Total","NP","No","9"
"JUTLAND","Seattle School District No. 1 Proposition No. 2 Capital Levy","11","8","9","Total","NP","Registered Voters","99"
"JUTLAND","Seattle School District No. 1 Proposition No. 2 Capital Levy","11","8","9","Total","NP","Times Blank Voted","0"
"JUTLAND","Seattle School District No. 1 Proposition No. 2 Capital Levy","11","8","9","Total","NP","Times Counted","30"
"JUTLAND","Seattle School District No. 1 Proposition No. 2 Capital Levy","11","8","9","Total","NP","Times Over Voted","0"
"JUTLAND","Seattle School District No. 1 Proposition No. 2 Capital Levy","11","8","9","Total","NP","Yes","21"
"MCKINLEY","Seattle School District No. 1 Proposition No. 1 Operations Levy","33","8","9","Total","NP","No","1"
"MCKINLEY","Seattle School District No. 1 Proposition No. 1 Operations Levy","33","8","9","Total","NP","Registered Voters","11"
"MCKINLEY","Seattle School District No. 1 Proposition No. 1 Operations Levy","33","8","9","Total","NP","Times Blank Voted","0"
"MCKINLEY","Seattle School District No. 1 Proposition No. 1 Operations Levy","33","8","9","Total","NP","Times Counted","1"
"MCKINLEY","Seattle School District No. 1 Proposition No. 1 Operations Levy","33","8","9","Total","NP","Times Over Voted","0"
"MCKINLEY","Seattle School District No. 1 Proposition No. 1 Operations Levy","33","8","9","Total","NP","Yes","0"
"MCKINLEY","Seattle School District No. 1 Proposition No. 2 Capital Levy","33","8","9","Total","NP","No","1"
"MCKINLEY","Seattle School District No. 1 Proposition No. 2 Capital Levy","33","8","9","Total","NP","Registered Voters","11"
"MCKINLEY","Seattle School District No. 1 Proposition No. 2 Capital Levy","33","8","9","Total","NP","Times Blank Voted","0"
"MCKINLEY","Seattle School District No. 1 Proposition No. 2 Capital Levy","33","8","9","Total","NP","Times Counted","1"
"MCKINLEY","Seattle School District No. 1 Proposition No. 2 Capital Levy","33","8","9","Total","NP","Times Over Voted","0"
"MCKINLEY","Seattle School District No. 1 Proposition No. 2 Capital Levy","33","8","9","Total","NP","Yes","0"
"SEA 11-1256","Seattle School District No. 1 Proposition No. 1 Operations Levy","11","8","9","Total","NP","No","56"
"SEA 11-1256","Seattle School District No. 1 Proposition No. 1 Operations Levy","11","8","9","Total","NP","Registered Voters","622"
"SEA 11-1256","Seattle School District No. 1 Proposition No. 1 Operations Levy","11","8","9","Total","NP","Times Blank Voted","0"
"SEA 11-1256","Seattle School District No. 1 Proposition No. 1 Operations Levy","11","8","9","Total","NP","Times Counted","120"
"SEA 11-1256","Seattle School District No. 1 Proposition No. 1 Operations Levy","11","8","9","Total","NP","Times Over Voted","0"
