"precinct","race","legislativedistrict","countycouncil","congressionaldistrict","countergroup","countertype","sumofcount"
"SEA 36-1751","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Under Voted","0"
"SEA 36-1751","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Yes","94"
"SEA 36-1751","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","No","27"
"SEA 36-1751","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Over Voted","0"
"SEA 36-1751","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Registered Voters","399"
"SEA 36-1751","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Counted","121"
"SEA 36-1751","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Under Voted","0"
"SEA 36-1751","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Yes","96"
"SEA 36-1751","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","No","25"
"SEA 36-1751","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Over Voted","0"
"BEL 41-0211","Bellevue School District No. 405 Proposition No. 1","41","6","9","Total","Registered Voters","367"
"BEL 41-0211","Bellevue School District No. 405 Proposition No. 1","41","6","9","Total","Times Counted","137"
"BEL 41-0211","Bellevue School District No. 405 Proposition No. 1","41","6","9","Total","Times Under Voted","0"
"BEL 41-0211","Bellevue School District No. 405 Proposition No. 1","41","6","9","Total","Yes","80"
"BEL 41-0211","Bellevue School District No. 405 Proposition No. 1","41","6","9","Total","No","57"
"BEL 41-0211","Bellevue School District No. 405 Proposition No. 1","41","6","9","Total","Times Over Voted","0"
"BEL 41-0211","Bellevue School District No. 405 Proposition No. 2","41","6","9","Total","Registered Voters","367"
"BEL 41-0211","Bellevue School District No. 405 Proposition No. 2","41","6","9","Total","Times Counted","137"
"BEL 41-0211","Bellevue School District No. 405 Proposition No. 2","41","6","9","Total","Times Under Voted","0"
"BEL 41-0211","Bellevue School District No. 405 Proposition No. 2","41","6","9","Total","Yes","78"
"BEL 41-0211","Bellevue School District No. 405 Proposition No. 2","41","6","9","Total","No","59"
"BEL 41-0211","Bellevue School District No. 405 Proposition No. 2","41","6","9","Total","Times Over Voted","0"
"SEA 36-1752","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Registered Voters","459"
"SEA 36-1752","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Counted","135"
"SEA 36-1752","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Under Voted","0"
"SEA 36-1752","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Yes","97"
"SEA 36-1752","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","No","38"
"SEA 36-1752","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Over Voted","0"
"SEA 36-1752","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Registered Voters","459"
"SEA 36-1752","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Counted","135"
"SEA 36-1752","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Under Voted","0"
"SEA 36-1752","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Yes","96"
"SEA 36-1752","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","No","39"
"SEA 36-1752","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Over Voted","0"
"SEA 36-1754","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Registered Voters","420"
"SEA 36-1754","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Counted","160"
"SEA 36-1754","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Under Voted","2"
"SEA 36-1754","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Yes","128"
"SEA 36-1754","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","No","30"
"SEA 36-1754","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Over Voted","0"
"SEA 36-1754","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Registered Voters","420"
"SEA 36-1754","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Counted","160"
"SEA 36-1754","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Under Voted","2"
"SEA 36-1754","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Yes","126"
"SEA 36-1754","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","No","32"
"SEA 36-1754","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Over Voted","0"
"SEA 36-1755","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Registered Voters","273"
"SEA 36-1755","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Counted","96"
"SEA 36-1755","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Under Voted","0"
"SEA 36-1755","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Yes","81"
"SEA 36-1755","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","No","15"
"SEA 36-1755","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Over Voted","0"
"SEA 36-1755","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Registered Voters","273"
"SEA 36-1755","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Counted","96"
"SEA 36-1755","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Under Voted","0"
"SEA 36-1755","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Yes","78"
"SEA 36-1755","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","No","18"
"SEA 36-1755","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Over Voted","0"
"SEA 36-1756","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Registered Voters","711"
"SEA 36-1756","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Counted","188"
"SEA 36-1756","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Under Voted","0"
"SEA 36-1756","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Yes","160"
"SEA 36-1756","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","No","28"
"SEA 36-1756","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Over Voted","0"
"SEA 36-1756","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Registered Voters","711"
"SEA 36-1756","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Counted","188"
"SEA 36-1756","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Under Voted","1"
"SEA 36-1756","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Yes","162"
"SEA 36-1756","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","No","25"
"SEA 36-1756","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Over Voted","0"
"SEA 36-1757","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Registered Voters","268"
"SEA 36-1757","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Counted","95"
"SEA 36-1757","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Under Voted","0"
"SEA 36-1757","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Yes","67"
"SEA 36-1757","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","No","28"
"SEA 36-1757","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Over Voted","0"
"SEA 36-1757","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Registered Voters","268"
"SEA 36-1757","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Counted","95"
"SEA 36-1757","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Under Voted","0"
"SEA 36-1757","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Yes","67"
"SEA 36-1757","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","No","28"
"SEA 36-1757","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Over Voted","0"
"SEA 36-1758","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Registered Voters","385"
"SEA 36-1758","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Counted","136"
"SEA 36-1758","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Under Voted","0"
"SEA 36-1758","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Yes","109"
"SEA 36-1758","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","No","27"
"SEA 36-1758","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Over Voted","0"
"SEA 36-1758","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Registered Voters","385"
"SEA 36-1758","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Counted","136"
"SEA 36-1758","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Under Voted","0"
"SEA 36-1758","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Yes","102"
"SEA 36-1758","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","No","34"
"SEA 36-1758","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Over Voted","0"
"SEA 36-1759","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Registered Voters","299"
"SEA 36-1759","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Counted","111"
"SEA 36-1759","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Under Voted","0"
"SEA 36-1759","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Yes","77"
"SEA 36-1759","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","No","34"
"SEA 36-1759","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Over Voted","0"
"SEA 36-1759","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Registered Voters","299"
"SEA 36-1759","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Counted","111"
"SEA 36-1759","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Under Voted","0"
"SEA 36-1759","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Yes","79"
"SEA 36-1759","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","No","32"
"SEA 36-1759","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Over Voted","0"
"SEA 36-1760","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Registered Voters","404"
"SEA 36-1760","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Counted","164"
"SEA 36-1760","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Under Voted","0"
"SEA 36-1760","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Yes","129"
"SEA 36-1760","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","No","35"
"SEA 36-1760","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Over Voted","0"
"SEA 36-1760","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Registered Voters","404"
"SEA 36-1760","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Counted","164"
"SEA 36-1760","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Under Voted","0"
"SEA 36-1760","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Yes","126"
"SEA 36-1760","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","No","38"
"SEA 36-1760","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Over Voted","0"
"SEA 36-1761","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Registered Voters","346"
"SEA 36-1761","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Counted","142"
"SEA 36-1761","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Under Voted","0"
"SEA 36-1761","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Yes","95"
"SEA 36-1761","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","No","47"
"SEA 36-1761","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Over Voted","0"
"SEA 36-1761","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Registered Voters","346"
"SEA 36-1761","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Counted","142"
"SEA 36-1761","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Under Voted","1"
"SEA 36-1761","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Yes","96"
"SEA 36-1761","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","No","45"
"SEA 36-1761","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Over Voted","0"
"SEA 36-1762","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Registered Voters","327"
"SEA 36-1762","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Counted","122"
"SEA 36-1762","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Under Voted","0"
"SEA 36-1762","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Yes","89"
"SEA 36-1762","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","No","33"
"SEA 36-1762","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Over Voted","0"
"SEA 36-1762","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Registered Voters","327"
"SEA 36-1762","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Counted","122"
"SEA 36-1762","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Under Voted","0"
"SEA 36-1762","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Yes","91"
"SEA 36-1762","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","No","31"
"SEA 36-1762","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Over Voted","0"
"BEL 48-0212","Bellevue School District No. 405 Proposition No. 1","48","6","9","Total","Registered Voters","762"
"BEL 48-0212","Bellevue School District No. 405 Proposition No. 1","48","6","9","Total","Times Counted","150"
"BEL 48-0212","Bellevue School District No. 405 Proposition No. 1","48","6","9","Total","Times Under Voted","1"
"BEL 48-0212","Bellevue School District No. 405 Proposition No. 1","48","6","9","Total","Yes","125"
"BEL 48-0212","Bellevue School District No. 405 Proposition No. 1","48","6","9","Total","No","24"
"BEL 48-0212","Bellevue School District No. 405 Proposition No. 1","48","6","9","Total","Times Over Voted","0"
"BEL 48-0212","Bellevue School District No. 405 Proposition No. 2","48","6","9","Total","Registered Voters","762"
"BEL 48-0212","Bellevue School District No. 405 Proposition No. 2","48","6","9","Total","Times Counted","150"
"BEL 48-0212","Bellevue School District No. 405 Proposition No. 2","48","6","9","Total","Times Under Voted","1"
"BEL 48-0212","Bellevue School District No. 405 Proposition No. 2","48","6","9","Total","Yes","121"
"BEL 48-0212","Bellevue School District No. 405 Proposition No. 2","48","6","9","Total","No","28"
"BEL 48-0212","Bellevue School District No. 405 Proposition No. 2","48","6","9","Total","Times Over Voted","0"
"SEA 36-1763","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Registered Voters","305"
"SEA 36-1763","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Counted","130"
"SEA 36-1763","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Under Voted","1"
"SEA 36-1763","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Yes","98"
"SEA 36-1763","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","No","31"
"SEA 36-1763","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Over Voted","0"
"SEA 36-1763","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Registered Voters","305"
"SEA 36-1763","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Counted","130"
"SEA 36-1763","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Under Voted","2"
"SEA 36-1763","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Yes","92"
"SEA 36-1763","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","No","36"
"SEA 36-1763","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Over Voted","0"
"SEA 36-1764","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Registered Voters","283"
"SEA 36-1764","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Counted","116"
"SEA 36-1764","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Under Voted","0"
"SEA 36-1764","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Yes","101"
"SEA 36-1764","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","No","15"
"SEA 36-1764","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Over Voted","0"
"SEA 36-1764","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Registered Voters","283"
"SEA 36-1764","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Counted","116"
"SEA 36-1764","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Under Voted","0"
"SEA 36-1764","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Yes","100"
"SEA 36-1764","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","No","16"
"SEA 36-1764","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Over Voted","0"
"SEA 36-1765","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Registered Voters","281"
"SEA 36-1765","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Counted","106"
"SEA 36-1765","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Under Voted","0"
"SEA 36-1765","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Yes","94"
"SEA 36-1765","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","No","12"
"SEA 36-1765","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Over Voted","0"
"SEA 36-1765","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Registered Voters","281"
"SEA 36-1765","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Counted","106"
"SEA 36-1765","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Under Voted","0"
"SEA 36-1765","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Yes","94"
"SEA 36-1765","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","No","12"
"SEA 36-1765","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Over Voted","0"
"SEA 36-1766","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Registered Voters","451"
"SEA 36-1766","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Counted","152"
"SEA 36-1766","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Under Voted","0"
"SEA 36-1766","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Yes","122"
"SEA 36-1766","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","No","30"
"SEA 36-1766","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Over Voted","0"
"SEA 36-1766","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Registered Voters","451"
"SEA 36-1766","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Counted","152"
"SEA 36-1766","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Under Voted","2"
"SEA 36-1766","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Yes","119"
"SEA 36-1766","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","No","31"
"SEA 36-1766","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Over Voted","0"
"SEA 36-1767","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Registered Voters","650"
"SEA 36-1767","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Counted","106"
"SEA 36-1767","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Under Voted","0"
"SEA 36-1767","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Yes","87"
"SEA 36-1767","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","No","19"
"SEA 36-1767","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Over Voted","0"
"SEA 36-1767","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Registered Voters","650"
"SEA 36-1767","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Counted","106"
"SEA 36-1767","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Under Voted","0"
"SEA 36-1767","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Yes","87"
"SEA 36-1767","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","No","19"
"SEA 36-1767","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Over Voted","0"
"SEA 36-1768","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Registered Voters","323"
"SEA 36-1768","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Counted","116"
"SEA 36-1768","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Under Voted","0"
"SEA 36-1768","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Yes","76"
"SEA 36-1768","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","No","40"
"SEA 36-1768","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Over Voted","0"
"SEA 36-1768","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Registered Voters","323"
"SEA 36-1768","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Counted","116"
"SEA 36-1768","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Under Voted","0"
"SEA 36-1768","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Yes","73"
"SEA 36-1768","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","No","43"
"SEA 36-1768","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Over Voted","0"
"SEA 36-1769","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Registered Voters","255"
"SEA 36-1769","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Counted","111"
"SEA 36-1769","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Under Voted","1"
"SEA 36-1769","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Yes","88"
"SEA 36-1769","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","No","22"
"SEA 36-1769","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Over Voted","0"
"SEA 36-1769","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Registered Voters","255"
"SEA 36-1769","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Counted","111"
"SEA 36-1769","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Under Voted","0"
"SEA 36-1769","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Yes","89"
"SEA 36-1769","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","No","22"
"SEA 36-1769","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Over Voted","0"
"SEA 36-1770","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Registered Voters","251"
"SEA 36-1770","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Counted","111"
"SEA 36-1770","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Under Voted","0"
"SEA 36-1770","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Yes","91"
"SEA 36-1770","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","No","20"
"SEA 36-1770","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Over Voted","0"
"SEA 36-1770","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Registered Voters","251"
"SEA 36-1770","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Counted","111"
"SEA 36-1770","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Under Voted","0"
"SEA 36-1770","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Yes","93"
"SEA 36-1770","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","No","18"
"SEA 36-1770","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Over Voted","0"
"SEA 36-1771","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Registered Voters","545"
"SEA 36-1771","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Counted","154"
"SEA 36-1771","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Under Voted","1"
"SEA 36-1771","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Yes","112"
"SEA 36-1771","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","No","41"
"SEA 36-1771","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Over Voted","0"
"SEA 36-1771","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Registered Voters","545"
"SEA 36-1771","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Counted","154"
"SEA 36-1771","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Under Voted","1"
"SEA 36-1771","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Yes","115"
"SEA 36-1771","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","No","38"
"SEA 36-1771","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Over Voted","0"
"SEA 36-1772","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Registered Voters","658"
"SEA 36-1772","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Counted","170"
"SEA 36-1772","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Under Voted","0"
"SEA 36-1772","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Yes","124"
"SEA 36-1772","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","No","46"
"SEA 36-1772","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Over Voted","0"
"SEA 36-1772","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Registered Voters","658"
"SEA 36-1772","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Counted","170"
"SEA 36-1772","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Under Voted","1"
"SEA 36-1772","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Yes","119"
"SEA 36-1772","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","No","50"
"SEA 36-1772","Seattle School District No. 1 Proposition No. 2","36","4","7","Total","Times Over Voted","0"
"BEL 48-0213","Bellevue School District No. 405 Proposition No. 1","48","6","9","Total","Registered Voters","584"
"BEL 48-0213","Bellevue School District No. 405 Proposition No. 1","48","6","9","Total","Times Counted","102"
"BEL 48-0213","Bellevue School District No. 405 Proposition No. 1","48","6","9","Total","Times Under Voted","0"
"BEL 48-0213","Bellevue School District No. 405 Proposition No. 1","48","6","9","Total","Yes","67"
"BEL 48-0213","Bellevue School District No. 405 Proposition No. 1","48","6","9","Total","No","35"
"BEL 48-0213","Bellevue School District No. 405 Proposition No. 1","48","6","9","Total","Times Over Voted","0"
"BEL 48-0213","Bellevue School District No. 405 Proposition No. 2","48","6","9","Total","Registered Voters","584"
"BEL 48-0213","Bellevue School District No. 405 Proposition No. 2","48","6","9","Total","Times Counted","102"
"BEL 48-0213","Bellevue School District No. 405 Proposition No. 2","48","6","9","Total","Times Under Voted","0"
"BEL 48-0213","Bellevue School District No. 405 Proposition No. 2","48","6","9","Total","Yes","65"
"BEL 48-0213","Bellevue School District No. 405 Proposition No. 2","48","6","9","Total","No","37"
"BEL 48-0213","Bellevue School District No. 405 Proposition No. 2","48","6","9","Total","Times Over Voted","0"
"SEA 36-1773","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Registered Voters","822"
"SEA 36-1773","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Counted","170"
"SEA 36-1773","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Times Under Voted","0"
"SEA 36-1773","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","Yes","141"
"SEA 36-1773","Seattle School District No. 1 Proposition No. 1","36","4","7","Total","No","29"
