"precinct","race","leg","cc","cg","countergroup","party","countertype","sumofcount"
"ADAIR","Advisory Vote No. 8 Senate Bill 6505","45","3","1","Total","NP","Maintained","428"
"ADAIR","Advisory Vote No. 8 Senate Bill 6505","45","3","1","Total","NP","Registered Voters","928"
"ADAIR","Advisory Vote No. 8 Senate Bill 6505","45","3","1","Total","NP","Repealed","273"
"ADAIR","Advisory Vote No. 8 Senate Bill 6505","45","3","1","Total","NP","Times Blank Voted","55"
"ADAIR","Advisory Vote No. 8 Senate Bill 6505","45","3","1","Total","NP","Times Counted","756"
"ADAIR","Advisory Vote No. 8 Senate Bill 6505","45","3","1","Total","NP","Times Over Voted","0"
"ADAIR","Advisory Vote No. 9 Engrossed Substitute House Bill 1287","45","3","1","Total","NP","Maintained","452"
"ADAIR","Advisory Vote No. 9 Engrossed Substitute House Bill 1287","45","3","1","Total","NP","Registered Voters","928"
"ADAIR","Advisory Vote No. 9 Engrossed Substitute House Bill 1287","45","3","1","Total","NP","Repealed","233"
"ADAIR","Advisory Vote No. 9 Engrossed Substitute House Bill 1287","45","3","1","Total","NP","Times Blank Voted","71"
"ADAIR","Advisory Vote No. 9 Engrossed Substitute House Bill 1287","45","3","1","Total","NP","Times Counted","756"
"ADAIR","Advisory Vote No. 9 Engrossed Substitute House Bill 1287","45","3","1","Total","NP","Times Over Voted","0"
"ADAIR","Court of Appeals Division No. 1 District No. 1 Judge Position No. 1","45","3","1","Total","NP","Michael J. Trickey","447"
"ADAIR","Court of Appeals Division No. 1 District No. 1 Judge Position No. 1","45","3","1","Total","NP","Registered Voters","928"
"ADAIR","Court of Appeals Division No. 1 District No. 1 Judge Position No. 1","45","3","1","Total","NP","Times Blank Voted","308"
"ADAIR","Court of Appeals Division No. 1 District No. 1 Judge Position No. 1","45","3","1","Total","NP","Times Counted","756"
"ADAIR","Court of Appeals Division No. 1 District No. 1 Judge Position No. 1","45","3","1","Total","NP","Times Over Voted","0"
"ADAIR","Court of Appeals Division No. 1 District No. 1 Judge Position No. 1","45","3","1","Total","NP","Write-in","1"
"ADAIR","Court of Appeals Division No. 1 District No. 1 Judge Position No. 5","45","3","1","Total","NP","Linda Lau","461"
"ADAIR","Court of Appeals Division No. 1 District No. 1 Judge Position No. 5","45","3","1","Total","NP","Registered Voters","928"
"ADAIR","Court of Appeals Division No. 1 District No. 1 Judge Position No. 5","45","3","1","Total","NP","Times Blank Voted","294"
"ADAIR","Court of Appeals Division No. 1 District No. 1 Judge Position No. 5","45","3","1","Total","NP","Times Counted","756"
"ADAIR","Court of Appeals Division No. 1 District No. 1 Judge Position No. 5","45","3","1","Total","NP","Times Over Voted","0"
"ADAIR","Court of Appeals Division No. 1 District No. 1 Judge Position No. 5","45","3","1","Total","NP","Write-in","1"
"ADAIR","Court of Appeals Division No. 1 District No. 1 Judge Position No. 6","45","3","1","Total","NP","Ann Schindler","459"
"ADAIR","Court of Appeals Division No. 1 District No. 1 Judge Position No. 6","45","3","1","Total","NP","Registered Voters","928"
"ADAIR","Court of Appeals Division No. 1 District No. 1 Judge Position No. 6","45","3","1","Total","NP","Times Blank Voted","294"
"ADAIR","Court of Appeals Division No. 1 District No. 1 Judge Position No. 6","45","3","1","Total","NP","Times Counted","756"
"ADAIR","Court of Appeals Division No. 1 District No. 1 Judge Position No. 6","45","3","1","Total","NP","Times Over Voted","0"
"ADAIR","Court of Appeals Division No. 1 District No. 1 Judge Position No. 6","45","3","1","Total","NP","Write-in","3"
"ADAIR","District Court Northeast Electoral District Judge Position No. 1","45","3","1","Total","NP","Dawn M. Bettinger","210"
"ADAIR","District Court Northeast Electoral District Judge Position No. 1","45","3","1","Total","NP","Janet Garrow","377"
"ADAIR","District Court Northeast Electoral District Judge Position No. 1","45","3","1","Total","NP","Registered Voters","928"
"ADAIR","District Court Northeast Electoral District Judge Position No. 1","45","3","1","Total","NP","Times Blank Voted","168"
"ADAIR","District Court Northeast Electoral District Judge Position No. 1","45","3","1","Total","NP","Times Counted","756"
"ADAIR","District Court Northeast Electoral District Judge Position No. 1","45","3","1","Total","NP","Times Over Voted","0"
"ADAIR","District Court Northeast Electoral District Judge Position No. 1","45","3","1","Total","NP","Write-in","1"
"ADAIR","District Court Northeast Electoral District Judge Position No. 2","45","3","1","Total","NP","Ketu Shah","267"
"ADAIR","District Court Northeast Electoral District Judge Position No. 2","45","3","1","Total","NP","Registered Voters","928"
"ADAIR","District Court Northeast Electoral District Judge Position No. 2","45","3","1","Total","NP","Sarah Hayne","330"
"ADAIR","District Court Northeast Electoral District Judge Position No. 2","45","3","1","Total","NP","Times Blank Voted","158"
"ADAIR","District Court Northeast Electoral District Judge Position No. 2","45","3","1","Total","NP","Times Counted","756"
"ADAIR","District Court Northeast Electoral District Judge Position No. 2","45","3","1","Total","NP","Times Over Voted","0"
"ADAIR","District Court Northeast Electoral District Judge Position No. 2","45","3","1","Total","NP","Write-in","1"
"ADAIR","District Court Northeast Electoral District Judge Position No. 3","45","3","1","Total","NP","Lisa O'Toole","342"
"ADAIR","District Court Northeast Electoral District Judge Position No. 3","45","3","1","Total","NP","Marcus Naylor","247"
"ADAIR","District Court Northeast Electoral District Judge Position No. 3","45","3","1","Total","NP","Registered Voters","928"
"ADAIR","District Court Northeast Electoral District Judge Position No. 3","45","3","1","Total","NP","Times Blank Voted","166"
"ADAIR","District Court Northeast Electoral District Judge Position No. 3","45","3","1","Total","NP","Times Counted","756"
"ADAIR","District Court Northeast Electoral District Judge Position No. 3","45","3","1","Total","NP","Times Over Voted","0"
"ADAIR","District Court Northeast Electoral District Judge Position No. 3","45","3","1","Total","NP","Write-in","1"
"ADAIR","District Court Northeast Electoral District Judge Position No. 4","45","3","1","Total","NP","Peter L. Nault","426"
"ADAIR","District Court Northeast Electoral District Judge Position No. 4","45","3","1","Total","NP","Registered Voters","928"
"ADAIR","District Court Northeast Electoral District Judge Position No. 4","45","3","1","Total","NP","Times Blank Voted","328"
"ADAIR","District Court Northeast Electoral District Judge Position No. 4","45","3","1","Total","NP","Times Counted","756"
"ADAIR","District Court Northeast Electoral District Judge Position No. 4","45","3","1","Total","NP","Times Over Voted","0"
"ADAIR","District Court Northeast Electoral District Judge Position No. 4","45","3","1","Total","NP","Write-in","2"
"ADAIR","District Court Northeast Electoral District Judge Position No. 5","45","3","1","Total","NP","David A. Steiner","431"
"ADAIR","District Court Northeast Electoral District Judge Position No. 5","45","3","1","Total","NP","Registered Voters","928"
"ADAIR","District Court Northeast Electoral District Judge Position No. 5","45","3","1","Total","NP","Times Blank Voted","324"
"ADAIR","District Court Northeast Electoral District Judge Position No. 5","45","3","1","Total","NP","Times Counted","756"
"ADAIR","District Court Northeast Electoral District Judge Position No. 5","45","3","1","Total","NP","Times Over Voted","0"
"ADAIR","District Court Northeast Electoral District Judge Position No. 5","45","3","1","Total","NP","Write-in","1"
"ADAIR","District Court Northeast Electoral District Judge Position No. 6","45","3","1","Total","NP","Michael Finkle","430"
"ADAIR","District Court Northeast Electoral District Judge Position No. 6","45","3","1","Total","NP","Registered Voters","928"
"ADAIR","District Court Northeast Electoral District Judge Position No. 6","45","3","1","Total","NP","Times Blank Voted","325"
"ADAIR","District Court Northeast Electoral District Judge Position No. 6","45","3","1","Total","NP","Times Counted","756"
"ADAIR","District Court Northeast Electoral District Judge Position No. 6","45","3","1","Total","NP","Times Over Voted","0"
"ADAIR","District Court Northeast Electoral District Judge Position No. 6","45","3","1","Total","NP","Write-in","1"
"ALDERWOOD","Initiative Measure No. 591","45","3","1","Total","NP","Times Over Voted","0"
"ADAIR","District Court Northeast Electoral District Judge Position No. 7","45","3","1","Total","NP","Donna Tucker","434"
