"impound_no","data_source","record_type","link","current_location","animal_name","animal_type","animal_gender","animal_breed","animal_color","date","date_type","obfuscated_address","city","state","zip","jurisdiction","obfuscated_latitude","obfuscated_longitude","image","image_alt_text","memo"
"K22-149988","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2485450","In Public Home","Cheeba","Dog","Female","Papillon","Black","2022-08-21T00:00:00.000","Date Found","TIGER  MOUNTAIN ROAD",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2485450","Image Copyright HLP Inc. 2022","Description: Black and brown papillon/chiuahua<p/>Age: Unknown<p/>Found Near: Tiger Mountain Road, Issaquah WA  98027<p/>Found Date: 2022-08-21<p/>"
"K22-150661","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A671891","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Templeton","Dog","Male","Labrador Retriever / Mix","Black","2022-09-06T00:00:00.000","Received on","21600 block of  64TH AVE S","KENT","WA","98032","KENT",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A671891","Image Copyright HLP Inc. 2022","Received on: 2022-09-06<p/> Found Near: 21600 block of  64TH AVE S<p/> Description: Black Male Labrador Retriever / Mix Dog<p/> Age: 1 WEEK<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-149992","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A670871","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Zaza","Dog","Female","Pit Bull","Gray","2022-08-22T00:00:00.000","Received on","24800 block of  103RD AVE SE","KENT","WA","98030","KENT",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A670871","Image Copyright HLP Inc. 2022","Received on: 2022-08-22<p/> Found Near: 24800 block of  103RD AVE SE<p/> Description: Gray Female Pit Bull Dog<p/> Age: NO AGE<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-149218","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2477062","In Public Home","Joshua Stuif",,"Unknown",,"Unknown","2022-08-02T00:00:00.000","Date Found","326TH  ST SW AND 21ST AVE SW",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2477062","Image Copyright HLP Inc. 2022","Description: It is a Green Parakeet. <p/>Age: Unknown<p/>Found Near: 326th St SW and 21st Ave SW, Federal Way WA  98023<p/>Found Date: 2022-08-02<p/>"
"K22-149600","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2480594","In Public Home",,"Dog","Unknown","Siberian Husky","Unknown","2022-08-10T00:00:00.000","Date Found","N  33RD ST",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2480594","Image Copyright HLP Inc. 2022","<p/>Age: Unknown<p/>Found Near: N 33rd st, Renton WA  98056<p/>Found Date: 2022-08-10<p/>"
"K22-150705","Regional Animal Services of King County","FOUND","https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx","In RASKC Foster Home","Lion","Cat","Male","Domestic Shorthair","Sl Lynx Pt","2022-09-07T00:00:00.000","Received on","11100 block of  SE 208TH ST","KENT","WA","98031","KENT",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A671949","Image Copyright HLP Inc. 2022","Received on: 2022-09-07<p/> Found Near: 11100 block of  SE 208TH ST<p/> Description: Sl Lynx Pt Male Domestic Shorthair Cat<p/> Age: 5 WEEKS<p/> Current Location: In RASKC Foster Home <p/>"
"K22-150677","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A671905","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Book","Dog","Neutered Male","Terrier / Chihuahua - Smooth Coated","Tan","2022-09-06T00:00:00.000","Received on","200 block of  NW 176TH PL","SHORELINE","WA","98177","SHORELINE",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A671905","Image Copyright HLP Inc. 2022","Received on: 2022-09-06<p/> Found Near: 200 block of  NW 176TH PL<p/> Description: Tan Neutered Male Terrier / Chihuahua - Smooth Coated Dog<p/> Age: 4 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-150739","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A672012","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Ringo","Cat","Male","Domestic Shorthair","Black / White","2022-09-08T00:00:00.000","Received on","3000 block of  118TH AVE SE","BELLEVUE","WA","98005","BELLEVUE",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A672012","Image Copyright HLP Inc. 2022","Received on: 2022-09-08<p/> Found Near: 3000 block of  118TH AVE SE<p/> Description: Black / White Male Domestic Shorthair Cat<p/> Age: 2 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-150665","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A671895","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Fern","Dog","Female","Labrador Retriever / Mix","Tan","2022-09-06T00:00:00.000","Received on","21600 block of  64TH AVE S","KENT","WA","98032","KENT",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A671895","Image Copyright HLP Inc. 2022","Received on: 2022-09-06<p/> Found Near: 21600 block of  64TH AVE S<p/> Description: Tan Female Labrador Retriever / Mix Dog<p/> Age: 1 WEEK<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-150188","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2487413","In Public Home",,"Cat","Unknown","American Shorthair","Black","2022-08-26T00:00:00.000","Date Found","4TH  AVE W & HOWE ST",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2487413","Image Copyright HLP Inc. 2022","Description: Black young cat with green eyes. Was sitting in our back door step, friendly, does not appear hurt. <p/>Age: Under 1 year<p/>Found Near: 4th Ave W & Howe St, Seattle WA  98119<p/>Found Date: 2022-08-26<p/>"
"K22-150667","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A671897","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Wilbur","Dog","Male","Labrador Retriever / Mix","Tan","2022-09-06T00:00:00.000","Received on","21600 block of  64TH AVE S","KENT","WA","98032","KENT",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A671897","Image Copyright HLP Inc. 2022","Received on: 2022-09-06<p/> Found Near: 21600 block of  64TH AVE S<p/> Description: Tan Male Labrador Retriever / Mix Dog<p/> Age: 1 WEEK<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-149481","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2479502","In Public Home",,"Dog","Male","Labrador Retriever","Black","2022-08-08T00:00:00.000","Date Found","188TH  AND 8TH AVE S",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2479502","Image Copyright HLP Inc. 2022","Description: Black lab mix witn white and black specks on paws,male, collar but no tag, friendly. <p/>Age: Over 1 year<p/>Found Near: 188th  and 8th Ave s, Seattle WA  98148<p/>Found Date: 2022-08-08<p/>"
"K22-150094","Regional Animal Services of King County","FOUND","https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx",,,"Dead Cat","Female","Domestic Mediumhair","Brn Tabby","2022-08-24T00:00:00.000","Received on","32200 block of  157TH AVE SE","AUBURN","WA","98092","KING COUNTY",,,,"Image Copyright HLP Inc. 2022","Received on: 2022-08-24<p/> Found Near: 32200 block of  157TH AVE SE<p/> Description: Brn Tabby Female Domestic Mediumhair Cat<p/> Age: NO AGE<p/>"
"K22-150823","Regional Animal Services of King County","FOUND","https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx",,,"Dead Cat","Male","Domestic Shorthair","Gray Tabby","2022-09-10T00:00:00.000","Received on","9800 block of  S 240TH ST","KENT","WA","98031","KENT",,,,"Image Copyright HLP Inc. 2022","Received on: 2022-09-10<p/> Found Near: 9800 block of  S 240TH ST<p/> Description: Gray Tabby Male Domestic Shorthair Cat<p/> Age: 7 MONTHS<p/>"
"K22-149645","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2480913","In Public Home",,"Dog","Unknown","Siberian Husky","Unknown","2022-08-10T00:00:00.000","Date Found","N  33RD ST",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2480913","Image Copyright HLP Inc. 2022","<p/>Age: Unknown<p/>Found Near: N 33rd st, Renton WA  98056<p/>Found Date: 2022-08-10<p/>"
"K22-149898","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2484057","In Public Home","Mitchell Fin","Dog","Female","Border Collie","Black","2022-08-18T00:00:00.000","Date Found","NF  ROAD",,,"5510","JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2484057","Image Copyright HLP Inc. 2022","Description: Spotted black and white border collie<p/>Age: Under 1 year<p/>Found Near: NF road 5510, North Bend WA  98045<p/>Found Date: 2022-08-18<p/>"
"K22-150180","Regional Animal Services of King County","FOUND","https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx",,,"Dead Cat","Female","Domestic Longhair","Calico","2022-08-26T00:00:00.000","Received on","1100 block of  22ND ST NE","AUBURN","WA","98002","AUBURN",,,,"Image Copyright HLP Inc. 2022","Received on: 2022-08-26<p/> Found Near: 1100 block of  22ND ST NE<p/> Description: Calico Female Domestic Longhair Cat<p/> Age: NO AGE<p/>"
"K22-150630","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A671853","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,"Cat","Female","Domestic Shorthair","Black / White","2022-09-06T00:00:00.000","Received on","24800 block of  118TH CT SE","KENT","WA","98030","KENT",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A671853","Image Copyright HLP Inc. 2022","Received on: 2022-09-06<p/> Found Near: 24800 block of  118TH CT SE<p/> Description: Black / White Female Domestic Shorthair Cat<p/> Age: 1 YEAR<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-150529","Regional Animal Services of King County","FOUND","https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx",,"Tatum","Dead Cat","Female","Domestic Shorthair","Gray / White","2022-09-01T00:00:00.000","Received on","17700 block of  NE 103RD CT","REDMOND","WA","98052","REDMOND",,,,"Image Copyright HLP Inc. 2022","Received on: 2022-09-01<p/> Found Near: 17700 block of  NE 103RD CT<p/> Description: Gray / White Female Domestic Shorthair Cat<p/> Age: 6 YEARS<p/>"
"K22-150738","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A672005","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Edith","Dog","Female","Labrador Retriever / Mix","Black / White","2022-09-08T00:00:00.000","Received on","21600 block of  64TH AVE S","KENT","WA","98032","KENT",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A672005","Image Copyright HLP Inc. 2022","Received on: 2022-09-08<p/> Found Near: 21600 block of  64TH AVE S<p/> Description: Black / White Female Labrador Retriever / Mix Dog<p/> Age: 1 WEEK<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-150797","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A672106","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,"Cat","Female","Domestic Shorthair","Calico","2022-09-09T00:00:00.000","Received on","11600 block of  SE 223RD DR","KENT","WA","98031","KENT",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A672106","Image Copyright HLP Inc. 2022","Received on: 2022-09-09<p/> Found Near: 11600 block of  SE 223RD DR<p/> Description: Calico Female Domestic Shorthair Cat<p/> Age: 3 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-150801","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A672105","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,"Cat","Male","Domestic Shorthair","Black","2022-09-09T00:00:00.000","Received on","11600 block of  SE 223RD DR","KENT","WA","98031","KENT",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A672105","Image Copyright HLP Inc. 2022","Received on: 2022-09-09<p/> Found Near: 11600 block of  SE 223RD DR<p/> Description: Black Male Domestic Shorthair Cat<p/> Age: 3 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-150363","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2488214","In Public Home",,"Cat","Male","American Shorthair","Gray / White","2022-08-29T00:00:00.000","Date Found","11300 block of  SE KENT KANGLEY RD,",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2488214","Image Copyright HLP Inc. 2022","<p/>"
"K22-150591","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A671770","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Thebe","Cat","Neutered Male","Domestic Mediumhair","Black","2022-09-03T00:00:00.000","Received on","37800 block of  35TH WAY S","AUBURN","WA","98001","KING COUNTY",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A671770","Image Copyright HLP Inc. 2022","Received on: 2022-09-03<p/> Found Near: 37800 block of  35TH WAY S<p/> Description: Black Neutered Male Domestic Mediumhair Cat<p/> Age: 4 MONTHS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-150845","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A672259","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,"Dog","Neutered Male","Staffordshire Bull Terrier","Black","2022-09-11T00:00:00.000","Received on","2400 block of  BEL RED RD","BELLEVUE","WA","98007","BELLEVUE",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A672259","Image Copyright HLP Inc. 2022","Received on: 2022-09-11<p/> Found Near: 2400 block of  BEL RED RD<p/> Description: Black Neutered Male Staffordshire Bull Terrier Dog<p/> Age: 6 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-150706","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A671950","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,"Cat","Male","Domestic Mediumhair","Black","2022-09-07T00:00:00.000","Received on","37800 block of  35TH WAY S","AUBURN","WA","98001","KING COUNTY",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A671950","Image Copyright HLP Inc. 2022","Received on: 2022-09-07<p/> Found Near: 37800 block of  35TH WAY S<p/> Description: Black Male Domestic Mediumhair Cat<p/> Age: NO AGE<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-150456","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2488903","In Public Home",,"Dog","Male","Pit Bull","Unknown","2022-08-30T00:00:00.000","Date Found","FOREST  AVE S AND RUSTIC RD",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2488903","Image Copyright HLP Inc. 2022","Description: Two bonded male pitbulls.  Please describe coloring if they are yours.<p/>Age: Over 1 year<p/>Found Near: Forest Ave S and Rustic Rd, Seattle WA  98178<p/>Found Date: 2022-08-30<p/>"
"K22-150244","Regional Animal Services of King County","FOUND","https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx",,,"Dead Cat","Unknown","Domestic Shorthair","Gray Tabby","2022-08-28T00:00:00.000","Received on","19900 block of  62ND AVE S","KENT","WA","98032","KENT",,,,"Image Copyright HLP Inc. 2022","Received on: 2022-08-28<p/> Found Near: 19900 block of  62ND AVE S<p/> Description: Gray Tabby Unknown Domestic Shorthair Cat<p/> Age: NO AGE<p/>"
"K22-150836","Regional Animal Services of King County","FOUND","https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx",,"Pierre","Dead Cat","Neutered Male","Domestic Shorthair","White / Black","2022-09-11T00:00:00.000","Received on","4200 block of  LIND AVE SW","RENTON","WA","98057","RENTON",,,,"Image Copyright HLP Inc. 2022","Received on: 2022-09-11<p/> Found Near: 4200 block of  LIND AVE SW<p/> Description: White / Black Neutered Male Domestic Shorthair Cat<p/> Age: 1 YEAR<p/>"
"K22-150888","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A672398","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,"Cat","Female","Domestic Shorthair","Tortie","2022-09-12T00:00:00.000","Received on","21200 block of  100TH PL SE","KENT","WA","98031","KENT",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A672398","Image Copyright HLP Inc. 2022","Received on: 2022-09-12<p/> Found Near: 21200 block of  100TH PL SE<p/> Description: Tortie Female Domestic Shorthair Cat<p/> Age: 7 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-150649","Regional Animal Services of King County","FOUND","https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx","In RASKC Foster Home",,"Cat","Female","Domestic Mediumhair","Tortie","2022-09-06T00:00:00.000","Received on","26300 block of  SE 424TH ST","ENUMCLAW","WA","98022","KING COUNTY","47.221577","-121.99102","https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A671877","Image Copyright HLP Inc. 2022","Received on: 2022-09-06<p/> Found Near: 26300 block of  SE 424TH ST<p/> Description: Tortie Female Domestic Mediumhair Cat<p/> Age: 5 WEEKS<p/> Current Location: In RASKC Foster Home <p/>"
"K22-150143","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2486871","In Public Home",,"Cat","Unknown","Persian","Unknown","2022-08-24T00:00:00.000","Date Found","14100 block of  SOMERSET BLVD SE","BELLEVUE","WA","98006","BELLEVUE","47.562334","-122.152364","https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2486871","Image Copyright HLP Inc. 2022","<p/>"
"K22-149748","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2482249","In Public Home","Unknown","Dog","Female","Dalmatian","White","2022-08-12T00:00:00.000","Date Found","LAKEMONT  BLVD. AND NEWPORT WAY.",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2482249","Image Copyright HLP Inc. 2022","Description: White with black spots medium sized with looks of a pit bull mix.<p/>Age: Unknown<p/>Found Near: Lakemont Blvd. and Newport Way., Bellevue WA  98006<p/>Found Date: 2022-08-12<p/>"
"K22-150595","Regional Animal Services of King County","FOUND","https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx","In RASKC Foster Home",,"Cat","Male","Domestic Shorthair","Brn Tabby","2022-09-03T00:00:00.000","Received on","20100 block of  ORILLIA RD S","KENT","WA","98032","KING COUNTY",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A671775","Image Copyright HLP Inc. 2022","Received on: 2022-09-03<p/> Found Near: 20100 block of  ORILLIA RD S<p/> Description: Brn Tabby Male Domestic Shorthair Cat<p/> Age: 5 WEEKS<p/> Current Location: In RASKC Foster Home <p/>"
"K22-149315","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2478068","In Public Home",,"Dog","Unknown","Anatolian Shepherd","Unknown","2022-08-05T00:00:00.000","Date Found","MACADAM  RD AND 42ND",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2478068","Image Copyright HLP Inc. 2022","Description: No ears for some reason. Big dog. Very friendly. Playing with toys and treats<p/>Age: Unknown<p/>Found Near: Macadam rd and 42nd , Seattle WA  98168<p/>Found Date: 2022-08-05<p/>"
"K22-150664","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A671894","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Nellie","Dog","Female","Labrador Retriever / Mix","Black / Brown","2022-09-06T00:00:00.000","Received on","21600 block of  64TH AVE S","KENT","WA","98032","KENT",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A671894","Image Copyright HLP Inc. 2022","Received on: 2022-09-06<p/> Found Near: 21600 block of  64TH AVE S<p/> Description: Black / Brown Female Labrador Retriever / Mix Dog<p/> Age: 1 WEEK<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-150105","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2486544","In Public Home",,"Dog","Female","Scottish Terrier","Black","2022-08-17T00:00:00.000","Date Found","NE  28TH ST.",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2486544","Image Copyright HLP Inc. 2022","Description: Found on August 17, 2022 in Renton, WA 98056 near Lower Kenneydale with leash and collar. <p/>We are wondering if this pup (she’s very young and not yet potty trained) was abandoned but are hopeful to find her owner if they are out there looking for her. <p/>She is Black, with strangely hair, mixed breed female pup (maybe a few months old). <p/>She does not have a microchip. <p/>Age: Under 1 year<p/>Found Near: NE 28th st. , Renton WA  98056<p/>Found Date: 2022-08-17<p/>"
"K22-149685","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2481605","In Public Home","Unknown","Dog","Unknown","Pomeranian","Unknown","2022-08-12T00:00:00.000","Date Found","23900 block of  39TH AVE S",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2481605","Image Copyright HLP Inc. 2022","Description: Found 2 white Pomeranians both look alike and both are a pair they follow each other like they live together. <p/>Age: Unknown<p/>Found Near: 23900 block of  39TH AVE S<p/>Found Date: 2022-08-12<p/>"
"K22-150651","Regional Animal Services of King County","FOUND","https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx","In RASKC Foster Home",,"Cat","Female","Domestic Shorthair","Tortie","2022-09-06T00:00:00.000","Received on","26300 block of  SE 424TH ST","ENUMCLAW","WA","98022","KING COUNTY","47.2207","-121.991013","https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A671879","Image Copyright HLP Inc. 2022","Received on: 2022-09-06<p/> Found Near: 26300 block of  SE 424TH ST<p/> Description: Tortie Female Domestic Shorthair Cat<p/> Age: 6 WEEKS<p/> Current Location: In RASKC Foster Home <p/>"
"K22-150635","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A671856","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Ash","Cat","Neutered Male","Domestic Shorthair","White / Gray","2022-09-06T00:00:00.000","Received on","26300 block of  SE 424TH ST","ENUMCLAW","WA","98022","KING COUNTY","47.221577","-121.99102","https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A671856","Image Copyright HLP Inc. 2022","Received on: 2022-09-06<p/> Found Near: 26300 block of  SE 424TH ST<p/> Description: White / Gray Neutered Male Domestic Shorthair Cat<p/> Age: 8 MONTHS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-150478","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A671592","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Charlotte","Dog","Female","Labrador Retriever / Mix","Yellow","2022-08-31T00:00:00.000","Received on","21600 block of  64TH AVE S","KENT","WA","98032","KENT",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A671592","Image Copyright HLP Inc. 2022","Received on: 2022-08-31<p/> Found Near: 21600 block of  64TH AVE S<p/> Description: Yellow Female Labrador Retriever / Mix Dog<p/> Age: 2 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-150457","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A671558","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Potato","Dog","Neutered Male","Pit Bull","White / Tan","2022-08-30T00:00:00.000","Received on","10400 block of  FOREST AVE S","SEATTLE","WA","98178","KING COUNTY",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A671558","Image Copyright HLP Inc. 2022","Received on: 2022-08-30<p/> Found Near: 10400 block of  FOREST AVE S<p/> Description: White / Tan Neutered Male Pit Bull Dog<p/> Age: 4 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-150601","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A671781","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Aelia","Cat","Female","Domestic Shorthair","Calico","2022-09-03T00:00:00.000","Received on","12400 block of  SE 208TH ST","KENT","WA","98031","KENT",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A671781","Image Copyright HLP Inc. 2022","Received on: 2022-09-03<p/> Found Near: 12400 block of  SE 208TH ST<p/> Description: Calico Female Domestic Shorthair Cat<p/> Age: 8 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-148913","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A668934","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Clancy","Dog","Neutered Male","Siberian Husky","Black / White","2022-07-25T00:00:00.000","Received on","29000 block of  190TH PL SE","KENT","WA","98042","KING COUNTY",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A668934","Image Copyright HLP Inc. 2022","Received on: 2022-07-25<p/> Found Near: 29000 block of  190TH PL SE<p/> Description: Black / White Neutered Male Siberian Husky Dog<p/> Age: 2 YEARS 1 MONTH<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
