"method","city","parameter","county_code","cbsa","latitude","observation_percent","state","units_of_measure","date_local","parameter_code","arithmetic_mean","cbsa_code","datum","observation_count","method_code","longitude","county","poc","site_number","event_type","first_max_hour","state_code","site_address","pollutant_standard","sample_duration","first_max_value","date_of_last_change","validity_indicator","local_site_name","location"
"Instrumental - Ultraviolet Fluorescence API 100 EU","Seattle","Sulfur dioxide","033","Seattle-Tacoma-Bellevue, WA","47.568236","75.0","Washington","Parts per billion","2018-12-31","42401","0.433333","42660","WGS84","6.0","600","-122.308628","King","2.0","0080","None","14.0","53","4103 BEACON HILL S","SO2 3-hour 1971","3-HR BLK AVG","0.5","2019-03-28","Y","SEATTLE - BEACON HILL","POINT (-122.308628 47.568236)"
"Instrumental - Ultraviolet Fluorescence API 100 EU","Seattle","Sulfur dioxide","033","Seattle-Tacoma-Bellevue, WA","47.568236","100.0","Washington","Parts per billion","2018-12-30","42401","0.55","42660","WGS84","8.0","600","-122.308628","King","2.0","0080","None","17.0","53","4103 BEACON HILL S","SO2 3-hour 1971","3-HR BLK AVG","0.8","2019-03-28","Y","SEATTLE - BEACON HILL","POINT (-122.308628 47.568236)"
"Instrumental - Ultraviolet Fluorescence API 100 EU","Seattle","Sulfur dioxide","033","Seattle-Tacoma-Bellevue, WA","47.568236","100.0","Washington","Parts per billion","2018-12-29","42401","0.475","42660","WGS84","8.0","600","-122.308628","King","2.0","0080","None","2.0","53","4103 BEACON HILL S","SO2 3-hour 1971","3-HR BLK AVG","0.6","2019-03-28","Y","SEATTLE - BEACON HILL","POINT (-122.308628 47.568236)"
"Instrumental - Ultraviolet Fluorescence API 100 EU","Seattle","Sulfur dioxide","033","Seattle-Tacoma-Bellevue, WA","47.568236","88.0","Washington","Parts per billion","2018-12-28","42401","0.542857","42660","WGS84","7.0","600","-122.308628","King","2.0","0080","None","14.0","53","4103 BEACON HILL S","SO2 3-hour 1971","3-HR BLK AVG","0.7","2019-03-28","Y","SEATTLE - BEACON HILL","POINT (-122.308628 47.568236)"
"Instrumental - Ultraviolet Fluorescence API 100 EU","Seattle","Sulfur dioxide","033","Seattle-Tacoma-Bellevue, WA","47.568236","100.0","Washington","Parts per billion","2018-12-27","42401","0.75","42660","WGS84","8.0","600","-122.308628","King","2.0","0080","None","11.0","53","4103 BEACON HILL S","SO2 3-hour 1971","3-HR BLK AVG","1.7","2019-03-28","Y","SEATTLE - BEACON HILL","POINT (-122.308628 47.568236)"
"Instrumental - Ultraviolet Fluorescence API 100 EU","Seattle","Sulfur dioxide","033","Seattle-Tacoma-Bellevue, WA","47.568236","88.0","Washington","Parts per billion","2018-12-26","42401","0.542857","42660","WGS84","7.0","600","-122.308628","King","2.0","0080","None","2.0","53","4103 BEACON HILL S","SO2 3-hour 1971","3-HR BLK AVG","0.6","2019-03-28","Y","SEATTLE - BEACON HILL","POINT (-122.308628 47.568236)"
"Instrumental - Ultraviolet Fluorescence API 100 EU","Seattle","Sulfur dioxide","033","Seattle-Tacoma-Bellevue, WA","47.568236","88.0","Washington","Parts per billion","2018-12-25","42401","0.6","42660","WGS84","7.0","600","-122.308628","King","2.0","0080","None","14.0","53","4103 BEACON HILL S","SO2 3-hour 1971","3-HR BLK AVG","0.9","2019-03-28","Y","SEATTLE - BEACON HILL","POINT (-122.308628 47.568236)"
"Instrumental - Ultraviolet Fluorescence API 100 EU","Seattle","Sulfur dioxide","033","Seattle-Tacoma-Bellevue, WA","47.568236","88.0","Washington","Parts per billion","2018-12-24","42401","0.485714","42660","WGS84","7.0","600","-122.308628","King","2.0","0080","None","2.0","53","4103 BEACON HILL S","SO2 3-hour 1971","3-HR BLK AVG","0.5","2019-03-28","Y","SEATTLE - BEACON HILL","POINT (-122.308628 47.568236)"
"Instrumental - Ultraviolet Fluorescence API 100 EU","Seattle","Sulfur dioxide","033","Seattle-Tacoma-Bellevue, WA","47.568236","75.0","Washington","Parts per billion","2018-12-22","42401","0.55","42660","WGS84","6.0","600","-122.308628","King","2.0","0080","None","11.0","53","4103 BEACON HILL S","SO2 3-hour 1971","3-HR BLK AVG","0.8","2019-03-28","Y","SEATTLE - BEACON HILL","POINT (-122.308628 47.568236)"
"Instrumental - Ultraviolet Fluorescence API 100 EU","Seattle","Sulfur dioxide","033","Seattle-Tacoma-Bellevue, WA","47.568236","100.0","Washington","Parts per billion","2018-12-21","42401","0.5875","42660","WGS84","8.0","600","-122.308628","King","2.0","0080","None","14.0","53","4103 BEACON HILL S","SO2 3-hour 1971","3-HR BLK AVG","0.9","2019-03-28","Y","SEATTLE - BEACON HILL","POINT (-122.308628 47.568236)"
