"precinct","race","leg","cc","cg","countergroup","party","countertype","sumofcount"
"LFP 46-0003","Shoreline School District No. 412 Proposition No. 1","46","1","7","Total","NP","Approved","131"
"LFP 46-0003","Shoreline School District No. 412 Proposition No. 1","46","1","7","Total","NP","Registered Voters","502"
"LFP 46-0003","Shoreline School District No. 412 Proposition No. 1","46","1","7","Total","NP","Rejected","62"
"LFP 46-0003","Shoreline School District No. 412 Proposition No. 1","46","1","7","Total","NP","Times Blank Voted","1"
"LFP 46-0003","Shoreline School District No. 412 Proposition No. 1","46","1","7","Total","NP","Times Counted","194"
"LFP 46-0003","Shoreline School District No. 412 Proposition No. 1","46","1","7","Total","NP","Times Over Voted","0"
"LFP 46-0092","Shoreline School District No. 412 Proposition No. 1","46","1","7","Total","NP","Approved","200"
"LFP 46-0092","Shoreline School District No. 412 Proposition No. 1","46","1","7","Total","NP","Registered Voters","657"
"LFP 46-0092","Shoreline School District No. 412 Proposition No. 1","46","1","7","Total","NP","Rejected","59"
"LFP 46-0092","Shoreline School District No. 412 Proposition No. 1","46","1","7","Total","NP","Times Blank Voted","0"
"LFP 46-0092","Shoreline School District No. 412 Proposition No. 1","46","1","7","Total","NP","Times Counted","259"
"LFP 46-0092","Shoreline School District No. 412 Proposition No. 1","46","1","7","Total","NP","Times Over Voted","0"
"LFP 46-0309","Shoreline School District No. 412 Proposition No. 1","46","1","7","Total","NP","Approved","227"
"LFP 46-0309","Shoreline School District No. 412 Proposition No. 1","46","1","7","Total","NP","Registered Voters","599"
"LFP 46-0309","Shoreline School District No. 412 Proposition No. 1","46","1","7","Total","NP","Rejected","68"
"LFP 46-0309","Shoreline School District No. 412 Proposition No. 1","46","1","7","Total","NP","Times Blank Voted","0"
"LFP 46-0309","Shoreline School District No. 412 Proposition No. 1","46","1","7","Total","NP","Times Counted","295"
"LFP 46-0309","Shoreline School District No. 412 Proposition No. 1","46","1","7","Total","NP","Times Over Voted","0"
"LFP 46-0397","Shoreline School District No. 412 Proposition No. 1","46","1","7","Total","NP","Approved","97"
"LFP 46-0397","Shoreline School District No. 412 Proposition No. 1","46","1","7","Total","NP","Registered Voters","466"
"LFP 46-0397","Shoreline School District No. 412 Proposition No. 1","46","1","7","Total","NP","Rejected","29"
"LFP 46-0397","Shoreline School District No. 412 Proposition No. 1","46","1","7","Total","NP","Times Blank Voted","1"
