"precinct","race","leg","cc","cg","countergroup","party","countertype","sumofcount"
"SEA 34-1510","King County Executive","34","8","7","Total","NP","Times Under Voted","2"
"SEA 34-1510","King County Executive","34","8","7","Total","<NP>","Goodspaceguy","3"
"SEA 34-1510","King County Executive","34","8","7","Total","<NP>","Dow Constantine","63"
"SEA 34-1510","King County Executive","34","8","7","Total","<NP>","Bill Hirt","14"
"SEA 34-1510","King County Executive","34","8","7","Total","<NP>","Stan Lippmann","3"
"SEA 34-1510","King County Executive","34","8","7","Total","<NP>","Write-in","0"
"SEA 34-1510","King County Executive","34","8","7","Total","NP","Times Over Voted","0"
"SEA 34-1510","City of Seattle Mayor","34","8","7","Total","NP","Registered Voters","422"
"SEA 34-1510","City of Seattle Mayor","34","8","7","Total","NP","Times Counted","85"
"SEA 34-1510","City of Seattle Mayor","34","8","7","Total","NP","Times Under Voted","0"
"SEA 34-1510","City of Seattle Mayor","34","8","7","Total","<NP>","Keith J. Whiteman","0"
"SEA 34-1510","City of Seattle Mayor","34","8","7","Total","<NP>","Tiniell Cato","0"
"SEA 34-1510","City of Seattle Mayor","34","8","7","Total","<NP>","Nikkita Oliver","10"
"SEA 34-1510","City of Seattle Mayor","34","8","7","Total","<NP>","Jenny Durkan","33"
"SEA 34-1510","City of Seattle Mayor","34","8","7","Total","<NP>","Gary E. Brose","4"
"SEA 34-1510","City of Seattle Mayor","34","8","7","Total","<NP>","Mike McGinn","6"
"SEA 34-1510","City of Seattle Mayor","34","8","7","Total","<NP>","Greg Hamilton","4"
"SEA 34-1510","City of Seattle Mayor","34","8","7","Total","<NP>","Mary J. Martin","0"
"SEA 34-1510","City of Seattle Mayor","34","8","7","Total","<NP>","Michael Harris","1"
"SEA 34-1510","City of Seattle Mayor","34","8","7","Total","<NP>","Casey Carlisle","0"
"SEA 34-1510","City of Seattle Mayor","34","8","7","Total","<NP>","Bob Hasegawa","7"
"SEA 34-1510","City of Seattle Mayor","34","8","7","Total","<NP>","Write-in","0"
"SEA 34-1510","City of Seattle Mayor","34","8","7","Total","<NP>","Jason Roberts","0"
"SEA 34-1510","City of Seattle Mayor","34","8","7","Total","<NP>","Jessyn Farrell","8"
"SEA 34-1510","City of Seattle Mayor","34","8","7","Total","<NP>","Larry Oberto","4"
"SEA 34-1510","City of Seattle Mayor","34","8","7","Total","<NP>","Dave Kane","0"
"SEA 34-1510","City of Seattle Mayor","34","8","7","Total","<NP>","Alex Tsimerman","0"
"SEA 34-1510","City of Seattle Mayor","34","8","7","Total","<NP>","Harley Lever","0"
"SEA 34-1510","City of Seattle Mayor","34","8","7","Total","<NP>","Lewis A. Jones","1"
"SEA 34-1510","City of Seattle Mayor","34","8","7","Total","<NP>","James W. Norton, Jr.","0"
"SEA 34-1510","City of Seattle Mayor","34","8","7","Total","<NP>","Thom Gunn","0"
"SEA 34-1510","City of Seattle Mayor","34","8","7","Total","<NP>","Cary Moon","7"
"SEA 34-1510","City of Seattle Mayor","34","8","7","Total","NP","Times Over Voted","0"
"SEA 34-1510","City of Seattle Council Position No. 9","34","8","7","Total","NP","Registered Voters","422"
"SEA 34-1510","City of Seattle Council Position No. 9","34","8","7","Total","NP","Times Counted","85"
"SEA 34-1510","City of Seattle Council Position No. 9","34","8","7","Total","NP","Times Under Voted","3"
"SEA 34-1510","City of Seattle Council Position No. 9","34","8","7","Total","<NP>","Eric W. Smiley","4"
"SEA 34-1510","City of Seattle Council Position No. 9","34","8","7","Total","<NP>","Ty Pethe","1"
"SEA 34-1510","City of Seattle Council Position No. 9","34","8","7","Total","<NP>","Pat Murakami","9"
"SEA 34-1510","City of Seattle Council Position No. 9","34","8","7","Total","<NP>","Ian Affleck-Asch","0"
"SEA 34-1510","City of Seattle Council Position No. 9","34","8","7","Total","<NP>","David Preston","14"
"SEA 34-1510","City of Seattle Council Position No. 9","34","8","7","Total","<NP>","M. Lorena González","51"
"SEA 34-1510","City of Seattle Council Position No. 9","34","8","7","Total","<NP>","Pauly Giuglianotti","2"
"SEA 34-1510","City of Seattle Council Position No. 9","34","8","7","Total","<NP>","Write-in","1"
"SEA 34-1510","City of Seattle Council Position No. 9","34","8","7","Total","NP","Times Over Voted","0"
"SEA 34-1510","City of Seattle Council Position No. 8","34","8","7","Total","NP","Registered Voters","422"
"SEA 34-1510","City of Seattle Council Position No. 8","34","8","7","Total","NP","Times Counted","85"
"SEA 34-1510","City of Seattle Council Position No. 8","34","8","7","Total","NP","Times Under Voted","4"
"SEA 34-1510","City of Seattle Council Position No. 8","34","8","7","Total","<NP>","Rudy Pantoja","10"
"SEA 34-1510","City of Seattle Council Position No. 8","34","8","7","Total","<NP>","Hisam Goueli","2"
"SEA 34-1510","City of Seattle Council Position No. 8","34","8","7","Total","<NP>","Charlene D. Strong","3"
"SEA 34-1510","City of Seattle Council Position No. 8","34","8","7","Total","<NP>","Sheley Secrest","6"
"SEA 34-1510","City of Seattle Council Position No. 8","34","8","7","Total","<NP>","Jon Grant","12"
"SEA 34-1510","City of Seattle Council Position No. 8","34","8","7","Total","<NP>","Write-in","1"
"SEA 34-1510","City of Seattle Council Position No. 8","34","8","7","Total","<NP>","Teresa Mosqueda","36"
"SEA 34-1510","City of Seattle Council Position No. 8","34","8","7","Total","<NP>","Sara E. Nelson","10"
"SEA 34-1510","City of Seattle Council Position No. 8","34","8","7","Total","<NP>","Mac McGregor","1"
"SEA 34-1510","City of Seattle Council Position No. 8","34","8","7","Total","NP","Times Over Voted","0"
"SEA 34-1510","King County Proposition No. 1","34","8","7","Total","NP","Registered Voters","422"
"SEA 34-1510","King County Proposition No. 1","34","8","7","Total","NP","Times Counted","85"
"SEA 34-1510","King County Proposition No. 1","34","8","7","Total","NP","Times Under Voted","3"
"SEA 34-1510","King County Proposition No. 1","34","8","7","Total","<NP>","Rejected","45"
"SEA 34-1510","King County Proposition No. 1","34","8","7","Total","<NP>","Approved","37"
"SEA 34-1510","King County Proposition No. 1","34","8","7","Total","NP","Times Over Voted","0"
"SEA 34-1511","Port of Seattle Commissioner Position No. 4","34","8","7","Total","NP","Registered Voters","338"
"SEA 34-1511","Port of Seattle Commissioner Position No. 4","34","8","7","Total","NP","Times Counted","55"
"SEA 34-1511","Port of Seattle Commissioner Position No. 4","34","8","7","Total","NP","Times Under Voted","3"
"SEA 34-1511","Port of Seattle Commissioner Position No. 4","34","8","7","Total","<NP>","Write-in","0"
"SEA 34-1511","Port of Seattle Commissioner Position No. 4","34","8","7","Total","<NP>","John Persak","6"
"SEA 34-1511","Port of Seattle Commissioner Position No. 4","34","8","7","Total","<NP>","Richard Pope","6"
"SEA 34-1511","Port of Seattle Commissioner Position No. 4","34","8","7","Total","<NP>","Fernando Martinez","1"
"SEA 34-1511","Port of Seattle Commissioner Position No. 4","34","8","7","Total","<NP>","Preeti Shridhar","23"
"SEA 34-1511","Port of Seattle Commissioner Position No. 4","34","8","7","Total","<NP>","Peter Steinbrueck","11"
"SEA 34-1511","Port of Seattle Commissioner Position No. 4","34","8","7","Total","<NP>","Ray S. Armitstead","1"
"SEA 34-1511","Port of Seattle Commissioner Position No. 4","34","8","7","Total","<NP>","Ken Rogers","2"
