"precinct","race","leg","cc","cg","countergroup","party","countertype","sumofcount"
"SHL 32-0001","Port of Seattle Commissioner Position No. 4","32","1","7","Total","NP","Registered Voters","503"
"SHL 32-0001","Port of Seattle Commissioner Position No. 4","32","1","7","Total","NP","Times Counted","73"
"SHL 32-0001","Port of Seattle Commissioner Position No. 4","32","1","7","Total","NP","Times Under Voted","6"
"SHL 32-0001","Port of Seattle Commissioner Position No. 4","32","1","7","Total","<NP>","Write-in","0"
"SHL 32-0001","Port of Seattle Commissioner Position No. 4","32","1","7","Total","<NP>","John Persak","4"
"SHL 32-0001","Port of Seattle Commissioner Position No. 4","32","1","7","Total","<NP>","Richard Pope","6"
"SHL 32-0001","Port of Seattle Commissioner Position No. 4","32","1","7","Total","<NP>","Fernando Martinez","3"
"SHL 32-0001","Port of Seattle Commissioner Position No. 4","32","1","7","Total","<NP>","Preeti Shridhar","15"
"SHL 32-0001","Port of Seattle Commissioner Position No. 4","32","1","7","Total","<NP>","Peter Steinbrueck","16"
"SHL 32-0001","Port of Seattle Commissioner Position No. 4","32","1","7","Total","<NP>","Ray S. Armitstead","3"
"SHL 32-0001","Port of Seattle Commissioner Position No. 4","32","1","7","Total","<NP>","Ken Rogers","17"
"SHL 32-0001","Port of Seattle Commissioner Position No. 4","32","1","7","Total","<NP>","Brooks Salazar","3"
"SHL 32-0001","Port of Seattle Commissioner Position No. 4","32","1","7","Total","NP","Times Over Voted","0"
"SHL 32-0001","City of Shoreline Council Position No. 5","32","1","7","Total","NP","Registered Voters","503"
"SHL 32-0001","City of Shoreline Council Position No. 5","32","1","7","Total","NP","Times Counted","73"
"SHL 32-0001","City of Shoreline Council Position No. 5","32","1","7","Total","NP","Times Under Voted","5"
"SHL 32-0001","City of Shoreline Council Position No. 5","32","1","7","Total","<NP>","Write-in","0"
"SHL 32-0001","City of Shoreline Council Position No. 5","32","1","7","Total","<NP>","Carolyn Ahlgreen","16"
"SHL 32-0001","City of Shoreline Council Position No. 5","32","1","7","Total","<NP>","Bergith Kayyali","5"
"SHL 32-0001","City of Shoreline Council Position No. 5","32","1","7","Total","<NP>","Susan Chang","47"
"SHL 32-0001","City of Shoreline Council Position No. 5","32","1","7","Total","NP","Times Over Voted","0"
"SHL 32-0001","Port of Seattle Commissioner Position No. 1","32","1","7","Total","NP","Registered Voters","503"
"SHL 32-0001","Port of Seattle Commissioner Position No. 1","32","1","7","Total","NP","Times Counted","73"
"SHL 32-0001","Port of Seattle Commissioner Position No. 1","32","1","7","Total","NP","Times Under Voted","7"
"SHL 32-0001","Port of Seattle Commissioner Position No. 1","32","1","7","Total","<NP>","Ryan Calkins","17"
"SHL 32-0001","Port of Seattle Commissioner Position No. 1","32","1","7","Total","<NP>","Claudia Kauffman","16"
"SHL 32-0001","Port of Seattle Commissioner Position No. 1","32","1","7","Total","<NP>","Bea Querido-Rico","13"
"SHL 32-0001","Port of Seattle Commissioner Position No. 1","32","1","7","Total","<NP>","Write-in","1"
"SHL 32-0001","Port of Seattle Commissioner Position No. 1","32","1","7","Total","<NP>","John Creighton","18"
"SHL 32-0001","Port of Seattle Commissioner Position No. 1","32","1","7","Total","NP","Times Over Voted","1"
"SHL 32-0001","Port of Seattle Commissioner Position No. 3","32","1","7","Total","NP","Registered Voters","503"
"SHL 32-0001","Port of Seattle Commissioner Position No. 3","32","1","7","Total","NP","Times Counted","73"
"SHL 32-0001","Port of Seattle Commissioner Position No. 3","32","1","7","Total","NP","Times Under Voted","6"
"SHL 32-0001","Port of Seattle Commissioner Position No. 3","32","1","7","Total","<NP>","Ahmed Abdi","20"
"SHL 32-0001","Port of Seattle Commissioner Position No. 3","32","1","7","Total","<NP>","Write-in","0"
"SHL 32-0001","Port of Seattle Commissioner Position No. 3","32","1","7","Total","<NP>","Lisa Espinosa","13"
"SHL 32-0001","Port of Seattle Commissioner Position No. 3","32","1","7","Total","<NP>","Stephanie Bowman","34"
"SHL 32-0001","Port of Seattle Commissioner Position No. 3","32","1","7","Total","NP","Times Over Voted","0"
"SHL 32-0001","King County Executive","32","1","7","Total","NP","Registered Voters","503"
"SHL 32-0001","King County Executive","32","1","7","Total","NP","Times Counted","73"
"SHL 32-0001","King County Executive","32","1","7","Total","NP","Times Under Voted","6"
"SHL 32-0001","King County Executive","32","1","7","Total","<NP>","Goodspaceguy","5"
"SHL 32-0001","King County Executive","32","1","7","Total","<NP>","Dow Constantine","52"
"SHL 32-0001","King County Executive","32","1","7","Total","<NP>","Bill Hirt","6"
"SHL 32-0001","King County Executive","32","1","7","Total","<NP>","Stan Lippmann","4"
"SHL 32-0001","King County Executive","32","1","7","Total","<NP>","Write-in","0"
"SHL 32-0001","King County Executive","32","1","7","Total","NP","Times Over Voted","0"
"SHL 32-0001","King County Proposition No. 1","32","1","7","Total","NP","Registered Voters","503"
"SHL 32-0001","King County Proposition No. 1","32","1","7","Total","NP","Times Counted","73"
"SHL 32-0001","King County Proposition No. 1","32","1","7","Total","NP","Times Under Voted","4"
"SHL 32-0001","King County Proposition No. 1","32","1","7","Total","<NP>","Rejected","27"
"SHL 32-0001","King County Proposition No. 1","32","1","7","Total","<NP>","Approved","42"
"SHL 32-0001","King County Proposition No. 1","32","1","7","Total","NP","Times Over Voted","0"
"BEL 41-0017","Port of Seattle Commissioner Position No. 4","41","6","9","Total","NP","Registered Voters","649"
"BEL 41-0017","Port of Seattle Commissioner Position No. 4","41","6","9","Total","NP","Times Counted","96"
"BEL 41-0017","Port of Seattle Commissioner Position No. 4","41","6","9","Total","NP","Times Under Voted","13"
"BEL 41-0017","Port of Seattle Commissioner Position No. 4","41","6","9","Total","<NP>","Write-in","0"
"BEL 41-0017","Port of Seattle Commissioner Position No. 4","41","6","9","Total","<NP>","John Persak","8"
"BEL 41-0017","Port of Seattle Commissioner Position No. 4","41","6","9","Total","<NP>","Richard Pope","20"
"BEL 41-0017","Port of Seattle Commissioner Position No. 4","41","6","9","Total","<NP>","Fernando Martinez","3"
"BEL 41-0017","Port of Seattle Commissioner Position No. 4","41","6","9","Total","<NP>","Preeti Shridhar","11"
"BEL 41-0017","Port of Seattle Commissioner Position No. 4","41","6","9","Total","<NP>","Peter Steinbrueck","26"
"BEL 41-0017","Port of Seattle Commissioner Position No. 4","41","6","9","Total","<NP>","Ray S. Armitstead","0"
"BEL 41-0017","Port of Seattle Commissioner Position No. 4","41","6","9","Total","<NP>","Ken Rogers","10"
"BEL 41-0017","Port of Seattle Commissioner Position No. 4","41","6","9","Total","<NP>","Brooks Salazar","5"
"BEL 41-0017","Port of Seattle Commissioner Position No. 4","41","6","9","Total","NP","Times Over Voted","0"
"BEL 41-0017","Port of Seattle Commissioner Position No. 1","41","6","9","Total","NP","Registered Voters","649"
"BEL 41-0017","Port of Seattle Commissioner Position No. 1","41","6","9","Total","NP","Times Counted","96"
"BEL 41-0017","Port of Seattle Commissioner Position No. 1","41","6","9","Total","NP","Times Under Voted","15"
"BEL 41-0017","Port of Seattle Commissioner Position No. 1","41","6","9","Total","<NP>","Ryan Calkins","22"
"BEL 41-0017","Port of Seattle Commissioner Position No. 1","41","6","9","Total","<NP>","Claudia Kauffman","15"
"BEL 41-0017","Port of Seattle Commissioner Position No. 1","41","6","9","Total","<NP>","Bea Querido-Rico","12"
"BEL 41-0017","Port of Seattle Commissioner Position No. 1","41","6","9","Total","<NP>","Write-in","0"
"BEL 41-0017","Port of Seattle Commissioner Position No. 1","41","6","9","Total","<NP>","John Creighton","32"
"BEL 41-0017","Port of Seattle Commissioner Position No. 1","41","6","9","Total","NP","Times Over Voted","0"
"BEL 41-0017","Port of Seattle Commissioner Position No. 3","41","6","9","Total","NP","Registered Voters","649"
"BEL 41-0017","Port of Seattle Commissioner Position No. 3","41","6","9","Total","NP","Times Counted","96"
"BEL 41-0017","Port of Seattle Commissioner Position No. 3","41","6","9","Total","NP","Times Under Voted","14"
"BEL 41-0017","Port of Seattle Commissioner Position No. 3","41","6","9","Total","<NP>","Ahmed Abdi","18"
"BEL 41-0017","Port of Seattle Commissioner Position No. 3","41","6","9","Total","<NP>","Write-in","0"
"BEL 41-0017","Port of Seattle Commissioner Position No. 3","41","6","9","Total","<NP>","Lisa Espinosa","11"
"BEL 41-0017","Port of Seattle Commissioner Position No. 3","41","6","9","Total","<NP>","Stephanie Bowman","53"
"BEL 41-0017","Port of Seattle Commissioner Position No. 3","41","6","9","Total","NP","Times Over Voted","0"
"BEL 41-0017","King County Executive","41","6","9","Total","NP","Registered Voters","649"
"BEL 41-0017","King County Executive","41","6","9","Total","NP","Times Counted","96"
"BEL 41-0017","King County Executive","41","6","9","Total","NP","Times Under Voted","11"
"BEL 41-0017","King County Executive","41","6","9","Total","<NP>","Goodspaceguy","7"
"BEL 41-0017","King County Executive","41","6","9","Total","<NP>","Dow Constantine","58"
"BEL 41-0017","King County Executive","41","6","9","Total","<NP>","Bill Hirt","14"
"BEL 41-0017","King County Executive","41","6","9","Total","<NP>","Stan Lippmann","5"
"BEL 41-0017","King County Executive","41","6","9","Total","<NP>","Write-in","1"
"BEL 41-0017","King County Executive","41","6","9","Total","NP","Times Over Voted","0"
"BEL 41-0017","King County Proposition No. 1","41","6","9","Total","NP","Registered Voters","649"
"BEL 41-0017","King County Proposition No. 1","41","6","9","Total","NP","Times Counted","96"
"BEL 41-0017","King County Proposition No. 1","41","6","9","Total","NP","Times Under Voted","5"
"BEL 41-0017","King County Proposition No. 1","41","6","9","Total","<NP>","Rejected","50"
"BEL 41-0017","King County Proposition No. 1","41","6","9","Total","<NP>","Approved","41"
"BEL 41-0017","King County Proposition No. 1","41","6","9","Total","NP","Times Over Voted","0"
"BEL 41-0017","City of Bellevue Council Position No. 4","41","6","9","Total","NP","Registered Voters","649"
"BEL 41-0017","City of Bellevue Council Position No. 4","41","6","9","Total","NP","Times Counted","96"
"BEL 41-0017","City of Bellevue Council Position No. 4","41","6","9","Total","NP","Times Under Voted","12"
"BEL 41-0017","City of Bellevue Council Position No. 4","41","6","9","Total","<NP>","Karol Brown","47"
"SEA 37-1615","King County Executive","37","2","9","Total","<NP>","Write-in","0"
"BEL 41-0017","City of Bellevue Council Position No. 4","41","6","9","Total","<NP>","Heidi M. Chiat","9"
"BEL 41-0017","City of Bellevue Council Position No. 4","41","6","9","Total","<NP>","Jared Nieuwenhuis","27"
"BEL 41-0017","City of Bellevue Council Position No. 4","41","6","9","Total","<NP>","Write-in","1"
"BEL 41-0017","City of Bellevue Council Position No. 4","41","6","9","Total","NP","Times Over Voted","0"
"BEL 48-0153","Legislative District No. 48 State Senator","48","6","9","Total","NP","Registered Voters","361"
"BEL 48-0153","Legislative District No. 48 State Senator","48","6","9","Total","NP","Times Counted","58"
"BEL 48-0153","Legislative District No. 48 State Senator","48","6","9","Total","NP","Times Under Voted","2"
"BEL 48-0153","Legislative District No. 48 State Senator","48","6","9","Total","Lib","Michelle Darnell","18"
"BEL 48-0153","Legislative District No. 48 State Senator","48","6","9","Total","Dem","Patty Kuderer","26"
"BEL 48-0153","Legislative District No. 48 State Senator","48","6","9","Total","ID","Richard Knierim","12"
"BEL 48-0153","Legislative District No. 48 State Senator","48","6","9","Total","<NP>","Write-in","0"
"BEL 48-0153","Legislative District No. 48 State Senator","48","6","9","Total","NP","Times Over Voted","0"
"BEL 48-0153","Port of Seattle Commissioner Position No. 4","48","6","9","Total","NP","Registered Voters","361"
"BEL 48-0153","Port of Seattle Commissioner Position No. 4","48","6","9","Total","NP","Times Counted","58"
"BEL 48-0153","Port of Seattle Commissioner Position No. 4","48","6","9","Total","NP","Times Under Voted","4"
"BEL 48-0153","Port of Seattle Commissioner Position No. 4","48","6","9","Total","<NP>","Write-in","0"
"BEL 48-0153","Port of Seattle Commissioner Position No. 4","48","6","9","Total","<NP>","John Persak","7"
"BEL 48-0153","Port of Seattle Commissioner Position No. 4","48","6","9","Total","<NP>","Richard Pope","11"
"BEL 48-0153","Port of Seattle Commissioner Position No. 4","48","6","9","Total","<NP>","Fernando Martinez","1"
"BEL 48-0153","Port of Seattle Commissioner Position No. 4","48","6","9","Total","<NP>","Preeti Shridhar","8"
"BEL 48-0153","Port of Seattle Commissioner Position No. 4","48","6","9","Total","<NP>","Peter Steinbrueck","8"
"BEL 48-0153","Port of Seattle Commissioner Position No. 4","48","6","9","Total","<NP>","Ray S. Armitstead","3"
"BEL 48-0153","Port of Seattle Commissioner Position No. 4","48","6","9","Total","<NP>","Ken Rogers","13"
"BEL 48-0153","Port of Seattle Commissioner Position No. 4","48","6","9","Total","<NP>","Brooks Salazar","3"
"BEL 48-0153","Port of Seattle Commissioner Position No. 4","48","6","9","Total","NP","Times Over Voted","0"
"BEL 48-0153","Port of Seattle Commissioner Position No. 1","48","6","9","Total","NP","Registered Voters","361"
"BEL 48-0153","Port of Seattle Commissioner Position No. 1","48","6","9","Total","NP","Times Counted","58"
"BEL 48-0153","Port of Seattle Commissioner Position No. 1","48","6","9","Total","NP","Times Under Voted","6"
"BEL 48-0153","Port of Seattle Commissioner Position No. 1","48","6","9","Total","<NP>","Ryan Calkins","4"
"BEL 48-0153","Port of Seattle Commissioner Position No. 1","48","6","9","Total","<NP>","Claudia Kauffman","10"
"BEL 48-0153","Port of Seattle Commissioner Position No. 1","48","6","9","Total","<NP>","Bea Querido-Rico","15"
"BEL 48-0153","Port of Seattle Commissioner Position No. 1","48","6","9","Total","<NP>","Write-in","0"
"BEL 48-0153","Port of Seattle Commissioner Position No. 1","48","6","9","Total","<NP>","John Creighton","23"
"BEL 48-0153","Port of Seattle Commissioner Position No. 1","48","6","9","Total","NP","Times Over Voted","0"
"BEL 48-0153","Port of Seattle Commissioner Position No. 3","48","6","9","Total","NP","Registered Voters","361"
"BEL 48-0153","Port of Seattle Commissioner Position No. 3","48","6","9","Total","NP","Times Counted","58"
"BEL 48-0153","Port of Seattle Commissioner Position No. 3","48","6","9","Total","NP","Times Under Voted","9"
"BEL 48-0153","Port of Seattle Commissioner Position No. 3","48","6","9","Total","<NP>","Ahmed Abdi","8"
"BEL 48-0153","Port of Seattle Commissioner Position No. 3","48","6","9","Total","<NP>","Write-in","2"
"BEL 48-0153","Port of Seattle Commissioner Position No. 3","48","6","9","Total","<NP>","Lisa Espinosa","8"
"BEL 48-0153","Port of Seattle Commissioner Position No. 3","48","6","9","Total","<NP>","Stephanie Bowman","31"
"BEL 48-0153","Port of Seattle Commissioner Position No. 3","48","6","9","Total","NP","Times Over Voted","0"
"BEL 48-0153","King County Executive","48","6","9","Total","NP","Registered Voters","361"
"BEL 48-0153","King County Executive","48","6","9","Total","NP","Times Counted","58"
"BEL 48-0153","King County Executive","48","6","9","Total","NP","Times Under Voted","7"
"BEL 48-0153","King County Executive","48","6","9","Total","<NP>","Goodspaceguy","3"
"BEL 48-0153","King County Executive","48","6","9","Total","<NP>","Dow Constantine","32"
"BEL 48-0153","King County Executive","48","6","9","Total","<NP>","Bill Hirt","11"
"BEL 48-0153","King County Executive","48","6","9","Total","<NP>","Stan Lippmann","5"
"BEL 48-0153","King County Executive","48","6","9","Total","<NP>","Write-in","0"
"BEL 48-0153","King County Executive","48","6","9","Total","NP","Times Over Voted","0"
"BEL 48-0153","Legislative District No. 48 Representative Position No. 1","48","6","9","Total","NP","Registered Voters","361"
"BEL 48-0153","Legislative District No. 48 Representative Position No. 1","48","6","9","Total","NP","Times Counted","58"
"BEL 48-0153","Legislative District No. 48 Representative Position No. 1","48","6","9","Total","NP","Times Under Voted","11"
"BEL 48-0153","Legislative District No. 48 Representative Position No. 1","48","6","9","Total","Lib","Ciaran Dougherty","14"
"BEL 48-0153","Legislative District No. 48 Representative Position No. 1","48","6","9","Total","<NP>","Write-in","0"
"BEL 48-0153","Legislative District No. 48 Representative Position No. 1","48","6","9","Total","Dem","Vandana Slatter","33"
"BEL 48-0153","Legislative District No. 48 Representative Position No. 1","48","6","9","Total","NP","Times Over Voted","0"
"BEL 48-0153","King County Proposition No. 1","48","6","9","Total","NP","Registered Voters","361"
"BEL 48-0153","King County Proposition No. 1","48","6","9","Total","NP","Times Counted","58"
"BEL 48-0153","King County Proposition No. 1","48","6","9","Total","NP","Times Under Voted","4"
"BEL 48-0153","King County Proposition No. 1","48","6","9","Total","<NP>","Rejected","33"
"BEL 48-0153","King County Proposition No. 1","48","6","9","Total","<NP>","Approved","21"
"BEL 48-0153","King County Proposition No. 1","48","6","9","Total","NP","Times Over Voted","0"
"BEL 48-0153","City of Bellevue Council Position No. 4","48","6","9","Total","NP","Registered Voters","361"
"BEL 48-0153","City of Bellevue Council Position No. 4","48","6","9","Total","NP","Times Counted","58"
"BEL 48-0153","City of Bellevue Council Position No. 4","48","6","9","Total","NP","Times Under Voted","5"
"BEL 48-0153","City of Bellevue Council Position No. 4","48","6","9","Total","<NP>","Karol Brown","27"
"BEL 48-0153","City of Bellevue Council Position No. 4","48","6","9","Total","<NP>","Heidi M. Chiat","7"
"BEL 48-0153","City of Bellevue Council Position No. 4","48","6","9","Total","<NP>","Jared Nieuwenhuis","19"
"BEL 48-0153","City of Bellevue Council Position No. 4","48","6","9","Total","<NP>","Write-in","0"
"BEL 48-0153","City of Bellevue Council Position No. 4","48","6","9","Total","NP","Times Over Voted","0"
"SEA 34-1510","Port of Seattle Commissioner Position No. 4","34","8","7","Total","NP","Registered Voters","422"
"SEA 34-1510","Port of Seattle Commissioner Position No. 4","34","8","7","Total","NP","Times Counted","85"
"SEA 34-1510","Port of Seattle Commissioner Position No. 4","34","8","7","Total","NP","Times Under Voted","5"
"SEA 34-1510","Port of Seattle Commissioner Position No. 4","34","8","7","Total","<NP>","Write-in","0"
"SEA 34-1510","Port of Seattle Commissioner Position No. 4","34","8","7","Total","<NP>","John Persak","15"
"SEA 34-1510","Port of Seattle Commissioner Position No. 4","34","8","7","Total","<NP>","Richard Pope","5"
"SEA 34-1510","Port of Seattle Commissioner Position No. 4","34","8","7","Total","<NP>","Fernando Martinez","3"
"SEA 34-1510","Port of Seattle Commissioner Position No. 4","34","8","7","Total","<NP>","Preeti Shridhar","28"
"SEA 34-1510","Port of Seattle Commissioner Position No. 4","34","8","7","Total","<NP>","Peter Steinbrueck","14"
"SEA 34-1510","Port of Seattle Commissioner Position No. 4","34","8","7","Total","<NP>","Ray S. Armitstead","2"
"SEA 34-1510","Port of Seattle Commissioner Position No. 4","34","8","7","Total","<NP>","Ken Rogers","9"
"SEA 34-1510","Port of Seattle Commissioner Position No. 4","34","8","7","Total","<NP>","Brooks Salazar","4"
"SEA 34-1510","Port of Seattle Commissioner Position No. 4","34","8","7","Total","NP","Times Over Voted","0"
"SEA 34-1510","Port of Seattle Commissioner Position No. 1","34","8","7","Total","NP","Registered Voters","422"
"SEA 34-1510","Port of Seattle Commissioner Position No. 1","34","8","7","Total","NP","Times Counted","85"
"SEA 34-1510","Port of Seattle Commissioner Position No. 1","34","8","7","Total","NP","Times Under Voted","6"
"SEA 34-1510","Port of Seattle Commissioner Position No. 1","34","8","7","Total","<NP>","Ryan Calkins","25"
"SEA 34-1510","Port of Seattle Commissioner Position No. 1","34","8","7","Total","<NP>","Claudia Kauffman","9"
"SEA 34-1510","Port of Seattle Commissioner Position No. 1","34","8","7","Total","<NP>","Bea Querido-Rico","18"
"SEA 34-1510","Port of Seattle Commissioner Position No. 1","34","8","7","Total","<NP>","Write-in","1"
"SEA 34-1510","Port of Seattle Commissioner Position No. 1","34","8","7","Total","<NP>","John Creighton","26"
"SEA 34-1510","Port of Seattle Commissioner Position No. 1","34","8","7","Total","NP","Times Over Voted","0"
"SEA 34-1510","Port of Seattle Commissioner Position No. 3","34","8","7","Total","NP","Registered Voters","422"
"SEA 34-1510","Port of Seattle Commissioner Position No. 3","34","8","7","Total","NP","Times Counted","85"
"SEA 34-1510","Port of Seattle Commissioner Position No. 3","34","8","7","Total","NP","Times Under Voted","7"
"SEA 34-1510","Port of Seattle Commissioner Position No. 3","34","8","7","Total","<NP>","Ahmed Abdi","22"
"SEA 34-1510","Port of Seattle Commissioner Position No. 3","34","8","7","Total","<NP>","Write-in","3"
"SEA 34-1510","Port of Seattle Commissioner Position No. 3","34","8","7","Total","<NP>","Lisa Espinosa","12"
"RNT 11-2739","King County Executive","11","5","9","Total","<NP>","Write-in","0"
"SEA 34-1510","Port of Seattle Commissioner Position No. 3","34","8","7","Total","<NP>","Stephanie Bowman","41"
"SEA 34-1510","Port of Seattle Commissioner Position No. 3","34","8","7","Total","NP","Times Over Voted","0"
"SEA 34-1510","King County Executive","34","8","7","Total","NP","Registered Voters","422"
"SEA 34-1510","King County Executive","34","8","7","Total","NP","Times Counted","85"
