"precinct","race","leg","cc","cg","countergroup","party","countertype","sumofcount"
"BEL 41-0017","City of Bellevue Council Position No. 5","41","6","9","Total","<NP>","Write-in","0"
"BEL 41-0017","City of Bellevue Council Position No. 5","41","6","9","Total","NP","Times Over Voted","0"
"BEL 41-0017","Port of Seattle Commissioner Position No. 2","41","6","9","Total","NP","Registered Voters","604"
"BEL 41-0017","Port of Seattle Commissioner Position No. 2","41","6","9","Total","NP","Times Counted","95"
"BEL 41-0017","Port of Seattle Commissioner Position No. 2","41","6","9","Total","NP","Times Under Voted","7"
"BEL 41-0017","Port of Seattle Commissioner Position No. 2","41","6","9","Total","<NP>","Nina Martinez","4"
"BEL 41-0017","Port of Seattle Commissioner Position No. 2","41","6","9","Total","<NP>","Grant Degginger","22"
"BEL 41-0017","Port of Seattle Commissioner Position No. 2","41","6","9","Total","<NP>","Sam Cho","30"
"BEL 41-0017","Port of Seattle Commissioner Position No. 2","41","6","9","Total","<NP>","Ali Scego","3"
"BEL 41-0017","Port of Seattle Commissioner Position No. 2","41","6","9","Total","<NP>","Write-in","1"
"BEL 41-0017","Port of Seattle Commissioner Position No. 2","41","6","9","Total","<NP>","Preeti Shridhar","3"
"BEL 41-0017","Port of Seattle Commissioner Position No. 2","41","6","9","Total","<NP>","Kelly Charlton","14"
"BEL 41-0017","Port of Seattle Commissioner Position No. 2","41","6","9","Total","<NP>","Dominic Barrera","10"
"BEL 41-0017","Port of Seattle Commissioner Position No. 2","41","6","9","Total","NP","Times Over Voted","1"
"BEL 41-0017","City of Bellevue Council Position No. 1","41","6","9","Total","NP","Registered Voters","604"
"BEL 41-0017","City of Bellevue Council Position No. 1","41","6","9","Total","NP","Times Counted","95"
"BEL 41-0017","City of Bellevue Council Position No. 1","41","6","9","Total","NP","Times Under Voted","6"
"BEL 41-0017","City of Bellevue Council Position No. 1","41","6","9","Total","<NP>","John Stokes","51"
"BEL 41-0017","City of Bellevue Council Position No. 1","41","6","9","Total","<NP>","Holly Zhang","22"
"BEL 41-0017","City of Bellevue Council Position No. 1","41","6","9","Total","<NP>","Martin Acevedo","16"
"BEL 41-0017","City of Bellevue Council Position No. 1","41","6","9","Total","<NP>","Write-in","0"
"BEL 41-0017","City of Bellevue Council Position No. 1","41","6","9","Total","NP","Times Over Voted","0"
"BEL 41-0017","City of Bellevue Council Position No. 7","41","6","9","Total","NP","Registered Voters","604"
"BEL 41-0017","City of Bellevue Council Position No. 7","41","6","9","Total","NP","Times Counted","95"
"BEL 41-0017","City of Bellevue Council Position No. 7","41","6","9","Total","NP","Times Under Voted","5"
"BEL 41-0017","City of Bellevue Council Position No. 7","41","6","9","Total","<NP>","Write-in","1"
"BEL 41-0017","City of Bellevue Council Position No. 7","41","6","9","Total","<NP>","James Bible","27"
"BEL 41-0017","City of Bellevue Council Position No. 7","41","6","9","Total","<NP>","Jennifer Robertson","47"
"BEL 41-0017","City of Bellevue Council Position No. 7","41","6","9","Total","<NP>","Marguerite Ye","11"
"BEL 41-0017","City of Bellevue Council Position No. 7","41","6","9","Total","<NP>","Randy Grein","4"
"BEL 41-0017","City of Bellevue Council Position No. 7","41","6","9","Total","NP","Times Over Voted","0"
"BEL 41-0017","King County Proposition No. 1","41","6","9","Total","NP","Registered Voters","604"
"BEL 41-0017","King County Proposition No. 1","41","6","9","Total","NP","Times Counted","95"
"BEL 41-0017","King County Proposition No. 1","41","6","9","Total","NP","Times Under Voted","5"
"BEL 41-0017","King County Proposition No. 1","41","6","9","Total","<NP>","Approved","45"
"BEL 41-0017","King County Proposition No. 1","41","6","9","Total","<NP>","Rejected","45"
"BEL 41-0017","King County Proposition No. 1","41","6","9","Total","NP","Times Over Voted","0"
"BEL 41-0017","City of Bellevue Council Position No. 3","41","6","9","Total","NP","Registered Voters","604"
"BEL 41-0017","City of Bellevue Council Position No. 3","41","6","9","Total","NP","Times Counted","95"
"BEL 41-0017","City of Bellevue Council Position No. 3","41","6","9","Total","NP","Times Under Voted","5"
"BEL 41-0017","City of Bellevue Council Position No. 3","41","6","9","Total","<NP>","Stephanie Walter","33"
"BEL 41-0017","City of Bellevue Council Position No. 3","41","6","9","Total","<NP>","Kya Michael Aatai","4"
"BEL 41-0017","City of Bellevue Council Position No. 3","41","6","9","Total","<NP>","Jeremy Barksdale","53"
"BEL 41-0017","City of Bellevue Council Position No. 3","41","6","9","Total","<NP>","Write-in","0"
"BEL 41-0017","City of Bellevue Council Position No. 3","41","6","9","Total","NP","Times Over Voted","0"
"BEL 48-0153","Port of Seattle Commissioner Position No. 5","48","6","9","Total","NP","Registered Voters","356"
"BEL 48-0153","Port of Seattle Commissioner Position No. 5","48","6","9","Total","NP","Times Counted","61"
"BEL 48-0153","Port of Seattle Commissioner Position No. 5","48","6","9","Total","NP","Times Under Voted","2"
"BEL 48-0153","Port of Seattle Commissioner Position No. 5","48","6","9","Total","<NP>","Garth Jacobson","11"
"BEL 48-0153","Port of Seattle Commissioner Position No. 5","48","6","9","Total","<NP>","Write-in","1"
"BEL 48-0153","Port of Seattle Commissioner Position No. 5","48","6","9","Total","<NP>","Jordan Lemmon","6"
"BEL 48-0153","Port of Seattle Commissioner Position No. 5","48","6","9","Total","<NP>","Fred Felleman","41"
"BEL 48-0153","Port of Seattle Commissioner Position No. 5","48","6","9","Total","NP","Times Over Voted","0"
"BEL 48-0153","City of Bellevue Council Position No. 5","48","6","9","Total","NP","Registered Voters","356"
"BEL 48-0153","City of Bellevue Council Position No. 5","48","6","9","Total","NP","Times Counted","61"
"BEL 48-0153","City of Bellevue Council Position No. 5","48","6","9","Total","NP","Times Under Voted","1"
"BEL 48-0153","City of Bellevue Council Position No. 5","48","6","9","Total","<NP>","JD Yu","2"
"BEL 48-0153","City of Bellevue Council Position No. 5","48","6","9","Total","<NP>","Janice Zahn","39"
"BEL 48-0153","City of Bellevue Council Position No. 5","48","6","9","Total","<NP>","Mark Wilson","18"
"BEL 48-0153","City of Bellevue Council Position No. 5","48","6","9","Total","<NP>","Write-in","0"
"BEL 48-0153","City of Bellevue Council Position No. 5","48","6","9","Total","NP","Times Over Voted","1"
"BEL 48-0153","Port of Seattle Commissioner Position No. 2","48","6","9","Total","NP","Registered Voters","356"
"BEL 48-0153","Port of Seattle Commissioner Position No. 2","48","6","9","Total","NP","Times Counted","61"
"BEL 48-0153","Port of Seattle Commissioner Position No. 2","48","6","9","Total","NP","Times Under Voted","3"
"BEL 48-0153","Port of Seattle Commissioner Position No. 2","48","6","9","Total","<NP>","Nina Martinez","2"
"BEL 48-0153","Port of Seattle Commissioner Position No. 2","48","6","9","Total","<NP>","Grant Degginger","26"
"BEL 48-0153","Port of Seattle Commissioner Position No. 2","48","6","9","Total","<NP>","Sam Cho","10"
"BEL 48-0153","Port of Seattle Commissioner Position No. 2","48","6","9","Total","<NP>","Ali Scego","1"
"BEL 48-0153","Port of Seattle Commissioner Position No. 2","48","6","9","Total","<NP>","Write-in","0"
"BEL 48-0153","Port of Seattle Commissioner Position No. 2","48","6","9","Total","<NP>","Preeti Shridhar","8"
"BEL 48-0153","Port of Seattle Commissioner Position No. 2","48","6","9","Total","<NP>","Kelly Charlton","10"
"BEL 48-0153","Port of Seattle Commissioner Position No. 2","48","6","9","Total","<NP>","Dominic Barrera","1"
"BEL 48-0153","Port of Seattle Commissioner Position No. 2","48","6","9","Total","NP","Times Over Voted","0"
"BEL 48-0153","City of Bellevue Council Position No. 1","48","6","9","Total","NP","Registered Voters","356"
"BEL 48-0153","City of Bellevue Council Position No. 1","48","6","9","Total","NP","Times Counted","61"
"BEL 48-0153","City of Bellevue Council Position No. 1","48","6","9","Total","NP","Times Under Voted","2"
"BEL 48-0153","City of Bellevue Council Position No. 1","48","6","9","Total","<NP>","John Stokes","34"
"BEL 48-0153","City of Bellevue Council Position No. 1","48","6","9","Total","<NP>","Holly Zhang","19"
"BEL 48-0153","City of Bellevue Council Position No. 1","48","6","9","Total","<NP>","Martin Acevedo","6"
"BEL 48-0153","City of Bellevue Council Position No. 1","48","6","9","Total","<NP>","Write-in","0"
"BEL 48-0153","City of Bellevue Council Position No. 1","48","6","9","Total","NP","Times Over Voted","0"
"BEL 48-0153","City of Bellevue Council Position No. 7","48","6","9","Total","NP","Registered Voters","356"
"BEL 48-0153","City of Bellevue Council Position No. 7","48","6","9","Total","NP","Times Counted","61"
"BEL 48-0153","City of Bellevue Council Position No. 7","48","6","9","Total","NP","Times Under Voted","2"
"BEL 48-0153","City of Bellevue Council Position No. 7","48","6","9","Total","<NP>","Write-in","0"
"BEL 48-0153","City of Bellevue Council Position No. 7","48","6","9","Total","<NP>","James Bible","24"
"BEL 48-0153","City of Bellevue Council Position No. 7","48","6","9","Total","<NP>","Jennifer Robertson","22"
"BEL 48-0153","City of Bellevue Council Position No. 7","48","6","9","Total","<NP>","Marguerite Ye","4"
"BEL 48-0153","City of Bellevue Council Position No. 7","48","6","9","Total","<NP>","Randy Grein","8"
"BEL 48-0153","City of Bellevue Council Position No. 7","48","6","9","Total","NP","Times Over Voted","1"
"BEL 48-0153","King County Proposition No. 1","48","6","9","Total","NP","Registered Voters","356"
"BEL 48-0153","King County Proposition No. 1","48","6","9","Total","NP","Times Counted","61"
"BEL 48-0153","King County Proposition No. 1","48","6","9","Total","NP","Times Under Voted","7"
"BEL 48-0153","King County Proposition No. 1","48","6","9","Total","<NP>","Approved","26"
"BEL 48-0153","King County Proposition No. 1","48","6","9","Total","<NP>","Rejected","27"
"BEL 48-0153","King County Proposition No. 1","48","6","9","Total","NP","Times Over Voted","1"
"BEL 48-0153","City of Bellevue Council Position No. 3","48","6","9","Total","NP","Registered Voters","356"
"BEL 48-0153","City of Bellevue Council Position No. 3","48","6","9","Total","NP","Times Counted","61"
"BEL 48-0153","City of Bellevue Council Position No. 3","48","6","9","Total","NP","Times Under Voted","1"
"BEL 48-0153","City of Bellevue Council Position No. 3","48","6","9","Total","<NP>","Stephanie Walter","12"
"BEL 48-0153","City of Bellevue Council Position No. 3","48","6","9","Total","<NP>","Kya Michael Aatai","7"
"BEL 48-0153","City of Bellevue Council Position No. 3","48","6","9","Total","<NP>","Jeremy Barksdale","41"
"BEL 48-0153","City of Bellevue Council Position No. 3","48","6","9","Total","<NP>","Write-in","0"
"BEL 48-0153","City of Bellevue Council Position No. 3","48","6","9","Total","NP","Times Over Voted","0"
"SEA 34-1515","Seattle School District No. 1 Director District No. 6 Director District No. 6","34","8","7","Total","NP","Registered Voters","414"
"SEA 34-1515","Seattle School District No. 1 Director District No. 6 Director District No. 6","34","8","7","Total","NP","Times Counted","87"
"SEA 34-1515","Seattle School District No. 1 Director District No. 6 Director District No. 6","34","8","7","Total","NP","Times Under Voted","13"
"SEA 34-1515","Seattle School District No. 1 Director District No. 6 Director District No. 6","34","8","7","Total","<NP>","Leslie S. Harris","45"
"SEA 34-1515","Seattle School District No. 1 Director District No. 6 Director District No. 6","34","8","7","Total","<NP>","Molly E. Mitchell","26"
"SEA 34-1515","Seattle School District No. 1 Director District No. 6 Director District No. 6","34","8","7","Total","<NP>","Write-in","0"
"SEA 34-1515","Seattle School District No. 1 Director District No. 6 Director District No. 6","34","8","7","Total","<NP>","Crystal S. Liston","3"
"SEA 34-1515","Seattle School District No. 1 Director District No. 6 Director District No. 6","34","8","7","Total","NP","Times Over Voted","0"
"SEA 34-1515","Port of Seattle Commissioner Position No. 5","34","8","7","Total","NP","Registered Voters","414"
"SEA 34-1515","Port of Seattle Commissioner Position No. 5","34","8","7","Total","NP","Times Counted","87"
"SEA 34-1515","Port of Seattle Commissioner Position No. 5","34","8","7","Total","NP","Times Under Voted","11"
"SEA 34-1515","Port of Seattle Commissioner Position No. 5","34","8","7","Total","<NP>","Garth Jacobson","11"
"SEA 34-1515","Port of Seattle Commissioner Position No. 5","34","8","7","Total","<NP>","Write-in","0"
"SEA 34-1515","Port of Seattle Commissioner Position No. 5","34","8","7","Total","<NP>","Jordan Lemmon","11"
"SEA 34-1515","Port of Seattle Commissioner Position No. 5","34","8","7","Total","<NP>","Fred Felleman","54"
"SEA 34-1515","Port of Seattle Commissioner Position No. 5","34","8","7","Total","NP","Times Over Voted","0"
"SEA 34-1515","Port of Seattle Commissioner Position No. 2","34","8","7","Total","NP","Registered Voters","414"
"SEA 34-1515","Port of Seattle Commissioner Position No. 2","34","8","7","Total","NP","Times Counted","87"
"SEA 34-1515","Port of Seattle Commissioner Position No. 2","34","8","7","Total","NP","Times Under Voted","9"
"SEA 34-1515","Port of Seattle Commissioner Position No. 2","34","8","7","Total","<NP>","Nina Martinez","6"
"SEA 34-1515","Port of Seattle Commissioner Position No. 2","34","8","7","Total","<NP>","Grant Degginger","14"
"SEA 34-1515","Port of Seattle Commissioner Position No. 2","34","8","7","Total","<NP>","Sam Cho","36"
"SEA 34-1515","Port of Seattle Commissioner Position No. 2","34","8","7","Total","<NP>","Ali Scego","2"
"SEA 34-1515","Port of Seattle Commissioner Position No. 2","34","8","7","Total","<NP>","Write-in","0"
"SEA 34-1515","Port of Seattle Commissioner Position No. 2","34","8","7","Total","<NP>","Preeti Shridhar","10"
"SEA 34-1515","Port of Seattle Commissioner Position No. 2","34","8","7","Total","<NP>","Kelly Charlton","6"
"SEA 34-1515","Port of Seattle Commissioner Position No. 2","34","8","7","Total","<NP>","Dominic Barrera","4"
"SEA 34-1515","Port of Seattle Commissioner Position No. 2","34","8","7","Total","NP","Times Over Voted","0"
"SEA 34-1515","City of Seattle Proposition No. 1","34","8","7","Total","NP","Registered Voters","414"
"SEA 34-1515","City of Seattle Proposition No. 1","34","8","7","Total","NP","Times Counted","87"
"SEA 34-1515","City of Seattle Proposition No. 1","34","8","7","Total","NP","Times Under Voted","0"
"SEA 34-1515","City of Seattle Proposition No. 1","34","8","7","Total","<NP>","No","23"
"SEA 34-1515","City of Seattle Proposition No. 1","34","8","7","Total","<NP>","Yes","64"
"SEA 34-1515","City of Seattle Proposition No. 1","34","8","7","Total","NP","Times Over Voted","0"
"SEA 34-1515","Council District No. 8 Council District No. 8","34","8","7","Total","NP","Registered Voters","414"
"SEA 34-1515","Council District No. 8 Council District No. 8","34","8","7","Total","NP","Times Counted","87"
"SEA 34-1515","Council District No. 8 Council District No. 8","34","8","7","Total","NP","Times Under Voted","5"
"SEA 34-1515","Council District No. 8 Council District No. 8","34","8","7","Total","<NP>","Write-in","0"
"SEA 34-1515","Council District No. 8 Council District No. 8","34","8","7","Total","<NP>","Goodspaceguy","3"
"SEA 34-1515","Council District No. 8 Council District No. 8","34","8","7","Total","<NP>","Michael Robert Neher","6"
"SEA 34-1515","Council District No. 8 Council District No. 8","34","8","7","Total","<NP>","Joe McDermott","73"
"SEA 34-1515","Council District No. 8 Council District No. 8","34","8","7","Total","NP","Times Over Voted","0"
"SEA 34-1515","King County Proposition No. 1","34","8","7","Total","NP","Registered Voters","414"
"SEA 34-1515","King County Proposition No. 1","34","8","7","Total","NP","Times Counted","87"
"SEA 34-1515","King County Proposition No. 1","34","8","7","Total","NP","Times Under Voted","5"
"SEA 34-1515","King County Proposition No. 1","34","8","7","Total","<NP>","Approved","60"
"SEA 34-1515","King County Proposition No. 1","34","8","7","Total","<NP>","Rejected","22"
"SEA 34-1515","King County Proposition No. 1","34","8","7","Total","NP","Times Over Voted","0"
"SEA 34-1515","City of Seattle Council District No. 1 Council District No. 1","34","8","7","Total","NP","Registered Voters","414"
"SEA 34-1515","City of Seattle Council District No. 1 Council District No. 1","34","8","7","Total","NP","Times Counted","87"
"SEA 34-1515","City of Seattle Council District No. 1 Council District No. 1","34","8","7","Total","NP","Times Under Voted","1"
"SEA 34-1515","City of Seattle Council District No. 1 Council District No. 1","34","8","7","Total","<NP>","Write-in","1"
"SEA 34-1515","City of Seattle Council District No. 1 Council District No. 1","34","8","7","Total","<NP>","Phil Tavel","26"
"SEA 34-1515","City of Seattle Council District No. 1 Council District No. 1","34","8","7","Total","<NP>","Brendan Kolding","7"
"SEA 34-1515","City of Seattle Council District No. 1 Council District No. 1","34","8","7","Total","<NP>","Lisa Herbold","52"
"SEA 34-1515","City of Seattle Council District No. 1 Council District No. 1","34","8","7","Total","NP","Times Over Voted","0"
"SEA 34-1516","Seattle School District No. 1 Director District No. 6 Director District No. 6","34","8","7","Total","NP","Registered Voters","416"
"SEA 34-1516","Seattle School District No. 1 Director District No. 6 Director District No. 6","34","8","7","Total","NP","Times Counted","96"
"SEA 34-1516","Seattle School District No. 1 Director District No. 6 Director District No. 6","34","8","7","Total","NP","Times Under Voted","17"
"SEA 34-1516","Seattle School District No. 1 Director District No. 6 Director District No. 6","34","8","7","Total","<NP>","Leslie S. Harris","44"
"SEA 34-1516","Seattle School District No. 1 Director District No. 6 Director District No. 6","34","8","7","Total","<NP>","Molly E. Mitchell","26"
"SEA 34-1516","Seattle School District No. 1 Director District No. 6 Director District No. 6","34","8","7","Total","<NP>","Write-in","2"
"SEA 34-1516","Seattle School District No. 1 Director District No. 6 Director District No. 6","34","8","7","Total","<NP>","Crystal S. Liston","7"
"SEA 34-1516","Seattle School District No. 1 Director District No. 6 Director District No. 6","34","8","7","Total","NP","Times Over Voted","0"
"SEA 34-1516","Port of Seattle Commissioner Position No. 5","34","8","7","Total","NP","Registered Voters","416"
"SEA 34-1516","Port of Seattle Commissioner Position No. 5","34","8","7","Total","NP","Times Counted","96"
"SEA 34-1516","Port of Seattle Commissioner Position No. 5","34","8","7","Total","NP","Times Under Voted","10"
"SEA 34-1516","Port of Seattle Commissioner Position No. 5","34","8","7","Total","<NP>","Garth Jacobson","12"
"SEA 34-1516","Port of Seattle Commissioner Position No. 5","34","8","7","Total","<NP>","Write-in","3"
"SEA 34-1516","Port of Seattle Commissioner Position No. 5","34","8","7","Total","<NP>","Jordan Lemmon","2"
"SEA 34-1516","Port of Seattle Commissioner Position No. 5","34","8","7","Total","<NP>","Fred Felleman","69"
"SEA 34-1516","Port of Seattle Commissioner Position No. 5","34","8","7","Total","NP","Times Over Voted","0"
"SEA 34-1516","Port of Seattle Commissioner Position No. 2","34","8","7","Total","NP","Registered Voters","416"
"SEA 34-1516","Port of Seattle Commissioner Position No. 2","34","8","7","Total","NP","Times Counted","96"
"SEA 34-1516","Port of Seattle Commissioner Position No. 2","34","8","7","Total","NP","Times Under Voted","10"
"SEA 34-1516","Port of Seattle Commissioner Position No. 2","34","8","7","Total","<NP>","Nina Martinez","1"
"SEA 34-1516","Port of Seattle Commissioner Position No. 2","34","8","7","Total","<NP>","Grant Degginger","24"
"SEA 34-1516","Port of Seattle Commissioner Position No. 2","34","8","7","Total","<NP>","Sam Cho","29"
"SEA 34-1516","Port of Seattle Commissioner Position No. 2","34","8","7","Total","<NP>","Ali Scego","5"
"SEA 34-1516","Port of Seattle Commissioner Position No. 2","34","8","7","Total","<NP>","Write-in","1"
"SEA 34-1516","Port of Seattle Commissioner Position No. 2","34","8","7","Total","<NP>","Preeti Shridhar","11"
"SEA 34-1516","Port of Seattle Commissioner Position No. 2","34","8","7","Total","<NP>","Kelly Charlton","7"
"SEA 34-1516","Port of Seattle Commissioner Position No. 2","34","8","7","Total","<NP>","Dominic Barrera","8"
"SEA 34-1516","Port of Seattle Commissioner Position No. 2","34","8","7","Total","NP","Times Over Voted","0"
"SEA 34-1516","City of Seattle Proposition No. 1","34","8","7","Total","NP","Registered Voters","416"
"SEA 34-1516","City of Seattle Proposition No. 1","34","8","7","Total","NP","Times Counted","96"
"SEA 34-1516","City of Seattle Proposition No. 1","34","8","7","Total","NP","Times Under Voted","1"
"SEA 34-1516","City of Seattle Proposition No. 1","34","8","7","Total","<NP>","No","34"
"SEA 34-1516","City of Seattle Proposition No. 1","34","8","7","Total","<NP>","Yes","61"
"SEA 34-1516","City of Seattle Proposition No. 1","34","8","7","Total","NP","Times Over Voted","0"
"SEA 34-1516","Council District No. 8 Council District No. 8","34","8","7","Total","NP","Registered Voters","416"
"SEA 34-1516","Council District No. 8 Council District No. 8","34","8","7","Total","NP","Times Counted","96"
"SEA 34-1516","Council District No. 8 Council District No. 8","34","8","7","Total","NP","Times Under Voted","7"
"SEA 34-1516","Council District No. 8 Council District No. 8","34","8","7","Total","<NP>","Write-in","1"
"SEA 34-1516","Council District No. 8 Council District No. 8","34","8","7","Total","<NP>","Goodspaceguy","4"
"SEA 34-1516","Council District No. 8 Council District No. 8","34","8","7","Total","<NP>","Michael Robert Neher","9"
"SEA 34-1516","Council District No. 8 Council District No. 8","34","8","7","Total","<NP>","Joe McDermott","75"
"SEA 34-1516","Council District No. 8 Council District No. 8","34","8","7","Total","NP","Times Over Voted","0"
"SEA 34-1516","King County Proposition No. 1","34","8","7","Total","NP","Registered Voters","416"
"SEA 34-1516","King County Proposition No. 1","34","8","7","Total","NP","Times Counted","96"
"SEA 34-1516","King County Proposition No. 1","34","8","7","Total","NP","Times Under Voted","3"
"SEA 34-1516","King County Proposition No. 1","34","8","7","Total","<NP>","Approved","67"
"SEA 34-1516","King County Proposition No. 1","34","8","7","Total","<NP>","Rejected","26"
"SEA 34-1516","King County Proposition No. 1","34","8","7","Total","NP","Times Over Voted","0"
"SEA 34-1516","City of Seattle Council District No. 1 Council District No. 1","34","8","7","Total","NP","Registered Voters","416"
"SEA 34-1516","City of Seattle Council District No. 1 Council District No. 1","34","8","7","Total","NP","Times Counted","96"
"SEA 34-1516","City of Seattle Council District No. 1 Council District No. 1","34","8","7","Total","NP","Times Under Voted","2"
"SEA 34-1516","City of Seattle Council District No. 1 Council District No. 1","34","8","7","Total","<NP>","Write-in","1"
"SEA 34-1516","City of Seattle Council District No. 1 Council District No. 1","34","8","7","Total","<NP>","Phil Tavel","24"
"SEA 34-1516","City of Seattle Council District No. 1 Council District No. 1","34","8","7","Total","<NP>","Brendan Kolding","13"
"SEA 34-1516","City of Seattle Council District No. 1 Council District No. 1","34","8","7","Total","<NP>","Lisa Herbold","56"
"SEA 34-1516","City of Seattle Council District No. 1 Council District No. 1","34","8","7","Total","NP","Times Over Voted","0"
