"race","precinct","leg","cc","countergroup","countertype","count"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0539","11","5","Absentee","Times Counted","110"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0539","11","5","Absentee","Times Over Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0719","11","9","Absentee","APPROVED","40"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0719","11","9","Absentee","Registered Voters","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0719","11","9","Absentee","REJECTED","33"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0719","11","9","Absentee","Times Blank Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0719","11","9","Absentee","Times Counted","73"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0719","11","9","Absentee","Times Over Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0738","11","5","Absentee","APPROVED","135"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0738","11","5","Absentee","Registered Voters","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0738","11","5","Absentee","REJECTED","111"
"BIG BEND","KING COUNTY FIRE DISTRICT NO. 45 PROPOSITION NO. 1",,,"167",,
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0738","11","5","Absentee","Times Blank Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0738","11","5","Absentee","Times Counted","246"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0738","11","5","Absentee","Times Over Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0804","11","5","Absentee","APPROVED","109"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0804","11","5","Absentee","Registered Voters","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0804","11","5","Absentee","REJECTED","70"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0804","11","5","Absentee","Times Blank Voted","1"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0804","11","5","Absentee","Times Counted","180"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0804","11","5","Absentee","Times Over Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0962","11","9","Absentee","APPROVED","39"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0962","11","9","Absentee","Registered Voters","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0962","11","9","Absentee","REJECTED","14"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0962","11","9","Absentee","Times Blank Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0962","11","9","Absentee","Times Counted","53"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0962","11","9","Absentee","Times Over Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0966","11","5","Absentee","APPROVED","14"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0966","11","5","Absentee","Registered Voters","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0966","11","5","Absentee","REJECTED","7"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0966","11","5","Absentee","Times Blank Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0966","11","5","Absentee","Times Counted","21"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0966","11","5","Absentee","Times Over Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0967","11","5","Absentee","APPROVED","89"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0967","11","5","Absentee","Registered Voters","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0967","11","5","Absentee","REJECTED","58"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0967","11","5","Absentee","Times Blank Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0967","11","5","Absentee","Times Counted","147"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0967","11","5","Absentee","Times Over Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0970","11","5","Absentee","APPROVED","36"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0970","11","5","Absentee","Registered Voters","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0970","11","5","Absentee","REJECTED","26"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0970","11","5","Absentee","Times Blank Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0970","11","5","Absentee","Times Counted","62"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0970","11","5","Absentee","Times Over Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0971","11","5","Absentee","APPROVED","58"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0971","11","5","Absentee","Registered Voters","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0971","11","5","Absentee","REJECTED","35"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0971","11","5","Absentee","Times Blank Voted","1"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0971","11","5","Absentee","Times Counted","94"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0971","11","5","Absentee","Times Over Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0973","11","9","Absentee","APPROVED","81"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0973","11","9","Absentee","Registered Voters","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0973","11","9","Absentee","REJECTED","56"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0973","11","9","Absentee","Times Blank Voted","1"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0973","11","9","Absentee","Times Counted","138"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0973","11","9","Absentee","Times Over Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0975","11","9","Absentee","APPROVED","91"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0975","11","9","Absentee","Registered Voters","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0975","11","9","Absentee","REJECTED","74"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0975","11","9","Absentee","Times Blank Voted","2"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0975","11","9","Absentee","Times Counted","167"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0975","11","9","Absentee","Times Over Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0978","11","9","Absentee","APPROVED","56"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0978","11","9","Absentee","Registered Voters","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0978","11","9","Absentee","REJECTED","54"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0978","11","9","Absentee","Times Blank Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0978","11","9","Absentee","Times Counted","110"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0978","11","9","Absentee","Times Over Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0979","11","9","Absentee","APPROVED","37"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0979","11","9","Absentee","Registered Voters","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0979","11","9","Absentee","REJECTED","45"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0979","11","9","Absentee","Times Blank Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0979","11","9","Absentee","Times Counted","82"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0979","11","9","Absentee","Times Over Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0980","11","9","Absentee","APPROVED","58"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0980","11","9","Absentee","Registered Voters","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0980","11","9","Absentee","REJECTED","22"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0980","11","9","Absentee","Times Blank Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0980","11","9","Absentee","Times Counted","80"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0980","11","9","Absentee","Times Over Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0981","11","9","Absentee","APPROVED","166"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0981","11","9","Absentee","Registered Voters","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0981","11","9","Absentee","REJECTED","102"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0981","11","9","Absentee","Times Blank Voted","1"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0981","11","9","Absentee","Times Counted","269"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0981","11","9","Absentee","Times Over Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0984","11","9","Absentee","APPROVED","59"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0984","11","9","Absentee","Registered Voters","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0984","11","9","Absentee","REJECTED","22"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0984","11","9","Absentee","Times Blank Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0984","11","9","Absentee","Times Counted","81"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0984","11","9","Absentee","Times Over Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0985","11","5","Absentee","APPROVED","74"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0985","11","5","Absentee","Registered Voters","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0985","11","5","Absentee","REJECTED","51"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0985","11","5","Absentee","Times Blank Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0985","11","5","Absentee","Times Counted","125"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0985","11","5","Absentee","Times Over Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0986","11","5","Absentee","APPROVED","151"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0986","11","5","Absentee","Registered Voters","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0986","11","5","Absentee","REJECTED","82"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0986","11","5","Absentee","Times Blank Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0986","11","5","Absentee","Times Counted","233"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0986","11","5","Absentee","Times Over Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0988","11","9","Absentee","APPROVED","64"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0988","11","9","Absentee","Registered Voters","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0988","11","9","Absentee","REJECTED","37"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0988","11","9","Absentee","Times Blank Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0988","11","9","Absentee","Times Counted","101"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0988","11","9","Absentee","Times Over Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0990","11","5","Absentee","APPROVED","50"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0990","11","5","Absentee","Registered Voters","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0990","11","5","Absentee","REJECTED","42"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0990","11","5","Absentee","Times Blank Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0990","11","5","Absentee","Times Counted","92"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0990","11","5","Absentee","Times Over Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0992","11","9","Absentee","APPROVED","31"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0992","11","9","Absentee","Registered Voters","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0992","11","9","Absentee","REJECTED","47"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0992","11","9","Absentee","Times Blank Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0992","11","9","Absentee","Times Counted","78"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0992","11","9","Absentee","Times Over Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0996","11","5","Absentee","APPROVED","95"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0996","11","5","Absentee","Registered Voters","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0996","11","5","Absentee","REJECTED","58"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0996","11","5","Absentee","Times Blank Voted","1"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0996","11","5","Absentee","Times Counted","154"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0996","11","5","Absentee","Times Over Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0997","11","9","Absentee","APPROVED","140"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0997","11","9","Absentee","Registered Voters","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0997","11","9","Absentee","REJECTED","72"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0997","11","9","Absentee","Times Blank Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0997","11","9","Absentee","Times Counted","212"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0997","11","9","Absentee","Times Over Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0998","11","9","Absentee","APPROVED","113"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0998","11","9","Absentee","Registered Voters","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0998","11","9","Absentee","REJECTED","58"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0998","11","9","Absentee","Times Blank Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0998","11","9","Absentee","Times Counted","171"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-0998","11","9","Absentee","Times Over Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-1002","11","9","Absentee","APPROVED","55"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-1002","11","9","Absentee","Registered Voters","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-1002","11","9","Absentee","REJECTED","37"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-1002","11","9","Absentee","Times Blank Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-1002","11","9","Absentee","Times Counted","92"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-1002","11","9","Absentee","Times Over Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-1004","11","9","Absentee","APPROVED","47"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-1004","11","9","Absentee","Registered Voters","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-1004","11","9","Absentee","REJECTED","34"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-1004","11","9","Absentee","Times Blank Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-1004","11","9","Absentee","Times Counted","81"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-1004","11","9","Absentee","Times Over Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-1006","11","9","Absentee","APPROVED","103"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-1006","11","9","Absentee","Registered Voters","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-1006","11","9","Absentee","REJECTED","52"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-1006","11","9","Absentee","Times Blank Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-1006","11","9","Absentee","Times Counted","155"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-1006","11","9","Absentee","Times Over Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-1008","11","5","Absentee","APPROVED","138"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-1008","11","5","Absentee","Registered Voters","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-1008","11","5","Absentee","REJECTED","84"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-1008","11","5","Absentee","Times Blank Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-1008","11","5","Absentee","Times Counted","222"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-1008","11","5","Absentee","Times Over Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-1012","11","5","Absentee","APPROVED","92"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-1012","11","5","Absentee","Registered Voters","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-1012","11","5","Absentee","REJECTED","61"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-1012","11","5","Absentee","Times Blank Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-1012","11","5","Absentee","Times Counted","153"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-1012","11","5","Absentee","Times Over Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-1015","11","5","Absentee","APPROVED","44"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-1015","11","5","Absentee","Registered Voters","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-1015","11","5","Absentee","REJECTED","34"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-1015","11","5","Absentee","Times Blank Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-1015","11","5","Absentee","Times Counted","78"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-1015","11","5","Absentee","Times Over Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-1109","11","5","Absentee","APPROVED","69"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-1109","11","5","Absentee","Registered Voters","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-1109","11","5","Absentee","REJECTED","47"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-1109","11","5","Absentee","Times Blank Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-1109","11","5","Absentee","Times Counted","116"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-1109","11","5","Absentee","Times Over Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-1204","11","5","Absentee","APPROVED","177"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-1204","11","5","Absentee","Registered Voters","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-1204","11","5","Absentee","REJECTED","98"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-1204","11","5","Absentee","Times Blank Voted","1"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-1204","11","5","Absentee","Times Counted","276"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-1204","11","5","Absentee","Times Over Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-2472","11","5","Absentee","APPROVED","102"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-2472","11","5","Absentee","Registered Voters","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-2472","11","5","Absentee","REJECTED","42"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-2472","11","5","Absentee","Times Blank Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-2472","11","5","Absentee","Times Counted","144"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-2472","11","5","Absentee","Times Over Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-2581","11","5","Absentee","APPROVED","122"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-2581","11","5","Absentee","Registered Voters","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-2581","11","5","Absentee","REJECTED","60"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-2581","11","5","Absentee","Times Blank Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-2581","11","5","Absentee","Times Counted","182"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-2581","11","5","Absentee","Times Over Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-2582","11","5","Absentee","APPROVED","60"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-2582","11","5","Absentee","Registered Voters","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-2582","11","5","Absentee","REJECTED","30"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-2582","11","5","Absentee","Times Blank Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-2582","11","5","Absentee","Times Counted","90"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-2582","11","5","Absentee","Times Over Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-2607","11","9","Absentee","APPROVED","74"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-2607","11","9","Absentee","Registered Voters","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-2607","11","9","Absentee","REJECTED","33"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-2607","11","9","Absentee","Times Blank Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-2607","11","9","Absentee","Times Counted","107"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-2607","11","9","Absentee","Times Over Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-2739","11","5","Absentee","APPROVED","41"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-2739","11","5","Absentee","Registered Voters","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-2739","11","5","Absentee","REJECTED","20"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-2739","11","5","Absentee","Times Blank Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-2739","11","5","Absentee","Times Counted","61"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-2739","11","5","Absentee","Times Over Voted","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-2815","11","9","Absentee","APPROVED","80"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-2815","11","9","Absentee","Registered Voters","0"
"RENTON SCHOOL DISTRICT NO. 403 PROPOSITION NO.1","RNT 11-2815","11","9","Absentee","REJECTED","47"
