"impound_no","animal_id","data_source","record_type","link","current_location","animal_name","animal_type","age","animal_gender","animal_breed","animal_color","date","date_type","obfuscated_address","city","state","zip","jurisdiction","obfuscated_latitude","obfuscated_longitude","image","image_alt_text","memo"
"K22-148867","A668836","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2473086","In Public Home","Bunilla Ice",,"Unknown<p/>","Male",,"Unknown","2022-07-16T00:00:00.000","Date Found","116TH  AVE SE & PETROVITSKY ROAD",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2473086","Image Copyright HLP Inc. 2022","<p/>Age: Unknown<p/>Found Near: 116th Ave SE & Petrovitsky Road, Renton WA  98058<p/>Found Date: 2022-07-16<p/>"
"K22-149861","A670652","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A670652","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,"Cat","NO AGE","Female","Domestic Shorthair","Br Brindle","2022-08-17T00:00:00.000","Received on","1000 block of  DIVISION ST","ENUMCLAW","WA","98022","ENUMCLAW",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A670652","Image Copyright HLP Inc. 2022","Received on: 2022-08-17<p/> Found Near: 1000 block of  DIVISION ST<p/> Description: Br Brindle Female Domestic Shorthair Cat<p/> Age: NO AGE<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-149462","A670024","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A670024","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Mouse","Cat","6 WEEKS","Male","Domestic Mediumhair","Buff","2022-08-08T00:00:00.000","Received on","24500 block of  RUSSELL RD S","KENT","WA","98032","KENT","47.382778","-122.25942","https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A670024","Image Copyright HLP Inc. 2022","Received on: 2022-08-08<p/> Found Near: 24500 block of  RUSSELL RD S<p/> Description: Buff Male Domestic Mediumhair Cat<p/> Age: 6 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-149073","A669339","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2475540","In Public Home","Smoke","Dog","Unknown<p/>","Male","Pit Bull","Unknown","2022-07-30T00:00:00.000","Date Found","26900 block of  13TH AVE S",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2475540","Image Copyright HLP Inc. 2022","Description: Extremely sweet, young and not neutered <p/>Age: Unknown<p/>Found Near: 26900 block of  13TH AVE S<p/>Found Date: 2022-07-30<p/>"
"K22-148369","A667943","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2466159","In Public Home",,,"Unknown<p/>","Unknown",,"White","2022-07-11T00:00:00.000","Date Found","THE  PRESERVE AT FORBES CREEK KIRKLAND WA M BUILDING",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2466159","Image Copyright HLP Inc. 2022","Description: Parakeet- mainly white with gray feathers and a blue undertone. Very small<p/>Age: Unknown<p/>Found Near: The Preserve at Forbes Creek Kirkland WA M building, Kirkland WA  98033<p/>Found Date: 2022-07-11<p/>"
"K22-149008","A669150","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A669150","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Amarantha","Cat","2 YEARS","Spayed Female","Domestic Mediumhair","Blk Smoke","2022-07-27T00:00:00.000","Received on","2000 block of  S 360TH ST","FEDERAL WAY","WA","98003","KING COUNTY",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A669150","Image Copyright HLP Inc. 2022","Received on: 2022-07-27<p/> Found Near: 2000 block of  S 360TH ST<p/> Description: Blk Smoke Spayed Female Domestic Mediumhair Cat<p/> Age: 2 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-149336","A669783","Regional Animal Services of King County","FOUND","https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx","In RASKC Foster Home","Nell","Cat","2 YEARS","Female","Domestic Shorthair","Brn Tabby","2022-08-05T00:00:00.000","Received on","900 block of  E WALNUT ST","KENT","WA","98030","KENT",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A669783","Image Copyright HLP Inc. 2022","Received on: 2022-08-05<p/> Found Near: 900 block of  E WALNUT ST<p/> Description: Brn Tabby Female Domestic Shorthair Cat<p/> Age: 2 YEARS<p/> Current Location: In RASKC Foster Home <p/>"
"K22-149658","A670317","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2481100","In Public Home",,"Dog","Unknown<p/>","Male","Smooth Fox Terrier","Black","2022-08-12T00:00:00.000","Date Found","SE  129TH ST. AND 464TH AVE SE",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2481100","Image Copyright HLP Inc. 2022","Description: Black and white with brown on the face, not neutered, docked tail<p/>Age: Unknown<p/>Found Near: SE 129th St. and 464th Ave SE, North Bend WA  98045<p/>Found Date: 2022-08-12<p/>"
"K22-149826","A670603","Regional Animal Services of King County","FOUND","https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx","In RASKC Foster Home",,"Cat","3 DAYS","Female","Domestic Shorthair","White","2022-08-16T00:00:00.000","Received on","43300 block of  SE 77TH ST","SNOQUALMIE","WA","98065","KING COUNTY",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A670603","Image Copyright HLP Inc. 2022","Received on: 2022-08-16<p/> Found Near: 43300 block of  SE 77TH ST<p/> Description: White Female Domestic Shorthair Cat<p/> Age: 3 DAYS<p/> Current Location: In RASKC Foster Home <p/>"
"K22-149390","A669890","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A669890","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Freddy","Barn Cat","4 YEARS","Neutered Male","Domestic Shorthair","Gray / White","2022-08-07T00:00:00.000","Received on","14800 block of  SE 278TH ST","KENT","WA","98042","KENT",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A669890","Image Copyright HLP Inc. 2022","Received on: 2022-08-07<p/> Found Near: 14800 block of  SE 278TH ST<p/> Description: Gray / White Neutered Male Domestic Shorthair Barn Cat<p/> Age: 4 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-149411","A669938","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2479196","In Public Home","Paula Cullin","Cat","Under 1 year<p/>","Male","Russian Blue","Unknown","2022-07-17T00:00:00.000","Date Found","12800 block of  SE 220TH ST","KENT","WA","98031","KENT",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2479196","Image Copyright HLP Inc. 2022","Description: Smallish solid gray male cat not neutered, no microchip.  Very friendly, loud meow.  Came into my house through an open door and stayed.  He goes out in the evening but always comes back.<p/>Age: Under 1 year<p/>Found Near: 12800 block of  SE 220TH ST<p/>Found Date: 2022-07-17<p/>"
"K22-149218","A669585","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2477062","In Public Home","Joshua Stuif",,"Unknown<p/>","Unknown",,"Unknown","2022-08-02T00:00:00.000","Date Found","326TH  ST SW AND 21ST AVE SW",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2477062","Image Copyright HLP Inc. 2022","Description: It is a Green Parakeet. <p/>Age: Unknown<p/>Found Near: 326th St SW and 21st Ave SW, Federal Way WA  98023<p/>Found Date: 2022-08-02<p/>"
"K22-149399","A669920","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A669920","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Louise","Cat","1 YEAR","Spayed Female","Domestic Mediumhair","Black","2022-08-07T00:00:00.000","Received on","24500 block of  RUSSELL RD S","KENT","WA","98032","KENT","47.382778","-122.25942","https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A669920","Image Copyright HLP Inc. 2022","Received on: 2022-08-07<p/> Found Near: 24500 block of  RUSSELL RD S<p/> Description: Black Spayed Female Domestic Mediumhair Cat<p/> Age: 1 YEAR<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-149568","A670188","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A670188","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Bagheera","Cat","8 YEARS","Neutered Male","Bengal","Brn Tabby / Red","2022-08-10T00:00:00.000","Received on","28700 block of  34TH AVE S","AUBURN","WA","98001","KING COUNTY","47.343639","-122.291508","https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A670188","Image Copyright HLP Inc. 2022","Received on: 2022-08-10<p/> Found Near: 28700 block of  34TH AVE S<p/> Description: Brn Tabby / Red Neutered Male Bengal Cat<p/> Age: 8 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-149600","A670232","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2480594","In Public Home",,"Dog","Unknown<p/>","Unknown","Siberian Husky","Unknown","2022-08-10T00:00:00.000","Date Found","N  33RD ST",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2480594","Image Copyright HLP Inc. 2022","<p/>Age: Unknown<p/>Found Near: N 33rd st, Renton WA  98056<p/>Found Date: 2022-08-10<p/>"
"K22-149055","A669285","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A669285","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Zaylee","Cat","1 YEAR","Spayed Female","Domestic Shorthair","Tortie","2022-07-29T00:00:00.000","Received on","23700 block of  SE 473RD ST","ENUMCLAW","WA","98022","KING COUNTY",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A669285","Image Copyright HLP Inc. 2022","Received on: 2022-07-29<p/> Found Near: 23700 block of  SE 473RD ST<p/> Description: Tortie Spayed Female Domestic Shorthair Cat<p/> Age: 1 YEAR<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-149451","A670008","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A670008","Ranch S P Reber 28606 132ND AVE SE KENT, WA 98042","Princesa","Cat","10 WEEKS","Spayed Female","Domestic Shorthair","Black / Black","2022-08-08T00:00:00.000","Received on","13000 block of  SE 236TH PL","KENT","WA","98031","KENT",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A670008","Image Copyright HLP Inc. 2022","Received on: 2022-08-08<p/> Found Near: 13000 block of  SE 236TH PL<p/> Description: Black / Black Spayed Female Domestic Shorthair Cat<p/> Age: 10 WEEKS<p/> Current Location: Ranch S P Reber 28606 132ND AVE SE KENT, WA 98042<p/>"
"K22-148395","A667972","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2466409","In Public Home","Candy Gibbon","Dog","Over 1 year<p/>","Female","Miniature Poodle","White","2022-07-12T00:00:00.000","Date Found","FAIRVIEW  & 142ND",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2466409","Image Copyright HLP Inc. 2022","Description: Small, old, no chip, wearing print collar <p/>Age: Over 1 year<p/>Found Near: FAIRVIEW & 142ND, Renton WA  98058<p/>Found Date: 2022-07-12<p/>"
"K22-149864","A670656","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A670656","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,"Cat","2 YEARS","Female","Domestic Longhair","Bl Brindle","2022-08-17T00:00:00.000","Received on","25300 block of  68TH AVE S","KENT","WA","98032","KENT",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A670656","Image Copyright HLP Inc. 2022","Received on: 2022-08-17<p/> Found Near: 25300 block of  68TH AVE S<p/> Description: Bl Brindle Female Domestic Longhair Cat<p/> Age: 2 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-149828","A670606","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A670606","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Queso","Dog","NO AGE","Neutered Male","Pit Bull / Labrador Retriever","Tan","2022-08-16T00:00:00.000","Received on","17500 block of  ASHWORTH AVE N","SHORELINE","WA","98133","SHORELINE",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A670606","Image Copyright HLP Inc. 2022","Received on: 2022-08-16<p/> Found Near: 17500 block of  ASHWORTH AVE N<p/> Description: Tan Neutered Male Pit Bull / Labrador Retriever Dog<p/> Age: NO AGE<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-149659","A670318","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A670318","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Doug","Dog","9 WEEKS","Neutered Male","Cane Corso / Mix","Black","2022-08-12T00:00:00.000","Received on","2000 block of  S 104TH ST","SEATTLE","WA","98168","KING COUNTY",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A670318","Image Copyright HLP Inc. 2022","Received on: 2022-08-12<p/> Found Near: 2000 block of  S 104TH ST<p/> Description: Black Neutered Male Cane Corso / Mix Dog<p/> Age: 9 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-149457","A670015","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A670015","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Minnie","Cat","6 WEEKS","Female","Domestic Mediumhair","Calico","2022-08-08T00:00:00.000","Received on","24500 block of  RUSSELL RD S","KENT","WA","98032","KENT","47.382778","-122.25942","https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A670015","Image Copyright HLP Inc. 2022","Received on: 2022-08-08<p/> Found Near: 24500 block of  RUSSELL RD S<p/> Description: Calico Female Domestic Mediumhair Cat<p/> Age: 6 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-149481","A670050","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2479502","In Public Home",,"Dog","Over 1 year<p/>","Male","Labrador Retriever","Black","2022-08-08T00:00:00.000","Date Found","188TH  AND 8TH AVE S",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2479502","Image Copyright HLP Inc. 2022","Description: Black lab mix witn white and black specks on paws,male, collar but no tag, friendly. <p/>Age: Over 1 year<p/>Found Near: 188th  and 8th Ave s, Seattle WA  98148<p/>Found Date: 2022-08-08<p/>"
"K22-149057","A669297","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A669297","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Mila","Cat","1 YEAR","Spayed Female","Domestic Shorthair","White / Black","2022-07-29T00:00:00.000","Received on","6300 block of  S 240TH CT","KENT","WA","98032","KENT",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A669297","Image Copyright HLP Inc. 2022","Received on: 2022-07-29<p/> Found Near: 6300 block of  S 240TH CT<p/> Description: White / Black Spayed Female Domestic Shorthair Cat<p/> Age: 1 YEAR<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>"
"K22-149645","A670296","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2480913","In Public Home",,"Dog","Unknown<p/>","Unknown","Siberian Husky","Unknown","2022-08-10T00:00:00.000","Date Found","N  33RD ST",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2480913","Image Copyright HLP Inc. 2022","<p/>Age: Unknown<p/>Found Near: N 33rd st, Renton WA  98056<p/>Found Date: 2022-08-10<p/>"
"K22-149056","A669298","Regional Animal Services of King County","FOUND","https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx",,,"Dead Cat","NO AGE","Unknown","Domestic Shorthair","Org Tabby","2022-07-29T00:00:00.000","Received on","14500 block of  31ST AVE NE","SHORELINE","WA","98155","SHORELINE",,,,"Image Copyright HLP Inc. 2022","Received on: 2022-07-29<p/> Found Near: 14500 block of  31ST AVE NE<p/> Description: Org Tabby Unknown Domestic Shorthair Cat<p/> Age: NO AGE<p/>"
"K22-149366","A669840","Regional Animal Services of King County","FOUND","https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx","In RASKC Foster Home",,"Cat","12 WEEKS","Male","Domestic Shorthair","Brn Tabby / White","2022-08-06T00:00:00.000","Received on","4200 block of  S 164TH ST","TUKWILA","WA","98188","TUKWILA",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A669840","Image Copyright HLP Inc. 2022","Received on: 2022-08-06<p/> Found Near: 4200 block of  S 164TH ST<p/> Description: Brn Tabby / White Male Domestic Shorthair Cat<p/> Age: 12 WEEKS<p/> Current Location: In RASKC Foster Home <p/>"
