"race","precinct","leg","cc","countergroup","countertype","count"
"Attorney General","ARTHUR","5","9","Absentee","Registered Voters","0"
"Attorney General","ARTHUR","5","9","Polling","Rob McKenna","0"
"Attorney General","ARTHUR","5","9","Total","Rob McKenna","203"
"Attorney General","ARTHUR","5","9","Absentee","Rob McKenna","171"
"Attorney General","ARTHUR","5","9","Polling","Rob McKenna","32"
"Attorney General","ARTHUR","5","9","Polling","Times Blank Voted","2"
"Attorney General","ARTHUR","5","9","Polling","Times Blank Voted","1"
"Attorney General","ARTHUR","5","9","Total","Times Blank Voted","18"
"Attorney General","ARTHUR","5","9","Absentee","Times Blank Voted","15"
"Attorney General","ARTHUR","5","9","Total","Times Counted","301"
"Attorney General","ARTHUR","5","9","Polling","Times Counted","42"
"Attorney General","ARTHUR","5","9","Absentee","Times Counted","258"
"Attorney General","ARTHUR","5","9","Polling","Times Counted","1"
"Attorney General","ARTHUR","5","9","Total","Times Over Voted","0"
"Attorney General","ARTHUR","5","9","Polling","Times Over Voted","0"
"Attorney General","ARTHUR","5","9","Absentee","Times Over Voted","0"
"Attorney General","ARTHUR","5","9","Polling","Times Over Voted","0"
"Attorney General","ATKINSON","5","9","Polling","John Ladenburg","2"
"Attorney General","ATKINSON","5","9","Polling","John Ladenburg","7"
"Attorney General","ATKINSON","5","9","Absentee","John Ladenburg","49"
"Attorney General","ATKINSON","5","9","Total","John Ladenburg","58"
"Attorney General","ATKINSON","5","9","Polling","Registered Voters","0"
"Attorney General","ATKINSON","5","9","Total","Registered Voters","563"
"Attorney General","ATKINSON","5","9","Polling","Registered Voters","0"
"Attorney General","ATKINSON","5","9","Absentee","Registered Voters","0"
"Attorney General","ATKINSON","5","9","Absentee","Rob McKenna","110"
"Attorney General","ATKINSON","5","9","Polling","Rob McKenna","1"
"Attorney General","ATKINSON","5","9","Total","Rob McKenna","145"
"Attorney General","ATKINSON","5","9","Polling","Rob McKenna","34"
"Attorney General","ATKINSON","5","9","Absentee","Times Blank Voted","18"
"Attorney General","ATKINSON","5","9","Total","Times Blank Voted","20"
"Attorney General","ATKINSON","5","9","Polling","Times Blank Voted","0"
"Attorney General","ATKINSON","5","9","Polling","Times Blank Voted","2"
"Attorney General","ATKINSON","5","9","Total","Times Counted","223"
"Attorney General","ATKINSON","5","9","Polling","Times Counted","43"
"Attorney General","ATKINSON","5","9","Absentee","Times Counted","177"
"Attorney General","ATKINSON","5","9","Polling","Times Counted","3"
"Attorney General","ATKINSON","5","9","Absentee","Times Over Voted","0"
"Attorney General","ATKINSON","5","9","Total","Times Over Voted","0"
"Attorney General","ATKINSON","5","9","Polling","Times Over Voted","0"
"Attorney General","ATKINSON","5","9","Polling","Times Over Voted","0"
"Attorney General","AUB 30-1066","30","7","Polling","John Ladenburg","9"
"Attorney General","AUB 30-1066","30","7","Absentee","John Ladenburg","54"
"Attorney General","AUB 30-1066","30","7","Total","John Ladenburg","63"
"Attorney General","AUB 30-1066","30","7","Polling","John Ladenburg","0"
"Attorney General","AUB 30-1066","30","7","Total","Registered Voters","360"
"Attorney General","AUB 30-1066","30","7","Polling","Registered Voters","0"
"Attorney General","AUB 30-1066","30","7","Polling","Registered Voters","0"
"Attorney General","AUB 30-1066","30","7","Absentee","Registered Voters","0"
"Attorney General","AUB 30-1066","30","7","Total","Rob McKenna","74"
"Attorney General","AUB 30-1066","30","7","Polling","Rob McKenna","0"
"Attorney General","AUB 30-1066","30","7","Polling","Rob McKenna","21"
"Attorney General","AUB 30-1066","30","7","Absentee","Rob McKenna","53"
"Attorney General","AUB 30-1066","30","7","Total","Times Blank Voted","5"
"Attorney General","AUB 30-1066","30","7","Polling","Times Blank Voted","1"
"Attorney General","AUB 30-1066","30","7","Polling","Times Blank Voted","0"
"Attorney General","AUB 30-1066","30","7","Absentee","Times Blank Voted","4"
"Attorney General","AUB 30-1066","30","7","Absentee","Times Counted","111"
"Attorney General","AUB 30-1066","30","7","Polling","Times Counted","31"
"Attorney General","AUB 30-1066","30","7","Polling","Times Counted","0"
"Attorney General","AUB 30-1066","30","7","Total","Times Counted","142"
"Attorney General","AUB 30-1066","30","7","Total","Times Over Voted","0"
"Attorney General","AUB 30-1066","30","7","Polling","Times Over Voted","0"
"Attorney General","AUB 30-1066","30","7","Polling","Times Over Voted","0"
"Attorney General","AUB 30-1066","30","7","Absentee","Times Over Voted","0"
"Attorney General","AUB 30-2573","30","7","Polling","John Ladenburg","1"
"Attorney General","AUB 30-2573","30","7","Total","John Ladenburg","88"
"Attorney General","AUB 30-2573","30","7","Polling","John Ladenburg","8"
"Attorney General","AUB 30-2573","30","7","Absentee","John Ladenburg","79"
"Attorney General","AUB 30-2573","30","7","Total","Registered Voters","630"
"Attorney General","AUB 30-2573","30","7","Polling","Registered Voters","0"
"Attorney General","AUB 30-2573","30","7","Polling","Registered Voters","0"
"Attorney General","AUB 30-2573","30","7","Absentee","Registered Voters","0"
"Attorney General","AUB 30-2573","30","7","Total","Rob McKenna","134"
"Attorney General","AUB 30-2573","30","7","Polling","Rob McKenna","19"
"Attorney General","AUB 30-2573","30","7","Absentee","Rob McKenna","114"
"Attorney General","AUB 30-2573","30","7","Polling","Rob McKenna","1"
"Attorney General","AUB 30-2573","30","7","Absentee","Times Blank Voted","13"
"Attorney General","AUB 30-2573","30","7","Polling","Times Blank Voted","0"
"Attorney General","AUB 30-2573","30","7","Polling","Times Blank Voted","0"
"Attorney General","AUB 30-2573","30","7","Total","Times Blank Voted","13"
"Attorney General","AUB 30-2573","30","7","Total","Times Counted","235"
"Attorney General","AUB 30-2573","30","7","Polling","Times Counted","27"
"Attorney General","AUB 30-2573","30","7","Polling","Times Counted","2"
"Attorney General","AUB 30-2573","30","7","Absentee","Times Counted","206"
"Attorney General","AUB 30-2573","30","7","Total","Times Over Voted","0"
"Attorney General","AUB 30-2573","30","7","Absentee","Times Over Voted","0"
"Attorney General","AUB 30-2573","30","7","Polling","Times Over Voted","0"
"Attorney General","AUB 30-2573","30","7","Polling","Times Over Voted","0"
"Attorney General","AUB 30-3486","30","7","Absentee","John Ladenburg","3"
"Attorney General","AUB 30-3486","30","7","Polling","John Ladenburg","0"
"Attorney General","AUB 30-3486","30","7","Total","John Ladenburg","3"
"Attorney General","AUB 30-3486","30","7","Polling","John Ladenburg","0"
"Attorney General","AUB 30-3486","30","7","Polling","Registered Voters","0"
"Attorney General","AUB 30-3486","30","7","Total","Registered Voters","18"
"Attorney General","AUB 30-3486","30","7","Polling","Registered Voters","0"
"Attorney General","AUB 30-3486","30","7","Absentee","Registered Voters","0"
"Attorney General","AUB 30-3486","30","7","Polling","Rob McKenna","0"
"Attorney General","AUB 30-3486","30","7","Total","Rob McKenna","5"
"Attorney General","AUB 30-3486","30","7","Polling","Rob McKenna","0"
"Attorney General","AUB 30-3486","30","7","Absentee","Rob McKenna","5"
"Attorney General","AUB 30-3486","30","7","Total","Times Blank Voted","1"
"Attorney General","AUB 30-3486","30","7","Absentee","Times Blank Voted","1"
"Attorney General","AUB 30-3486","30","7","Polling","Times Blank Voted","0"
"Attorney General","AUB 30-3486","30","7","Polling","Times Blank Voted","0"
"Attorney General","AUB 30-3486","30","7","Total","Times Counted","9"
"Attorney General","AUB 30-3486","30","7","Polling","Times Counted","0"
"Attorney General","AUB 30-3486","30","7","Polling","Times Counted","0"
"Attorney General","AUB 30-3486","30","7","Absentee","Times Counted","9"
"Attorney General","AUB 30-3486","30","7","Absentee","Times Over Voted","0"
"Attorney General","AUB 30-3486","30","7","Total","Times Over Voted","0"
"Attorney General","AUB 30-3486","30","7","Polling","Times Over Voted","0"
"Attorney General","AUB 30-3486","30","7","Polling","Times Over Voted","0"
"Attorney General","AUB 30-3518","30","7","Absentee","John Ladenburg","64"
"Attorney General","AUB 30-3518","30","7","Polling","John Ladenburg","4"
"Attorney General","AUB 30-3518","30","7","Total","John Ladenburg","71"
"Attorney General","AUB 30-3518","30","7","Polling","John Ladenburg","3"
"Attorney General","AUB 30-3518","30","7","Polling","Registered Voters","0"
"Attorney General","AUB 30-3518","30","7","Polling","Registered Voters","0"
"Attorney General","AUB 30-3518","30","7","Absentee","Registered Voters","0"
"Attorney General","AUB 30-3518","30","7","Total","Registered Voters","605"
"Attorney General","AUB 30-3518","30","7","Polling","Rob McKenna","7"
"Attorney General","AUB 30-3518","30","7","Total","Rob McKenna","107"
"Attorney General","AUB 30-3518","30","7","Polling","Rob McKenna","2"
"Attorney General","AUB 30-3518","30","7","Absentee","Rob McKenna","98"
"Attorney General","AUB 30-3518","30","7","Total","Times Blank Voted","14"
"Attorney General","AUB 30-3518","30","7","Polling","Times Blank Voted","0"
"Attorney General","AUB 30-3518","30","7","Polling","Times Blank Voted","1"
"Attorney General","AUB 30-3518","30","7","Absentee","Times Blank Voted","13"
"Attorney General","AUB 30-3518","30","7","Polling","Times Counted","5"
"Attorney General","AUB 30-3518","30","7","Total","Times Counted","193"
"Attorney General","AUB 30-3518","30","7","Polling","Times Counted","12"
"Attorney General","AUB 30-3518","30","7","Absentee","Times Counted","176"
"Attorney General","AUB 30-3518","30","7","Polling","Times Over Voted","0"
"Attorney General","AUB 30-3518","30","7","Polling","Times Over Voted","0"
"Attorney General","AUB 30-3518","30","7","Absentee","Times Over Voted","0"
"Attorney General","AUB 30-3518","30","7","Total","Times Over Voted","0"
"Attorney General","AUB 30-3538","30","7","Polling","John Ladenburg","10"
"Attorney General","AUB 30-3538","30","7","Absentee","John Ladenburg","65"
"Attorney General","AUB 30-3538","30","7","Total","John Ladenburg","76"
"Attorney General","AUB 30-3538","30","7","Polling","John Ladenburg","1"
"Attorney General","AUB 30-3538","30","7","Polling","Registered Voters","0"
"Attorney General","AUB 30-3538","30","7","Polling","Registered Voters","0"
"Attorney General","AUB 30-3538","30","7","Absentee","Registered Voters","0"
"Attorney General","AUB 30-3538","30","7","Total","Registered Voters","683"
"Attorney General","AUB 30-3538","30","7","Polling","Rob McKenna","12"
"Attorney General","AUB 30-3538","30","7","Total","Rob McKenna","138"
"Attorney General","AUB 30-3538","30","7","Polling","Rob McKenna","0"
"Attorney General","AUB 30-3538","30","7","Absentee","Rob McKenna","126"
"Attorney General","AUB 30-3538","30","7","Polling","Times Blank Voted","0"
"Attorney General","AUB 30-3538","30","7","Total","Times Blank Voted","11"
"Attorney General","AUB 30-3538","30","7","Polling","Times Blank Voted","0"
"Attorney General","AUB 30-3538","30","7","Absentee","Times Blank Voted","11"
"Attorney General","AUB 30-3538","30","7","Total","Times Counted","225"
"Attorney General","AUB 30-3538","30","7","Polling","Times Counted","1"
"Attorney General","AUB 30-3538","30","7","Polling","Times Counted","22"
"Attorney General","AUB 30-3538","30","7","Absentee","Times Counted","202"
"Attorney General","AUB 30-3538","30","7","Total","Times Over Voted","0"
"Attorney General","AUB 30-3538","30","7","Polling","Times Over Voted","0"
"Attorney General","AUB 30-3538","30","7","Absentee","Times Over Voted","0"
"Attorney General","AUB 30-3538","30","7","Polling","Times Over Voted","0"
"Attorney General","AUB 30-3539","30","7","Absentee","John Ladenburg","49"
"Attorney General","AUB 30-3539","30","7","Total","John Ladenburg","54"
"Attorney General","AUB 30-3539","30","7","Polling","John Ladenburg","0"
"Attorney General","AUB 30-3539","30","7","Polling","John Ladenburg","5"
"Attorney General","AUB 30-3539","30","7","Polling","Registered Voters","0"
"Attorney General","AUB 30-3539","30","7","Absentee","Registered Voters","0"
"Attorney General","AUB 30-3539","30","7","Total","Registered Voters","410"
"Attorney General","AUB 30-3539","30","7","Polling","Registered Voters","0"
"Attorney General","AUB 30-3539","30","7","Polling","Rob McKenna","17"
"Attorney General","AUB 30-3539","30","7","Total","Rob McKenna","79"
"Attorney General","AUB 30-3539","30","7","Absentee","Rob McKenna","62"
"Attorney General","AUB 30-3539","30","7","Polling","Rob McKenna","0"
"Attorney General","AUB 30-3539","30","7","Polling","Times Blank Voted","0"
"Attorney General","AUB 30-3539","30","7","Total","Times Blank Voted","8"
"Attorney General","AUB 30-3539","30","7","Absentee","Times Blank Voted","8"
"Attorney General","AUB 30-3539","30","7","Polling","Times Blank Voted","0"
"Attorney General","AUB 30-3539","30","7","Total","Times Counted","142"
"Attorney General","AUB 30-3539","30","7","Polling","Times Counted","22"
"Attorney General","AUB 30-3539","30","7","Absentee","Times Counted","120"
"Attorney General","AUB 30-3539","30","7","Polling","Times Counted","0"
"Attorney General","AUB 30-3539","30","7","Total","Times Over Voted","0"
"Attorney General","AUB 30-3539","30","7","Polling","Times Over Voted","0"
"Attorney General","AUB 30-3539","30","7","Absentee","Times Over Voted","0"
"Attorney General","AUB 30-3539","30","7","Polling","Times Over Voted","0"
"Attorney General","AUB 31-0042","31","7","Polling","John Ladenburg","0"
"Attorney General","AUB 31-0042","31","7","Total","John Ladenburg","51"
"Attorney General","AUB 31-0042","31","7","Polling","John Ladenburg","6"
"Attorney General","AUB 31-0042","31","7","Absentee","John Ladenburg","45"
"Attorney General","AUB 31-0042","31","7","Total","Registered Voters","513"
"Attorney General","AUB 31-0042","31","7","Polling","Registered Voters","0"
"Attorney General","AUB 31-0042","31","7","Polling","Registered Voters","0"
"Attorney General","AUB 31-0042","31","7","Absentee","Registered Voters","0"
"Attorney General","AUB 31-0042","31","7","Absentee","Rob McKenna","81"
"Attorney General","AUB 31-0042","31","7","Total","Rob McKenna","104"
"Attorney General","AUB 31-0042","31","7","Polling","Rob McKenna","21"
"Attorney General","AUB 31-0042","31","7","Polling","Rob McKenna","2"
"Attorney General","AUB 31-0042","31","7","Total","Times Blank Voted","3"
"Attorney General","AUB 31-0042","31","7","Absentee","Times Blank Voted","1"
"Attorney General","AUB 31-0042","31","7","Polling","Times Blank Voted","2"
"Attorney General","AUB 31-0042","31","7","Polling","Times Blank Voted","0"
"Attorney General","AUB 31-0042","31","7","Total","Times Counted","158"
"Attorney General","AUB 31-0042","31","7","Polling","Times Counted","29"
"Attorney General","AUB 31-0042","31","7","Polling","Times Counted","2"
"Attorney General","AUB 31-0042","31","7","Absentee","Times Counted","127"
"Attorney General","AUB 31-0042","31","7","Polling","Times Over Voted","0"
"Attorney General","AUB 31-0042","31","7","Polling","Times Over Voted","0"
"Attorney General","AUB 31-0042","31","7","Absentee","Times Over Voted","0"
"Attorney General","AUB 31-0042","31","7","Total","Times Over Voted","0"
"Attorney General","AUB 31-0046","31","7","Polling","John Ladenburg","0"
"Attorney General","AUB 31-0046","31","7","Absentee","John Ladenburg","65"
"Attorney General","AUB 31-0046","31","7","Total","John Ladenburg","70"
"Attorney General","AUB 31-0046","31","7","Polling","John Ladenburg","5"
"Attorney General","AUB 31-0046","31","7","Total","Registered Voters","361"
"Attorney General","AUB 31-0046","31","7","Polling","Registered Voters","0"
"Attorney General","AUB 31-0046","31","7","Polling","Registered Voters","0"
"Attorney General","AUB 31-0046","31","7","Absentee","Registered Voters","0"
"Attorney General","AUB 31-0046","31","7","Absentee","Rob McKenna","70"
"Attorney General","AUB 31-0046","31","7","Polling","Rob McKenna","0"
"Attorney General","AUB 31-0046","31","7","Total","Rob McKenna","78"
"Attorney General","AUB 31-0046","31","7","Polling","Rob McKenna","8"
"Attorney General","AUB 31-0046","31","7","Polling","Times Blank Voted","0"
"Attorney General","AUB 31-0046","31","7","Absentee","Times Blank Voted","8"
"Attorney General","AUB 31-0046","31","7","Total","Times Blank Voted","8"
"Attorney General","AUB 31-0046","31","7","Polling","Times Blank Voted","0"
"Attorney General","AUB 31-0046","31","7","Absentee","Times Counted","143"
"Attorney General","AUB 31-0046","31","7","Polling","Times Counted","13"
"Attorney General","AUB 31-0046","31","7","Total","Times Counted","156"
"Attorney General","AUB 31-0046","31","7","Polling","Times Counted","0"
"Attorney General","AUB 31-0046","31","7","Total","Times Over Voted","0"
"Attorney General","AUB 31-0046","31","7","Polling","Times Over Voted","0"
"Attorney General","AUB 31-0046","31","7","Absentee","Times Over Voted","0"
"Attorney General","AUB 31-0046","31","7","Polling","Times Over Voted","0"
"Attorney General","AUB 31-0048","31","7","Polling","John Ladenburg","0"
"Attorney General","AUB 31-0048","31","7","Total","John Ladenburg","29"
"Attorney General","AUB 31-0048","31","7","Polling","John Ladenburg","4"
"Attorney General","AUB 31-0048","31","7","Absentee","John Ladenburg","25"
"Attorney General","AUB 31-0048","31","7","Polling","Registered Voters","0"
"Attorney General","AUB 31-0048","31","7","Total","Registered Voters","191"
"Attorney General","AUB 31-0048","31","7","Polling","Registered Voters","0"
"Attorney General","AUB 31-0048","31","7","Absentee","Registered Voters","0"
"Attorney General","AUB 31-0048","31","7","Absentee","Rob McKenna","20"
"Attorney General","AUB 31-0048","31","7","Polling","Rob McKenna","0"
"Attorney General","AUB 31-0048","31","7","Total","Rob McKenna","27"
"Attorney General","AUB 31-0048","31","7","Polling","Rob McKenna","7"
"Attorney General","AUB 31-0048","31","7","Total","Times Blank Voted","2"
"Attorney General","AUB 31-0048","31","7","Polling","Times Blank Voted","0"
"Attorney General","AUB 31-0048","31","7","Absentee","Times Blank Voted","1"
"Attorney General","AUB 31-0048","31","7","Polling","Times Blank Voted","1"
"Attorney General","AUB 31-0048","31","7","Total","Times Counted","58"
"Attorney General","AUB 31-0048","31","7","Polling","Times Counted","0"
"Attorney General","AUB 31-0048","31","7","Polling","Times Counted","12"
"Attorney General","AUB 31-0048","31","7","Absentee","Times Counted","46"
"Attorney General","AUB 31-0048","31","7","Polling","Times Over Voted","0"
"Attorney General","AUB 31-0048","31","7","Absentee","Times Over Voted","0"
"Attorney General","AUB 31-0048","31","7","Polling","Times Over Voted","0"
"Attorney General","AUB 31-0048","31","7","Total","Times Over Voted","0"
"Attorney General","AUB 31-0049","31","7","Polling","John Ladenburg","1"
"Attorney General","AUB 31-0049","31","7","Absentee","John Ladenburg","48"
"Attorney General","AUB 31-0049","31","7","Total","John Ladenburg","56"
"Attorney General","AUB 31-0049","31","7","Polling","John Ladenburg","7"
"Attorney General","AUB 31-0049","31","7","Total","Registered Voters","440"
"Attorney General","AUB 31-0049","31","7","Polling","Registered Voters","0"
"Attorney General","AUB 31-0049","31","7","Polling","Registered Voters","0"
"Attorney General","AUB 31-0049","31","7","Absentee","Registered Voters","0"
"Attorney General","AUB 31-0049","31","7","Polling","Rob McKenna","0"
"Attorney General","AUB 31-0049","31","7","Absentee","Rob McKenna","52"
"Attorney General","AUB 31-0049","31","7","Polling","Rob McKenna","7"
"Attorney General","AUB 31-0049","31","7","Total","Rob McKenna","59"
"Attorney General","AUB 31-0049","31","7","Total","Times Blank Voted","6"
"Attorney General","AUB 31-0049","31","7","Absentee","Times Blank Voted","6"
"Attorney General","AUB 31-0049","31","7","Polling","Times Blank Voted","0"
"Attorney General","AUB 31-0049","31","7","Polling","Times Blank Voted","0"
"Attorney General","AUB 31-0049","31","7","Total","Times Counted","122"
"Attorney General","AUB 31-0049","31","7","Polling","Times Counted","14"
"Attorney General","AUB 31-0049","31","7","Polling","Times Counted","1"
"Attorney General","AUB 31-0049","31","7","Absentee","Times Counted","107"
"Attorney General","AUB 31-0049","31","7","Polling","Times Over Voted","0"
"Attorney General","AUB 31-0049","31","7","Polling","Times Over Voted","0"
"Attorney General","AUB 31-0049","31","7","Total","Times Over Voted","0"
"Attorney General","AUB 31-0049","31","7","Absentee","Times Over Voted","0"
"Attorney General","AUB 31-0050","31","7","Polling","John Ladenburg","11"
"Attorney General","AUB 31-0050","31","7","Absentee","John Ladenburg","52"
"Attorney General","AUB 31-0050","31","7","Total","John Ladenburg","65"
"Attorney General","AUB 31-0050","31","7","Polling","John Ladenburg","2"
"Attorney General","AUB 31-0050","31","7","Polling","Registered Voters","0"
"Attorney General","AUB 31-0050","31","7","Total","Registered Voters","419"
"Attorney General","AUB 31-0050","31","7","Polling","Registered Voters","0"
"Attorney General","AUB 31-0050","31","7","Absentee","Registered Voters","0"
"Attorney General","AUB 31-0050","31","7","Total","Rob McKenna","63"
"Attorney General","AUB 31-0050","31","7","Polling","Rob McKenna","11"
"Attorney General","AUB 31-0050","31","7","Absentee","Rob McKenna","52"
"Attorney General","AUB 31-0050","31","7","Polling","Rob McKenna","0"
"Attorney General","AUB 31-0050","31","7","Total","Times Blank Voted","7"
"Attorney General","AUB 31-0050","31","7","Absentee","Times Blank Voted","6"
"Attorney General","AUB 31-0050","31","7","Polling","Times Blank Voted","0"
"Attorney General","AUB 31-0050","31","7","Polling","Times Blank Voted","1"
"Attorney General","AUB 31-0050","31","7","Total","Times Counted","135"
"Attorney General","AUB 31-0050","31","7","Absentee","Times Counted","110"
"Attorney General","AUB 31-0050","31","7","Polling","Times Counted","23"
"Attorney General","AUB 31-0050","31","7","Polling","Times Counted","2"
"Attorney General","AUB 31-0050","31","7","Polling","Times Over Voted","0"
"Attorney General","AUB 31-0050","31","7","Absentee","Times Over Voted","0"
"Attorney General","AUB 31-0050","31","7","Total","Times Over Voted","0"
"Attorney General","AUB 31-0050","31","7","Polling","Times Over Voted","0"
"Attorney General","AUB 31-0051","31","7","Polling","John Ladenburg","1"
"Attorney General","AUB 31-0051","31","7","Absentee","John Ladenburg","53"
"Attorney General","AUB 31-0051","31","7","Total","John Ladenburg","67"
"Attorney General","AUB 31-0051","31","7","Polling","John Ladenburg","13"
"Attorney General","AUB 31-0051","31","7","Total","Registered Voters","465"
"Attorney General","AUB 31-0051","31","7","Polling","Registered Voters","0"
"Attorney General","AUB 31-0051","31","7","Polling","Registered Voters","0"
"Attorney General","AUB 31-0051","31","7","Absentee","Registered Voters","0"
"Attorney General","AUB 31-0051","31","7","Absentee","Rob McKenna","49"
"Attorney General","AUB 31-0051","31","7","Polling","Rob McKenna","1"
"Attorney General","AUB 31-0051","31","7","Total","Rob McKenna","57"
"Attorney General","AUB 31-0051","31","7","Polling","Rob McKenna","7"
"Attorney General","AUB 31-0051","31","7","Polling","Times Blank Voted","0"
"Attorney General","AUB 31-0051","31","7","Absentee","Times Blank Voted","3"
"Attorney General","AUB 31-0051","31","7","Total","Times Blank Voted","3"
"Attorney General","AUB 31-0051","31","7","Polling","Times Blank Voted","0"
"Attorney General","AUB 31-0051","31","7","Absentee","Times Counted","105"
"Attorney General","AUB 31-0051","31","7","Polling","Times Counted","20"
"Attorney General","AUB 31-0051","31","7","Total","Times Counted","127"
"Attorney General","AUB 31-0051","31","7","Polling","Times Counted","2"
"Attorney General","AUB 31-0051","31","7","Total","Times Over Voted","0"
"Attorney General","AUB 31-0051","31","7","Polling","Times Over Voted","0"
"Attorney General","AUB 31-0051","31","7","Absentee","Times Over Voted","0"
"Attorney General","AUB 31-0051","31","7","Polling","Times Over Voted","0"
"Attorney General","AUB 31-0053","31","7","Polling","John Ladenburg","2"
"Attorney General","AUB 31-0053","31","7","Total","John Ladenburg","44"
"Attorney General","AUB 31-0053","31","7","Polling","John Ladenburg","0"
"Attorney General","AUB 31-0053","31","7","Absentee","John Ladenburg","42"
"Attorney General","AUB 31-0053","31","7","Polling","Registered Voters","0"
"Attorney General","AUB 31-0053","31","7","Total","Registered Voters","405"
"Attorney General","AUB 31-0053","31","7","Polling","Registered Voters","0"
"Attorney General","AUB 31-0053","31","7","Absentee","Registered Voters","0"
"Attorney General","AUB 31-0053","31","7","Total","Rob McKenna","67"
"Attorney General","AUB 31-0053","31","7","Polling","Rob McKenna","13"
"Attorney General","AUB 31-0053","31","7","Absentee","Rob McKenna","54"
"Attorney General","AUB 31-0053","31","7","Polling","Rob McKenna","0"
"Attorney General","AUB 31-0053","31","7","Total","Times Blank Voted","4"
"Attorney General","AUB 31-0053","31","7","Absentee","Times Blank Voted","4"
"Attorney General","AUB 31-0053","31","7","Polling","Times Blank Voted","0"
"Attorney General","AUB 31-0053","31","7","Polling","Times Blank Voted","0"
"Attorney General","AUB 31-0053","31","7","Total","Times Counted","115"
"Attorney General","AUB 31-0053","31","7","Absentee","Times Counted","100"
"Attorney General","AUB 31-0053","31","7","Polling","Times Counted","15"
"Attorney General","AUB 31-0053","31","7","Polling","Times Counted","0"
"Attorney General","AUB 31-0053","31","7","Polling","Times Over Voted","0"
"Attorney General","AUB 31-0053","31","7","Total","Times Over Voted","0"
"Attorney General","AUB 31-0053","31","7","Polling","Times Over Voted","0"
"Attorney General","AUB 31-0053","31","7","Absentee","Times Over Voted","0"
"Attorney General","AUB 31-0054","31","7","Polling","John Ladenburg","6"
"Attorney General","AUB 31-0054","31","7","Absentee","John Ladenburg","50"
"Attorney General","AUB 31-0054","31","7","Total","John Ladenburg","56"
"Attorney General","AUB 31-0054","31","7","Polling","John Ladenburg","0"
"Attorney General","AUB 31-0054","31","7","Total","Registered Voters","485"
"Attorney General","AUB 31-0054","31","7","Polling","Registered Voters","0"
"Attorney General","AUB 31-0054","31","7","Polling","Registered Voters","0"
"Attorney General","AUB 31-0054","31","7","Absentee","Registered Voters","0"
"Attorney General","AUB 31-0054","31","7","Polling","Rob McKenna","1"
"Attorney General","AUB 31-0054","31","7","Absentee","Rob McKenna","62"
"Attorney General","AUB 31-0054","31","7","Polling","Rob McKenna","15"
"Attorney General","AUB 31-0054","31","7","Total","Rob McKenna","78"
"Attorney General","AUB 31-0054","31","7","Polling","Times Blank Voted","0"
"Attorney General","AUB 31-0054","31","7","Polling","Times Blank Voted","0"
"Attorney General","AUB 31-0054","31","7","Total","Times Blank Voted","5"
"Attorney General","AUB 31-0054","31","7","Absentee","Times Blank Voted","5"
"Attorney General","AUB 31-0054","31","7","Total","Times Counted","139"
"Attorney General","AUB 31-0054","31","7","Polling","Times Counted","21"
"Attorney General","AUB 31-0054","31","7","Absentee","Times Counted","117"
"Attorney General","AUB 31-0054","31","7","Polling","Times Counted","1"
"Attorney General","AUB 31-0054","31","7","Polling","Times Over Voted","0"
"Attorney General","AUB 31-0054","31","7","Total","Times Over Voted","0"
"Attorney General","AUB 31-0054","31","7","Absentee","Times Over Voted","0"
"Attorney General","AUB 31-0054","31","7","Polling","Times Over Voted","0"
"Attorney General","AUB 31-0058","31","7","Polling","John Ladenburg","3"
"Attorney General","AUB 31-0058","31","7","Polling","John Ladenburg","0"
"Attorney General","AUB 31-0058","31","7","Absentee","John Ladenburg","45"
"Attorney General","AUB 31-0058","31","7","Total","John Ladenburg","48"
"Attorney General","AUB 31-0058","31","7","Polling","Registered Voters","0"
"Attorney General","AUB 31-0058","31","7","Polling","Registered Voters","0"
"Attorney General","AUB 31-0058","31","7","Total","Registered Voters","315"
"Attorney General","AUB 31-0058","31","7","Absentee","Registered Voters","0"
"Attorney General","AUB 31-0058","31","7","Absentee","Rob McKenna","64"
"Attorney General","AUB 31-0058","31","7","Polling","Rob McKenna","0"
"Attorney General","AUB 31-0058","31","7","Total","Rob McKenna","74"
"Attorney General","AUB 31-0058","31","7","Polling","Rob McKenna","10"
"Attorney General","AUB 31-0058","31","7","Absentee","Times Blank Voted","4"
"Attorney General","AUB 31-0058","31","7","Polling","Times Blank Voted","0"
"Attorney General","AUB 31-0058","31","7","Polling","Times Blank Voted","0"
"Attorney General","AUB 31-0058","31","7","Total","Times Blank Voted","4"
"Attorney General","AUB 31-0058","31","7","Total","Times Counted","126"
"Attorney General","AUB 31-0058","31","7","Polling","Times Counted","13"
"Attorney General","AUB 31-0058","31","7","Absentee","Times Counted","113"
"Attorney General","AUB 31-0058","31","7","Polling","Times Counted","0"
"Attorney General","AUB 31-0058","31","7","Polling","Times Over Voted","0"
"Attorney General","AUB 31-0058","31","7","Polling","Times Over Voted","0"
"Attorney General","AUB 31-0058","31","7","Absentee","Times Over Voted","0"
"Attorney General","AUB 31-0058","31","7","Total","Times Over Voted","0"
"Attorney General","AUB 31-0062","31","7","Polling","John Ladenburg","17"
"Attorney General","AUB 31-0062","31","7","Polling","John Ladenburg","2"
"Attorney General","AUB 31-0062","31","7","Total","John Ladenburg","86"
"Attorney General","AUB 31-0062","31","7","Absentee","John Ladenburg","67"
