"year","month","fund_name","amount","meta_row_index","meta_row_id"
"2010","1","BENEFITS FUND","1708122.42","0","ff2eabb8a455b2bd530f1ec5e8d6c33f4fd4901b"
"2010","1","CAPITAL PROJECTS FUND","863958.28","1","2beb0f5b82ee2f20b3da4acb6885337ed60e17fe"
"2010","1","CEMETERIES FUND","24378.75","2","d3b81e3f08f4463cd7f2a53afd523319a73c7ab5"
"2010","1","COMMUNITY DEV BLOCK GRANT FUND","158816.31","3","f106d89bf95de6aba128340bee316d5322cfe89b"
"2010","1","CONSERVATION TRUST FUND","17083.72","4","1256e59bf32e0ede5f054c8e2e5ca54b4c6220e2"
"2010","1","CULTURAL SERVICES FUND","371376.09","5","bbc9a49c0a82fa1e89a5e43aa980d8fabcfa0d60"
"2010","1","DATA & COMMUNICATIONS FUND","442963.31","6","b3a1198c1ee08b3b7d09a0dafba5943111ab70d0"
"2010","1","DOWNTOWN DEVELOPMENT AUTHORITY","177430.33","7","57a9e522fb9b18eb49e029c50b441f0c5fb68571"
"2010","1","EMPLOYEES' RETIREMENT FUND","126.42","8","e07a77f12e2e348bcb4361d3308666a0d6f6f63f"
"2010","1","EQUIPMENT FUND","330060.13","9","c01161047662c411c6fee2ea185f666f060735d7"
"2010","1","GENERAL FUND","3932964.25","10","5c2c7f074f2a35959e935adf854800dd78c3375a"
"2010","1","GENERAL IMPROVEMENT DISTRICT 1","59.95","11","7fb6dbae9f98ae6056f98e60a1868a17d7487b96"
"2010","1","GOLF FUND","90520.95","12","df4169bcd35150f71dc39048f2ad1ccf30940209"
"2010","1","HOME INVEST PARTNER GRANT FUND","104941.43","13","15405a20863782dad41fa5d8c6a2135ca2e79fe8"
"2010","1","LIBRARY DISTRICT - OPERATING","458813.66","14","af865b820b947ee19090d1eb300d06c96f94f26c"
"2010","1","LIGHT & POWER FUND","6510402.94","15","919e31caaf25cb0b7915732979c1682be258fdc9"
"2010","1","NATURAL AREAS FUND","297932.18","16","b5ce0689f075dd6256bea869545a30537431c33c"
