"job_title","department","earnings","meta_row_index","meta_row_id"
"REVENUE AND PROJECT MANAGER","SALES TAX","99230.82","138","944c6875a744cea5ade67c1ffc360a72766e92dd"
"CAPTAIN I - 56 HR/WK","POUDRE FIRE AUTHORITY","99212.36","139","90c737b578b1fe038b6a0e5008ab1cd602304d41"
"TRAINING CAPTAIN - 40 HR/WK","POUDRE FIRE AUTHORITY","99173.21","140","3eec2c419e774e17955d7de783fbbf52d1d45f9b"
"IT DIRECTOR - APPLICATION SVCS","INFORMATION TECHNOLOGY","98923.63","141","3c2da3a233b5c1c10d1565b5e4c12b1cd5b35a79"
"SR NETWORK ENGINEER","INFORMATION TECHNOLOGY","98866.52","142","02ac124f68ed499cd383e7dbaae7b65c945e0d65"
"WATER RECLAM / BIOSOLIDS MGR","UT WTR RECLAMA & BIOSOLIDS DIV","98829.07","143","1108f6a697fb1076a21716b1771bfe9ea4b94c85"
"POLICE OFFICER","INVESTIGATIONS","98733.21","144","07ff01700247b1d314798c5b21fb943f33e90df7"
"SPECIAL PROJECTS ENGINEER","ENGINEERING","98355.18","145","5149e3e2616ef84a507e9adcce70c01ad0fc89a5"
"RECREATION DIRECTOR","RECREATION","98284.96","146","4ac04a6e9203f5b52b72dffb8ff590e1eab81a74"
"SR ELECTRICAL ENGINEER","L&P OPERATIONS SERVICE UNIT","98219.39","147","e901290f2e04e187dc1a82b18a6bf4a1289860d1"
"WATER RESOURCES MANAGER","UT WATER RESOURCES DIV","98107.48","148","a47a7af250b1896cb07afc028033aa426d8257dc"
"POLICE OFFICER","PATROL","98084.82","149","af9d4a66f3aa986ec9432e82b8e48f56fc45ab55"
"CAPTAIN I - 56 HR/WK","POUDRE FIRE AUTHORITY","98080.28","150","a41e878255519a035a65ba14c77135c7a9823deb"
"LINE CREW CHIEF","ELECTRIC FIELD SERVICES","97954.46","151","feb7f2772f7123529643b19a9ef268aedd81cc0a"
"CREW CHIEF","UT DISTRIBUTION SYSTEM DIV","97904.58","152","cfe35a9b25e4a170b7d52fe4a2cf1eb50b1f0b1d"
"APPLICATION SVCS MGR-UTILITIES","INFORMATION TECHNOLOGY","97861.75","153","de6d8fcc6fb2727db947d11c723416df41eb09e9"
"POLICE SERGEANT","PATROL","97861.12","154","786401a7dc07492b2bfe0c3de2e2a9f3b43bac51"
"PAVEMENT MGMT PROGRAM MGR","STREETS","97657.05","155","66fa2bc3ba08b4774dd86003c0af95a7e3bdcb59"
"POLICE SERGEANT","PATROL","97610.55","156","f5f92ae6704e14076f16fd7c013e5eca12c17338"
"STRMWTR/FLDPLN PROG MGR-INACTV","UT WATER UTILITIES ENGINEERING","97589.67","157","f90e1372b401ded1b8e29f358f8d11344b1a3a19"
"STRATEGIC FINANCIAL PLNNG MGR","UTILITY FINANCIAL OPERATIONS","97533.24","158","69940dc5942f088523cd79bc295b969052b1827d"
"POLICE SERGEANT","PATROL","97482.96","159","dffb456c4bf2e64d7fd98c530dc3aaa661b79aef"
"LINE CREW CHIEF","ELECTRIC FIELD SERVICES","97482.16","160","d57d50008dabc5ffe1e03ee378a2443fb5e8d104"
"ENERGY SERVICES MANAGER","UTILITIES CUSTOMER CONNECTIONS","97350.55","161","21618bbb1dc10a487f7afe24dcc5cf679f270e83"
"CAPTAIN I - 56 HR/WK","POUDRE FIRE AUTHORITY","97349.23","162","0e95c864acc02753db50757dd9e6e95d014c90ae"
"SR ELECTRICAL ENGINEER","UT STANDARDS ENGINEERING DIV","97224.34","163","f027b266dbe999be72d3522533cb7f3f33fdf6b0"
"POLICE OFFICER","PATROL","97223.93","164","f203d6835faf2206ca793972b046209853d03407"
"DEVELOPMENT REVIEW MANAGER","ENGINEERING","97117.64","165","4ed4a070cbabb6bdcc8a764cece7e9865f49d7b2"
"STREET OVERSIZING PROGRAM MGR","ENGINEERING","97080.14","166","f4ddd6ec895c6d15c0c1a768830035466845f5ab"
"ELECTRIC LINEWORKER","ELECTRIC FIELD SERVICES","97025.67","167","e98a13dd508277a0b4ac9855de7b72b1911ecefd"
"POLICE SERGEANT","PATROL","96844.77","168","1151d4751a2b6c236fcc3663c301998eb09357e3"
"CAPTAIN I - 56 HR/WK","POUDRE FIRE AUTHORITY","96791.37","169","a3a9e362d3a05973c52916ed76d6d3af715b82df"
"FIREFIGHTER II - 56 HR/WK","POUDRE FIRE AUTHORITY","96644.34","170","848fa2165f3737fa774b01af08282bbda6d3c2e9"
"SR SOFTWARE ENGINEER","INFORMATION TECHNOLOGY","96551.0","171","0f5c262fe991f16f3bc6b5c541bb6f5e03dec729"
"SPECIAL SERVICES SUPERVISOR","ELECTRIC FIELD SERVICES","96529.41","172","0432715b1814e91530608e9f87ce86a7fcdbd1cd"
"DIRECTOR OF PARKS","PARKS","96498.49","173","f78b16af0307254f174a6d05c94a0c64dea8cf48"
"POLICE OFFICER","PATROL","96373.46","174","7e579bbdf873a55c007fa8e8ee280c467869247c"
"POLICE SERGEANT","OFFICE OF THE CHIEF","96332.84","175","aaaef858c1508cff9714cd05c503095df7137028"
"CAPTAIN II - 40 HR/WK","POUDRE FIRE AUTHORITY","96274.61","176","53a11d852987e1277f5b17c7916a7556124a1961"
"CULTURAL SVCS AND FAC DIRECTOR","CULTURAL SERVICES","96255.22","177","90382de12b05504da809a419c2aa15209d80bc08"
"FIREFIGHTER II - 56 HR/WK","POUDRE FIRE AUTHORITY","96149.89","178","ed1a7acd7a474f501dc396a4e7918cad9b0f46cd"
"EXECUTIVE DIRECTOR DDA","DOWNTOWN DEVELOPMENT AUTHORITY","95972.17","179","6ba8ee689d62e18b7a452c69637de8d0c41743fd"
"SR NETWORK ENGINEER","INFORMATION TECHNOLOGY","95928.12","180","ebe9643f51db62814c328a3ccc5bc6949f4fa919"
"FIREFIGHTER II - 56 HR/WK","POUDRE FIRE AUTHORITY","95878.72","181","1b7c27c16b3144c87bb69b6c07d6eadd44f587a6"
"REDEVELOPMENT PROGRAM MANAGER","URBAN RENEWAL AUTHORITY","95872.5","182","8d8cd9cdfde7a003d049a759d0cec3116259b9ef"
"FIREFIGHTER 40 HOUR (SPECIAL)","POUDRE FIRE AUTHORITY","95668.04","183","b5eaa71c9150d3787ac20bc6e2f4e5eb1c9921bf"
"SR DATABASE ANALYST","INFORMATION TECHNOLOGY","95413.34","184","dfff930b9322d91ec2fb3839da03540966bc5423"
"ELECTRIC LINEWORKER","ELECTRIC FIELD SERVICES","95323.77","185","3105ed3ab756f5f119f6a61a8cc44878fac8ff95"
"INFORMATION SERVICES MANAGER","INFORMATION TECHNOLOGY","95196.36","186","dfbfe65bb679cf30d83356be0c2a50b3948603c7"
"POLICE OFFICER","OFFICE OF THE CHIEF","95160.99","187","f38ec3e65992650ef2b9992a75e458cba10f8054"
"METER SYSTEMS SUPERVISOR","UT STANDARDS ENGINEERING DIV","95134.31","188","5d375ef385d1fc61b00a4961022091e7d58478d5"
"FIRE INSPECT COORD - 56 HR/WK","POUDRE FIRE AUTHORITY","95048.34","189","96ef12dd016dd73d6db56229c10901a90fdf8f93"
"POLICE OFFICER","PATROL","95017.8","190","467e2aac0dc74b85edb3ea341cfed20e8cdd7bec"
"SR ELECTRICAL ENGINEER","L&P OPERATIONS SERVICE UNIT","94683.17","191","2df264c7632e3e0aea5f0eb9db97ed319c3d678c"
"CAPTAIN I - 56 HR/WK","POUDRE FIRE AUTHORITY","94672.83","192","103f8b04d0e1bb6c98d7e783cac153d0b250c8ab"
"POLICE OFFICER","INVESTIGATIONS","94653.4","193","144fd304b718028335ca8b58d14b3c8c2b6dcf0d"
"POLICE SERGEANT","PATROL","94556.35","194","52d8c740177d06606c816a4778d4aea9e9e25e36"
"TRAINING CAPTAIN - 40 HR/WK","POUDRE FIRE AUTHORITY","94372.21","195","803e19f9d83e92a30d905cbbffa06fdcc1096d3a"
"PLANNING MANAGER","COMM DEV & NEIGHBORHOOD SVCS","94306.38","196","96bc3bdcdaa5e96967d5b2ac399c7288432b9444"
"CAPTAIN I - 56 HR/WK","POUDRE FIRE AUTHORITY","94253.71","197","99ffbf5910b1d762690fae09354c6742f9d400cb"
"ENVIRONMENTAL REGULATORY SPEC","UT REG & GOVT AFFAIRS DIV","94170.38","198","b966ca8dc43b8e779a8c673089540a772d0646a5"
"ELECTRIC LINEWORKER","ELECTRIC FIELD SERVICES","94092.12","199","74d00b0c25769a99959532b81ad52019586f26ba"
"SR NETWORK ENGINEER","INFORMATION TECHNOLOGY","93727.99","200","2e224b5c7b6d0fc3d0cf9831e344b08807158021"
"CAPTAIN I - 56 HR/WK","POUDRE FIRE AUTHORITY","93721.66","201","3638807542f598aee5941da675c859b69e57b447"
"ELECTRIC LINEWORKER","ELECTRIC FIELD SERVICES","93593.31","202","90e5e6511d8e281f012f31fe75cd06b5d73528a8"
"POLICE OFFICER","INVESTIGATIONS","93569.62","203","c36698dd386a1e68e78c159abc65e24c962b9db8"
"POLICE OFFICER","PATROL","93383.29","204","05d99b8b5fc2ec54f104f285f85779c7618ec993"
"ELECTRIC LINEWORKER","ELECTRIC FIELD SERVICES","93364.3","205","65fd49b98f821c9b39497f10f201a39ec8376d7b"
"ASST FIRE MARSHALL-NON ROTATE","POUDRE FIRE AUTHORITY","93341.47","206","9eb73f52dc42c2675983798cca67c9627e4609d2"
"CAPTAIN I - 56 HR/WK","POUDRE FIRE AUTHORITY","93249.38","207","db780f2e9b96f6600f45836662ee39e7142e2a12"
