"startdate","enddate","url","assettitle","ga_users","ga_newusers","ga_percentnewsessions","ga_sessions","ga_bounces","ga_bouncerate","ga_sessionduration","ga_avgsessionduration","ga_pageviews","ga_pageviewspersession","ga_timeonpage","ga_avgtimeonpage","ga_hits","meta_row_index","meta_row_id"
"2019-02-24T00:00:00.000","2019-03-02T00:00:00.000","all",,"54","44","67.6923076923077","65","36","55.38461538461539","8126","125.01538461538462","161","2.476923076923077","8126","84.64583333333333","161","867","1f5354690ee6bf514d87518edd019588375797a8"
"2019-02-24T00:00:00.000","2019-03-02T00:00:00.000","https://opendata.fcgov.com",,"8","5","62.5","8","2","25","720","90","13","1.625","98","10.88888888888889","13","868","bc7b6d28d580f91a5cdeaaf8e47231f79b15f672"
"2019-02-24T00:00:00.000","2019-03-02T00:00:00.000","https://opendata.fcgov.com/d/2wan-k89y","Building Footprints Map","1","1","100","1","1","100","0","0","1","1","0","0","1","869","2fd6bbaff4db53041250be7b895a805f000cfc71"
"2019-02-24T00:00:00.000","2019-03-02T00:00:00.000","https://opendata.fcgov.com/d/2x5v-i6zb","City Buildings Energy Star Score","1","0","0","0","0","0","0","0","2","0","258","258","2","870","d3dbf1ac875729a6c5396d5d244668ad46610817"
"2019-02-24T00:00:00.000","2019-03-02T00:00:00.000","https://opendata.fcgov.com/d/3ku5-x4k9","Solar Installations","1","1","100","1","1","100","0","0","1","1","0","0","1","871","26b41c229204a913ce48e3bdf65fb3b3bc6b18aa"
"2019-02-24T00:00:00.000","2019-03-02T00:00:00.000","https://opendata.fcgov.com/d/3vzt-yzdk","Homeless/Transient Police Contacts Analysis","1","0","0","0","0","0","0","0","1","0","0","0","1","872","76e763c5cb48b0795bb28003f40c1c2884becf91"
"2019-02-24T00:00:00.000","2019-03-02T00:00:00.000","https://opendata.fcgov.com/d/3w7p-7iic","Street Centerlines","2","2","100","2","1","50","13","6.5","2","1","13","13","2","873","b90309e4087755ac2ca1f5dd8e96aebb8e42b60a"
"2019-02-24T00:00:00.000","2019-03-02T00:00:00.000","https://opendata.fcgov.com/d/4nr5-i9u8","New Construction Permits","2","0","0","0","0","0","0","0","2","0","0","0","2","874","6b65a77ae14841c4fd1c83f8f4b4e24942208fde"
"2019-02-24T00:00:00.000","2019-03-02T00:00:00.000","https://opendata.fcgov.com/d/4ymk-35mi","Traffic Counts Map","1","1","100","1","1","100","0","0","1","1","0","0","1","875","51428512756170b3f84dd5d215bf3b1d5e1ae101"
"2019-02-24T00:00:00.000","2019-03-02T00:00:00.000","https://opendata.fcgov.com/d/5es6-crp7","ArcGIS Locators","2","2","100","2","1","50","234","117","2","1","234","234","2","876","535d1f7d783faa82a622632c91c8e68bee5e595a"
