"sensor_name","latitude","longitude","timestamp","stage_ft","flow_cfs","meta_row_index","meta_row_id","lat_lon_georeference"
"College @ Poudre/Downtown WhiteWater Park","40.595642","-105.075829","2020-09-06T01:25:07.000","1.2","33.9","3092141","f727ab35278f70d6aac63e3023be43305bae9256","POINT (-105.075829 40.595642)"
"BNRR @ Spring Creek","40.562771","-105.079399","2020-09-06T01:36:28.000","0.57","1.9","3092146","c67bf453eec8d5ece9e22536ca5478b219c3ee9f","POINT (-105.079399 40.562771)"
"FCB #2","40.647499","-105.1063","2020-09-06T01:48:41.000","1.26","6.9","3092151","c8ec377770d7794efda99bbbcf8d31d7edccaada","POINT (-105.1063 40.647499)"
"NM @ Avery Park PT","40.572498","-105.106903","2020-09-06T01:26:15.000","0.22","3.1","3092142","a23777f9f9e593df354f694f23276b9960b22ba6","POINT (-105.106903 40.572498)"
"Shields @ Dry Creek","40.63055","-105.0952","2020-09-06T01:40:25.000","1.1","3.5","3092147","e51354ed57290aac0e33f97d21e0c41b0d9eb637","POINT (-105.0952 40.63055)"
"Poudre River @ Mouth","40.664719","-105.223297","2020-09-06T01:44:19.000","2.84","58.4","3092150","0b39197aace9eacd278f09842d839d94bcbb9d30","POINT (-105.223297 40.664719)"
"College @ Fossil Creek","40.512218","-105.077499","2020-09-06T01:50:05.000","0.89","6.4","3092154","90db3c129b869f0e9fcdaf3856491f9453b37404","POINT (-105.077499 40.512218)"
"Lions Park","40.62133","-105.139603","2020-09-06T01:29:28.000","1.4","31.2","3092143","3578302047ee9f649dd63d050063655eb18daf28","POINT (-105.139603 40.62133)"
"Centre Ave @ Spring Creek","40.564159","-105.083","2020-09-06T01:49:58.000","0.73","10.1","3092153","97138107ae3428479fbd6d958cdf36648b600bfb","POINT (-105.083 40.564159)"
"Nelson Farm Detention Pond","40.542221","-105.044403","2020-09-06T01:41:10.000","0.09","0.6","3092148","7186095143151cb27564f24d45812f24c21713ae","POINT (-105.044403 40.542221)"
"Mulberry @ New Mercer","40.582218","-105.111099","2020-09-06T01:31:37.000","0.21","3.4","3092144","79cc743d61446c5f90fdee4b603bd5ee71e32272","POINT (-105.111099 40.582218)"
"New Mercer @ Rolland Moore Pk","40.553329","-105.102997","2020-09-06T01:49:33.000","0.24","0.0","3092152","8b1c68d3b4095ace4427380bc25bc6d1f0edd651","POINT (-105.102997 40.553329)"
"Horsetooth @ FCRID","40.538879","-105.015503","2020-09-06T01:42:20.000","2.38","0.0","3092149","720f559fea3365aff55e39e10b492385c4e8695a","POINT (-105.015503 40.538879)"
"Timberline @ Spring Creek","40.566109","-105.040802","2020-09-06T01:32:30.000","0.32","2.4","3092145","03654c0d29b83c92761cb95ced1a2a91f1dcb9dd","POINT (-105.040802 40.566109)"
"CR 66 @ Dry Creek","40.722771","-105.103302","2020-10-10T10:53:49.000","-0.07","0.0","3119259","3d1b1f38f66fbb222b466d9934a6fa7a75acf3b9","POINT (-105.103302 40.722771)"
"Rodeo Detention Pond","40.560268","-105.134697","2020-10-10T10:51:45.000","0.11","0.0","3119258","c1fd290966da0db7962fba786e2c40af358deea4","POINT (-105.13469700000002 40.560268)"
"Lincoln @ Poudre River","40.589161","-105.069099","2020-10-21T01:02:20.000","0.45","8.0","3127325","4ada0ed5565b8e099ff5634b1df36eacd015ab3d","POINT (-105.069099 40.589161)"
"Lions Park","40.62133","-105.139603","2020-10-21T00:59:42.000","1.3","28.9","3127321","d3b7fec065b5f6a32024dcac203be4742bd58bf3","POINT (-105.139603 40.62133)"
"Horsetooth @ FCRID","40.538879","-105.015503","2020-10-21T01:20:36.000","0.91","0.0","3127334","ce72eacd541eb1561c5987d4c08339723a5bbecd","POINT (-105.015503 40.538879)"
"Nelson Farm Detention Pond","40.542221","-105.044403","2020-10-21T01:10:52.000","0.1","0.6","3127329","9db8153dd092451ecd378202254896b4be7f9e72","POINT (-105.044403 40.542221)"
"Timberline @ Spring Creek","40.566109","-105.040802","2020-10-21T01:02:36.000","0.28","1.7","3127326","26d84acf41a7ba82a30e5ca6227cda1421463e32","POINT (-105.040802 40.566109)"
"College @ Poudre/Downtown WhiteWater Park","40.595642","-105.075829","2020-12-31T18:58:07.000","0.99","17.4","3159369","5ad6633f9ed363d71ef278107f20cf609d5ecb1d","POINT (-105.075829 40.595642)"
"Troutman Park Detention Pond","40.531109","-105.084099","2020-12-31T19:10:54.000","0.06","0.0","3159374","36684356642f0312644f78e8603d1748d9a79904","POINT (-105.08409900000001 40.531109)"
"Larimer&Weld Inlet Gates","40.612221","-105.1063","2020-12-31T19:00:21.000","0.49","36.2","3159370","322ff733a600de3eaf47645877949a1c0ad2b92f","POINT (-105.1063 40.612221)"
"CR 56 @ Boxelder Creek","40.65472","-104.983002","2020-12-31T19:21:19.000","0.66","0.6","3159375","14c1f64979d386bda9ac7b2937274bfcbfa09260","POINT (-104.983002 40.65472)"
"Lions Park","40.62133","-105.139603","2020-12-31T19:01:41.000","1.16","25.8","3159371","c8c42e005016a1757caaf4a822dd08a3836701e2","POINT (-105.139603 40.62133)"
"Lincoln @ Poudre River","40.589161","-105.069099","2020-12-31T19:02:20.000","0.73","21.8","3159372","52bcdbd1d3cad80b3a177b395e49fd15f1711e39","POINT (-105.069099 40.589161)"
"Lions Park","40.62133","-105.139603","2020-12-31T19:10:10.000","1.17","25.9","3159373","4d17a6fc1e12eca33be5d3001fad6a03be638197","POINT (-105.139603 40.62133)"
"BNRR @ Fossil Creek","40.508881","-105.084396","2021-02-01T05:55:35.000","0.06","0.1","3171301","33cc20b7ddc29c5c49be68179b6ce8db777eed42","POINT (-105.08439600000001 40.508881)"
