"job_title","department","earnings","meta_row_index","meta_row_id"
"CITY MANAGER","CITY MANAGER'S OFFICE","201565.42","0","711f228be21707baa1826045b60ea89f5b044a78"
"CITY ATTORNEY","CITY ATTORNEY'S OFFICE","170976.2","1","f4b31024eba0bfae99590d5c69b46260bba14c61"
"UTILITIES EXECUTIVE DIRECTOR","UTILITIES MANAGEMENT","151162.44","2","f3a6e335184ddda90eec18261856cfb0356c7385"
"DEPUTY CITY MANAGER","CITY MANAGER'S OFFICE","144423.23","3","4fd228a63204ce078e0eb687d7a261a6561c1c52"
"CAPTAIN I - 56 HR/WK","POUDRE FIRE AUTHORITY","140502.62","4","ec22ac294c9bc148bfdedeb21b45b90f44349f7e"
"DIVISION CHIEF","POUDRE FIRE AUTHORITY","139248.59","5","13aa8ce70326e87b84cf4c6e2c43de8ddc90357f"
"PFA DIR OF ADMINISTRATIVE SERV","POUDRE FIRE AUTHORITY","135807.83","6","88c8964c06f6e5da3601a5f2f27f9267ac8d42ca"
"POLICE CAPTAIN","OFFICE OF THE CHIEF","134569.69","7","c7e77b7e6c4e71a9c47bd6ac2591bdb414828ecb"
"LIGHT AND POWER OPERATIONS MGR","L&P OPERATIONS SERVICE UNIT","130782.88","8","2d17cac2bcb953b38d042ace06b76a53289878be"
"ASSISTANT CITY MANAGER","CITY MANAGER'S OFFICE","130005.55","9","43244680b88cfb88e90e3f91417d18ece6442908"
"POLICE LIEUTENANT","PATROL","129976.66","10","22d5e4d1d73ff6512745024e3caeef02763b657e"
"DIVISION CHIEF","POUDRE FIRE AUTHORITY","127037.37","11","f6fffffa8584c5492f0b7adf49fe6c653b63cb22"
"DIRECTOR OF PDT","PDT ADMINISTRATION","126553.18","12","2f0ba0e6efcc9eb64b24c5c3d7887f00c5578a10"
"CAPTAIN II - 40 HR/WK","POUDRE FIRE AUTHORITY","125241.66","13","9f2970e6f88f18f6af7217ee0f65dd6dbe9ae5c0"
"CAPTAIN II - 40 HR/WK","POUDRE FIRE AUTHORITY","124820.37","14","2c4f5c3fac912a3a4017e1760e9874b9ba55fbdf"
"INTERIM FIRE CHIEF","POUDRE FIRE AUTHORITY","124281.61","15","ea31b2ef4298cd674fcd8be9a1a10d744decbe42"
"DIRECTOR OF CPRE","CPRE ADMINISTRATION","124168.72","16","87ba67dd140551e5e5444e1bdeecec9127691966"
"POLICE SERGEANT","PATROL","119666.4","17","ada2e2e485fcee3041659e641b2442679a1b39b1"
"POLICE SERGEANT","PATROL","119258.12","18","01c601c882b4659f6c1c12580d7554b31b3b7f07"
"BATTALION CHIEF II - 40 HR/WK","POUDRE FIRE AUTHORITY","119145.0","19","53edd4f3a7939d6f2e40238baa393b1f25c09809"
"TRAINING CAPTAIN - 40 HR/WK","POUDRE FIRE AUTHORITY","118618.54","20","aa6779cdd83b7fd95777bd866129f1cf9e1114fb"
"TRAINING CAPTAIN - 40 HR/WK","POUDRE FIRE AUTHORITY","118598.48","21","9f927fbe07dad3147d3c3fecb72c3615f26e8e59"
"CAPTAIN I - 56 HR/WK","POUDRE FIRE AUTHORITY","117589.59","22","67f8715767d5c0f1ef3c0992fd88c534be792670"
"SUPERVISORY ELECT SYS OPERATOR","UT ELEC SYSTEM DESIGN & IT DIV","115937.44","23","ebd9e6edd21efcdc46e3a3e44d60788d75cf3def"
"BATTALION CHIEF II - 40 HR/WK","POUDRE FIRE AUTHORITY","115014.02","24","e0e94c4a5e51cedeb3c90748b8bb8144e131f299"
"LIBRARY DIRECTOR","LIBRARY DISTRICT","115000.08","25","d8f8a7a40652aa85bb8cabe46efb42321abe4dda"
"WATER ENG FIELD OPERATIONS MGR","UT MSTR PLAN & FLDPL ADMIN DIV","115000.08","26","f60c25aeeb6437f5966024106e6bb0061c374cf3"
"DEPUTY CITY ATTORNEY","CITY ATTORNEY'S OFFICE","114942.03","27","e7f831c124a0e296828ad37b70fe66e8d20fa02c"
"BATTALION CHIEF I - 56 HR/WK","POUDRE FIRE AUTHORITY","113494.52","28","61b2407bcfcb144cda42034bc9157346557e0f7b"
"SUPERVISORY CREW CHIEF","ELECTRIC FIELD SERVICES","113490.37","29","5b939ced307339f90b1555b6763cdeb510b8ded5"
"BATTALION CHIEF II - 40 HR/WK","POUDRE FIRE AUTHORITY","113363.66","30","b9784381f34ab7082ad997e382f75ffa6a6a7fa7"
"POLICE SERGEANT","OFFICE OF THE CHIEF","113104.44","31","e7b38b0b497af8e1afdebfbc6351fb077a1828a8"
"CHIEF FINANCIAL OFFICER","ECONOMIC DEVELOPMENT","112957.59","32","97e3efc5a655bdf39e1072313f43b2c24b4d615f"
"POLICE CAPTAIN","INVESTIGATIONS","112434.92","33","fa29cdb90aeec8353fecd6e6a92ee50e4946ed76"
"POLICE CAPTAIN","PATROL","112434.92","34","d2d46eb42874e6668b333f5ef34790ad7f00e71c"
"POLICE SERGEANT","OFFICE OF THE CHIEF","111832.83","35","648ac943f92fa7c1829978378443ea17c31b0ce8"
"OPERATIONS SERVICES DIRECTOR","OPERATION SERVICES","110844.24","36","f8514161d98cb06dd23d3d9529280393d0b08696"
"POLICE SERGEANT","PATROL","110799.28","37","cb6a5e805c1c13e1e417cb5e74c85301fe4ee772"
"POLICE OFFICER","INVESTIGATIONS","109992.62","38","997df4d40f4d52c7dcb97022675281d3fa00e107"
"DEPUTY CITY ATTORNEY","CITY ATTORNEY'S OFFICE","109981.6","39","a23f0af34377a60bc715ee037481b3e1a38ba762"
"ELECTRIC SYS DESIGN AND IT MGR","UT ELEC SYSTEM DESIGN & IT DIV","109685.22","40","8c7ede03bdb9010301d90376eb0a95c0edbf7df8"
"BATTALION CHIEF II - 40 HR/WK","POUDRE FIRE AUTHORITY","109654.36","41","81bcd0f08281f97603a476f98018807a7e97e2fb"
"ENVIRONMENTAL SERVICES MANAGER","UT ENVIRONMENTAL SERVICES DIV","109528.64","42","bd6de4d3b32e17834be5a4d49dc3994b7f9fbd94"
"CAPTAIN I - 56 HR/WK","POUDRE FIRE AUTHORITY","109285.59","43","232f88a2ce7e2461926c9089890be74065069a0e"
"POLICE SERGEANT","PATROL","109091.78","44","0ff596bd488efdad011eaf345c4ae4b4f1476bd6"
"CAPTAIN I - 56 HR/WK","POUDRE FIRE AUTHORITY","108882.51","45","011764603df704b113eaad9700606bac4804fc1b"
"IT DIRECTOR - APPLICATION SVCS","MANAGEMENT INFORMATION SERVICE","108807.9","46","2dc4bcef1e67557c1f6499722375e0727864ef32"
"WTR RESOURCS/TREATMNT OPNS MGR","UT WATER PRODUCTION DIV","108658.94","47","82b86b4c72e615cdea95007c102acfa044e11676"
"POLICE OFFICER","PATROL","108370.43","48","1069d0031cd7a8a4a337295e27af53789ef995ba"
"SR. ELECTRIC SYSTEMS OPERATOR","UT ELEC SYSTEM DESIGN & IT DIV","108275.72","49","24763aca964bc64e09fcb40f7980f0a798984b94"
"FIRE INSPECT COORD - 56 HR/WK","POUDRE FIRE AUTHORITY","107618.31","50","413af8eb38188f4ed839dc9644552101b6a012c5"
"POLICE LIEUTENANT","PATROL","107468.33","51","2ace34bbdef89f3772d0900006d214921fec1da0"
"POLICE LIEUTENANT","PATROL","107382.17","52","2afea6d8fbdd14bed077b36ee9a79b90e846544c"
"POLICE SERGEANT","INVESTIGATIONS","107260.84","53","9a2e579655dce80c24356f4c68d0deee26f94c7b"
"CAPTAIN I - 56 HR/WK","POUDRE FIRE AUTHORITY","106858.09","54","811f881ea8d266435902cb71db6f0125a0e9321c"
"ELECTRIC FIELD SERVICE MANAGER","ELECTRIC FIELD SERVICES","106853.7","55","7e09beaa741444143beebdc48afea9f649794f8a"
"POLICE SERGEANT","PATROL","106744.88","56","12bc61366d0af7fc31ce0915834cba1e9dc10156"
"CAPTAIN I - 56 HR/WK","POUDRE FIRE AUTHORITY","106170.0","57","f44752894d7b789fe82f9a698dbb518cf106b6b0"
"POLICE SERGEANT","INVESTIGATIONS","105655.28","58","73ba3e2a68fe7b91bdd9d9dde068bf95f214160b"
"POLICE OFFICER","PATROL","105404.07","59","59a0e903303d6e2e288b01e0362ec1f732369991"
"POLICE SERGEANT","PATROL","105207.61","60","b3c4ba4ec86c3a82ec340f57c99b2b64c3e4a496"
"CITY ENGINEER","ENGINEERING","105167.4","61","d161ec874ea34efddb9f5db7dba772582a24db8d"
"STANDARDS ENGINEERING MGR","UT STANDARDS ENGINEERING DIV","105081.86","62","9b6d8c358017b5ccb602b0c16f30e32b1a0a1aec"
"CAPTAIN I - 56 HR/WK","POUDRE FIRE AUTHORITY","104904.54","63","7fa330a8e2414c15a58184b12f8c4efb24312e1b"
"BATTALION CHIEF I - 56 HR/WK","POUDRE FIRE AUTHORITY","104838.26","64","c005ede50d9d31c4fe324cdf32a8384b2ede1cfd"
"UTIL CUST/ EMP RELATNS MGR","UTILITY CUST. & EMP. RELATIONS","104816.92","65","574d02eef80e308b70b6e5821eebec64bdeafb0f"
"CAPTAIN II - 40 HR/WK","POUDRE FIRE AUTHORITY","104702.16","66","f9e75ee50a732013dd6dfecfea58fffb17eea955"
"SUPERVISORY CREW CHIEF","ELECTRIC FIELD SERVICES","104558.69","67","49736b203888671e2dc4de2f2038200cae98b386"
"CAPTAIN I - 56 HR/WK","POUDRE FIRE AUTHORITY","104467.76","68","632be4bc71b7aa05a3dedd2ca4423a67498ab2e0"
"POLICE SERGEANT","INVESTIGATIONS","104082.16","69","bd77d2ea44e18d7cbfd4411a87020527d6567900"
"ACCT AND FINANCIAL RPTG MGR","FINANCE","104000.0","70","03b03b816f7eb75098252d50bba2fea5fcdc51ed"
"COMM DEV & NEIGH SVCS DIRECTOR","COMM DEV & NEIGHBORHOOD SVCS","103972.96","71","c4e2726051b2b7c4a996e8db2c4c0afc714a24f6"
"POLICE SERGEANT","PATROL","103890.93","72","97dea09c53ed2eddf74c74c9acf9bf8c12d268b7"
"CAPTAIN I - 56 HR/WK","POUDRE FIRE AUTHORITY","103834.34","73","a95f585e4fa2cef4c5a9d77d650023c30207fb12"
"POLICE SERGEANT","PATROL","103540.16","74","137cbb6b9e1783c78f84a2edfcde0c687b1bcfbc"
"IT DIRECTOR-INFRASTRCTURE SVCS","MANAGEMENT INFORMATION SERVICE","103372.9","75","384a6882794b9c0b9dbc3e0c0e6acf44c400323f"
"POLICE TRANSTN ADVSOR-INACTIVE","OFFICE OF THE CHIEF","103343.2","76","4514a9fc31b7d1dad61c7aacd1c7b4ec9b331f23"
"POLICE LIEUTENANT","PATROL","103025.24","77","c7595b86c193495c956dc6e983fa2cd57aca1a9b"
"POLICE LIEUTENANT","PATROL","102988.37","78","5b92afb824d110d8962512d73b10c0d3f652bb75"
"POLICE SERGEANT","PATROL","102617.99","79","69f9d07492e54c1778eb73773c5a1995ef0e459c"
"CAPTAIN I - 56 HR/WK","POUDRE FIRE AUTHORITY","102567.76","80","56d89ccb1a174a4382f49f61df4628605a110f86"
"CAPTAIN I - 56 HR/WK","POUDRE FIRE AUTHORITY","102252.51","81","4278ad65fae6756a143eb3b332d3b6db997aacc0"
"POLICE LIEUTENANT","INVESTIGATIONS","102250.98","82","b03d3e59206b25e34576f8480721d44e84ff6eb9"
"ENGINEERING & CAPITAL PROJ MGR","ENGINEERING","102011.02","83","78669ef52f7daebe2f2e94a3a22280d8b04e9fb0"
"TRAINING CAPTAIN - 40 HR/WK","POUDRE FIRE AUTHORITY","101938.32","84","fb2034f21f225d8f8c072a2e5d7c6599b3b96a9e"
"SR  ASSISTANT ATTORNEY","CITY ATTORNEY'S OFFICE","101595.28","85","58dcce7433ff5b348ed82c03e35956214d115251"
"POLICE OFFICER","PATROL","101517.99","86","f97a88a326ba2af580b63964e2017b4b17a2a525"
"FIREFIGHTER II - 56 HR/WK","POUDRE FIRE AUTHORITY","101452.44","87","e13a0609f5db8a4134b40d11792af8df2a41e2a6"
"STREETS SUPERINTENDENT","STREETS","101314.48","88","f102627f9b988089e2dd2bace329cd5cfc4b9547"
"BATTALION CHIEF I - 56 HR/WK","POUDRE FIRE AUTHORITY","101236.66","89","5d39ac34e5bcf02b5d318c54430374eaefd58fff"
