"sensor_name","latitude","longitude","timestamp","incremental_rainfall_in","meta_row_index","meta_row_id","lat_lon_georeference"
"CSU Weather","40.576111","-105.0858","2020-09-07T23:02:37.000","0.01","915387","c04a9e4f59d672b76209ba66e96a29f7c89be87c","POINT (-105.0858 40.576111)"
"Rodeo Detention Pond","40.560268","-105.134697","2020-09-07T23:20:23.000","0.0394","915392","2cdac0767c84d52f4e98290c7d4b464e58f6ae39","POINT (-105.13469700000002 40.560268)"
"Rist Canyon","40.631111","-105.260002","2020-09-07T23:05:48.000","0.0394","915388","93deeb0ba8dd9b2d3bd558daaa49922e882fa0b4","POINT (-105.260002 40.631111)"
"Corbett @ Preston Jr High","40.516941","-105.0233","2020-09-07T23:24:21.000","0.0394","915393","669180cc6f38b9871b857de485ea484cde9dfd0e","POINT (-105.0233 40.516941)"
"CSU Weather","40.576111","-105.0858","2020-09-07T23:10:38.000","0.01","915389","2b2fa18bc1cd6e98d0d015e851f91718e329aead","POINT (-105.0858 40.576111)"
"CSU Weather","40.576111","-105.0858","2020-09-07T23:14:37.000","0.01","915390","f0c13047aadfb8fb00791b7ced1b6019602258a0","POINT (-105.0858 40.576111)"
"Ponds @ Overland Detention","40.570271","-105.135002","2020-09-07T23:18:55.000","0.0394","915391","00e8357a708fd7c43583d0ce4d0725a551ec5922","POINT (-105.13500200000001 40.570271)"
"Poudre Park","40.688332","-105.311302","2021-01-01T10:12:52.000","0.0394","918275","6e31ea9c46804f0acffd5db91294dd770fa1b96f","POINT (-105.311302 40.688332)"
"Mulberry @ LeMay Weather","40.58194","-105.057701","2021-01-01T13:58:41.000","0.0394","918279","ddcd912547eb1311ca1cb93ce29aaa1a6b1dac49","POINT (-105.057701 40.58194000000001)"
"City Park","40.58305","-105.107201","2021-01-02T17:06:48.000","0.0394","918281","7c36b846371f5f38f881f880099eb0eb1a42bd8d","POINT (-105.107201 40.58305)"
"Westwood Village Lift Stn","40.4725","-104.920998","2021-01-02T18:45:14.000","0.0394","918282","23a12717624a141c4a61ad1bf825b239b6cd9c3b","POINT (-104.920998 40.4725)"
"CR 56 @ Boxelder Creek","40.65472","-104.983002","2021-01-09T12:44:22.000","0.0394","918285","6d3f716e8e4ec4495391c3272ba1775bf9f40162","POINT (-104.983002 40.65472)"
"CSU Weather","40.576111","-105.0858","2021-01-09T12:43:21.000","0.01","918284","3e2d869eb3f5fd9ebf2d11af94154c884a0fa7c5","POINT (-105.0858 40.576111)"
"City Park","40.58305","-105.107201","2021-01-09T12:41:42.000","0.0394","918283","fa94f79aef4dff1ba9f7da5680a785a882f08cdd","POINT (-105.107201 40.58305)"
"Shields @ Dry Creek","40.63055","-105.0952","2021-01-09T22:39:35.000","0.0394","918314","62a9c4dd5b92fdb0f308242a49ca45600c40dd84","POINT (-105.0952 40.63055)"
"Taft Hill @ Spring Creek","40.550831","-105.115196","2021-01-10T09:09:54.000","0.0394","918315","7d42d37bc254e127febb1bd293a2e666f9f33091","POINT (-105.115196 40.550831)"
"Storm Mountain","40.470001","-105.335503","2021-04-13T11:49:34.000","0.0394","920579","0ccd878761d738520d57e075bf073f2dfc5fb9e1","POINT (-105.335503 40.470001)"
"CSU Weather","40.576111","-105.0858","2021-04-14T10:54:17.000","0.01","920580","30a36f7f486f27f6bd3c5daa409c577b45ca4719","POINT (-105.0858 40.576111)"
"CSU Weather","40.576111","-105.0858","2021-07-09T18:50:04.000","0.01","927932","0d415b33df25a47cded6dd672bb7d3ae1ef91e1f","POINT (-105.0858 40.576111)"
"Water Treatment Plant Weather","40.595001","-105.155197","2021-07-09T23:46:20.000","0.0394","927933","d09a263c1c7abe0d0d56ec10e062cb114134fb6e","POINT (-105.155197 40.595001)"
"Rustic","40.699928","-105.544899","2021-07-13T14:20:07.000","0.0394","927934","a1a522d87f9e716206de7700f6d32bfa60fc3e61","POINT (-105.544899 40.699928)"
"Storm Mountain","40.470001","-105.335503","2021-07-13T15:06:22.000","0.0394","927935","655e2416129fa15f359f5f06cbb4491f1402a219","POINT (-105.335503 40.470001)"
"Storm Mountain","40.470001","-105.335503","2021-07-14T14:15:04.000","0.0394","927936","0f0e5d3ff6479918dc2c67f02ebc6f543e7c26f7","POINT (-105.335503 40.470001)"
"Green Ridge","40.48333","-105.256897","2021-07-14T14:19:03.000","0.0394","927941","7fea923c8074ab64da5891bf4135cf76ebf7be11","POINT (-105.256897 40.48333)"
"Storm Mountain","40.470001","-105.335503","2021-07-14T14:15:58.000","0.0394","927937","b3c0edf857a50fbe7c7c78564c741d8d996a6581","POINT (-105.335503 40.470001)"
"Storm Mountain","40.470001","-105.335503","2021-07-14T14:19:42.000","0.0787","927942","2f96ddcc374f2ba16996138371ca7b383bf44602","POINT (-105.335503 40.470001)"
"Storm Mountain","40.470001","-105.335503","2021-07-14T14:16:29.000","0.0394","927938","61946d59e98795dd3f7c890672c2fa2b16e8181b","POINT (-105.335503 40.470001)"
"Green Ridge","40.48333","-105.256897","2021-07-14T14:24:25.000","0.0394","927943","538d0392c6eae96f6e8b091c08ce4826c400ffab","POINT (-105.256897 40.48333)"
"Storm Mountain","40.470001","-105.335503","2021-07-14T14:17:24.000","0.0394","927939","7f38739e4f8a56d38c653d90de15b5b85094226f","POINT (-105.335503 40.470001)"
"Storm Mountain","40.470001","-105.335503","2021-07-14T14:18:05.000","0.0394","927940","ed11eb831304e206b297943993a788fbace1869c","POINT (-105.335503 40.470001)"
"Horsetooth @ FCRID","40.538879","-105.015503","2021-10-25T15:37:28.000","0.0394","929924","87f589ded7768bd6a602ae060c8022bbfd1c30dd","POINT (-105.015503 40.538879)"
"CSU Weather","40.576111","-105.0858","2021-10-26T13:00:19.000","0.02","929925","35ce0276b635932937bd59828bf8cac2bce842c3","POINT (-105.0858 40.576111)"
"Soapstone","40.976059","-105.076797","2021-10-26T19:17:56.000","0.0394","929927","6318a4cb7792530183cfac73ef945a74fd0ba67e","POINT (-105.076797 40.976059)"
"Meadow Springs Ranch Weather","40.94416","-104.947701","2021-10-26T19:08:00.000","0.0394","929926","91afbf8871d8d126b4cea9994224b2ca7fb2bb99","POINT (-104.947701 40.94416)"
"CR 60 @ W Dry Crk","40.683609","-105.142197","2021-10-31T07:23:15.000","0.0394","929929","a2814d2abad84bcd9643bdedb4d939d1bad43c2c","POINT (-105.142197 40.683609)"
"Gateway Park","40.700001","-105.246101","2021-10-31T07:18:17.000","0.0394","929928","d99fb9d8e0d51da4aea4b2818c29456fa0324a3d","POINT (-105.246101 40.70000100000001)"
"Gateway Park","40.700001","-105.246101","2022-01-20T10:13:25.000","0.0394","930861","0315c084e5bdf3756f454539cb32a1389e3bdd7d","POINT (-105.246101 40.70000100000001)"
"Gateway Park","40.700001","-105.246101","2022-01-20T10:31:21.000","0.0394","930862","18896dfd8304addb0557c0778fb429d5462d6a1c","POINT (-105.246101 40.70000100000001)"
"CSU Weather","40.576111","-105.0858","2022-04-05T08:22:02.000","0.02","932649","47a5de45447644ce0809199569fd7190dc23c4c4","POINT (-105.0858 40.576111)"
"City Park","40.58305","-105.107201","2021-01-01T11:16:18.000","0.0394","918277","da918f3aa5b4deaa61d406b24a19db5cfc8cde61","POINT (-105.107201 40.58305)"
"Mulberry @ LeMay Weather","40.58194","-105.057701","2021-01-01T11:12:52.000","0.0394","918276","a8d9a3371c4278a6fc827e919f5d11010e216a6e","POINT (-105.057701 40.58194000000001)"
"City Park","40.58305","-105.107201","2021-01-01T14:54:26.000","0.0394","918280","9823528119f102048806582935555776d117c629","POINT (-105.107201 40.58305)"
"CSU Weather","40.576111","-105.0858","2021-01-09T13:16:21.000","0.01","918287","ac693cab2ef638acd390286d8572300feb241b50","POINT (-105.0858 40.576111)"
"Larimer & Weld @ Wtrgln","40.603329","-105.007698","2021-01-09T12:58:28.000","0.0394","918286","abde7089ffcc787aa12a070374c91728b85813a9","POINT (-105.007698 40.603329)"
"DWRF Weather","40.55777","-105.0233","2021-01-10T09:36:57.000","0.0394","918316","fa07ff876f31ede8deec709bb4be95e6f449c946","POINT (-105.0233 40.557770000000005)"
"Avery Park Detention Pond","40.572498","-105.106903","2021-04-14T11:15:33.000","0.0394","920583","d029c99eb6eb8f669f8f191233ce102fa5dd3b92","POINT (-105.106903 40.572498)"
"Ponds @ Overland Detention","40.570271","-105.135002","2021-04-14T11:14:40.000","0.0394","920582","4eefc986d6ca0ff3fa260ebfd7e5981b9ef2a0fb","POINT (-105.13500200000001 40.570271)"
"CSU Weather","40.576111","-105.0858","2021-04-14T11:20:17.000","0.01","920584","3ef19ad57182f35752f391462066920df192fef1","POINT (-105.0858 40.576111)"
"Rodeo Detention Pond","40.560268","-105.134697","2021-04-14T11:08:05.000","0.0394","920581","80b23706c9a14660a9b84d03d2fb2769d3058b10","POINT (-105.13469700000002 40.560268)"
"Rustic","40.699928","-105.544899","2021-07-14T15:50:17.000","0.0394","927945","fe3e274785707c4847c76037ef4af15210fcd723","POINT (-105.544899 40.699928)"
"Rustic","40.699928","-105.544899","2021-07-14T15:40:00.000","0.0394","927944","12361b0e5ea19cd57244ad2603d478fdd1669082","POINT (-105.544899 40.699928)"
"Buckhorn Canyon","40.566662","-105.312698","2021-07-14T16:24:25.000","0.0394","927948","b6f2785aba11bd5cf6a57bbe7c425c1ec2b30352","POINT (-105.312698 40.566662)"
"Buckhorn Canyon","40.566662","-105.312698","2021-07-14T16:18:11.000","0.0394","927947","c7234cfa7456e404e91b725248610314d1dafdf8","POINT (-105.312698 40.566662)"
"Storm Mountain","40.470001","-105.335503","2021-07-14T16:03:37.000","0.0394","927946","02eb17beba135b424a4ef9dec448e2e77d0a2476","POINT (-105.335503 40.470001)"
"CSU Weather","40.576111","-105.0858","2021-10-31T08:19:19.000","0.02","929932","a51802431595307793c2c897dde394e77a781e8d","POINT (-105.0858 40.576111)"
"CR 60 @ W Dry Crk","40.683609","-105.142197","2021-10-31T08:19:12.000","0.0394","929931","9c3733b072c20612452a09ac5786d3f24828c54b","POINT (-105.142197 40.683609)"
"Avery Park Detention Pond","40.572498","-105.106903","2020-09-07T23:27:22.000","0.0394","915394","d034f4f93479bc8e8558f4df194246659ba9f316","POINT (-105.106903 40.572498)"
"Taft Hill @ Spring Creek","40.550831","-105.115196","2020-09-07T23:31:23.000","0.0394","915399","8ebd06daab3d4b1dafd11650d33ddb481f1b7876","POINT (-105.115196 40.550831)"
"Country Club Rd @ Hwy 1","40.6175","-105.071098","2020-09-07T23:35:51.000","0.0394","915404","62c6cc94649f0fa0d842c9291f3321a69a113f63","POINT (-105.071098 40.6175)"
"CR 60 @ W Dry Crk","40.683609","-105.142197","2020-09-07T23:42:59.000","0.0394","915418","6675dcd617c4a039170fdb7aa09a29184e2b045d","POINT (-105.142197 40.683609)"
"CR 9 @ North Poudre Canal","40.766109","-105.022697","2021-10-31T08:10:47.000","0.0394","929930","eed40338dd295c6edc4da0ecac5f8d77cdbc514e","POINT (-105.022697 40.766109)"
"Horsetooth Res @ Dixon Dam","40.552502","-105.147499","2021-10-31T09:22:51.000","0.0394","929936","72cd4230b26ffb67088eb903892b3e731c46f5bd","POINT (-105.147499 40.552502)"
"Corbett @ Preston Jr High","40.516941","-105.0233","2022-01-20T12:04:03.000","0.0394","930863","813cbef2d799083f1d39297ace7221ccc570c285","POINT (-105.0233 40.516941)"
"Windsor Reservoir","40.525269","-104.897697","2022-06-17T06:56:19.000","0.0394","936158","18ccae4f8259ae5433797c5c3bedefd0d6d608a5","POINT (-104.897697 40.525269)"
"Rustic","40.699928","-105.544899","2022-06-17T18:27:09.000","0.0394","936159","5a6d120e7a0689aed858d0ae816bf36a94a8c109","POINT (-105.544899 40.699928)"
"Troutman Park Detention Pond","40.531109","-105.084099","2022-06-18T00:26:37.000","0.0394","936160","9a71819465a49a7a47534d3d3e3d0b17e08c22ef","POINT (-105.084099 40.531109)"
"Troutman Park Detention Pond","40.531109","-105.084099","2022-06-18T01:55:15.000","0.0394","936161","e97946ee9d3ec341d1df7c81431b4025859faf4f","POINT (-105.084099 40.531109)"
"Halligan","40.875721","-105.331398","2022-06-19T15:35:01.000","0.0394","936162","473f5806ef18f2cf8133c716ae6a084a4c7582b5","POINT (-105.331398 40.875721)"
"Water Treatment Plant Weather","40.595001","-105.155197","2022-04-05T08:28:32.000","0.0394","932650","db5dad5567f2f70eac7299ce5b240612434ade1f","POINT (-105.155197 40.595001)"
"Taft Hill @ Spring Creek","40.550831","-105.115196","2022-04-05T08:34:44.000","0.0394","932655","efb8763095c9d90d3fcfdd43220edea5c92306d5","POINT (-105.115196 40.550831)"
"Centre Ave @ Spring Creek","40.564159","-105.083","2022-04-05T08:48:17.000","0.0394","932660","3ae2759fd7808fd778a7926161732286c1241ebf","POINT (-105.083 40.564159)"
"DWRF Weather","40.55777","-105.0233","2020-09-07T23:43:23.000","0.0394","915419","04c5e745ab9a0f53afa5e28a19f252b73fb54f56","POINT (-105.0233 40.557770000000005)"
"Centre Ave @ Spring Creek","40.564159","-105.083","2020-09-07T23:38:19.000","0.0394","915408","0477e25418a753ebd85cc5878cd858d097b28d31","POINT (-105.083 40.564159)"
"CSU Vet Detention Pond","40.553879","-105.079697","2020-09-07T23:41:36.000","0.0394","915414","65534344a3ab55685d1d9d6cc5ec82576c499ded","POINT (-105.079697 40.553879)"
"Storm Mountain","40.470001","-105.335503","2020-09-07T23:46:43.000","0.0394","915423","53b115424747e39bee6fff7281c368d6ba4c8388","POINT (-105.335503 40.470001)"
"PV&L @ CSU Ranch","40.60638","-105.154099","2020-09-07T23:28:11.000","0.0394","915395","5e24e11c33c3b227f09b61109c76d14511937aaa","POINT (-105.154099 40.60638)"
"Lions Park","40.62133","-105.139603","2020-09-07T23:31:56.000","0.0394","915400","4a7759ccc387cb880f0edd76bd7accf5d4c46f97","POINT (-105.139603 40.62133)"
"CSU Weather","40.576111","-105.0858","2020-09-07T23:45:36.000","0.01","915422","96a45c6b01095e0a4d34de4415110a7e69fe37aa","POINT (-105.0858 40.576111)"
