"job_title","department","service_area","annual_salary_or_hourly_rate","pay_type","meta_row_index","meta_row_id"
"Line Crew Chief","L&P Electric Field Services","Utility Services","104808.0","Annual Salary","196","392a9b5528e2b80dd9bda7fc86a5c3785b49e368"
"Captain I - 40 Hr/Wk","Poudre Fire Authority","Poudre Fire Authority","104754.0","Annual Salary","197","9e7a8936e7c0bb020ebdc8347c945ce76e6af597"
"Captain I - 56 Hr/Wk","Poudre Fire Authority","Poudre Fire Authority","104754.0","Annual Salary","198","082fa0d47be1c83fc94c7dfa0b5015e4c138f8cc"
"Captain I - 56 Hr/Wk","Poudre Fire Authority","Poudre Fire Authority","104754.0","Annual Salary","199","082fa0d47be1c83fc94c7dfa0b5015e4c138f8cc"
"Captain I - 56 Hr/Wk","Poudre Fire Authority","Poudre Fire Authority","104754.0","Annual Salary","200","082fa0d47be1c83fc94c7dfa0b5015e4c138f8cc"
"Captain I - 56 Hr/Wk","Poudre Fire Authority","Poudre Fire Authority","104754.0","Annual Salary","201","082fa0d47be1c83fc94c7dfa0b5015e4c138f8cc"
"Captain I - 56 Hr/Wk","Poudre Fire Authority","Poudre Fire Authority","104754.0","Annual Salary","202","082fa0d47be1c83fc94c7dfa0b5015e4c138f8cc"
"Captain I - 56 Hr/Wk","Poudre Fire Authority","Poudre Fire Authority","104754.0","Annual Salary","203","082fa0d47be1c83fc94c7dfa0b5015e4c138f8cc"
"Captain I - 56 Hr/Wk","Poudre Fire Authority","Poudre Fire Authority","104754.0","Annual Salary","204","082fa0d47be1c83fc94c7dfa0b5015e4c138f8cc"
"Captain I - 56 Hr/Wk","Poudre Fire Authority","Poudre Fire Authority","104754.0","Annual Salary","205","082fa0d47be1c83fc94c7dfa0b5015e4c138f8cc"
"Captain I - 56 Hr/Wk","Poudre Fire Authority","Poudre Fire Authority","104754.0","Annual Salary","206","082fa0d47be1c83fc94c7dfa0b5015e4c138f8cc"
"Captain I - 56 Hr/Wk","Poudre Fire Authority","Poudre Fire Authority","104754.0","Annual Salary","207","082fa0d47be1c83fc94c7dfa0b5015e4c138f8cc"
"Captain I - 56 Hr/Wk","Poudre Fire Authority","Poudre Fire Authority","104754.0","Annual Salary","208","082fa0d47be1c83fc94c7dfa0b5015e4c138f8cc"
"Captain I - 56 Hr/Wk","Poudre Fire Authority","Poudre Fire Authority","104754.0","Annual Salary","209","082fa0d47be1c83fc94c7dfa0b5015e4c138f8cc"
"Captain I - 56 Hr/Wk","Poudre Fire Authority","Poudre Fire Authority","104754.0","Annual Salary","210","082fa0d47be1c83fc94c7dfa0b5015e4c138f8cc"
"Captain I - 56 Hr/Wk","Poudre Fire Authority","Poudre Fire Authority","104754.0","Annual Salary","211","082fa0d47be1c83fc94c7dfa0b5015e4c138f8cc"
"Captain I - 56 Hr/Wk","Poudre Fire Authority","Poudre Fire Authority","104754.0","Annual Salary","212","082fa0d47be1c83fc94c7dfa0b5015e4c138f8cc"
"Captain I - 56 Hr/Wk","Poudre Fire Authority","Poudre Fire Authority","104754.0","Annual Salary","213","082fa0d47be1c83fc94c7dfa0b5015e4c138f8cc"
"Captain I - 56 Hr/Wk","Poudre Fire Authority","Poudre Fire Authority","104754.0","Annual Salary","214","082fa0d47be1c83fc94c7dfa0b5015e4c138f8cc"
"Captain I - 56 Hr/Wk","Poudre Fire Authority","Poudre Fire Authority","104754.0","Annual Salary","215","082fa0d47be1c83fc94c7dfa0b5015e4c138f8cc"
"Captain I - 56 Hr/Wk","Poudre Fire Authority","Poudre Fire Authority","104754.0","Annual Salary","216","082fa0d47be1c83fc94c7dfa0b5015e4c138f8cc"
"Captain I - 56 Hr/Wk","Poudre Fire Authority","Poudre Fire Authority","104754.0","Annual Salary","217","082fa0d47be1c83fc94c7dfa0b5015e4c138f8cc"
"Captain I - 56 Hr/Wk","Poudre Fire Authority","Poudre Fire Authority","104754.0","Annual Salary","218","082fa0d47be1c83fc94c7dfa0b5015e4c138f8cc"
"Captain I - 56 Hr/Wk","Poudre Fire Authority","Poudre Fire Authority","104754.0","Annual Salary","219","082fa0d47be1c83fc94c7dfa0b5015e4c138f8cc"
"Captain I - 56 Hr/Wk","Poudre Fire Authority","Poudre Fire Authority","104754.0","Annual Salary","220","082fa0d47be1c83fc94c7dfa0b5015e4c138f8cc"
"Captain I - 56 Hr/Wk","Poudre Fire Authority","Poudre Fire Authority","104754.0","Annual Salary","221","082fa0d47be1c83fc94c7dfa0b5015e4c138f8cc"
"Captain I - 56 Hr/Wk","Poudre Fire Authority","Poudre Fire Authority","104754.0","Annual Salary","222","082fa0d47be1c83fc94c7dfa0b5015e4c138f8cc"
"Captain I - 56 Hr/Wk","Poudre Fire Authority","Poudre Fire Authority","104754.0","Annual Salary","223","082fa0d47be1c83fc94c7dfa0b5015e4c138f8cc"
"Captain I - 56 Hr/Wk","Poudre Fire Authority","Poudre Fire Authority","104754.0","Annual Salary","224","082fa0d47be1c83fc94c7dfa0b5015e4c138f8cc"
"Captain I - 56 Hr/Wk","Poudre Fire Authority","Poudre Fire Authority","104754.0","Annual Salary","225","082fa0d47be1c83fc94c7dfa0b5015e4c138f8cc"
"Captain I - 56 Hr/Wk","Poudre Fire Authority","Poudre Fire Authority","104754.0","Annual Salary","226","082fa0d47be1c83fc94c7dfa0b5015e4c138f8cc"
"Captain I - 56 Hr/Wk","Poudre Fire Authority","Poudre Fire Authority","104754.0","Annual Salary","227","082fa0d47be1c83fc94c7dfa0b5015e4c138f8cc"
"Captain I - 56 Hr/Wk","Poudre Fire Authority","Poudre Fire Authority","104754.0","Annual Salary","228","082fa0d47be1c83fc94c7dfa0b5015e4c138f8cc"
"Captain I - 56 Hr/Wk","Poudre Fire Authority","Poudre Fire Authority","104754.0","Annual Salary","229","082fa0d47be1c83fc94c7dfa0b5015e4c138f8cc"
"Captain I - 56 Hr/Wk","Poudre Fire Authority","Poudre Fire Authority","104754.0","Annual Salary","230","082fa0d47be1c83fc94c7dfa0b5015e4c138f8cc"
"Captain I - 56 Hr/Wk","Poudre Fire Authority","Poudre Fire Authority","104754.0","Annual Salary","231","082fa0d47be1c83fc94c7dfa0b5015e4c138f8cc"
"Captain I - 56 Hr/Wk","Poudre Fire Authority","Poudre Fire Authority","104754.0","Annual Salary","232","082fa0d47be1c83fc94c7dfa0b5015e4c138f8cc"
"Captain I - 56 Hr/Wk","Poudre Fire Authority","Poudre Fire Authority","104754.0","Annual Salary","233","082fa0d47be1c83fc94c7dfa0b5015e4c138f8cc"
"Sr Manager, Env Sustain","Environmental Services","Sustainability Services","104712.48","Annual Salary","234","64e3cbe810e75d3571879014e6138ef26c5f4a14"
"Manager, Civil Engineering","Engineering","Planning, Dev & Transportation","104383.86","Annual Salary","235","ae9c0f576a808272f60c0b41a10a54740c34afb2"
"Electrical Engineer III","L&P Operations & Technology","Utility Services","103884.98","Annual Salary","236","732f0b33f9f7a565e1bb12d7b21ba4b669cb3976"
"Sr Manager, Transportation Pln","FC Moves","Planning, Dev & Transportation","103553.53","Annual Salary","237","e33a46f83ed7106bf97224fe7714b765ee4554e1"
"Sr Engineer, Network","Broadband","Utility Services","103405.93","Annual Salary","238","7e3aadd4cbf341123c738241baf84c0dc1dce4f8"
"Sr Supervisor, Sciences","Ut Water Quality Services Div","Utility Services","103207.04","Annual Salary","239","94b58b97d329555f98c286b8c4302c0708fb2aab"
"Police Corporal","Special Operations","Police Services","103055.0","Annual Salary","240","54c969400f2042c9b0ba1d111f833048a5f701b4"
"Police Corporal","Patrol","Police Services","103055.0","Annual Salary","241","8f544d83e46b5747053ca8a80f4b6e1b959a8414"
"Police Corporal","Investigations","Police Services","103055.0","Annual Salary","242","59737a599145739d99f62a2a122327ca0ca3d011"
"Police Corporal","Police Administration","Police Services","103055.0","Annual Salary","243","b11f29eef809eadde3dea53679335e926b4e245a"
"Police Corporal","Patrol","Police Services","103055.0","Annual Salary","244","8f544d83e46b5747053ca8a80f4b6e1b959a8414"
"Police Corporal","Special Operations","Police Services","103055.0","Annual Salary","245","54c969400f2042c9b0ba1d111f833048a5f701b4"
"Police Corporal","Investigations","Police Services","103055.0","Annual Salary","246","59737a599145739d99f62a2a122327ca0ca3d011"
"Police Corporal","Patrol","Police Services","103055.0","Annual Salary","247","8f544d83e46b5747053ca8a80f4b6e1b959a8414"
"Police Corporal","Patrol","Police Services","103055.0","Annual Salary","248","8f544d83e46b5747053ca8a80f4b6e1b959a8414"
"Police Corporal","Special Operations","Police Services","103055.0","Annual Salary","249","54c969400f2042c9b0ba1d111f833048a5f701b4"
"Police Corporal","Special Operations","Police Services","103055.0","Annual Salary","250","54c969400f2042c9b0ba1d111f833048a5f701b4"
"Police Corporal","Patrol","Police Services","103055.0","Annual Salary","251","8f544d83e46b5747053ca8a80f4b6e1b959a8414"
"Police Corporal","Special Operations","Police Services","103055.0","Annual Salary","252","54c969400f2042c9b0ba1d111f833048a5f701b4"
"Police Corporal","Investigations","Police Services","103055.0","Annual Salary","253","59737a599145739d99f62a2a122327ca0ca3d011"
"Police Corporal","Patrol","Police Services","103055.0","Annual Salary","254","8f544d83e46b5747053ca8a80f4b6e1b959a8414"
"Police Corporal","Patrol","Police Services","103055.0","Annual Salary","255","8f544d83e46b5747053ca8a80f4b6e1b959a8414"
"Police Corporal","Patrol","Police Services","103055.0","Annual Salary","256","8f544d83e46b5747053ca8a80f4b6e1b959a8414"
"Sr Manager, Accounting","Accounting and Treasury","Financial Services","102968.32","Annual Salary","257","0f26889b6a18dbf3332368c9b0c9c2807c23c55b"
"Manager, Real Estate","Operation Services","Information & Employee Svcs","102866.4","Annual Salary","258","f83526b3b7b526012ce843f5472320d20fe8816f"
"Civil Engineer III","Engineering","Planning, Dev & Transportation","102610.82","Annual Salary","259","85c978f452592162beb3fa6f8666cf7727dc1c36"
"Sr Analyst, Apps Software","L&P Operations & Technology","Utility Services","102527.5","Annual Salary","260","c9577c1a8c6e31b0047534aec16552556544ca73"
"Manager, Water Field Ops","Ut Collection System Div","Utility Services","102422.46","Annual Salary","261","0a77c3d8b2d84c07b42e7dca5f32dff8d99a8a08"
"Civil Engineer III","Ut Water UTL Engineering Div","Utility Services","102216.7","Annual Salary","262","e7aa592e0aa263bb1cf872ff55fd919da1557925"
"Sr Manager, Bldg & Dev Review","Comm Dev & Neighborhood Svcs","Planning, Dev & Transportation","101920.0","Annual Salary","263","ea5a6eeb5b226a9e53e7f18047cd70d3fae967f3"
"Analyst II, Bus Intelligence","Accounting and Treasury","Financial Services","101892.92","Annual Salary","264","b0b5691d14a5a605e64b2dc7b6cb6b43a2eb1960"
"Sr Supervisor, Electric Dist","L&P Operations & Technology","Utility Services","101859.68","Annual Salary","265","85f77841ab62ef7482eb562b5be0f22e9825a6b3"
"Manager, Applications Software","Information Technology","Information & Employee Svcs","101748.58","Annual Salary","266","c7b4d1629c82fe04d83c84f6ea6ebee99b1edc89"
"Civil Engineer III","Ut Distribution System Div","Utility Services","101454.96","Annual Salary","267","80f23484ff200818882a9e4d0c69d382e4bc2243"
"Sr Manager, Neighborhood Svcs","Comm Dev & Neighborhood Svcs","Planning, Dev & Transportation","101119.59","Annual Salary","268","ea705aae77d1c1f1a5ef6c19278c5bd2f11f5293"
"Water Engineer II","Ut Water Resources Div","Utility Services","101109.37","Annual Salary","269","c72c8385a2d63618c6ab64ad78ba923b18b09319"
"Sr Mgr, Safety & Risk Mgmt","Safety & Risk Management","Financial Services","101000.0","Annual Salary","270","5a942daaf7b4d968d7df7248a319a51c897f58a6"
"Manager, Technical Proj Mgmt","Utilities Strategic Planning","Utility Services","100790.04","Annual Salary","271","de9f3da75c87a6e30c47b883bcf61c9c1b18eb64"
"Finance And Budget Supervisor","Poudre Fire Authority","Poudre Fire Authority","100651.2","Annual Salary","272","5d61beb0da18d113f04baf556874d75a37802dda"
"Sr Supervisor, Electric Dist","L&P Electrical Engineering","Utility Services","100630.26","Annual Salary","273","215f876b6f8c9423a0983105f96e0ab1bd2789ea"
"Captain I - 56 Hr/Wk","Poudre Fire Authority","Poudre Fire Authority","100542.0","Annual Salary","274","9e392092bf521beecc829f218a9588ad6b2d46ec"
"Captain I - 56 Hr/Wk","Poudre Fire Authority","Poudre Fire Authority","100542.0","Annual Salary","275","9e392092bf521beecc829f218a9588ad6b2d46ec"
"Captain I - 56 Hr/Wk","Poudre Fire Authority","Poudre Fire Authority","100542.0","Annual Salary","276","9e392092bf521beecc829f218a9588ad6b2d46ec"
"Sr Engineer, Systems","Information Technology","Information & Employee Svcs","100497.43","Annual Salary","277","0f3ba8c33aaa517e02ea9dad8fee4b48e6a36b8a"
"Civil Engineer II","Engineering","Planning, Dev & Transportation","100470.51","Annual Salary","278","ac34bdee532996443845636e38700bde9e990747"
"Line Crew Chief","L&P Electric Field Services","Utility Services","100424.0","Annual Salary","279","95c727d549ae5d827e289f02c16965bec3e9d551"
"Line Crew Chief","L&P Electric Field Services","Utility Services","100424.0","Annual Salary","280","95c727d549ae5d827e289f02c16965bec3e9d551"
"Firefighter 40 Hour (Special)","Poudre Fire Authority","Poudre Fire Authority","100308.0","Annual Salary","281","9fef1f7384aee23659d37989c57dd2109e686de1"
"Firefighter 40 Hour (Special)","Poudre Fire Authority","Poudre Fire Authority","100308.0","Annual Salary","282","9fef1f7384aee23659d37989c57dd2109e686de1"
"Firefighter 40 Hour (Special)","Poudre Fire Authority","Poudre Fire Authority","100308.0","Annual Salary","283","9fef1f7384aee23659d37989c57dd2109e686de1"
"Firefighter 40 Hour (Special)","Poudre Fire Authority","Poudre Fire Authority","100308.0","Annual Salary","284","9fef1f7384aee23659d37989c57dd2109e686de1"
"Firefighter 40 Hour (Special)","Poudre Fire Authority","Poudre Fire Authority","100308.0","Annual Salary","285","9fef1f7384aee23659d37989c57dd2109e686de1"
"Firefighter 40 Hour (Special)","Poudre Fire Authority","Poudre Fire Authority","100308.0","Annual Salary","286","9fef1f7384aee23659d37989c57dd2109e686de1"
"Firefighter 40 Hour (Special)","Poudre Fire Authority","Poudre Fire Authority","100308.0","Annual Salary","287","9fef1f7384aee23659d37989c57dd2109e686de1"
"Police Corporal","Investigations","Police Services","100246.0","Annual Salary","288","902a99525e41eeb08dcecaf79d02c571100fa075"
"Police Corporal","Special Operations","Police Services","100246.0","Annual Salary","289","0f1cb302405418b6d45b6969f25da4fff0c590ca"
"Manager, Talent Development","Human Resources","Information & Employee Svcs","100243.78","Annual Salary","290","461c1274a46ff173ac97d64562ab6233daad619c"
"Manager, Civil Engineering","Engineering","Planning, Dev & Transportation","99978.47","Annual Salary","291","c0db35041941b98960ed62f843cce8ebe9bd0201"
"Sr Manager, Transit","Transfort / Parking Services","Planning, Dev & Transportation","99955.81","Annual Salary","292","aaca753ee6ee525afe43cdc8fb09a96b0f89effb"
"Police Psychologist","Police Administration","Police Services","99722.95","Annual Salary","293","40186205271af5a6d17243c47454adbc8aab614e"
"Assistant City Attorney II","City Attorney's Office","Legal Services","99566.88","Annual Salary","294","35fe1f1eae31909b6466c9e9ac6eab73509534eb"
"Human Resources Manager","Library District","Library District","99494.98","Annual Salary","295","d72d0921eef9e520074f7ecb493fbc116ffb6209"
"Sr Technical Project Manager","L&P Electrical Engineering","Utility Services","99445.53","Annual Salary","296","eebcbffa88c8ca6e11af291743fb90948065cdac"
"Sr Manager, Sales Tax/Revenue","Sales Tax","Financial Services","99067.4","Annual Salary","297","226fa43a1fce245b61ca30efb7b092090b781cae"
"Assistant City Attorney II","City Attorney's Office","Legal Services","98932.31","Annual Salary","298","6a2963a2c4ee3c38244d00081cb465f258e88a68"
"Manager, GIS","Information Technology","Information & Employee Svcs","98630.05","Annual Salary","299","028698c8640107e367891f5188d4c588ca130c59"
"Manager, Environ Planning","Natural Areas","Community Services","98523.09","Annual Salary","300","0c3ad0ee3ceadd0ff6606e9a104009fdb30b19e2"
"Substation Specialist","L&P Operations & Technology","Utility Services","98443.0","Annual Salary","301","10743894593d1ccf702a5dfe4e4e16873d96be24"
"Substation Specialist","L&P Operations & Technology","Utility Services","98443.0","Annual Salary","302","10743894593d1ccf702a5dfe4e4e16873d96be24"
"Manager, FP&A","Utility Financial Operations","Utility Services","98263.07","Annual Salary","303","647d6021981c341af437f1bb1a95937c73f45221"
"Civil Engineer III","Ut Water UTL Engineering Div","Utility Services","98250.48","Annual Salary","304","45f5217df39cc29bc9bae5a3430dc91a8adda3a8"
"Manager, Water Field Ops","Ut Drainage System Div","Utility Services","98207.87","Annual Salary","305","2a057bcc94e8536ad3e545dc04b83d5ebc6fb097"
"Analyst II, Apps Software","Information Technology","Information & Employee Svcs","98197.81","Annual Salary","306","62272d29ba71c26c6552b70550a97bcf6ab9aa50"
"Civil Engineer II","Ut Water UTL Engineering Div","Utility Services","98183.36","Annual Salary","307","dab79d380d8377d4957734ebf4a5027b383cfca0"
"Manager, Water Field Ops","Ut Distribution System Div","Utility Services","98036.07","Annual Salary","308","6a691f1bcd241c67501bd3c5013f2fe6619b03e6"
"Sr Manager, Customer Support","Utilities Customer Connections","Utility Services","97877.56","Annual Salary","309","68675eb3c560ea4b224cfdd41b517dd86226b8f2"
"Civil Engineer II","Engineering","Planning, Dev & Transportation","97868.07","Annual Salary","310","863de882b08573261d63192f6caf085ee68f73bf"
"Analyst II, Apps Software","Information Technology","Information & Employee Svcs","97811.38","Annual Salary","311","b96e1ed99190f15c3af9dd3daf8115077fb9b2f4"
"Lead Analyst, Utility Rate","Utility Financial Operations","Utility Services","97684.55","Annual Salary","312","256ab3bd9905dafa192a7a01837f3e8a695e7ea7"
"Mechanical Engineer III","Utilities Customer Connections","Utility Services","97511.2","Annual Salary","313","bcf0c06d8b0fb667a377e018fdfe90961e2a211a"
"Sr Manager, Cultural Services","Cultural Services","Community Services","97397.64","Annual Salary","314","23b39530c548fcf571277a1f47aed221bd093960"
"Manager, Marketing","Broadband","Utility Services","97344.0","Annual Salary","315","ea4ce18cb5db2399080fefcf0d324e1dd0b7d274"
"Civil Engineer II","Engineering","Planning, Dev & Transportation","97093.57","Annual Salary","316","7d26cebbe3c5eff7c6344e02a451975cda1fc9b0"
"Manager, Talent Acquisition","Human Resources","Information & Employee Svcs","96933.46","Annual Salary","317","9703104d056893521139ad7d61a10de9075e3b98"
"Civil Engineer II","Ut Enviro Regulatory Affairs","Utility Services","96904.44","Annual Salary","318","880c8943c82b731eb6015057ee49c83738af37e5"
"Community Safety Spec-56 Hr/Wk","Poudre Fire Authority","Poudre Fire Authority","96850.0","Annual Salary","319","6f7df8f894f8f98c945a38ff35c21304982fac17"
"Community Safety Spec-56 Hr/Wk","Poudre Fire Authority","Poudre Fire Authority","96850.0","Annual Salary","320","6f7df8f894f8f98c945a38ff35c21304982fac17"
"Fire Inspect Coord - 40 Hr/Wk","Poudre Fire Authority","Poudre Fire Authority","96850.0","Annual Salary","321","a9da30d9c45669e4a84b5edb7b8c72100cbd2702"
"Fire Inspect Coord - 56 Hr/Wk","Poudre Fire Authority","Poudre Fire Authority","96850.0","Annual Salary","322","a38b002684ca9c8f133eef722905b01fae2bf2e5"
"Sr Project Manager","Broadband","Utility Services","96850.0","Annual Salary","323","d0ff8f48b0d17c676b36cef5b6690c7e0febba53"
"Sr Analyst, IT Security","Information Technology","Information & Employee Svcs","96823.36","Annual Salary","324","7e4ca2ccf7aa36bc0e5cf1a8499efec1c9be9688"
"Mechanical Engineer III","Utilities Customer Connections","Utility Services","96617.38","Annual Salary","325","b061cfa122f3dc1c2c514a50a6a137a830ebf7c6"
"Sr Project Manager","Operation Services","Information & Employee Svcs","96597.06","Annual Salary","326","da4d9abebc355b344334849b1db92cbe4a78b7fb"
"Electrical Engineer II","L&P Operations & Technology","Utility Services","96591.82","Annual Salary","327","409741b023b31e042b1d3138f81e6c62ab362961"
"Manager, Water Field Ops","Ut Water Meters Div","Utility Services","96555.66","Annual Salary","328","54fd84488f92a318df67e8ac68957e663db9a858"
"Assistant City Attorney II","City Attorney's Office","Legal Services","96500.04","Annual Salary","329","326f114d60f2219db597cc644476e76442c1a9a4"
"Lead Analyst, Utility Rate","Utility Financial Operations","Utility Services","96200.0","Annual Salary","330","2504470ec85aab65409084c726a231ef8411588a"
"Electric Lineworker","L&P Electric Field Services","Utility Services","96099.0","Annual Salary","331","42b97ae93c7ca1b514be624dcc16770734f87b93"
"Electric Lineworker","L&P Electric Field Services","Utility Services","96099.0","Annual Salary","332","42b97ae93c7ca1b514be624dcc16770734f87b93"
"Electric Lineworker","L&P Electric Field Services","Utility Services","96099.0","Annual Salary","333","42b97ae93c7ca1b514be624dcc16770734f87b93"
"Electric Lineworker","L&P Electric Field Services","Utility Services","96099.0","Annual Salary","334","42b97ae93c7ca1b514be624dcc16770734f87b93"
"Electric Lineworker","L&P Electric Field Services","Utility Services","96099.0","Annual Salary","335","42b97ae93c7ca1b514be624dcc16770734f87b93"
"Electric Lineworker","L&P Electric Field Services","Utility Services","96099.0","Annual Salary","336","42b97ae93c7ca1b514be624dcc16770734f87b93"
"Electric Lineworker","L&P Electric Field Services","Utility Services","96099.0","Annual Salary","337","42b97ae93c7ca1b514be624dcc16770734f87b93"
"Electric Lineworker","L&P Electric Field Services","Utility Services","96099.0","Annual Salary","338","42b97ae93c7ca1b514be624dcc16770734f87b93"
"Electric Lineworker","L&P Electric Field Services","Utility Services","96099.0","Annual Salary","339","42b97ae93c7ca1b514be624dcc16770734f87b93"
"Electric Lineworker","L&P Electric Field Services","Utility Services","96099.0","Annual Salary","340","42b97ae93c7ca1b514be624dcc16770734f87b93"
"Electric Lineworker","L&P Electric Field Services","Utility Services","96099.0","Annual Salary","341","42b97ae93c7ca1b514be624dcc16770734f87b93"
"Electric Lineworker","L&P Electric Field Services","Utility Services","96099.0","Annual Salary","342","42b97ae93c7ca1b514be624dcc16770734f87b93"
"Electric Lineworker","L&P Electric Field Services","Utility Services","96099.0","Annual Salary","343","42b97ae93c7ca1b514be624dcc16770734f87b93"
"Electric Lineworker","L&P Electric Field Services","Utility Services","96099.0","Annual Salary","344","42b97ae93c7ca1b514be624dcc16770734f87b93"
"Electric Systems Operator","L&P Operations & Technology","Utility Services","96099.0","Annual Salary","345","5dae2582f642308f2dd045670463491aef13cd4e"
"Information Technology Manager","Library District","Library District","95983.34","Annual Salary","346","5156ad3c2852d9b821d110ed1ae961d8e36e25f2"
"Water Engineer II","Ut Water Resources Div","Utility Services","95951.94","Annual Salary","347","9556a8363657a4de0ce807e38970a0c71aa8db6f"
"Analyst II, Apps Software","Information Technology","Information & Employee Svcs","95939.99","Annual Salary","348","606aaed271cad3a0e079a2afaa06198961d7affa"
"Manager, Historic Preservation","Comm Dev & Neighborhood Svcs","Planning, Dev & Transportation","95733.47","Annual Salary","349","f7b82654acb34fe4ed689a7d0fc294913f5d6cb1"
"Lead Specialist, Security","City Manager's Office","Executive Services","95680.0","Annual Salary","350","1db365899fda9122613ba10e850feb5cc6f7aef0"
"Sr Facilities Project Manager","Operation Services","Information & Employee Svcs","95253.51","Annual Salary","351","0bfc35fde31fed0502e2c10d633c92d3c746ce03"
"Lead Spc, Employee Relations","City Manager's Office","Executive Services","95108.91","Annual Salary","352","f38c8d29b680c12bf8cfd0755db772f852ac89de"
"Sr Specialist, Sciences","Ut Enviro Regulatory Affairs","Utility Services","95026.96","Annual Salary","353","b2cd9ecf6552130f8e4cdb21abfae392186b0215"
"Reliability Engineer III","Utilities Strategic Planning","Utility Services","95000.0","Annual Salary","354","2ba55093829979374082022b92aa8f031b3591f7"
"Manager, FP&A","PDT Administration","Planning, Dev & Transportation","94812.2","Annual Salary","355","9ac552c1d9153fab1b896dbab98655e514e840e8"
"Engineer II, Systems","Information Technology","Information & Employee Svcs","94735.44","Annual Salary","356","05234f045c5a17cd08fb5ab3f8d7bff06e72303e"
"Sr Manager, Forestry","Parks","Community Services","94500.04","Annual Salary","357","9cc1392282ef53b618f93f77815d59a8442d599b"
"Sr Manager, Cultural Services","Cultural Services","Community Services","94459.82","Annual Salary","358","88763b45f37d26e13d8964acab2cb6f4e1adf181"
"Manager, Plant Operations","Ut Water Production Div","Utility Services","94205.68","Annual Salary","359","6d9a294b08c8f3833655ea9b7fb585362869c7b9"
"Analyst II, Apps Software","Information Technology","Information & Employee Svcs","94174.28","Annual Salary","360","3e9620b3d0a78ee2a8a649b28f3a81ad32eba25a"
"Civil Engineer II","Engineering","Planning, Dev & Transportation","94170.38","Annual Salary","361","7b37f8a908b5a799b6001a345a67e0636d4bdec2"
"Engineer II, Systems","Information Technology","Information & Employee Svcs","94096.44","Annual Salary","362","146a295505d385fbe15e1b9fbeea30059de6de27"
"Manager, Video Production","Comm. & Public Involvement","Information & Employee Svcs","93894.87","Annual Salary","363","694ba29e055927071eb9dd840bc4a928360508d1"
"Analyst II, Apps Software","Ut Process & Supervis Cntr Div","Utility Services","93783.56","Annual Salary","364","e42f6413291da97581163a3a6829bea1506c7db6"
"Manager, Transportation Plng","Transfort / Parking Services","Planning, Dev & Transportation","93730.0","Annual Salary","365","4d916610e5e24ebc6e476d2d1d4b9f22ca9fdac0"
"Police Officer","Special Operations","Police Services","93688.0","Annual Salary","366","8d30cea873e197cbec161c031b4df523fcd9a883"
"Police Officer","Special Operations","Police Services","93688.0","Annual Salary","367","8d30cea873e197cbec161c031b4df523fcd9a883"
"Police Officer","Special Operations","Police Services","93688.0","Annual Salary","368","8d30cea873e197cbec161c031b4df523fcd9a883"
"Police Officer","Special Operations","Police Services","93688.0","Annual Salary","369","8d30cea873e197cbec161c031b4df523fcd9a883"
"Police Officer","Special Operations","Police Services","93688.0","Annual Salary","370","8d30cea873e197cbec161c031b4df523fcd9a883"
"Police Officer","Special Operations","Police Services","93688.0","Annual Salary","371","8d30cea873e197cbec161c031b4df523fcd9a883"
"Police Officer","Special Operations","Police Services","93688.0","Annual Salary","372","8d30cea873e197cbec161c031b4df523fcd9a883"
"Police Officer","Special Operations","Police Services","93688.0","Annual Salary","373","8d30cea873e197cbec161c031b4df523fcd9a883"
"Police Officer","Investigations","Police Services","93688.0","Annual Salary","374","0d7f8b03941d0733199c8becc43528137dbb8fa8"
"Police Officer","Patrol","Police Services","93688.0","Annual Salary","375","0c9aca8545f094f557e091139caadd6ca8a9808a"
"Police Officer","Patrol","Police Services","93688.0","Annual Salary","376","0c9aca8545f094f557e091139caadd6ca8a9808a"
"Police Officer","Investigations","Police Services","93688.0","Annual Salary","377","0d7f8b03941d0733199c8becc43528137dbb8fa8"
"Police Officer","Patrol","Police Services","93688.0","Annual Salary","378","0c9aca8545f094f557e091139caadd6ca8a9808a"
"Police Officer","Patrol","Police Services","93688.0","Annual Salary","379","0c9aca8545f094f557e091139caadd6ca8a9808a"
"Police Officer","Patrol","Police Services","93688.0","Annual Salary","380","0c9aca8545f094f557e091139caadd6ca8a9808a"
"Police Officer","Special Operations","Police Services","93688.0","Annual Salary","381","8d30cea873e197cbec161c031b4df523fcd9a883"
"Police Officer","Investigations","Police Services","93688.0","Annual Salary","382","0d7f8b03941d0733199c8becc43528137dbb8fa8"
"Police Officer","Patrol","Police Services","93688.0","Annual Salary","383","0c9aca8545f094f557e091139caadd6ca8a9808a"
"Police Officer","Patrol","Police Services","93688.0","Annual Salary","384","0c9aca8545f094f557e091139caadd6ca8a9808a"
"Police Officer","Patrol","Police Services","93688.0","Annual Salary","385","0c9aca8545f094f557e091139caadd6ca8a9808a"
"Police Officer","Investigations","Police Services","93688.0","Annual Salary","386","0d7f8b03941d0733199c8becc43528137dbb8fa8"
"Police Officer","Patrol","Police Services","93688.0","Annual Salary","387","0c9aca8545f094f557e091139caadd6ca8a9808a"
"Police Officer","Patrol","Police Services","93688.0","Annual Salary","388","0c9aca8545f094f557e091139caadd6ca8a9808a"
"Police Officer","Special Operations","Police Services","93688.0","Annual Salary","389","8d30cea873e197cbec161c031b4df523fcd9a883"
