"region","subregion","buildingage","quarter","year","averagevacancy"
"Colorado State","Overall - Statewide","2010+","1","2003",
"Colorado State","Overall - Statewide","2010+","3","2003",
"Colorado State","Overall - Statewide","2010+","1","2004",
"Colorado State","Overall - Statewide","2010+","3","2004",
"Colorado State","Overall - Statewide","2010+","1","2005",
"Colorado State","Overall - Statewide","2010+","3","2005",
"Colorado State","Overall - Statewide","2010+","1","2006",
"Colorado State","Overall - Statewide","2010+","3","2006",
"Colorado State","Overall - Statewide","2010+","4","2006",
"Colorado State","Overall - Statewide","2010+","1","2007",
"Colorado State","Overall - Statewide","2010+","2","2007",
"Colorado State","Overall - Statewide","2010+","3","2007",
"Colorado State","Overall - Statewide","2010+","4","2007",
"Colorado State","Overall - Statewide","2010+","1","2008",
"Colorado State","Overall - Statewide","2010+","2","2008",
"Colorado State","Overall - Statewide","2010+","3","2008",
"Colorado State","Overall - Statewide","2010+","4","2008",
"Colorado State","Overall - Statewide","2010+","1","2009",
"Colorado State","Overall - Statewide","2010+","2","2009",
"Colorado State","Overall - Statewide","2010+","3","2009",
"Colorado State","Overall - Statewide","2010+","4","2009",
"Colorado State","Overall - Statewide","2010+","1","2010",
"Colorado State","Overall - Statewide","2010+","2","2010",
"Colorado State","Overall - Statewide","2010+","3","2010",
"Colorado State","Overall - Statewide","2010+","4","2010",
"Colorado State","Overall - Statewide","2010+","1","2011",
"Colorado State","Overall - Statewide","2010+","2","2011",
"Colorado State","Overall - Statewide","2010+","3","2011",
"Colorado State","Overall - Statewide","2010+","4","2011",
"Colorado State","Overall - Statewide","2010+","1","2012",
"Colorado State","Overall - Statewide","2010+","2","2012",
"Colorado State","Overall - Statewide","2010+","3","2012",
"Colorado State","Overall - Statewide","2010+","4","2012",
"Colorado State","Overall - Statewide","2010+","1","2013",
"Colorado State","Overall - Statewide","2010+","2","2013",
"Colorado State","Overall - Statewide","2010+","3","2013",
"Colorado State","Overall - Statewide","2010+","4","2013",
"Colorado State","Overall - Statewide","2010+","1","2014",
"Colorado State","Overall - Statewide","2010+","2","2014",
"Colorado State","Overall - Statewide","2010+","3","2014",
"Colorado State","Overall - Statewide","2010+","4","2014",
"Colorado State","Overall - Statewide","2010+","1","2015","13.5802469136"
"Colorado State","Overall - Statewide","2010+","2","2015","5.70934256055"
"Colorado State","Overall - Statewide","2010+","3","2015","8.94276629571"
"Colorado State","Overall - Statewide","2010+","4","2015",
"Colorado State","Alamosa","To 1959","1","1996",
"Colorado State","Alamosa","To 1959","3","1996",
"Colorado State","Alamosa","To 1959","1","1997",
"Colorado State","Alamosa","To 1959","3","1997",
"Colorado State","Alamosa","To 1959","1","1998",
"Colorado State","Alamosa","To 1959","3","1998",
"Colorado State","Alamosa","To 1959","1","1999",
"Colorado State","Alamosa","To 1959","3","1999",
"Colorado State","Alamosa","To 1959","1","2000",
"Colorado State","Alamosa","To 1959","3","2000",
"Colorado State","Alamosa","To 1959","1","2001",
"Colorado State","Alamosa","To 1959","3","2001",
"Colorado State","Alamosa","To 1959","1","2002",
"Colorado State","Alamosa","To 1959","3","2002",
"Colorado State","Alamosa","To 1959","1","2003",
"Colorado State","Alamosa","To 1959","3","2003",
"Colorado State","Alamosa","To 1959","1","2004",
"Colorado State","Alamosa","To 1959","3","2004",
"Colorado State","Alamosa","To 1959","1","2005",
"Colorado State","Alamosa","To 1959","3","2005",
"Colorado State","Alamosa","To 1959","1","2006",
"Colorado State","Alamosa","To 1959","3","2006",
"Colorado State","Alamosa","To 1959","4","2006",
"Colorado State","Alamosa","To 1959","1","2007",
"Colorado State","Alamosa","To 1959","2","2007",
"Colorado State","Alamosa","To 1959","3","2007",
"Colorado State","Alamosa","To 1959","4","2007",
"Colorado State","Alamosa","To 1959","1","2008",
"Colorado State","Alamosa","To 1959","2","2008",
"Colorado State","Alamosa","To 1959","4","2008",
"Colorado State","Alamosa","To 1959","1","2009",
"Colorado State","Alamosa","To 1959","2","2009",
"Colorado State","Alamosa","To 1959","3","2009",
"Colorado State","Alamosa","To 1959","4","2009",
"Colorado State","Alamosa","To 1959","1","2010",
"Colorado State","Alamosa","To 1959","2","2010",
"Colorado State","Alamosa","To 1959","3","2010",
"Colorado State","Alamosa","To 1959","4","2010",
"Colorado State","Alamosa","To 1959","1","2011",
"Colorado State","Alamosa","To 1959","2","2011",
"Colorado State","Alamosa","To 1959","3","2011",
"Colorado State","Alamosa","To 1959","4","2011",
"Colorado State","Alamosa","To 1959","1","2012",
"Colorado State","Alamosa","To 1959","2","2012",
"Colorado State","Alamosa","To 1959","3","2012",
"Colorado State","Alamosa","To 1959","4","2012",
"Colorado State","Alamosa","To 1959","1","2013",
"Colorado State","Alamosa","To 1959","2","2013",
"Colorado State","Alamosa","To 1959","3","2013",
"Colorado State","Alamosa","To 1959","4","2013",
"Colorado State","Alamosa","To 1959","1","2014",
"Colorado State","Alamosa","To 1959","2","2014",
"Colorado State","Alamosa","To 1959","3","2014",
"Colorado State","Alamosa","To 1959","4","2014",
"Colorado State","Alamosa","To 1959","1","2015",
"Colorado State","Alamosa","To 1959","2","2015",
"Colorado State","Alamosa","To 1959","3","2015",
"Colorado State","Alamosa","To 1959","4","2015",
"Colorado State","Alamosa","1960-69","1","1996",
"Colorado State","Alamosa","1960-69","3","1996",
"Colorado State","Alamosa","1960-69","1","1997",
"Colorado State","Alamosa","1960-69","3","1997",
"Colorado State","Alamosa","1960-69","1","1998",
"Colorado State","Alamosa","1960-69","3","1998",
"Colorado State","Alamosa","1960-69","1","1999",
"Colorado State","Alamosa","1960-69","3","1999",
"Colorado State","Alamosa","1960-69","1","2000",
"Colorado State","Alamosa","1960-69","3","2000",
"Colorado State","Alamosa","1960-69","1","2001",
"Colorado State","Alamosa","1960-69","3","2001",
"Colorado State","Alamosa","1960-69","1","2002",
"Colorado State","Alamosa","1960-69","3","2002",
"Colorado State","Alamosa","1960-69","1","2003",
"Colorado State","Alamosa","1960-69","3","2003",
"Colorado State","Alamosa","1960-69","1","2004",
"Colorado State","Alamosa","1960-69","3","2004",
"Colorado State","Alamosa","1960-69","1","2005",
"Colorado State","Alamosa","1960-69","3","2005",
"Colorado State","Alamosa","1960-69","1","2006",
"Colorado State","Alamosa","1960-69","3","2006",
"Colorado State","Alamosa","1960-69","4","2006",
"Colorado State","Alamosa","1960-69","1","2007",
"Colorado State","Alamosa","1960-69","2","2007",
"Colorado State","Alamosa","1960-69","3","2007",
"Colorado State","Alamosa","1960-69","4","2007",
"Colorado State","Alamosa","1960-69","1","2008",
"Colorado State","Alamosa","1960-69","2","2008",
"Colorado State","Alamosa","1960-69","3","2008",
"Colorado State","Alamosa","1960-69","4","2008",
"Colorado State","Alamosa","1960-69","1","2009",
"Colorado State","Alamosa","1960-69","2","2009",
"Colorado State","Alamosa","1960-69","3","2009",
"Colorado State","Alamosa","1960-69","4","2009",
"Colorado State","Alamosa","1960-69","1","2010",
"Colorado State","Alamosa","1960-69","2","2010",
"Colorado State","Alamosa","1960-69","3","2010",
"Colorado State","Alamosa","1960-69","4","2010",
"Colorado State","Alamosa","1960-69","1","2011",
"Colorado State","Alamosa","1960-69","2","2011",
"Colorado State","Alamosa","1960-69","3","2011",
"Colorado State","Alamosa","1960-69","4","2011",
"Colorado State","Alamosa","1960-69","1","2012",
"Colorado State","Alamosa","1960-69","2","2012",
"Colorado State","Alamosa","1960-69","3","2012",
"Colorado State","Alamosa","1960-69","4","2012",
"Colorado State","Alamosa","1960-69","1","2013",
"Colorado State","Alamosa","1960-69","2","2013",
"Colorado State","Alamosa","1960-69","3","2013",
"Colorado State","Alamosa","1960-69","4","2013",
"Colorado State","Alamosa","1960-69","1","2014",
"Colorado State","Alamosa","1960-69","2","2014",
"Colorado State","Alamosa","1960-69","3","2014",
"Colorado State","Alamosa","1960-69","4","2014",
"Colorado State","Alamosa","1960-69","1","2015",
"Colorado State","Alamosa","1960-69","2","2015",
"Colorado State","Alamosa","1960-69","3","2015",
"Colorado State","Alamosa","1960-69","4","2015",
"Colorado State","Alamosa","1970-79","1","1996",
"Colorado State","Alamosa","1970-79","3","1996",
"Colorado State","Alamosa","1970-79","1","1997",
"Colorado State","Alamosa","1970-79","3","1997",
"Colorado State","Alamosa","1970-79","1","1998",
"Colorado State","Alamosa","1970-79","3","1998",
"Colorado State","Alamosa","1970-79","1","1999",
"Colorado State","Alamosa","1970-79","3","1999",
"Colorado State","Alamosa","1970-79","1","2000",
"Colorado State","Alamosa","1970-79","3","2000",
"Colorado State","Alamosa","1970-79","1","2001",
"Colorado State","Alamosa","1970-79","3","2001",
"Colorado State","Alamosa","1970-79","1","2002",
"Colorado State","Alamosa","1970-79","3","2002",
"Colorado State","Alamosa","1970-79","1","2003",
"Colorado State","Alamosa","1970-79","3","2003",
"Colorado State","Alamosa","1970-79","1","2004",
"Colorado State","Alamosa","1970-79","3","2004",
"Colorado State","Alamosa","1970-79","1","2005",
"Colorado State","Alamosa","1970-79","3","2005",
"Colorado State","Alamosa","1970-79","1","2006",
"Colorado State","Alamosa","1970-79","3","2006",
"Colorado State","Alamosa","1970-79","4","2006",
"Colorado State","Alamosa","1970-79","1","2007",
"Colorado State","Alamosa","1970-79","2","2007",
"Colorado State","Alamosa","1970-79","3","2007",
"Colorado State","Alamosa","1970-79","4","2007",
"Colorado State","Alamosa","1970-79","1","2008",
"Colorado State","Alamosa","1970-79","2","2008",
"Colorado State","Alamosa","1970-79","3","2008",
"Colorado State","Alamosa","1970-79","4","2008",
"Colorado State","Alamosa","1970-79","1","2009",
"Colorado State","Alamosa","1970-79","2","2009",
"Colorado State","Alamosa","1970-79","3","2009",
"Colorado State","Alamosa","1970-79","4","2009",
"Colorado State","Alamosa","1970-79","1","2010",
"Colorado State","Alamosa","1970-79","2","2010",
"Colorado State","Alamosa","1970-79","3","2010",
"Colorado State","Alamosa","1970-79","4","2010",
"Colorado State","Alamosa","1970-79","1","2011",
"Colorado State","Alamosa","1970-79","2","2011",
"Colorado State","Alamosa","1970-79","3","2011",
"Colorado State","Alamosa","1970-79","4","2011",
"Colorado State","Alamosa","1970-79","1","2012",
"Colorado State","Alamosa","1970-79","2","2012",
"Colorado State","Alamosa","1970-79","3","2012",
"Colorado State","Alamosa","1970-79","4","2012",
"Colorado State","Alamosa","1970-79","1","2013",
"Colorado State","Alamosa","1970-79","2","2013",
"Colorado State","Alamosa","1970-79","3","2013",
"Colorado State","Alamosa","1970-79","4","2013",
"Colorado State","Alamosa","1970-79","1","2014",
"Colorado State","Alamosa","1970-79","2","2014",
"Colorado State","Alamosa","1970-79","3","2014",
"Colorado State","Alamosa","1970-79","4","2014",
"Colorado State","Alamosa","1970-79","1","2015","9.09090909091"
"Colorado State","Alamosa","1970-79","2","2015",
"Colorado State","Alamosa","1970-79","3","2015",
"Colorado State","Alamosa","1970-79","4","2015",
"Colorado State","Alamosa","1980-89","1","1996",
"Colorado State","Alamosa","1980-89","3","1996",
"Colorado State","Alamosa","1980-89","1","1997",
"Colorado State","Alamosa","1980-89","3","1997",
"Colorado State","Alamosa","1980-89","1","1998",
"Colorado State","Alamosa","1980-89","3","1998",
"Colorado State","Alamosa","1980-89","1","1999",
"Colorado State","Alamosa","1980-89","3","1999",
"Colorado State","Alamosa","1980-89","1","2000",
"Colorado State","Alamosa","1980-89","3","2000",
"Colorado State","Alamosa","1980-89","1","2001",
"Colorado State","Alamosa","1980-89","3","2001",
"Colorado State","Alamosa","1980-89","1","2002",
"Colorado State","Alamosa","1980-89","3","2002",
"Colorado State","Alamosa","1980-89","1","2003",
"Colorado State","Alamosa","1980-89","3","2003",
"Colorado State","Alamosa","1980-89","1","2004",
"Colorado State","Alamosa","1980-89","3","2004",
"Colorado State","Alamosa","1980-89","1","2005",
"Colorado State","Alamosa","1980-89","3","2005","3.125"
"Colorado State","Alamosa","1980-89","1","2006","3.125"
"Colorado State","Alamosa","1980-89","3","2006","3.125"
"Colorado State","Alamosa","1980-89","4","2006",
"Colorado State","Alamosa","1980-89","1","2007","3.125"
"Colorado State","Alamosa","1980-89","2","2007",
"Colorado State","Alamosa","1980-89","3","2007","3.125"
"Colorado State","Alamosa","1980-89","4","2007",
"Colorado State","Alamosa","1980-89","1","2008","3.125"
"Colorado State","Alamosa","1980-89","2","2008",
"Colorado State","Alamosa","1980-89","3","2008","6.25"
"Colorado State","Alamosa","1980-89","4","2008",
"Colorado State","Alamosa","1980-89","1","2009","10.9375"
"Colorado State","Alamosa","1980-89","2","2009",
"Colorado State","Alamosa","1980-89","3","2009","7.8125"
"Colorado State","Alamosa","1980-89","4","2009",
"Colorado State","Alamosa","1980-89","1","2010","7.8125"
"Colorado State","Alamosa","1980-89","2","2010",
"Colorado State","Alamosa","1980-89","3","2010","6.25"
"Colorado State","Alamosa","1980-89","4","2010",
"Colorado State","Alamosa","1980-89","1","2011","6.25"
"Colorado State","Alamosa","1980-89","2","2011",
"Colorado State","Alamosa","1980-89","3","2011","7.8125"
"Colorado State","Alamosa","1980-89","4","2011",
"Colorado State","Alamosa","1980-89","1","2012","6.06060606061"
"Colorado State","Alamosa","1980-89","2","2012",
"Colorado State","Alamosa","1980-89","3","2012","0"
"Colorado State","Alamosa","1980-89","4","2012",
"Colorado State","Alamosa","1980-89","1","2013",
"Colorado State","Alamosa","1980-89","2","2013",
"Colorado State","Alamosa","1980-89","3","2013",
"Colorado State","Alamosa","1980-89","4","2013",
"Colorado State","Alamosa","1980-89","1","2014","6.06060606061"
"Colorado State","Alamosa","1980-89","2","2014",
"Colorado State","Alamosa","1980-89","3","2014",
"Colorado State","Alamosa","1980-89","4","2014",
"Colorado State","Alamosa","1980-89","1","2015","3.0303030303"
"Colorado State","Alamosa","1980-89","2","2015",
"Colorado State","Alamosa","1980-89","3","2015",
"Colorado State","Alamosa","1980-89","4","2015",
"Colorado State","Alamosa","1990-99","1","1996",
"Colorado State","Alamosa","1990-99","3","1996",
"Colorado State","Alamosa","1990-99","1","1997",
"Colorado State","Alamosa","1990-99","3","1997",
"Colorado State","Alamosa","1990-99","1","1998",
"Colorado State","Alamosa","1990-99","3","1998",
"Colorado State","Alamosa","1990-99","1","1999",
"Colorado State","Alamosa","1990-99","3","1999",
"Colorado State","Alamosa","1990-99","1","2000",
"Colorado State","Alamosa","1990-99","3","2000",
"Colorado State","Alamosa","1990-99","1","2001",
"Colorado State","Alamosa","1990-99","3","2001",
"Colorado State","Alamosa","1990-99","1","2002",
"Colorado State","Alamosa","1990-99","3","2002",
"Colorado State","Alamosa","1990-99","1","2003",
"Colorado State","Alamosa","1990-99","3","2003",
"Colorado State","Alamosa","1990-99","1","2004",
"Colorado State","Alamosa","1990-99","3","2004",
"Colorado State","Alamosa","1990-99","1","2005",
"Colorado State","Alamosa","1990-99","3","2005","6.25"
"Colorado State","Alamosa","1990-99","1","2006","3.84615384615"
"Colorado State","Alamosa","1990-99","3","2006","1.31578947368"
"Colorado State","Alamosa","1990-99","4","2006",
"Colorado State","Alamosa","1990-99","1","2007","1.31578947368"
"Colorado State","Alamosa","1990-99","2","2007",
"Colorado State","Alamosa","1990-99","3","2007","5.26315789474"
"Colorado State","Alamosa","1990-99","4","2007",
"Colorado State","Alamosa","1990-99","1","2008","6.57894736842"
"Colorado State","Alamosa","1990-99","2","2008",
"Colorado State","Alamosa","1990-99","3","2008","5.26315789474"
"Colorado State","Alamosa","1990-99","4","2008",
"Colorado State","Alamosa","1990-99","1","2009","16.4383561644"
"Colorado State","Alamosa","1990-99","2","2009",
"Colorado State","Alamosa","1990-99","3","2009","8.21917808219"
"Colorado State","Alamosa","1990-99","4","2009",
"Colorado State","Alamosa","1990-99","1","2010","6.84931506849"
"Colorado State","Alamosa","1990-99","2","2010",
"Colorado State","Alamosa","1990-99","3","2010","8.21917808219"
"Colorado State","Alamosa","1990-99","4","2010",
"Colorado State","Alamosa","1990-99","1","2011","8.21917808219"
"Colorado State","Alamosa","1990-99","2","2011",
"Colorado State","Alamosa","1990-99","3","2011","9.58904109589"
"Colorado State","Alamosa","1990-99","4","2011",
"Colorado State","Alamosa","1990-99","1","2012",
"Colorado State","Alamosa","1990-99","2","2012",
"Colorado State","Alamosa","1990-99","3","2012",
"Colorado State","Alamosa","1990-99","4","2012",
"Colorado State","Alamosa","1990-99","1","2013",
"Colorado State","Alamosa","1990-99","2","2013",
"Colorado State","Alamosa","1990-99","3","2013",
"Colorado State","Alamosa","1990-99","4","2013",
"Colorado State","Alamosa","1990-99","1","2014",
"Colorado State","Alamosa","1990-99","2","2014",
"Colorado State","Alamosa","1990-99","3","2014",
"Colorado State","Alamosa","1990-99","4","2014",
"Colorado State","Alamosa","1990-99","1","2015",
"Colorado State","Alamosa","1990-99","2","2015",
"Colorado State","Alamosa","1990-99","3","2015",
"Colorado State","Alamosa","1990-99","4","2015",
"Colorado State","Alamosa","2000-09","1","1996",
"Colorado State","Alamosa","2000-09","3","1996",
"Colorado State","Alamosa","2000-09","1","1997",
"Colorado State","Alamosa","2000-09","3","1997",
"Colorado State","Alamosa","2000-09","1","1998",
"Colorado State","Alamosa","2000-09","3","1998",
"Colorado State","Alamosa","2000-09","1","1999",
"Colorado State","Alamosa","2000-09","3","1999",
"Colorado State","Alamosa","2000-09","1","2000",
"Colorado State","Alamosa","2000-09","3","2000",
"Colorado State","Alamosa","2000-09","1","2001",
"Colorado State","Alamosa","2000-09","3","2001",
"Colorado State","Alamosa","2000-09","1","2002",
"Colorado State","Alamosa","2000-09","3","2002",
"Colorado State","Alamosa","2000-09","1","2003",
"Colorado State","Alamosa","2000-09","3","2003",
"Colorado State","Alamosa","2000-09","1","2004",
"Colorado State","Alamosa","2000-09","3","2004",
"Colorado State","Alamosa","2000-09","1","2005",
"Colorado State","Alamosa","2000-09","3","2005",
"Colorado State","Alamosa","2000-09","1","2006",
"Colorado State","Alamosa","2000-09","3","2006",
"Colorado State","Alamosa","2000-09","4","2006",
"Colorado State","Alamosa","2000-09","1","2007",
"Colorado State","Alamosa","2000-09","2","2007",
"Colorado State","Alamosa","2000-09","3","2007",
"Colorado State","Alamosa","2000-09","4","2007",
"Colorado State","Alamosa","2000-09","1","2008",
"Colorado State","Alamosa","2000-09","2","2008",
"Colorado State","Alamosa","2000-09","3","2008",
"Colorado State","Alamosa","2000-09","4","2008",
"Colorado State","Alamosa","2000-09","1","2009",
"Colorado State","Alamosa","2000-09","2","2009",
"Colorado State","Alamosa","2000-09","3","2009",
"Colorado State","Alamosa","2000-09","4","2009",
"Colorado State","Alamosa","2000-09","1","2010",
"Colorado State","Alamosa","2000-09","2","2010",
"Colorado State","Alamosa","2000-09","3","2010",
"Colorado State","Alamosa","2000-09","4","2010",
"Colorado State","Alamosa","2000-09","1","2011",
"Colorado State","Alamosa","2000-09","2","2011",
"Colorado State","Alamosa","2000-09","3","2011",
"Colorado State","Alamosa","2000-09","4","2011",
"Colorado State","Alamosa","2000-09","1","2012",
"Colorado State","Alamosa","2000-09","2","2012",
"Colorado State","Alamosa","2000-09","3","2012",
"Colorado State","Alamosa","2000-09","4","2012",
"Colorado State","Alamosa","2000-09","1","2013",
"Colorado State","Alamosa","2000-09","2","2013",
"Colorado State","Alamosa","2000-09","3","2013",
"Colorado State","Alamosa","2000-09","4","2013",
"Colorado State","Alamosa","2000-09","1","2014",
"Colorado State","Alamosa","2000-09","2","2014",
"Colorado State","Alamosa","2000-09","3","2014",
"Colorado State","Alamosa","2000-09","4","2014",
"Colorado State","Alamosa","2000-09","1","2015",
"Colorado State","Alamosa","2000-09","2","2015",
"Colorado State","Alamosa","2000-09","3","2015",
"Colorado State","Alamosa","2000-09","4","2015",
"Colorado State","Alamosa","2010+","1","1996",
"Colorado State","Alamosa","2010+","3","1996",
"Colorado State","Alamosa","2010+","1","1997",
"Colorado State","Alamosa","2010+","3","1997",
"Colorado State","Alamosa","2010+","1","1998",
"Colorado State","Alamosa","2010+","3","1998",
"Colorado State","Alamosa","2010+","1","1999",
"Colorado State","Alamosa","2010+","3","1999",
"Colorado State","Alamosa","2010+","1","2000",
"Colorado State","Alamosa","2010+","3","2000",
"Colorado State","Alamosa","2010+","1","2001",
"Colorado State","Alamosa","2010+","3","2001",
"Colorado State","Alamosa","2010+","1","2002",
"Colorado State","Alamosa","2010+","3","2002",
"Colorado State","Alamosa","2010+","1","2003",
"Colorado State","Alamosa","2010+","3","2003",
"Colorado State","Alamosa","2010+","1","2004",
"Colorado State","Alamosa","2010+","3","2004",
"Colorado State","Alamosa","2010+","1","2005",
"Colorado State","Alamosa","2010+","3","2005",
"Colorado State","Alamosa","2010+","1","2006",
"Colorado State","Alamosa","2010+","3","2006",
"Colorado State","Alamosa","2010+","4","2006",
"Colorado State","Alamosa","2010+","1","2007",
"Colorado State","Alamosa","2010+","2","2007",
"Colorado State","Alamosa","2010+","3","2007",
"Colorado State","Alamosa","2010+","4","2007",
"Colorado State","Alamosa","2010+","1","2008",
"Colorado State","Alamosa","2010+","2","2008",
"Colorado State","Alamosa","2010+","3","2008",
"Colorado State","Alamosa","2010+","4","2008",
"Colorado State","Alamosa","2010+","1","2009",
"Colorado State","Alamosa","2010+","2","2009",
"Colorado State","Alamosa","2010+","3","2009",
"Colorado State","Alamosa","2010+","4","2009",
"Colorado State","Alamosa","2010+","1","2010",
"Colorado State","Alamosa","2010+","2","2010",
"Colorado State","Alamosa","2010+","3","2010",
"Colorado State","Alamosa","2010+","4","2010",
"Colorado State","Alamosa","2010+","1","2011",
"Colorado State","Alamosa","2010+","2","2011",
"Colorado State","Alamosa","2010+","3","2011",
"Colorado State","Alamosa","2010+","4","2011",
"Colorado State","Alamosa","2010+","1","2012",
"Colorado State","Alamosa","2010+","2","2012",
"Colorado State","Alamosa","2010+","3","2012",
"Colorado State","Alamosa","2010+","4","2012",
"Colorado State","Alamosa","2010+","1","2013",
"Colorado State","Alamosa","2010+","2","2013",
"Colorado State","Alamosa","2010+","3","2013",
"Colorado State","Alamosa","2010+","4","2013",
"Colorado State","Alamosa","2010+","1","2014",
"Colorado State","Alamosa","2010+","2","2014",
"Colorado State","Alamosa","2010+","3","2014",
"Colorado State","Alamosa","2010+","4","2014",
"Colorado State","Alamosa","2010+","1","2015",
"Colorado State","Alamosa","2010+","2","2015",
"Colorado State","Alamosa","2010+","3","2015",
"Colorado State","Alamosa","2010+","4","2015",
"Colorado State","Alamosa","2010+","1","1996",
"Colorado State","Alamosa","2010+","3","1996",
"Colorado State","Alamosa","2010+","1","1997",
"Colorado State","Alamosa","2010+","3","1997",
"Colorado State","Alamosa","2010+","1","1998",
"Colorado State","Alamosa","2010+","3","1998",
"Colorado State","Alamosa","2010+","1","1999",
"Colorado State","Alamosa","2010+","3","1999",
"Colorado State","Alamosa","2010+","1","2000",
"Colorado State","Alamosa","2010+","3","2000",
"Colorado State","Alamosa","2010+","1","2001",
"Colorado State","Alamosa","2010+","3","2001",
"Colorado State","Alamosa","2010+","1","2002",
"Colorado State","Alamosa","2010+","3","2002",
"Colorado State","Alamosa","2010+","1","2003",
"Colorado State","Alamosa","2010+","3","2003",
"Colorado State","Alamosa","2010+","1","2004",
"Colorado State","Alamosa","2010+","3","2004",
"Colorado State","Alamosa","2010+","1","2005",
"Colorado State","Alamosa","2010+","3","2005",
"Colorado State","Alamosa","2010+","1","2006",
"Colorado State","Alamosa","2010+","3","2006",
"Colorado State","Alamosa","2010+","4","2006",
"Colorado State","Alamosa","2010+","1","2007",
"Colorado State","Alamosa","2010+","2","2007",
"Colorado State","Alamosa","2010+","3","2007",
"Colorado State","Alamosa","2010+","4","2007",
"Colorado State","Alamosa","2010+","1","2008",
"Colorado State","Alamosa","2010+","2","2008",
"Colorado State","Alamosa","2010+","3","2008",
"Colorado State","Alamosa","2010+","4","2008",
"Colorado State","Alamosa","2010+","1","2009",
"Colorado State","Alamosa","2010+","2","2009",
"Colorado State","Alamosa","2010+","3","2009",
"Colorado State","Alamosa","2010+","4","2009",
"Colorado State","Alamosa","2010+","1","2010",
"Colorado State","Alamosa","2010+","2","2010",
"Colorado State","Alamosa","2010+","3","2010",
"Colorado State","Alamosa","2010+","4","2010",
"Colorado State","Alamosa","2010+","1","2011",
"Colorado State","Alamosa","2010+","2","2011",
"Colorado State","Alamosa","2010+","3","2011",
"Colorado State","Alamosa","2010+","4","2011",
"Colorado State","Alamosa","2010+","1","2012",
"Colorado State","Alamosa","2010+","2","2012",
"Colorado State","Alamosa","2010+","3","2012",
"Colorado State","Alamosa","2010+","4","2012",
"Colorado State","Alamosa","2010+","1","2013",
"Colorado State","Alamosa","2010+","2","2013",
"Colorado State","Alamosa","2010+","3","2013",
"Colorado State","Alamosa","2010+","4","2013",
"Colorado State","Alamosa","2010+","1","2014",
"Colorado State","Alamosa","2010+","2","2014",
"Colorado State","Alamosa","2010+","3","2014",
"Colorado State","Alamosa","2010+","4","2014",
"Colorado State","Alamosa","2010+","1","2015",
