"age","gender","hispanic","race","language","city","age_category"
"42","M","Y","White","English","San Mateo","40-49"
,"F","N","Black","English","Belmont",
,"M","N","White","English","Redwood City",
"22","F","Unknown/Not Reported","Other","English","Redwood City","18-29"
"27","M","N","Native American or Hawaiian/Alaskan Native","English","South San Francisco","18-29"
"43","M","N","White","English","Belmont","40-49"
"55","F","Unknown/Not Reported","White","English","San Mateo","50-59"
"26",,"Y","White","English","East Palo Alto","18-29"
,"F","N","White","English",,
"36","F","Unknown/Not Reported","Other","English","South San Francisco","30-39"
"22","M","N","Other","English","Daly City","18-29"
"63","M","Unknown/Not Reported","Unknown/Not Reported","English","Belmont","60-69"
"23","F","Y","Other","English","South San Francisco","18-29"
"48","M","Unknown/Not Reported","Other","English","Foster City","40-49"
"43","F","Y","Other","English","Redwood City","40-49"
"47","F","N","Other","English","San Mateo","40-49"
,"F","N","White","English","San Mateo",
"48","M","Y","Other","English","Redwood City","40-49"
"25","F","Y","Other","English","Daly City","18-29"
"49","M","N","White","English","Daly City","40-49"
"85","M","N","Asian","English","Foster City","80-89"
,"M","N","White","English",,
,"M","N","White","English",,
"39","F","Y","White","English","South San Francisco","30-39"
"45",,"N","Other","English","San Francisco","40-49"
"34","F","Y","White","English","Menlo Park","30-39"
"75","M","N","White","English",,"70-79"
"68","F","N","White","English","San Bruno","60-69"
"65","M","N","White","English","Burlingame","60-69"
"87","F","N","White","English","Redwood City","80-89"
"67","F","N","White","English","San Mateo","60-69"
,"F","N","White","English","Monterey",
"33","M","Y","Other","English","Redwood City","30-39"
"50","F","N","White","English","Belmont","50-59"
,"M","N","Other","English","San Mateo",
,"M","Y","White","English","East Palo Alto",
,"M","N","White","English","Murphys",
"64","F","N","Other Asian or Pacific Islander","English","San Mateo","60-69"
,"M","Y","White","English","South San Francisco",
"57","F","N","White","English","South San Francisco","50-59"
"35","M","N","Other","English","Belmont","30-39"
"80","M","N","White","English","San Mateo","80-89"
"52","M","N","White","English","Burlingame","50-59"
"37","M","Y","Other","English","San Mateo","30-39"
"74","M","N","White","English","San Mateo","70-79"
,"M","N","Black","English","South San Francisco",
"62","M","N","White","English","San Mateo","60-69"
"37","M","N","Asian","English","Redwood City","30-39"
"62","M","Y","White","English","Daly City","60-69"
,"M","N","White","English",,
"47","F","N","Other Asian or Pacific Islander","English","Daly City","40-49"
"58","M","N","Other","English","Redwood City","50-59"
"58","F","N","White","English","Ukiah Ca","50-59"
"57","M","Y","White","English","Brisbane","50-59"
,"M","N","White","English",,
,"F","N","Black","English","Redwood City",
,"M","N","White","English","San Mateo",
,"M","Y","White","English","Daly City",
"52","F","N","White","English","San Mateo","50-59"
"48","F","N","Other","English","Menlo Park","40-49"
"51","M","N","White","English","South San Francisco","50-59"
,"M","N","Black","English","Chico",
"51","M","N","White","English","Redwood City","50-59"
,"F","N","White","English","South San Francisco",
,"M","N","White","English","San Mateo",
"27","M","Y","Other","English","Menlo Park","18-29"
"54","F","N","White","English","Millbrae","50-59"
"27","F","Y","Other","English","South San Francisco","18-29"
,"F","Y","Black","English","Brisbane",
"27","F","N","Other","English","Daly City","18-29"
"48","M","N","White","English","Burlingame","40-49"
"36","F","N","White","English","Daly City","30-39"
"61","F","N","White","English","Redwood City","60-69"
"57","M","N","White","English","East Palo Alto","50-59"
"24","F","N","White","English","San Bruno","18-29"
,"M","N","White","English","Redwood City",
"28","M","N","Other","English","Redwood City","18-29"
,"F","N","White","English",,
,"F","N","White","English","Millbrae",
,"M","Y","White","English","Redwood City",
"33","M","Y","Other","English","San Mateo","30-39"
"61","M","Y","Other","English","San Mateo","60-69"
"60","M","N","White","English",,"60-69"
,"M","N","White","English",,
,"M","N","Asian","English","San Mateo",
"48","M","N","Black","English","San Mateo","40-49"
"28","M","Y","Other","English","South San Francisco","18-29"
"29","F","N","White","English","Pacifica","18-29"
"42","M","N","White","English","South San Francisco","40-49"
"38","F","N","Black","English","East Palo Alto","30-39"
"25","F","Y","White","English","East Palo Alto","18-29"
,"F","N","White","English","Stockton",
"31","M","Y","White","English","East Palo Alto","30-39"
"33","F","Y","Other","English","Redwood City","30-39"
"36","M","N","Native American or Hawaiian/Alaskan Native","English","Daly City","30-39"
"54","F","N","Other","English",,"50-59"
"61","M","N","White","English","Half Moon Bay","60-69"
"39","M","N","Asian","English","South San Francisco","30-39"
"38","F","N","Asian","English",,"30-39"
,"M","N","White","English",,
"46","M","N","White","English","Menlo Park","40-49"
"60","F","N","White","English","Redwood City","60-69"
"36","F","N","White","English","Menlo Park","30-39"
,"M","N","White","English","San Jose",
"58","M","N","White","English","South San Francisco","50-59"
,"F","N","White","English","San Mateo",
"43","M","N","White","English","South San Francisco","40-49"
"39","M","N","White","English","San Mateo","30-39"
"40","F","Y","Other","English","Redwood City","40-49"
"36","M","Y","White","English","Daly City","30-39"
"66","M","N","White","English","San Carlos","60-69"
"62","M","N","White","English","Redwood City","60-69"
"55","F","N","White","English","Redwood City","50-59"
"40","M","N","White","English","San Carlos","40-49"
"54","F","N","White","English","Redwood City","50-59"
"39","F","N","Black","English","East Palo Alto","30-39"
,"M","N","White","English","San Mateo",
,"M","N","White","English","Half Moon Bay",
,"M","N","Other Asian or Pacific Islander","English",,
"26","M","N","White","English","Redwood City","18-29"
,"M","N","White","English","San Mateo",
,"F","N","White","English","San Carlos",
"46","M","N","Other","English","Redwood City","40-49"
"50","M","N","White","English","South San Francisco","50-59"
"54","F","N","Asian","English","San Mateo","50-59"
,"M","N","White","English","South San Francisco",
,"M","Y","Other","English",,
"61","M","N","White","English","Colma","60-69"
"31","M","N","White","English","South San Francisco","30-39"
"53",,"N","Unknown/Not Reported","English","Belmont","50-59"
"48","F","N","White","English","San Mateo","40-49"
"60","M","N","Black","English","Redwood City","60-69"
"78","F","N","White","English","Burlingame","70-79"
"64","M","N","Asian","English","South San Francisco","60-69"
"90","F","N","Asian","English","Burlingame","90-99"
,"M","N","White","English","San Bruno",
"32","M","Y","White","English","Redwood City","30-39"
"62","M","N","White","English","San Mateo","60-69"
"31","M","Y","White","English","San Francisco","30-39"
"53","M","N","Other Asian or Pacific Islander","English","San Mateo","50-59"
,"F","N","Native American or Hawaiian/Alaskan Native","English","Belmont",
,"F","N","Other","English","Half Moon Bay",
,"F","N","White","English","Menlo Park",
,"M","N","White","English","San Carlos",
"55","M","N","Black","English","South San Francisco","50-59"
,"M","Y","White","English","Pacifica",
"48","M","N","White","English","Belmont","40-49"
"24","M","N","Asian","English","South San Francisco","18-29"
"62","M","N","Black","English","Redwood City","60-69"
"69","F","Unknown/Not Reported","Other","English","Millbrae","60-69"
"26","F","N","Black","English",,"18-29"
,"M","N","White","English",,
"58","M","N","Other","English","Burlingame","50-59"
"55","F","N","White","English","Belmont","50-59"
,"M","N","White","English","Antioch",
"51","M","N","White","English","San Carlos","50-59"
"54","M","Y","Other","English","San Mateo","50-59"
"63","F","N","White","English","San Mateo","60-69"
"29","M","Y","White","English","Daly City","18-29"
"41","M","N","White","English","San Mateo","40-49"
"60","F","N","White","English","Redwood City","60-69"
"34","M","N","Other","English","San Mateo","30-39"
"28","M","N","Black","English","Daly City","18-29"
"28","F","N","Asian","English","Redwood City","18-29"
"48","F","N","Asian","English","San Mateo","40-49"
,"M","N","White","English",,
"64","M","N","White","English","Pacifica","60-69"
,"M","N","White","English","San Mateo",
"27","F","N","White","English","Redwood City","18-29"
"59","F","Y","White","English","Daly City","50-59"
"59","M","N","White","English","San Bruno","50-59"
"35","M","Y","Other","English","Redwood City","30-39"
,"F","N","Asian","English",,
"74","F","N","White","English","San Bruno","70-79"
,"F","N","White","English",,
"25","F","Y","White","English",,"18-29"
"23","F","Y","Unknown/Not Reported","English","San Mateo","18-29"
,"F","N","White","English","South San Francisco",
,,"N","White","English","San Mateo",
"49","F","Y","Other","English","Belmont","40-49"
"63","F","N","White","English","Redwood City","60-69"
"49","M","N","White","English","San Gregorio","40-49"
,"M","N","White","English",,
"63","F","Y","Other","English",,"60-69"
"42","M","Y","White","English","San Mateo","40-49"
"66","F","Y","White","English","San Mateo","60-69"
"47","M","N","Other","English","San Mateo","40-49"
"25","F","Y","Other","English","San Mateo","18-29"
"27","M","N","White","English","San Mateo","18-29"
"60","F","N","White","English","Daly City","60-69"
,"F","N","White","English","San Mateo",
"62","M","N","White","English","Belmont","60-69"
"39","F","N","White","English","Belmont","30-39"
"59","F","Y","Other","English","East Palo Alto","50-59"
"59","M","N","White","English","East Palo Alto","50-59"
,"M","Y","Other","English","Moss Beach",
"30","M","Y","White","English","Daly City","30-39"
"24","F","N","White","English",,"18-29"
"62","M","N","White","English","South San Francisco","60-69"
"37","F","Y","Native American or Hawaiian/Alaskan Native","English","South San Francisco","30-39"
"60","M","N","White","English","South San Francisco","60-69"
"64","F","Y","Other","English","San Mateo","60-69"
"39","F","N","Other","English","San Mateo","30-39"
"54","M","N","White","English","San Mateo","50-59"
,"F","N","White","English","Palo Alto",
"52","M","N","White","English","San Mateo","50-59"
"53","F","N","Asian","English","Daly City","50-59"
,"M","N","White","English","Half Moon Bay",
,"F","N","White","English","San Carlos",
"53","F","Y","Other","English","Redwood City","50-59"
"26","F","N","White","English","Redwood City","18-29"
"57","F","N","White","English","Millbrae","50-59"
"53","M","N","White","English","San Mateo","50-59"
,"F","N","Black","English",,
,"M","Y","White","English","South San Francisco",
"47","F","N","Asian","English","San Bruno","40-49"
"33","F","N","White","English","Redwood City","30-39"
,"M","N","Black","English","Menlo Park",
,"F","N","White","English","Belmont",
"64","F","N","White","English","Menlo Park","60-69"
"64","F","N","White","English","San Mateo","60-69"
"61","F","N","White","English","San Mateo","60-69"
,"F","N","White","English","Daly City",
"48","F","N","White","English",,"40-49"
"63","M","N","Black","English","Belmont","60-69"
"54","F","Y","Other","English",,"50-59"
"44","M","N","White","English","South San Francisco","40-49"
,"F","N","Asian","English","San Jose",
,"M","N","White","English","Copperopolis",
"67","F","N","White","English","Daly City","60-69"
,"M","N","White","English",,
"62","M","Y","White","English","East Palo Alto","60-69"
,"F","N","White","English","San Mateo",
"58","M","N","White","English","Belmont","50-59"
"39","F","Y","Native American or Hawaiian/Alaskan Native","English","San Mateo","30-39"
"55","F","Y","Other","English","Redwood City","50-59"
"49","M","Y","White","English","East Palo Alto","40-49"
"57","M","N","Other","English","South San Francisco","50-59"
"28","F","N","White","English","South San Francisco","18-29"
"84","F","N","Black","English","East Palo Alto","80-89"
"67","F","N","White","English",,"60-69"
"34","F","N","Black","English","Redwood City","30-39"
,"F","Y","Other","English","Belmont",
,"F","N","White","English",,
"65","F","Y","White","English","Menlo Park","60-69"
"32","M","N","White","English","San Mateo","30-39"
"36","M","N","White","English","San Bruno","30-39"
"33","F","Y","Other","English","Redwood City","30-39"
,"M","N","White","English","South San Francisco",
"51","M","N","Black","English","Belmont","50-59"
"27","M","Y","Other","English","San Mateo","18-29"
"55","M","N","White","English","San Mateo","50-59"
"62","M","N","White","English","South San Francisco","60-69"
"32","M","N","White","English","South San Francisco","30-39"
"65","M","N","White","English","Pacifica","60-69"
"60","M","N","White","English","San Mateo","60-69"
"59","M","Y","Other","English","Daly City","50-59"
"63","F","N","Black","English","Redwood City","60-69"
"44","M","Y","White","English","Redwood City","40-49"
"33","F","N","White","English","Belmont","30-39"
"40","M","Y","White","English","South San Francisco","40-49"
"24","F","N","White","English","Pacifica","18-29"
,"M","N","White","English","San Bruno",
"55","M","N","White","English","San Carlos","50-59"
"36","F","Y","Other","English","South San Francisco","30-39"
"58","M","N","White","English","South San Francisco","50-59"
,"M","N","White","English","South San Francisco",
"43","F","N","Other","English","South San Francisco","40-49"
"41","F","Y","Native American or Hawaiian/Alaskan Native","English","Belmont","40-49"
"27","M","N","White","English","San Mateo","18-29"
"58","F","N","Other","English","Daly City","50-59"
"86","M","N","Black","English","San Mateo","80-89"
"60","M","Y","White","English","San Mateo","60-69"
,"M","Y","White","English","South San Francisco",
"71","M","N","White","English","East Palo Alto","70-79"
"45","F","N","White","English","San Mateo","40-49"
"58","M","N","White","English",,"50-59"
"28","F","Y","White","English","Redwood City","18-29"
,"M","N","Black","English","Half Moon Bay",
"41","M","N","White","English","South San Francisco","40-49"
"21","F","N","White","English","Burlingame","18-29"
,"M","Y","White","English",,
"55","M","N","White","English","San Mateo","50-59"
"45","M","N","Other","English","Daly City","40-49"
"56","M","Y","Other","English","San Bruno","50-59"
"69","M","N","Black","English","East Palo Alto","60-69"
,"M","N","Asian","English","San Mateo",
"61","M","N","Black","English","South San Francisco","60-69"
"66","M","N","White","English","San Mateo","60-69"
,"F","Y","Other","English",,
"54","F","N","White","English","San Mateo","50-59"
"50","F","N","White","English","South San Francisco","50-59"
"64","M","N","White","English","Millbrae","60-69"
"38","M","N","White","English","San Mateo","30-39"
"49","M","N","White","English","South San Francisco","40-49"
,"M","N","White","English",,
,"F","N","White","English","Menlo Park",
"58","M","N","White","English","Redwood City","50-59"
"33","F","N","White","English","San Mateo","30-39"
"61","M","N","White","English","San Mateo","60-69"
"35","M","N","White","English","San Carlos","30-39"
"63","M","Y","White","English","Redwood City","60-69"
"45","M","Y","Unknown/Not Reported","English",,"40-49"
"76","F","N","White","English","San Bruno","70-79"
"63","F","N","White","English","San Mateo","60-69"
,"F","N","White","English",,
"59","F","N","White","English","San Mateo","50-59"
"51","M","Y","Native American or Hawaiian/Alaskan Native","English","South San Francisco","50-59"
"45","M","N","Other","English","Redwood City","40-49"
"56","M","N","Black","English",,"50-59"
,"M","N","White","English","South San Francisco",
"55","M","N","White","English","Menlo Park","50-59"
"54","F","N","Other Asian or Pacific Islander","English","San Mateo","50-59"
"37","M","N","White","English","Redwood City","30-39"
"50","M","Y","White","English","Redwood City","50-59"
,"M","N","Other","English",,
"72","F","N","White","English","San Mateo","70-79"
"69","F","Y","Other","English","Redwood City","60-69"
,"M","Y","Other","English","Panorama City",
"71","F","N","White","English","Half Moon Bay","70-79"
,"F","N","Asian","English",,
"52","F","Y","White","English","Redwood City","50-59"
"41","M","N","White","English","Pacifica","40-49"
"50","F","N","White","English","San Mateo","50-59"
,"F","N","White","English",,
"42","M","N","White","English","East Palo Alto","40-49"
"57","M","N","White","English","Fremont","50-59"
"33","M","N","White","English","Redwood City","30-39"
,"M","N","Asian","English",,
,"M","Y","Other","English",,
"61","M","N","White","English","Montara","60-69"
"49","F","N","White","English","South San Francisco","40-49"
"63","F","N","White","English","San Francisco","60-69"
,,"N","Other","English","San Bruno",
,"F","N","White","English","Oakdale",
"24","M","N","Other Asian or Pacific Islander","English","Redwood City","18-29"
,"M","N","Black","English",,
"33","F","N","White","English","Redwood City","30-39"
